"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Sr","Sr_sd","Sr_ICP","Sr_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.0550910231511645,0.0910889369732401,26.58846642,0.463509298,84.625206446592,-6.45242512131091,175.702838014495
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.00343059763755324,0.011883938817136,25.05462045,0.186955871,81.2040318012942,-9.91496938944739,172.323032992036
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.0189670249373731,0.0456581447865968,46.4043754,0.519109914,82.2329205614661,-8.87337209638683,173.339213219319
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.481911787072006,0.113497626614508,121.9608593,0.839622095,112.891105557855,22.0577789740647,203.724432141645
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.622258624716265,0.201263877830535,150.558177,2.59385652,122.185474268963,31.3943377611391,212.976610776788
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.245503787073657,0.165074880891807,145.2111951,2.397227724,97.2351552342007,6.28803856716488,188.182271901237
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.61480327017036,0.132105730877862,165.8736664,2.61051165,121.691748758758,30.8988469990885,212.484650518426
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.533957873410727,0.175512575489907,110.8952002,2.069414432,116.337820314823,25.5223465111621,207.153294118483
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.252462154035728,0.171828635516228,153.965778,1.949345735,97.6959680979477,6.75296513894764,188.638971056948
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,1.09047043305662,0.329321228372807,97.81476508,1.178390202,153.192465624484,62.4050947999164,243.979836449052
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.805592071117657,0.153563649176704,168.0404108,1.955006557,134.32660032876,43.5620571579259,225.091143499595
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.759629954649892,0.200895123667755,114.9998151,1.529219743,131.282792115018,40.5146181007292,222.050966129307
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.747342864061521,0.187452315905494,209.897137,2.629036009,130.469088349177,39.6995994721893,221.238577226164
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.744892357656707,0.156746238299102,130.9618352,0.711514938,130.306805319237,39.5370368409586,221.076573797516
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,1.31042605038745,0.649380265901082,119.867266,2.07053159,167.75886870037,76.9005035147309,258.61723388601
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,1.41576034919574,0.296159386585436,112.4064678,0.932757371,174.734557126866,83.8257562351458,265.643358018587
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.986338804613717,0.240538557023644,127.1397723,0.326624311,146.296423180765,55.5264482987614,237.066398062769
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.371847574354735,0.148268634889439,94.40874214,1.478332239,105.602181973519,14.7225407894932,196.481823157544
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,0.262018961048757,0.10659942555902,91.74775016,0.40610632,98.3288607912989,7.39143223661736,189.26628934598
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,0.410835675238125,0.147888876418606,100.7977844,1.025597866,108.18414100472,17.3222346787276,199.046047330712
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,0.693548897807029,0.157278884867575,91.25190224,0.699750267,126.906621497807,36.1296665829738,217.683576412641
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,0.356066470063264,0.158999774187075,121.0153008,1.039947828,104.557089654979,13.669855775909,195.444323534048
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,0.624922102147211,0.123664364656567,85.39705279,1.57965392,122.361861152433,31.5713423411991,213.152379963667
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,0.538117127018687,0.186284944746077,121.2110164,1.417347214,116.613263903323,25.799104566146,207.4274232405
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,0.56467834536222,0.195910057526704,95.32051892,1.284724348,118.372261546909,27.5661045959531,209.178418497866
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,0.708292936243323,0.135716963348274,119.1548845,2.957478603,127.88303487354,37.1084031304811,218.657666616599
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,0.335976770186922,0.117554704033107,121.5336821,2.37450858,103.226663682578,12.3294189195246,194.123908445631
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,0.403788751303297,0.148950741825302,118.8967341,1.10170535,107.717463518937,16.852459591354,198.58246744652
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,0.489609348119938,0.069567273308542,85.79649547,1.323999276,113.400871020024,22.5703487097932,204.231393330255
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,0.521477935141629,0.178259459756541,111.2286921,1.368956728,115.511345349574,24.6918277471549,206.330862951992
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,0.618068335738772,0.125420230093375,136.1592518,2.420949669,121.907975385364,31.1158532909141,212.700097479815
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,0.58664821768775,0.122753269958145,116.7915838,1.35786783,119.827200591899,29.0271506056084,210.62725057819
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,0.353664501325522,0.0992386742148894,95.07661499,0.69914278,104.398020997246,13.5096105450772,195.286431449414
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,0.565397687370857,0.156487760209359,101.292967,0.811859205,118.419899455749,27.6139498034015,209.225849108097
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,0.278588934242793,0.0953998381806369,119.6977813,1.823339563,99.4261953873867,8.49822490008235,190.354165874691
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,0.49388184738218,0.187965597430485,99.83622626,1.333664845,113.683814220796,22.8548238656438,204.512804575947
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,4314.73333333333,0.259720876414778,0.100617241115262,110.4667193,1.25507819,98.1766717838652,7.23791075326059,189.11543281447
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,4365.28181818182,0.417227622904329,0.0938760559361995,95.05242503,0.168162163,108.607443156653,17.7483053405677,199.466580972738
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,4492.98,0.734099357408595,0.114173623807315,109.9097917,0.96047458,129.592046615095,38.8209779222513,220.36311530794
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,4610.66666666667,0.594118241050948,0.125356603039793,92.99111859,0.763475857,120.321897534014,29.5238183391495,211.119976728879
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,4729.33333333333,0.739208125195686,0.327201922421823,54.97448254,0.904111945,129.930371099421,39.1599318164056,220.700810382436
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,4891.35454545455,0.535856982313581,0.146750173182108,53.58134359,0.512470791,116.46358744048,25.6487158813656,207.278458999595
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,5008.74545454545,0.662692963208732,0.138490953796253,126.2966844,0.909448982,124.863209349046,34.0807160824995,215.645702615593
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,5262.19090909091,0.971980685768573,0.205921166331038,152.5618881,1.310436979,145.345567053298,54.5771727451731,236.113961361423
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,5341.56,0.892228732208071,0.267087362586863,138.0986394,3.800967424,140.064051101358,49.3008262017591,230.827276000957
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,5483.135,0.769789205781814,0.128139371476628,172.6424549,2.126521142,131.955581238263,41.1883847106643,222.722777765861
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,5447.30909090909,0.93584772166063,0.196714421581179,142.7753473,1.931616323,142.95268740826,52.1873932618941,233.717981554625
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,5581.52,1.04571612327305,0.184318601799861,129.6985539,0.996133225,150.22864354255,59.4500268794935,241.007260205606
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,5660.04545454545,0.78340910529097,0.103720717392648,153.3496638,2.167962906,132.857549319419,42.0915074823894,223.623591156449
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,5698.00833333333,0.727452489282417,0.117394970305649,135.6264282,2.715802678,129.151862538448,38.3799373628437,219.923787714052
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,5774.45833333333,0.521318933527439,0.159122397871597,151.7312933,1.325348387,115.500815581659,24.6812454940042,206.320385669314
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,5914.69166666667,0.464042225966785,0.172193624772927,121.4529542,1.405222576,111.707706683998,20.8676508513753,202.54776251662
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,6045.02727272727,0.484774541629981,0.120350787116861,127.9383347,0.485558929,113.080689426204,22.248412405855,203.912966446553
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,6127.60909090909,1.41053315476428,0.20586303645784,230.1968823,2.48800676,174.388389922916,83.482342546797,265.294437299034
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,6161.61818181818,1.27476313488842,0.214959146805854,147.1050077,0.981019187,165.397117687489,74.5534181593839,256.240817215593
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,6233.21818181818,1.0645707933799,0.14756007583768,90.62519465,1.806865583,151.477280553835,60.6952105704736,242.259350537196
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,6633.50909090909,0.647369949803935,0.0997011612502054,90.09213851,1.320509697,123.84845377108,33.0628700039996,214.634037538161
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,6779.31666666667,0.820077494783037,0.217277684447578,91.69283278,2.73622133,135.285887126685,44.522067097547,226.049707155824
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,6996.89090909091,1.03185808478264,0.296234304430191,107.4610267,2.19863695,149.310904878077,58.5346084302301,240.087201325924
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,7135.69230769231,0.517359752008724,0.108829175220817,263.6699608,4.67933169,115.238621623841,24.4177368120344,206.059506435648
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,7290.50833333333,2.36391994043287,0.618345731808102,227.4544094,2.714332835,237.525746339618,145.688108586141,329.363384093095
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,7450.61818181818,1.5092051891089,0.503803035024046,198.7277638,1.546696593,180.922874661351,89.9604385303962,271.885310792306
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,7672.18333333333,1.11896140500224,0.376188583767119,302.9231828,5.375215015,155.079259816966,64.2853129816584,245.873206652274
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,7821.06363636364,1.19927545938327,0.365910437734237,245.5928888,4.87578685,160.398000492787,69.5813178359954,251.214683149579
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,8011.50909090909,1.68368555555873,0.165220825526398,254.6825264,3.27008475,192.477711847954,101.392802449175,283.562621246734
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,7881.69166666667,1.72205383923335,0.3818508567264,111.667296,0.974152096,195.01862392884,103.902891483527,286.134356374152
"Bird Island","BI10","BI10.13",519,491,492,491.5,8384.23636363636,1.32400801791968,0.157703872989819,131.8281488,1.128119455,168.658324763548,77.7940535181483,259.522596008947
