"Location","Site","Section","sample","min_depth","max_depth","midpoint","Co","Co_sd","Co_ICP","Co_ICP_sd","Co_fit_OLS","Co_lwr_OLS","Co_upr_OLS","Co_fit_WLS","Co_lwr_WLS","Co_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,0.127999327844526,0.00639996639222628,-3.90274122642275,-0.195137061321138,-3.26431048414759,-4.60588717730163,-1.92273379099356,-3.27941887493362,-4.84704668674444,-1.71179106312281
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,0.643117857024437,0.0321558928512219,-3.62408283695147,-0.181204141847574,-2.99383339150276,-4.34440703149401,-1.64325975151152,-3.02436746186653,-4.8426115784931,-1.20612334523996
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-0.2896163526275,-0.014480817631375,-3.30231679805059,-0.165115839902529,-3.48359103551272,-4.82256674872087,-2.14461532230457,-3.48619355569096,-4.85327107506996,-2.11911603631195
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-0.763593247743844,-0.0381796623871922,-4.63761576586541,-0.23188078829327,-3.7324655863389,-5.07361530723787,-2.39131586543993,-3.72087444952919,-4.8648732743776,-2.57687562468077
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-0.169726621967429,-0.00848633109837147,-2.8241906861885,-0.141209534309425,-3.42063964869592,-4.7599293851524,-2.08134991223944,-3.42683237280793,-4.85117696992657,-2.0024877756893
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,0.872673457025411,0.0436336728512705,-3.76611229974393,-0.188305614987196,-2.87329893628242,-4.22991266482142,-1.51668520774343,-2.9107072519515,-4.84145136555478,-0.979963138348213
"Bird Island","BI10","BI10.2",45,44,45,44.5,0.0895493855490216,0.00447746927745108,-3.95365364951037,-0.197682682475519,-3.28449967947902,-4.62566041080265,-1.94333894815538,-3.29845665276396,-4.84750438834705,-1.74940891718086
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-0.244064199727736,-0.0122032099863868,-2.02770212588656,-0.101385106294328,-3.45967262997671,-4.79872655641958,-2.12061870353383,-3.46363924962895,-4.85244253480801,-2.07483596444989
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-0.692560848860619,-0.0346280424430309,-3.64070836931758,-0.182035418465879,-3.69516807975511,-5.03564515603505,-2.35469100347516,-3.68570407090283,-4.86272577216611,-2.50868236963954
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-1.00346197834397,-0.0501730989171987,-3.80094460400633,-0.190047230200316,-3.85841523325302,-5.20273602433025,-2.51409444217579,-3.83964101532827,-4.87353290248519,-2.80574912817135
