"depth","SH20_age","surface","kcps","cps","cps_acf_sum","MSE","Si","S","Cl","K","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Br","Rb","Sr","Zr","Ba","Mo_inc","Mo_coh","coh_inc","sum","scatter_sum"
7.1,310.4,6.28,23037,54032,53251,1.35,0.00938949503295713,0.0657264652306999,0.0319242831120542,0.0488253741713771,0.24976056787666,0.0694822632438827,0,0.0488253741713771,0.0431916771516028,2.7605115396894,0.0169010910593228,0.371824003305102,0.221592082777788,0,2.82811590392669,0.2629058609228,0.125819233441626,1.9060674916903,0,79.3055529473625,11.6335843458339,0.146693187,100,90.9391372931964
7.2,315.9,6.29,22763,53462,52521,1.39,0,0.0514080082252813,0,0.0514080082252813,0.173264027722244,0.0913920146227223,0.0133280021324803,0,0.0894880143180823,2.77412844386055,0,0.418880067020811,0.186592029854725,0,2.59324841491975,0.119952019192323,0,1.96492831438853,0,79.6252927400468,11.8466898954704,0.148780488,100,91.4719826355172
7.3,321.1,6.31,22280,52864,51919,1.39,0.00963038579325488,0.0520040832835763,0.0288911573797646,0.0442997746489724,0.215720641768909,0.0616344690768312,0,0,0.0173346944278588,2.8679288892313,0.0635605462354822,0.35439819719178,0.317802731177411,0,2.83903773185154,0.100156012249851,0.154086172692078,1.81436468344922,0.0250390030624627,79.8339721489243,11.2001386775554,0.14029289,100,91.0341108264797
7.4,326.7,6.31,21066,50453,49542,1.26,0.0544992127891486,0.0827580638650034,0.0100924468128053,0.034314319163538,0.207904404343789,0.0645916596019539,0,0,0.0423882766137822,2.72899761818255,0.258366638407816,0.435993702313189,0.240200234144766,0,2.76936740543377,0,0.0544992127891486,1.73590085180251,0,80.0512696298091,11.2288563239272,0.140270809,100,91.2801259537362
7.5,332.3,6.31,21590,51608,50835,1.17,0,0,0.0118028917084686,0.0668830530146553,0.224254942460903,0.112127471230451,0,0.0570473099242648,0.0295072292711714,3.28513819219042,0.0629487557784991,0.273433657912855,0.133766106029311,0,2.95072292711714,0,0.285236549621324,1.78617094521491,0,78.992819907544,11.7281400609816,0.148470963,100,90.7209599685256
7.6,337.6,6.3,22063,52760,51944,1.11,0,0.034652702910827,0.0134760511319883,0.0577545048513784,0.198290466656399,0.084706607115355,0,0,0.119359310026182,3.56345294933005,0.190589866009549,0.415832434929925,0.175188664715848,0,2.77991683351301,0.0134760511319883,0.034652702910827,1.64600338826428,0,79.0851686431542,11.5874788233482,0.146518987,100,90.6726474665024
7.7,343,6.31,22104,53995,52847,1.27,0,0.0302760800045414,0.0454141200068121,0.0454141200068121,0.194902265029235,0.0965050050144758,0,0,0.0643366700096505,3.35496811550325,0.0510908850076636,0.32546786004882,0.0435218650065283,0,2.8573050504286,0.0851514750127727,0.353851685053078,1.93956137529093,0,78.679962911802,11.8322705167748,0.1503848,100,90.5122334285768
7.8,348.3,6.32,22492,54391,53314,1.29,0.0581460779532581,0.0412649585474735,0.0206324792737367,0.0731515174250666,0.151930074652061,0.0731515174250666,0.0131297595378325,0.0525190381513299,0.056270398019282,2.86416325918145,0.0712758374910905,0.369508946993285,0.296357429568218,0,2.74974678320891,0.120043515774468,0.0243838391416889,2.23581048129947,0,78.7691788273249,11.9593352590314,0.151827599,100,90.7285140863563
7.9,353.7,6.32,22513,54453,53571,1.25,0.0242668608015531,0.0410669952026283,0,0.0317335872020309,0.237068563215172,0.130667712008363,0,0.0634671744040619,0.0728005824046592,3.93309813145172,0.0149334528009557,0.403203225625805,0.308002464019712,0,2.77948890257789,0.427470086427358,0.0410669952026283,1.82748128651696,0,78.1504918706016,11.5136921095369,0.147327187,100,89.6641839801385
8,359.1,6.32,21970,52775,51791,1.31,0.0289625610627329,0.0366859106794617,0.0366859106794617,0.00772334961672878,0.17570620378058,0.0984727076132919,0,0,0.0675793091463768,2.50043443841594,0.148674480122029,0.399683342665714,0.164121179355486,0,2.33824409646464,0.0733718213589234,0.241354675522774,2.06213434766658,0,79.8266108011044,11.7935548647448,0.147739642,100,91.6201656658493
8.1,364.5,6.31,22166,52748,51685,1.3,0,0.030956757279675,0.0270871626197156,0.030956757279675,0.158653381058334,0.141240205088517,0.0154783786398375,0.0503047305794718,0.0464351359195124,2.67002031537196,0,0.495308116474799,0.259262842217278,0,2.72225984328142,0.127696623778659,0.390829060655896,1.58459901325336,0,79.6594756699236,11.5894360065783,0.145487224,100,91.2489116765019
8.2,370,6.3,22466,53669,52611,1.32,0.0285111478588128,0.0247096614776378,0.047518579764688,0.0646252684799757,0.190074319058752,0.0380148638117504,0,0.0608237820988006,0.0095037159529376,2.75417688316132,0.153960198437589,0.330729315162228,0.119746821007014,0,2.8625192450248,0,0.161563171199939,2.09842048240862,0,79.259090304309,11.7960122407861,0.148828509,100,91.0551025450951
8.3,375.5,6.31,22784,54224,53185,1.43,0,0.02820344081978,0.00940114693992667,0.0658080285794867,0.199304315126445,0.11281376327912,0,0.00752091755194134,0.139136974710915,3.16442605997932,0.1410172040989,0.436213218012598,0.449374823728495,0,2.7432546770706,0.120334680831061,0.135376515934944,1.86518755288145,0,78.7910125035254,11.5916141769296,0.147118482,100,90.382626680455
8.4,381.2,6.31,22263,53641,52635,1.33,0,0.0208986415882968,0.0341977771444856,0.0550964187327824,0.231784933979291,0.1196922200057,0,0.0474969127006745,0.0740951838130521,3.01510401823881,0.0436971596846205,0.355276907001045,0.281181723187993,0,2.73772204806688,0,0.0550964187327824,1.93597416167949,0,78.9873658212216,12.0053196542225,0.151990379,100,90.9926854754441
8.5,386.5,6.31,22373,53530,52703,1.46,0,0.0284613779101759,0.0550253306263401,0.0815892833425042,0.221998747699372,0.104358385670645,0.0322562282981993,0.0379485038802345,0.0777944329544808,2.96757300343434,0.184050243819137,0.504715101607119,0.248562700415536,0,2.33383298863442,0,0.377587613608333,1.77029770601294,0,79.134015141453,11.8399332106332,0.14961876,100,90.9739483520862
8.6,391.8,6.33,22648,54345,53592,1.34,0,0.0167935512763099,0.0335871025526198,0.0503806538289297,0.156739811912226,0.0223914017017465,0,0,0.0951634572324228,2.98365427675772,0.106359158083296,0.410509031198686,0.188460964323033,0.026123301985371,2.77466786087476,0.395581430064189,0.164203612479475,1.92939244663383,0.0167935512763099,78.7430959844753,11.8861024033438,0.150947867,100,90.6291983878191
8.7,397.2,6.35,22328,53445,52464,1.23,0.00762427569380909,0.04193351631595,0.0114364135407136,0,0.156297651723086,0.0152485513876182,0,0.0457456541628545,0.0514638609332113,3.27653247941446,0.0914913083257091,0.524168953949375,0.291628545288198,0,2.32921622445868,0.0514638609332113,0.118176273254041,1.82220189082037,0.0304971027752364,79.2371912168344,11.8976822201891,0.150152751,100,91.1348734370235
8.8,402.6,6.38,22119,53657,52831,1.33,0,0,0,0.041642217637372,0.157104730177358,0.128712309060968,0.024606764967538,0.026499593041964,0.079498779125892,2.82031383089474,0.01892828074426,0.44481459749011,0.22713936893112,0,2.75027919214098,0.115462512539986,0.134390793284246,1.9439344324355,0,79.5934205296133,11.4932520679147,0.144399524,100,91.086672597528
8.9,407.7,6.4,22356,53293,52487,1.31,0.0285785051536571,0.0304837388305676,0.0228628041229257,0.00952616838455237,0.198144302398689,0.118124487968449,0.0190523367691047,0.0266732714767466,0.0228628041229257,3.28081239163983,0.0476308419227618,0.417246175243394,0.175281498275764,0,2.37963686246118,0.0838302817840608,0.0781145807533294,1.97191685560234,0,79.5244536742431,11.5647684188466,0.145424054,100,91.0892220930897
9,413.2,6.42,21752,51597,50794,1.26,0,0.0433122022286097,0.0157498917194944,0.00984368232468402,0.122061660826082,0.0689057762727881,0,0.0295310469740521,0.0393747292987361,2.49045162814506,0.129936606685829,0.498090325629011,0.19687364649368,0.00984368232468402,2.46485805410088,0,0.114186714966335,1.76989408197819,0,80.1196991770682,11.8773870929637,0.148245528,100,91.9970862700319
9.1,418.6,6.43,21429,51194,50219,1.21,0.0438081204325056,0.0398255640295506,0.0159302256118202,0.0318604512236405,0.135406917700472,0.0756685716561461,0,0,0.00995639100738764,2.13664151018539,0,0.252892331587646,0.336526016049702,0,2.37957745076565,0.0577470678428483,0,1.91361835161991,0,80.7104880622872,11.8600529680002,0.146945623,100,92.5705410302873
9.2,424.2,6.44,21279,51287,50354,1.39,0.0139015768360011,0.0536203677960043,0.0615641259880049,0.049648488700004,0.166818922032013,0.0456766096040037,0.0198593954800016,0,0.0456766096040037,2.38511339714819,0.0695078841800056,0.411089486436033,0.260158080788021,0,2.22425229376018,0.111212614688009,0.0774516423720062,2.32553521070819,0.00992969774000079,79.6381618143544,12.030821781785,0.151068552,100,91.6689835961393
9.3,429.4,6.46,21762,52418,51493,1.19,0.0368982191754219,0.0602023576020042,0.0330141961043249,0.0252461499621308,0.163128968986076,0.0310721845687763,0,0,0.0116520692132911,2.12844464296118,0.0815644844930379,0.322373914901054,0.145650865166139,0,2.44499252325559,0.114578680597363,0.291301730332278,1.88375118948207,0,80.6828112558989,11.5433165673004,0.143070332,100,92.2261278231993
9.4,434.8,6.47,22040,52571,51730,1.31,0,0.02899671370578,0.023197370964624,0.050260970423352,0.143050454281848,0.063792770152716,0,0.015464913976416,0.052194084670404,2.39512855209743,0.201043881693408,0.411753334622076,0.286100908563696,0,2.60390489077904,0,0,1.79972936400541,0,79.5747148656486,12.3506669244152,0.155208435,100,91.9253817900638
9.5,440,6.48,21992,52560,51629,1.2,0.0174320633752348,0.0522961901257046,0,0.0561699819868678,0.182068217474675,0.0348641267504697,0,0.0290534389587247,0.038737918611633,3.11259176044471,0,0.360262643088187,0.205310968641655,0,2.24679927947471,0.106529276181991,0,1.83811423812199,0,79.6025489550447,12.1172209417188,0.152221519,100,91.7197698967635
9.6,445.4,6.48,21490,52382,51471,1.29,0.0369139904023625,0.0388568320024868,0,0.0446853568028599,0.182627110411688,0,0,0.0213712576013678,0.0563424064036059,3.26397388820889,0.159313011210196,0.499310291231956,0.279769190417905,0.0135998912008704,2.01861242252919,0.200112684812807,0,1.57564453770084,0,79.6778768626994,11.9309902663636,0.149740314,100,91.608867129063
9.7,450.8,6.49,21188,52040,50823,1.36,0.00983806544281133,0.037384648682683,0.0609960057454302,0.0413198748598076,0.2085669873876,0.0629636188339925,0.0491903272140566,0.0688664580996793,0,2.91206737107215,0,0.411231135509513,0.200696535033351,0,2.36507093245184,0.0767369104539283,0.192826082679102,1.57015524467269,0.0118056785313736,79.9854396631446,11.7348444601854,0.146712258,100,91.72028412333
9.8,456.3,6.5,22248,53459,52517,1.29,0,0.036178761163052,0.0285621798655673,0.0818782489479597,0.217072566978312,0.0799741036235886,0.0133290172705981,0,0.0228497438924539,3.85779842717596,0.0323704705143097,0.483652912390274,0.26277205476322,0.0209455985680827,2.48681379362873,0,0.369404192928004,1.7099225012853,0,78.4069920216311,11.8894834053735,0.15163805,100,90.2964754270046
9.9,461.7,6.52,22707,55202,54123,1.25,0.0147811466474512,0.0628198732516675,0.0258670066330396,0.0406481532804907,0.242041276352013,0.0757533765681873,0.0147811466474512,0,0.0295622932949024,3.77658296842378,0.206936053064316,0.450824972747261,0.219869556380836,0,2.66614932653401,0,0.144116179812649,1.83286218428395,0,78.3604013081315,11.8360031779465,0.151045719,100,90.196404486078
10,467.2,6.52,22387,53693,52683,1.34,0.0151851640946795,0.0493517833077084,0.0360647647248638,0.0322684737011939,0.163240514017805,0.15374978645863,0.0170833096065144,0.0721295294497276,0.121481312757436,3.5096710513828,0.0968054211035818,0.575138090085986,0.326481028035609,0.0113888730710096,3.14143082208682,0,0.132870185828446,1.98356205986751,0,78.3535485830344,11.2085492473853,0.143050946,100,89.5620978304197
10.1,472.5,6.53,21712,52335,51135,1.23,0.0352009386916984,0.054757015742642,0.0293341155764154,0.0528014080375477,0.132981323946416,0.0840911313190574,0,0,0.0371565463967928,2.65767087122323,0.168182262638115,0.330497702160947,0.0625794465630195,0.10755842378019,2.74371761024738,0.158404224112643,0,1.92236237410775,0,79.9843551383592,11.4383494670969,0.143007335,100,91.4227046054561
10.2,477.9,6.54,21538,51548,50778,1.19,0,0.0393871361613297,0.0433258497774627,0.0630194178581275,0.173303399109851,0.0768049155145929,0.0118161408483989,0,0.0452952065855292,2.69801882705109,0.163456615069518,0.419473000118161,0.11225333805979,0,2.5148686439009,0.07286620189846,0.0334790657371303,2.00480523061168,0,79.7707668675411,11.7570601441569,0.147385573,100,91.527827011698
10.3,483.2,6.55,21337,51072,50264,1.3,0.0139264682476524,0.0736113321661627,0,0.0218844501034538,0.143243673404425,0.0358109183511062,0,0.00994747731975171,0,2.47294286169028,0.113401241445169,0.391930606398217,0.200939041858985,0,2.20833996498488,0.151201655260226,0.0159159637116027,1.96562151838294,0,80.3398058252427,11.8414770014324,0.147392403,100,92.1812828266752
10.4,488.4,6.56,21465,51928,51028,1.17,0,0.0156776671631261,0.0313553343262523,0.0372344595124246,0.121501920514227,0.0137179587677354,0,0,0.02547620914008,2.52998353844948,0.0470330014893784,0.407619346241279,0.111703378537274,0,2.40848161793525,0,0.372344595124246,2.08708944109117,0,80.1089597867837,11.6818217449244,0.14582416,100,91.7907815317081
10.5,493.8,6.55,21678,51535,50750,1.29,0,0.0650246305418719,0.0157635467980296,0.0551724137931034,0.157635467980296,0.0788177339901478,0,0.0768472906403941,0,2.47684729064039,0.179310344827586,0.457142857142857,0.208866995073892,0,2.39211822660099,0.0926108374384236,0,2,0,80.007881773399,11.735960591133,0.146685056,100,91.743842364532
10.6,499,6.54,22058,52967,52020,1.37,0,0.0499807766243752,0.0230680507497117,0.0519031141868512,0.165321030372933,0.0576701268742791,0.00961168781237986,0.0365244136870434,0.0768935024990388,2.63744713571703,0.136485966935794,0.371011149557862,0.242214532871972,0,2.67012687427912,0,0.00768935024990388,1.62053056516724,0.0249903883121876,79.9846212995002,11.8339100346021,0.147952317,100,91.8185313341023
10.7,504.3,6.54,22148,53504,52331,1.31,0,0.0171982190288739,0.0382182645086087,0.0343964380577478,0.135674839005561,0.0840801819189391,0,0.0343964380577478,0.070703789340926,3.1205212971279,0.164338537387017,0.418489996369265,0.0879020083697999,0,2.69629856108234,0.110832967074965,0,1.62236532839044,0,79.6353977565879,11.729185377692,0.147286078,100,91.3645831342799
10.8,510,6.54,21634,52240,51499,1.18,0,0.0213596380512243,0.0660206994310569,0.0446610613798326,0.118448901920426,0.0757296258179771,0,0.0601953435989048,0,2.85248257247714,0.0349521349929125,0.30874385910406,0.188353171906251,0,2.48742694032894,0.304860288549292,0.219421736344395,1.8233363754636,0.00970892638692013,79.455911765277,11.9283869589701,0.150125858,100,91.3842987242471
10.9,515.2,6.53,21903,52359,51438,1.37,0.0272172323962829,0,0,0,0.145806602122944,0.0194408802830592,0,0.0116645281698355,0,3.65099731715852,0.0369376725378125,0.404370309887632,0.192464714802286,0,2.77615770442086,0.00972044014152961,0.139974338038026,1.73607060927719,0.0174967922547533,79.314903378825,11.5167774796843,0.145203196,100,90.8316808585093
11,520.4,6.53,21985,53745,52688,1.37,0.0322654114788946,0.0531430306711206,0.0227755845733374,0.0322654114788946,0.17081688430003,0.0664287883389007,0,0.0208776191922259,0.0607348921955664,3.96674764652293,0,0.368205283935621,0.15753112663225,0.0512450652900091,2.71029456422715,0,0,1.92074096568479,0,78.8585636197996,11.5073641056787,0.14592409,100,90.3659277254783
11.1,525.2,6.51,22112,54224,53196,1.38,0.0169185653056621,0.0150387247161441,0.0394766523798782,0.0150387247161441,0.109030754192045,0.0845928265283104,0,0,0.0601548988645763,4.15068802165576,0.0244379276637341,0.353410030829386,0.191743740130837,0,2.82352056545605,0.142867884803369,0.0244379276637341,1.76141063237837,0,78.5059026994511,11.6813294232649,0.148795556,100,90.187232122716
11.2,530.5,6.51,22335,54328,53006,1.26,0,0.032071840923669,0,0.0396181564351206,0.143379994717579,0.128287363694676,0.0471644719465721,0.0452778930687092,0.0905557861374184,4.23348300192431,0.0924423650152813,0.332037882503867,0.0528242085801607,0,2.44123306795457,0.184884730030563,0.249028411877901,1.56774704750406,0,78.4062181639814,11.9137456137041,0.151948989,100,90.3199637776855
11.3,536.2,6.51,22163,53955,52954,1.5,0,0.0302149035011519,0.0377686293764399,0.0358801979076179,0.117082751066964,0.107640593722854,0.022661177625864,0,0.0472107867205499,4.95713260565774,0,0.400347471390263,0,0,2.88741171582883,0.0283264720323299,0,1.82800166181969,0,78.3170298749858,11.1832911583639,0.142795139,100,89.5003210333497
11.4,541.3,6.52,21639,53042,52273,1.41,0.0153042679777323,0.0612170719109292,0.00765213398886615,0.0229564019665984,0.122434143821858,0.124347177319075,0.0306085359554646,0.0306085359554646,0.078434373385878,5.01597382970176,0.153042679777323,0.407476134907122,0.131999311307941,0,2.70502936506418,0.0325215694526811,0,1.89964226273602,0,77.2961184550341,11.864633749737,0.153495854,100,89.1607522047711
