"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ti","Ti_sd","Ti_ICP","Ti_ICP_sd","Ti_fit_OLS","Ti_lwr_OLS","Ti_upr_OLS","Ti_fit_WLS","Ti_lwr_WLS","Ti_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-7.7835510752178,-7.68774689818009,4.90495174256426,0.809311850924935,5.80296726823505,4.48563228584802,7.12030225062209,5.84237581588615,4.09659679067062,7.58815484110169
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-8.11062408345963,-8.19982044547105,4.37935983755429,-0.0462302050626054,5.57919983822571,4.2602545927324,6.89814508371902,5.62318923677401,3.80504438677539,7.44133408677262
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-8.11070815434533,-8.63886214534896,5.83054549007266,1.58786741113314,5.57914232101837,4.26019663266219,6.89808800937455,5.62313289702914,3.80496944445478,7.4412963496035
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-7.1562734256974,-8.02401724773771,6.97603890594798,2.37326375234184,6.23212009955551,4.91724092323699,7.54699927587402,6.26274325278032,4.65571041158349,7.86977609397714
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-6.23716440247127,-7.25269036114999,7.582225674148,3.41468147889351,6.86092975013248,5.54813964708619,8.17371985317877,6.87868023796585,5.47481778378316,8.28254269214855
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-7.11020083002609,-8.02283232542333,7.33838856463051,2.07229394574194,6.26364072665539,4.94890904978625,7.57837240352454,6.29361860593249,4.69677405712799,7.890463154737
"Bird Island","BI10","BI10.2",45,44,45,44.5,-6.99114846944433,-8.00036943304194,8.00856570530786,2.64601413625186,6.34509055618161,5.03071914418311,7.65946196818012,6.37340103674637,4.80288151231456,7.94392056117818
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-8.04880300473801,-8.11805308006262,5.70716697941964,1.25842597536065,5.62149481077727,4.30287119657213,6.9401184249824,5.66461836855977,3.86015260086562,7.46908413625392
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-8.48111324194804,-8.58273041718573,7.55171928570447,4.53018375524104,5.32572919175775,4.00468821548547,6.64677016803004,5.37490751006188,3.47477600633263,7.27503901379113
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-6.39360025215407,-6.71024277031179,5.41898367225024,0.705367728064666,6.75390395722767,5.44088533985609,8.06692257459924,6.77384542164521,5.33541536518847,8.21227547810195
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-6.97644955733823,-7.97471117716763,7.2737868892733,2.40046354015638,6.35514683628738,5.0408178160882,7.66947585648656,6.38325144989579,4.81598199572364,7.95052090406794
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-6.8979421564007,-7.93773564014301,6.13538078300935,1.41864121487883,6.40885777819279,5.09474739655427,7.7229681598313,6.4358628492252,4.88595146718235,7.98577423126806
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-7.27551456310277,-7.88918474420689,7.6949965706891,3.21649884208163,6.15054111811641,4.8352592776842,7.46582295854861,6.18283431398461,4.54943137553282,7.8162372524364
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-7.43979748002057,-7.73585528011289,6.35400922144901,0.866841361255888,6.03814674381221,4.72226075173555,7.35403273588887,6.07274081908162,4.40300313304279,7.74247850512046
"Bird Island","BI10","BI10.3",95,93,94,93.5,-5.91246638969183,-6.20409315690097,6.40691933777027,0.986831546279051,7.08307232386353,5.77058989396711,8.39555475375996,7.09627522401563,5.76414106169145,8.4284093863398
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-6.12725429849454,-7.4886155711126,6.33278695155472,1.12417525117457,6.93612489274342,5.62346412283652,8.24878566265032,6.95233602457454,5.57275673701989,8.33191531212918
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-6.53395702113174,-6.32668586472677,6.08925368788437,1.92688620415872,6.65787868859612,5.34461064108927,7.97114673610297,6.6797859325641,5.21033638950748,8.14923547562072
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-7.22775772608272,-7.59011152891078,5.87125953874839,0.578697289176255,6.1832140211566,4.86809707200854,7.49833097030467,6.21483835428102,4.59199708653418,7.83767962202787
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-7.87721528917944,-8.19388850760323,5.26250214324613,0.821645977705077,5.73888677270684,4.42111369756673,7.05665984784694,5.77960714306342,4.0131060008155,7.54610828531133
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-6.85688392936023,-7.31992849062342,5.99527017426419,1.65242970400923,6.43694781837976,5.12294656219804,7.75094907456148,6.46337784466242,4.92254402592502,8.00421166339982
"Bird Island","BI10","BI10.4",145,141,142,141.5,-7.48005936953564,-7.68285574128706,6.2596340693734,0.625871991226276,6.01060151899363,4.69455873944693,7.32664429854034,6.04575948583484,4.36711638065451,7.72440259101517
