"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ti","Ti_sd","Ti_ICP","Ti_ICP_sd","Ti_fit_OLS","Ti_lwr_OLS","Ti_upr_OLS","Ti_fit_WLS","Ti_lwr_WLS","Ti_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-7.82488135966297,-10.1266311038503,4.90495174256426,0.809311850924935,5.83911987627684,4.49386136631734,7.18437838623633,5.87729063949668,4.12217065420269,7.63241062479068
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-8.16738527160999,-10.4691214127971,4.37935983755429,-0.0462302050626054,5.607594992337,4.26074455358804,6.95444543108595,5.65060569247596,3.82077002002665,7.48044136492528
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-8.12192657828474,-10.4243635121556,5.83054549007266,1.58786741113314,5.63832403901081,4.29169849271436,6.98494958530727,5.68069236047776,3.8607741817503,7.50061053920521
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-7.15337452706153,-9.45624091041301,6.97603890594798,2.37326375234184,6.29304327995144,4.95021774384933,7.63586881605355,6.32172495239836,4.71304071137629,7.93040919342044
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-6.2382493638717,-8.54083548078921,7.582225674148,3.41468147889351,6.91164715514083,5.5706628660879,8.25263144419376,6.92739715612813,5.51813491098268,8.33665940127357
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-7.11465276517421,-9.41736454141051,7.33838856463051,2.07229394574194,6.31921831362024,4.9765051974048,7.66193142983567,6.3473528072514,4.74711030529876,7.94759530920404
"Bird Island","BI10","BI10.2",45,44,45,44.5,-6.98774048830874,-9.29046641645547,8.00856570530786,2.64601413625186,6.40500813717228,5.06264213313164,7.74737414121293,6.43134922817981,4.85877290953074,8.00392554682889
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-8.08745832433534,-10.3912479033711,5.70716697941964,1.25842597536065,5.66162379769059,4.31516599915165,7.00808159622954,5.70350504683804,3.89110645841616,7.51590363525992
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-8.58593787941754,-10.8869870341037,7.55171928570447,4.53018375524104,5.32466291312515,3.97554670440816,6.67377912184215,5.37358819744392,3.4524273949215,7.29474899996633
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-6.40876461286327,-8.71134849157174,5.41898367225024,0.705367728064666,6.79638271039822,5.45518460240708,8.13758081838935,6.8145422694083,5.3681365503683,8.26094798844829
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-6.97380320536554,-9.27648017448073,7.2737868892733,2.40046354015638,6.41442942464756,5.0720995454361,7.75675930385902,6.44057356733446,4.87103531001328,8.01011182465563
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-6.89418280315236,-9.1967629635625,6.13538078300935,1.41864121487883,6.46825101248537,5.12611993453348,7.81038209043727,6.49327003598167,4.94108676046925,8.04545331149409
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-7.28008497882755,-9.58285437994466,7.6949965706891,3.21649884208163,6.20738988559363,4.86417519875306,7.5506045724342,6.23786210866537,4.60155179182715,7.87417242550359
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-7.44804404289877,-9.74990846460783,6.35400922144901,0.866841361255888,6.09385336393852,4.75007265069813,7.4376340771789,6.12669902347841,4.45376509050103,7.79963295645579
"Bird Island","BI10","BI10.3",95,93,94,93.5,-5.93859661311635,-8.24118018850311,6.40691933777027,0.986831546279051,7.11420562504706,5.77345346374387,8.45495778635026,7.12572122064304,5.78171289022451,8.46972955106157
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-6.11544987728918,-8.41803587588305,6.33278695155472,1.12417525117457,6.99465682565019,5.65378980794411,8.33552384335627,7.00867154202313,5.62615391541361,8.39118916863265
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-6.53719222288324,-8.83977731587728,6.08925368788437,1.92688620415872,6.70956855596852,5.36817028716633,8.05096682477071,6.7295429308376,5.25515683225614,8.20392902941906
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-7.23192292848453,-9.53468642879955,5.87125953874839,0.578697289176255,6.23994634035814,4.89688340652372,7.58300927419257,6.26973798350824,4.64392854729817,7.89554741971832
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-7.88519029892585,-10.1885065075684,5.26250214324613,0.821645977705077,5.79835239982964,4.45283073939044,7.14387406026885,5.83737539115991,4.0691004292714,7.60565035304843
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-6.86165539704559,-9.16423953509352,5.99527017426419,1.65242970400923,6.49023880199972,5.14818523192465,7.8322923720748,6.51479817937752,4.96970458176535,8.05989177698968
"Bird Island","BI10","BI10.4",145,141,142,141.5,-7.49632985420409,-9.79912753721189,6.2596340693734,0.625871991226276,6.06121324956769,4.7172592313786,7.40516726775679,6.0947412379005,4.41127767559334,7.77820480020765
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-7.54134758617313,-9.84333362971638,7.04706218045058,2.99857002333074,6.03078228277926,4.68666243597075,7.37490212958778,6.06494641854096,4.37166555592555,7.75822728115637
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-6.23926048682157,-8.54184455485737,5.53635867120092,1.51199349716864,6.91096365893699,5.56997827665786,8.25194904121612,6.92672794814443,5.5172454721076,8.33621042418127
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-6.67190401377311,-8.97448594717955,7.36172735624317,2.19334012985153,6.61850643765925,5.27686211399917,7.96015076131934,6.64038443040663,5.13664459362712,8.14412426718613
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-6.55519107255944,-8.85777686843717,5.42735166601519,0.966479450942939,6.69740174140969,5.35597273613601,8.03883074668337,6.71763045876658,5.23932265097088,8.19593826656228
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-6.77261530581728,-9.07519777803389,6.8195334429552,2.84042446601261,6.55042788617817,5.20857547662405,7.8922802957323,6.57372903435103,5.04804149488208,8.09941657381998
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-6.99053055004203,-9.29263561470301,7.6948282137441,3.02461731488904,6.40312211865847,5.06074883547202,7.74549540184492,6.42950263614354,4.85631813275643,8.00268713953064
"Bird Island","BI10","BI10.5",197,194,195,194.5,-6.84365904313829,-9.14623944656966,6.49373313857842,1.48749080623225,6.50240392947533,5.1603923173854,7.84441554156526,6.52670899963312,4.98553779562662,8.06788020363963
