"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Cu","Cu_sd","Cu_ICP","Cu_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.170331554976755,0.088383157477021,4.369649931,0.022750235,17.103808870898,-27.360327523508,61.567945265304
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.167079536169283,0.0826286908544678,3.255429522,0.010150183,16.280525332988,-28.1896751314878,60.7507257974637
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.13605323992119,0.102293927480184,5.828405269,0.020076539,8.42588473721853,-36.1236971319528,52.9754666063898
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.169709693008281,0.0903874055593321,18.80830619,0.176446353,16.9463778251978,-27.518885001045,61.4116406514407
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.242977716007442,0.0891687571124245,25.3957986,0.092788179,35.4949658751283,-8.9456944978091,79.9356262480657
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.234519527423291,0.080556908908718,25.1006547,0.200410389,33.3536844637568,-11.0786747980625,77.7860437255762
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.236813035032382,0.0477878099927342,12.41602198,0.076135345,33.9343105826149,-10.5000123464973,78.3686335117271
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.221546766259649,0.0646250595134051,30.70187991,0.12301453,30.0694904478041,-14.3557868177812,74.4947677133894
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.231578132542993,0.0976110184749952,12.23274868,0.369735042,32.6090387138988,-11.8211150697191,77.0391924975168
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.247284605153668,0.114675486299497,44.61646774,0.152122701,36.5853011848579,-7.86070276486126,81.031305134577
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.279006883717156,0.0671850000032428,36.59073739,0.331067449,44.6161371893453,0.107595175626464,89.1246792030642
