"Model","Shapiro_W","Shapiro_p","Shapiro_expl","BreuschPagan_stat","BreuschPagan_p","BreuschPagan_expl","CV10_RMSE","CV10_expl","AIC","AIC_expl","BIC","BIC_expl"
"OLS",0.982048252397389,0.00187302683183422,"Shapiro–Wilk: p > 0.05 desirable.",7.61064671617046,0.00580246696247987,"Breusch–Pagan: p < 0.05 indicates heteroscedasticity.",0.450923989941031,"10-fold CV RMSE (log-space).",335.005013489929,"Not used for ranking.",345.777974431461,"Not used for ranking."
"WLS",0.980182654973532,0.000875200270519815,"Shapiro–Wilk: p > 0.05 desirable.",2323.46494208984,0,"Breusch–Pagan: p < 0.05 indicates heteroscedasticity.",NA,"10-fold CV RMSE (log-space).",321.219522661163,"Not used for ranking.",331.992483602695,"Not used for ranking."
"OLS_weighted",0.983291363284169,0.00315464340348497,"Shapiro–Wilk: p > 0.05 desirable.",13.2909837101723,0.000266685518513102,"Breusch–Pagan: p < 0.05 indicates heteroscedasticity.",NA,"10-fold CV RMSE (log-space).",359.871349044666,"Not used for ranking.",370.644309986199,"Not used for ranking."
"WLS_weighted",0.980253232719914,0.00090033888855784,"Shapiro–Wilk: p > 0.05 desirable.",2244.35677648681,0,"Breusch–Pagan: p < 0.05 indicates heteroscedasticity.",NA,"10-fold CV RMSE (log-space).",321.186258039926,"Not used for ranking.",331.959218981458,"Not used for ranking."
"Bayes",0.983245560297176,0.00309399576389395,"Shapiro–Wilk: p > 0.05 desirable.",6.1009731940961,0.19173336890293,"Breusch–Pagan: p < 0.05 indicates heteroscedasticity.",0.437812064252784,"10-fold CV RMSE (log-space).",318.686507485063,"Not used for ranking.",340.232429368128,"Not used for ranking."
"RF",0.980534189860139,0.00100814009961189,"Shapiro–Wilk: p > 0.05 desirable.",NA,NA,"Breusch–Pagan: p < 0.05 indicates heteroscedasticity.",0.405320083182145,"10-fold CV RMSE (log-space).",NA,"Not used for ranking.",NA,"Not used for ranking."
"PLS_LOO",0.976916589092885,0.000245371902439118,"Shapiro–Wilk: p > 0.05 desirable.",NA,NA,"Breusch–Pagan: p < 0.05 indicates heteroscedasticity.",0.450351241681476,"10-fold CV RMSE (log-space).",NA,"Not used for ranking.",NA,"Not used for ranking."
"PLS_kfold",0.976916589092885,0.000245371902439118,"Shapiro–Wilk: p > 0.05 desirable.",NA,NA,"Breusch–Pagan: p < 0.05 indicates heteroscedasticity.",0.450351241681476,"10-fold CV RMSE (log-space).",NA,"Not used for ranking.",NA,"Not used for ranking."
