"Location","Site","Section","sample","min_depth","max_depth","midpoint","depth","depth_err","SH20_min_age_95CI","SH20_max_age_95CI","SH20_median_age","SH20_mean_age","SH20_mean_95CI","accrate","accrate_err","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","inc_coh","Ln_inc_coh","coh_inc","Ln_coh_inc","Total_scatter","kcps_sd","cps_sd","MSE_sd","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_inc_sd","Mo_coh_sd","inc_coh_sd","Ln_inc_coh_sd","coh_inc_sd","Ln_coh_inc_sd","Total_scatter_sd","Water_Content_pc","Dry_mass","Dry_mass_err","LOI550","LOI550_err","C_org_pc","C_org_pc_err","Ln_C_org","Ln_C_org_err","Volume_cm3","Volume_err_cm3","Wet_density_g_cm3","Dry_density_g_cm3","Dry_density_err_g_cm3","DMAR_g_cm2_yr","DMAR_err_g_cm2_yr","DMAR_err_pc"
"Isla Hermite","HER42PB","HER42PB1B",67,78.8,79.4,79.4,78.8,0.6,496,996,730,735,250,0.0997,0.0346,16437.4285714286,46911.5714285714,1.32714285714286,113.714285714286,578.142857142857,265.428571428571,134.285714285714,10450.7142857143,0.357142857142857,151.571428571429,1123.71428571429,610.142857142857,25178.5714285714,5017.71428571429,5.01837831542857,1.61287374747418,0.199360095857143,-1.61287374677464,30196.2857142857,364.298347119893,1461.39532150417,0.0585133277451344,37.4642686912667,84.1396231895306,107.856165243125,17.7079481750831,743.60758340353,0.944911182523068,38.0957440442593,142.787387731683,65.661832067619,627.800620458135,84.4545524443261,0.117508385054653,0.0232739795823782,0.00461102890993867,0.0232739793626321,668.932910010592,66.66,33.34,1.67,27.32,1.37,15.84,1.37,2.76253838638628,0.238931665994268,3.454,2.4523,1.087,0.5436,0.4131,0.0542,0.06,110.7
"Isla Hermite","HER42PB","HER42PB1B",68,80.1,80.7,80.7,80.1,0.6,506,1011,743,748,252,0.1004,0.03459,15732.1428571429,46460.5714285714,1.32285714285714,119.714285714286,555.857142857143,266.714285714286,186.285714285714,11651.4285714286,1.14285714285714,177.714285714286,1130.71428571429,550,23797.8571428571,4757.28571428571,5.00156084371429,1.60959657355658,0.199998537285714,-1.60959657303155,28555.1428571429,615.937883386366,1870.36501403183,0.0784674636849112,26.3357443139819,97.1432422961552,52.9330214696343,28.7211553024032,1240.81033430347,3.02371578407382,84.0331567214479,81.9363864749443,75.3126815350509,1068.43646333812,168.674948036862,0.0953008735475415,0.0188574948274646,0.00373242520326586,0.0188574943778511,1224.42169050964,60.22,39.78,1.99,19.16,0.96,11.11,0.96,2.40784560365154,0.208058666022095,3.8869,2.8044,1.0603,0.7005,0.5404,0.0703,0.0785,111.6
"Isla Hermite","HER42PB","HER42PB1B",69,81.5,82,82,81.5,0.5,522,1022,756,761,250,0.1008,0.03369,15978.1666666667,51812.5,1.315,151,770,429,257.333333333333,18107.3333333333,12.1666666666667,199.333333333333,1280.33333333333,555,22157.6666666667,4734.83333333333,4.68274331516667,1.54296799591731,0.213942830333333,-1.5429679956514,26892.5,415.224959108513,1076.36513321456,0.0826438140455775,22.4855509160883,87.1802729979667,68.1674409083985,26.2729264960466,1246.08501582623,22.877208454413,46.4399253516483,97.5329004319397,104.747315001388,718.809200460502,96.6093508241654,0.218932102076058,0.0469628905797723,0.010091414596537,0.0469628909177138,671.461018972807,56.09,43.91,2.2,18.54,0.93,10.75,0.93,2.37490575457367,0.205456962953815,3.6349,2.6608,1.0156,0.7951,0.6217,0.0801,0.0895,111.6
"Isla Hermite","HER42PB","HER42PB1B",70,82.7,83.3,83.3,82.7,0.6,537,1035,771,774,249,0.1012,0.03322,16008.8571428571,52863.7142857143,1.31857142857143,198,863.714285714286,426.428571428571,256,19413.5714285714,33.2857142857143,207.142857142857,1353.14285714286,549.714285714286,21604.5714285714,4768.85714285714,4.53137337657143,1.51083542526274,0.220767320714286,-1.51083542514744,26373.4285714286,520.468836265736,1786.75597235938,0.106525203814023,31.1715682420161,99.8661008312535,85.8833649838686,33.4065861769801,1564.8009305918,43.0569943435995,52.266715257509,156.468770655605,160.89097166064,686.811438737702,158.229188806858,0.0953635804653808,0.0210307414071244,0.00463887842506532,0.0210307402640577,818.281096189416,52.31,47.69,2.38,17.75,0.89,10.3,0.89,2.33214389523559,0.201515346287347,3.808,2.8256,0.9484,0.8646,0.6847,0.0875,0.098,112
"Isla Hermite","HER42PB","HER42PB1B",71,84,84.6,84.6,84,0.6,551,1045,784,787,247,0.1004,0.03221,16954.8571428571,58790.1428571429,1.37857142857143,221.857142857143,956.857142857143,394.571428571429,330.571428571429,25049.1428571429,7.85714285714286,182.428571428571,1320.57142857143,489.571428571429,21879.8571428571,4665.42857142857,4.69053372742857,1.54433476386653,0.213712640857143,-1.54433476338764,26545.2857142857,647.365282915148,3216.45568022585,0.087450666364637,52.4481603472374,198.120694335068,45.87249409271,78.2705929087401,3563.73209938549,10.7459848537112,95.4286070715645,188.133691066448,64.6834784234149,1519.60778147646,226.277747575008,0.24933882553449,0.0531792903220598,0.0113630486747256,0.0531792904222818,1673.34761424375,56.41,43.59,2.18,14.94,0.75,8.66,0.75,2.15871472257434,0.186955663040503,4.0849,3.078,0.9182,0.7095,0.5701,0.0712,0.0801,112.4
"Isla Hermite","HER42PB","HER42PB1C",81,88,88.6,88.6,88.6,0.7,581,1093,824,827,256,0.1007,0.03187,18581,53526.8571428571,1.34,90.8571428571429,497.857142857143,226.142857142857,158,11723,0.357142857142857,110,886.428571428571,630,29980.8571428571,5360.14285714286,5.59253825185714,1.7211256898546,0.178919273,-1.72112568984503,35341,309.361169724536,1073.49016896157,0.0979795897113271,12.6283882770602,65.7252578831725,31.3604239524307,33.9067348275629,1695.40850534613,0.944911182523068,121.616884792642,109.317362364291,96.7643184925793,1189.51802964778,124.506262990299,0.150417561855718,0.026736337761111,0.00475512812278926,0.0267363372391992,1286.29649251899,66.93,33.07,1.65,23.69,1.18,13.74,1.19,2.6203112867942,0.226941079423952,6.0012,5.152,0.7651,0.3781,0.3435,0.0381,0.0466,122.5
"Isla Hermite","HER42PB","HER42PB1C",82,89.4,90,90,90,0.6,588,1117,838,841,264,0.1008,0.03237,19116,49846.2857142857,1.33285714285714,55.7142857142857,311,160.857142857143,116.714285714286,6487.14285714286,0.357142857142857,98.8571428571429,702.285714285714,587.857142857143,31540.8571428571,5509.57142857143,5.727500987,1.74488971332201,0.174732576857143,-1.74488971399313,37050.4285714286,280.790550648225,544.829855485702,0.129062554047031,15.9029796549188,40.6160887662348,67.6225518877358,31.742265649626,890.222149910053,0.944911182523068,95.2372976157076,98.8731751381777,100.331830395325,506.23295973673,119.887248616992,0.172347067312905,0.0301808946051559,0.00528856234787002,0.0301808941625581,489.727766942294,72.86,27.14,1.36,29.99,1.5,17.4,1.5,2.85647020622048,0.246247431570731,5.0921,4.4123,0.8919,0.3322,0.3045,0.0335,0.0414,123.8
"Isla Hermite","HER42PB","HER42PB1C",83,90.8,91.4,91.4,91.4,0.6,605,1129,852,854,262,0.1009,0.03158,19927.5714285714,54479.8571428571,1.33,104.714285714286,507.857142857143,210.571428571429,139,9908.28571428571,3,115.428571428571,872.571428571429,737.428571428571,32021.8571428571,5719.14285714286,5.60145341971429,1.72273424661524,0.178629411285714,-1.72273424706801,37741,389.099326283516,768.87459501348,0.0714142842854285,40.2190431086,91.8902036335186,46.5934800262052,15.1437555888007,949.268088983246,7.93725393319377,74.6789955807681,112.080115903546,80.087154906092,595.22864754407,146.599714155506,0.146064702808411,0.0261064855829906,0.00466858432641494,0.0261064860783331,658.215010463906,75.07,24.93,1.25,31.31,1.57,18.16,1.57,2.89922137317315,0.250648543826093,4.9832,4.3653,0.9378,0.3114,0.2884,0.0314,0.0389,123.9
"Isla Hermite","HER42PB","HER42PB1C",84,92.1,92.7,92.7,92.7,0.6,617,1138,867,868,260,0.1012,0.03101,19308.8571428571,52712,1.27,77.2857142857143,439,221.857142857143,120.571428571429,9050.71428571429,1.71428571428571,84.2857142857143,896.285714285714,703.142857142857,31382.8571428571,5616.42857142857,5.588295373,1.72049475642222,0.179009532142857,-1.72049475616183,36999.2857142857,303.33173730611,1336.4233361227,0.0886942313043338,15.0965148926751,87.9204185613331,63.6826207883767,27.5188247257348,1233.13593658414,4.53557367611073,67.4850953562199,103.831135801862,125.686685281866,825.035035331112,130.395369476651,0.114697242328593,0.0204394721027087,0.00364318571229048,0.0204394711285547,916.837265510391,74.06,25.94,1.3,31.41,1.57,18.22,1.57,2.90251989183181,0.250107367188581,5.0921,4.5141,0.9135,0.32,0.2997,0.0324,0.0402,124.3
"Isla Hermite","HER42PB","HER42PB1C",85,93.5,94.1,94.1,94.1,0.6,632,1154,880,881,261,0.1008,0.0305,20027.7142857143,52943.5714285714,1.34571428571429,64.2857142857143,382.142857142857,131.714285714286,110.857142857143,6735.42857142857,0.357142857142857,117.571428571429,783.428571428571,681.714285714286,34125.1428571429,5784.57142857143,5.905924501,1.77508803622417,0.169616613857143,-1.77508803647506,39909.7142857143,265.71018942055,1082.23732103805,0.0525538272812243,17.3273799299864,43.4719394990553,35.9894164336975,28.5039679777429,835.165623722396,0.944911182523068,80.4173636782031,57.8096218717298,104.910619554162,773.986526276228,191.654947881914,0.26487010615624,0.0450789968954195,0.00767902791679413,0.0450789978763428,743.473091708932,76.75,23.25,1.16,38.47,1.92,22.31,1.93,3.10503500844444,0.268611275943423,4.5702,4.0903,0.9583,0.2903,0.2743,0.0293,0.0365,124.8
"Isla Hermite","HER42PB","HER42PB1C",86,94.8,95.4,95.4,95.4,0.6,642,1168,894,895,263,0.1013,0.03045,19653,52322,1.35571428571429,71.7142857142857,420.714285714286,163.285714285714,128.428571428571,7931.57142857143,0.357142857142857,143.428571428571,860.142857142857,681.285714285714,32171.8571428571,5696,5.65117711442857,1.73144172004627,0.177103843571429,-1.73144171942939,37867.8571428571,334.485176552464,1274.60189863345,0.101136400116731,11.6291915126588,64.1293336046105,47.2500944821429,30.4239880294982,1007.1805295217,0.944911182523068,61.5815371218169,83.3775120989438,53.5839350480916,540.998283599073,133.916640738434,0.177240785655788,0.0313960837757153,0.00556536019540107,0.0313960831502428,533.355550132501,77.25,22.75,1.14,41.25,2.06,23.93,2.06,3.17513290192028,0.2733294516488,4.9676,4.4957,0.9147,0.2694,0.2573,0.0273,0.0343,125.6
"Isla Hermite","HER42PB","HER42PB1C",87,96.2,96.8,96.8,96.8,0.6,649,1181,909,908,266,0.1009,0.03013,19441.5714285714,50961,1.3,72,406.428571428571,134.857142857143,114.142857142857,6811,0.357142857142857,157,861.857142857143,702,31892.8571428571,5790.71428571429,5.50948075028571,1.70630763149621,0.181564359285714,-1.70630763147784,37683.5714285714,194.150162797474,1186.41645302145,0.0860232526704263,19.3907194296653,43.1619320808555,33.2687469528013,20.2025458084583,885.935287328219,0.944911182523068,69.7017455544216,175.280183868978,90.3548559846121,552.77675679893,156.301753333858,0.107429935645061,0.0194812338878498,0.00353350701500213,0.0194812343568173,671.352579286239,74.32,25.68,1.28,35.14,1.76,20.38,1.76,3.01455402779458,0.26033440083015,4.6635,4.2648,0.9229,0.3189,0.3076,0.0322,0.0406,126.3
"Isla Hermite","HER42PB","HER42PB1C",88,97.6,98.1,98.1,98.1,0.6,655,1192,921,921,268,0.1009,0.02997,19150,50327.5,1.28166666666667,76.3333333333333,435.5,168.666666666667,120,6155.66666666667,0.357142857142857,174.5,893.166666666667,857.666666666667,31799.1666666667,5645.66666666667,5.6332764315,1.72851182698583,0.177580176666667,-1.72851182775881,37444.8333333333,387.842751640404,1880.01901586128,0.0752108148251744,24.5003401336934,53.0273514330105,18.1291661878495,36.5020547366857,595.911962177859,0.944911182523068,50.1388073252645,161.603733455223,173.764975373827,785.35480304552,128.652503538278,0.117102187738378,0.0207317878771756,0.00367141671954555,0.0207317880505634,871.380150489249,71.94,28.06,1.4,31.26,1.56,18.13,1.57,2.89756802476676,0.25092012128427,4.3715,4.0436,0.9819,0.383,0.3734,0.0386,0.0492,127.2
"Isla Hermite","HER42PB","HER42PB1C",89,98.8,99.4,99.4,99.4,0.6,664,1203,934,934,270,0.0993,0.02927,17466.4285714286,47288.8571428571,1.37857142857143,79.5714285714286,541.142857142857,230.142857142857,155.857142857143,8037.85714285714,8.57142857142857,121.857142857143,917.142857142857,598.285714285714,28058.5714285714,5136.57142857143,5.463501004,1.69794086373722,0.183087264142857,-1.69794086287483,33195.1428571429,338.522208598322,1807.47645706857,0.119781547191623,17.6904601679092,108.088588006056,99.706951565456,59.9372687939331,1115.89566844627,14.6498821708247,75.4043070640499,121.872103140175,79.9556424644613,378.264835418633,82.1195412043872,0.102001735121767,0.018627496891633,0.00340256932924182,0.0186274973534298,403.984912495268,73.67,26.33,1.32,35.31,1.77,20.48,1.77,3.01944880017131,0.26095822149918,4.9832,4.6643,0.8839,0.3159,0.3115,0.0314,0.0402,128.1
"Isla Hermite","HER42PB","HER42PB1C",90,100.2,100.8,100.8,100.8,0.6,679,1214,948,948,267,0.098,0.02824,19321,48265.2857142857,1.33571428571429,44.8571428571429,264,192.285714285714,75,3677,0.357142857142857,66.4285714285714,609.714285714286,700.857142857143,33249.5714285714,5509.71428571429,6.03166620114286,1.79687984032641,0.165839163142857,-1.79687984114568,38759.2857142857,642.551684043133,1304.88578226675,0.0522357294250921,17.2184839772899,45.3100430368368,248.281234547783,44.7660585711988,1043.50307458419,0.944911182523068,56.0085027558529,124.910253496546,120.309917257374,1958.0151392965,247.254062511764,0.110531505949258,0.0182806233467777,0.00302421613431897,0.0182806236655069,2199.88194488445,70.96,29.04,1.45,32.26,1.61,18.71,1.62,2.929058140286,0.253611661531979,4.6419,4.3797,0.9539,0.3903,0.3878,0.0383,0.049,128.2
"Isla Hermite","HER42PB","HER42PB1C",91,101.6,102.3,102.3,102.3,0.8,703,1223,965,964,260,0.0977,0.0271,19412.5,50895.25,1.35,56.5,374.375,126.75,106.875,6511.875,0.75,114.125,764,682.5,32436.625,5452.625,5.9509821335,1.78323524965151,0.16814798775,-1.78323524935622,37889.25,349.11070696025,1324.27691860232,0.119283575686561,11.9761668086484,71.4581545881424,32.4994505448059,22.0482425603493,1066.9335817459,2.12132034355964,60.7064070518331,117.712725371073,92.3997526279929,688.109820450195,127.793290121195,0.160358647581671,0.0271602916929609,0.00460362075116653,0.02716029138951,732.483008091558,76.82,23.18,1.16,36.47,1.82,21.15,1.83,3.05163990549229,0.264042601751815,5.6991,5.4369,0.7432,0.2242,0.2251,0.0219,0.0281,128.1
"Isla Hermite","HER42PB","HER42PB1C",92,103.2,103.8,103.8,103.8,0.6,719,1234,979,979,257,0.0973,0.0261,18363.2857142857,49541.1428571429,1.33714285714286,82,515.714285714286,210.428571428571,147.142857142857,8467.71428571429,0.357142857142857,174.428571428571,968,621.857142857143,29197.1428571429,5391.14285714286,5.40744248271429,1.6848574428853,0.186011039142857,-1.68485744272824,34588.2857142857,1399.99627550525,3497.21372088178,0.0478589196542942,18.2025639219681,70.1325276071769,40.7138680011989,29.0885348057075,497.021030502638,0.944911182523068,65.1046776170426,291.158032690153,75.5963591967862,3159.09688722222,182.604699256279,0.446664350426126,0.082483287406784,0.0152809965505174,0.0824832878809759,3309.14760999897,78.26,21.74,1.09,42.83,2.14,24.84,2.14,3.21245525706528,0.276757417476638,4.3715,4.2185,1.1025,0.3063,0.3109,0.0298,0.0383,128.3
"Isla Hermite","HER42PB","HER42PB1C",93,104.5,105.1,105.1,105.1,0.6,736,1245,993,992,254,0.098,0.02567,19144,52211.4285714286,1.28,85.5714285714286,417.714285714286,162.571428571429,140,8620.14285714286,13.5714285714286,114.571428571429,757.714285714286,731.142857142857,31541.7142857143,5560.14285714286,5.675485742,1.73581301661823,0.176317544285714,-1.73581301539279,37101.8571428571,259.897415659846,1112.37596419299,0.066583281184794,15.5655296821443,91.4325147959125,68.840049251525,33.2565782966318,1348.84437310505,17.2902394706488,57.9938420376311,122.441434007875,109.435564864183,480.002331343545,127.59627550916,0.160312849873606,0.028321261457861,0.00500646212303142,0.0283212617319485,488.410834090669,77.98,22.02,1.1,37.57,1.88,21.79,1.88,3.08145114895653,0.26586177879937,4.7755,4.6609,1.0333,0.2918,0.2993,0.0286,0.0368,128.8
"Isla Hermite","HER42PB","HER42PB1C",94,105.8,106.4,106.4,106.4,0.6,747,1258,1006,1005,256,0.0977,0.02538,19197,53046.2857142857,1.32142857142857,104.428571428571,501.714285714286,210.714285714286,127.428571428571,9673.71428571429,0.357142857142857,111.571428571429,782.428571428571,583,31601.1428571429,5528.14285714286,5.718156015,1.74344351177681,0.174952829857143,-1.74344351138317,37129.2857142857,255.993489500547,1166.62972050343,0.0333809184158512,32.1603127205833,40.913381208411,51.1784925065021,29.1825127022854,767.804383569521,0.944911182523068,41.6087216132113,108.292593072129,123.930087818361,503.262498957694,123.556233582701,0.123865767741885,0.0218042913343326,0.0038392118931853,0.0218042930668535,561.620783769533,78.72,21.28,1.06,42.85,2.14,24.85,2.14,3.21285775254264,0.276680707864839,4.6635,4.5912,1.087,0.2938,0.304,0.0287,0.0372,129.4
"Isla Hermite","HER42PB","HER42PB1C",96,108.5,109.1,109.1,109.1,0.6,774,1286,1032,1033,256,0.0936,0.02367,17553,47611.2857142857,1.32428571428571,87.4285714285714,483.571428571429,201.428571428571,127.285714285714,7758,5.85714285714286,189.428571428571,989,648.714285714286,28121.4285714286,5177.57142857143,5.43334113957143,1.69227464920756,0.184151482714286,-1.69227464790084,33299,402.198955742056,1803.06754488804,0.067046536787802,15.3498875441825,40.2982925314756,25.883438352591,23.5139269775332,513.232241128062,15.4965433933783,80.0621782176352,110.113577727726,94.3428398373264,750.428512505323,155.115932066801,0.139164524885153,0.0255077097020757,0.0046776884200107,0.0255077097083442,853.006252419445,66.95,33.05,1.65,25.67,1.28,14.89,1.29,2.70068984669592,0.233975144542494,4.4692,4.4893,0.991,0.4893,0.516,0.0458,0.0599,130.7
"Isla Hermite","HER42PB","HER42PB1C",99,112.5,113.1,113.1,113.1,0.6,829,1316,1078,1078,243,0.0862,0.01992,17611.8571428571,51020.7142857143,1.27,97.7142857142857,530.857142857143,241.142857142857,146.428571428571,11465.1428571429,16.4285714285714,119.857142857143,1022.28571428571,605,27700.1428571429,5228.14285714286,5.29322459571429,1.66573582864747,0.189183562285714,-1.66573582968469,32928.2857142857,645.533740035182,1432.19106200787,0.084656167328002,31.36725620619,101.55036282789,70.3667264442235,34.8131064536387,2122.29784499187,26.8070708511588,122.725206011138,187.771771294937,124.544503424813,2112.35369738525,235.283112137575,0.21169320710761,0.0402729422505351,0.0076733911182562,0.0402729424638231,2329.050572965,71.84,28.16,1.41,39.32,1.97,22.81,1.97,3.1271990362963,0.270082512122039,4.5593,4.7143,0.9343,0.3663,0.397,0.0316,0.0415,131.5
"Isla Hermite","HER42PB","HER42PB1C",100,113.9,114.4,114.4,114.4,0.6,848,1324,1093,1094,238,0.0855,0.01902,18258,50108.6666666667,1.30333333333333,54,420.166666666667,165,100.666666666667,8924.83333333333,7.5,130.333333333333,872.166666666667,646,29367.1666666667,5246.33333333333,5.59962550466667,1.72234411956444,0.178710436666667,-1.72234411868699,34613.5,221.709720129723,533.137755806758,0.0382970843102536,9.67470929795826,64.2165606885534,22.29798197147,12.9254271367203,837.142142450532,14.8020268882339,50.305731946436,109.683939875748,32.6863886044329,643.611502901142,114.801858289257,0.163559104346194,0.0292162837271487,0.00522129984667686,0.0292162841369441,665.096609523759,70.44,29.56,1.48,39.42,1.97,22.87,1.97,3.12982600803469,0.269600228938712,4.173,4.3524,0.9654,0.4051,0.4427,0.0346,0.0456,131.5
"Isla Hermite","HER42PB","HER42PB1C",101,115.2,115.8,115.8,115.8,0.6,864,1334,1112,1109,235,0.0859,0.01865,17814,53008,1.39285714285714,79.4285714285714,503,233,135.428571428571,14207.1428571429,31.1428571428571,142.285714285714,901.571428571429,569.714285714286,26899,5174.71428571429,5.203451088,1.6487498556264,0.192398951,-1.64874985520928,32073.7142857143,208.680776945714,1618.48622690052,0.100947888489439,16.9789785996012,35.4682957019364,56.2375912239017,28.8088941292855,1160.01687179848,17.5159790993688,74.4036609442356,192.550302642242,83.6933177056056,394.269366465787,181.648666648666,0.191212458959729,0.0364372783790045,0.0069489525946615,0.036437279030831,456.363785550415,71.18,28.82,1.44,34.82,1.74,20.2,1.74,3.00568260440716,0.258905333250914,4.3544,4.5852,0.9948,0.4027,0.4442,0.0346,0.0457,132
"Isla Hermite","HER42PB","HER42PB1C",102,116.5,117.1,117.1,117.1,0.6,877,1344,1130,1125,234,0.0865,0.01841,19608.7142857143,57502,1.34428571428571,81.5714285714286,518.714285714286,167.285714285714,131,13703.7142857143,34,155.428571428571,689.285714285714,713.857142857143,31114.4285714286,5530.57142857143,5.62754153514286,1.72741032357206,0.177790517428571,-1.727410323103,36645,400.725057150874,1788.37421512762,0.066044717895565,15.714718608756,59.0133156886768,42.6290757023665,17.0977581376429,1493.78698997835,33.8821486921948,101.309521011695,105.539430681482,66.3687390554433,618.771324788853,119.124384773308,0.139576057886939,0.0247113976284536,0.00437643071705923,0.0247113981771324,663.531210017032,68.97,31.03,1.55,34.41,1.72,19.96,1.72,2.99373027088332,0.257976756809584,4.9832,5.3121,0.8997,0.4048,0.4518,0.035,0.0465,132.9
"Isla Hermite","HER42PB","HER42PB1C",103,117.9,118.5,118.5,118.5,0.6,892,1358,1147,1141,233,0.0858,0.01796,19385.8571428571,54121.1428571429,1.33857142857143,58.5714285714286,370.857142857143,95.7142857142857,86.4285714285714,11340.2857142857,0.357142857142857,67.2857142857143,678.857142857143,675,30889,5459.42857142857,5.65443278028571,1.73149768939937,0.177184612571429,-1.73149768942295,36348.4285714286,934.182963623192,2601.20263394783,0.0542919795883245,11.5449432344085,105.824427821791,26.7439356721874,25.5268299563234,1947.53979114555,0.944911182523068,57.0371641584511,200.385818336718,133.9639254924,2013.16831553317,130.117712274767,0.266123440425504,0.0467970217866631,0.00823972212483493,0.046797020636137,2122.5260781392,76.19,23.81,1.19,38.05,1.9,22.07,1.9,3.09421922026864,0.266380449411437,4.3544,4.6723,0.9945,0.3108,0.349,0.0267,0.0355,133.2
"Isla Hermite","HER42PB","HER42PB1C",104,119.2,119.8,119.8,119.8,0.6,902,1374,1164,1156,236,0.1045,0.02184,19923.1428571429,53143.8571428571,1.33285714285714,48.2857142857143,308.428571428571,120.142857142857,82,8038,0.357142857142857,50,588.571428571429,686,33030.7142857143,5503.28571428571,6.00735003142857,1.79248797040746,0.166627611428571,-1.79248797035563,38534,266.585463826911,1971.99631748908,0.0975900072948533,12.1066687644219,44.7915808415568,17.6864220183033,19.4250697124446,1560.0396362486,0.944911182523068,67.0497327859453,77.9398424916233,90.4378239455152,175.157752027246,169.771134458241,0.204639124142517,0.0339851875529476,0.00564847484754486,0.0339851884592456,165.911623060793,76.83,23.17,1.16,39.8,1.99,23.09,1.99,3.1393996233664,0.270567572563843,4.1793,4.5304,0.9886,0.2981,0.338,0.0311,0.0418,134.3
"Isla Hermite","HER42PB","HER42PB1C",105,120.5,121.1,121.1,121.1,0.6,916,1382,1176,1168,233,0.1093,0.02228,19252.1428571429,52601.1428571429,1.28857142857143,86.2857142857143,452.571428571429,132.714285714286,94.7142857142857,8269.28571428571,0.357142857142857,114.142857142857,615.857142857143,714.571428571429,32275.4285714286,5494.14285714286,5.87771979671429,1.77101127596596,0.170187293142857,-1.7710112759732,37769.5714285714,848.139813272047,2706.12043514767,0.086106246662398,27.9744781644167,84.160277928203,23.9005877592601,18.4455440483087,1089.63445159156,0.944911182523068,36.9613697952722,175.264018527695,154.997695835408,1276.25883701059,273.22544328291,0.113468869576062,0.0191145637993687,0.00322097417780669,0.0191145632204331,1535.33838367343,80.07,19.93,1,45.31,2.27,26.28,2.27,3.26880819361641,0.28235139267539,3.6289,3.9591,1.1759,0.2928,0.334,0.032,0.043,134.5
"Isla Hermite","HER42PB","HER42PB1C",106,121.8,122.4,122.4,122.4,0.6,934,1389,1189,1180,227,0.1094,0.02162,19397.2857142857,53318.8571428571,1.40714285714286,70,454,134.571428571429,81.4285714285714,8839.14285714286,11,134,737.571428571429,680.714285714286,32202.5714285714,5516.42857142857,5.83526570357143,1.76358029869889,0.171488124571429,-1.76358029779904,37719,1098.52108374331,2713.27639755404,0.10889050857234,31.8433666561813,117.772379331205,38.7550303954516,38.9309523081448,1068.08948260768,23.5159520326097,82.3265854184823,256.429884596717,103.628686964106,1740.53247189309,195.279165250552,0.164359039366175,0.0281364425708903,0.00482032456752676,0.0281364416331614,1916.84723787091,79.51,20.49,1.02,49.66,2.48,28.81,2.48,3.36072254909644,0.289295103150266,4.1542,4.578,1.0851,0.2797,0.3222,0.0306,0.0413,135
"Isla Hermite","HER42PB","HER42PB1C",107,123.1,123.7,123.7,123.7,0.6,950,1393,1201,1192,222,0.1097,0.0209,19593.5714285714,54157,1.33857142857143,53.2857142857143,419.857142857143,125.285714285714,132.571428571429,9245.71428571429,10.5714285714286,93.5714285714286,706.857142857143,725.714285714286,32543.5714285714,5528.28571428571,5.89113845785714,1.7730122827525,0.169894465142857,-1.77301228226009,38071.8571428571,523.651556267097,1879.55961154025,0.0589995964473688,17.9045086101638,78.7515683895218,43.9989177356076,32.6948372216835,1371.56841052931,11.3410337985145,51.9867199159463,96.5305281097273,121.372311897064,1010.42430974036,227.365868360311,0.188679631819895,0.0318858857810086,0.00539416368326495,0.031885885332518,1167.34005736281,76.16,23.84,1.19,30.43,1.52,17.65,1.52,2.87073578337931,0.24722483800207,3.808,4.2345,1.2181,0.3812,0.443,0.0418,0.0566,135.3
"Isla Hermite","HER42PB","HER42PB1C",108,124.4,124.9,124.9,124.9,0.5,967,1401,1214,1203,217,0.1097,0.02026,19883.3333333333,52874.6666666667,1.33166666666667,61.8333333333333,336.666666666667,150,100.833333333333,6895.33333333333,2,58.3333333333333,625,814.166666666667,33488.3333333333,5713.66666666667,5.865447181,1.76869184211585,0.170621533833333,-1.76869184092751,39202,95.5084638483243,1191.97980967241,0.060470378423379,12.6872639551113,17.8736304836669,27.0037034497122,18.1704888945418,1017.76120316441,4.89897948556636,68.2163225824045,58.4054791950207,152.836404912791,263.744320633955,173.197767499084,0.179286562612869,0.0304242682722737,0.00516545904587669,0.0304242687168322,331.735436756461,77.6,22.4,1.12,41.52,2.08,24.08,2.08,3.18138162044062,0.274803728011482,3.3799,3.7872,1.1455,0.3307,0.3871,0.0363,0.0492,135.5
"Isla Hermite","HER42PB","HER42PB1C",109,125.6,126.1,126.1,126.1,0.6,978,1410,1225,1215,216,0.1098,0.02001,18618.5,49772.6666666667,1.34166666666667,77.1666666666667,480.666666666667,179.166666666667,121.833333333333,6856.66666666667,0.357142857142857,84.8333333333333,809.5,661.333333333333,30760,5417.66666666667,5.68096119683333,1.73674631487424,0.1761582905,-1.73674631480312,36177.6666666667,366.916202967381,1978.4001280496,0.0560059520646392,23.9450760421985,95.1665207237643,28.7987268237099,44.1289776299731,1381.04810439994,0.944911182523068,88.4656242088794,85.2050467988839,95.2484470564569,860.591889341283,190.804262705702,0.170261259307763,0.0299634944093099,0.00527693417532684,0.0299634944549106,980.32273597355,74.57,25.43,1.27,30.44,1.52,17.66,1.52,2.87130219517581,0.247133597772777,3.808,4.3107,1.1849,0.404,0.4775,0.0444,0.0605,136.4
