"Location","Site","Section","sample","min_depth","max_depth","midpoint","depth","depth_err","SH20_min_age_95CI","SH20_max_age_95CI","SH20_median_age","SH20_mean_age","SH20_mean_95CI","accrate","accrate_err","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","inc_coh","Ln_inc_coh","coh_inc","Ln_coh_inc","Total_scatter","kcps_sd","cps_sd","MSE_sd","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_inc_sd","Mo_coh_sd","inc_coh_sd","Ln_inc_coh_sd","coh_inc_sd","Ln_coh_inc_sd","Total_scatter_sd","Water_Content_pc","Dry_mass","Dry_mass_err","LOI550","LOI550_err","C_org_pc","C_org_pc_err","Ln_C_org","Ln_C_org_err","Volume_cm3","Volume_err_cm3","Wet_density_g_cm3","Dry_density_g_cm3","Dry_density_err_g_cm3","DMAR_g_cm2_yr","DMAR_err_g_cm2_yr","DMAR_err_pc"
"Isla Hermite","HER42PB","HER42PB1A",13,16.3,16.9,16.9,16.3,0.6,-46,192,27,40,119,0.0853,0.25802,18108,46364,1.38285714285714,72.4285714285714,338.428571428571,89.2857142857143,80.2857142857143,4260.57142857143,1.14285714285714,115.428571428571,817.428571428571,695.285714285714,30612.2857142857,5399,5.67165761885714,1.73532964360007,0.176368679571429,-1.73532964339341,36011.2857142857,190.077177307885,824.655887830393,0.0819988385515888,18.6624144816718,82.5123367399428,22.7648434046469,15.5960923066676,346.241657970681,3.02371578407382,92.2855300012903,109.585365724409,95.716098063865,287.55156887401,110.329808604324,0.10702798875553,0.0187931875376665,0.00330055230954895,0.0187931869625532,347.628016844497,71.91,28.09,1.4,29.64,1.48,17.19,1.48,2.84432781939476,0.244886862868193,5.2022,0.9208,0.8836,0.3451,0.0783,0.0294,0.0957,325.2
"Isla Hermite","HER42PB","HER42PB1A",14,17.8,18.4,18.4,17.8,0.6,-44,240,41,56,142,0.0856,0.21815,17583.5714285714,45945.1428571429,1.3,72,406.428571428571,131.571428571429,112.285714285714,5417.14285714286,1.14285714285714,150.142857142857,926.571428571429,629.285714285714,29009.5714285714,5300.57142857143,5.47039877171429,1.6989735296403,0.182940579428571,-1.69897352923582,34310.1428571429,430.991437325174,1321.83488991268,0.115902257671425,18.0462369115189,107.178755890735,79.9851176633444,59.2669505590715,1666.90715883953,3.02371578407382,69.6764631981957,123.392135274575,89.0893077866517,1463.22051848458,130.056214951916,0.162082822382645,0.0297320759852668,0.00545614896209277,0.0297320752395104,1583.71487633469,74.69,25.31,1.27,31.88,1.59,18.49,1.6,2.91723004539903,0.252437429564005,5.3135,0.9963,0.9622,0.3261,0.0774,0.0279,0.0778,278.6
"Isla Hermite","HER42PB","HER42PB1A",15,19.2,19.7,19.7,19.2,0.6,-42,286,55,73,164,0.0869,0.19915,16949,44554.3333333333,1.29,91.8333333333333,373.666666666667,136,118.833333333333,5566.16666666667,7,125.333333333333,859.166666666667,643.666666666667,28093.3333333333,5168.5,5.437377876,1.69298672962157,0.184027098666667,-1.69298673026502,33261.8333333333,197.700784014632,773.204673205398,0.109726933794762,29.4714551162081,83.0774738823146,50.9431055197855,30.0893115020378,685.828963129049,17.1464281994822,67.3221112760634,52.2892595727523,73.6414738219345,537.78793837968,109.861276162258,0.147344291753737,0.0273796391101327,0.00509006765575082,0.0273796388982227,558.758773234628,70.75,29.25,1.46,26.38,1.32,15.3,1.32,2.72785282839839,0.235344165587312,4.6723,0.9134,0.9897,0.4092,0.1005,0.0356,0.0902,253.7
"Isla Hermite","HER42PB","HER42PB1A",16,20.5,21.1,21.1,20.5,0.6,-29,300,70,88,164,0.0885,0.16786,16870.4285714286,45596,1.31857142857143,71.8571428571429,379.428571428571,181.142857142857,136.285714285714,7323.71428571429,3.42857142857143,133.714285714286,1071.85714285714,672.714285714286,26951.8571428571,5034.42857142857,5.35649387285714,1.6780976879134,0.186768369857143,-1.67809768797935,31986.2857142857,295.154116320529,1376.18022075599,0.0696248450455658,32.8147759981616,50.6453589280635,42.502660981122,30.6958970424077,920.738420016911,9.07114735222145,38.9645748756238,75.134165711365,105.821727897621,309.873860665609,154.474223462317,0.11921272994022,0.022229548901431,0.00414635645385043,0.0222295481830802,445.429648124787,67.14,32.86,1.64,24.87,1.24,14.42,1.25,2.6686161318568,0.231329415036131,3.9701,0.804,1.2319,0.6031,0.1523,0.0534,0.1147,214.9
"Isla Hermite","HER42PB","HER42PB1A",17,21.8,22.4,22.4,21.8,0.6,-18,311,87,103,165,0.0878,0.14204,17337.7142857143,46734.4285714286,1.28714285714286,75.1428571428571,433.285714285714,165.571428571429,111.428571428571,6945.42857142857,7.42857142857143,149.428571428571,936.857142857143,628.571428571429,28399.8571428571,5388.57142857143,5.27223027742857,1.66220618917492,0.189767011142857,-1.6622061887368,33788.4285714286,536.380683931886,2045.6256465234,0.0890157824422699,13.6067210283322,39.6136099748318,44.1846773699403,32.3617940523345,880.852590229651,12.8043891284349,70.9292068259076,95.8321946102119,112.924542863597,670.716638770658,150.208585132871,0.12647378106104,0.0240378123683004,0.00457121334031799,0.0240378118037112,767.506320743323,67.41,32.59,1.63,28.5,1.43,16.53,1.43,2.80517691183293,0.24267410671029,4.9832,1.0764,0.9877,0.4776,0.127,0.0419,0.079,188.4
"Isla Hermite","HER42PB","HER42PB1A",18,23.3,23.9,23.9,23.3,0.6,-10,323,105,119,167,0.0878,0.12481,17959.5714285714,47977.4285714286,1.30857142857143,97.8571428571429,471.857142857143,206.142857142857,152.714285714286,7136.57142857143,2,153,1090.42857142857,583,29284.4285714286,5419.14285714286,5.40569894357143,1.68730809878953,0.185043563857143,-1.68730809963551,34703.5714285714,406.361438927981,1575.40554113778,0.0738079876952288,22.2817456783841,95.6929613772239,81.9988385515888,24.6557247288487,797.308567858738,5.29150262212918,56.0802995712398,152.013000697152,54.9818151755651,777.780358272363,183.097814088016,0.100194548177076,0.0183861712417726,0.00337483400366346,0.0183861715841558,937.829383406679,67.01,32.99,1.65,27.69,1.38,16.06,1.39,2.77633170851862,0.240292719479507,4.8754,1.0994,0.9885,0.4866,0.1341,0.0427,0.0725,169.7
"Isla Hermite","HER42PB","HER42PB1A",19,24.7,25.3,25.3,24.7,0.6,-3,339,125,136,171,0.0881,0.11307,17469.4285714286,46975.4285714286,1.28571428571429,78.7142857142857,482.142857142857,221.714285714286,139.285714285714,7061.57142857143,2.71428571428571,135.857142857143,982.571428571429,678.571428571429,28754.2857142857,5243,5.48496645442857,1.7017822784849,0.182399559142857,-1.70178227976884,33997.2857142857,377.606434065442,1498.2550803232,0.0568205194324325,26.9735320003041,104.95781465495,74.9615774596433,25.8115883904516,1231.96169544658,4.71572849495126,68.4213138610783,28.3246485289,114.737173782602,687.423381011953,93.1665175908169,0.127263293975541,0.0230495477599857,0.00417563339487722,0.0230495481219491,731.113697105476,69.77,30.23,1.51,27.72,1.39,16.08,1.39,2.77757626375082,0.240101430759555,4.7689,1.1207,1.0138,0.4392,0.1252,0.0387,0.0607,156.8
"Isla Hermite","HER42PB","HER42PB1A",20,26.1,26.7,26.7,26.1,0.6,2,355,144,152,177,0.0875,0.10392,16640.8571428571,45076.8571428571,1.39,89.4285714285714,545.571428571429,266.428571428571,149,7554.14285714286,18,127.428571428571,1007.71428571429,647.142857142857,26567.4285714286,4950.28571428571,5.36897401628571,1.6804328586526,0.186331493857143,-1.68043285856644,31517.7142857143,490.23172363398,1275.77433069377,0.0597215762238964,20.1895776978878,122.704057448341,100.794935624857,39.5347948015416,613.463236760886,21.439838307848,39.2252348319172,126.329878078142,76.9576259410085,670.404071473033,163.331681235571,0.116872773768094,0.0218406880768076,0.00408353385371247,0.0218406889666518,799.794080641118,68.52,31.48,1.57,27.72,1.39,16.08,1.39,2.77757626375082,0.240101430759555,4.7493,1.1588,0.9455,0.4344,0.1277,0.038,0.0563,148.2
"Isla Hermite","HER42PB","HER42PB1A",21,27.5,28.1,28.1,27.5,0.6,7,372,161,168,182,0.0884,0.09774,16974.1428571429,47554.7142857143,1.40571428571429,102.857142857143,544.428571428571,264,177.428571428571,9665.85714285714,0.357142857142857,137.857142857143,1157.14285714286,597.428571428571,26506.4285714286,5093.42857142857,5.20969307671429,1.64999052571482,0.192154138571429,-1.64999052555187,31599.8571428571,144.216768062789,932.964578514053,0.0677881855136874,15.8053637670736,55.7340624240304,95.2872849160194,11.8442270446709,442.282122847483,0.944911182523068,69.7816321855271,162.169076965399,143.217616633868,329.213131138911,196.318497297,0.182816325991647,0.035226068521182,0.00679424155102628,0.03522606774053,442.738232883882,67.41,32.59,1.63,26.06,1.3,15.12,1.31,2.71601837075139,0.235316406460603,4.4562,1.1297,0.9709,0.4693,0.1424,0.0415,0.0585,140.9
"Isla Hermite","HER42PB","HER42PB1A",22,28.9,29.5,29.5,28.9,0.6,13,395,177,184,191,0.0865,0.09169,17353.5714285714,50022.5714285714,1.34857142857143,133.857142857143,533.142857142857,223.714285714286,188.428571428571,11993.2857142857,3.28571428571429,208.142857142857,1128.28571428571,588.714285714286,26531.5714285714,5129.14285714286,5.17267973128571,1.64317046739924,0.193408920428571,-1.64317046710676,31660.7142857143,458.153852303953,2053.33637909483,0.102050407712491,45.812765948036,138.893758644786,58.2457846420789,57.7144035830951,2150.80587333258,8.69318287921223,79.2410427565341,142.214291693573,76.0717080254201,958.447504586255,144.439639724729,0.116911058550678,0.0227165077865936,0.00441558507937773,0.0227165077181605,1074.8825849499,63.74,36.26,1.81,22.44,1.12,13.02,1.13,2.56648663678042,0.222744231917195,4.2749,1.1307,0.9912,0.5639,0.1773,0.0488,0.067,137.4
"Isla Hermite","HER42PB","HER42PB1A",23,30.2,30.8,30.8,30.2,0.6,26,409,193,199,191,0.0856,0.08396,16301,48799.1428571429,1.30428571428571,87.2857142857143,429.571428571429,207.714285714286,150.428571428571,13603,9.28571428571429,155,1056.42857142857,615,24533,4902.28571428571,5.00716765942857,1.6106619167462,0.199796913142857,-1.61066191553705,29435.2857142857,275.812134129979,2176.87600539331,0.0824332341670402,17.1436507752801,53.789271367864,37.7390791519626,34.0629669037463,2384.48037665791,17.9324127928014,97.0927391724016,121.815238705806,89.8461648226196,433.30897367429,163.377593614419,0.110565425422004,0.0220451725999583,0.00439758477431793,0.0220451717790014,572.367805490407,62.75,37.25,1.86,22.29,1.11,12.93,1.12,2.55955019278377,0.221708910743837,4.6635,1.2801,0.9467,0.562,0.1824,0.0481,0.0628,130.5
"Isla Hermite","HER42PB","HER42PB1A",24,31.6,32.2,32.2,31.6,0.6,45,414,210,216,185,0.086,0.07527,16208.7142857143,50635.7142857143,1.34571428571429,116,533.857142857143,358.714285714286,186.285714285714,16027.5714285714,22.4285714285714,172,1043.85714285714,597.714285714286,23593.1428571429,4828.85714285714,4.88988562885714,1.58691635422233,0.204607020142857,-1.58691635443287,28422,329.973086925643,1559.218790964,0.0822308017831807,30.6648550189518,58.6953393136359,161.023512036508,19.9892828428493,1144.57136913677,44.290168746789,73.0775843424872,193.90240549602,95.1397468389076,485.989858800719,202.205694423137,0.11878164914138,0.024268417979455,0.00496072148109175,0.0242684183934624,676.970703452766,60.01,39.99,2,19.62,0.98,11.38,0.98,2.43185742869818,0.209421817234114,4.7689,1.3591,0.8915,0.5941,0.199,0.0511,0.0618,121
"Isla Hermite","HER42PB","HER42PB1A",25,33.1,33.6,33.6,33.1,0.5,56,419,226,231,182,0.0859,0.06884,15229.3333333333,49329.5,1.285,119.166666666667,444.833333333333,205.5,141.333333333333,17545.5,13.3333333333333,214.333333333333,1003.66666666667,559.666666666667,21620,4560.16666666667,4.739217077,1.55554000360984,0.211144706666667,-1.55554000345794,26180.1666666667,1049.86678520023,3217.91800703498,0.110589330407594,50.4595547608842,47.0209173311907,55.2077893054957,22.3308456325923,1642.9636331946,22.1238935693215,155.534776389934,199.611288925919,55.3811038772853,1170.69193214953,155.034727292522,0.13446206725504,0.0281516979543398,0.00589592809765576,0.0281516984437201,1309.81592854365,59.53,40.47,2.02,19.47,0.97,11.29,0.98,2.42391737816157,0.210402039911279,3.9894,1.1729,1.1348,0.7716,0.2654,0.0663,0.0759,114.5
"Isla Hermite","HER42PB","HER42PB1A",26,34.3,34.9,34.9,34.3,0.6,68,429,244,247,181,0.0857,0.06427,16371.2857142857,49362.8571428571,1.32142857142857,69.5714285714286,428.428571428571,306.142857142857,144,14495.2857142857,9.71428571428571,167.857142857143,951.142857142857,556.571428571429,24136.7142857143,4830.57142857143,4.99966483257143,1.60923019142929,0.200069681857143,-1.60923019150132,28967.2857142857,266.668154757753,1046.22837350351,0.106525203814023,10.4858180869392,52.7094461580248,230.013353649615,33.2565782966318,1294.64701936934,23.9841217316394,65.7708865974112,122.666796066184,39.4540118063936,795.244137416453,223.59252905144,0.0905983467920003,0.018116614744881,0.00362321361057328,0.0181166142095371,1010.48135629935,58.97,41.03,2.05,48.43,2.42,28.09,2.42,3.33541364111615,0.287351406603812,4.5593,1.386,0.9826,0.6837,0.242,0.0586,0.0647,110.4
"Isla Hermite","HER42PB","HER42PB1A",27,35.7,36.3,36.3,35.7,0.6,78,437,262,263,179,0.0857,0.05986,16412.7142857143,47770,1.33142857142857,67.2857142857143,404.285714285714,158,155.428571428571,11604.7142857143,0.357142857142857,133.142857142857,938.857142857143,601.571428571429,25185.7142857143,5015.42857142857,5.02234226042857,1.61366866049649,0.199200756,-1.61366866074941,30201.1428571429,359.368758744976,1523.79482433386,0.0520988072251728,15.7978298690494,67.5468091664694,41.1663292833678,43.5233927248981,1325.31539822108,0.944911182523068,71.3522449341495,139.30952177487,45.2874417576482,751.220055262485,128.979141909144,0.11608667820238,0.0230219036137152,0.00456714995564659,0.0230219038326325,842.319897380924,59.9,40.1,2.01,18.91,0.95,10.97,0.95,2.39516427428714,0.20742078947792,4.4562,1.397,0.9636,0.6452,0.2345,0.0553,0.0587,106.2
"Isla Hermite","HER42PB","HER42PB1A",28,37.1,37.7,37.7,37.1,0.6,89,447,280,279,179,0.0859,0.05639,16567.1428571429,50035.5714285714,1.29857142857143,153.714285714286,703.285714285714,322,185.285714285714,13981.4285714286,9.71428571428571,202.714285714286,1057.71428571429,670.714285714286,24532.2857142857,4836.85714285714,5.07489128771429,1.62352839065262,0.197354673571429,-1.62352838986455,29369.1428571429,390.43925202752,2153.88392268036,0.0641426980589819,33.119552561965,165.605670480325,116.774711874332,32.8466857065483,2050.21664360484,13.450084085416,56.4644852561156,249.550739186586,113.121931686881,804.071040453042,120.122754674026,0.216178228791675,0.0425596448900126,0.00838868052414258,0.0425596449021451,801.388259745014,63.18,36.82,1.84,20.1,1.01,11.66,1.01,2.45616418092235,0.212755216357768,3.8992,1.2575,1.0087,0.5878,0.219,0.0505,0.052,102.9
"Isla Hermite","HER42PB","HER42PB1A",29,38.4,39,39,38.4,0.6,97,463,296,294,183,0.0834,0.05314,15939.7142857143,49260,1.34571428571429,149.142857142857,581.428571428571,285.714285714286,197.285714285714,15052.7142857143,2.42857142857143,155.714285714286,1168.71428571429,534.857142857143,23059.2857142857,4677.71428571429,4.95607886328571,1.59652031340191,0.203404288,-1.59652031493321,27737,405.982640961291,3298.23265805593,0.102933172958178,43.0210358291095,130.309704349366,60.0408591036534,53.6367855291941,3329.74777394553,6.42539604115686,46.3814412803019,295.890584668114,81.7749525046812,875.88121612574,308.130229116259,0.492268238419184,0.096973739645658,0.0192222162017757,0.0969737400571839,684.645650440187,57.29,42.71,2.14,13.93,0.7,8.08,0.7,2.089391872533,0.181011672125384,4.2706,1.4242,0.8871,0.6614,0.2536,0.0552,0.0563,102.1
"Isla Hermite","HER42PB","HER42PB1A",30,39.8,40.4,40.4,39.8,0.6,113,479,313,311,183,0.078,0.04705,16272,48636.7142857143,1.31714285714286,94.1428571428571,453.142857142857,155.857142857143,133.571428571429,13710.8571428571,3.42857142857143,181.714285714286,1038.71428571429,482.428571428571,23987.4285714286,4853.28571428571,4.946647861,1.59815010540413,0.202384306714286,-1.59815010560696,28840.7142857143,510.127435059123,2854.92426719669,0.0677530529974568,20.7639798001938,115.649511558889,48.738857090377,32.2792871816027,1942.8426277469,9.07114735222145,81.5121959907724,97.2654688395189,78.9807089164967,857.077953891954,210.876515434756,0.178271056354252,0.0362034918902149,0.00735594134558326,0.0362034917836604,997.597733605704,60.72,39.28,1.96,15.87,0.79,9.21,0.8,2.22028985026722,0.192859053226251,3.8869,1.3274,0.9626,0.6227,0.2438,0.0486,0.0483,99.5
"Isla Hermite","HER42PB","HER42PB1A",32,42.5,43.1,43.1,42.5,0.6,190,486,346,345,148,0.078,0.03455,19302,57366.8571428571,1.43,70.1428571428571,412.285714285714,166.571428571429,119,15442.2857142857,0.357142857142857,84.5714285714286,764.857142857143,616.714285714286,29930.5714285714,5326,5.62906621357143,1.72704415825249,0.177966545857143,-1.7270441570997,35256.5714285714,318.215335896936,2236.23764603045,0.101980390271856,16.8070280084312,68.5509890172133,34.4086091109824,22.7961985134949,1957.9580106398,0.944911182523068,45.2800807672172,96.1949904645569,117.413392600268,438.406910355687,234.848177907913,0.260073458183985,0.0456214292865335,0.00801833730850644,0.0456214289071645,520.071744134998,71.78,28.22,1.41,32.95,1.65,19.11,1.65,2.95021175825218,0.254727859817692,4.1542,1.5038,1.0704,0.4209,0.1734,0.0328,0.0281,85.5
