"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ti","Ti_sd","Ti_ICP","Ti_ICP_sd","Ti_fit_OLS","Ti_lwr_OLS","Ti_upr_OLS","Ti_fit_WLS","Ti_lwr_WLS","Ti_upr_WLS"
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-1.12113756642494,-0.0560568783212469,1.43545442424602,0.071772721212301,1.68918022744712,0.870279921497568,2.50808053339667,1.7565475394475,0.706683155960445,2.80641192293455
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-1.73504450703648,-0.0867522253518239,1.12947680997815,0.0564738404989074,1.25666796766476,0.434876672953028,2.07845926237648,1.36026672737461,0.146961073635499,2.57357238111373
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-1.25833031555987,-0.0629165157779933,1.49235747353001,0.0746178736765007,1.59252462375742,0.773099133471177,2.41195011404367,1.66798875237214,0.581605464372309,2.75437204037197
"Bird Island","BI10","BI10.4",145,141,142,141.5,-1.63229400609245,-0.0816147003046223,1.45955250562134,0.0729776252810669,1.3290581760452,0.507847613887116,2.15026873820329,1.42659282545462,0.240647067250563,2.61253858365867
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-1.84481874090254,-0.0922409370451268,1.98646704143414,0.0993233520717071,1.17932936988316,0.356874819199849,2.00178392056647,1.28940676528038,0.0468692854085289,2.53194424515223
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-0.720676169723529,-0.0360338084861764,0.631718832270822,0.0315859416135411,1.97131494882752,1.15354776868088,2.78908212897416,2.01504790324953,1.07175522011921,2.95834058637985
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-1.02471847581674,-0.0512359237908368,1.74356202892484,0.087178101446242,1.75710980440152,0.938536815901094,2.57568279290195,1.81878667212041,0.794585290778987,2.84298805346184
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-1.0278488915246,-0.0513924445762298,0.897476815061509,0.0448738407530754,1.75490435096502,0.936321277771308,2.57348742415873,1.81676596898648,0.791731427280097,2.84180051069286
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-1.11893908804973,-0.0559469544024867,1.65016116226733,0.0825080581133667,1.69072910853519,0.871836650316594,2.50962156675378,1.7579666711403,0.70868746058696,2.80724588169364
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-1.13181949601433,-0.0565909748007165,2.23914702970579,0.111957351485289,1.68165455018252,0.862715858551294,2.50059324181374,1.74965228635267,0.696944659173666,2.80235991353167
"Bird Island","BI10","BI10.5",197,194,195,194.5,-1.27025546116704,-0.063512773058352,1.45569178587078,0.0727845892935392,1.58412307079623,0.764648635267293,2.40359750632517,1.66029099547662,0.570733205777359,2.74984878517589
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-1.10116230397788,-0.0550581151988941,0.718005351324121,0.035900267566206,1.70325328205719,0.884423621312432,2.52208294280194,1.76944169766634,0.724894125758392,2.81398926957428
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-1.48121440895023,-0.0740607204475113,1.56346497910596,0.0781732489552978,1.43549739939378,0.615070148371796,2.25592465041576,1.52411566072917,0.37839562586206,2.66983569559628
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-1.55073580394085,-0.0775367901970427,0.914088218833467,0.0457044109416734,1.38651789833021,0.565740642561841,2.20729515409857,1.47923916065918,0.315009158216014,2.64346916310234
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-1.40131580597115,-0.0700657902985577,1.19243228396747,0.0596216141983737,1.49178789399791,0.67174086428107,2.31183492371476,1.57569071417375,0.451242534736065,2.70013889361143
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,-1.74977045934185,-0.0874885229670926,0.66837511854813,0.0334187559274065,1.24629317877135,0.424415477069801,2.0681708804729,1.35076103204512,0.133534096912509,2.56798796717772
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,-1.11293782590791,-0.0556468912953956,1.45192151278485,0.0725960756392423,1.69495714258855,0.876086015289456,2.51382826988765,1.76184052380053,0.71415867445099,2.80952237315007
"Bird Island","BI10","BI10.7",271,265,266,265.5,-1.51429398344679,-0.0757146991723397,0.344876758187161,0.017243837909358,1.41219204059804,0.591600473496745,2.23278360769933,1.50276258622008,0.348235265176733,2.65728990726344
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,-1.68351942392291,-0.0841759711961454,0.513342578312295,0.0256671289156148,1.29296863256801,0.471473401596117,2.11446386353991,1.39352649433217,0.193940882595934,2.59311210606842
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,-1.74438614169317,-0.0872193070846587,0.59222552588809,0.0296112762944045,1.25008656053585,0.428240544541335,2.07193257653036,1.35423664313391,0.138443467765388,2.57002981850243
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,-1.47491260190744,-0.0737456300953721,0.79996053814882,0.039998026907441,1.43993717458523,0.619540768710877,2.26033358045959,1.52818351702341,0.384141288418161,2.67222574562865
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,-0.758929401169765,-0.0379464700584882,1.34869812712075,0.0674349063560374,1.94436462381522,1.12651498377451,2.76221426385593,1.99035520046492,1.03688437578639,2.94382602514346
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,-1.07787863875316,-0.0538939319376579,0.817593274149798,0.0408796637074899,1.71965718629115,0.900908002130374,2.53840637045193,1.78447145079813,0.746121173097934,2.82282172849832
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,-1.14141727992195,-0.0570708639960974,0.825328002278208,0.0412664001139104,1.67489267972272,0.855919137234119,2.49386622221131,1.74345685615078,0.68819453427678,2.79871917802478
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,-1.07793393643044,-0.0538966968215218,0.371956046146643,0.0185978023073321,1.71961822774259,0.900868854837665,2.53836760064751,1.78443575579778,0.746070759944702,2.82280075165086
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,-1.56129724398577,-0.0780648621992883,0.576711217356784,0.0288355608678392,1.37907710885838,0.558245122590871,2.19990909512589,1.47242168432719,0.305379644056952,2.63946372459743
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,-0.504671685712027,-0.0252335842856014,1.68745627982859,0.0843728139914293,2.12349532230542,1.30609140700848,2.94089923760236,2.15448016353672,1.2686514767898,3.04030885028364
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,-0.947742031309464,-0.0473871015654732,0.847971352030997,0.0423985676015498,1.81134156781943,0.993005102895369,2.62967803274348,1.8684754537938,0.864760602692894,2.87219030489472
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,-1.09217051959075,-0.0546085259795375,1.4201117338245,0.0710055866912248,1.70958821122557,0.890789867788816,2.52838655466232,1.77524595134584,0.733091691433284,2.81740021125839
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,-1.09977042650975,-0.0549885213254877,1.12650846174243,0.0563254230871213,1.70423389333433,0.885409099963824,2.52305868670484,1.77034016337325,0.726163063855155,2.81451726289135
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,-1.02455279613022,-0.0512276398065112,1.23724579434407,0.0618622897172035,1.75722652974029,0.938654073965717,2.57579898551487,1.8188936194057,0.794736333659101,2.8430509051523
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,-0.806369703640505,-0.0403184851820252,1.56871599778469,0.0784357998892347,1.91094178548415,1.09298231023612,2.72890126073218,1.95973218524154,0.993638185567144,2.92582618491594
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,-0.937768396339915,-0.0468884198169958,1.43709079650831,0.0718545398254154,1.81836823442565,1.00006080336027,2.63667566549103,1.87491349823278,0.873852923979088,2.87597407248647
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,-0.818195337688967,-0.0409097668844484,2.21361891563492,0.110680945781746,1.90261034081834,1.08462218157081,2.72059850006588,1.95209866368641,0.982857933252245,2.92133939412058
