"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ti","Ti_sd","Ti_ICP","Ti_ICP_sd","Ti_fit_OLS","Ti_lwr_OLS","Ti_upr_OLS","Ti_fit_WLS","Ti_lwr_WLS","Ti_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-7.7835510752178,-7.68774689818009,4.90495174256426,0.809311850924935,5.71292131350063,4.4954622348768,6.93038039212446,5.73525052019614,4.17200118873179,7.2984998516605
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-8.11062408345963,-8.19982044547105,4.37935983755429,-0.0462302050626054,5.47770128217729,4.25835108626317,6.69705147809141,5.50306332752903,3.87909391807343,7.12703273698464
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-8.11070815434533,-8.63886214534896,5.83054549007266,1.58786741113314,5.47764082119192,4.25829010356117,6.69699153882267,5.50300364610487,3.87901862526374,7.12698866694601
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-7.1562734256974,-8.02401724773771,6.97603890594798,2.37326375234184,6.16403854008487,4.94942770858918,7.37864937158056,6.18055121085196,4.73365899070097,7.62744343100295
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-6.23716440247127,-7.25269036114999,7.582225674148,3.41468147889351,6.82503118632905,5.61273319552759,8.03732917713051,6.83302126640634,5.55633255140654,8.10970998140614
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-7.11020083002609,-8.02283232542333,7.33838856463051,2.07229394574194,6.19717241883325,4.98273027913974,7.41161455852676,6.21325787382398,4.77490634837655,7.65160939927141
"Bird Island","BI10","BI10.2",45,44,45,44.5,-6.99114846944433,-8.00036943304194,8.00856570530786,2.64601413625186,6.28279091769896,5.06875894484168,7.49682289055625,6.29777243995238,4.88148632470737,7.7140585551974
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-8.04880300473801,-8.11805308006262,5.70716697941964,1.25842597536065,5.52216094624896,4.3031894415305,6.74113245096743,5.54694974540615,3.93445956063716,7.15943993017514
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-6.39360025215407,-6.71024277031179,5.41898367225024,0.705367728064666,6.71252772522023,5.49999280112794,7.92506264931252,6.72196838263096,5.41633922554715,8.02759753971477
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-6.97644955733823,-7.97471117716763,7.2737868892733,2.40046354015638,6.2933618865007,5.07937798020465,7.50734579279676,6.3082071106564,4.89464492409072,7.72176929722208
