"Location","Site","Section","sample","min_depth","max_depth","depth","SH20_age","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_coh","coh_inc","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_coh_sd","coh_inc_sd","K_ICP","Ca_ICP","Ti_ICP","Mn_ICP","Fe_ICP","Co_ICP","Ni_ICP","Cu_ICP","Zn_ICP","Rb_ICP","Sr_ICP","Zr_ICP","dry_mass_pc","K_ICP_sd","Ca_ICP_sd","Ti_ICP_sd","Mn_ICP_sd","Fe_ICP_sd","Co_ICP_sd","Ni_ICP_sd","Cu_ICP_sd","Zn_ICP_sd","Rb_ICP_sd","Sr_ICP_sd","Zr_ICP_sd","dry_mass_err"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.49090909,20689.81818,52220.36364,1.329090909,-1.04397587477151,-1.99667854775732,-1.41230242522738,-1.21608803530022,-0.0912869777167397,-6.322295983,-5.401695286,-6.078101026,-0.0224827897056459,-0.559006504468934,-1.33619980364254,-0.391235437967978,-0.958254792127932,0.146376585,-8.301382455,-7.741137822,-7.687746898,-8.137005763,-3.685694554,-6.512090022,-7.457954302,-6.747939147,-7.703682897,-6.924045094,-6.713500597,-5.762362512,-5.550121636,0.003886984,-0.436341914089478,-2.83327253660107,-1.95834370622182,-1.24787693417754,0.181862121321047,-0.302742141,0.903173306,1.474682899,-0.512449934321026,-0.953604692022858,-2.61840821184465,-1.72911838048911,12.51434728,6.255575991,3.165840077,0.809311851,-1.722420816,5.173530126,-4.823951765,-4.195252738,-3.783179804,-2.850539972,-4.58948524,-0.768928834,-2.460555231,1.251434728
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.216666667,24515.91667,60507.16667,1.321666667,-1.04353406762996,-2.15253873223969,-1.63377204429879,-0.656045470655371,-0.279659273827583,-6.316325742,-5.243772753,-6.120498427,-0.96719472203557,-0.0228169900477452,-2.50801447117973,-0.532482537219924,-0.977727699138519,0.145989152,-8.573515623,-8.226321375,-8.199820445,-7.776477134,-4.226166806,-6.994979855,-7.168647273,-6.834791407,-11.88715831,-6.454093243,-8.873723335,-5.984294941,-5.623074199,0.003613515,-0.698214672251863,-2.99450342014047,-2.39415474546198,-1.44763264251193,-0.179217971640238,-0.272851908,1.095171178,1.180324225,-1.16256491189877,-1.32062903912909,-2.71574281362309,-1.97295785267193,10.48614151,6.25903052,2.830296537,-0.046230205,-1.449663497,3.304647551,-5.807279727,-3.816365613,-4.590263544,-1.788587318,-4.444687368,-1.676882674,-3.31608686,1.048614151
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.0833333,21782.66667,52798.33333,1.291666667,-1.01970395686684,-1.79490947186493,-1.63382897095397,-1.52142000718428,-1.35732751918685,-7.127368585,-5.390932969,-6.38277835,-0.322348861653828,-0.558681635494748,-1.92773374821381,-0.210502353130537,-1.08079656045394,0.143955505,-8.554630002,-7.931940699,-8.638862145,-8.21279021,-5.334518165,-7.14327618,-7.500021097,-6.674575253,-8.126455138,-6.881343209,-7.515048492,-5.878787456,-5.805483188,0.003010999,-0.5644890060721,-2.09916633012063,-1.19085857382758,-1.16910143896043,-0.959185366425332,0.557321333,1.268783012,1.762743424,-1.04572830548231,-0.362954001874782,-1.70612471018028,-1.1120512255851,13.6157151,6.379913346,3.497375757,1.587867411,-1.004924443,3.881588573,-5.394464897,-4.24873329,-3.90820336,-3.131782837,-3.059475783,-0.655639638,-2.539748147,1.36157151
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.8666667,21759.58333,52292.16667,1.33,-0.888949180761947,-0.92669417925448,-0.987556455434464,-0.77399520621885,-1.14410958433264,-6.702913314,-5.300819063,-6.147543688,1.1941957975554,0.29557521383328,-0.165232055742917,-0.414098421975086,-0.876074721283602,0.148022999,-8.426522581,-7.533844677,-8.024017248,-8.483783228,-5.662866137,-7.111895214,-7.697952746,-6.777776532,-6.500669004,-6.265993119,-6.537145334,-6.18923708,-5.743750341,0.003202734,0.485203800822953,-0.733660490148014,-0.241036722842782,-0.703037424435315,-0.826167370499336,0.158035995,1.953374927,2.934298591,0.872419106493316,0.960347044289889,-0.123219841436265,0.212601186055199,19.65584023,7.225304846,4.56666104,2.373263752,-1.436756384,3.325823931,-4.400661673,-2.738655502,-1.734738398,0.185828427,-2.209405919,-0.174803375,-0.39103813,1.965584023
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,22119.4,57449,1.346,-0.110317229089705,-0.286296139866816,-0.365203890558848,-0.30182439679248,0.193833331083589,-5.584256407,-5.195222625,-5.637262628,1.10998761362467,-0.0515478940573616,0.0664910572294447,-0.417626301227847,-0.292348894401907,0.160262792,-7.441639197,-7.145312532,-7.252690361,-7.713003386,-3.796029604,-6.550045012,-6.804742224,-6.632517122,-7.281352057,-6.967593089,-5.852392059,-5.972195155,-6.02116933,0.00242683,1.56013537804323,-0.311615307879404,0.261602078901539,0.199240386462177,0.43876501801117,2.707379067,2.286903519,3.234583751,0.958685533728482,1.70158912913906,0.221844576368455,0.319309835092423,21.79052633,8.28918792,4.62895785,3.414681479,-1.185584615,3.503550674,-2.982985579,-3.197102273,-2.377436029,-0.187532884,-0.182959468,0.953145772,-0.086208529,2.179052633
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,23491.90909,61638.18182,1.349090909,-0.892212207073195,-0.590350238397076,-0.95635950540748,-0.532290331305173,0.372461446254271,-5.059149103,-5.184794484,-5.65380172,0.318653266835331,-1.81785721990902,-0.456353681332051,-0.442295461590429,-0.540803125215904,0.154934023,-8.5114682,-7.372452976,-8.022832325,-7.758163291,-3.846103661,-6.50943669,-6.886895977,-6.70916477,-7.678345847,-8.314069664,-6.01535472,-6.128519056,-5.699108223,0.003348951,1.18251926698363,-0.307114334124905,0.0594168799521623,0.205620927255618,0.996880404873963,1.566247756,2.304662197,3.222893929,0.875132364402214,1.05368577963094,0.162610341728053,0.018799956198399,19.47346052,7.691691634,3.311503111,2.072293946,-1.682581743,5.157038582,-3.277350714,-2.338189701,-1.60738807,-0.39139088,-2.369393495,0.874312955,1.3726501,1.947346052
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,23876.4,60911.7,1.358,-0.702142275814603,-0.258988088080146,-0.875746063162735,-0.703228619618966,-0.0132400625884113,-5.414685803,-5.27100149,-5.705494761,1.75450243607484,-0.118333414347467,0.0368898018816831,-0.462771366179348,-0.490158806186373,0.156005654,-8.65659456,-7.338345986,-8.000369433,-7.92363396,-3.575079145,-6.358119771,-7.038060897,-7.282055678,-6.719492394,-6.729404099,-6.269665177,-5.88193483,-6.178397622,0.002073748,2.81658978477396,0.0583165954858937,0.615115308866131,1.40084114057036,0.738073538928336,1.852505947,2.23277432,2.518987734,0.580865141211255,2.75350377365375,0.380538434130498,0.622594258399149,26.28431951,9.473271687,4.54587538,2.646014136,1.79952155,3.647739173,-3.828256333,-3.563000603,-2.575242667,-1.144274117,0.726607564,0.959546237,1.900776003,2.628431951
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.2454545,24296.54545,57427.36364,1.319090909,-1.04832211055624,-0.537036801786325,-1.59191138854195,-0.675357686917842,-1.49144904727541,-6.598334493,-5.258725916,-5.891635901,-0.453048348039754,-0.518439287624779,-0.111825514200117,-0.429439210131665,-0.836522413901363,0.148821988,-8.653505686,-7.967173385,-8.11805308,-7.913256167,-5.501350895,-7.173503111,-7.285551902,-7.126865456,-8.401251747,-6.618789732,-6.108746268,-6.167039542,-5.640464906,0.003551217,-0.139655651274595,-0.596364702549217,-1.29316174209805,-0.769130341538337,0.754451450022839,2.835820277,2.269238293,3.424323888,1.53689775985505,-0.197191871872175,-0.279026829473401,-1.1211582924979,15.13709242,6.449586608,4.21608464,1.258425975,-0.373676341,5.296167887,-2.620431475,-2.791824306,-2.095452801,-0.091072777,-2.914649793,0.727265684,-2.20321847,1.513709242
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.1454545,24361,56855.45455,1.398181818,-1.45114758722616,-0.685515459654236,-1.88463986557073,-0.731652181582532,-1.6638942022058,-7.159391261,-5.228836331,-5.856454255,0.11731674045183,-0.609218116904467,-0.544390400529318,-0.449405918751055,-0.917464465643061,0.147191486,-8.740011406,-7.903223672,-8.582730417,-7.974579451,-6.30250203,-7.192931885,-7.265664852,-6.71747815,-7.65757372,-7.141210883,-6.157905082,-6.575685403,-5.634499665,0.003572464,1.87621466415571,-0.523091665099418,0.236306748948267,0.659119851089502,0.530648372082877,1.740789985,1.838825236,2.504116673,0.46192050244231,1.97509278505734,0.258506508119959,0.114796155080978,22.36604891,8.191785655,5.857799937,4.530183755,2.610095268,7.009454634,-1.486073495,0.569190988,-0.994968633,0.413134125,0.50252235,0.667493796,-0.514727774,2.236604891
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.718182,22100.09091,54142.18182,1.27,-0.127360810953117,-0.0840425505493325,-0.471130663056729,-0.150209030309084,-0.697137731943645,-6.296082267,-5.308350812,-5.710861119,2.13880827930016,0.869352438833796,0.339360901765694,-0.240057471696855,-0.370070556474718,0.158576434,-7.52456023,-6.611444264,-6.71024277,-7.056482136,-4.798682846,-7.721380675,-7.365172159,-6.477793431,-6.130237582,-5.835974515,-5.376989387,-5.940858902,-5.341329668,0.004789498,-1.08247373510069,-0.867309063020921,-1.53211798423297,-1.1863308520126,-1.42408634514239,0.437681308,2.032766371,3.798103023,1.1643715961823,-0.554100785081999,-0.484624666251012,-1.13348140394087,12.20914471,6.000500364,4.258989267,0.705367728,-2.117483637,2.271037078,-4.538563867,-2.502586233,-1.88306784,-0.299200438,-3.260694775,0.164149271,-1.993538738,1.220914471
