Location,Site,Section,sample,min_depth,max_depth,midpoint,depth,depth_err,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,SH20_mean_95CI,accrate,accrate_err,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Zn,Rb,Sr,Zr,Mo_inc,Mo_coh,inc_coh,Ln_inc_coh,coh_inc,Ln_coh_inc,Total_scatter,kcps_sd,cps_sd,MSE_sd,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_inc_sd,Mo_coh_sd,inc_coh_sd,Ln_inc_coh_sd,coh_inc_sd,Ln_coh_inc_sd,Total_scatter_sd,Water_Content_pc,Dry_mass_pc,Dry_mass_pc_err,LOI550_pc,LOI550_err,C_org,C_org_err,Ln_C_org,Ln_C_org_err,Volume_cm3,Volume_err_cm3,Wet_density_g_cm3,Dry_density_g_cm3,Dry_density_err_g_cm3,DMAR_g_cm2_yr,DMAR_err_g_cm2_yr-1,DMAR_err_pc
Bird Island,BI10,BI10.7,253,244.6,245.8,245.2,245.2,0.6,3532.6,3849.6,3714.6,3709,158.5,0.16685,0.00754,21229.30769,53753.61538,1.416153846,3.615384615,124.0769231,20.38461538,20.61538462,6052.307692,76.76923077,53.61538462,215.7692308,712.2307692,38399.76923,5757.153846,6.671160207,1.897529484,0.149978098,-1.897529485,44156.92308,603.1089433,1479.970638,0.093321886,4.992301766,14.82937141,16.35307546,18.62587117,972.2261726,60.24416133,49.73184503,93.77291173,125.7505161,781.2145623,89.44723412,0.159914904,0.023911526,0.003578228,0.023911525,799.1035041,85.92,14.08,0.7,82.39,4.12,41.2,2.06,3.718438256,0.185921913,5.5395,0.3351,1.1173,0.1574,0.0157,0.0263,0.0042,16.1
Bird Island,BI10,BI10.7,254,246.1,247.3,246.7,246.7,0.6,3541.2,3858.8,3723.6,3718,158.8,0.16706,0.00754,20865.07692,52590.61538,1.314615385,5.846153846,129.6923077,18.38461538,23.15384615,5491.615385,147.6153846,37.15384615,239.0769231,783.0769231,37855.46154,5761.384615,6.574848003,1.882967446,0.152181288,-1.882967446,43616.84615,437.3782615,986.7309274,0.055918897,8.284987969,15.18433741,10.92045834,10.30247668,750.8208329,54.04864855,46.01602285,74.69433439,102.347009,801.7255989,203.3599184,0.162908889,0.024821334,0.003783526,0.024821334,958.8959664,85.99,14.01,0.7,84.3,4.22,42.15,2.11,3.741234684,0.187283634,5.3135,0.3162,1.1583,0.1623,0.0162,0.0271,0.0043,16
Bird Island,BI10,BI10.7,255,247.5,248.7,248.1,248.1,0.6,3549.4,3871.4,3731.8,3726.4,161,0.16688,0.00761,21089.30769,53441.30769,1.284615385,6.615384615,130.2307692,18.07692308,21.46153846,5495.769231,152.6923077,37.30769231,282.2307692,805.3846154,38430.07692,5858.615385,6.562202946,1.88111264,0.15245304,-1.88111264,44288.69231,253.8015579,971.8679081,0.070547311,8.732491641,22.73453264,14.94691461,14.08081073,712.261791,42.15523814,51.59519457,106.2145265,89.76129313,350.494998,128.4591624,0.141130581,0.02152562,0.003284631,0.021525619,403.3266634,86.31,13.69,0.68,85.07,4.25,42.54,2.13,3.75044481,0.187786729,6.1254,0.3859,1.2201,0.167,0.0167,0.0279,0.0045,16.3
Bird Island,BI10,BI10.7,256,248.9,250,249.4,249.4,0.53,3554,3883.3,3738.6,3734.2,164.7,0.17196,0.00795,20572.75,51114.16667,1.350833333,8.083333333,132.9166667,18.66666667,23.25,3862.333333,24,39.58333333,278.3333333,773.8333333,38166.5,5718.166667,6.677859376,1.898504377,0.149836318,-1.898504378,43884.66667,278.7175582,1022.762021,0.077630633,6.052172162,25.92807651,12.59388981,17.26859999,617.3284573,27.5450045,65.92896774,109.4991352,82.23119662,510.9375518,139.7503185,0.169024322,0.025277703,0.003782359,0.025277702,558.7026097,85.92,14.08,0.7,87.08,4.35,43.54,2.18,3.773680056,0.188944017,5.7883,0.3676,1.0649,0.15,0.015,0.0258,0.0042,16.4
Bird Island,BI10,BI10.7,257,250.2,251.2,250.7,250.7,0.5,3564.7,3891.6,3745.5,3741.7,163.5,0.17621,0.00805,21676.8,54420.4,1.364,6.3,181.4,21.9,32.6,4995,11.7,62.1,306.5,825.2,39850.4,5948.4,6.70217719,1.902188837,0.14927811,-1.902188839,45798.8,407.5105452,1149.829379,0.117681302,6.717307662,48.102206,16.15515054,11.2269517,502.5331388,20.7634829,63.16372025,69.82557634,68.22804897,611.9201473,149.2337466,0.15563627,0.023290619,0.003488863,0.023290618,688.5207654,85.55,14.45,0.72,87.56,4.38,43.78,2.19,3.779177092,0.189045177,5.205,0.3201,1.1275,0.1629,0.0163,0.0287,0.0046,16.2
Bird Island,BI10,BI10.7,258,251.4,252.4,251.9,251.9,0.53,3575.1,3898.3,3752.7,3748.5,161.6,0.17639,0.00797,22646,57384.72727,1.518181818,8,226.5454545,23.81818182,24.27272727,7108.272727,7.636363636,33.90909091,300.3636364,763.8181818,40309.81818,6039.545455,6.676127962,1.898348374,0.149844401,-1.898348375,46349.36364,552.8734032,1581.624866,0.035726232,6.511528238,45.46947028,13.64417958,11.69693044,1007.669995,19.41274183,42.36143186,95.86790154,104.0084787,642.2673615,125.4570553,0.136168262,0.020453874,0.003073754,0.020453874,702.7346971,85.59,14.41,0.72,86.97,4.35,43.49,2.17,3.772531027,0.1882362,5.898,0.3775,1.0268,0.1479,0.0148,0.0261,0.0043,16.4
Bird Island,BI10,BI10.7,259,252.7,253.7,253.2,253.2,0.5,3585.5,3904.7,3759.8,3755.9,159.6,0.17647,0.00785,23187,58870.45455,1.395454545,10,196.1818182,36,29.09090909,6707.545455,1.090909091,85.09090909,261.4545455,859.4545455,41279,6347.636364,6.506311309,1.872504155,0.153779594,-1.872504156,47626.63636,519.0215795,1658.285643,0.086065514,8.087026648,41.09943596,18.52025918,15.15555704,898.5656752,3.618136135,77.56346375,92.75814103,114.8802539,582.3172675,167.9203816,0.157917728,0.024322396,0.003747602,0.024322396,669.9080941,84.45,15.55,0.78,86.09,4.3,43.05,2.15,3.762362231,0.187899624,4.9063,0.2944,1.1429,0.1777,0.0178,0.0314,0.005,16
Bird Island,BI10,BI10.7,260,253.9,254.9,254.4,254.4,0.5,3590.5,3910.2,3766.3,3762.7,159.8,0.17621,0.00783,22618.72727,56656.72727,1.373636364,14.18181818,205.5454545,30.27272727,24.27272727,5462.181818,3.636363636,19.81818182,287.9090909,825.6363636,40864.27273,6191,6.604529126,1.887357367,0.151531459,-1.887357367,47055.27273,583.3594245,1951.1265,0.075534459,22.21179048,30.23363569,13.23700048,16.66787874,1148.09066,9.244162777,43.97457943,85.24958011,72.27347055,946.4323632,193.3954498,0.196248293,0.029546493,0.004452956,0.029546493,1049.206375,82.49,17.51,0.88,84.18,4.21,42.09,2.1,3.739810183,0.186590672,5.4091,0.3381,1.0844,0.1899,0.019,0.0335,0.0054,16.3
Bird Island,BI10,BI10.7,261,255.1,256,255.6,255.6,0.45,3598,3919.3,3772.9,3769.5,160.7,0.17657,0.00784,23318.6,59147,1.384,14.4,278.9,26.1,35.2,6161,12.9,53.1,291.2,846.1,42147.3,6450.2,6.536036688,1.876994625,0.153100292,-1.876994624,48597.5,1191.693771,3169.037218,0.113352939,12.13076896,31.74359078,20.77097334,13.07924565,919.9185954,32.240244,44.16245263,67.65566413,136.1016369,1981.964348,292.2456349,0.179687302,0.027263091,0.004138105,0.027263091,2230.31987,84.46,15.54,0.78,85.69,4.28,42.84,2.14,3.757472246,0.187698193,4.7759,0.2913,1.1272,0.1751,0.0175,0.0309,0.005,16.1
Bird Island,BI10,BI10.7,262,256.2,257.2,256.7,256.7,0.5,3605.5,3926.7,3778.8,3775.7,160.6,0.17621,0.00784,22537.36364,56027.63636,1.337272727,13.63636364,282.1818182,31.45454545,32.72727273,5084.636364,25,34.18181818,266,816.1818182,40726.45455,6186.545455,6.585959045,1.884600299,0.151941892,-1.8846003,46913,673.4928764,1144.410789,0.094983252,12.77711022,31.29798135,14.09513133,20.63536241,555.3093323,30.2191992,43.992768,113.7760959,111.3129087,883.5896518,161.9786181,0.1791267,0.027406845,0.004196767,0.027406844,953.0041973,85.08,14.92,0.75,85.91,4.3,42.95,2.15,3.760036648,0.188220694,5.5127,0.3473,0.9605,0.1433,0.0143,0.0253,0.0041,16.3
Bird Island,BI10,BI10.7,263,257.4,258.4,257.9,257.9,0.5,3612.6,3934.5,3785.4,3782.5,160.9,0.17647,0.00785,22879.27273,57004.90909,1.366363636,13.72727273,267.1818182,32,30,5621,5.181818182,22.81818182,278.8181818,868.8181818,41053.72727,6197.181818,6.627901226,1.891054316,0.15094814,-1.891054317,47250.90909,820.2158363,1812.216293,0.064849476,9.757980417,46.67080068,14.25482374,20.62037827,473.7737857,10.22563623,31.72953886,74.13746446,141.2415082,1101.750161,223.7935737,0.149869106,0.022719862,0.003445887,0.022719864,1282.746308,85.29,14.71,0.74,86.42,4.32,43.21,2.16,3.76607195,0.188260019,5.0049,0.3028,1.0963,0.1613,0.0161,0.0285,0.0046,16.1
Bird Island,BI10,BI10.7,264,258.7,259.6,259.1,259.1,0.47,3619.3,3944.2,3792.7,3789.3,162.5,0.17467,0.00781,23085.4,58778.1,1.294,6,241,29.9,38.2,7011,19.1,44.4,330.3,845.2,41012.6,6279.6,6.532268956,1.876569314,0.153142995,-1.876569315,47292.2,615.2100274,2006.507771,0.062396581,7.498147919,30.60864076,15.11768648,33.52876046,1373.49635,19.24953102,49.37205687,90.04449517,53.59477586,726.8518418,109.1697964,0.132079031,0.02030778,0.003123959,0.020307781,769.4790157,85.15,14.85,0.74,87.32,4.37,43.66,2.18,3.776432351,0.188562128,4.2955,0.247,1.1059,0.1642,0.0164,0.0287,0.0045,15.8
Bird Island,BI10,BI10.7,265,259.8,260.7,260.3,260.3,0.45,3627.3,3953.8,3798.9,3796.2,163.2,0.16949,0.00758,22438.5,58250.1,1.351,10.6,206.1,28.6,35.1,8545.2,59.6,41,205.3,765.3,39483.7,6082,6.493763283,1.87072695,0.154029269,-1.87072695,45565.7,281.1785712,909.8248244,0.073552702,8.275801405,41.11082582,14.12798641,23.56763317,825.7012912,46.98510402,37.37497677,62.66320912,93.32386857,531.8867987,144.3698953,0.104369869,0.015971618,0.002444786,0.015971618,650.1685337,85.54,14.46,0.72,86.78,4.34,43.39,2.17,3.770229,0.188554896,4.3278,0.2532,1.2336,0.1784,0.0178,0.0302,0.0048,15.9
Bird Island,BI10,BI10.7,266,261,261.9,261.4,261.4,0.47,3638.3,3957.5,3804.8,3802.7,159.6,0.16973,0.00743,22281.1,58218,1.351,11.8,219,38.4,38.9,8679,27,36.6,258.5,800.2,39425.9,5971.5,6.604192197,1.887522439,0.1514744,-1.887522439,45397.4,767.9536227,2429.016628,0.094686618,9.21110441,45.77481112,17.95178728,11.4061387,1175.817068,31.04834939,41.65253094,55.75990196,66.682998,1004.890315,175.376579,0.132302083,0.020165774,0.003074685,0.020165774,1141.120911,83.88,16.12,0.81,86.45,4.32,43.23,2.16,3.766534699,0.188196043,4.6609,0.2773,1.2328,0.1987,0.0199,0.0337,0.0054,16
Bird Island,BI10,BI10.7,267,262.1,263.1,262.6,262.6,0.5,3648.1,3964.1,3811.4,3809.8,158,0.16973,0.00736,22447.81818,59049.09091,1.345454545,14.54545455,312.1818182,50.36363636,26.81818182,9374.090909,29.09090909,60.72727273,299.0909091,808.1818182,39320.36364,5996.090909,6.557546235,1.880403601,0.152560896,-1.880403601,45316.45455,745.2985735,2522.050374,0.062026387,13.72853697,31.28519836,22.13717564,20.7837349,1494.332657,38.34437259,55.20342545,71.17928708,82.66900046,1445.324135,176.3714572,0.142158723,0.021623006,0.003290381,0.021623006,1591.570882,86.69,13.31,0.67,80.08,4,40.04,2,3.689878954,0.184309638,4.712,0.278,1.0515,0.1399,0.014,0.0237,0.0038,15.9
Bird Island,BI10,BI10.7,268,263.3,264.3,263.8,263.8,0.5,3656.8,3969,3817.5,3816.8,156.1,0.16949,0.00725,21239.90909,56953.54545,1.319090909,9.909090909,309.5454545,35.36363636,39,10866.36364,74.27272727,59,344.5454545,677.5454545,36013.36364,5801,6.212367095,1.826268258,0.161057449,-1.826268258,41814.36364,805.322973,3793.80069,0.105494507,10.80235665,43.4036027,25.93172855,14.6355731,3994.314316,79.12785971,46.03259715,76.06886832,118.9397861,1148.677089,254.8827181,0.15236033,0.024548895,0.003957948,0.024548895,1368.535222,85.68,14.32,0.72,83.22,4.16,41.61,2.08,3.728340523,0.186372225,4.1527,0.2325,1.1765,0.1684,0.0168,0.0285,0.0045,15.6
Bird Island,BI10,BI10.7,269,264.6,265.6,265.1,265.1,0.5,3668.5,3975.8,3824.5,3824.5,153.7,0.16973,0.00714,21396.72727,66636.81818,1.417272727,11.90909091,245.1818182,32.72727273,40.72727273,23979,241.6363636,27.36363636,221.8181818,667.2727273,33065.27273,5399.727273,6.127827294,1.812467808,0.163312111,-1.812467807,38465,482.1549732,2962.180711,0.050217708,8.882055454,41.01418823,12.46668287,19.27740081,2568.075817,114.8375137,38.99044172,104.2236232,77.74842881,926.5627978,208.0428278,0.174691417,0.028686527,0.004716739,0.028686526,1078.163531,85.23,14.77,0.74,76.84,3.84,38.42,1.92,3.648578157,0.182333942,4.0629,0.2255,1.1453,0.1692,0.0169,0.0287,0.0045,15.6
Bird Island,BI10,BI10.7,270,265.8,266.8,266.3,266.3,0.5,3678.2,3987.3,3830.5,3831.6,154.5,0.16973,0.00716,21653.81818,67163.09091,1.385454545,3.272727273,206.6363636,27,32.27272727,23941.45455,86.18181818,11.81818182,199.5454545,686.7272727,33913.90909,5470.909091,6.200533454,1.824473383,0.161328618,-1.824473383,39384.81818,441.4181279,4047.59636,0.098728277,4.100997661,21.99214736,19.32873509,14.92039483,3983.925586,48.54651003,26.60006835,40.9594034,90.9264438,310.7344379,93.46170825,0.117208421,0.018862226,0.003036756,0.018862226,328.8394192,84.84,15.16,0.76,81.12,4.06,40.56,2.03,3.702782359,0.185321701,3.7135,0.1987,1.1179,0.1695,0.017,0.0288,0.0044,15.4
Bird Island,BI10,BI10.7,271,267,268,267.5,267.5,0.5,3683.6,3998.2,3837.3,3838.7,157.3,0.16949,0.00726,20938.72727,61362,1.385454545,6.181818182,217.1818182,24,30,17880.72727,138.5454545,19.81818182,228.3636364,634.4545455,34199.36364,5456.727273,6.268735081,1.835433343,0.15956697,-1.835433343,39656.09091,444.4882655,1668.092563,0.121273545,9.978157964,28.23408643,16.22960258,18.62256696,1593.275814,42.06034626,43.7762908,49.79612982,97.47857573,540.8430961,111.332916,0.110301974,0.017644522,0.002823209,0.017644523,608.8217234,85.68,14.32,0.72,83.02,4.15,41.51,2.08,3.725934362,0.186700638,4.3352,0.2471,1.0388,0.1488,0.0149,0.0252,0.004,15.7
Bird Island,BI10,BI10.7,272,268.2,269.2,268.7,268.7,0.5,3694.6,4011.3,3843.5,3845.7,158.3,0.16973,0.0073,21388.18182,64876.45455,1.346363636,7.545454545,248.2727273,29.36363636,38.90909091,20709.45455,315.2727273,25.54545455,249.9090909,722.7272727,34382.45455,5462.727273,6.294953965,1.839619424,0.158898526,-1.839619424,39845.18182,954.8189167,4434.766744,0.094156543,10.97600689,48.42125754,14.23567861,14.86912604,3422.581755,42.75532928,34.55535743,38.71551251,68.91166942,889.5108053,145.6654324,0.10560501,0.016874851,0.002697069,0.01687485,1009.452705,84,16,0.8,82.39,4.12,41.2,2.06,3.718438256,0.185921913,4.5216,0.2623,1.0132,0.1621,0.0162,0.0275,0.0043,15.8
Bird Island,BI10,BI10.7,273,269.4,270.4,269.9,269.9,0.47,3700.5,4021.1,3850.4,3852.8,160.3,0.15113,0.00655,23304,66140.4,1.412,12.9,279.7,39.3,40.8,17815.1,192,27.9,312.2,758.2,37767.1,5928.5,6.37254519,1.851655279,0.157031768,-1.851655278,43695.6,580.8818966,2619.336608,0.109219453,10.02718527,58.3439038,15.50662941,22.52800726,2091.660077,136.9671493,63.99730897,91.68036261,112.6714003,778.0384809,118.1498578,0.174974223,0.027725234,0.004395825,0.027725235,795.2176781,84.12,15.88,0.79,83.18,4.16,41.59,2.08,3.727859754,0.186437804,4.4764,0.2619,0.9832,0.1561,0.0156,0.0236,0.0037,15.9
Bird Island,BI10,BI10.7,274,270.6,271.6,271.1,271.1,0.5,3713.2,4026.5,3856.3,3860.7,156.7,0.14963,0.00635,22596.3,62481.3,1.332,7.6,254.4,25.3,27.8,13940.5,199.3,64.2,298.9,786.5,38016.6,5963.4,6.374778508,1.851795564,0.157043543,-1.851795566,43980,1271.774705,5264.163246,0.059217115,7.336363011,45.22830972,25.58232897,23.92023783,3151.69955,84.89477147,70.31642767,90.78845986,89.68618127,2108.036063,251.3015895,0.221712013,0.035233011,0.005604702,0.035233011,2308.651747,84.68,15.32,0.77,83.65,4.18,41.82,2.09,3.733374694,0.186579462,4.712,0.278,0.935,0.1432,0.0143,0.0214,0.0034,15.9
Bird Island,BI10,BI10.7,275,271.8,272.8,272.3,272.3,0.47,3721.9,4032.2,3863.8,3868.8,155.2,0.14981,0.00627,22789.90909,62243.72727,1.392727273,9.454545455,209.1818182,23,35,12496.45455,535.3636364,47.63636364,257.7272727,702.0909091,38969.36364,6078.636364,6.416119747,1.85846587,0.15596621,-1.85846587,45048,832.4739581,1907.660352,0.113409956,10.23096903,27.26469579,12.97690256,19.73322072,1533.192771,91.6670854,61.39262615,77.59650882,90.99830168,1516.693329,311.4319421,0.17686028,0.027702679,0.004342123,0.027702678,1786.256589,85.71,14.29,0.71,83.45,4.17,41.73,2.09,3.731220295,0.186873962,3.7754,0.2058,1.1853,0.1694,0.0169,0.0254,0.0039,15.5
Bird Island,BI10,BI10.7,276,273,274,273.5,273.5,0.5,3731.8,4039.3,3871.1,3876.8,153.7,0.14963,0.00621,24035.45455,64720.72727,1.327272727,12.63636364,245.8181818,29.27272727,23.18181818,11778.09091,466.7272727,24.81818182,304.2727273,871.8181818,41615.81818,6473.090909,6.4339701,1.86105726,0.155592152,-1.86105726,48088.90909,419.9338909,1796.987428,0.056407607,10.8099281,26.73132313,16.77552329,15.05203097,1470.426568,61.5923549,34.8075227,84.66651157,86.69235051,671.5818369,180.6773116,0.219488937,0.034383347,0.005391973,0.034383347,666.6992507,85.31,14.69,0.73,83.06,4.15,41.53,2.08,3.726416058,0.186634852,4.8086,0.2861,1.1475,0.1686,0.0169,0.0252,0.004,16
Bird Island,BI10,BI10.7,277,274.2,275.2,274.7,274.7,0.5,3739.7,4045.8,3879.5,3884.8,153,0.14963,0.00617,22955.90909,57468.90909,1.343636364,10.72727273,260.2727273,34.18181818,38.09090909,5846.363636,185.3636364,31.63636364,259,857.4545455,41025.45455,6288.727273,6.526633914,1.87570162,0.153276854,-1.875701621,47314.18182,545.1699652,1845.008263,0.072148836,9.529857387,33.35892957,21.14151452,17.39801452,1596.119311,95.14438788,37.3905676,66.13017466,100.4354157,652.4822394,182.8409642,0.132500761,0.020494361,0.003171454,0.020494361,795.0212347,85.66,14.34,0.72,84.72,4.24,42.36,2.12,3.746204521,0.187487101,4.4279,0.2546,1.1809,0.1693,0.0169,0.0253,0.004,15.8
Bird Island,BI10,BI10.7,278,275.4,276.4,275.9,275.9,0.5,3747.5,4054.8,3886.9,3892.8,153.6,0.14977,0.00618,22943.27273,60752.36364,1.358181818,10.45454545,220.2727273,31,24.81818182,10713,347.0909091,22.18181818,259.5454545,739.4545455,39557,6187.636364,6.397844732,1.855623879,0.15640691,-1.855623879,45744.63636,587.543716,2083.15056,0.091084376,8.948336565,50.81159495,24.47856205,19.94401254,1953.592639,105.648904,38.32967044,119.8985935,75.78438314,687.7867402,217.5514986,0.176341723,0.027083431,0.004164564,0.02708343,851.9169294,85.94,14.06,0.7,84.7,4.23,42.35,2.12,3.745968421,0.187519553,5.0049,0.3028,1.2017,0.169,0.0169,0.0253,0.0041,16.1
Bird Island,BI10,BI10.7,279,276.7,277.7,277.2,277.2,0.5,3752,4063.7,3895.5,3901.5,155.8,0.14963,0.00625,23170.54545,61415.72727,1.404545455,13.90909091,227.7272727,32.27272727,29,11318,314.6363636,40.54545455,261.1818182,766.3636364,39556.81818,6190.545455,6.391702987,1.854861455,0.156496501,-1.854861455,45747.36364,401.6315136,1362.234862,0.061051394,10.22207949,28.45379029,15.95049159,17.65785944,1135.406271,53.92452638,46.33651613,122.9616348,108.476977,477.3126477,134.2299249,0.111668015,0.017522416,0.002750132,0.017522416,566.4320388,85.56,14.44,0.72,82.37,4.12,41.19,2.06,3.718195508,0.18595491,4.9063,0.2944,1.1851,0.1711,0.0171,0.0256,0.0041,16
Bird Island,BI10,BI10.7,280,277.9,278.9,278.4,278.4,0.5,3765.5,4076.2,3903,3909.5,155.3,0.14981,0.00622,22731,61159.09091,1.427272727,11.18181818,211.3636364,34.63636364,38.18181818,12464.54545,328.5454545,31.72727273,287.0909091,804.2727273,38471.54545,5968.272727,6.450708215,1.863677779,0.155181694,-1.863677778,44439.81818,786.8652998,2228.895262,0.117566229,10.1470999,25.562757,14.20755241,19.64086649,1350.368865,52.04491068,39.11033344,81.97860031,106.5524199,830.8222871,182.9257177,0.215096437,0.033681321,0.005280962,0.033681321,888.3386537,84.86,15.14,0.76,84.07,4.2,42.03,2.1,3.738383649,0.186785764,4.2434,0.2398,1.3676,0.207,0.0207,0.031,0.0049,15.7
Bird Island,BI10,BI10.7,281,279.1,280.1,279.6,279.6,0.5,3771.8,4087.3,3910.3,3917.5,157.8,0.12685,0.00534,23218.90909,62866.72727,1.409090909,6.727272727,218.2727273,27.09090909,39.09090909,12710.09091,357.2727273,37,312,777.3636364,39445.36364,6240.272727,6.325172972,1.844111807,0.15823227,-1.844111808,45685.63636,562.9538977,1389.231521,0.074626342,6.929515266,13.40217079,14.63867853,19.1700524,723.3257156,62.17087889,41.86167699,101.8813035,81.20008957,950.1290726,202.5803993,0.194694744,0.03050861,0.004784472,0.03050861,1059.084819,84.11,15.89,0.79,83.68,4.18,41.84,2.09,3.73385282,0.186514159,5.1045,0.3114,1.2268,0.1949,0.0195,0.0247,0.004,16.1
Bird Island,BI10,BI10.7,282,280.3,281.3,280.8,280.8,0.5,3778.7,4097.1,3920,3927,159.2,0.11788,0.00499,22754.27273,62100.72727,1.374545455,13.27272727,264.6363636,33.18181818,27.72727273,13339.81818,369.3636364,28.81818182,277.3636364,716.8181818,38416.63636,5955.636364,6.460008523,1.865003245,0.154991107,-1.865003245,44372.27273,362.4980251,1550.062908,0.063775173,10.78045369,37.26197184,16.11097875,11.70547657,1684.159542,139.001635,50.51894334,87.72487985,113.1590192,767.9366214,279.7714327,0.242272421,0.036979223,0.00565106,0.036979225,983.3537604,84.16,15.84,0.79,83.63,4.18,41.82,2.09,3.733374694,0.186579462,4.712,0.278,1.2326,0.1952,0.0195,0.023,0.0037,15.9
Bird Island,BI10,BI10.7,283,281.5,282.5,282,282,0.47,3787.3,4109.2,3930.7,3937.2,161,0.11799,0.00502,22218.63636,61073.36364,1.360909091,9.727272727,237.1818182,28.09090909,25.63636364,13118.81818,353.2727273,45.09090909,251.2727273,775,37568.45455,5972.636364,6.291472275,1.838972165,0.159016823,-1.838972166,43541.09091,688.6757252,1938.708966,0.056648839,8.186463328,37.83072344,16.2508741,16.04539016,1731.123844,107.6885239,55.95079007,88.12387975,61.26826258,1451.835002,228.1995937,0.138124153,0.022244198,0.003584174,0.022244197,1646.387102,83.06,16.94,0.85,82.36,4.12,41.18,2.06,3.717952702,0.18598792,4.583,0.2708,1.1779,0.1996,0.02,0.0235,0.0037,15.9
Bird Island,BI10,BI10.7,284,282.7,283.7,283.2,283.2,0.5,3797.1,4120,3941.2,3947.3,161.4,0.11788,0.00503,22470.63636,63215.27273,1.381818182,6,209.7272727,40.63636364,33.90909091,15416.72727,351.2727273,35.27272727,245.4545455,725.0909091,37498.54545,6017.090909,6.233031656,1.829778026,0.160462795,-1.829778026,43515.63636,411.3495527,2078.042352,0.071668428,6.884765791,34.32226947,19.17431995,19.38274772,2259.63077,115.6002517,66.404956,79.54415583,117.7577637,368.7216738,99.67893915,0.085119744,0.013661359,0.002192936,0.013661359,432.8704824,84.12,15.88,0.79,82.17,4.11,41.08,2.05,3.715521385,0.185414285,4.9063,0.2944,1.2073,0.1917,0.0192,0.0226,0.0036,16
Bird Island,BI10,BI10.7,285,283.9,284.9,284.4,284.4,0.47,3801.3,4136,3951.3,3957.5,167.4,0.11788,0.00518,23101.27273,65644.54545,1.434545455,13.36363636,239.9090909,44.18181818,32.27272727,17328.45455,249.3636364,9.090909091,241.7272727,783.1818182,37936.18182,6104.636364,6.215415415,1.826800066,0.160964713,-1.826800066,44040.81818,568.712773,2489.013715,0.076205464,12.31481,29.51086087,20.2574341,21.85447739,1747.278934,64.75071077,15.74455173,102.2888957,94.2293141,1006.523206,147.892713,0.141351725,0.022554306,0.003600745,0.022554306,1103.729117,84.55,15.45,0.77,82.53,4.13,41.27,2.06,3.720135844,0.185691297,4.1184,0.2327,1.2857,0.1987,0.0199,0.0234,0.0037,15.7
Bird Island,BI10,BI10.7,286,285.1,286.1,285.6,285.6,0.5,3807.6,4154.6,3961.7,3967.7,173.5,0.11799,0.00537,23313.36364,67230.63636,1.371818182,3.272727273,230.9090909,40.90909091,36.18181818,19117.72727,143.7272727,46.18181818,236,769.3636364,37909,6009.090909,6.310884863,1.842042529,0.158530654,-1.842042529,43918.09091,802.3595544,3057.406753,0.094214456,5.605192398,25.89770085,22.69120775,15.55518037,2016.037901,54.33799943,57.3041328,101.0781876,66.67424199,1257.647327,225.2431817,0.142429324,0.022703965,0.003620613,0.022703966,1445.061207,85.57,14.43,0.72,82.06,4.1,41.03,2.05,3.714303506,0.185579386,4.4279,0.2546,1.2617,0.1821,0.0182,0.0215,0.0034,15.8
Bird Island,BI10,BI10.7,287,286.3,287.3,286.8,286.8,0.47,3813.5,4171.7,3971.3,3977.9,179.1,0.11785,0.0055,22842.77778,64475.11111,1.346666667,10.11111111,242.3333333,36,21.88888889,16125.77778,68.55555556,35.22222222,310.4444444,830,37975.88889,5998.333333,6.3319998,1.845330984,0.158017973,-1.845330985,43974.22222,910.6152834,4735.789043,0.07566373,9.739666889,45.38722287,18.54049622,17.33814036,4135.345928,72.02275875,31.68113704,104.716416,121.5812486,1310.1632,176.8078053,0.160556824,0.025315009,0.003993279,0.025315009,1437.789864,84.96,15.04,0.75,83.98,4.2,41.99,2.1,3.737431495,0.186916079,4.4764,0.2619,1.2445,0.1871,0.0187,0.0221,0.0035,15.9
Bird Island,BI10,BI10.8,295,287.6,288.7,288.2,288.2,0.53,3819.5,4199.1,3981,3989.7,189.8,0.11799,0.00583,20848.25,66520,1.470833333,8,210,40.41666667,33.41666667,25758,211.3333333,26.41666667,253.3333333,608.4166667,31334.91667,5442.916667,5.75994133,1.750469987,0.173771729,-1.750469986,36777.83333,604.6598029,3935.337782,0.12236,6.193838581,37.69977092,21.06897043,15.8771324,4106.9406,57.84200005,37.20082681,61.2065554,68.61414953,527.1305614,108.3776716,0.181981258,0.031586492,0.005489104,0.031586492,486.6532896,83.11,16.89,0.84,79.77,3.99,39.89,1.99,3.686125666,0.183890451,5.049,0.3029,1.0364,0.1751,0.0175,0.0207,0.0033,16
