Location,Site,Section,sample,min_depth,max_depth,midpoint,depth,depth_err,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,SH20_mean_95CI,accrate,accrate_err,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Zn,Rb,Sr,Zr,Mo_inc,Mo_coh,inc_coh,Ln_inc_coh,coh_inc,Ln_coh_inc,Total_scatter,kcps_sd,cps_sd,MSE_sd,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_inc_sd,Mo_coh_sd,inc_coh_sd,Ln_inc_coh_sd,coh_inc_sd,Ln_coh_inc_sd,Total_scatter_sd,Water_Content_pc,Dry_mass_pc,Dry_mass_pc_err,LOI550_pc,LOI550_err,C_org,C_org_err,Ln_C_org,Ln_C_org_err,Volume_cm3,Volume_err_cm3,Wet_density_g_cm3,Dry_density_g_cm3,Dry_density_err_g_cm3,DMAR_g_cm2_yr,DMAR_err_g_cm2_yr-1,DMAR_err_pc
Bird Island,BI10,BI10.3,103,102.1,103.1,102.6,102.6,0.5,1348.4,1604.3,1449,1461.2,128,0.04192,0.00388,23245.54545,55669.27273,1.456363636,11.63636364,211.5454545,38.36363636,37.63636364,1220.454545,16.63636364,63.54545455,423.8181818,890.2727273,43572.81818,6486.909091,6.719611736,1.904859518,0.148868803,-1.904859518,50059.72727,297.3191429,879.9261436,0.088235223,10.60445875,38.24490459,13.35120015,15.9954539,290.1821372,26.65060122,68.29840941,86.18099348,167.1514827,606.7468695,166.1742787,0.130745669,0.019353484,0.002865767,0.019353484,729.783268,84.25,15.75,0.79,85.19,4.26,42.59,2.13,3.751619484,0.187625018,5.9366,0.3859,1.1251,0.1772,0.0177,0.0074,0.0012,16.5
Bird Island,BI10,BI10.3,104,103.2,104.2,103.7,103.7,0.48,1358.4,1649.2,1476.6,1487.4,145.4,0.04191,0.00429,23485.90909,56468.36364,1.455454545,19.63636364,254.2727273,62.90909091,50.54545455,1610.090909,24.72727273,59.54545455,547.2727273,914.3636364,43429,6444.272727,6.741645206,1.908147997,0.148378059,-1.908147997,49873.27273,239.911423,960.8919058,0.080667668,18.67764828,55.96086295,77.92747211,9.595453469,562.2788373,30.60748572,72.52911641,137.9138071,104.60332,552.6917767,162.0747302,0.124811307,0.018531417,0.002752184,0.018531417,676.2464182,83.17,16.83,0.84,84.12,4.21,42.06,2.1,3.73909717,0.186688161,5.3363,0.3362,1.135,0.191,0.0191,0.008,0.0013,16.3
Bird Island,BI10,BI10.3,105,104.4,105.4,104.9,104.9,0.5,1366.3,1717.8,1504.8,1516,175.7,0.0419,0.00506,22313.09091,54621.63636,1.522727273,27,236.8181818,97,63.54545455,2843.363636,10.27272727,221.8181818,742.0909091,867,40621.27273,6303.727273,6.444819857,1.86177253,0.155630203,-1.86177253,46925,1128.335629,2697.7209,0.119924218,16.78094157,62.69899231,85.24318155,28.570487,1414.61297,22.30735712,173.4276899,181.2017961,139.4546521,3007.795009,309.0485693,0.37106643,0.057497022,0.008923076,0.057497022,3211.682705,83.49,16.51,0.83,87.19,4.36,43.6,2.18,3.77505715,0.188752858,6.2648,0.4166,1.1374,0.1878,0.0188,0.0079,0.0013,16.7
Bird Island,BI10,BI10.3,106,105.5,106.5,106,106,0.5,1371.5,1779.8,1528.3,1542.3,204.1,0.04191,0.00575,23954.09091,56819.09091,1.463636364,10.81818182,272.6363636,41.72727273,49.63636364,1437.818182,4,33.27272727,470.0909091,837.4545455,44491.09091,6499,6.84897637,1.923887524,0.146069016,-1.923887522,50990.09091,294.4742619,1141.524547,0.08476706,8.494918267,39.62139,30.61075272,23.06630758,309.987683,9.176055798,36.95156535,93.03166616,68.08283724,700.4821846,181.7124101,0.147872002,0.021575093,0.003148852,0.021575092,830.0087294,84.86,15.14,0.76,82.22,4.11,41.11,2.06,3.716251401,0.18621936,5.205,0.3201,1.2213,0.185,0.0185,0.0078,0.0013,16.2
Bird Island,BI10,BI10.3,107,106.7,107.7,107.2,107.2,0.52,1377.3,1854.8,1551.7,1570.9,238.7,0.04191,0.00657,23464,56592.45455,1.347272727,9.363636364,275.4545455,35.36363636,38.27272727,2337.454545,12.72727273,54.54545455,554.3636364,885.5454545,43058.45455,6370.363636,6.761749787,1.911000187,0.147973688,-1.911000187,49428.81818,543.7944465,1554.609814,0.070723533,8.09039835,44.92741621,15.41604831,18.95305204,1073.050173,24.49935064,57.67904929,90.04140462,116.1484943,788.5266468,148.5727248,0.168922536,0.024839532,0.003654839,0.024839531,848.1677686,82.9,17.1,0.85,87.01,4.35,43.51,2.18,3.772990797,0.18903976,6.4621,0.4297,1.2247,0.2094,0.0209,0.0088,0.0015,16.7
Bird Island,BI10,BI10.3,108,107.9,108.9,108.4,108.4,0.5,1381.9,1931.1,1574.4,1599.5,274.6,0.04192,0.00739,21230.18182,50979.09091,1.317272727,6.818181818,220.2727273,35.72727273,45.18181818,2768,35.81818182,69,423.8181818,776.2727273,37859.45455,5861.818182,6.455651187,1.864391568,0.155078688,-1.864391569,43721.27273,1076.342679,2777.25474,0.067983955,7.626508793,33.59788954,15.45374329,10.86110659,2174.04172,36.41103729,75.50231785,83.76612463,102.729831,3051.008075,377.6381385,0.226562906,0.035308253,0.005509373,0.035308254,3397.331073,83.06,16.94,0.85,87.19,4.36,43.59,2.18,3.774827766,0.188784688,5.5127,0.3473,1.1736,0.1988,0.0199,0.0083,0.0014,16.3
Bird Island,BI10,BI10.3,109,109,110,109.5,109.5,0.5,1385.9,2002.3,1596.5,1625.8,308.2,0.04167,0.00809,20758.90909,64888.81818,1.471818182,6.909090909,250,31.63636364,36.45454545,23539.81818,436.6363636,43,304.4545455,598.9090909,31484.09091,5352.090909,5.883158052,1.771908709,0.170039884,-1.771908709,36836.18182,450.5351162,4559.767951,0.080475857,5.629467923,40.40792002,23.94691098,21.71342274,5141.157279,180.1101178,67.87193824,81.70723791,86.46901705,1243.784905,196.5815121,0.118226474,0.020213569,0.00345755,0.020213569,1416.661838,81.89,18.11,0.91,80.4,4.02,40.2,2.01,3.693866996,0.18469335,5.5127,0.3473,1.2027,0.2178,0.0218,0.0091,0.0015,16.3
Bird Island,BI10,BI10.3,110,110.2,111.2,110.7,110.7,0.5,1411,2042.7,1623.7,1654.6,315.8,0.04149,0.00811,21264.27273,66148.63636,1.453636364,5.181818182,184.2727273,34.90909091,44.90909091,24266.09091,481.5454545,13.18181818,342.9090909,664.9090909,32128.54545,5416.454545,5.932207502,1.779981168,0.168712,-1.779981168,37545,550.6672481,2837.812865,0.092765589,6.705492999,16.84690422,16.6640604,15.63620507,2034.902379,61.33084646,27.02154023,65.04376149,102.0229921,1472.234449,202.2351916,0.178495678,0.030293669,0.005145704,0.03029367,1629.159783,82.94,17.06,0.85,79.31,3.97,39.66,1.98,3.680343123,0.183738764,5.5127,0.3473,1.3083,0.2232,0.0223,0.0093,0.0015,16.3
Bird Island,BI10,BI10.3,111,111.4,112.4,111.9,111.9,0.5,1439.5,2053.3,1658.2,1683.5,306.9,0.04149,0.00775,21577.27273,65076.81818,1.496363636,8.181818182,179.4545455,28.36363636,39.18181818,21745.18182,176.0909091,47,287.2727273,635.7272727,33835.81818,5640.636364,6.001075181,1.79163174,0.166739497,-1.79163174,39476.45455,213.1253579,3130.409201,0.106044588,7.678778312,37.25416389,23.50009671,12.33546255,3288.91325,100.8101726,62.22057538,74.56955265,88.88204645,449.755004,114.8836566,0.155357049,0.026033054,0.004364114,0.026033055,446.4236471,83.2,16.8,0.84,81.3,4.07,40.65,2.03,3.704998836,0.185022082,4.8086,0.2861,1.5356,0.2579,0.0258,0.0107,0.0017,16
Bird Island,BI10,BI10.3,112,112.5,113.6,113,113,0.52,1455.3,2065.9,1689.8,1710,305.3,0.04149,0.0076,22100.33333,65107,1.443333333,4.75,165.5,26.41666667,46.41666667,19320.83333,17,44.75,266.1666667,750.25,36015.16667,5819.833333,6.191360336,1.822800698,0.161628571,-1.822800698,41835,269.7235397,1638.76489,0.112195716,6.770591488,33.60059523,11.5243484,15.38274318,1432.183319,23.93931722,62.52435889,100.6468473,60.00776465,705.5244127,150.9580516,0.174069617,0.02764174,0.004395365,0.027641741,762.5198656,84.17,15.83,0.79,82.65,4.13,41.33,2.07,3.721588629,0.186394591,6.578,0.4407,1.1776,0.1864,0.0186,0.0077,0.0013,16.7
Bird Island,BI10,BI10.3,113,113.7,114.8,114.3,114.3,0.52,1469.6,2083.9,1729.7,1741.3,307.1,0.04148,0.00751,23117.08333,62732,1.4025,2.583333333,179.1666667,21.91666667,35.33333333,12689.5,0.272727273,39.83333333,226.8333333,784.5833333,39544.5,6166.5,6.415369753,1.858275285,0.156007122,-1.858275285,45711,607.6698353,1821.910486,0.069690876,3.964807305,28.46954779,16.46184753,25.11549081,2898.702609,0.904534034,53.17352953,107.4843188,64.88935805,1585.937606,242.1357621,0.19444078,0.030326895,0.004733691,0.030326895,1765.459816,85.05,14.95,0.75,85.04,4.25,42.52,2.13,3.749974553,0.1878515,4.5519,0.2617,1.6896,0.2526,0.0253,0.0105,0.0017,15.8
Bird Island,BI10,BI10.3,114,114.9,115.9,115.4,115.4,0.5,1478,2097.5,1762.7,1767.9,309.7,0.04149,0.00745,23787.45455,60059.36364,1.378181818,8.545454545,203.5454545,30.63636364,33.09090909,7030.181818,1.545454545,32,219.7272727,866.5454545,42366.36364,6354.727273,6.669203905,1.897334846,0.149992787,-1.897334845,48721.09091,242.6974922,721.0602295,0.096209998,9.201778484,31.02374457,21.72681628,13.0648731,810.6680971,5.125692858,44.28769581,87.07593342,82.28774348,428.9103106,141.9909088,0.126889764,0.019122522,0.002882752,0.019122522,516.1853261,86.16,13.84,0.69,85,4.25,42.5,2.13,3.749504076,0.187916322,3.9741,0.2186,1.9895,0.2754,0.0275,0.0114,0.0018,15.5
Bird Island,BI10,BI10.3,115,116.1,117.1,116.6,116.6,0.5,1488.9,2118.3,1798.1,1796.8,314.7,0.04149,0.00745,23783.90909,59534,1.348181818,9.636363636,231.0909091,31.45454545,44.18181818,5831.090909,3.727272727,25.18181818,213.2727273,910.2727273,43006.90909,6487.818182,6.629483391,1.891466914,0.150859346,-1.891466914,49494.72727,345.6291234,1085.243844,0.110255901,6.845038017,22.44751454,23.49622794,14.75681661,723.4152963,8.945288247,47.58953284,75.66649312,109.0633677,516.5621849,95.17123324,0.076409523,0.011466177,0.001720834,0.011466179,582.9010364,86.68,13.32,0.67,88.48,4.42,44.24,2.21,3.789629357,0.189310146,4.1527,0.2325,1.8592,0.2476,0.0248,0.0103,0.0016,15.6
Bird Island,BI10,BI10.3,116,117.3,118.3,117.8,117.8,0.5,1496.1,2142.2,1831.7,1825.7,323.1,0.04149,0.00752,23333.81818,57269.18182,1.311818182,8.636363636,212.8181818,30,25.63636364,3183.545455,3,16.63636364,224.7272727,934.0909091,42979.09091,6372.090909,6.751862313,1.909270106,0.148270973,-1.909270105,49351.18182,516.7095544,1254.963889,0.040204025,8.053231988,20.73556453,14.37358689,18.86940766,773.6587573,9.949874371,23.59776569,84.20462091,32.93464603,871.4532064,244.8013295,0.232818481,0.034857615,0.00522593,0.034857615,1001.007275,86.88,13.12,0.66,88.8,4.44,44.4,2.22,3.793239469,0.189661973,5.7227,0.3662,1.1899,0.1561,0.0156,0.0065,0.0011,16.4
Bird Island,BI10,BI10.3,117,118.4,119.4,118.9,118.9,0.5,1504.2,2174.5,1860.2,1852.2,335.2,0.04094,0.00758,23781,58063.54545,1.321818182,5.272727273,231.1818182,33.18181818,29.18181818,2728.636364,11.18181818,52.63636364,224.6363636,932.8181818,43727.36364,6468.909091,6.761739528,1.911113453,0.147940041,-1.911113453,50196.27273,445.219721,1119.840557,0.10467265,6.466697907,32.27016635,14.21139108,15.57445461,621.5547076,27.95288243,54.12443575,100.7514493,111.4134805,809.1766522,166.0653212,0.130093904,0.019109201,0.002808095,0.019109199,930.7579805,86.69,13.31,0.67,88.89,4.44,44.45,2.22,3.794364962,0.189504842,5.9366,0.3859,1.269,0.1689,0.0169,0.0069,0.0011,16.5
Bird Island,BI10,BI10.3,118,119.6,120.6,120.1,120.1,0.5,1519.8,2215.2,1892.8,1881.5,347.7,0.03576,0.00676,23251.81818,55805.63636,1.312727273,6.818181818,224.8181818,23.54545455,33.36363636,1686,31.81818182,8.727272727,233,901.5454545,43357.18182,6519.818182,6.652855826,1.894821706,0.150378532,-1.894821706,49877,627.6779139,1479.767703,0.095926108,6.823755298,26.76870629,13.41911798,16.74677717,774.4009298,48.31525263,21.37798358,93.07416398,94.48001232,672.8195625,168.8234689,0.148656665,0.022164366,0.003306133,0.022164366,775.7319125,86.79,13.21,0.66,88.67,4.43,44.34,2.22,3.791887204,0.189850916,5.3066,0.329,1.307,0.1726,0.0173,0.0062,0.001,16.2
Bird Island,BI10,BI10.3,119,120.7,121.7,121.2,121.2,0.48,1583.5,2220,1920.2,1912.3,318.3,0.03575,0.00609,23932.54545,57683.36364,1.340909091,9.181818182,230.5454545,29.27272727,30.63636364,2490.727273,37.27272727,49.90909091,208,922.5454545,44357.36364,6559.545455,6.764788875,1.911498898,0.147893012,-1.911498898,50916.90909,448.2038294,1332.006477,0.095964008,8.121800069,31.91351951,17.64137698,15.08159625,443.6699428,48.88985766,80.95610483,80.18353946,102.4893786,889.9935138,175.4744219,0.152697931,0.022614031,0.003351004,0.022614031,997.5895403,87.29,12.71,0.64,88.51,4.43,44.26,2.21,3.790081335,0.18924717,5.0413,0.31,1.4447,0.1836,0.0184,0.0066,0.0011,16.2
Bird Island,BI10,BI10.3,120,121.8,122.7,122.3,122.3,0.45,1650.2,2225.9,1946.4,1943,287.9,0.03576,0.00543,23463.2,55879.5,1.243,7.7,187.9,16.6,26.1,1472,41.3,48.3,143.2,945.1,44116.7,6464.9,6.827526876,1.92064871,0.146557429,-1.92064871,50581.6,898.7162202,1797.275793,0.088700495,9.393259995,22.80570104,12.68595023,19.3186726,564.7396647,30.39389559,63.36499209,55.86849639,54.88260198,1115.395301,212.4897122,0.181159174,0.02634437,0.003832888,0.026344371,1258.977822,87.79,12.21,0.61,89.09,4.45,44.55,2.23,3.796612154,0.190043661,4.7759,0.2913,1.2443,0.1519,0.0152,0.0054,9.00E-04,16.1
Bird Island,BI10,BI10.3,121,122.9,123.8,123.4,123.4,0.45,1712.5,2233.1,1974.3,1973.8,260.3,0.03575,0.00484,24507,58136.2,1.358,14.2,214.7,32.7,34.9,1438.3,96.3,38.9,213.5,937.9,45752,6850.6,6.681001621,1.899050177,0.149743549,-1.899050178,52602.6,442.1093379,662.9834588,0.089293523,12.53262409,55.00919115,15.54956234,19.15115314,435.4981949,76.46938385,38.868582,112.1737244,107.1949937,634.7489442,157.5818658,0.146520433,0.022030558,0.003313737,0.022030558,708.1412602,87.58,12.42,0.62,85.06,4.25,42.53,2.13,3.750209709,0.187819108,4.5044,0.268,1.3502,0.1677,0.0168,0.006,0.001,16
Bird Island,BI10,BI10.4,138,123.9,124.9,124.4,124.4,0.5,1770.1,2238.6,1998.6,2001.8,234.2,0.03576,0.00433,23467.4,58163.8,1.405,6.5,243.6,30,35.3,5059,610.6,69.5,365.5,774.9,41889.8,6253.5,6.701584418,1.902101966,0.14929077,-1.902101967,48143.3,580.0963905,2223.353363,0.064850255,7.487025815,62.0720012,16.98365227,22.77449841,1719.743586,234.7879421,71.15905502,81.66904758,111.0499887,846.335342,184.6481639,0.155230182,0.023204562,0.003470004,0.023204562,970.8053987,84.03,15.97,0.8,86.33,4.32,43.17,2.16,3.76514581,0.188388116,6.9477,0.4829,1.1471,0.1832,0.0183,0.0066,0.0011,17
Bird Island,BI10,BI10.4,139,125.1,126.1,125.6,125.6,0.5,1832,2247.5,2030.7,2035.3,207.8,0.03576,0.00379,20863.18182,56286.45455,1.326363636,107.7272727,374.2727273,159.0909091,56.45454545,8830.727273,865.5454545,243.5454545,706.5454545,830.4545455,35477.09091,5990.636364,5.92805637,1.778772575,0.168999403,-1.778772576,41467.72727,811.2858705,2870.675961,0.055004132,167.5112479,87.71213247,162.4502721,17.96865958,2183.676537,261.2291575,125.4825595,181.7665336,107.7769582,1230.290003,220.1855003,0.268965603,0.044944834,0.007527104,0.044944834,1300.215374,83.93,16.07,0.8,84.34,4.22,42.17,2.11,3.741709068,0.187218547,6.9477,0.4829,1.1297,0.1816,0.0182,0.0065,0.0011,17
Bird Island,BI10,BI10.4,140,126.3,127.2,126.7,126.7,0.48,1888.9,2255.6,2060.2,2066.1,183.4,0.03575,0.00331,22938.8,62920.6,1.332,31.3,307.9,67.9,51,11488.7,852.9,83.8,356.9,817.5,39620.3,6363.6,6.226953735,1.828507121,0.160714364,-1.828507121,45983.9,524.8167511,736.7694046,0.09577752,36.51803208,90.13748758,82.87400075,33.29664648,793.1641346,337.7785106,111.8926072,145.881573,85.04671919,1312.199938,153.6606651,0.180918716,0.029071423,0.004676205,0.029071423,1399.964956,83.38,16.62,0.83,84.89,4.24,42.45,2.12,3.748326913,0.187195596,6.3804,0.4339,1.1086,0.1842,0.0184,0.0066,0.0011,16.8
Bird Island,BI10,BI10.4,141,127.4,128.4,127.9,127.9,0.5,1939.4,2265.4,2087.7,2099.7,163,0.03576,0.00292,22002.45455,59972.18182,1.349090909,10,287.2727273,32.18181818,38.09090909,12253,244.7272727,46.45454545,260.5454545,736.1818182,37445,5933,6.31372129,1.842452282,0.158472016,-1.842452282,43378,704.3545078,2288.213094,0.07790437,9.433981132,39.70917,17.71337451,20.57403483,2250.847618,43.82942142,45.90286186,117.9477542,117.606818,1544.576188,261.2477751,0.154140927,0.024552198,0.003912704,0.024552199,1768.348665,85.02,14.98,0.75,86.59,4.33,43.29,2.16,3.767921661,0.188004407,6.3762,0.4272,1.209,0.181,0.0181,0.0065,0.0011,16.7
Bird Island,BI10,BI10.4,142,128.6,129.5,129,129,0.47,1982.6,2280.2,2109.9,2130.4,148.8,0.03875,0.00285,22361.4,64393.8,1.426,9.3,242.8,29.4,36.6,17146.8,55.6,63.6,297.3,662.3,37226.9,5923.7,6.284795187,1.837986396,0.159161003,-1.837986396,43150.6,1010.376849,3416.174039,0.080993827,8.246884934,35.38298398,29.14027377,24.46403256,2300.999821,43.36972831,67.43260009,89.40302008,84.89477147,1334.069418,197.9770189,0.113325661,0.01808221,0.002886015,0.018082209,1509.075744,83.76,16.24,0.81,83.48,4.17,41.74,2.09,3.731459902,0.186841188,5.6397,0.3638,1.2626,0.205,0.0205,0.0079,0.0013,16.5
Bird Island,BI10,BI10.4,143,129.7,130.7,130.2,130.2,0.49,2016.4,2302.1,2137.9,2161.4,142.9,0.06663,0.00465,23307.72727,65061.45455,1.416363636,6.636363636,217.1818182,29.63636364,43.36363636,15245.45455,83.63636364,14.09090909,246.1818182,811.8181818,39284.18182,6183.090909,6.355621866,1.849156916,0.157398823,-1.849156915,45467.27273,381.268171,2431.209549,0.059711427,7.813740811,36.59185205,16.27435238,20.94408139,1987.878737,56.65381316,25.44977228,66.22056808,83.12739402,488.4399284,137.2621248,0.126898638,0.020101475,0.003185468,0.020101474,562.0863085,84.53,15.47,0.77,83.78,4.19,41.89,2.09,3.735047135,0.186351122,7.0396,0.4949,1.0771,0.1667,0.0167,0.0111,0.0019,17
Bird Island,BI10,BI10.4,144,130.8,131.8,131.3,131.3,0.5,2034.5,2314.2,2156.3,2177.9,139.9,0.06663,0.00453,23043.45455,64089.63636,1.392727273,4.090909091,201.4545455,33.45454545,37,15085.81818,39.18181818,8.727272727,229.5454545,765,38940.90909,6123.909091,6.36358032,1.850175709,0.157274728,-1.85017571,45064.81818,449.4294969,2831.469769,0.067541233,6.425800269,31.7344092,17.51778317,22.91724242,2278.388633,49.76508451,15.46667973,63.35828854,78.45508269,532.0709454,185.2244339,0.192579407,0.03021763,0.004744365,0.030217631,603.1259932,85.29,14.71,0.74,83.04,4.15,41.52,2.08,3.726175239,0.186667738,5.9366,0.3859,1.2806,0.1884,0.0188,0.0125,0.0021,16.5
Bird Island,BI10,BI10.4,145,132,133,132.5,132.5,0.5,2052.3,2331,2180.6,2195.9,139.4,0.06663,0.00448,22939.72727,63471.54545,1.467272727,10,207.2727273,37,33.54545455,15022,5.090909091,44.81818182,168.9090909,760.6363636,38468.09091,6064.363636,6.346286057,1.847473558,0.157698025,-1.847473559,44532.45455,600.4045454,2827.214897,0.116197324,9.602083107,31.9909078,17.81572339,27.41300289,2013.60145,16.8846353,88.06454245,107.7250709,84.31876746,785.8845277,146.593501,0.186417226,0.029599917,0.004703277,0.029599916,818.3431265,85.19,14.81,0.74,83.92,4.2,41.96,2.1,3.736716784,0.187013948,4.1527,0.2325,1.8434,0.273,0.0273,0.0182,0.0028,15.6
Bird Island,BI10,BI10.4,146,133.2,134.2,133.7,133.7,0.5,2067.1,2349.7,2204.1,2213.9,141.3,0.06659,0.0045,23244.90909,64134.72727,1.4,8.454545455,168.6363636,27.18181818,29.72727273,14652.90909,0.727272727,69.09090909,249.7272727,767.6363636,39231.72727,6212.636364,6.316135126,1.842971697,0.158367568,-1.842971697,45444.36364,225.3665701,1588.65025,0.093594872,10.03357998,30.93306557,14.09126099,11.80754766,1613.283016,2.412090757,73.94248379,80.12251982,123.2235957,391.9814003,99.24844858,0.109434755,0.017263389,0.002723848,0.01726339,420.838276,84.62,15.38,0.77,81.84,4.09,40.92,2.05,3.711618941,0.185943764,6.8315,0.4714,1.1822,0.1818,0.0182,0.0121,0.002,16.9
Bird Island,BI10,BI10.4,147,134.4,135.4,134.9,134.9,0.5,2079,2371.5,2227.9,2231.9,146.3,0.06663,0.00461,23693.90909,65065.45455,1.393636364,9.181818182,189,23.27272727,38,14166.45455,7.818181818,21.81818182,234.2727273,878.0909091,40189,6216.727273,6.467774913,1.866600483,0.154684268,-1.866600482,46405.72727,383.6942675,2044.409468,0.052397085,7.34599458,38.01841659,19.0740185,15.6140962,1580.46255,15.85445163,31.85535491,104.7006121,73.82744008,330.1726821,154.6098903,0.146131602,0.022566281,0.003485902,0.022566281,421.3293465,85.2,14.8,0.74,77.08,3.85,38.54,1.93,3.651696663,0.182869086,6.045,0.3959,1.3268,0.1964,0.0196,0.0131,0.0022,16.6
Bird Island,BI10,BI10.4,148,135.5,136.5,136,136,0.5,2090.9,2391.6,2249.2,2248.5,150.3,0.06663,0.0047,23636.45455,62516.81818,1.402727273,5.363636364,179.7272727,42.27272727,27.36363636,10860.54545,83.45454545,28.27272727,265.5454545,794.3636364,40682.36364,6303,6.457803075,1.8649543,0.154955559,-1.8649543,46985.36364,389.9418838,1430.959875,0.087873877,5.835627255,26.6198832,14.4643763,15.32496478,1117.973825,65.28455198,48.4914238,96.09304203,129.8085303,562.7191613,154.6913055,0.174660711,0.02719333,0.004238011,0.02719333,592.6122295,81.72,18.28,0.91,84.06,4.2,42.03,2.1,3.738383649,0.186785764,6.2648,0.4166,1.3302,0.2431,0.0243,0.0162,0.0027,16.7
Bird Island,BI10,BI10.4,149,136.7,137.7,137.2,137.2,0.5,2102.2,2418.2,2269,2266.5,158,0.06663,0.00489,23544.81818,61516.90909,1.348181818,5.545454545,194.9090909,33,24.81818182,9049.272727,73.45454545,49.45454545,217.1818182,913.2727273,41594,6439.454545,6.461774564,1.865726991,0.154810768,-1.865726991,48033.45455,296.7365222,1272.013636,0.081094782,9.480122746,23.55612254,20.57668584,19.9139056,738.9429059,73.72023282,84.74947037,122.3117477,81.73871899,405.1829217,152.8877782,0.128142919,0.019683761,0.003024446,0.019683759,511.820352,85.14,14.86,0.74,75.42,3.77,37.71,1.89,3.629925311,0.181929431,5.9366,0.3859,1.2587,0.1871,0.0187,0.0125,0.0021,16.5
Bird Island,BI10,BI10.4,150,137.9,138.9,138.4,138.4,0.5,2109.9,2445.5,2287.7,2284.5,167.8,0.06663,0.00513,23589,59394.09091,1.365454545,5.727272727,192.9090909,32,34.18181818,5796.818182,114.2727273,48.09090909,328.0909091,876.5454545,42670.45455,6379.363636,6.691664651,1.900640775,0.149506347,-1.900640774,49049.81818,218.6943072,1246.128682,0.055922024,6.034747867,33.98662839,15.35578067,17.50895875,1009.643186,53.6229259,68.23555458,102.668841,133.5772163,417.9254392,149.9148243,0.147064323,0.022154954,0.003340221,0.022154954,486.0044893,83.54,16.46,0.82,84.13,4.21,42.07,2.1,3.739334898,0.186655652,6.1544,0.4062,1.1276,0.1856,0.0186,0.0124,0.0021,16.6
Bird Island,BI10,BI10.4,151,139,140,139.5,139.5,0.5,2118.1,2475.7,2304.4,2301,178.8,0.06916,0.00562,23732.63636,58066.18182,1.351818182,4.909090909,182.2727273,24.90909091,46.54545455,3693.272727,186.6363636,54.90909091,377.9090909,880.5454545,43150.27273,6379.818182,6.765187488,1.911604147,0.147870711,-1.911604147,49530.09091,255.0467693,704.1040858,0.073050418,6.818424238,19.89517986,16.6520542,16.94912173,523.3706318,91.99703553,53.70187063,105.048041,106.5930238,454.8094306,97.51699153,0.136288142,0.020256607,0.003011695,0.020256606,445.284281,83.87,16.13,0.81,86.9,4.35,43.45,2.17,3.771610852,0.188363534,5.8291,0.376,1.2789,0.2063,0.0206,0.0143,0.0023,16.5
Bird Island,BI10,BI10.4,152,140.2,141.2,140.7,140.7,0.5,2134.1,2493.9,2319.8,2318.3,179.9,0.07117,0.00578,23482.09091,56383.81818,1.344545455,9.727272727,195.3636364,33.90909091,28.09090909,2561.181818,217,55.72727273,385.2727273,914.6363636,42411.54545,6537.545455,6.489311122,1.869308146,0.154361158,-1.869308146,48949.09091,956.5097443,2805.313808,0.095745876,7.537783614,49.74589979,23.48810144,17.93016757,525.4687085,76.3871717,53.9797942,125.2717773,90.23998308,2186.107974,252.2853003,0.280354357,0.043198142,0.006664907,0.043198141,2342.302178,83.61,16.39,0.82,72.18,3.61,36.09,1.8,3.586015819,0.178853657,5.8291,0.376,1.1598,0.19,0.019,0.0135,0.0022,16.5
Bird Island,BI10,BI10.4,153,141.4,142.3,141.9,141.9,0.47,2158.7,2502.2,2334.5,2335.2,171.7,0.07115,0.00547,23853.5,57614.2,1.324,7.8,212.9,22.6,27.2,2585.7,189.6,27,371.6,956.1,43737.7,6511.9,6.717643169,1.904654112,0.148886471,-1.904654113,50249.6,305.3599879,1187.164952,0.093118801,8.521867297,24.68220231,18.50645533,17.56764703,410.7897678,38.52041306,44.12356387,104.8026717,61.71340571,685.4747017,132.4482708,0.091572081,0.013588017,0.002016613,0.013588019,789.2267946,82.52,17.48,0.87,86.58,4.33,43.29,2.16,3.767921661,0.188004407,5.4365,0.3452,1.2697,0.2219,0.0222,0.0158,0.0026,16.4
Bird Island,BI10,BI10.4,154,142.5,143.5,143,143,0.5,2181.4,2510.7,2346.6,2350.7,164.6,0.07113,0.00523,22468.18182,53875,1.306363636,14.81818182,178.8181818,35.18181818,26.45454545,1683.818182,137.2727273,52.45454545,313.3636364,890.9090909,41585.27273,6140.909091,6.774035506,1.91295629,0.147664219,-1.912956291,47726.18182,425.73767,1310.510359,0.075401953,12.36784688,55.85663467,19.31744384,17.92966055,326.1342724,69.90148912,49.35861351,122.1517685,76.05321104,775.7209667,168.3332733,0.118680062,0.017631789,0.002620463,0.017631788,911.5929813,83.36,16.64,0.83,86.7,4.34,43.35,2.17,3.769306703,0.188682712,5.5127,0.3473,1.3006,0.2164,0.0216,0.0154,0.0025,16.3
