"Model","Shapiro_W","Shapiro_p","Shapiro_expl","BreuschPagan_stat","BreuschPagan_p","BreuschPagan_expl","CV10_RMSE","CV10_expl","AIC","AIC_expl","BIC","BIC_expl"
"OLS",0.97062646349883,0.0000257912949637798,"Shapiro–Wilk test of residual normality: p > 0.05 suggests residuals are approximately normal.",11.7592649074731,0.000605411309627567,"Breusch–Pagan test for heteroscedasticity: p < 0.05 suggests non-constant residual variance.",0.578466614037536,"10-fold cross-validation RMSE: lower values indicate better out-of-sample predictive performance.",470.979249882013,"AIC (Akaike Information Criterion): lower values indicate better trade-off between fit and complexity.",481.752210823546,"BIC (Bayesian Information Criterion): like AIC but with stronger penalty for complexity; lower is better."
"OLS_weighted",0.966929613094784,0.00000762364728342235,"Shapiro–Wilk test of residual normality: p > 0.05 suggests residuals are approximately normal.",539.534515016545,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000238066268314559,"Breusch–Pagan test for heteroscedasticity: p < 0.05 suggests non-constant residual variance.",NA,"10-fold cross-validation RMSE: lower values indicate better out-of-sample predictive performance.",464.263343905446,"AIC (Akaike Information Criterion): lower values indicate better trade-off between fit and complexity.",475.036304846979,"BIC (Bayesian Information Criterion): like AIC but with stronger penalty for complexity; lower is better."
"WLS_weighted",0.972461387549179,0.000048545704489859,"Shapiro–Wilk test of residual normality: p > 0.05 suggests residuals are approximately normal.",1250.8263305267,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000548919243000208,"Breusch–Pagan test for heteroscedasticity: p < 0.05 suggests non-constant residual variance.",NA,"10-fold cross-validation RMSE: lower values indicate better out-of-sample predictive performance.",452.112021258381,"AIC (Akaike Information Criterion): lower values indicate better trade-off between fit and complexity.",462.884982199914,"BIC (Bayesian Information Criterion): like AIC but with stronger penalty for complexity; lower is better."
"Bayes",0.970636419968932,0.0000258786316443684,"Shapiro–Wilk test of residual normality: p > 0.05 suggests residuals are approximately normal.",11.7592649074731,0.000605411309627567,"Breusch–Pagan test for heteroscedasticity: p < 0.05 suggests non-constant residual variance.",0.578466607683546,"10-fold cross-validation RMSE: lower values indicate better out-of-sample predictive performance.",470.97925717947,"AIC (Akaike Information Criterion): lower values indicate better trade-off between fit and complexity.",481.752218121003,"BIC (Bayesian Information Criterion): like AIC but with stronger penalty for complexity; lower is better."
"RF",0.985445368503112,0.00799699564710355,"Shapiro–Wilk test of residual normality: p > 0.05 suggests residuals are approximately normal.",NA,NA,"Breusch–Pagan test for heteroscedasticity: p < 0.05 suggests non-constant residual variance.",0.643965396363123,"10-fold cross-validation RMSE: lower values indicate better out-of-sample predictive performance.",NA,"AIC (Akaike Information Criterion): lower values indicate better trade-off between fit and complexity.",NA,"BIC (Bayesian Information Criterion): like AIC but with stronger penalty for complexity; lower is better."
"PLS_LOO",0.97062646349883,0.0000257912949637798,"Shapiro–Wilk test of residual normality: p > 0.05 suggests residuals are approximately normal.",NA,NA,"Breusch–Pagan test for heteroscedasticity: p < 0.05 suggests non-constant residual variance.",0.578466614037535,"10-fold cross-validation RMSE: lower values indicate better out-of-sample predictive performance.",NA,"AIC (Akaike Information Criterion): lower values indicate better trade-off between fit and complexity.",NA,"BIC (Bayesian Information Criterion): like AIC but with stronger penalty for complexity; lower is better."
"PLS_kfold",0.97062646349883,0.0000257912949637798,"Shapiro–Wilk test of residual normality: p > 0.05 suggests residuals are approximately normal.",NA,NA,"Breusch–Pagan test for heteroscedasticity: p < 0.05 suggests non-constant residual variance.",0.578466614037535,"10-fold cross-validation RMSE: lower values indicate better out-of-sample predictive performance.",NA,"AIC (Akaike Information Criterion): lower values indicate better trade-off between fit and complexity.",NA,"BIC (Bayesian Information Criterion): like AIC but with stronger penalty for complexity; lower is better."
