depth	min	max	median	mean
71.6	1249.6	2114.06	1634.8	1648.4
71.7	1255.35	2118.39	1642.83	1654.75
71.8	1261.03	2123.65	1650.74	1661.11
71.9	1264.14	2130.04	1656.74	1667.46
72	1270.56	2137.27	1663.73	1673.81
72.1	1274.79	2141.67	1670.69	1680.16
72.2	1277.9	2149.77	1676.63	1686.52
72.3	1279.21	2158.38	1683.33	1692.87
72.4	1284.88	2167.94	1690.39	1699.22
72.5	1288	2177.43	1697.45	1705.58
72.6	1292.48	2185.74	1703.8	1711.93
72.7	1294.17	2192.19	1710.45	1718.28
72.8	1299.03	2198.94	1717.35	1724.63
72.9	1301.4	2205.58	1723.51	1730.99
73	1305.57	2213.71	1728.65	1737.34
73.1	1310.3	2220.03	1736.33	1743.69
73.2	1311.31	2228.54	1743.26	1750.05
73.3	1316.36	2236.55	1749.71	1756.4
73.4	1318.96	2246.74	1755.13	1762.75
73.5	1320.61	2255.71	1761.12	1769.1
73.6	1322.97	2264.15	1767.97	1775.46
73.7	1324.91	2273.28	1774.87	1781.81
73.8	1326.86	2281.25	1781.39	1788.16
73.9	1328.82	2289.19	1787.74	1794.52
74	1330.49	2299.29	1794.5	1800.87
74.1	1331.14	2309.31	1800.19	1807.22
74.2	1333.74	2320.23	1807.19	1813.57
74.3	1334.13	2326.99	1814.2	1819.93
74.4	1336.2	2335.22	1820.65	1826.28
74.5	1338.69	2344.81	1826.68	1832.63
74.6	1340.42	2355.03	1832.47	1838.99
74.7	1341.72	2364.3	1837.55	1845.34
74.8	1343.34	2372.32	1844.35	1851.69
74.9	1344.56	2382.97	1850.95	1858.04
75	1346.86	2392.78	1857.68	1864.4
75.1	1356.52	2394.28	1862.55	1870
75.2	1365.3	2397.58	1867.57	1875.61
75.3	1372.05	2399.17	1873.78	1881.21
75.4	1379.26	2400.4	1879.92	1886.82
75.5	1383.49	2402.23	1886.06	1892.43
75.6	1392.2	2405.26	1891.67	1898.03
75.7	1401.22	2407.21	1896.98	1903.64
75.8	1410.75	2408.33	1903.11	1909.24
75.9	1418.93	2410.52	1907.47	1914.85
76	1425.7	2413.9	1913.04	1920.46
76.1	1432.87	2415.02	1917.88	1926.06
76.2	1440.27	2418.32	1923.22	1931.67
76.3	1449.3	2423	1929.43	1937.27
76.4	1454.61	2427	1935.43	1942.88
76.5	1458.69	2430.15	1941.2	1948.49
76.6	1463.65	2432.86	1946.61	1954.09
76.7	1469.95	2434.71	1951.99	1959.7
76.8	1473.77	2439.57	1958.17	1965.3
76.9	1478.76	2444.05	1965.27	1970.91
77	1483.7	2445.88	1970.9	1976.51
77.1	1489.55	2448.8	1977.24	1982.12
77.2	1495.01	2451.92	1981.77	1987.73
77.3	1498.71	2455	1989.09	1993.33
77.4	1501.69	2457.95	1994.98	1998.94
77.5	1505.04	2462.34	2000.61	2004.54
77.6	1508.1	2465.79	2005.47	2010.15
77.7	1512.09	2471.31	2012.18	2015.76
77.8	1516.97	2476.05	2018.69	2021.36
77.9	1521.42	2480.04	2024.4	2026.97
78	1528.73	2484.41	2031.61	2032.57
78.1	1532.77	2490.23	2037.98	2038.18
78.2	1535.83	2496.25	2044.82	2043.79
78.3	1539.33	2500.63	2052.17	2049.39
78.4	1542.6	2503.84	2058.23	2055
78.5	1545.85	2506.92	2065.48	2060.6
78.6	1549.12	2510.45	2072.15	2066.21
78.7	1552.38	2516.29	2078.2	2071.82
78.8	1553.33	2520.39	2083.91	2077.42
78.9	1555.16	2525.54	2090.86	2083.03
79	1558.26	2530.17	2097.37	2088.63
79.1	1562.1	2536.07	2105.93	2094.24
79.2	1564.8	2541.23	2112.67	2099.84
79.3	1569.3	2546.11	2118.82	2105.45
79.4	1572.94	2551.77	2124.36	2111.06
79.5	1576.55	2557.61	2130.85	2116.66
79.6	1581.89	2562.62	2136.61	2122.27
79.7	1585.21	2568.24	2143.67	2127.87
79.8	1591.84	2577.39	2150.87	2133.48
79.9	1597.94	2585	2156.03	2139.09
80	1602.46	2591.35	2161.85	2144.69
80.1	1614.46	2593.41	2166.93	2150.04
80.2	1627.4	2594.13	2171.33	2155.38
80.3	1637.06	2595.95	2176.26	2160.72
80.4	1647.21	2598.51	2181.77	2166.07
80.5	1654.56	2600.66	2188.02	2171.41
80.6	1666.47	2603.53	2192.41	2176.76
80.7	1679.16	2604.69	2197.98	2182.1
80.8	1690.28	2606.14	2203.38	2187.44
80.9	1697.05	2609.37	2208.21	2192.79
81	1711.58	2611.04	2213.55	2198.13
81.1	1721.01	2612.13	2219.06	2203.47
81.2	1728.86	2615.15	2224.69	2208.82
81.3	1737.77	2616.59	2230.31	2214.16
81.4	1749.36	2620	2236.62	2219.51
81.5	1751.81	2621.08	2241.37	2224.85
81.6	1763	2623.56	2246.17	2230.19
81.7	1769.78	2625.51	2252.25	2235.54
81.8	1775.41	2627.34	2257.86	2240.88
81.9	1781.63	2629.71	2263.37	2246.23
82	1789.72	2630.99	2268.68	2251.57
82.1	1795.81	2633.51	2274.25	2256.91
82.2	1807.09	2635.62	2279.28	2262.26
82.3	1812.18	2638.33	2284.84	2267.6
82.4	1819.35	2640.45	2289.76	2272.94
82.5	1823.99	2643.43	2295.04	2278.29
82.6	1830.52	2645.82	2301.1	2283.63
82.7	1839.12	2649.19	2305.83	2288.98
82.8	1847.31	2653.34	2310.57	2294.32
82.9	1853.89	2655.88	2316.45	2299.66
83	1860.41	2657.69	2322.36	2305.01
83.1	1863.11	2659.46	2329.2	2310.35
83.2	1867.52	2662.74	2334.63	2315.7
83.3	1874.48	2665.14	2338.63	2321.04
83.4	1881.33	2667.12	2344.42	2326.38
83.5	1886.6	2670.3	2349	2331.73
83.6	1890.86	2672.94	2355.23	2337.07
83.7	1895.12	2675.23	2360.95	2342.41
83.8	1899.35	2676.85	2366.16	2347.76
83.9	1903.42	2679.34	2371.11	2353.1
84	1905.69	2683.81	2377.3	2358.45
84.1	1912.2	2686.32	2384.16	2363.79
84.2	1916.15	2689.23	2389.7	2369.13
84.3	1919.4	2692.64	2394.98	2374.48
84.4	1923.37	2696.53	2401.27	2379.82
84.5	1927.29	2700.32	2406.79	2385.17
84.6	1934.01	2705.3	2412.22	2390.51
84.7	1938.33	2711.54	2418.88	2395.85
84.8	1942.65	2717.01	2423.88	2401.2
84.9	1945.4	2723.01	2428.07	2406.54
85	1951.22	2728.72	2433.11	2411.89
85.1	1965.55	2729.92	2437.92	2417.01
85.2	1979.92	2730.32	2441.25	2422.13
85.3	1992.12	2731.51	2445.22	2427.25
85.4	2005.22	2732.23	2450.71	2432.37
85.5	2018.04	2733.16	2455.39	2437.49
86	2080.68	2737.19	2476.4	2463.09
86.1	2092.64	2737.91	2480.7	2468.21
86.2	2106.67	2738.21	2484.46	2473.33
86.3	2116.95	2739.32	2488.62	2478.45
86.4	2128.29	2739.76	2492.98	2483.57
86.5	2139.5	2740.73	2497.15	2488.69
86.6	2151.91	2741.41	2502.69	2493.81
86.7	2162.85	2742.76	2507.25	2498.93
86.8	2173.53	2743.72	2511.73	2504.05
86.9	2184.12	2744.55	2516.04	2509.17
87	2194.53	2745.36	2521.01	2514.29
87.1	2206.28	2746.86	2525.86	2519.41
87.2	2218.15	2747.99	2530.48	2524.53
87.3	2228.78	2749.07	2536.7	2529.65
87.4	2238.82	2749.95	2542.59	2534.77
87.5	2247.18	2751.57	2548.51	2539.89
87.6	2257.62	2752.42	2553.37	2545.01
87.7	2267.95	2754.53	2559.67	2550.13
87.8	2275.6	2756.61	2567.02	2555.25
87.9	2282	2758.75	2573.94	2560.37
88	2290.64	2760.65	2581.35	2565.49
88.1	2298.06	2762.62	2587.52	2570.61
88.2	2305.62	2764.33	2594.3	2575.73
88.3	2312.44	2766.87	2601.63	2580.85
88.4	2320.42	2769.04	2608.44	2585.97
88.5	2326.78	2771.37	2614.63	2591.09
88.6	2332.31	2774.93	2621.38	2596.21
88.7	2337.92	2777.82	2628.85	2601.33
88.8	2344.62	2781.16	2637.38	2606.45
88.9	2349.26	2783.35	2644.88	2611.57
89	2356.23	2789.15	2654.24	2616.69
89.1	2361.38	2793.23	2663.68	2621.81
89.2	2366.59	2799.02	2673.11	2626.93
89.3	2370.24	2805.83	2682.54	2632.05
89.4	2373.58	2811.07	2691.25	2637.17
89.5	2379.87	2814.74	2699.45	2642.29
89.6	2385.39	2819.99	2704.84	2647.42
89.7	2389.12	2825.46	2710.35	2652.54
89.8	2394.65	2831.25	2715.26	2657.66
89.9	2399.38	2837.51	2719.64	2662.78
90	2403.87	2842.28	2723.5	2667.9
90.1	2405.91	2844.24	2725.61	2670.31
90.2	2409.01	2845.8	2727.51	2672.73
90.3	2412.33	2847.37	2729.46	2675.14
90.4	2417.48	2848.94	2731.07	2677.56
90.5	2422.66	2850.51	2733.31	2679.98
90.6	2426.47	2852.21	2734.9	2682.39
90.7	2431.01	2854.89	2736.5	2684.81
90.8	2434.17	2857.12	2738.27	2687.22
90.9	2435.94	2859.84	2739.88	2689.64
91	2437.55	2861.52	2741.36	2692.06
91.1	2439.96	2863.64	2742.78	2694.47
91.2	2443.55	2866.8	2744.67	2696.89
91.3	2447.04	2870.67	2745.72	2699.3
91.4	2450.56	2872.74	2746.79	2701.72
91.5	2453.12	2875.15	2748.42	2704.14
91.6	2455.7	2877.79	2749.43	2706.55
91.7	2458.28	2880.5	2751	2708.97
91.8	2461.76	2883.67	2752.04	2711.38
91.9	2463.86	2887.34	2753.49	2713.8
92	2465.43	2890.99	2754.77	2716.22
92.1	2466.98	2895.17	2756.29	2718.63
92.2	2469.87	2898.76	2757.37	2721.05
92.3	2471.92	2902.24	2758.88	2723.46
92.4	2473.35	2906.55	2760.42	2725.88
92.5	2475.05	2911.65	2761.48	2728.29
92.6	2478	2914.55	2763.13	2730.71
92.7	2480.59	2916.46	2764.61	2733.13
92.8	2483.96	2920.99	2766.84	2735.54
92.9	2486.23	2925.69	2768.59	2737.96
93	2488.62	2928.99	2769.98	2740.37
93.1	2491.66	2933.18	2771.98	2742.79
93.2	2494.59	2936.43	2774.41	2745.21
93.3	2496.36	2940.07	2775.87	2747.62
93.4	2497.6	2943.11	2777.94	2750.04
93.5	2500.77	2948.32	2779.87	2752.45
93.6	2502.83	2953.03	2781.39	2754.87
93.7	2504.63	2956.57	2782.85	2757.29
93.8	2506.58	2961.62	2784.25	2759.7
93.9	2509.31	2966.48	2785.64	2762.12
94	2511.21	2971.21	2787.37	2764.53
94.1	2513.19	2976.06	2788.6	2766.95
94.2	2513.62	2981.4	2790.74	2769.37
94.3	2515.38	2986.68	2792.31	2771.78
94.4	2517.15	2992.08	2794.05	2774.2
94.5	2518.76	2996.5	2795.49	2776.61
94.6	2518.88	3000.66	2797.02	2779.03
94.7	2519.01	3005.7	2798.44	2781.45
94.8	2519.38	3010.71	2799.87	2783.86
94.9	2522.08	3016.07	2801.27	2786.28
95	2524.78	3021.27	2803.06	2788.69
95.1	2528.54	3022.27	2805.3	2791.31
95.2	2532.74	3023.19	2808.05	2793.93
95.3	2537.27	3024.14	2810.86	2796.55
95.4	2540.53	3025.11	2813.01	2799.17
95.5	2544.16	3026.65	2815.59	2801.79
95.6	2549.5	3028.18	2818.19	2804.41
95.7	2553.21	3029.32	2820.81	2807.03
95.8	2556.04	3030.78	2823.36	2809.65
95.9	2558.38	3033.15	2825.88	2812.27
96	2561.52	3035.42	2828.87	2814.88
96.1	2564.87	3037.31	2831.2	2817.5
96.2	2567.39	3039.43	2834.02	2820.12
96.3	2569.06	3041.18	2836.18	2822.74
96.4	2572.82	3043.56	2838.06	2825.36
96.5	2575.66	3045.41	2840.23	2827.98
96.6	2579.03	3046.5	2842.44	2830.6
96.7	2580.48	3047.53	2844.71	2833.22
96.8	2582.79	3048.87	2847.51	2835.84
96.9	2585.07	3051.29	2850.17	2838.46
97	2590.1	3053.79	2853.16	2841.08
97.1	2592.29	3055.7	2855.21	2843.69
97.2	2592.88	3058.07	2857.53	2846.31
97.3	2594.61	3061.05	2860.02	2848.93
97.4	2596.02	3063.81	2862.51	2851.55
97.5	2598.46	3066.93	2865.29	2854.17
97.6	2601.04	3070.61	2867.67	2856.79
97.7	2603.6	3071.42	2870.08	2859.41
97.8	2606.19	3076.48	2872.64	2862.03
97.9	2608.57	3078.47	2874.81	2864.65
98	2611.35	3080.73	2877.34	2867.27
98.1	2613.38	3084.06	2879.83	2869.89
98.2	2615.8	3087.09	2882.13	2872.51
98.3	2617.97	3089.48	2884.93	2875.12
98.4	2618.89	3093.86	2887.26	2877.74
98.5	2619.21	3096.02	2890.02	2880.36
98.6	2620.53	3098.72	2892.38	2882.98
98.7	2622.79	3101.5	2894.44	2885.6
98.8	2624.29	3103.67	2896.77	2888.22
98.9	2626.15	3107.29	2899.24	2890.84
99	2627.53	3109.28	2901.78	2893.46
99.1	2628.03	3112.48	2904.19	2896.08
99.2	2628.52	3114.38	2906.26	2898.7
99.3	2629.03	3119.18	2909.03	2901.32
99.4	2630.33	3124.18	2911.73	2903.93
99.5	2631.3	3129.08	2914.31	2906.55
99.6	2631.72	3132.84	2916.73	2909.17
99.7	2632.96	3136.74	2919.2	2911.79
99.8	2634.21	3140.83	2921.87	2914.41
99.9	2637.67	3147.57	2924.27	2917.03
100	2639.14	3150.43	2926.74	2919.65
100.1	2643.11	3151.38	2929.07	2922.02
100.2	2649.41	3152.58	2931.58	2924.39
100.3	2652.68	3153.64	2933.91	2926.77
100.4	2656.71	3154.43	2936.45	2929.14
100.5	2661.41	3155.45	2938.83	2931.51
100.6	2666.56	3156.6	2941.26	2933.89
100.7	2671.3	3157.94	2943.6	2936.26
100.8	2673.09	3159.52	2945.69	2938.63
100.9	2675.69	3160.59	2948.61	2941
101	2679.53	3161.39	2950.64	2943.38
101.1	2682.17	3162.64	2952.96	2945.75
101.2	2684.3	3163.3	2955.37	2948.12
101.3	2689.57	3165.41	2958.26	2950.49
101.4	2692.67	3166.01	2960.55	2952.87
101.5	2698.12	3166.86	2962.64	2955.24
101.6	2701.03	3168.53	2964.87	2957.61
101.7	2705.19	3170.09	2966.75	2959.99
101.8	2706.92	3171	2969.19	2962.36
101.9	2708.24	3173.58	2971.5	2964.73
102	2710.57	3175.21	2974.48	2967.1
102.1	2713.73	3177.08	2976.28	2969.48
102.2	2716.08	3179.69	2979.57	2971.85
102.3	2719.28	3181.5	2981.37	2974.22
102.4	2722.56	3182.6	2983.32	2976.59
102.5	2724.46	3183.96	2985.9	2978.97
102.6	2726.24	3185.45	2988.45	2981.34
102.7	2728.2	3187.27	2990.98	2983.71
102.8	2730.05	3189.39	2993.31	2986.09
102.9	2731.93	3191.49	2995.7	2988.46
103	2734.67	3194.29	2998.63	2990.83
103.1	2738.17	3196.3	3000.58	2993.2
103.2	2739.23	3199.49	3002.97	2995.58
103.3	2740.92	3202.37	3005.63	2997.95
103.4	2743.23	3205.15	3008.15	3000.32
103.5	2744.84	3207.24	3010.57	3002.69
103.6	2747.18	3209.17	3012.9	3005.07
103.7	2752.44	3211.77	3015.37	3007.44
103.8	2756.47	3214.27	3017.44	3009.81
103.9	2760.1	3217.48	3019.79	3012.19
104	2763.63	3220.13	3022.31	3014.56
104.1	2766.17	3221.62	3025.56	3016.93
104.2	2768.76	3224.87	3028.19	3019.3
104.3	2770.27	3227.01	3030.18	3021.68
104.4	2770.81	3230.11	3032.44	3024.05
104.5	2772.53	3232.76	3034.59	3026.42
104.6	2775.57	3236.21	3036.89	3028.79
104.7	2778.71	3239.03	3039.45	3031.17
104.8	2780.71	3242.46	3041.67	3033.54
104.9	2782.75	3246	3043.73	3035.91
