"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Co","Co_sd","Co_ICP","Co_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.132074683298592,0.109995327760025,0.738789575,0.008034972,3.62339434425028,-11.2254317142316,18.4722204027321
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.137436476220766,0.0701085996441509,0.761205508,0.003005595,3.88947465971979,-10.9575875783563,18.7365368977958
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.0633200765289696,0.0654960021524796,1.745989306,0.00454165,0.211429778519487,-14.6709728334049,15.0938323904439
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.0969399192558283,0.0658134341109337,1.171208352,0.012269219,1.87982288669105,-12.9836241383193,16.7432699117014
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.256496397867457,0.0987218355076983,14.98993637,0.050641414,9.7978530643604,-5.04201488319428,24.6377210119151
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.424896452323413,0.0970340644961766,4.788646274,0.037728077,18.154747906274,3.22081437633111,33.0886814362169
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.315431777602712,0.118441886892076,6.375776882,0.021747503,12.7225360313994,-2.13641211396297,27.5814841767618
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.108938955500548,0.0621294757556127,17.04437568,0.072771457,2.47527806291048,-12.3825785283755,17.3331346541964
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.0620498564418949,0.0612516009313258,5.701846016,0.226259322,0.148394788845266,-14.734818957316,15.0316085350065
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.137716914499441,0.0329299719051452,1.54911114,0.010688746,3.90339147947443,-10.9435819150716,18.7503648740204
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.116194929045852,0.0613054784225787,4.068857773,0.02443965,2.83535756579254,-12.019418821005,17.6901339525901
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.178988071044792,0.0714085311212725,2.041238975,0.011991471,5.95148295051288,-8.88611430666832,20.7890802076941
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.139382283975546,0.0966072185722568,2.439569014,0.01043611,3.98603585645937,-10.8604169290408,18.8324886419596
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.107459944457373,0.0697278163343301,2.601276107,0.027240957,2.40188176979304,-12.4566304572713,17.2603939968573
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.118570911068711,0.0778981291709498,5.745017677,0.069473871,2.95326626823006,-11.9005507376422,17.8070832741023
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.187606753654464,0.0856170217844303,3.633220643,0.018650539,6.37918723171129,-8.45738007762913,21.2157545410517
