"Location","Site","Section","sample","min_depth","max_depth","midpoint","depth","depth_err","SH20_min_age_95CI","SH20_max_age_95CI","SH20_median_age","SH20_mean_age","SH20_mean_95CI","accrate","accrate_err","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","inc_coh","Ln_inc_coh","coh_inc","Ln_coh_inc","Total_scatter","kcps_sd","cps_sd","MSE_sd","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_inc_sd","Mo_coh_sd","inc_coh_sd","Ln_inc_coh_sd","coh_inc_sd","Ln_coh_inc_sd","Total_scatter_sd","Water_Content","Dry_mass","Dry_mass_err","LOI550","LOI550_err","C_org_pc","C_org_pc_err","Volume","Volume_err","Wet_density","Dry_density","Dry_density_err","DMAR","DMAR_err","DMAR_err_pc","P_ICP","P_ICP_sd","K_ICP","K_ICP_sd","Ca_ICP","Ca_ICP_sd","Ti_ICP","Ti_ICP_sd","Mn_ICP","Mn_ICP_sd","Fe_ICP","Fe_ICP_sd","Co_ICP","Co_ICP_sd","Ni_ICP","Ni_ICP_sd","Cu_ICP","Cu_ICP_sd","Zn_ICP","Zn_ICP_sd","As_ICP","As_ICP_sd","Rb_ICP","Rb_ICP_sd","Sr_ICP","Sr_ICP_sd","Zr_ICP","Zr_ICP_sd","Pb_ICP","Pb_ICP_sd","Th_ICP","Th_ICP_sd"
"Marion Island","PB1","PB1.1A",4,5,6.3,5.7,5.7,0.7,-64.3,-40.8,-56.6,-55.5,12,0.08948,-0.0087,21886.2307692308,51097.6153846154,1.35846153846154,64.6923076923077,115.615384615385,30.7692307692308,55.0769230769231,1038.23076923077,64.1538461538462,204.230769230769,104.538461538462,0.538461538461539,34.5384615384615,62.3076923076923,886.692307692308,40130.0769230769,5827.07692307692,6.89354275687666,1.9303867677348,0.145120525004858,-1.9303867677348,45957.1538461538,1156.82238292705,3466.67779337465,0.108231707757489,29.9871767465823,33.3854720438358,20.571638429943,18.2549606886345,372.12770071714,43.8213155017931,41.6496375457495,37.1878460983679,1.9414506867883,49.0571357103384,51.7065189561636,61.3736976988577,2383.09334904372,421.948942712753,0.143751298037354,0.0206721063030613,0.00297417489488882,0.0206721063030622,2794.29767103632,93.64,6.36,0.32,0,0,0,0,1.5945,0.1036,1.2693,0.0807,0.0093,0.0072,0.0001,1.8,1771.848926,14.3519763,2134.314662,384.1766392,3780.755735,491.4982456,483.9049853,67.74669794,90.58997647,10.87079718,3050.532794,549.0959029,1.690889426,0.11836226,3.447393088,1.861592268,9.794512059,1.371231688,32.22505588,2.900255029,0.439985779,0.031282989,0.868594897,0.138975184,81.06532941,1.621306588,6.897431912,0.344871596,0.673868779,0.02762862,0.096780997,0.006223018
"Marion Island","PB1","PB1.1A",7,9.8,11.1,10.4,10.4,0.7,-55.1,96.7,-11.7,-2.1,76,0.08802,-3.17392,23303.7142857143,57021.5714285714,1.26428571428571,34.4285714285714,138.571428571429,72.7857142857143,25.7857142857143,3249.71428571429,86.8571428571429,233.928571428571,141.285714285714,2.28571428571429,22.2857142857143,187.571428571429,968.857142857143,42628.8571428571,6302.28571428571,6.76544611957738,1.9115914283062,0.147880167010355,-1.9115914283062,48931.1428571429,321.701588569146,730.973293659868,0.0648921336603214,10.6750196232159,27.6925824162197,19.5297743948077,15.6803579797665,411.849753891173,52.7313323043654,24.020709929028,63.068251883213,6.60336244684446,48.4838253305298,110.376080383746,135.693578524362,847.782070794399,115.629666522998,0.15225707490972,0.0226220792228119,0.00336261400474064,0.0226220792228109,888.498894604988,88.48,11.52,0.58,0,0,0,0,3.9806,0.4359,0.9867,0.1136,0.0181,0.01,-0.3591,-3590,2015.155225,11.48638479,2089.942677,376.1896819,6525.57179,848.3243327,1408.35037,197.1690518,86.46016016,10.37521922,7851.216036,1413.218886,2.851308267,0.199591579,5.334838241,2.88081265,13.40015169,1.876021237,31.8213276,2.863919484,0.827647802,0.02805726,1.338842032,0.214214725,104.8784032,2.097568064,17.18644975,0.859322488,1.466127343,0.066708794,0.209170238,0.002593711
"Marion Island","PB1","PB1.1A",9,12.6,13.8,13.2,13.2,0.6,-40.6,127,24.1,29.6,84,0.09307,0.26736,22344.4615384615,54220.7692307692,1.32230769230769,19.7692307692308,115.692307692308,56.6153846153846,25.1538461538462,2784.92307692308,63.8461538461538,211.769230769231,100.538461538462,1.07692307692308,5.23076923076923,133.538461538462,883.307692307692,41067.1538461538,6062.53846153846,6.77507839719695,1.91313349059014,0.14763455560404,-1.91313349059014,47129.6923076923,995.59894999481,2402.61899302428,0.122144303056797,11.9802187386392,20.1551673084291,24.2539978200793,14.7413599205668,460.23625482616,43.1969253416763,33.6876679863563,44.6964118332695,3.8829013735766,13.1855593115717,80.280358104806,103.573954750044,1708.77626027877,259.769967273809,0.107722672340282,0.0159782712324863,0.00237034572726587,0.0159782712324863,1952.5027266142,89.37,10.63,0.53,0,0,0,0,2.9679,0.3725,1.1774,0.1252,0.022,0.0116,0.0355,304.8,2317.433526,9.73322081,1779.04261,320.2276698,4940.432966,642.2562856,1241.462931,173.8048103,55.81310149,6.697572179,8344.923993,1502.086319,2.134905215,0.149443365,5.589422519,3.01828816,11.97926549,1.677097169,24.29654636,2.186689172,0.948065571,0.028821193,1.014046175,0.162247388,94.53614478,1.890722896,15.76503787,0.788251894,1.791481576,0.048370003,0.201727586,0.005971137
"Marion Island","PB1","PB1.1A",14,19.4,20.7,20.1,20.1,0.7,2.8,221.1,112.8,112.8,109,0.08745,0.08746,21344,55060.5,1.25214285714286,15.7142857142857,126,143.285714285714,18.1428571428571,6043.85714285714,62.5,194.357142857143,109.285714285714,7.5,31.0714285714286,116,892.357142857143,39068.7857142857,5818.5,6.7163379726948,1.90435347893349,0.148946779368051,-1.90435347893349,44887.2857142857,349.450997995427,2449.86799487395,0.063751750676242,10.5933837946041,30.6368305249643,28.4940711010569,14.265920352942,2430.9084676355,52.335823883249,27.5725815394071,48.2659755480442,12.4143217541429,49.0705368058836,87.1709196393455,89.0743916776716,373.901093168404,91.2256289899685,0.136564765590413,0.0201450560073968,0.00297300506872309,0.020145056007397,364.748264839323,89.67,10.33,0.52,0,0,0,0,4.082,0.7348,0.9981,0.1031,0.0237,0.009,0.0111,123,2802.907849,40.92245459,1462.794157,263.3029483,6131.18343,797.0538459,2277.256134,318.8158588,62.90213663,7.548256396,10691.94331,1924.549796,2.998855814,0.209919907,8.261052616,4.460968413,11.24002965,1.573604151,21.32425029,1.919182526,1.08566532,0.017044946,1.446039186,0.23136627,92.32272965,1.846454593,27.06353779,1.35317689,1.296380378,0.039021049,0.380536628,0.006811606
"Marion Island","PB1","PB1.1A",16,22.3,23.5,22.9,22.9,0.6,33.1,237.9,150,145.3,102,0.08437,0.06175,20499.5384615385,50354,1.31307692307692,14.3076923076923,103.692307692308,139.153846153846,21.6923076923077,1944.07692307692,66.8461538461538,189.307692307692,89.2307692307692,5.23076923076923,14.9230769230769,159.461538461538,810.769230769231,38739.1538461538,5718.15384615385,6.77965061782147,1.91358464913,0.147600633928766,-1.91358464913,44457.3076923077,281.729957993056,1835.6502026984,0.103632734161285,7.66360027863988,23.410768944315,24.5317690415447,14.0379522211789,1525.14466316797,48.2525407860321,24.6657137723082,48.2219760519929,11.6200534002921,33.041543392275,99.685852711251,68.8393708161178,472.107834813518,176.954724036897,0.184648869982514,0.0271516345740627,0.00399629330332039,0.0271516345740622,582.496120819041,88.27,11.73,0.59,0,0,0,0,4.3273,0.8741,1.2467,0.1462,0.0368,0.0123,0.0121,98.4,2178.116521,16.33587391,1354.604703,243.8288465,6943.504909,902.6556382,2862.642661,400.7699725,71.5155,8.58186,7986.619879,1437.591578,3.571440727,0.250000851,7.700557879,4.158301255,11.60429285,1.624600999,22.50065448,2.025058903,0.920888479,0.033336163,1.729952721,0.276792435,111.3330188,2.226660376,33.63395636,1.681697818,1.292769079,0.059984485,0.46145557,0.006183505
"Marion Island","PB1","PB1.1A",17,23.7,24.9,24.3,24.3,0.6,41.3,250.5,170.5,161.6,105,0.08595,0.05786,21543,53523.9230769231,1.34769230769231,7.15384615384615,100.615384615385,104.153846153846,18.2307692307692,4082.76923076923,50.3846153846154,200.692307692308,104.461538461538,6.15384615384615,35.6153846153846,150.153846153846,954.384615384615,39635.1538461538,5831.30769230769,6.80089057109989,1.91666108259955,0.147154705216793,-1.91666108259955,45466.4615384615,402.088506011633,3446.72374537372,0.117200245033436,6.80497555526045,13.0226626920052,20.8360511047805,14.8163977074605,3805.01062534316,41.2503302240084,30.4996847398587,41.3271810971411,17.295693846765,46.1980130552864,82.2474378059343,90.783201880027,771.396336322845,162.834980176959,0.198954364912334,0.0291192156048724,0.00426820058559164,0.0291192156048724,832.765534768002,88.55,11.45,0.57,0,0,0,0,4.8578,1.042,0.9916,0.1135,0.03,0.0098,0.0092,93.8,1821.540325,33.33418795,1102.266789,198.408022,6534.507184,849.4859339,2202.675675,308.3745945,65.84935956,7.901923147,8570.237082,1542.642675,3.434464783,0.240412535,8.044716196,4.344146746,11.43140635,1.600396889,21.58351439,1.942516295,0.926562331,0.042529211,1.406166493,0.224986639,101.3618316,2.027236632,27.17845392,1.358922696,1.162250486,0.027661562,0.366802962,0.020394245
"Marion Island","PB1","PB1.1A",22,30.4,31.6,31,31,0.6,121,335.6,266.6,256.4,107,0.03732,0.01637,22876.8461538462,54689.6153846154,1.25076923076923,10.3846153846154,153.384615384615,135.538461538462,33.6153846153846,1401.69230769231,51.2307692307692,234.538461538462,124.230769230769,0.538461538461539,43.0769230769231,207.153846153846,950.076923076923,42683.0769230769,6365.84615384615,6.70920055272213,1.90324338127063,0.149119361265731,-1.90324338127063,49048.9230769231,450.691662180447,982.939430014344,0.0681250735120752,9.28743292069505,24.6053465109329,28.8143927711349,17.4906568465303,267.877268108421,39.5540850105983,46.9851313087722,49.2513178269608,1.9414506867883,61.0552503044873,70.645648785383,110.945528329943,954.176299357939,233.416239849846,0.152246730443275,0.0226033499939102,0.00335704696674312,0.0226033499939099,1153.17116838297,89.28,10.72,0.54,0,0,0,0,4.8578,1.2849,1.0452,0.112,0.0352,0.0042,0.0031,75.3,2089.857912,48.06673198,1144.77978,206.0603604,8345.148352,1084.869286,2912.205495,407.7087693,83.23987912,9.988785494,8371.598901,1506.887802,4.068094505,0.284766615,8.92706044,4.820612638,13.55326154,1.897456616,18.08953077,1.628057769,1.093994725,0.050651956,1.945437912,0.311270066,129.978,2.59956,34.46506593,1.723253297,1.114361648,0.037331115,0.51366967,0.021368658
"Marion Island","PB1","PB1.1A",28,38.5,39.8,39.2,39.2,0.6,263,720.9,465.2,472.8,229,0.04041,0.02021,21749.4285714286,56612.2142857143,1.285,18.2857142857143,370.214285714286,757.642857142857,80.8571428571429,7204.21428571429,96.1428571428571,208.857142857143,119.857142857143,7.5,13.7142857142857,680,909.714285714286,37951.3571428571,6005.21428571429,6.32202576952553,1.84377432692837,0.158260431466344,-1.84377432692837,43956.5714285714,302.225772531757,1417.9432113274,0.0614879600472258,11.8284440190622,50.0940324580891,89.7566000511787,21.3103699670341,1196.89805353232,36.5615542988431,33.6951426375173,54.6764710228859,13.3229125944742,19.9323030103574,133.740276425845,80.3860192316555,629.906416387858,131.454688637702,0.152414192326525,0.0238086317426692,0.00372222801751879,0.0238086317426694,677.877764597913,85.62,14.38,0.72,0,0,0,0,5.1908,1.6922,1.1663,0.1677,0.0631,0.0068,0.0059,87.6,2797.116997,28.81030507,3227.770248,580.9986446,23434.69076,3046.509799,10129.00989,1418.061385,323.9125641,38.86950769,26108.88564,4699.599415,12.9706968,0.907948776,23.03441319,12.43858312,33.18613386,4.64605874,52.60385462,4.734346916,1.368892536,0.05311303,6.18584993,0.989735989,270.9112707,5.418225414,116.7050439,5.835252195,1.629214904,0.079179844,1.383938431,0.01979032
"Marion Island","PB1","PB1.1A",32,44,45.3,44.7,44.7,0.6,370.7,857.4,610.8,613.7,243,0.03973,0.01631,17843.8181818182,53673.9090909091,1.36090909090909,17.9090909090909,599.727272727273,1472.36363636364,131.636363636364,15633.6363636364,199.272727272727,188.181818181818,137.090909090909,36.9090909090909,67,1459.27272727273,862,26079.6363636364,4919.09090909091,5.30640176261547,1.66803097793209,0.188784788019049,-1.66803097793209,30998.7272727273,474.691019123349,3833.05380746333,0.102611358577357,9.7923903665504,103.090339905435,312.580956786325,30.6146132664541,3507.16353404649,72.1873824280821,45.331706744437,34.757602176947,44.1983134190764,42.9301758673314,447.814267505869,95.6639953169425,1188.48872714278,222.665423694589,0.23383772087983,0.0440824779463805,0.00832465344869206,0.04408247794638,1323.26966948609,72.18,27.82,1.39,0,0,0,0,4.1237,1.4887,1.3275,0.3693,0.1518,0.0147,0.0121,82.2,3466.27432,21.49090078,4573.268115,823.1882607,37810.7568,4915.398384,15989.14162,2238.479827,523.7464391,62.84957269,41892.79642,7540.703356,18.97802487,1.328461741,31.2414405,16.87037787,45.7672747,6.407418458,87.38332267,7.86449904,1.831382859,0.049081061,8.593039332,1.374886293,385.7181504,7.714363008,197.5983924,9.87991962,2.513567785,0.084455878,2.310849547,0.021721986
"Marion Island","PB1","PB1.1B",39,46.4,47.6,47,47,0.6,446.3,898.8,672.9,672.7,226,0.03938,0.01373,18223.5384615385,54931,1.33461538461538,19.4615384615385,509.384615384615,1038.69230769231,122.384615384615,16753.9230769231,175.230769230769,185.923076923077,119.846153846154,41.3846153846154,37.9230769230769,1200.76923076923,817.153846153846,27081.3846153846,4963.84615384615,5.45397837106966,1.69530145672037,0.183735067100314,-1.69530145672037,32045.2307692308,1077.5510517979,3768.46971594572,0.085011311464552,11.251780485886,125.746794830948,246.469533146048,36.6959090852065,2820.62213768341,47.0126824132841,32.9632662683315,30.3996879201255,43.5536804061732,44.2124822843458,131.763142194719,69.9748123182503,1760.98417267455,170.598381271065,0.259733676758181,0.0475291283544775,0.00871464507893623,0.0475291283544772,1883.44091818875,74.24,25.76,1.29,0,0,0,0,4.173,1.8069,1.1934,0.3074,0.1485,0.0121,0.0101,83.2,3335.001167,42.35451482,4438.860201,798.9948362,35780.25835,4651.433586,14153.99091,1981.558727,517.3790221,62.08548265,41782.67485,7520.881473,22.23236511,1.556265558,41.34347364,22.32547577,44.24220161,6.193908225,77.76789376,6.999110438,1.848744282,0.079680879,8.614199678,1.378271948,341.4057384,6.828114768,176.5003252,8.82501626,2.112265006,0.046047377,2.09557536,0.047779118
