"depth","SH20_mean_age","surface","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","inc_coh","coh_inc","Total_scatter"
49.8,743.16,6.54,16761,71617,1.28,82,1723,2303,328,41508,90,102,2070,818,16383,4380,3.740410959,0.267350302,20763
50,748.21,6.59,18345,77310,1.36,53,1431,2408,278,45822,43,88,1872,774,18416,4333,4.25017309,0.235284535,22749
50.1,750.72,6.6,18878,81990,1.41,107,1687,2990,328,49164,124,27,1965,704,18264,4290,4.257342657,0.234888305,22554
50.2,753.23,6.6,17086,65091,1.37,64,1124,2091,236,33839,20,0,1528,790,19099,4300,4.441627907,0.225142678,23399
50.3,755.73,6.6,16279,63954,1.33,51,1021,2311,224,33541,101,34,1528,737,18429,4250,4.336235294,0.230614792,22679
50.4,758.24,6.6,15674,59967,1.3,28,900,2031,216,30591,98,59,1621,728,17353,4019,4.317740732,0.231602605,21372
50.5,760.74,6.6,14177,53594,1.32,37,822,1717,198,26699,69,132,1497,813,16151,3723,4.338168144,0.230512043,19874
50.6,763.25,6.57,17035,74778,1.35,97,1837,2477,252,44408,90,33,1472,583,17225,4196,4.105100095,0.243599419,21421
50.7,765.75,6.57,16076,72142,1.35,109,1909,2641,324,43101,63,125,1561,605,15890,3764,4.221572795,0.23687854,19654
50.8,768.26,6.57,15990,70837,1.38,101,1871,2679,365,42437,131,34,1735,755,15178,3927,3.865036924,0.25872974,19105
50.9,770.77,6.56,14809,67647,1.3,107,2294,2682,360,41477,31,104,1451,537,13386,3430,3.902623907,0.25623786,16816
51,773.27,6.58,13829,57133,1.37,68,1330,2224,236,31112,89,57,1513,722,14512,3401,4.2669803,0.234357773,17913
51.1,775.78,6.59,16718,73637,1.37,127,1946,2964,347,44046,45,0,1710,671,15726,4051,3.882004443,0.257598881,19777
51.2,778.28,6.61,16299,62654,1.33,67,1229,2449,222,31256,121,110,1677,921,18260,4323,4.223918575,0.236746988,22583
51.3,780.79,6.64,17725,67304,1.42,54,1167,2583,175,33625,72,164,1701,774,20417,4395,4.645506257,0.215261792,24812
51.4,783.3,6.64,17022,67696,1.37,62,1534,2655,195,35256,53,13,1439,830,19584,4024,4.866799205,0.205473856,23608
51.5,785.8,6.65,16692,67727,1.38,68,1320,2539,222,36780,90,85,1650,636,18577,3983,4.664072307,0.214404909,22560
51.6,788.31,6.63,16015,69950,1.42,34,1264,2585,246,41269,120,57,1627,734,15905,4003,3.973270047,0.251681861,19908
51.7,790.81,6.61,13360,57131,1.4,102,1290,2325,217,32212,52,21,1896,732,13143,3611,3.639711991,0.274747014,16754
51.8,793.32,6.6,11278,46442,1.17,50,1067,1658,190,23701,72,0,1470,625,12725,3392,3.751474057,0.266561886,16117
51.9,795.82,6.59,11959,45436,1.2,57,1025,1386,162,21809,66,27,1386,706,14049,3326,4.223992784,0.236742829,17375
52,798.33,6.57,14943,61295,1.36,105,1816,2435,206,34239,0,87,1376,552,15198,3485,4.36097561,0.229306488,18683
52.1,800.84,6.53,14848,67315,1.41,117,2021,2683,332,41552,32,21,1630,684,13315,3363,3.959262563,0.252572287,16678
52.3,805.85,6.46,16723,75199,1.45,95,1850,3234,324,45261,121,113,1605,761,15704,3835,4.094915254,0.244205298,19539
52.4,808.35,6.46,14941,66603,1.38,101,1811,2578,267,39057,108,0,1522,580,15050,3862,3.896944588,0.256611296,18912
52.5,810.86,6.48,15796,67398,1.31,71,1777,2970,247,38110,66,0,1977,618,15707,4055,3.873489519,0.258165149,19762
52.6,813.36,6.51,16655,69463,1.27,85,1611,2913,275,38963,56,149,1643,667,17068,4150,4.112771084,0.243145067,21218
52.7,815.87,6.55,17485,71686,1.32,65,1553,2970,280,38816,14,57,1579,816,18810,4390,4.284738041,0.233386497,23200
52.8,818.38,6.56,17908,73472,1.38,60,1777,2883,274,39543,52,0,1609,728,19536,4527,4.315440689,0.231726044,24063
52.9,820.88,6.56,19086,78758,1.38,77,1636,3267,291,43358,108,28,1707,749,20823,4464,4.664650538,0.214378332,25287
53,823.39,6.57,19341,78329,1.47,80,1622,3122,305,41049,162,42,1842,927,21737,4924,4.414500406,0.2265262,26661
53.1,825.89,6.58,19433,75710,1.52,32,1261,2855,239,38390,125,0,1843,819,22770,4875,4.670769231,0.214097497,27645
53.2,828.4,6.58,20007,82798,1.4,93,1796,3305,306,45800,136,84,1771,677,21550,4492,4.797417631,0.208445476,26042
53.3,830.9,6.58,18989,80231,1.35,111,1953,3384,281,45133,132,0,1736,773,20043,4368,4.588598901,0.217931447,24411
53.4,833.41,6.57,18129,75699,1.27,106,1798,2912,302,42480,112,0,1504,622,19291,4301,4.485235992,0.222953709,23592
53.5,835.92,6.58,18301,80002,1.54,95,2262,3106,307,46223,137,241,1624,660,18576,4110,4.519708029,0.22125323,22686
53.6,838.42,6.59,17878,78462,1.41,142,2192,3067,369,46727,134,102,1599,635,17225,4160,4.140625,0.241509434,21385
53.7,840.93,6.59,17292,76213,1.51,94,1863,2695,301,44452,133,82,1662,631,17768,4251,4.179722418,0.239250338,22019
53.8,843.43,6.6,17286,74498,1.28,44,1504,2700,230,43512,95,100,1806,703,17374,4173,4.163431584,0.240186486,21547
53.9,845.94,6.59,16206,70211,1.3,92,1566,2789,284,40735,150,0,1712,709,16274,3937,4.133604267,0.241919626,20211
54,848.45,6.59,15494,66898,1.3,86,1730,2594,256,39638,93,0,1523,688,14957,3642,4.106809445,0.243498028,18599
54.1,850.95,6.58,15210,70135,1.37,176,2294,2657,399,42700,79,41,1778,656,13565,3834,3.538080334,0.282639145,17399
54.2,853.46,6.58,15610,71942,1.31,106,2029,2763,346,44142,61,41,1798,644,14336,3927,3.650623886,0.273925781,18263
54.3,855.96,6.58,16559,77623,1.46,122,2642,3114,361,47776,140,41,2020,644,14857,3815,3.894364351,0.256781315,18672
54.4,858.47,6.59,16865,82429,1.31,177,2846,3494,448,53127,208,121,1941,681,13535,3764,3.595908608,0.278093831,17299
54.5,860.97,6.61,16472,84222,1.49,186,3751,3554,497,54697,149,17,1880,679,12839,3823,3.358357311,0.297764623,16662
54.6,863.48,6.62,14598,69656,1.41,111,2399,2945,388,43517,98,50,1742,624,12221,3626,3.370380585,0.296702398,15847
54.7,865.99,6.62,14618,66511,1.35,61,1660,2504,249,40035,154,140,1864,715,13547,3794,3.570637849,0.280062006,17341
54.8,868.49,6.62,17299,82179,1.38,99,2277,3721,335,51696,99,86,2037,592,14909,3999,3.728182046,0.268227245,18908
54.9,871,6.62,17945,81701,1.37,59,1589,3157,276,50791,95,0,2142,807,16285,4271,3.812924374,0.262265889,20556
55,873.5,6.64,18344,84042,1.39,98,2345,3389,319,50689,115,63,2345,748,16828,4647,3.621261029,0.276146898,21475
55.1,876.19,6.66,17192,77069,1.38,116,2093,3381,285,44741,96,0,2039,863,16773,4176,4.016522989,0.248971561,20949
55.2,878.88,6.68,16486,74216,1.35,92,2076,3381,303,43497,148,82,2149,738,15602,4144,3.76496139,0.265606973,19746
55.3,881.57,6.69,16069,71377,1.39,92,1861,2983,250,42325,85,37,1893,711,15240,3862,3.946141895,0.253412073,19102
55.4,884.26,6.68,16506,76455,1.4,158,2280,3427,326,46949,91,19,1903,609,14826,3867,3.833979829,0.260825577,18693
55.5,886.95,6.66,16267,78575,1.3,154,2452,3403,375,49891,79,0,2144,671,13788,3747,3.679743795,0.27175805,17535
55.6,889.64,6.65,16898,83048,1.51,136,2575,3635,411,53593,107,129,2065,714,13920,3878,3.589479113,0.278591954,17798
55.7,892.33,6.65,16772,82505,1.45,162,2651,3608,447,53538,78,13,2272,578,13356,3790,3.524010554,0.283767595,17146
55.8,895.02,6.66,15692,76692,1.27,191,2660,3454,418,48537,88,177,2050,703,12774,3633,3.516102395,0.284405824,16407
55.9,897.7,6.66,15960,77637,1.52,139,2514,3256,339,49844,0,88,1928,688,13144,3843,3.420244601,0.29237675,16987
56,900.39,6.67,16004,74937,1.34,88,2060,3022,323,47790,88,78,1841,519,13625,3682,3.700434546,0.270238532,17307
56.1,903.08,6.66,16509,76129,1.52,100,2056,3210,313,46782,88,19,2038,812,14922,3913,3.813442372,0.262230264,18835
56.2,905.77,6.66,17194,80358,1.38,106,2481,3371,383,49693,122,68,1972,795,15231,4238,3.593912223,0.278248309,19469
56.3,908.46,6.67,17672,82286,1.38,125,2220,3417,395,50373,62,84,2341,743,16059,4219,3.806352216,0.262718725,20278
56.4,911.15,6.68,17354,81232,1.48,152,2556,3622,411,49119,162,118,2139,863,15647,4215,3.712218268,0.269380712,19862
56.5,913.84,6.69,15906,76292,1.27,137,2532,3319,383,47733,20,141,2038,630,13898,3764,3.692348565,0.270830335,17662
56.6,916.53,6.69,15177,76173,1.38,195,2883,3457,474,49303,107,58,1824,627,12124,3398,3.567981165,0.280270538,15522
56.7,919.22,6.68,16279,80899,1.38,184,3106,3623,448,52487,49,77,1731,652,13371,3345,3.997309417,0.250168275,16716
56.8,921.91,6.68,15624,78387,1.55,174,2805,3198,492,51397,39,174,1701,615,12691,3388,3.745867769,0.266960838,16079
56.9,924.6,6.68,13430,64957,1.35,122,2280,2567,364,41291,51,0,1627,562,11350,3440,3.299418605,0.3030837,14790
57,927.28,6.67,16766,88479,1.45,221,3817,3674,555,59886,117,86,1994,597,12202,3760,3.245212766,0.308146206,15962
57.1,929.97,6.67,15726,82902,1.52,221,3383,3501,535,55964,209,92,1965,651,10955,3570,3.068627451,0.325878594,14525
57.2,932.66,6.66,14341,72447,1.37,189,2879,2751,451,46941,147,66,1901,619,11600,3467,3.345832132,0.29887931,15067
57.3,935.35,6.65,16263,83777,1.44,219,3607,3472,474,54788,89,134,2334,769,12151,3887,3.12606123,0.319891367,16038
57.4,938.04,6.65,14932,77458,1.38,203,3519,3112,478,51409,110,94,2022,472,11127,3416,3.257318501,0.307000989,14543
57.5,940.73,6.67,15766,84257,1.43,282,3995,3632,525,57341,183,74,2235,635,10263,3579,2.867560771,0.348728442,13842
57.6,943.42,6.68,13889,72826,1.36,190,3486,2984,438,48082,131,57,2019,555,10008,3436,2.912689173,0.34332534,13444
57.7,946.11,6.68,13826,68908,1.29,192,2715,2726,387,43332,116,114,2026,666,11224,3744,2.997863248,0.333570919,14968
57.8,948.8,6.68,15732,72201,1.42,103,2519,3201,373,42657,85,82,2186,676,14292,4022,3.553455992,0.281416177,18314
57.9,951.49,6.69,17680,79229,1.43,144,2540,3341,376,45551,83,86,2027,969,17147,4424,3.875904159,0.258004316,21571
58,954.17,6.7,19200,88682,1.46,163,2826,3987,410,52506,32,102,1789,766,18920,4581,4.130102598,0.242124736,23501
58.1,956.86,6.71,18327,80150,1.41,116,2025,3191,337,45157,125,134,1801,799,19540,4480,4.361607143,0.229273286,24020
58.2,959.55,6.73,19264,84909,1.43,160,2868,3680,372,48235,159,36,1713,813,20030,4409,4.542980268,0.22011982,24439
58.3,962.24,6.74,18045,78434,1.33,138,2415,3187,352,44694,46,58,1762,661,18518,4274,4.332709406,0.230802462,22792
58.4,964.93,6.74,18266,79958,1.39,104,2293,3425,302,45063,154,65,2037,903,18378,4777,3.847184425,0.259930352,23155
58.5,967.62,6.75,18170,73446,1.46,57,1435,3220,280,38512,117,70,2031,786,19851,4587,4.327665141,0.231071483,24438
58.6,970.31,6.75,19053,77195,1.44,69,1645,3443,263,39432,137,166,2063,960,21649,4862,4.452694364,0.224583122,26511
58.7,973,6.76,19814,78937,1.46,76,1594,3479,220,40618,84,0,1905,765,22497,4880,4.610040984,0.216917811,27377
58.8,975.69,6.77,19232,74996,1.53,68,1533,3440,205,37115,90,30,1680,983,22457,4858,4.622684232,0.216324531,27315
58.9,978.38,6.78,18879,72302,1.34,64,1501,3337,198,34150,100,63,1810,1029,22553,4698,4.800553427,0.208309316,27251
59,981.07,6.78,18784,72862,1.41,46,1420,3291,178,35939,141,0,1508,908,22127,4645,4.763616792,0.209924527,26772
59.1,983.75,6.79,17925,71254,1.32,64,1454,3166,284,36802,57,42,1750,898,20195,4224,4.781013258,0.209160683,24419
59.2,986.44,6.8,18691,76377,1.51,68,1742,3185,247,40542,161,0,2137,853,20567,4505,4.565371809,0.21904021,25072
59.3,989.13,6.8,19080,76605,1.4,23,1332,3230,213,39821,80,0,2066,926,21469,4572,4.69575678,0.212958219,26041
59.4,991.82,6.81,19783,77100,1.4,58,1246,2975,170,38246,52,93,1953,816,23696,5067,4.676534439,0.213833558,28763
59.5,994.51,6.8,20047,71194,1.3,39,997,2640,145,30455,45,73,1790,1003,25848,5196,4.974595843,0.201021356,31044
59.6,997.2,6.79,20500,72573,1.41,34,1051,2611,191,31631,125,21,1667,1031,26183,5096,5.137951334,0.194630104,31279
59.7,999.89,6.78,19555,69977,1.4,42,1150,3162,160,30686,76,109,1643,857,24588,4859,5.060300473,0.197616724,29447
59.8,1002.58,6.79,18410,67543,1.27,65,1282,3079,200,30469,109,26,1584,994,22213,4546,4.886273647,0.204654932,26759
59.9,1005.27,6.79,17474,64763,1.16,55,1190,3146,214,29470,90,100,1732,823,20843,4351,4.790393013,0.208751139,25194
60,1007.96,6.78,17631,69112,1.38,42,1346,3443,170,33639,162,8,2262,966,19679,4519,4.354724497,0.229635652,24198
60.1,1013.34,6.79,17231,69302,1.42,74,1559,3557,200,34443,91,16,2312,971,19083,4307,4.430694219,0.225698265,23390
60.2,1018.72,6.8,16114,65644,1.37,65,1587,3408,191,33991,124,0,2059,773,17049,4125,4.133090909,0.241949674,21174
60.3,1024.11,6.78,15213,66553,1.31,70,1878,3427,254,38643,60,121,2158,652,13608,3608,3.771618625,0.265138154,17216
60.4,1029.49,6.78,15182,69953,1.3,88,2164,3561,329,41756,102,200,2292,677,13077,3751,3.486270328,0.286839489,16828
60.5,1034.88,6.78,16128,77842,1.38,146,3339,4025,363,46925,71,49,2431,783,13626,3951,3.448747153,0.28996037,17577
60.6,1040.26,6.77,15786,77639,1.33,153,2808,3783,364,48200,140,157,2427,642,13218,3737,3.537061814,0.282720533,16955
60.7,1045.65,6.76,16190,80932,1.33,178,3088,3811,440,50577,173,97,2485,823,13502,3962,3.407874811,0.293438009,17464
60.8,1051.03,6.74,16073,75406,1.4,124,2766,3856,303,44816,135,0,2213,874,14659,3957,3.704574172,0.269936558,18616
60.9,1056.42,6.72,14433,64801,1.2,126,2195,3080,287,36957,158,0,2289,613,13591,3655,3.718467852,0.268927967,17246
61,1061.8,6.69,14508,66462,1.53,152,2414,3312,306,37139,202,54,3057,743,13278,4047,3.280948851,0.304789878,17325
61.2,1072.57,6.6,12616,64693,1.42,163,3167,3226,358,41403,166,0,1626,431,9567,3123,3.063400576,0.326434619,12690
61.3,1077.95,6.56,14224,71571,1.41,182,3951,3460,401,44813,139,76,2094,557,10675,3504,3.046518265,0.32824356,14179
61.4,1083.34,6.55,17784,97981,1.47,320,5527,4959,565,65969,163,78,2735,665,11437,3759,3.042564512,0.328670106,15196
61.5,1088.72,6.58,16933,91691,1.52,301,5210,4596,624,60861,130,141,2771,521,11186,3864,2.894927536,0.34543179,15050
61.6,1094.11,6.62,17338,93162,1.43,272,4705,4666,572,62083,149,148,2736,593,11806,3816,3.093815514,0.323225479,15622
61.7,1099.49,6.61,14180,69823,1.44,185,2649,3781,305,42864,57,30,2371,613,12001,3551,3.379611377,0.295892009,15552
61.8,1104.87,6.6,15745,74991,1.47,147,3000,3726,304,44836,81,80,2484,743,13982,3829,3.651606163,0.273852096,17811
61.9,1110.26,6.61,17272,80759,1.4,192,3034,4010,303,47379,132,125,2414,867,16191,4187,3.86696919,0.258600457,20378
62,1115.64,6.61,18473,82908,1.47,130,2874,3963,328,47079,176,0,2332,753,18414,4443,4.144496962,0.241283806,22857
62.1,1121.03,6.62,18878,81779,1.33,84,2168,4095,242,44810,110,63,2286,862,20041,4521,4.432868834,0.225587546,24562
62.2,1126.41,6.63,18812,81534,1.38,87,2158,4052,255,45681,145,53,1958,821,19142,4393,4.357386752,0.229495351,23535
62.3,1131.8,6.64,17381,80617,1.32,129,2718,4840,339,48481,170,0,2184,598,14893,3853,3.865299766,0.258712147,18746
62.4,1137.18,6.65,17538,87110,1.39,200,3495,4779,390,54500,112,95,2896,812,14007,3996,3.505255255,0.285285928,18003
62.5,1142.57,6.67,17570,87688,1.5,201,3754,5001,341,54783,151,28,2965,787,13783,4058,3.396500739,0.294420663,17841
62.6,1147.95,6.67,17132,83909,1.41,150,3426,4928,386,50639,110,0,2871,762,14625,4198,3.48380181,0.287042735,18823
62.7,1153.33,6.68,17536,86123,1.75,201,3519,5008,347,52611,190,99,2855,834,14550,3857,3.772361939,0.265085911,18407
62.8,1158.72,6.68,17384,83955,1.4,154,2940,4926,287,50519,138,81,2622,893,15316,4017,3.812795619,0.262274745,19333
62.9,1164.1,6.68,17532,83830,1.33,134,2807,5104,305,50531,136,51,2420,890,15394,4095,3.759218559,0.266012732,19489
63,1169.49,6.7,17183,81036,1.45,112,2811,4522,294,46995,155,77,2621,821,16024,4263,3.758855266,0.266038442,20287
63.1,1174.87,6.71,18847,90857,1.57,177,3244,5340,350,54098,181,54,3024,900,16640,4339,3.83498502,0.260757212,20979
63.2,1180.26,6.72,17414,82049,1.36,138,3348,5095,338,47887,149,33,2533,776,15697,4092,3.836021505,0.260686755,19789
63.3,1185.64,6.73,15970,74127,1.37,111,3555,4207,274,42078,104,25,2349,737,14618,4089,3.574957202,0.279723628,18707
63.4,1191.02,6.74,16610,76655,1.34,126,2909,4368,259,44651,125,109,2405,753,15036,4080,3.685294118,0.271348763,19116
63.5,1196.41,6.75,17072,81921,1.3,153,3389,4996,295,49017,102,125,2750,742,14314,3862,3.706369757,0.269805785,18176
63.6,1201.79,6.77,16381,76942,1.35,122,3245,4714,316,44951,182,10,2537,731,13988,3965,3.527868852,0.283457249,17953
63.7,1207.18,6.79,14701,68240,1.28,132,2929,3943,320,39017,142,33,2351,756,13079,3666,3.567648663,0.280296659,16745
63.8,1212.56,6.8,15215,69471,1.45,72,2548,3932,216,39619,92,62,2491,874,13828,3687,3.750474641,0.266632919,17515
63.9,1217.95,6.79,16484,77280,1.38,105,2922,4610,279,45429,142,22,2760,670,14394,3790,3.797889182,0.263304155,18184
64,1223.33,6.8,16718,78917,1.37,108,3006,4611,315,46490,169,74,2717,834,14566,3863,3.770644577,0.265206646,18429
64.1,1228.72,6.82,17228,82862,1.55,98,2979,4429,329,50662,148,190,2736,790,14591,4044,3.608061325,0.277157152,18635
64.2,1234.1,6.85,16286,76410,1.5,107,3047,4478,361,44938,126,24,2637,777,13827,3867,3.575640031,0.27967021,17694
64.3,1239.48,6.87,16535,80130,1.41,113,2851,4365,318,49634,165,91,2788,751,13388,3819,3.505629746,0.285255453,17207
64.4,1244.87,6.89,15963,73752,1.29,105,2583,3789,332,44089,157,63,2375,773,13603,3657,3.719715614,0.268837756,17260
64.5,1250.25,6.91,15212,69867,1.37,100,2426,3854,253,41373,117,71,2264,610,13064,3588,3.641025641,0.274647887,16652
64.6,1255.64,6.91,15063,68193,1.36,97,2407,3501,291,39605,114,23,2253,656,13376,3835,3.487874837,0.286707536,17211
64.7,1261.02,6.91,15558,71355,1.38,105,2525,3342,336,41618,145,101,2552,649,14278,3721,3.837140554,0.26061073,17999
64.8,1266.41,6.9,15951,72156,1.42,76,2210,3535,261,41760,130,35,2485,835,14723,3924,3.752038736,0.266521769,18647
64.9,1271.79,6.91,15586,70414,1.49,87,2390,3350,272,40599,43,90,2557,750,14601,3963,3.684330053,0.271419766,18564
65,1277.18,6.92,15430,69317,1.45,95,2297,3633,270,39228,143,69,2484,732,14604,4016,3.636454183,0.274993153,18620
65.1,1282.94,6.91,15290,66755,1.52,74,2070,3085,228,36934,105,0,2383,853,15221,4063,3.746246616,0.266933841,19284
65.2,1288.7,6.92,16028,71894,1.47,101,2169,3441,324,40354,142,52,2647,909,15755,4010,3.928927681,0.254522374,19765
65.3,1294.47,6.92,16608,75026,1.6,57,2286,3656,270,43734,132,30,2483,939,15653,3952,3.960779352,0.252475564,19605
65.4,1300.23,6.92,16514,74052,1.41,75,2221,3679,260,42839,105,87,2308,728,15700,4018,3.907416625,0.255923567,19718
65.5,1305.99,6.92,16050,69438,1.3,57,1738,3125,220,39540,4,6,2219,731,15676,4133,3.792886523,0.263651442,19809
65.6,1311.76,6.91,16282,70753,1.49,70,1754,2962,264,40463,28,49,2224,782,15683,4266,3.676277543,0.272014283,19949
65.7,1317.52,6.9,16697,72028,1.19,61,1616,2971,287,41941,100,0,2070,719,16263,3848,4.226351351,0.236610711,20111
65.8,1323.29,6.9,16306,68535,1.36,46,1205,2388,228,39246,124,159,2343,702,16090,3987,4.035615751,0.247793661,20077
65.9,1329.05,6.89,16385,72749,1.49,33,1417,2904,262,44768,68,77,2160,636,14570,3922,3.714941356,0.269183253,18492
66,1334.81,6.89,15279,63717,1.31,62,1447,2528,279,35377,98,47,2337,774,14777,3928,3.761965377,0.265818502,18705
66.1,1340.58,6.88,15817,68012,1.39,83,1720,3042,277,37845,106,59,2706,993,15135,4063,3.72507999,0.268450611,19198
66.2,1346.34,6.88,15967,65716,1.36,65,1523,2989,198,35748,61,0,2530,863,15878,3959,4.01060874,0.249338708,19837
66.3,1352.1,6.88,16483,64586,1.48,52,1326,2627,235,32282,72,0,2332,1098,18256,4319,4.226904376,0.236579755,22575
66.4,1357.87,6.88,16407,65048,1.33,88,1517,2762,243,32739,83,58,1983,840,18431,4229,4.358240719,0.229450383,22660
66.5,1363.63,6.87,15995,59083,1.31,26,947,2244,140,27379,37,0,2005,905,19040,4059,4.690810544,0.213182773,23099
66.6,1369.4,6.88,16102,59010,1.24,50,1027,2407,221,27028,57,52,1765,795,19031,4285,4.441306884,0.225158951,23316
66.7,1375.16,6.87,15270,56031,1.25,54,1009,2357,206,26183,152,34,1853,671,17485,3994,4.377816725,0.228424364,21479
66.8,1380.92,6.87,14222,54977,1.35,46,1336,2240,190,27032,46,43,1851,660,15775,3912,4.032464213,0.247987322,19687
66.9,1386.69,6.84,15580,62710,1.3,59,1455,2695,218,32247,103,7,2222,736,16543,4199,3.939747559,0.253823369,20742
67,1392.45,6.81,17026,71880,1.46,61,1706,3568,306,39113,113,86,2215,925,17628,4219,4.178241289,0.239335149,21847
67.1,1398.21,6.77,17732,73052,1.55,67,1815,3121,280,38349,104,110,2527,847,19096,4646,4.110202325,0.243297026,23742
67.2,1403.98,6.76,18615,72145,1.46,57,1318,3123,271,34818,96,0,2121,969,21864,4838,4.519222819,0.221276985,26702
67.3,1409.74,6.75,19623,75214,1.41,72,1355,3524,192,36105,0,113,2093,1015,23027,4971,4.632267149,0.215877014,27998
67.4,1415.51,6.76,18977,68488,1.31,42,1059,3075,186,31175,0,75,1836,948,22901,4824,4.747305141,0.210645823,27725
67.5,1421.27,6.76,18225,66588,1.3,28,1004,2857,151,29722,54,0,1865,1027,22681,4738,4.787040946,0.208897315,27419
67.6,1427.03,6.76,18439,70494,1.36,66,1407,3121,223,33651,34,121,2441,928,21381,4554,4.694993412,0.212992844,25935
67.7,1432.8,6.76,17947,69930,1.43,91,1725,3227,244,34836,25,82,1945,826,20042,4536,4.418430335,0.226324718,24578
67.8,1438.56,6.77,16418,62972,1.41,42,1362,2494,231,30706,43,23,1800,777,19224,4242,4.531824611,0.220661673,23466
67.9,1444.32,6.76,15802,60348,1.4,88,1492,2942,218,29261,49,6,1631,714,18167,3853,4.715027251,0.212087852,22020
68,1450.09,6.75,15978,62715,1.34,64,1751,2738,223,31044,73,15,1878,722,18073,4125,4.381333333,0.228241023,22198
68.1,1455.85,6.74,16974,66832,1.26,22,1311,2714,251,33436,82,53,1849,889,19306,4509,4.281658904,0.233554335,23815
68.2,1461.62,6.72,16076,57555,1.27,32,896,2008,211,26109,60,33,1827,752,19014,4289,4.433201212,0.225570632,23303
68.3,1467.38,6.71,14886,54784,1.27,58,1051,2161,219,25811,20,19,1604,766,17428,3907,4.460711543,0.224179481,21335
68.4,1473.14,6.7,16026,62481,1.35,53,1099,2291,228,31714,51,46,2172,679,17735,4340,4.08640553,0.244713843,22075
68.5,1478.91,6.72,16547,62050,1.33,22,1074,2629,206,29623,51,85,2130,917,18582,4515,4.115614618,0.242977075,23097
68.6,1484.67,6.75,16698,61986,1.26,42,1177,2699,235,29082,34,24,2067,803,19276,4323,4.458940551,0.22426852,23599
68.7,1490.43,6.77,16827,64491,1.3,53,1348,2632,280,30739,65,133,2056,822,19563,4389,4.457279563,0.224352093,23952
68.8,1496.2,6.78,16492,62798,1.41,48,1296,2699,239,30408,55,28,1950,889,18704,4349,4.300758795,0.232517109,23053
68.9,1501.96,6.78,16923,66616,1.34,57,1556,3019,294,33722,86,107,2226,752,18487,4230,4.370449173,0.228809434,22717
69,1507.73,6.78,17052,67199,1.49,51,1321,2950,286,33819,110,38,2167,869,18963,4294,4.416162087,0.226440964,23257
69.1,1513.49,6.78,16848,69209,1.43,70,1810,3104,304,35814,86,14,2188,812,18460,4386,4.208846329,0.2375948,22846
69.2,1519.25,6.78,16481,65873,1.34,65,1539,3027,227,32826,111,106,2175,713,18674,4337,4.305741296,0.232248045,23011
69.3,1525.02,6.78,16589,63009,1.44,47,1193,2531,218,30203,77,90,1898,877,19291,4522,4.266032729,0.234409828,23813
69.4,1530.78,6.79,17867,69894,1.48,48,1452,2767,264,34229,160,87,2196,932,20747,4586,4.523986044,0.221044006,25333
69.5,1536.55,6.79,18243,70442,1.37,69,1412,2884,283,35099,72,115,1993,754,20833,4429,4.703770603,0.212595402,25262
69.6,1542.31,6.81,17587,65535,1.48,65,1248,2771,232,31187,53,79,1822,764,20551,4342,4.733072317,0.211279256,24893
69.7,1548.07,6.8,17269,66368,1.63,76,1481,2604,268,32797,36,0,1914,687,19556,4189,4.668417283,0.214205359,23745
69.8,1553.84,6.79,17121,66297,1.42,51,1206,2228,201,33534,61,122,1958,886,19269,4506,4.276298269,0.233847112,23775
69.9,1559.6,6.79,16745,64445,1.35,49,1038,2422,196,32548,119,10,1651,793,18927,4154,4.556331247,0.219474824,23081
70,1565.36,6.79,17036,68121,1.42,58,1114,2703,247,35303,118,38,2066,926,18690,4346,4.300506213,0.232530765,23036
70.1,1570.51,6.8,17850,73988,1.58,88,1529,3112,266,41187,87,0,2057,911,18255,4226,4.319687648,0.23149822,22481
70.2,1575.65,6.79,18027,70508,1.44,26,925,2398,177,36644,34,29,2021,875,20379,4585,4.444711014,0.224986506,24964
70.3,1580.8,6.8,18438,71957,1.3,55,1218,2384,193,37315,57,113,1658,943,21266,4644,4.579242033,0.218376752,25910
70.4,1585.94,6.8,18942,78155,1.61,53,1232,2508,231,43265,116,30,1823,896,21065,4473,4.709367315,0.212342749,25538
70.5,1591.08,6.8,17825,67661,1.61,44,1032,2403,195,32137,83,0,1993,895,21547,4745,4.540990516,0.220216271,26292
70.6,1596.23,6.79,18582,73470,1.48,69,869,2493,207,38856,90,120,1617,846,21342,4524,4.717506631,0.211976385,25866
70.7,1601.37,6.79,16990,64271,1.36,42,1053,2556,237,31785,109,0,1843,721,19672,4165,4.723169268,0.211722245,23837
70.8,1606.52,6.79,16692,66271,1.44,34,952,2730,280,34890,89,27,2111,834,17896,4334,4.129210891,0.242177023,22230
70.9,1611.66,6.79,16213,67960,1.27,88,1691,2998,275,37621,34,151,2022,665,16368,4100,3.992195122,0.250488759,20468
71,1616.8,6.8,15702,69387,1.41,92,2079,3410,328,40282,166,79,1979,750,14465,4006,3.610833749,0.276944348,18471
71.1,1621.95,6.79,14708,64513,1.51,110,2160,3009,330,35962,159,126,1971,866,13988,3972,3.521651561,0.283957678,17960
71.2,1627.09,6.8,14741,68088,1.29,146,2262,3178,347,39720,107,181,2422,676,13834,3901,3.546270187,0.28198641,17735
