"Location","Site","Section","Sample_ID","Core_section","Sample","Radius_1_cm","Radius_2_cm","Thickness_cm","section_cut_loss","section_depth_top","section_depth_bottom","section_depth_mid","field_depth_top","field_depth_bottom","field_depth_mid","strat_depth_top","strat_depth_bottom","strat_depth_mid","depth","depth_err","SH20_min_age_95CI","SH20_max_age_95CI","SH20_median_age","SH20_mean_age","SH20_mean_95CI","accrate_cmyr-1","accrate_err_cmyr-1","Bag_mass","Wet_bag_g","Dry_bag_g","Wet_mass_g","Dry_mass_g","Water_Content_pc","Dry_mass","Dry_mass_err","Ash_Mass","LOI550","LOI550_err","C_org_pc","C_org_pc_err","Volume_cm3","Volume_err_cm3","Wet_density_g_cm3","Dry_density_g_cm3","Dry_density_err_g_cm3","DMAR_g_cm2_yr","DMAR_err_g_cm2_yr","DMAR_err_pc"
"Marion Island","PB1","PB1.1A","PB1.1A_16","A",16,2.1,2.1,1.3,0.1219,22.3,23.5,22.9,22.3,23.5,22.9,22.3,23.5,22.9,22.9,0.6,33.1,237.9,150,145.3,102,0.08437,0.06175,1.1476,6.5423,1.7802,5.3947,0.6326,88.27,-1.22223626047113,0.59,NA,NA,NA,NA,NA,4.3273,0.8741,1.2467,-1.12124812301415,0.0368,0.0123,0.0121,98.4
"Marion Island","PB1","PB1.1A","PB1.1A_17","A",17,2.3,2.2,1.3,0.1219,23.7,24.9,24.3,23.7,24.9,24.3,23.7,24.9,24.3,24.3,0.6,41.3,250.5,170.5,161.6,105,0.08595,0.05786,1.1476,5.9644,1.6992,4.8168,0.5516,88.55,-1.23749341773474,0.57,NA,NA,NA,NA,NA,4.8578,1.042,0.9916,-1.22936286261661,0.03,0.0098,0.0092,93.8
"Marion Island","PB1","PB1.1A","PB1.1A_18","A",18,2.2,2.6,1.2,0.1219,25,26.2,25.6,25,26.2,25.6,25,26.2,25.6,25.6,0.6,53.7,261.7,186.9,176.9,104,0.08255,0.05035,1.1476,6.8969,1.7772,5.7493,0.6296,89.05,-1.26473834141975,0.55,NA,NA,NA,NA,NA,4.9854,1.1317,1.1532,-1.1870427198976,0.035,0.0104,0.0092,88.7
"Marion Island","PB1","PB1.1A","PB1.1A_19","A",19,2.3,2.2,1.2,0.1219,26.3,27.5,26.9,26.3,27.5,26.9,26.3,27.5,26.9,26.9,0.6,67.5,266.4,204.1,192.7,99,0.08573,0.04617,1.1476,7.0882,1.7865,5.9406,0.6389,89.25,-1.27563631089376,0.54,NA,NA,NA,NA,NA,4.7689,1.1207,1.2457,-1.1615845090432,0.0382,0.0115,0.0095,82.4
"Marion Island","PB1","PB1.1A","PB1.1A_20","A",20,2.3,2.3,1.3,0.1219,27.6,28.9,28.2,27.6,28.9,28.2,27.6,28.9,28.2,28.2,0.6,79.5,274.2,220.5,208.4,97,0.08108,0.03967,1.1476,7.0238,1.7608,5.8762,0.6132,89.57,-1.29307306205217,0.52,NA,NA,NA,NA,NA,5.0786,1.2468,1.157,-1.20555778233717,0.0357,0.0098,0.0077,78.5
"Marion Island","PB1","PB1.1A","PB1.1A_21","A",21,2.3,2.2,1.3,0.1219,29,30.2,29.6,29,30.2,29.6,29,30.2,29.6,29.6,0.6,89.3,288.9,238.7,225.3,100,0.04411,0.02047,1.1476,6.454,1.7024,5.3064,0.5548,89.55,-1.29198326510477,0.52,NA,NA,NA,NA,NA,4.8578,1.2363,1.0923,-1.22704847981166,0.0348,0.005,0.0039,76.9
"Marion Island","PB1","PB1.1A","PB1.1A_22","A",22,2.2,2.3,1.3,0.1219,30.4,31.6,31,30.4,31.6,31,30.4,31.6,31,31,0.6,121,335.6,266.6,256.4,107,0.03732,0.01637,1.1476,6.2248,1.6917,5.0772,0.5441,89.28,-1.27727100631486,0.54,NA,NA,NA,NA,NA,4.8578,1.2849,1.0452,-1.23432225434149,0.0352,0.0042,0.0031,75.3
"Marion Island","PB1","PB1.1A","PB1.1A_23","A",23,2.3,2.2,1.3,0.1219,31.7,33,32.4,31.7,33,32.4,31.7,33,32.4,32.4,0.6,144.3,435.6,294.4,293.1,146,0.03946,0.02037,1.1476,7.0382,1.8268,5.8906,0.6792,88.47,-1.23313422994514,0.58,NA,NA,NA,NA,NA,4.8578,1.3335,1.2126,-1.14240819437366,0.0454,0.0055,0.0046,84.1
"Marion Island","PB1","PB1.1A","PB1.1A_24","A",24,2.5,2.2,1.2,0.1219,33.1,34.3,33.7,33.1,34.3,33.7,33.1,34.3,33.7,33.7,0.6,161,521.3,321.4,327.3,180,0.03661,0.0208,1.1476,7.0598,1.8856,5.9122,0.738,87.52,-1.18136887494361,0.62,NA,NA,NA,NA,NA,5.2022,1.493,1.1365,-1.13546504595882,0.0478,0.0052,0.0047,90.5
"Marion Island","PB1","PB1.1A","PB1.1A_25","A",25,2.1,2.3,1.3,0.1219,34.4,35.7,35.1,34.4,35.7,35.1,34.4,35.7,35.1,35.1,0.6,178.2,612.3,352.2,364.1,217,0.03978,0.02443,1.1476,6.7781,1.9014,5.6305,0.7538,86.61,-1.13178311383688,0.67,NA,NA,NA,NA,NA,4.7493,1.3963,1.1855,-1.07991985864013,0.0546,0.0063,0.006,95.8
"Marion Island","PB1","PB1.1A","PB1.1A_26","A",26,2.2,2.2,1.3,0.1219,35.8,37,36.4,35.8,37,36.4,35.8,37,36.4,36.4,0.6,215.9,639.2,390.3,398.6,212,0.03693,0.02025,1.1476,6.6063,1.8713,5.4587,0.7237,86.74,-1.13886679399499,0.66,NA,NA,NA,NA,NA,4.6419,1.4088,1.176,-1.08917738985991,0.0551,0.0058,0.0052,90.2
"Marion Island","PB1","PB1.1A","PB1.1A_27","A",27,2.3,2.3,1.3,0.1219,37.2,38.4,37.8,37.2,38.4,37.8,37.2,38.4,37.8,37.8,0.6,243.7,664.6,429.7,435.7,210,0.03694,0.01845,1.1476,6.6557,1.907,5.5081,0.7594,86.21,-1.10998717488887,0.69,NA,NA,NA,NA,NA,5.0786,1.6023,1.0846,-1.11033746121941,0.0547,0.0055,0.0048,86.5
"Marion Island","PB1","PB1.1A","PB1.1A_28","A",28,2.3,2.3,1.3,0.1219,38.5,39.8,39.2,38.5,39.8,39.2,38.5,39.8,39.2,39.2,0.6,263,720.9,465.2,472.8,229,0.04041,0.02021,1.1476,7.2016,2.0182,6.054,0.8706,85.62,-1.07783816494055,0.72,NA,NA,NA,NA,NA,5.1908,1.6922,1.1663,-1.05016350829083,0.0631,0.0068,0.0059,87.6
"Marion Island","PB1","PB1.1A","PB1.1A_29","A",29,2.1,2.3,1.3,0.1219,39.9,41.2,40.5,39.9,41.2,40.5,39.9,41.2,40.5,40.5,0.6,292.2,764.7,499.1,506.8,236,0.03851,0.01855,1.1476,6.7955,2.0835,5.6479,0.9359,83.43,-0.958505399200188,0.83,NA,NA,NA,NA,NA,4.6419,1.5481,1.2167,-0.938081255308473,0.0773,0.0078,0.0067,86.5
"Marion Island","PB1","PB1.1A","PB1.1A_30","A",30,2.2,2,1.3,0.1219,41.3,42.5,41.9,41.3,42.5,41.9,41.3,42.5,41.9,41.9,0.6,326,789.1,535.8,542.4,232,0.03851,0.01702,1.1476,6.5217,2.2552,5.3741,1.1076,79.39,-0.738366415825268,1.03,NA,NA,NA,NA,NA,4.2249,1.4428,1.272,-0.737721829623195,0.1026,0.0101,0.0084,83.3
"Marion Island","PB1","PB1.1A","PB1.1A_31","A",31,2,2.2,1.3,0.1219,42.7,43.9,43.3,42.7,43.9,43.3,42.7,43.9,43.3,43.3,0.6,354.5,817.5,574.1,578,231,0.03851,0.01598,1.1476,6.6588,2.602,5.5112,1.4544,73.61,-0.423415098026497,1.32,NA,NA,NA,NA,NA,4.3273,1.5232,1.2736,-0.493389130643955,0.1351,0.0129,0.0106,81.7
"Marion Island","PB1","PB1.1A","PB1.1A_32","A",32,2.1,2,1.3,0.1219,44,45.3,44.7,44,45.3,44.7,44,45.3,44.7,44.7,0.6,370.7,857.4,610.8,613.7,243,0.03973,0.01631,1.1476,6.6218,2.6705,5.4742,1.5229,72.18,-0.345494616287355,1.39,NA,NA,NA,NA,NA,4.1237,1.4887,1.3275,-0.383621260466542,0.1518,0.0147,0.0121,82.2
"Marion Island","PB1","PB1.1B","PB1.1B_38","B",38,2.1,1.9,1.1,0.1929,5.1,6.2,5.7,45.1,46.2,45.7,45.1,46.2,45.7,45.7,0.6,403.2,877.4,636.9,639.3,237,0.03942,0.01509,1.1476,5.9222,2.528,4.7746,1.3804,71.09,-0.286100682654023,1.45,NA,NA,NA,NA,NA,3.3682,1.413,1.4175,-0.249717683894698,0.1924,0.0162,0.0138,85.2
"Marion Island","PB1","PB1.1B","PB1.1B_39","B",39,2.2,2.1,1.2,0.1929,6.4,7.6,7,46.4,47.6,47,46.4,47.6,47,47,0.6,446.3,898.8,672.9,672.7,226,0.03938,0.01373,1.1476,6.1278,2.4306,4.9802,1.283,74.24,-0.457743701869616,1.29,NA,NA,NA,NA,NA,4.173,1.8069,1.1934,-0.588278825646718,0.1485,0.0121,0.0101,83.2
"Marion Island","PB1","PB1.1B","PB1.1B_40","B",40,2.1,1.9,1.3,0.1929,7.8,9.1,8.4,47.8,49.1,48.4,47.8,49.1,48.4,48.4,0.6,476,922.7,713.7,708.7,223,0.03741,0.01229,1.1476,6.2373,3.2827,5.0897,2.1351,58.05,0.424446927051162,2.1,NA,NA,NA,NA,NA,3.9806,1.7495,1.2786,0.168854977685435,0.2626,0.0201,0.0164,81.8
"Marion Island","PB1","PB1.1B","PB1.1B_41","B",41,2.3,1.8,1.2,0.1929,9.3,10.5,9.9,49.3,50.5,49.9,49.3,50.5,49.9,49.9,0.6,495.5,961,754.6,747.3,233,0.04402,0.01424,1.1476,6.9869,3.8263,5.8393,2.6787,54.13,0.638047128741678,2.29,NA,NA,NA,NA,NA,3.768,1.6956,1.5497,0.745797548346836,0.3555,0.0313,0.0258,82.3
"Marion Island","PB1","PB1.1B","PB1.1B_42","B",42,2.3,1.7,1.2,0.1929,10.6,11.8,11.2,50.6,51.8,51.2,50.6,51.8,51.2,51.2,0.6,545.2,975.3,786,778.9,215,0.03961,0.0114,1.1476,6.0086,3.257,4.861,2.1094,56.61,0.502912307264005,2.17,NA,NA,NA,NA,NA,3.6744,1.6884,1.3229,0.293501023037497,0.2925,0.0227,0.0181,79.7
"Marion Island","PB1","PB1.1B","PB1.1B_43","B",43,2,1.8,1.1,0.1929,12,13.1,12.6,52,53.1,52.6,52,53.1,52.6,52.6,0.6,592,998.4,821.3,812.8,203,0.04185,0.0109,1.1476,5.6494,2.966,4.5018,1.8184,59.61,0.339442765153916,2.02,NA,NA,NA,NA,NA,3.1172,1.4589,1.4442,0.32391862561678,0.3022,0.0244,0.019,77.8
"Marion Island","PB1","PB1.1B","PB1.1B_44","B",44,2.2,1.8,1.2,0.1929,13.3,14.5,13.9,53.3,54.5,53.9,53.3,54.5,53.9,53.9,0.6,621.1,1018.5,855.2,844.3,199,0.04125,0.01015,1.1476,6.0586,3.3406,4.911,2.193,55.35,0.571569514950242,2.23,NA,NA,NA,NA,NA,3.4327,1.6443,1.4306,0.507416119437455,0.3379,0.0264,0.0204,77.5
"Marion Island","PB1","PB1.1B","PB1.1B_45","B",45,2.2,1.7,1.1,0.1929,14.7,15.8,15.2,54.7,55.8,55.2,54.7,55.8,55.2,55.2,0.6,654.6,1045.9,887.3,876.3,196,0.03743,0.00873,1.1476,7.0434,4.2357,5.8958,3.0881,47.62,0.992776035120571,2.62,NA,NA,NA,NA,NA,3.1172,1.5212,1.8913,1.67055879198004,0.533,0.0371,0.0286,77.1
"Marion Island","PB1","PB1.1B","PB1.1B_46","B",46,2.2,1.6,1.7,0.1929,16,17.7,16.8,56,57.7,56.8,56,57.7,56.8,56.8,0.9,757.5,1072.6,921.1,918.8,158,0.03744,0.00698,1.1476,6.5181,4.1529,5.3705,3.0053,44.04,1.18784968870528,2.8,NA,NA,NA,NA,NA,4.8175,2.3991,1.1148,0.457822202188624,0.3419,0.0234,0.0172,73.4
"Marion Island","PB1","PB1.1B","PB1.1B_47","B",47,2.1,1.8,1.1,0.1929,17.9,19,18.4,57.9,59,58.4,57.9,59,58.4,58.4,0.6,850.6,1111.5,957.2,961.4,130,0.03813,0.00553,1.1476,6.4361,3.6088,5.2885,2.4612,53.46,0.674555326479598,2.33,NA,NA,NA,NA,NA,3.2835,1.6713,1.6106,0.87374985484882,0.419,0.0286,0.0201,70.4
"Marion Island","PB1","PB1.1B","PB1.1B_48","B",48,2.2,2,1.2,0.1929,19.2,20.3,19.7,59.2,60.3,59.7,59.2,60.3,59.7,59.7,0.6,909.6,1147.7,987.6,995.9,119,0.02007,0.00259,1.1476,7.0259,3.6158,5.8783,2.4682,58.01,0.426626520945964,2.1,NA,NA,NA,NA,NA,3.8869,2.027,1.5123,0.494852327067751,0.3629,0.0127,0.0089,70.1
"Marion Island","PB1","PB1.1B","PB1.1B_49","B",49,2.3,1.9,1,0.1929,20.5,21.5,21,60.5,61.5,61,60.5,61.5,61,61,0.5,949.9,1212.5,1056.6,1059.1,131,0.01802,0.00238,1.1476,7.3445,4.7172,6.1969,3.5696,42.4,1.27721303839212,2.88,NA,NA,NA,NA,NA,3.3799,1.7964,1.8334,1.88711889729993,0.6141,0.019,0.0136,71.4
"Marion Island","PB1","PB1.1B","PB1.1B_50","B",50,2.1,1.9,1.2,0.1929,21.7,22.9,22.3,61.7,62.9,62.3,61.7,62.9,62.3,62.3,0.6,971.1,1388.4,1113.1,1130.8,209,0.01837,0.00357,1.1476,7.0498,4.2676,5.9022,3.12,47.14,1.01893116185818,2.64,NA,NA,NA,NA,NA,3.768,2.0347,1.5664,1.13296072900271,0.4885,0.0152,0.0119,78.4
"Marion Island","PB1","PB1.1B","PB1.1B_51","B",51,1.8,2.2,1.1,0.1929,23.1,24.1,23.6,63.1,64.1,63.6,63.1,64.1,63.6,63.6,0.5,985.2,1578.3,1174.2,1202.6,297,0.01767,0.0045,1.1476,6.7467,3.9919,5.5991,2.8443,49.2,0.906682076275924,2.54,NA,NA,NA,NA,NA,3.2151,1.7667,1.7415,1.32042573620329,0.5304,0.0156,0.0134,85.4
"Marion Island","PB1","PB1.1B","PB1.1B_52","B",52,2.3,1.9,1.1,0.1929,24.3,25.4,24.9,64.3,65.4,64.9,64.3,65.4,64.9,64.9,0.5,997.4,1772.2,1233.1,1274.3,387,0.01876,0.00586,1.1476,7.8557,4.6867,6.7081,3.5391,47.24,1.01348217712118,2.64,NA,NA,NA,NA,NA,3.7179,2.0876,1.8043,1.54260648547805,0.5821,0.0179,0.0165,92.4
"Marion Island","PB1","PB1.1B","PB1.1B_53","B",53,2.2,1.8,1.1,0.1929,25.6,26.7,26.2,65.6,66.7,66.2,65.6,66.7,66.2,66.2,0.5,1047.3,1825.4,1305.5,1343.2,389,0.01919,0.00572,1.1476,6.4272,3.7754,5.2796,2.6278,50.23,0.850557533484794,2.49,NA,NA,NA,NA,NA,3.454,1.9688,1.5285,0.910779979727947,0.4717,0.0146,0.0134,91.8
"Marion Island","PB1","PB1.1B","PB1.1B_54","B",54,2,1.7,1.2,0.1929,26.9,28.1,27.5,66.9,68.1,67.5,66.9,68.1,67.5,67.5,0.6,1078.8,1913.7,1381.3,1411.9,417,0.01919,0.00584,1.1476,5.059,2.2739,3.9114,1.1263,71.21,-0.292639464338427,1.44,NA,NA,NA,NA,NA,3.0897,1.7827,1.266,-0.399491313986168,0.2286,0.007,0.0065,93.1
"Marion Island","PB1","PB1.1B","PB1.1B_55","B",55,2,2,1.1,0.1929,28.3,29.4,28.8,68.3,69.4,68.8,68.3,69.4,68.8,68.8,0.5,1099.2,1994.4,1448.2,1480.6,448,0.01842,0.00571,1.1476,6.2515,3.3812,5.1039,2.2336,56.24,0.523073550790916,2.19,NA,NA,NA,NA,NA,3.454,2.0379,1.4777,0.533535582521839,0.4139,0.0119,0.0113,95
"Marion Island","PB1","PB1.1B","PB1.1B_56","B",56,2.1,2,1.1,0.1929,29.5,30.6,30.1,69.5,70.6,70.1,69.5,70.6,70.1,70.1,0.5,1126.8,2098,1513.6,1549.4,486,0.01866,0.00599,1.1476,6.1828,2.9406,5.0352,1.793,64.39,0.078981294725175,1.78,NA,NA,NA,NA,NA,3.297,1.9782,1.5272,0.193321310194858,0.3535,0.0101,0.0099,97.1
"Marion Island","PB1","PB1.1B","PB1.1B_57","B",57,2,1.8,1.2,0.1929,30.8,32,31.4,70.8,72,71.4,70.8,72,71.4,71.4,0.6,1194.5,2147.1,1585,1620.1,476,0.01864,0.00564,1.1476,6.4795,3.7227,5.3319,2.5751,51.7,0.77045745785085,2.41,NA,NA,NA,NA,NA,3.4006,2.0676,1.5679,0.898877439588228,0.4983,0.0141,0.0136,96
"Marion Island","PB1","PB1.1B","PB1.1B_58","B",58,2.1,2,1.3,0.1929,32.2,33.4,32.8,72.2,73.4,72.8,72.2,73.4,72.8,72.8,0.6,1245.9,2221.3,1673.7,1696.1,488,0.01864,0.00552,1.1476,6.3414,3.0056,5.1938,1.858,64.23,0.0876996703043799,1.79,NA,NA,NA,NA,NA,4.1237,2.5608,1.2595,-0.114822228977878,0.3023,0.0084,0.0081,96.7
"Marion Island","PB1","PB1.1B","PB1.1B_59","B",59,2.1,1.8,1.2,0.1929,33.6,34.8,34.2,73.6,74.8,74.2,73.6,74.8,74.2,74.2,0.6,1276.3,2316.3,1764.2,1772.2,520,0.01742,0.00525,1.1476,5.1633,2.3485,4.0157,1.2009,70.1,-0.232155733757694,1.5,NA,NA,NA,NA,NA,3.4907,2.1939,1.1504,-0.46726966755957,0.2334,0.006,0.0059,98
"Marion Island","PB1","PB1.1B","PB1.1B_60","B",60,2.1,1.9,1.2,0.1929,35,36.2,35.6,75,76.2,75.6,75,76.2,75.6,75.6,0.6,1341.5,2406.5,1843.4,1850.7,532,0.01673,0.00494,1.1476,5.7668,2.9416,4.6192,1.794,61.16,0.254983501730371,1.94,NA,NA,NA,NA,NA,3.611,2.311,1.2792,0.0379270361485215,0.3428,0.0083,0.0082,98.5
"Marion Island","PB1","PB1.1B","PB1.1B_61","B",61,2.1,1.7,1.2,0.1929,36.4,37.6,37,76.4,77.6,77,76.4,77.6,77,77,0.6,1432.1,2445.8,1936,1932.4,507,0.01802,0.00487,1.1476,5.8693,2.5445,4.7217,1.3969,70.42,-0.249592484916103,1.48,NA,NA,NA,NA,NA,3.4006,2.2036,1.3885,-0.246411422744776,0.2867,0.0074,0.0072,96.8
"Marion Island","PB1","PB1.1B","PB1.1B_62","B",62,2.3,1.8,1.2,0.1929,37.8,38.9,38.3,77.7,78.9,78.3,77.7,78.9,78.3,78.3,0.6,1482.1,2488.3,2025.3,2008.3,503,0.01643,0.00424,1.1476,6.3235,2.966,5.1759,1.8184,64.87,0.052826167987561,1.76,NA,NA,NA,NA,NA,3.7018,2.4451,1.3982,0.019411973708958,0.349,0.0081,0.0078,96.8
"Marion Island","PB1","PB1.1B","PB1.1B_63","B",63,2,1.8,1.2,0.1929,39.1,40.2,39.7,79.1,80.2,79.7,79.1,80.2,79.7,79.7,0.6,1526.9,2568.5,2113.8,2090.1,521,0.0171,0.00438,1.1476,5.0615,2.3617,3.9139,1.2141,68.98,-0.171127104703261,1.55,NA,NA,NA,NA,NA,3.2589,2.177,1.201,-0.373041224786791,0.2675,0.0064,0.0062,97.4
"Marion Island","PB1","PB1.1B","PB1.1B_64","B",64,1.8,1.8,1.1,0.1929,40.4,41.5,41,80.4,81.5,81,80.4,81.5,81,81,0.5,1658,2607.4,2185.6,2167.2,475,0.01669,0.00377,1.1476,4.9214,2.166,3.7738,1.0184,73.01,-0.39072118960448,1.35,NA,NA,NA,NA,NA,2.7977,1.8913,1.3489,-0.401144444561129,0.2643,0.0061,0.0058,95.2
"Marion Island","PB1","PB1.1B","PB1.1B_65","B",65,2,1.8,1.1,0.1929,41.7,42.8,42.3,81.7,82.8,82.3,81.7,82.8,82.3,82.3,0.5,1773.3,2634.7,2263.2,2244.6,431,0.01669,0.00332,1.1476,5.7865,2.8223,4.6389,1.6747,63.9,0.10568131993649,1.81,NA,NA,NA,NA,NA,3.0357,2.0871,1.5281,0.219440773279243,0.4068,0.0092,0.0086,93.6
