"Location","Site","Section","sample","field_depth_top","field_depth_bottom","field_depth_mid","water_content_pc","water_content_err","dry_mass_pc","dry_mass_err","density_gcm3","density_gcm3_err","P_ICP","P_ICP_sd","K_ICP","K_ICP_sd","Ca_ICP","Ca_ICP_sd","Ti_ICP","Ti_ICP_sd","Mn_ICP","Mn_ICP_sd","Fe_ICP","Fe_ICP_sd","Co_ICP","Co_ICP_sd","Ni_ICP","Ni_ICP_sd","Cu_ICP","Cu_ICP_sd","Zn_ICP","Zn_ICP_sd","As_ICP","As_ICP_sd","Rb_ICP","Rb_ICP_sd","Sr_ICP","Sr_ICP_sd","Zr_ICP","Zr_ICP_sd","Pb_ICP","Pb_ICP_sd","Th_ICP","Th_ICP_sd"
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,54.15974773,2.707987387,45.84025227,4.584025227,0.283876328,0.028387633,1907.808331,19.06490942,473.7956247,85.283212446,3366.405358,437.63269654,159.3219544,22.305073616,48.26462876,5.7917554512,244762.4318,44057.237724,24.67115714,1.7269809998,18.49534977,9.9874888758,54.25753022,7.5960542308,108.9295808,9.803662272,29.81581511,0.773136298,2.02301219,0.3236819504,53.58134359,1.0716268718,3.512118591,0.17560592955,3.936977584,0.019326058,0.365718702,0.003108463
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,79.92749239,3.996374619,20.07250761,2.007250761,0.233658379,0.023365838,3740.72618,50.17060239,519.5682507,93.522285126,6376.14109,828.8983417,247.3342292,34.626792088,71.25145017,8.5501740204,33059.50476,5950.7108568,30.22335953,2.1156351671,15.52691154,8.3845322316,93.06939632,13.0297154848,242.3611357,21.812502213,13.38786455,0.172694261,3.033425815,0.4853481304,126.2966844,2.525933688,6.610934788,0.3305467394,3.489982864,0.053218462,0.532835757,0.004931813
"Bird Island","BI10","BI10.9",353,345.7,346.7,346.2,59.1542995,2.957714975,40.8457005,4.08457005,0.537569421,0.053756942,726.3242938,7.848344827,590.2581944,106.246474992,1649.910749,214.48839737,196.7910903,27.550752642,40.04154754,4.8049857048,259743.8529,46753.893522,31.69988747,2.2189921229,16.50037866,8.9102044764,46.16790206,6.4635062884,46.41044203,4.1769397827,33.63062821,0.630236272,2.023599773,0.32377596368,26.73253921,0.5346507842,3.215918511,0.16079592555,3.841771896,0.06841699,0.221542724,0.000709409
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,75.51545368,3.775772684,24.48454632,2.448454632,0.271119644,0.027111964,4761.875299,30.36296028,2355.45594,423.9820692,6975.754499,906.84808487,799.193679,111.88711506,63.1732016,7.580784192,19940.78074,3589.3405332,5.120949268,0.35846644876,8.855748872,4.78210439088,61.1989585,8.56785419,50.4248919,4.538240271,5.486958807,0.08884197,12.19802273,1.9516836368,152.5618881,3.051237762,25.31019839,1.2655099195,5.131125425,0.052935455,1.245198413,0.027091858
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,75.42653024,3.771326512,24.57346976,2.457346976,0.306744795,0.030674479,4611.136234,33.19747396,1070.885179,192.75933222,6849.57438,890.4446694,482.4222414,67.539113796,70.44102514,8.4529230168,91742.56196,16513.6611528,76.74575589,5.3722029123,30.78295408,16.6227952032,84.15061701,11.7810863814,199.4152519,17.947372671,10.06036084,0.205877938,4.992973415,0.7988757464,138.0986394,2.761972788,9.681378018,0.4840689009,6.041542002,0.028948675,0.81296146,0.006029443
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,77.82667862,3.891333931,22.17332138,2.217332138,0.217762879,0.021776288,5476.238187,44.56145304,1739.758107,313.15645926,7954.492393,1034.08401109,927.4315698,129.840419772,100.6908119,12.082897428,63330.72521,11399.5305378,33.30735274,2.3315146918,18.94940307,10.2326776578,69.48540749,9.7279570486,155.6838291,14.011544619,17.98872607,0.108961756,9.175578982,1.46809263712,172.6424549,3.452849098,18.17108513,0.9085542565,10.90930959,0.055230939,1.325701748,0.018963946
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,77.00109282,3.850054641,22.99890718,2.299890718,0.291571616,0.029157162,4996.075153,52.11628875,1447.271106,260.50879908,6910.359074,898.34667962,541.6620458,75.832686412,69.28334701,8.3140016412,69886.15056,12579.5071008,17.29854042,1.2108978294,16.74430526,9.0419248404,96.04739856,13.4466357984,106.4331106,9.578979954,12.94872931,0.192691994,7.537000498,1.20592007968,142.7753473,2.855506946,10.27576935,0.5137884675,7.2235317,0.082032731,0.9882166,0.017709204
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,72.13219103,3.606609551,27.86780897,2.786780897,0.364923014,0.036492301,4505.833499,31.50266064,1334.018291,240.12329238,6023.226846,783.01948998,617.6592849,86.472299886,70.46152124,8.4553825488,54047.68966,9728.5841388,24.79954461,1.7359681227,17.31182215,9.348383961,74.97636554,10.4966911756,153.3540492,13.801864428,11.06391366,0.159070092,7.097707001,1.13563312016,129.6985539,2.593971078,12.79708303,0.6398541515,6.262183706,0.042454841,1.05208357,0.008324452
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,78.69058332,3.934529166,21.30941668,2.130941668,0.239273227,0.023927323,6066.004862,40.91124585,3262.422113,587.23598034,8005.462824,1040.71016712,862.5856098,120.761985372,97.8957421,11.747489052,40132.04847,7223.7687246,9.040037779,0.63280264453,10.00803438,5.4043385652,55.15725169,7.7220152366,63.73190593,5.7358715337,8.61116978,0.232102114,14.36128756,2.2978060096,153.3496638,3.066993276,18.27558905,0.9137794525,4.279527789,0.028118065,1.483670914,0.004179591
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,72.08217607,3.604108804,27.91782393,2.791782393,0.329623388,0.032962339,4548.665534,59.92319496,2439.861236,439.17502248,8103.945816,1053.51295608,859.4671757,120.325404598,81.91402797,9.8296833564,54152.91453,9747.5246154,19.75221569,1.3826550983,13.25060411,7.1553262194,94.26813549,13.1975389686,136.8739771,12.318657939,12.8787305,0.584735162,9.248141245,1.4797025992,135.6264282,2.712528564,16.48531144,0.824265572,5.788177951,0.208124419,1.022346242,0.016719137
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,80.30162948,4.015081474,19.69837052,1.969837052,0.222180671,0.022218067,1529.984744,25.92577122,4192.532888,754.65591984,7585.017065,986.05221845,1453.514493,203.49202902,274.0987451,32.891849412,20119.39045,3621.490281,2.860665218,0.20024656526,5.370449412,2.90004268248,19.4548787,2.723683018,47.14281535,4.2428533815,5.442980062,0.045398161,20.02750394,3.2044006304,151.7312933,3.034625866,23.6965254,1.18482627,1.683004451,0.00603126,1.28523096,0.007747074
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,77.7103679,3.885518395,22.2896321,2.22896321,0.30863854,0.030863854,3049.762594,32.38070392,2645.007056,476.10127008,7317.516566,951.27715358,1096.289357,153.48050998,78.69369569,9.4432434828,51021.42539,9183.8565702,7.991640436,0.55941483052,10.48748493,5.6632418622,71.22393581,9.9713510134,61.90931635,5.5718384715,10.25687008,0.232367414,10.62373635,1.699797816,121.4529542,2.429059084,19.25420696,0.962710348,5.804511688,0.123140897,1.176556743,0.015856583
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,81.45962317,4.072981159,18.54037683,1.854037683,0.227770281,0.022777028,4735.07879,29.00454409,1279.071246,230.23282428,7179.414733,933.32391529,439.7704209,61.567858926,60.23512043,7.2282144516,34088.22199,6135.8799582,18.03152781,1.2622069467,13.21962289,7.1385963606,87.44578681,12.2424101534,97.22108231,8.7498974079,10.42234441,0.129991788,4.89161886,0.7826590176,127.9383347,2.558766694,10.69155001,0.5345775005,7.064103822,0.043039341,0.712875407,0.000529873
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,71.75925287,3.587962643,28.24074713,2.824074713,0.335520162,0.033552016,5919.405954,68.86079287,2999.419337,539.89548066,9461.06745,1229.9387685,2545.357841,356.35009774,321.8666456,38.623997472,28823.89617,5188.3013106,10.38688508,0.7270819556,11.44865692,6.1822747368,55.06983208,7.7097764912,72.67126101,6.5404134909,5.803672169,0.111394115,11.2517643,1.800282288,230.1968823,4.603937646,30.86414748,1.543207374,8.029088504,0.030559369,1.531836996,0.001421073
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,82.01865964,4.100932982,17.98134036,1.798134036,0.185813281,0.018581328,4906.390605,12.8149241,1873.201141,337.17620538,8311.822141,1080.53687833,713.4399266,99.881589724,107.9334325,12.9520119,30935.30845,5568.355521,11.60935571,0.8126548997,13.02193372,7.0318442088,79.709217,11.15929038,70.91847569,6.3826628121,7.78759488,0.032605693,7.62089899,1.2193438384,147.1050077,2.942100154,14.88976145,0.7444880725,8.426327912,0.091387716,0.982574616,0.014120026
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,77.5535611,3.877678055,22.4464389,2.24464389,0.281896254,0.028189625,4743.51956,104.9738041,2896.949952,521.45099136,4039.228505,525.09970565,623.497368,87.28963152,98.07001331,11.7684015972,34349.06054,6182.8308972,11.06017577,0.7742123039,10.69111482,5.7732020028,49.32777324,6.9058882536,61.6011836,5.544106524,6.365283876,0.032078895,14.21907028,2.2750512448,90.62519465,1.812503893,13.96627653,0.6983138265,7.269837559,0.088140895,1.058348396,0.006936541
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,75.06123488,3.753061744,24.93876512,2.493876512,0.314653108,0.031465311,2573.483787,20.83881079,3339.764406,601.15759308,5046.388886,656.03055518,1578.677596,221.01486344,53.48002201,6.4176026412,29282.54803,5270.8586454,14.40052097,1.0080364679,10.27959403,5.5509807762,49.65090616,6.9511268624,63.26427197,5.6937844773,6.296183095,0.09037256,15.34553868,2.4552861888,90.09213851,1.8018427702,36.05342738,1.802671369,4.229160877,0.066063666,1.396057162,0.016028184
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,78.71387527,3.935693764,21.28612473,2.128612473,0.257163412,0.025716341,3322.188553,52.99097299,1374.155784,247.34804112,5399.551536,701.94169968,564.5866399,79.042129586,46.9486511,5.633838132,32219.65007,5799.5370126,8.58191768,0.6007342376,10.7534478,5.806861812,67.64965696,9.4709519744,53.82896824,4.8446071416,6.546600461,0.21306347,5.803580829,0.92857293264,91.69283278,1.8338566556,11.59992701,0.5799963505,5.623923907,0.078821248,0.82113265,0.010596606
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,80.23174108,4.011587054,19.76825892,1.976825892,0.226534011,0.022653401,1212.319435,3.81968698,959.6082071,172.729477278,7612.230803,989.59000439,383.0841407,53.631779698,68.97052291,8.2764627492,16700.79088,3006.1423584,1.309662683,0.09167638781,2.705794836,1.46112921144,30.41424683,4.2579945562,18.55755468,1.6701799212,4.507341527,0.065271547,4.177557871,0.66840925936,107.4610267,2.149220534,9.694411847,0.48472059235,3.151085499,0.027796954,0.586841167,0.002855282
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,43.1553935,2.157769675,56.8446065,5.68446065,0.773402367,0.077340237,4684.658687,40.98930044,6631.161901,1193.60914218,11154.85179,1450.1307327,3810.984322,533.53780508,355.0818916,42.609826992,37075.7818,6673.640724,5.309682165,0.37167775155,5.648759577,3.05033017158,28.74922169,4.0248910366,50.41642497,4.5374782473,7.998732079,0.0894333,25.0506238,4.008099808,263.6699608,5.273399216,61.68487759,3.0842438795,10.60472176,0.047124627,2.599471014,0.035744714
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,68.15019044,3.407509522,31.84980956,3.184980956,0.377628666,0.037762867,4480.636884,7.550856231,5147.889503,926.62011054,11483.54156,1492.8604028,2897.539841,405.65557774,201.9552017,24.234624204,29511.5462,5312.078316,4.280007535,0.29960052745,7.193324268,3.88439510472,39.15988603,5.4823840442,62.26601894,5.6039417046,7.060998051,0.166110574,21.73821403,3.4781142448,227.4544094,4.549088188,60.0329846,3.00164923,9.227439886,0.098137776,2.660639192,0.035397346
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,61.4854044,3.07427022,38.5145956,3.85145956,0.507021768,0.050702177,3299.466766,30.96016951,5505.035933,990.90646794,10269.18303,1334.9937939,3795.356029,531.34984406,311.4480017,37.373760204,35173.56997,6331.2425946,7.368448017,0.51579136119,6.263265577,3.38216341158,34.66157048,4.8526198672,58.60550147,5.2744951323,5.441478568,0.110837604,21.04953065,3.367924904,198.7277638,3.974555276,50.93045401,2.5465227005,7.052044782,0.041003547,2.246205468,0.019015327
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,35.36524937,1.768262469,64.63475063,6.463475063,1.003750491,0.100375049,3150.347901,22.05986399,6097.843222,1097.61177996,12229.13292,1589.7872796,5093.523369,713.09327166,353.3049619,42.396595428,30813.78663,5546.4815934,5.122222899,0.35855560293,6.301289954,3.40269657516,25.95749555,3.634049377,40.82277223,3.6740495007,5.26394517,0.065585643,23.73857998,3.7981727968,302.9231828,6.058463656,78.78952034,3.939476017,6.654761939,0.283669051,3.325135249,0.156443082
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,70.44739698,3.522369849,29.55260302,2.955260302,0.348543289,0.034854329,5218.223333,7.043425533,6175.999603,1111.67992854,9855.628818,1281.23174634,3509.410749,491.31750486,115.4337622,13.852051464,13189.89932,2374.1818776,5.35222129,0.3746554903,9.999536344,5.39974962576,89.58971424,12.5425599936,35.42302354,3.1880721186,3.566731737,0.069025258,30.35980649,4.8575690384,245.5928888,4.911857776,55.86097273,2.7930486365,7.476387324,0.031961795,2.37928939,0.024414367
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,73.94626198,3.697313099,26.05373802,2.605373802,0.308842251,0.030884225,5825.980155,52.44956405,5968.444872,1074.32007696,10048.24434,1306.2717642,3248.960975,454.8545365,105.7636335,12.69163602,10103.92743,1818.7069374,5.409379617,0.37865657319,13.45589808,7.2661849632,97.79698974,13.6915785636,54.064265,4.86578385,3.357694565,0.043389456,28.7689376,4.603030016,254.6825264,5.093650528,50.67135824,2.533567912,8.452626598,0.312120132,2.138035712,0.09205157
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,74.61693659,3.73084683,25.38306341,2.538306341,0.275349745,0.027534974,1867.157105,9.197573139,2516.983872,453.05709696,6960.861032,904.91193416,1199.537678,167.93527492,60.6622639,7.279471668,33521.67785,6033.902013,21.80830378,1.5265812646,10.48832859,5.6636974386,46.69505839,6.5373081746,136.0251037,12.242259333,7.513560787,0.135235689,10.73581104,1.7177297664,111.667296,2.23334592,21.85695903,1.0928479515,4.184776208,0.042481992,0.991208795,0.007184844
"Bird Island","BI10","BI10.13",519,491,492,491.5,61.87547013,3.093773507,38.12452987,3.812452987,0.425132074,0.042513207,5731.950298,32.12000598,790.4601626,142.282829268,7012.381581,911.60960553,307.9839209,43.117748926,64.82600414,7.7791204968,19102.04921,3438.3688578,14.81752131,1.0372264917,14.68864067,7.9318659618,78.63602567,11.0090435938,94.75874646,8.5282871814,4.2798937,0.044961711,3.470088908,0.55521422528,131.8281488,2.636562976,7.181000574,0.3590500287,4.406393906,0.009614021,0.594316804,0.008707315
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,76.88644665,3.844322333,23.11355335,2.311355335,0.242239103,0.02422391,8552.630611,86.09986976,3163.380594,569.40850692,9040.006112,1175.20079456,1347.461524,188.64461336,87.95481953,10.5545783436,17067.4608,3072.142944,4.1377886,0.289645202,13.66412704,7.3786286016,99.33071721,13.9063004094,57.03901807,5.1335116263,5.021044644,0.084295908,14.31278916,2.2900462656,224.4453244,4.488906488,28.83560184,1.441780092,11.05154273,0.183321819,1.626818587,0.027086211
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,72.94537302,3.647268651,27.05462698,2.705462698,0.408877653,0.040887765,7419.560931,130.1713155,6266.517708,1127.97318744,11396.20863,1481.5071219,2883.518514,403.69259196,169.8695081,20.384340972,32079.57549,5774.3235882,10.38268079,0.7267876553,13.11407391,7.0815999114,78.85879013,11.0402306182,47.08824283,4.2379418547,6.288348336,0.156785698,25.23019472,4.0368311552,262.4737246,5.249474492,49.62591564,2.481295782,10.71886514,0.095384019,2.562984296,0.028069395
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,81.7476315,4.087381575,18.2523685,1.82523685,0.161209432,0.016120943,8532.394848,27.06455729,1326.826528,238.82877504,7680.69076,998.4897988,440.1427786,61.619989004,77.40139067,9.2881668804,40180.34818,7232.4626724,32.08267707,2.2457873949,54.67369247,29.5237939338,273.7512725,38.32517815,160.9095737,14.481861633,6.723116051,0.083862022,4.409343496,0.70549495936,198.8915063,3.977830126,8.837063052,0.4418531526,2.529190132,0.009725697,0.669759257,0.001692966
"Bird Island","BI10","BI10.13",530,505.3,507,506.2,81.92075639,4.09603782,18.07924361,1.807924361,0.214628864,0.021462886,12235.54505,143.2273783,1320.280768,237.65053824,9482.062561,1232.66813293,397.5157649,55.652207086,99.77811311,11.9733735732,40694.15075,7324.947135,29.24265082,2.0469855574,48.45476598,26.1655736292,234.2598755,32.79638257,164.7979468,14.831815212,4.834596987,0.04539848,4.04687889,0.6475006224,271.8432875,5.43686575,7.931093304,0.3965546652,3.059489395,0.009479661,0.660878379,0.007256785
"Diego Ramirez","DR17PB01","DR17PB01_WA?",1,0,1.5,0.8,86.88624914,4.344312457,13.11375086,1.311375086,0.084664839,0.008466484,2099.719845,14.4494531,5256.484497,946.16720946,2872.700117,373.45101521,165.102976,23.11441664,44.9342348,5.392108176,1152.141754,207.38551572,0.538952513,0.03772667591,2.110711401,1.13978415654,4.087579704,0.57226115856,32.97883122,2.9680948098,0.549139505,0.004785167,4.76327208,0.7621235328,65.24659937,1.3049319874,4.625099174,0.2312549587,0.639181473,0.001506536,0.215883718,0.015685468
"Diego Ramirez","DR17PB01","DR17PB01_WA?",3,3.2,4.4,3.8,87.45771408,4.372885704,12.54228592,1.254228592,0.104180334,0.010418033,1312.517869,19.17993936,4099.574662,737.92343916,4957.379433,644.45932629,355.1436003,49.720104042,107.9398694,12.952784328,2546.995652,458.45921736,1.109261013,0.07764827091,5.787557728,3.12528117312,7.589199593,1.06248794302,60.22906499,5.4206158491,0.983080393,0.013135992,9.558521146,1.52936338336,108.9303812,2.178607624,9.021012297,0.45105061485,1.210656947,0.012632179,0.712707396,0.012281007
"Diego Ramirez","DR17PB01","DR17PB01_WA?",5,5.9,7.1,6.5,90.05020508,4.502510254,9.949794915,0.994979492,0.080503353,0.008050335,1130.367011,51.3350825,4110.967893,739.97422074,4211.474344,547.49166472,433.6005915,60.70408281,86.58016918,10.3896203016,3184.005751,573.12103518,1.092530676,0.07647714732,3.096691215,1.6722132561,7.626494129,1.06770917806,21.20276873,1.9082491857,0.982842244,0.033797525,10.52487733,1.6839803728,96.98631365,1.939726273,8.797225881,0.43986129405,1.494791972,0.016607613,0.792025845,0.006860896
"Diego Ramirez","DR17PB01","DR17PB01_WA?",7,8.7,9.9,9.3,90.20617021,4.510308511,9.793829789,0.979382979,0.086415683,0.008641568,1250.50027,22.58161835,3597.315978,647.51687604,4272.237411,555.39086343,343.4297083,48.080159162,60.02170185,7.202604222,2474.4901,445.408218,1.308888741,0.09162221187,3.896632493,2.10418154622,9.957905489,1.39410676846,39.5226978,3.557042802,0.923420453,0.005928706,7.151857794,1.14429724704,95.28822581,1.9057645162,5.323736068,0.2661868034,1.438161032,0.00907904,0.674656215,0.009511251
"Diego Ramirez","DR17PB01","DR17PB01_WA?",9,11.5,12.7,12.1,90.88594783,4.544297391,9.114052174,0.911405217,0.079801409,0.007980141,1112.462037,12.89988869,4119.075329,741.43355922,3624.704948,471.21164324,430.420353,60.25884942,114.2900125,13.7148015,4382.529116,788.85524088,4.499358353,0.31495508471,4.112140593,2.22055592022,10.80161095,1.512225533,75.80735552,6.8226619968,1.360393992,0.012422531,13.44209782,2.1507356512,82.67621651,1.6535243302,10.32422243,0.5162111215,2.993685639,0.02572434,1.15679371,0.017573167
"Diego Ramirez","DR17PB01","DR17PB01_WA?",11,14.4,15.5,14.9,88.61305988,4.430652994,11.38694012,1.138694012,0.102100409,0.010210041,1245.797503,10.36231156,8407.987292,1513.43771256,2869.173053,372.99249689,953.7882912,133.530360768,174.3718943,20.924627316,11799.58709,2123.9256762,6.522531245,0.45657718715,8.289530881,4.47634667574,16.7049037,2.338686518,37.14087894,3.3426791046,2.44658102,0.016985125,35.03206676,5.6051306816,71.74827527,1.4349655054,20.51705839,1.0258529195,5.709750831,0.039466268,2.758322677,0.032069583
"Diego Ramirez","DR17PB01","DR17PB01_WA?",13,17,18.2,17.6,83.94085959,4.197042979,16.05914041,1.605914041,0.185936508,0.018593651,1687.792892,10.14976001,9410.578297,1693.90409346,2874.54203,373.6904639,849.0548275,118.86767585,81.86783326,9.8241399912,12396.28969,2231.3321442,2.57915976,0.1805411832,8.250476148,4.45525711992,43.82104417,6.1349461838,42.34866891,3.8113802019,2.661263296,0.018853219,39.90589254,6.3849428064,64.14778365,1.282955673,24.07928394,1.203964197,9.301045379,0.049583583,3.414233972,0.023693911
"Diego Ramirez","DR17PB01","DR17PB01_WA?",15,20,21.4,20.7,81.09547409,4.054773704,18.90452591,1.890452591,0.196490557,0.019649056,2003.272904,24.53386952,12059.55209,2170.7193762,2998.470711,389.80119243,407.8225427,57.095155978,65.53163431,7.8637961172,13250.91817,2385.1652706,2.170207765,0.15191454355,12.18933442,6.5822405868,84.37647005,11.812705807,22.64226805,2.0378041245,3.166974958,0.028723513,54.75953561,8.7615256976,64.83381631,1.2966763262,4.327192372,0.2163596186,7.647701005,0.058986307,2.392777707,0.019617133
"Diego Ramirez","DR17PB01","DR17PB01_WA?",17,23.4,24.7,24,82.10028057,4.105014029,17.89971943,1.789971943,0.193232209,0.019323221,1358.95244,18.06547784,6715.657945,1208.8184301,2274.846657,295.73006541,1174.451038,164.42314532,33.4175959,4.010111508,9759.166348,1756.64994264,1.80347903,0.1262435321,10.83052599,5.8484840346,71.03558707,9.9449821898,31.88137382,2.8693236438,3.88842817,0.009167899,28.39523687,4.5432378992,53.01296022,1.0602592044,19.90240511,0.9951202555,6.362416318,0.100110081,2.660461035,0.00930118
"Diego Ramirez","DR17PB01","DR17PB01_WA?",18,24.8,26.1,25.5,84.09564717,4.204782358,15.90435283,1.590435283,0.118894624,0.011889462,1255.256402,30.06700419,6213.39721,1118.4114978,2076.749925,269.97749025,1173.331266,164.26637724,35.17066479,4.2204797748,9743.1873,1753.773714,1.57421259,0.1101948813,9.390227806,5.07072301524,45.13908046,6.3194712644,16.066177,1.44595593,3.27514689,0.042743131,26.84003765,4.294406024,49.06869826,0.9813739652,17.7598412,0.88799206,4.908832277,0.013744554,2.506864984,0.032312425
"Diego Ramirez","DR17PB01","DR17PB01_WA?",21,29.6,30.6,30.1,83.66462134,4.183231067,16.33537866,1.633537866,0.167919311,0.016791931,2401.690979,16.49678037,10174.29617,1831.3733106,3352.621541,435.84080033,777.5173764,108.852432696,50.3176069,6.038112828,18322.68837,3298.0839066,1.99164506,0.1394151542,14.75571108,7.9680839832,47.98024907,6.7172348698,21.75264978,1.9577384802,2.839143322,0.016694742,47.7943682,7.647098912,76.62429863,1.5324859726,27.28308046,1.364154023,6.433856168,0.01942744,3.975209319,0.024105124
"Diego Ramirez","DR17PB01","DR17PB01_WA?",24,33.3,34.5,33.9,80.81733054,4.040866527,19.18266946,1.918266946,0.18106817,0.018106817,1725.813835,21.70396643,11178.42716,2012.1168888,2583.665065,335.87645845,1459.199878,204.28798292,47.81037043,5.7372444516,14807.41298,2665.3343364,1.576602885,0.11036220195,11.91198219,6.4324703826,43.56296956,6.0988157384,20.6757386,1.860816474,3.162342756,0.034468517,55.11220476,8.8179527616,65.9809447,1.319618894,27.33865591,1.3669327955,6.718744848,0.037793453,4.078504076,0.032212324
"Diego Ramirez","DR17PB01","DR17PB01_WA?",26,35.7,36.8,36.2,79.26757899,3.96337895,20.73242101,2.073242101,0.205470558,0.020547056,1048.805624,10.96778212,16447.41969,2960.5355442,2528.52774,328.7086062,2974.07654,416.3707156,108.6769569,13.041234828,12489.50077,2248.1101386,2.577357519,0.18041502633,14.93026464,8.0623429056,36.1846009,5.065844126,95.22220692,8.5699986228,2.809938731,0.012274528,84.01350159,13.4421602544,63.05142614,1.2610285228,44.51762755,2.2258813775,7.388401313,0.024210063,5.860403594,0.034076484
"Diego Ramirez","DR17PB01","DR17PB01_WA?",29,39.5,40.5,40,87.03306581,4.351653291,12.96693419,1.296693419,0.115752953,0.011575295,1717.096453,23.33148823,5624.644159,1012.43594862,2243.793421,291.69314473,692.3661059,96.931254826,29.50701628,3.5408419536,8641.897979,1555.54163622,1.581903733,0.11073326131,9.46203078,5.1094966212,42.71896807,5.9806555298,18.5509809,1.669588281,4.278880033,0.061001416,26.1312514,4.181000224,48.19069658,0.9638139316,17.64856476,0.882428238,5.010382929,0.030382459,2.338684882,0.025552743
"Diego Ramirez","DR17PB01","DR17PB01_WA?",33,44.2,45.3,44.7,83.84825082,4.192412541,16.15174918,1.615174918,0.133409388,0.013340939,3732.970431,52.04605073,7472.391764,1345.03051752,2622.74994,340.9574922,463.3619311,64.870670354,38.41209406,4.6094512872,31722.87486,5710.1174748,4.653674468,0.32575721276,14.0744479,7.600201866,40.93261993,5.7305667902,48.09736097,4.3287624873,11.02342384,0.135741567,29.94041649,4.7904666384,58.30606697,1.1661213394,18.0089031,0.900445155,5.536905424,0.051218694,2.160947311,0.025757642
"Diego Ramirez","DR17PB01","DR17PB01_WA?",34,45.4,46.3,45.9,82.62042091,4.131021046,17.37957909,1.737957909,0.170858004,0.0170858,3554.225369,54.39917296,8641.655345,1555.4979621,2410.307349,313.33995537,514.1923039,71.986922546,47.30085808,5.6761029696,26083.69672,4695.0654096,2.058749384,0.14411245688,10.31884941,5.5721786814,50.92617756,7.1296648584,21.18720243,1.9068482187,9.810599552,0.069130377,36.53269712,5.8452315392,53.66254241,1.0732508482,19.93933955,0.9969669775,5.936750056,0.027063821,2.664730134,0.003143399
"Diego Ramirez","DR17PB01","DR17PB01_WA?",35,46.5,48.2,47.3,46.97329208,2.348664604,53.02670792,5.302670792,0.638279096,0.06382791,1026.143931,12.19249229,9052.991733,1629.53851194,4165.953283,541.57392679,2957.133902,413.99874628,127.6702022,15.320424264,18018.96001,3243.4128018,5.93344841,0.4153413887,14.89588727,8.0437791258,32.24067561,4.5136945854,28.21670661,2.5395035949,6.190081502,0.05183065,35.77127515,5.723404024,55.44942284,1.1089884568,35.03200556,1.751600278,4.887732029,0.003002602,2.933109883,0.012516704
"Diego Ramirez","DR17PB01","DR17PB01_WA?",36,48.3,49.1,48.7,63.19021705,3.159510853,36.80978295,3.680978295,0.335202525,0.033520253,2508.15068,48.21458024,18579.86301,3344.3753418,6499.31589,844.9110657,7085.706929,991.99897006,128.2202986,15.386435832,23247.34711,4184.5224798,7.219951775,0.50539662425,18.41361893,9.9433542222,66.77370993,9.3483193902,53.91716757,4.8525450813,14.59118664,0.083752697,78.16526969,12.5064431504,115.6018068,2.312036136,57.16588037,2.8582940185,8.902181354,0.03533172,5.581651452,0.023852974
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,79.47800322,3.973900161,20.52199678,2.052199678,0.245198178,0.024519818,1827.041566,37.63705626,5443.67845,979.862121,15948.18938,2073.2646194,1607.114721,224.99606094,407.4375349,48.892504188,14682.28264,2642.8108752,4.851245271,0.33958716897,4.965819612,2.68154259048,23.13004442,3.2382062188,42.19689147,3.7977202323,2.909070465,0.066908621,17.13305574,2.7412889184,204.6688961,4.093377922,8.791484806,0.4395742403,5.273214186,0.114428748,1.358963465,0.018889592
