"Location","Site","Section","site_depth","uid","sample","min_depth","max_depth","midpoint","depth","depth_err","SH20_min_age_95CI","SH20_max_age_95CI","SH20_median_age","SH20_mean_age","SH20_mean_95CI","accrate","accrate_err","kcps","cps","MSE","K","K_ICP","Ca","Ca_ICP","Ti","Ti_ICP","Mn","Mn_ICP","Fe","Fe_ICP","Co","Co_ICP","Ni","Ni_ICP","Cu","Cu_ICP","Zn","Zn_ICP","Rb","Rb_ICP","Sr","Sr_ICP","Zr","Zr_ICP","Mo_inc","Mo_coh","inc_coh","coh_inc","C_org_pc","Dry_mass"
"Bird Island","BI10","BI10.10",1.38,"BI10_1.38",390,379.5,380.5,380,380,0.5,4589,5171,4915,4905,291,0.09132,0.00554,21185.4545454545,57832.0909090909,1.29727272727273,13.9090909090909,3262.422113,226.363636363636,8005.462824,54.9090909090909,862.5856098,26.2727272727273,97.8957421,11408.2727272727,40132.04847,136.363636363636,9.040037779,171.636363636364,10.00803438,149.909090909091,55.15725169,11.3636363636364,63.73190593,84.7272727272727,14.36128756,582.181818181818,153.3496638,736.727272727273,18.27558905,35920.3636363636,5742.72727272727,6.25576371863636,0.159905569454545,37.36,21.31
"Bird Island","BI10","BI10.10",1.3824,"BI10_1.3824",392,381.9,383,382.4,382.4,0.525,4637,5185,4940,4931,274,0.09125,0.00519,20608.5,70543.75,1.47083333333333,20.8333333333333,2439.861236,241.416666666667,8103.945816,69.0833333333333,859.4671757,43.4166666666667,81.91402797,32182.9166666667,54152.91453,302.916666666667,19.75221569,171.083333333333,13.25060411,155.916666666667,94.26813549,142,136.8739771,30.4166666666667,9.248141245,480.583333333333,135.6264282,543.416666666667,16.48531144,28822,4982.41666666667,5.78759173225,0.172901564416667,35.56,27.92
"Bird Island","BI10","BI10.10",1.3872,"BI10_1.3872",396,386.7,387.8,387.2,387.2,0.55,4691,5220,4994,4984,264,0.09129,0.00497,23446.75,69295.5,1.3675,18.25,4192.532888,267.666666666667,7585.017065,61.3333333333333,1453.514493,45.9166666666667,274.0987451,19068,20119.39045,142.416666666667,2.860665218,214.583333333333,5.370449412,124.25,19.4548787,17.25,47.14281535,53.75,20.02750394,380.25,151.7312933,816.583333333333,23.6965254,39020.1666666667,5956.16666666667,6.55290585233333,0.1528367805,41.5,19.7
"Bird Island","BI10","BI10.10",1.3958,"BI10_1.3958",403,395.3,396.4,395.8,395.8,0.525,4812,5285,5088,5077,237,0.09266,0.00444,19495.6666666667,56634.4166666667,1.33166666666667,7.75,2645.007056,178.916666666667,7317.516566,33.25,1096.289357,36.1666666666667,78.69369569,16247.25,51021.42539,250.666666666667,7.991640436,162,10.48748493,142.416666666667,71.22393581,0.545454545454546,61.90931635,37.5833333333333,10.62373635,295.25,121.4529542,603.333333333333,19.25420696,31109,5164.08333333333,6.02611938541667,0.166020444833333,39.36,22.29
"Bird Island","BI10","BI10.10",1.4041,"BI10_1.4041",410,403.6,404.6,404.1,404.1,0.5,4964,5400,5194,5184,218,0.06708,0.00291,22152.5454545455,63256,1.37181818181818,15.5454545454545,1279.071246,263.818181818182,7179.414733,55.4545454545455,439.7704209,49.6363636363636,60.23512043,17395.0909090909,34088.22199,142.454545454545,18.03152781,206.727272727273,13.21962289,171.727272727273,87.44578681,90,97.22108231,14.7272727272727,4.89161886,468.545454545455,127.9383347,649.545454545455,10.69155001,35577,5707.90909090909,6.23196237109091,0.160688967272727,40.39,18.54
"Bird Island","BI10","BI10.11",1.4134,"BI10_1.4134",422,412.9,413.9,413.4,413.4,0.5,5159,5627,5402,5402,234,0.02602,0.00116,22791.6363636364,68452.7272727273,1.42727272727273,36.1818181818182,2999.419337,376.818181818182,9461.06745,113.909090909091,2545.357841,60.9090909090909,321.8666456,20904.1818181818,28823.89617,281,10.38688508,215.090909090909,11.44865692,199.909090909091,55.06983208,67.6363636363636,72.67126101,49.6363636363636,11.2517643,643.272727272727,230.1968823,756.272727272727,30.86414748,36062.2727272727,5889,6.12584447263636,0.163325619363636,36.15,28.24
"Bird Island","BI10","BI10.11",1.4157,"BI10_1.4157",424,415.2,416.2,415.7,415.7,0.5,5209,5782,5484,5491,287,0.02602,0.00139,22334.6363636364,64506,1.38636363636364,19.6363636363636,1873.201141,308.545454545455,8311.822141,62.7272727272727,713.4399266,45.5454545454545,107.9334325,16910,30935.30845,279.181818181818,11.60935571,205.363636363636,13.02193372,174,79.709217,114.636363636364,70.91847569,41.9090909090909,7.62089899,524.818181818182,147.1050077,789.818181818182,14.88976145,36449.0909090909,5809.72727272727,6.27409731745455,0.159420483,38.22,17.98
"Bird Island","BI10","BI10.11",1.4193,"BI10_1.4193",427,418.8,419.8,419.3,419.3,0.5,5262,6053,5615,5629,395,0.02434,0.00174,21627.6363636364,57432.4545454545,1.31454545454545,30.1818181818182,2896.949952,309.818181818182,4039.228505,81.8181818181818,623.497368,63.2727272727273,98.07001331,8806,34349.06054,117.909090909091,11.06017577,205.363636363636,10.69111482,167.545454545455,49.32777324,29.7272727272727,61.6011836,34.1818181818182,14.21907028,806.727272727273,90.62519465,809.818181818182,13.96627653,37563.0909090909,5796.90909090909,6.47761426818182,0.154534673727273,35.05,22.45
"Bird Island","BI10","BI10.11",1.4338,"BI10_1.4338",439,433.3,434.3,433.8,433.8,0.5,5915,6357,6209,6189,221,0.04186,0.00154,23473.1818181818,71284.8181818182,1.41818181818182,61.4545454545455,3339.764406,367.818181818182,5046.388886,172.090909090909,1578.677596,58.8181818181818,53.48002201,21753.9090909091,29282.54803,230.363636363636,14.40052097,215.636363636364,10.27959403,183.454545454545,49.65090616,68.8181818181818,63.26427197,59,15.34553868,508.454545454545,90.09213851,780.181818181818,36.05342738,37237.7272727273,6080.90909090909,6.12438736672727,0.163429551545455,38.47,24.94
"Bird Island","BI10","BI10.11",1.4387,"BI10_1.4387",443,438.2,439.3,438.7,438.7,0.55,6060,6458,6321,6306,199,0.04185,0.00137,21705.5833333333,62291.0833333333,1.38666666666667,27.8333333333333,1374.155784,320.083333333333,5399.551536,105.166666666667,564.5866399,46.8333333333333,46.9486511,16872.6666666667,32219.65007,132.166666666667,8.58191768,189.833333333333,10.7534478,151,67.64965696,13.6666666666667,53.82896824,31.5833333333333,5.803580829,401.333333333333,91.69283278,635,11.59992701,34770.3333333333,5511.41666666667,6.31023463075,0.158541358,40.76,19.97
"Bird Island","BI10","BI10.11",1.4463,"BI10_1.4463",449,445.8,446.8,446.3,446.3,0.525,6176,6580,6410,6403,202,0.09592,0.00314,24876.8181818182,74235.3636363636,1.41545454545455,48.1818181818182,959.6082071,365.363636363636,7612.230803,122,383.0841407,68.6363636363636,68.97052291,20380.3636363636,16700.79088,134.818181818182,1.309662683,218.545454545455,2.705794836,172,30.41424683,6.27272727272727,18.55755468,50.8181818181818,4.177557871,388.090909090909,107.4610267,883.545454545455,9.694411847,41371.8181818182,6320.18181818182,6.54998030436364,0.15280435,43.13,19.95
"Bird Island","BI10","BI10.12",1.453,"BI10_1.453",461,452.4,453.6,453,453,0.6,6271,6663,6472,6471,196,0.09957,0.00314,16602.5384615385,58318.2307692308,1.34923076923077,54.0769230769231,6631.161901,378.230769230769,11154.85179,331.076923076923,3810.984322,147.153846153846,355.0818916,28176.4615384615,37075.7818,233.692307692308,5.309682165,122.692307692308,5.648759577,115.692307692308,28.74922169,18.6923076923077,50.41642497,138.615384615385,25.0506238,1027.38461538462,263.6699608,552.384615384615,61.68487759,20744.5384615385,4311.46153846154,4.79991788846154,0.211779540384615,6.68,56.84
"Bird Island","BI10","BI10.12",1.4581,"BI10_1.4581",465,457.6,458.7,458.1,458.1,0.55,6333,6707,6522,6522,187,0.09957,0.00297,20723.5833333333,52309.4166666667,1.34166666666667,30.8333333333333,5147.889503,259,11483.54156,157.083333333333,2897.539841,67.1666666666667,201.9552017,5935.08333333333,29511.5462,59.5,4.280007535,183.916666666667,7.193324268,122.583333333333,39.15988603,8.25,62.26601894,136.916666666667,21.73821403,937.25,227.4544094,796.583333333333,60.0329846,35060.6666666667,5630.16666666667,6.23235880241667,0.160807435083333,18.03,31.85
"Bird Island","BI10","BI10.12",1.4634,"BI10_1.4634",469,462.9,463.9,463.4,463.4,0.5,6429,6767,6573,6579,169,0.08959,0.0024,21096.2727272727,57828.2727272727,1.35545454545455,53,5505.035933,402.090909090909,10269.18303,257.090909090909,3795.356029,96.1818181818182,311.4480017,12265.9090909091,35173.56997,100.454545454545,7.368448017,204.090909090909,6.263265577,150.363636363636,34.66157048,22.1818181818182,58.60550147,153,21.04953065,791.363636363636,198.7277638,733.818181818182,50.93045401,33982.4545454545,5654.09090909091,6.00792348690909,0.166712956363636,20.05,38.51
"Bird Island","BI10","BI10.12",1.4736,"BI10_1.4736",477,473.1,474.2,473.6,473.6,0.55,6590,7104,6791,6809,257,0.02308,0.0009,21065.1666666667,59893.8333333333,1.43166666666667,40.3333333333333,2516.983872,310.166666666667,6960.861032,156.166666666667,1199.537678,59.25,60.6622639,15211.0833333333,33521.67785,130.416666666667,21.80830378,183.833333333333,10.48832859,149.666666666667,46.69505839,37,136.0251037,127.666666666667,10.73581104,868.75,111.667296,744.416666666667,21.85695903,33467.75,5488.91666666667,6.09745183775,0.164073704916667,34.89,25.3
"Bird Island","BI10","BI10.12",1.4775,"BI10_1.4775",480,476.9,478,477.5,477.5,0.55,6625,7506,6943,6978,441,0.02308,0.00148,22437.0833333333,59727.8333333333,1.30833333333333,21.1666666666667,6175.999603,262.25,9855.628818,103.166666666667,3509.410749,46,115.4337622,9028.25,13189.89932,67.0833333333333,5.35222129,210.75,9.999536344,301.583333333333,89.58971424,18.6666666666667,35.42302354,83,30.35980649,827.166666666667,245.5928888,837.75,55.86097273,38904.9166666667,5975.08333333333,6.51251556358333,0.15357819325,34.43,24.08
"Bird Island","BI10","BI10.13",1.4915,"BI10_1.4915",519,491,492,491.5,491.5,0.5,6901,8101,7636,7600,600,0.02106,0.00168,21587.2727272727,62373.4545454545,1.33818181818182,17.2727272727273,790.4601626,305.909090909091,7012.381581,72.4545454545455,307.9839209,40.0909090909091,64.82600414,14940.0909090909,19102.04921,196,14.81752131,190.181818181818,14.68864067,224.545454545455,78.63602567,56.3636363636364,94.75874646,68.7272727272727,3.470088908,813.363636363636,131.8281488,709.818181818182,7.181000574,35579.7272727273,5895.09090909091,6.03513247845455,0.165775222090909,38.18,20.23
"Bird Island","BI10","BI10.13",1.4953,"BI10_1.4953",522,494.8,495.8,495.3,495.3,0.5,6973,8151,7817,7780,589,0.02106,0.00162,21632,65648.6363636364,1.41363636363636,26.7272727272727,3163.380594,346.727272727273,9040.006112,109.090909090909,1347.461524,51,87.95481953,20218.4545454545,17067.4608,143.363636363636,4.1377886,174.545454545455,13.66412704,193.909090909091,99.33071721,34.2727272727273,57.03901807,46.3636363636364,14.31278916,826.363636363636,224.4453244,670.545454545455,28.83560184,34173,5605.90909090909,6.09310645390909,0.164327659181818,34.66,23.11
"Bird Island","BI10","BI10.13",1.4992,"BI10_1.4992",525,498.7,499.7,499.2,499.2,0.5,7038,8243,8028,7965,603,0.02597,0.00199,21969.2,75244.2,1.42,54.8,6266.517708,495.9,11396.20863,167.4,2883.518514,120.7,169.8695081,32461.8,32079.57549,273.2,10.38268079,210.2,13.11407391,375.8,78.85879013,169.1,47.08824283,88.2,25.23019472,1238.5,262.4737246,658.3,49.62591564,30715.8,5547,5.5384849477,0.1812110093,29.37,27.05
"Bird Island","BI10","BI10.13",1.5045,"BI10_1.5045",529,503.9,505.1,504.5,504.5,0.6,7103,8320,8171,8096,608,0.04867,0.00372,22666.2,76962.9,1.376,37.9,1326.826528,555.3,7680.69076,91.7,440.1427786,67.6,77.40139067,31490.9,40180.34818,288.9,32.08267707,236,54.67369247,549.8,273.7512725,296.1,160.9095737,4.4,4.409343496,1130.4,198.8915063,631.5,8.837063052,33134.3,5557.3,5.9620553253,0.1679936634,36.58,18.25
"Isla Hermite","HER42PB","HER42PB1A",2.0028,"HER42PB_2.0028",3,2.5,3.1,2.8,2.8,0.6,-65,-42,-60,-58,12,0.4116,0.01546,19219.7142857143,52847.5714285714,1.32857142857143,69.2857142857143,5443.67845,441.857142857143,15948.18938,148.142857142857,1607.114721,119.714285714286,407.4375349,7603.42857142857,14682.28264,82.1428571428571,4.851245271,183.142857142857,4.965819612,113.714285714286,23.13004442,22.8571428571429,42.19689147,123.428571428571,17.13305574,675.571428571429,204.6688961,680.142857142857,8.791484806,31968.4285714286,5356.71428571429,5.96938572485714,0.167590926857143,24.32,20.52
"Isla Hermite","HER42PB","HER42PB1A",2.0056,"HER42PB_2.0056",5,5.3,5.9,5.6,5.6,0.6,-64,-19,-55,-51,23,0.4081,-0.1335,18524.2857142857,52431.2857142857,1.43285714285714,76,5975.780316,482.285714285714,16588.68048,157,1837.980819,154.142857142857,366.7929674,10177.8571428571,16189.75967,103,5.402833637,165.714285714286,5.507249153,100.428571428571,28.86151963,0.375,35.42095591,156.857142857143,22.17089462,1007.57142857143,214.4801797,652.142857142857,9.110923126,28922.4285714286,5319.57142857143,5.43927447285714,0.183999063857143,13.29,28.42
"Isla Hermite","HER42PB","HER42PB1A",2.0084,"HER42PB_2.0084",7,8.1,8.7,8.4,8.4,0.6,-64,3,-50,-44,33,0.3223,-0.21976,19518.2857142857,66067.8571428571,1.41857142857143,114.714285714286,5333.453521,559.714285714286,15380.19155,211,1832.527324,145.428571428571,315.5650704,25766,16934.94085,157,4.923853521,188.285714285714,4.900777465,113,28.38931831,14.5714285714286,31.93149296,125.285714285714,20.66172394,1022.14285714286,191.8197183,578.571428571429,8.621791549,27171.1428571429,5221.57142857143,5.20683413042857,0.192187451285714,13.37,70.39
"Isla Hermite","HER42PB","HER42PB1A",2.0112,"HER42PB_2.0112",9,10.9,11.5,11.2,11.2,0.6,-56,33,-29,-24,45,0.0853,-0.15703,20444,62930.4285714286,1.41428571428571,107.142857142857,5207.184,637,15558.14641,291.142857142857,1580.648497,157.857142857143,291.4015196,19232.2857142857,17138.00234,188.428571428571,4.715790685,172.571428571429,5.241528694,106.428571428571,33.07658228,0.375,27.71352621,155.428571428571,18.82353425,919.285714285714,198.4859127,781.285714285714,8.287638868,30279.8571428571,5440.42857142857,5.56645999028571,0.179760078571429,18.83,24.25
"Isla Hermite","HER42PB","HER42PB1A",2.0166,"HER42PB_2.0166",13,16.3,16.9,16.6,16.6,0.6,-46,192,27,40,119,0.0853,0.25802,18108,46364,1.38285714285714,72.4285714285714,5837.940234,338.428571428571,17669.83951,89.2857142857143,1819.746676,80.2857142857143,318.8457154,4260.57142857143,13667.24784,100.142857142857,5.347190156,178.571428571429,6.351383957,128.714285714286,33.89863255,1.14285714285714,28.93439766,115.428571428571,20.45548446,817.428571428571,217.6036906,695.285714285714,10.6404829,30612.2857142857,5399,5.67165761885714,0.176368679571429,17.19,28.09
"Isla Hermite","HER42PB","HER42PB1A",2.0208,"HER42PB_2.0208",16,20.5,21.1,20.8,20.8,0.6,-29,300,70,88,164,0.0885,0.16786,16870.4285714286,45596,1.31857142857143,71.8571428571429,6956.874444,379.428571428571,21182.64262,181.142857142857,2092.551562,136.285714285714,343.7990278,7323.71428571429,11986.74089,127.142857142857,4.922970952,188.142857142857,6.39350629,152.714285714286,28.97734663,3.42857142857143,27.00122448,133.714285714286,22.53472619,1071.85714285714,287.7800097,672.714285714286,20.13391113,26951.8571428571,5034.42857142857,5.35649387285714,0.186768369857143,14.42,32.86
"Isla Hermite","HER42PB","HER42PB1A",2.0264,"HER42PB_2.0264",20,26.1,26.7,26.4,26.4,0.6,2,355,144,152,177,0.0875,0.10392,16640.8571428571,45076.8571428571,1.39,89.4285714285714,5864.826617,545.571428571429,16828.03623,266.428571428571,2256.103454,149,382.915235,7554.14285714286,14179.20706,62.4285714285714,6.646599115,154.142857142857,7.84225117,109,41.9704529,18,36.91192497,127.428571428571,22.63461313,1007.71428571429,192.0094569,647.142857142857,11.10116946,26567.4285714286,4950.28571428571,5.36897401628571,0.186331493857143,16.08,31.48
"Isla Hermite","HER42PB","HER42PB1A",2.0334,"HER42PB_2.0334",25,33.1,33.6,33.4,33.4,0.5,56,419,226,231,182,0.0859,0.06884,15229.3333333333,49329.5,1.285,119.166666666667,8871.994311,444.833333333333,23025.53265,205.5,3140.602681,141.333333333333,585.3572459,17545.5,35487.97724,178.333333333333,9.632847657,135.666666666667,11.08791026,115.166666666667,61.64578206,13.3333333333333,47.90043877,214.333333333333,34.84930473,1003.66666666667,237.2807242,559.666666666667,16.78597985,21620,4560.16666666667,4.739217077,0.211144706666667,11.29,40.47
"Isla Hermite","HER42PB","HER42PB1A",2.0374,"HER42PB_2.0374",28,37.1,37.7,37.4,37.4,0.6,89,447,280,279,179,0.0859,0.05639,16567.1428571429,50035.5714285714,1.29857142857143,153.714285714286,7746.307975,703.285714285714,19806.58483,322,2780.927179,185.285714285714,509.8802514,13981.4285714286,25321.34917,103.714285714286,8.041928644,147,8.769207812,145.142857142857,43.74139458,9.71428571428571,42.59030524,202.714285714286,30.00680597,1057.71428571429,201.9638553,670.714285714286,18.09041528,24532.2857142857,4836.85714285714,5.07489128771429,0.197354673571429,11.66,36.82
"Isla Hermite","HER42PB","HER42PB1A",2.0415,"HER42PB_2.0415",31,41.2,41.7,41.5,41.5,0.6,154,482,329,328,164,0.0777,0.0399,18103,57895.3333333333,1.36,88.5,8706.157013,441.166666666667,23961.57686,292.666666666667,2482.596033,140.166666666667,510.7720501,20058.5,30348.25974,139.666666666667,8.722415009,161.5,8.979833284,116.5,34.73791874,2.5,44.27594323,172.833333333333,30.61922635,832,256.1176349,638.166666666667,12.6893661,26534.3333333333,5003.83333333333,5.30682681333333,0.188708828166667,10.53,41.37
"Isla Hermite","HER42PB","HER42PB1B",2.0543,"HER42PB_2.0543",48,54,54.5,54.3,54.3,0.6,345,599,494,477,127,0.1058,0.02929,18082.3333333333,48215.1666666667,1.32166666666667,73.3333333333333,4618.995032,413,16479.65741,166.5,1575.735639,108,285.4554922,6598.16666666667,13872.977,64.5,5.871694204,177.333333333333,11.09571628,89.1666666666667,27.8525667,4.5,30.62449678,122.166666666667,17.215285,818.333333333333,199.578966,649.666666666667,9.92564195,30065,5239.16666666667,5.7391223465,0.174285190666667,23.69,24.3
"Isla Hermite","HER42PB","HER42PB1B",2.057,"HER42PB_2.057",50,56.7,57.2,57,57,0.6,353,658,511,503,153,0.1062,0.0333,17197.5,45649.1666666667,1.32166666666667,59.1666666666667,3415.579205,334,10723.74092,135.333333333333,1161.29693,105.666666666667,213.0614752,5611.66666666667,10017.06936,154.5,4.139917554,185.666666666667,5.323592416,131,16.00316636,22.1666666666667,21.4504263,124.666666666667,12.67297664,988,119.2508257,719.166666666667,6.298210275,28348.8333333333,5327,5.32991025133333,0.187910044666667,16.5,31.01
"Isla Hermite","HER42PB","HER42PB1B",2.065,"HER42PB_2.065",56,64.7,65.2,65,65,0.6,401,788,586,587,194,0.0894,0.03031,18076.3333333333,47793.8333333333,1.28666666666667,64.5,4921.529077,374.666666666667,16718.31854,171.166666666667,1911.570392,90.6666666666667,318.8247,6873.33333333333,18126.438,148.666666666667,5.075843538,184,8.253068077,124.833333333333,36.18123,11.3333333333333,34.30741154,81.8333333333333,16.21679654,738.333333333333,197.3571738,609.333333333333,10.43275985,29846.3333333333,5216.5,5.72284521583333,0.174953757833333,24.94,19.89
"Isla Hermite","HER42PB","HER42PB1B",2.0702,"HER42PB_2.0702",60,69.9,70.4,70.2,70.2,0.5,426,913,634,644,243,0.0984,0.03793,17781,46809.5,1.38666666666667,35.6666666666667,7273.786524,260,20223.29166,94.3333333333333,2382.409952,99.8333333333333,443.5927218,6844.83333333333,18736.05749,91.5,6.595896427,184.166666666667,10.60653138,105,35.46679751,0.375,37.68347236,166.333333333333,25.92994062,855,220.559147,671.5,10.79469099,29104.6666666667,5165,5.63983548816667,0.1774536225,14.94,30.85
"Isla Hermite","HER42PB","HER42PB1B",2.074,"HER42PB_2.074",63,73.7,74.3,74,74,0.6,463,939,675,683,238,0.0985,0.03504,17712,46878.5714285714,1.27428571428571,46.2857142857143,5415.67046,338,17750.4328,113,1894.366875,98.1428571428571,330.5850441,6058.57142857143,13972.31801,95.7142857142857,6.245626149,180,8.570619866,138.714285714286,35.40585383,0.375,37.52964617,130.857142857143,20.04468741,942.142857142857,211.7085625,676.428571428571,11.40700042,29467,5378.57142857143,5.47949890142857,0.182522432571429,19.32,27.05
"Isla Hermite","HER42PB","HER42PB1B",2.0818,"HER42PB_2.0818",69,81.5,82,81.8,81.8,0.5,522,1022,756,761,250,0.1008,0.03369,15978.1666666667,51812.5,1.315,151,8945.422022,770,26370.11281,429,3316.178876,257.333333333333,654.0897303,18107.3333333333,29131.62831,139.5,11.02836,141.5,12.14358742,131.5,49.15261573,12.1666666666667,53.75514157,199.333333333333,36.0531191,1280.33333333333,255.3811775,555,18.6667827,22157.6666666667,4734.83333333333,4.68274331516667,0.213942830333333,10.75,43.91
"Isla Hermite","HER42PB","HER42PB1C",2.0869,"HER42PB_2.0869",80,86.5,87.2,86.9,86.9,0.6,570,1069,810,813,250,0.101,0.03175,18055.7142857143,56346.4285714286,1.37571428571429,128.857142857143,8976.759109,690.571428571429,26667.54291,292.428571428571,2867.600154,193.571428571429,567.7982591,17745,22528.01628,97.2857142857143,9.134399757,173,7.820727692,144.857142857143,39.76047449,3,44.16857409,187.142857142857,32.92937976,1144.71428571429,253.6262866,604.285714285714,14.95542664,26318.7142857143,5187.14285714286,5.07284320671429,0.197185605285714,5.43,51.54
"Isla Hermite","HER42PB","HER42PB1C",2.0951,"HER42PB_2.0951",86,94.8,95.4,95.1,95.1,0.6,642,1168,894,895,263,0.1013,0.03045,19653,52322,1.35571428571429,71.7142857142857,5721.295663,420.714285714286,19173.11646,163.285714285714,1937.934236,128.428571428571,360.8953237,7931.57142857143,16524.5867,93.4285714285714,5.668266146,186.571428571429,7.733471223,134.285714285714,34.52810771,0.375,29.23988643,143.428571428571,20.28673632,860.142857142857,218.7762183,681.285714285714,9.993117862,32171.8571428571,5696,5.65117711442857,0.177103843571429,23.93,22.75
"Isla Hermite","HER42PB","HER42PB1C",2.1005,"HER42PB_2.1005",90,100.2,100.8,100.5,100.5,0.6,679,1214,948,948,267,0.098,0.02824,19321,48265.2857142857,1.33571428571429,44.8571428571429,6594.697268,264,20274.4736,192.285714285714,2422.968415,75,431.4287933,3677,17616.22911,46.7142857142857,7.144032067,195.714285714286,7.374484715,118.285714285714,40.65077512,0.375,32.82610384,66.4285714285714,24.33687143,609.714285714286,219.7339196,700.857142857143,20.92027695,33249.5714285714,5509.71428571429,6.03166620114286,0.165839163142857,18.71,29.04
"Isla Hermite","HER42PB","HER42PB1C",2.102,"HER42PB_2.102",91,101.6,102.3,102,102,0.8,703,1223,965,964,260,0.0977,0.0271,19412.5,50895.25,1.35,56.5,5009.073815,374.375,15679.13954,126.75,1886.233337,106.875,299.9841868,6511.875,15409.2047,114.625,5.39869674,178,7.652397974,151.375,44.99762802,0.75,66.23589727,114.125,17.07719827,764,188.3177471,682.5,7.331532035,32436.625,5452.625,5.9509821335,0.16814798775,21.15,23.18
"Isla Hermite","HER42PB","HER42PB1C",2.1101,"HER42PB_2.1101",97,109.8,110.4,110.1,110.1,0.6,789,1301,1046,1047,256,0.0862,0.02155,15614.4285714286,46797.7142857143,1.33857142857143,154,7175.3422,770.428571428571,23770.8588,329.857142857143,2339.38198,215.571428571429,436.78518,12676,17175.5766,68.7142857142857,7.2536503,138.428571428571,6.6532882,105.857142857143,28.9478943,14.1428571428571,36.659792,182.571428571429,24.826568,1239.57142857143,254.965373,592.714285714286,15.9139461,22641,4695.71428571429,4.82405679771429,0.208906455857143,13.96,36.18
"Isla Hermite","HER42PB","HER42PB1C",2.1195,"HER42PB_2.1195",104,119.2,119.8,119.5,119.5,0.6,902,1374,1164,1156,236,0.1045,0.02184,19923.1428571429,53143.8571428571,1.33285714285714,48.2857142857143,6260.84885,308.428571428571,19931.45628,120.142857142857,1783.788743,82,323.6804956,8038,29105.71327,132,7.23671292,196.857142857143,8.016836814,103.142857142857,31.06311504,0.375,39.88560708,50,19.90308814,588.571428571429,231.5407717,686,9.931686372,33030.7142857143,5503.28571428571,6.00735003142857,0.166627611428571,23.09,23.17
"Isla Hermite","HER42PB","HER42PB1D",2.1276,"HER42PB_2.1276",118,127.3,127.8,127.6,127.6,0.6,995,1422,1241,1230,213,0.1098,0.01951,21380.6666666667,54446,1.33166666666667,40.1666666666667,5656.960644,284.666666666667,21097.44306,75.8333333333333,2617.070294,47.5,421.6584628,5676.83333333333,12943.05626,107.5,5.413025996,211.833333333333,7.99757167,126.5,27.88986141,0.375,25.82803284,44.3333333333333,18.26896274,390.333333333333,237.9234012,850.833333333333,19.67739493,37027.3333333333,6032.5,6.13830707316667,0.162994885166667,18.48,24.02
"Isla Hermite","HER42PB","HER42PB1D",2.1313,"HER42PB_2.1313",121,130.9,131.6,131.3,131.3,0.7,1038,1449,1273,1266,206,0.1008,0.0169,20689.75,51304.5,1.2575,32.5,3648.143898,305.625,15108.07419,56.5,1282.645911,34.375,195.5844371,2484.875,7988.703067,61.625,3.181449904,182.5,6.481861022,99.625,25.96709783,3.125,17.02060447,78.125,10.8681745,623,200.4648971,822.625,7.802635527,36857.25,6022.75,6.1228569995,0.163474090125,31.75,15.45
"Isla Hermite","HER42PB","HER42PB1D",2.1435,"HER42PB_2.1435",131,143.2,143.8,143.5,143.5,0.6,1244,1514,1395,1392,135,0.0907,0.00917,21521.1428571429,52980.2857142857,1.38714285714286,20.2857142857143,5049.87496,236.428571428571,16222.83208,27.4285714285714,1694.217096,14.4285714285714,259.3390696,2204.14285714286,12805.9724,112.571428571429,4.0172756,175,6.76410592,138.142857142857,22.2037868,0.375,20.90723648,37.2857142857143,15.70363184,261.714285714286,201.5309088,949,6.75540424,38842.8571428571,5957.14285714286,6.52279394757143,0.153384975857143,27.6,19.87
"Isla Hermite","HER42PB","HER42PB1D",2.151,"HER42PB_2.151",137,150.7,151.3,151,151,0.6,1378,1586,1481,1480,104,0.0631,0.0047,20867.7142857143,51355.5714285714,1.29571428571429,22.8571428571429,3309.7982,229.428571428571,14715.29986,37.5714285714286,1150.276453,28.7142857142857,172.5557713,1634.71428571429,6997.205183,95,2.856953727,217.428571428571,5.489630722,106.571428571429,20.00182283,1.28571428571429,15.64215778,38.8571428571429,9.202783759,484.714285714286,193.3528611,841.857142857143,5.180678081,37733.4285714286,6034.14285714286,6.25715998471429,0.159917825571429,38.92,15.95
"Isla Hermite","HER42PB","HER42PB1D",2.1595,"HER42PB_2.1595",144,159.2,159.8,159.5,159.5,0.6,1424,1936,1589,1615,256,0.0689,0.01115,19183.4285714286,49310.7142857143,1.33,59.1428571428571,5997.873908,388.428571428571,19331.44723,158.571428571429,2133.687133,100.714285714286,334.5877951,5211.14285714286,14513.69839,91.4285714285714,5.301363572,197.142857142857,7.080750354,75.2857142857143,29.54255159,0.375,29.06945023,79.1428571428571,21.18442756,813.857142857143,222.8833073,673.428571428571,11.73028539,32768.1428571429,5741.28571428571,5.708824831,0.175215551142857,13.94,30.56
"Isla Hermite","HER42PB","HER42PB1D",2.1632,"HER42PB_2.1632",147,162.9,163.5,163.2,163.2,0.6,1458,1990,1644,1669,266,0.0705,0.0115,18606.1428571429,49611.1428571429,1.32285714285714,89.4285714285714,4295.763522,467.142857142857,16304.49768,171.714285714286,1670.874143,117.285714285714,264.1328625,6882.71428571429,10760.96847,85,4.125981149,181.142857142857,7.101215107,130.714285714286,30.53387748,40,22.37893368,173.857142857143,15.49870515,800.142857142857,201.1247375,678.714285714286,9.839292734,31443.7142857143,5520.42857142857,5.69554318614286,0.175717168142857,19.42,20.29
