"Location","Site","Section","site_depth","uid","sample","min_depth","max_depth","midpoint","depth","depth_err","SH20_min_age_95CI","SH20_max_age_95CI","SH20_median_age","SH20_mean_age","SH20_mean_95CI","accrate","accrate_err","kcps","cps","MSE","K","K_ICP","Ca","Ca_ICP","Ti","Ti_ICP","Mn","Mn_ICP","Fe","Fe_ICP","Co","Co_ICP","Ni","Ni_ICP","Cu","Cu_ICP","Zn","Zn_ICP","Rb","Rb_ICP","Sr","Sr_ICP","Zr","Zr_ICP","Mo_inc","Mo_coh","inc_coh","coh_inc","C_org_pc","Dry_mass"
"Bird Island","BI10","BI10.2",1.0692,"BI10_1.0692",71,68.7,69.8,69.2,69.2,0.55,826,1194,1027,1024,184,0.0397,0.00745,24090.25,59035.0833333333,1.28416666666667,18.1666666666667,1973.319538,302.75,6626.492173,41,461.9149499,41.4166666666667,46.49996193,2420,3694.801697,86.3333333333333,2.041238975,231.916666666667,6.674238754,149.25,34.06414422,143.416666666667,140.4650062,62.5833333333333,7.795499709,498,114.9998151,953.833333333333,21.97235957,44307.25,6735.5,6.58059786816667,0.152050972,32.63,23.16
"Bird Island","BI10","BI10.3",1.0805,"BI10_1.0805",84,80,81,80.5,80.5,0.5,1078,1383,1228,1228,153,0.11538,0.01505,23305.5,56089.8,1.359,24.8,14359.67839,264.6,9905.624178,59,2197.326275,39.6,125.5077224,2747.5,6284.597012,76.6,2.439569014,237.5,6.367819135,152.8,39.61078518,74,67.51751759,129.2,50.21714125,467,209.897137,855.6,39.24997232,41785.9,6389,6.5425612867,0.1529111376,36.18,16.25
"Bird Island","BI10","BI10.3",1.0853,"BI10_1.0853",88,84.8,85.8,85.3,85.3,0.525,1140,1414,1267,1270,137,0.11538,0.01316,21329.4545454545,51592.6363636364,1.24090909090909,3.63636363636364,3095.570446,223.545454545455,7180.738417,23.4545454545455,574.7925663,21.4545454545455,57.22472424,1101.81818181818,3753.765384,54.3636363636364,2.601276107,215.909090909091,5.912256586,128.909090909091,37.01157435,36.4545454545455,65.03458094,48.4545454545455,13.30255749,379.727272727273,130.9618352,907.818181818182,13.33706426,40259.8181818182,6034.90909090909,6.67536463336364,0.149911105272727,36.54,16.62
"Bird Island","BI10","BI10.3",1.0935,"BI10_1.0935",95,93,94,93.5,93.5,0.5,1233,1487,1332,1342,127,0.11287,0.01132,21085,51886,1.31909090909091,26.6363636363636,3134.001598,242,6732.62029,100.818181818182,606.0238476,52.3636363636364,60.2997145,3160.36363636364,11390.75321,60.0909090909091,5.745017677,200.454545454545,7.120078834,99.0909090909091,25.20300712,5.09090909090909,71.97280393,107.181818181818,10.28410137,657.636363636364,119.867266,834.545454545455,13.96054981,38250.6363636364,5976.09090909091,6.40163363627273,0.156443694363636,35.87,15.49
"Bird Island","BI10","BI10.3",1.0968,"BI10_1.0968",98,96.3,97.3,96.8,96.8,0.5,1278,1505,1359,1371,114,0.11294,0.00996,20358.0909090909,49648.1818181818,1.28818181818182,39.8181818181818,3044.618396,210.363636363636,6605.365982,79.9090909090909,562.7226914,54.6363636363636,54.01867077,3007.09090909091,7073.372392,90.0909090909091,3.633220643,208.636363636364,5.857915852,94.0909090909091,18.81424853,11.3636363636364,41.79884834,179,9.694363956,687.090909090909,112.4064678,857.909090909091,13.08141258,36182.8181818182,5897.90909090909,6.12992269536364,0.163261797363636,39.31,27.34
"Bird Island","BI10","BI10.3",1.1037,"BI10_1.1037",104,103.2,104.2,103.7,103.7,0.475,1358,1649,1477,1487,145,0.04191,0.00429,23485.9090909091,56468.3636363636,1.45545454545455,19.6363636363636,1424.582603,254.272727272727,7089.603048,62.9090909090909,441.0920959,50.5454545454545,47.40786167,1610.09090909091,1987.252608,64.3636363636364,1.389287804,216.090909090909,4.568507031,103.363636363636,19.39416739,24.7272727272727,45.72842227,59.5454545454545,6.266500548,547.272727272727,127.1397723,914.363636363636,11.39582517,43429,6444.27272727273,6.74164520618182,0.148378059454545,42.06,16.83
"Bird Island","BI10","BI10.3",1.1154,"BI10_1.1154",114,114.9,115.9,115.4,115.4,0.5,1478,2098,1763,1768,310,0.04149,0.00745,23787.4545454545,60059.3636363636,1.37818181818182,8.54545454545454,1716.680373,203.545454545455,5586.311354,30.6363636363636,354.6954517,33.0909090909091,38.81328375,7030.18181818182,15892.74003,135.090909090909,1.543818014,225,5.784125479,134.181818181818,42.10225675,1.54545454545455,35.80217711,32,6.037782671,219.727272727273,94.40874214,866.545454545455,8.138802933,42366.3636363636,6354.72727272727,6.66920390481818,0.149992786727273,42.5,13.84
"Bird Island","BI10","BI10.3",1.1212,"BI10_1.1212",119,120.7,121.7,121.2,121.2,0.475,1584,2220,1920,1912,318,0.03575,0.00609,23932.5454545455,57683.3636363636,1.34090909090909,9.18181818181818,1641.390095,230.545454545455,5647.265231,29.2727272727273,401.5251511,30.6363636363636,37.52718028,2490.72727272727,3019.385269,80.6363636363636,1.001920559,228.090909090909,9.469595678,169.818181818182,77.32937965,37.2727272727273,126.1466188,49.9090909090909,6.954876946,208,100.7977844,922.545454545454,10.71344504,44357.3636363636,6559.54545454545,6.76478887481818,0.147893012454545,44.26,12.71
"Bird Island","BI10","BI10.3",1.1223,"BI10_1.1223",120,121.8,122.7,122.3,122.3,0.45,1650,2226,1946,1943,288,0.03576,0.00543,23463.2,55879.5,1.243,7.7,683.2265993,187.9,5350.125775,16.6,192.9637106,26.1,32.12024806,1472,4238.013215,49.9,0.741821487,229.7,6.534750001,169,62.86286744,41.3,87.02811474,48.3,2.592646444,143.2,91.74775016,945.1,5.71655892,44116.7,6464.9,6.8275268756,0.1465574293,44.55,12.21
"Bird Island","BI10","BI10.4",1.1325,"BI10_1.1325",145,132,133,132.5,132.5,0.5,2052,2331,2181,2196,139,0.06663,0.00448,22939.7272727273,63471.5454545455,1.46727272727273,10,5412.77206,207.272727272727,5488.24581,37,523.0275133,33.5454545454545,51.81193098,15022,36760.73258,159.181818181818,3.769043144,209.909090909091,7.155451754,115.636363636364,40.6484082,5.09090909090909,36.99629166,44.8181818181818,9.787053209,168.909090909091,91.25190224,760.636363636364,9.674570314,38468.0909090909,6064.36363636364,6.34628605745455,0.157698025181818,41.96,14.81
"Bird Island","BI10","BI10.4",1.1442,"BI10_1.1442",155,143.7,144.8,144.2,144.2,0.55,2200,2522,2364,2368,161,0.07115,0.0051,23702.1818181818,57136.3636363636,1.3,15,5594.694254,295.181818181818,6436.237221,43.3636363636364,1149.476822,36.7272727272727,82.80022216,2365.54545454545,6074.810846,64.1818181818182,1.250579343,215.909090909091,6.317256008,232.727272727273,67.58862806,174,145.146567,35.2727272727273,20.81297886,334.363636363636,121.0153008,924.090909090909,58.14267286,43491.3636363636,6470.09090909091,6.72411553136364,0.14877554,43.07,16.33
"Bird Island","BI10","BI10.5",1.1566,"BI10_1.1566",172,156.1,157.2,156.6,156.6,0.525,2362,2681,2501,2501,159,0.12621,0.00845,22998.4166666667,56715.8333333333,1.34333333333333,10.1666666666667,2804.420041,260.25,5642.915643,53.5833333333333,253.7523195,38.5833333333333,42.83579617,4047.08333333333,49049.46764,89.6666666666667,16.76515491,217.5,16.20702482,101.5,58.21751812,186.333333333333,148.0981288,49.9166666666667,4.260143181,303.666666666667,85.39705279,872.416666666667,5.057282645,42205,6261.41666666667,6.74203834041667,0.148359080916667,43.8,15.65
"Bird Island","BI10","BI10.5",1.1605,"BI10_1.1605",175,159.9,161,160.5,160.5,0.55,2377,2740,2532,2532,181,0.15064,0.01131,23440.3333333333,57598.5,1.34083333333333,15.8333333333333,21023.43508,234.083333333333,6500.001765,46.75,1574.554031,31.25,219.4284939,4480.25,51904.82693,88.8333333333333,14.16367715,217.083333333333,12.29132094,133.916666666667,34.00992075,118.333333333333,148.2023206,49.75,43.16608535,238.666666666667,121.2110164,841.916666666667,16.90685979,42478.1666666667,6370.91666666667,6.67144465891667,0.150016337416667,42.14,14.27
"Bird Island","BI10","BI10.5",1.1676,"BI10_1.1676",181,167.1,168.1,167.6,167.6,0.5,2411,2817,2574,2579,203,0.15064,0.01229,22774.8181818182,56605,1.32181818181818,8.81818181818182,1243.638909,213.181818181818,6176.904031,44.7272727272727,227.5458294,42,41.17278862,5498.18181818182,34127.39087,105.272727272727,6.771422937,212.272727272727,8.534630865,129.454545454545,31.39605337,60.3636363636364,72.11422012,47.9090909090909,2.564526013,268.181818181818,95.32051892,872.363636363636,5.156965844,40605.8181818182,6218.54545454545,6.53140688127273,0.153206188818182,43.63,14.38
"Bird Island","BI10","BI10.5",1.1796,"BI10_1.1796",191,179.1,180.1,179.6,179.6,0.5,2468,2973,2645,2658,253,0.11483,0.01123,22504.9090909091,58725.6363636364,1.37545454545455,18.8181818181818,11337.75217,221.090909090909,6093.055388,44.2727272727273,915.5577505,44.2727272727273,122.3868181,10223.7272727273,29114.97389,182.181818181818,5.562421054,200.909090909091,5.623618255,139.090909090909,28.97367916,130.090909090909,93.7163573,84,24.03856275,456.272727272727,119.1548845,814,15.8979202,37830.0909090909,6131.18181818182,6.169881969,0.162323613363636,35.57,20.19
"Bird Island","BI10","BI10.5",1.1833,"BI10_1.1833",194,182.8,183.8,183.3,183.3,0.5,2514,3004,2673,2693,245,0.10213,0.00957,22651.5454545455,56036,1.31636363636364,3.63636363636364,21256.47654,177.454545454545,9697.311696,35.7272727272727,2196.956371,26.5454545454545,243.6402038,5216.72727272727,24845.10488,138.545454545455,3.933228837,223.818181818182,4.972003175,168,26.9304948,138.090909090909,75.23867924,81,58.90663431,339.181818181818,121.5336821,846.545454545455,34.80855314,40127.2727272727,6327.81818181818,6.343787676,0.157710388636364,38.89,35.5
"Bird Island","BI10","BI10.5",1.187,"BI10_1.187",197,186.5,187.5,187,187,0.5,2550,3047,2708,2729,248,0.10214,0.00957,21576.8181818182,58939.5454545455,1.30909090909091,10.5454545454545,4642.258304,219.545454545455,7288.66125,41.8181818181818,660.9863166,31.8181818181818,67.78989286,11936.7272727273,27055.53366,226.545454545455,5.752426608,184.090909090909,6.761396788,157.636363636364,46.72905914,22.1818181818182,130.7729603,19.9090909090909,12.67353344,382.909090909091,118.8967341,737.181818181818,12.27077458,37035.4545454545,5849.72727272727,6.33712958645455,0.157959376636364,40.11,15.38
"Bird Island","BI10","BI10.5",1.1928,"BI10_1.1928",202,192.4,193.3,192.8,192.8,0.475,2624,3136,2799,2816,256,0.04843,0.00452,20937.6,62954,1.343,41.1,2367.746797,216.7,5866.599826,50.4,234.8825033,27.1,42.2400533,19501.7,70333.76898,174.6,6.816523388,210.1,10.88241106,139.2,68.09335946,48,90.27805952,63.8,2.553601126,307.2,85.79649547,658.5,5.275218799,33850.5,5552.6,6.0993466709,0.1640530744,38.73,16.86
"Bird Island","BI10","BI10.6",1.206,"BI10_1.206",221,205.5,206.6,206,206,0.525,2807,3404,3080,3085,299,0.05,0.00497,22371.8333333333,81956.6666666667,1.5275,24.6666666666667,21467.56946,355.5,6764.508083,65,1293.229498,44.4166666666667,160.5283798,41775.5833333333,107255.388,321,11.84941346,177.166666666667,9.702568502,127.5,34.46389212,243.666666666667,255.5835815,64.8333333333333,25.70637949,323.666666666667,111.2286921,582,16.62081972,30418.1666666667,5392.91666666667,5.64056009716667,0.17741193525,39.7,14.36
"Bird Island","BI10","BI10.6",1.2175,"BI10_1.2175",231,217,218,217.5,217.5,0.5,2987,3570,3316,3305,291,0.05329,0.00482,22900.2727272727,68445.9090909091,1.42727272727273,15.0909090909091,3810.216932,217.727272727273,8457.047616,47,430.4165299,59.1818181818182,73.63658302,21076.3636363636,46161.88967,243.090909090909,10.70451145,212.272727272727,8.361148745,160,60.20244341,436.181818181818,399.0691035,42.5454545454545,6.149324503,400.545454545455,136.1592518,725.909090909091,8.204676276,36831.7272727273,5925,6.21843648890909,0.160917065636364,41.87,16.4
"Bird Island","BI10","BI10.6",1.2309,"BI10_1.2309",242,230.4,231.5,230.9,230.9,0.525,3307,3734,3577,3561,213,0.07807,0.00486,23546.9166666667,68270.5,1.4125,17.8333333333333,2179.747422,336.833333333333,7198.222186,41.9166666666667,389.6638198,41.4166666666667,51.31483509,18747,28337.51625,187.333333333333,6.228678054,212.666666666667,7.693387104,191.416666666667,73.19734621,29.5833333333333,48.4428199,30.1666666666667,4.534790413,395.666666666667,116.7915838,803.916666666667,9.348601732,38686.1666666667,6079.08333333333,6.36472744433333,0.157220291333333,40.55,18.76
"Bird Island","BI10","BI10.6",1.2411,"BI10_1.2411",250,240.2,242,241.1,241.1,0.925,3501,3826,3691,3684,163,0.16685,0.008,22340.9473684211,66589.2631578947,1.40947368421053,4.57894736842105,2601.638721,205.157894736842,6524.805309,31.0526315789474,301.303437,35.4210526315789,64.81180749,21261.3684210526,68261.38783,217.157894736842,16.02760991,189.894736842105,12.99158529,154.526315789474,116.9107903,87.2105263157895,232.0043335,20.7368421052632,3.037488827,228.526315789474,95.07661499,694.263157894737,4.985074292,35777.0526315789,5731.21052631579,6.244756707,0.160195734736842,39.93,15.42
"Bird Island","BI10","BI10.7",1.2532,"BI10_1.2532",259,252.7,253.7,253.2,253.2,0.5,3586,3905,3760,3756,160,0.17647,0.00785,23187,58870.4545454545,1.39545454545455,10,2160.208858,196.181818181818,6240.983611,36,344.5794406,29.0909090909091,41.07148346,6707.54545454545,23779.92504,81.7272727272727,0.986560337,228.909090909091,4.505779401,158.636363636364,32.9760233,1.09090909090909,29.80921049,85.0909090909091,5.026836978,261.454545454545,101.292967,859.454545454545,7.527120756,41279,6347.63636363636,6.50631130854545,0.153779594090909,43.05,15.55
"Bird Island","BI10","BI10.7",1.2675,"BI10_1.2675",271,267,268,267.5,267.5,0.5,3684,3998,3837,3839,157,0.16949,0.00726,20938.7272727273,61362,1.38545454545455,6.18181818181818,2135.960113,217.181818181818,7771.356271,24,232.314161,30,56.87091915,17880.7272727273,58747.48129,188.818181818182,23.84445704,180.545454545455,14.66999494,200.363636363636,145.5334854,138.545454545455,316.1883316,19.8181818181818,2.699363842,228.363636363636,119.6977813,634.454545454545,5.881017729,34199.3636363636,5456.72727272727,6.26873508081818,0.159566969636364,41.51,14.32
"Bird Island","BI10","BI10.7",1.2784,"BI10_1.2784",280,277.9,278.9,278.4,278.4,0.5,3766,4076,3903,3910,155,0.14981,0.00622,22731,61159.0909090909,1.42727272727273,11.1818181818182,1942.49545,211.363636363636,6196.60628,34.6363636363636,227.4128172,38.1818181818182,39.2756349,12464.5454545455,49872.72804,147.727272727273,36.34308788,216.454545454545,15.10269284,135.545454545455,49.70613596,328.545454545455,205.2689039,31.7272727272727,2.511699688,287.090909090909,99.83622626,804.272727272727,5.366567931,38471.5454545455,5968.27272727273,6.45070821481818,0.155181694181818,42.03,15.14
"Bird Island","BI10","BI10.8",1.2943,"BI10_1.2943",300,293.7,294.8,294.3,294.3,0.525,3864,4267,4033,4041,202,0.1194,0.00617,23009.75,76577.8333333333,1.45666666666667,4.75,643.1526044,235.5,6725.623999,34.3333333333333,263.8954581,41.5833333333333,55.60667563,33287.9166666667,73040.17367,361,35.13097178,200.583333333333,14.43173082,204,80.36054861,353.5,206.0678435,19.4166666666667,3.349219592,330.666666666667,110.4667193,617.916666666667,6.491956622,33209.4166666667,5644.5,5.88324556366667,0.170039656666667,38.86,18.81
"Bird Island","BI10","BI10.8",1.2979,"BI10_1.2979",303,297.4,298.4,297.9,297.9,0.5,3881,4306,4064,4071,212,0.1194,0.00643,21616.6363636364,78639.6363636364,1.58545454545455,5.54545454545454,661.9708417,209.454545454545,5960.306307,38.9090909090909,277.5603378,35.5454545454545,54.76131918,40362.3636363636,74836.34761,411.818181818182,16.81953054,186.363636363636,12.65956686,170.181818181818,78.52750915,195.636363636364,100.7202187,44.8181818181818,3.120629768,285.454545454545,95.05242503,519.454545454545,6.318871737,28926.6363636364,5198.63636363636,5.56203857918182,0.179937245363636,38.07,19.36
"Bird Island","BI10","BI10.8",1.3076,"BI10_1.3076",311,307.1,308,307.6,307.6,0.475,3938,4410,4143,4149,236,0.12543,0.00734,22302.1,75887.4,1.534,13.3,1745.183529,255.9,6654.679504,49.8,691.4862269,51.6,80.6250656,34432.4,65108.07757,388.3,25.16163647,183,12.05911704,140.2,51.06064778,52.4,130.9239492,50,9.077687309,366.9,109.9097917,606.9,13.10956878,31508.9,5565.6,5.6645467106,0.1767509009,30.3,20.69
"Bird Island","BI10","BI10.8",1.3162,"BI10_1.3162",318,315.7,316.8,316.2,316.2,0.55,3995,4491,4215,4222,248,0.11586,0.00701,23562.25,78443.75,1.44666666666667,3.83333333333333,543.4726901,174.25,6154.781584,29.0833333333333,244.2716404,36.9166666666667,70.96066682,33224.0833333333,88890.89611,228.083333333333,11.55396277,189,9.165262456,83.6666666666667,50.54112884,7.5,83.34916521,18.4166666666667,2.400125578,118.166666666667,92.99111859,674.666666666667,4.823094008,35797,5963.75,6.00062252158333,0.166787316,38.15,14.84
"Bird Island","BI10","BI10.9",1.3265,"BI10_1.3265",337,326,327.1,326.5,326.5,0.525,4086,4617,4320,4329,265,0.08832,0.00555,19750.2727272727,58742.3636363636,1.36363636363636,10.4545454545455,2704.115972,196.454545454545,4314.171561,37.4545454545455,390.264881,30.6363636363636,272.5348429,18705,76198.44633,217.454545454545,13.36853596,191,9.036215502,167.181818181818,35.29243706,146.181818181818,141.7452321,15.0909090909091,13.28023284,354.454545454545,54.97448254,561,14.95585253,30717.3636363636,5208.18181818182,5.89876975909091,0.169666507636364,39.53,18.17
"Bird Island","BI10","BI10.9",1.3326,"BI10_1.3326",342,332.1,333.1,332.6,332.6,0.5,4137,4707,4387,4397,285,0.08975,0.00596,18258.6363636364,68171.2727272727,1.48909090909091,10.4545454545455,473.7956247,195.363636363636,3366.405358,51.5454545454545,159.3219544,29.1818181818182,48.26462876,37166,244762.4318,261.090909090909,24.67115714,135.818181818182,18.49534977,125.818181818182,54.25753022,79.3636363636364,108.9295808,25,2.02301219,357.545454545455,53.58134359,403.636363636364,3.512118591,23115.5454545455,4356.54545454545,5.28332424236364,0.190100895727273,34.49,45.84
"Bird Island","BI10","BI10.9",1.34,"BI10_1.34",348,339.5,340.5,340,340,0.5,4191,4812,4471,4480,310,0.0916,0.00648,22654.7272727273,67323.5454545455,1.41818181818182,11.3636363636364,519.5682507,188,6376.14109,42.1818181818182,247.3342292,31.2727272727273,71.25145017,20682.9090909091,33059.50476,330,30.22335953,214.909090909091,15.52691154,222.636363636364,93.06939632,207.363636363636,242.3611357,72.5454545454545,3.033425815,439.818181818182,126.2966844,714,6.610934788,36083.6363636364,5854.72727272727,6.16540938090909,0.162232980090909,39.32,20.07
"Bird Island","BI10","BI10.9",1.3462,"BI10_1.3462",353,345.7,346.7,346.2,346.2,0.525,4263,4871,4541,4547,304,0.0916,0.00626,21165,112065,1.725,23.5,590.2581944,134.5,1649.910749,63.5,196.7910903,9,40.04154754,85965,259743.8529,359.5,31.69988747,143.5,16.50037866,96,46.16790206,0.545454545454546,46.41044203,2.2,2.023599773,280,26.73253921,330,3.215918511,19092,3859.5,4.9385227415,0.2030882915,31.95,40.85
"Bird Island","BI10","BI10.9",1.3562,"BI10_1.3562",361,355.7,356.7,356.2,356.2,0.5,4359,4962,4647,4652,302,0.09848,0.00652,21037,62387.3636363636,1.34363636363636,32.0909090909091,2355.45594,257.818181818182,6975.754499,97.0909090909091,799.193679,36.7272727272727,63.1732016,17928.1818181818,19940.78074,127.545454545455,5.120949268,163,8.855748872,160.181818181818,61.1989585,10.0909090909091,50.4248919,39.6363636363636,12.19802273,589.727272727273,152.5618881,720.636363636364,25.31019839,33994.2727272727,5425,6.26813179609091,0.159601122545455,37.86,24.48
"Bird Island","BI10","BI10.9",1.3612,"BI10_1.3612",365,360.7,361.7,361.2,361.2,0.5,4405,5006,4699,4703,301,0.09404,0.00614,20858.5,76598.3,1.446,33.2,1070.885179,355.9,6849.57438,89.2,482.4222414,52.2,70.44102514,39122.5,91742.56196,345.5,76.74575589,173.6,30.78295408,129.8,84.15061701,159.2,199.4152519,26.1,4.992973415,677.5,138.0986394,467.6,9.681378018,27254.6,4945.2,5.5163355346,0.1813896864,37.08,24.57
"Bird Island","BI10","BI10.9",1.3673,"BI10_1.3673",370,366.8,367.8,367.3,367.3,0.5,4473,5056,4770,4768,292,0.09412,0.00588,22283.8181818182,69942.9090909091,1.45090909090909,23.0909090909091,1447.271106,277.272727272727,6910.359074,89,541.6620458,54.6363636363636,69.28334701,25910.6363636364,69886.15056,177.909090909091,17.29854042,195,16.74430526,123.090909090909,96.04739856,11.3636363636364,106.4331106,103.090909090909,7.537000498,721.909090909091,142.7753473,613.545454545455,10.27576935,33337.7272727273,5523.63636363636,6.03297060290909,0.165833677727273,38.46,23.49
"Bird Island","BI10","BI10.10",1.3704,"BI10_1.3704",382,370,370.9,370.4,370.4,0.475,4497,5091,4804,4801,297,0.0921,0.00581,20960.8,67834.1,1.406,10.8,1739.758107,250.6,7954.492393,59.2,927.4315698,38.5,100.6908119,26984.8,63330.72521,203,33.30735274,192.8,18.94940307,190,69.48540749,50.8,155.6838291,20.6,9.175578982,564.7,172.6424549,561.2,18.17108513,31157.8,5167.4,6.0322542561,0.1658958068,39.16,20.96
"Bird Island","BI10","BI10.10",1.3751,"BI10_1.3751",386,374.7,375.6,375.1,375.1,0.475,4557,5123,4855,4852,283,0.09213,0.00549,20490.2,66526.3,1.433,20.1,1334.018291,251,6023.226846,66.7,617.6592849,45.1,70.46152124,26799.9,54047.68966,282.2,24.79954461,180.9,17.31182215,151.9,74.97636554,103.4,153.3540492,41.2,7.097707001,521,129.6985539,572.1,12.79708303,29943.6,5052.8,5.9311820645,0.1688767338,36.89,27.87
