"Site","depth","SH20_age","Ti","Ti_ppm","Ti_lower_RMSE","Ti_upper_RMSE"
"BI10",2.9,-19.4,-7.65581669,328.338356312281,211.758113836913,509.100096673878
"BI10",3,-17.8,NA,NA,NA,NA
"BI10",3.1,-16.2,-5.655209392,1279.798104278,825.391330144235,1984.37168879316
"BI10",3.2,-14.6,-6.44960228,745.660534909325,480.905338652681,1156.17271972691
"BI10",3.3,-13,NA,NA,NA,NA
"BI10",3.4,-11.5,NA,NA,NA,NA
"BI10",3.5,-9.9,-6.480439539,730.187326947505,470.926067970444,1132.18097000357
"BI10",3.6,-8.3,-6.771637688,599.014839836506,386.32785419519,928.79344434498
"BI10",3.7,-6.7,NA,NA,NA,NA
"BI10",3.8,-5.1,-8.495356497,185.519051826905,119.648416764059,287.653773627638
"BI10",3.9,-3.5,-6.966001177,524.85351239098,338.498343820928,813.803714250604
"BI10",4,-1.9,-8.416178773,195.78134198384,126.266964873049,303.565813176321
"BI10",4.1,-0.4,-7.437751522,380.820815905274,245.606083284516,590.475984500591
"BI10",4.2,1.2,-7.675501808,323.972543708137,208.942432316172,502.330751648845
"BI10",4.3,2.8,NA,NA,NA,NA
"BI10",4.4,4.4,-8.782125584,152.651050800286,98.4505707945593,236.690789320638
"BI10",4.5,6,-8.165319888,232.196147113265,149.752282082263,360.028241203215
"BI10",4.6,7.6,NA,NA,NA,NA
"BI10",4.7,9.2,-7.786901457,300.337550132967,193.699310202028,465.683868082915
"BI10",4.8,10.8,NA,NA,NA,NA
"BI10",4.9,12.4,NA,NA,NA,NA
"BI10",5,14,-7.939247941,270.781277286633,174.637325911541,419.855834062189
"BI10",5.1,15.8,-8.504062921,184.423955594893,118.942146819953,285.955788647004
"BI10",5.2,17.5,NA,NA,NA,NA
"BI10",5.3,19.1,-9.094974413,123.398307912388,79.5843447219468,191.333389108643
"BI10",5.4,20.6,NA,NA,NA,NA
"BI10",5.5,22.1,-8.000170628,259.792691597163,167.550361703423,402.817647906754
"BI10",5.6,23.7,NA,NA,NA,NA
"BI10",5.7,25.4,-8.26178468,217.453800745294,140.244372328818,337.169717924274
"BI10",5.8,27,NA,NA,NA,NA
"BI10",5.9,28.6,NA,NA,NA,NA
"BI10",6,30.3,-7.485987902,368.532250692599,237.680711968095,571.422134660987
"BI10",6.1,31.9,NA,NA,NA,NA
"BI10",6.2,33.6,-7.30251966,417.500871285454,269.262470646561,647.349692311604
"BI10",6.3,35.2,-7.497854084,365.570527722477,235.77058219555,566.829879685525
"BI10",6.4,36.8,-8.503815215,184.455022597119,118.96218313209,286.003959119725
"BI10",6.5,38.5,-8.385694018,199.882174962878,128.911750777915,309.924298031762
"BI10",6.6,40.2,-7.503611152,364.142187600992,234.84939036941,564.615188407606
"BI10",6.7,41.9,-8.87626526,143.185303948189,92.3457442918908,222.013818004775
"BI10",6.8,43.6,NA,NA,NA,NA
"BI10",6.9,45.2,NA,NA,NA,NA
"BI10",7,46.8,NA,NA,NA,NA
"BI10",7.1,48.4,-7.51874293,360.414517876842,232.445271890355,558.835306220683
"BI10",7.2,50.1,-7.939871576,270.666470927758,174.563282847292,419.677822790346
"BI10",7.3,51.7,-8.208627908,225.457804693955,145.40646425846,349.580205781397
"BI10",7.4,53.4,NA,NA,NA,NA
"BI10",7.5,55,NA,NA,NA,NA
"BI10",7.6,56.7,NA,NA,NA,NA
"BI10",7.7,58.3,NA,NA,NA,NA
"BI10",7.8,60,NA,NA,NA,NA
"BI10",7.9,61.6,-7.641701597,331.505007151083,213.8004095234,514.010099471825
"BI10",8,63.3,-8.014973289,257.190784976256,165.872291420647,398.783300756095
"BI10",8.1,64.9,-7.850785308,287.569908465836,185.464963938182,445.887193457267
"BI10",8.2,66.5,-8.2321017,221.887577067994,143.10388628209,344.044443070214
"BI10",8.3,68.3,-7.191720776,450.172063186919,290.333386794043,698.007517191702
"BI10",8.4,69.9,NA,NA,NA,NA
"BI10",8.5,71.5,NA,NA,NA,NA
"BI10",8.6,73.2,-8.046495988,251.736455348692,162.354583142059,390.32617204329
"BI10",8.7,74.8,-7.445497205,378.82028122524,244.315861041622,587.374085561814
"BI10",8.8,76.5,-8.183498911,229.343468085025,147.912478968223,355.605062670655
"BI10",8.9,78.1,-7.301747416,417.720169389108,269.403904481216,647.689721685646
"BI10",9,79.7,-6.705614115,626.521067960348,404.067685300188,971.442812375753
"BI10",9.1,81.4,-6.992990958,515.308705152794,332.342528215356,799.004157043
"BI10",9.2,83,-6.794878665,589.62250364835,380.270373070948,914.230298829211
"BI10",9.3,84.6,-7.632304223,333.63017811214,215.171014527788,517.305251320283
"BI10",9.5,87.8,NA,NA,NA,NA
"BI10",9.6,89.4,NA,NA,NA,NA
"BI10",9.7,91,-7.742570796,309.529022121892,199.627246230033,479.935566637702
"BI10",9.8,92.7,-9.022419166,129.639168860744,83.6093174908468,201.010062123094
"BI10",9.9,94.2,NA,NA,NA,NA
"BI10",10,95.8,-7.171656823,456.356070132943,294.321692216388,707.596036088527
"BI10",10.1,97.4,NA,NA,NA,NA
"BI10",10.2,99,NA,NA,NA,NA
"BI10",10.3,100.6,NA,NA,NA,NA
"BI10",10.4,102.2,-8.740153869,157.070597373696,101.300907431773,243.543450742984
"BI10",10.5,103.8,NA,NA,NA,NA
"BI10",10.6,105.5,-9.298557272,107.4452112699,69.295575256163,166.597555214127
"BI10",10.7,107,-6.654658651,648.610328029811,418.31390405117,1005.69298211871
"BI10",10.8,108.6,-9.302258441,107.175133715467,69.121391788357,166.178790526946
"BI10",10.9,110.2,NA,NA,NA,NA
"BI10",11,111.9,-8.380479598,200.592176317703,129.369658131195,311.025179946503
"BI10",11.1,113.6,-6.924308,539.946769662262,348.232569597407,837.206337149236
"BI10",11.2,115.1,-7.740229525,310.022204706653,199.945318766849,480.700263471783
"BI10",11.3,116.7,-6.932076162,537.102101638055,346.397933089922,832.795579958409
"BI10",11.4,118.4,-7.897807494,278.520287991404,179.628513442026,431.855440633319
"BI10",11.5,119.9,-7.701961632,318.195537065113,205.216617141576,493.373300946217
"BI10",11.6,121.6,-6.47824559,731.277495702608,471.629159993981,1133.87131475904
"BI10",11.7,123.2,-7.871692664,283.510451508655,182.84686303121,439.592863569781
"BI10",11.8,124.8,-7.28829154,421.559846861724,271.880261092352,653.643275801163
"BI10",11.9,126.4,NA,NA,NA,NA
"BI10",12,128,-7.633876597,333.27364658639,214.941073547807,516.752436729064
"BI10",12.1,129.7,-8.126586381,238.393164151754,153.748978216776,369.636932703102
"BI10",12.2,131.3,-8.286567171,213.819953843675,137.900763819286,331.535311302731
"BI10",12.3,132.9,-8.364997266,202.715163674854,130.738854844912,314.31694604079
"BI10",12.4,134.6,-8.046426194,251.74840302424,162.362288660437,390.34469733179
"BI10",12.5,136.1,-7.715742898,315.227572183673,203.302461718839,488.771367669105
"BI10",12.6,137.8,-8.833341236,147.426236552045,95.0808858671496,228.589532224884
"BI10",12.7,139.3,-8.677804588,163.873187237253,105.688160918975,254.091104072514
"BI10",12.8,140.9,-8.816556769,149.118515688189,96.1723021792141,231.213470169531
"BI10",12.9,142.5,NA,NA,NA,NA
"BI10",13,144.2,-7.198617772,448.06571863578,288.974923670058,694.74155634979
"BI10",13.1,145.7,-7.384610383,394.83380896141,254.643604858617,612.203619979109
"BI10",13.2,147.3,-7.012257532,508.601538645485,328.016816943818,788.604460962316
"BI10",13.3,148.9,-6.809207254,583.905448974682,376.583223241743,905.365805750353
"BI10",13.4,150.5,-7.580092182,345.688235791477,222.947722614506,536.001691173358
"BI10",13.5,152.1,NA,NA,NA,NA
"BI10",13.6,153.6,-9.049584593,127.26639357006,82.0790228711215,197.330991107937
"BI10",13.7,155.1,-7.837716844,290.13680295603,187.120453542768,449.867253075605
"BI10",13.8,156.8,-8.470800152,188.642916368824,121.663117911706,292.497434776914
"BI10",13.9,158.3,-7.276118317,425.063914399583,274.140169867275,659.07645498349
"BI10",14,159.9,-7.312070301,414.798224230328,267.519428958748,643.159143596877
"BI10",14.1,161.5,-8.093133188,243.878324823393,157.286570628958,378.14186602727
"BI10",14.2,163.1,-8.359228581,203.511917316537,131.252712105606,315.55234040824
"BI10",14.3,164.7,NA,NA,NA,NA
"BI10",14.4,166.3,NA,NA,NA,NA
"BI10",14.5,167.9,NA,NA,NA,NA
"BI10",14.6,169.4,-7.731687028,311.828332787266,201.110160669556,483.500728183774
"BI10",14.7,171,-7.849616287,287.798598528714,185.612455010843,446.241785392328
"BI10",14.8,172.6,-8.688213028,162.717430453403,104.94276863721,252.299062786207
"BI10",14.9,174.2,-7.16326921,458.966368989145,296.005174976514,711.643395693312
"BI10",15,175.8,-8.450079506,191.319716293295,123.389489784584,296.647906612219
"BI10",15.1,177.6,-7.265126647,428.252887629154,276.196862127524,664.021069428479
"BI10",15.2,179.3,-6.866085057,561.752949293302,362.296218817439,871.017580778938
"BI10",15.3,181,-7.183633585,452.654509447848,291.934412467131,701.856636879152
"BI10",15.4,182.7,-6.676406863,639.088749704578,412.173069670601,990.929442152471
"BI10",15.5,184.4,-6.143885621,917.963636077595,592.030277333136,1423.33469996947
"BI10",15.6,186.1,-7.049780105,495.788551613837,319.753225699371,768.737476764195
"BI10",15.7,187.9,-8.269221223,216.356945311916,139.536967807662,335.469005240437
"BI10",15.8,189.6,NA,NA,NA,NA
"BI10",15.9,191.3,-7.836671851,290.343046056164,187.253467700379,450.187040210424
"BI10",16,193,-7.700890675,318.427347604665,205.366120730418,493.73273128942
"BI10",16.1,194.9,-7.050474068,495.55464674819,319.602371398572,768.374799095187
"BI10",16.2,196.5,-8.020810385,256.171960121041,165.215211839408,397.20357721082
"BI10",16.3,198.3,-7.107027595,476.859183921444,307.544943841329,739.386830588069
"BI10",16.4,200,-7.716601454,315.043590338907,203.183804706404,488.48609738875
"BI10",16.5,201.8,-6.755745639,605.523253152276,390.525381841054,938.884966655887
"BI10",16.6,203.4,-7.386149534,394.420783120929,254.377228508535,611.56320897846
"BI10",16.7,205.1,-6.93184376,537.186988395133,346.452679844979,832.927199841996
"BI10",16.8,206.9,NA,NA,NA,NA
"BI10",16.9,208.6,-7.726026902,313.0308370582,201.885702215033,485.365253082599
"BI10",17,210.3,-6.941028856,533.8422471106,344.295526737311,827.741061583797
"BI10",17.1,211.9,NA,NA,NA,NA
"BI10",17.2,213.6,-7.115672383,474.064211376844,305.742357872032,735.053127975196
"BI10",17.3,215.3,-7.750002814,307.96867907262,198.620920606784,477.516200206832
"BI10",17.4,217.1,NA,NA,NA,NA
"BI10",17.5,218.7,-7.981277654,263.151837709234,169.716805041887,408.026121353489
"BI10",17.6,220.5,-7.343911234,405.913612910834,261.789399253047,629.383243234622
"BI10",17.7,222.1,-6.734311842,614.413372934191,396.258964167366,952.669408081641
"BI10",17.8,223.7,-8.857633734,145.01092158791,93.5231557655811,224.844501959309
"BI10",17.9,225.5,-6.634560352,657.535635222308,424.070180100442,1019.53198285435
"BI10",18,227.2,-7.226717971,439.585298786785,283.505572687316,681.592368988773
"BI10",18.1,228.9,-6.489478948,725.7127790189,468.040258830517,1125.24302705773
"BI10",18.2,230.6,-6.082387125,957.165923296632,617.313349627318,1484.11921639698
"BI10",18.3,232.2,-7.13312665,468.47084911358,302.134982065628,726.380424301639
"BI10",18.4,234,-6.914997285,543.376172001935,350.444323896214,842.523745332277
"BI10",18.5,235.6,-6.60087867,672.769318154337,433.894971820506,1043.15234064775
"BI10",18.6,237.3,-6.370359107,786.942990858313,507.529992270667,1220.18261047076
"BI10",18.7,239,-7.755100757,306.902922811149,197.93357314524,475.863707875934
"BI10",18.8,240.7,-6.972077431,522.689369017938,337.10260399968,810.448134315301
"BI10",18.9,242.3,NA,NA,NA,NA
"BI10",19,244,-6.866036565,561.77147315504,362.308165572813,871.046302673959
"BI10",19.1,245.7,-7.966910382,265.735363695083,171.383020941718,412.031968687098
"BI10",19.2,247.3,-7.491668712,367.111374893517,236.764334172368,569.219017075828
"BI10",19.3,249,-6.73571015,613.829435984664,395.882360628199,951.763993433184
"BI10",19.4,250.8,-6.969485172,523.611544985905,337.697350972881,811.878000383083
"BI10",19.5,252.4,-6.557187556,693.057149028257,446.979379161626,1074.60933146424
"BI10",19.6,254,-7.095135448,480.731015985735,310.042038193131,745.390241521761
"BI10",19.7,255.8,-6.913334922,543.990755442677,350.840692543694,843.47667843644
"BI10",19.8,257.5,-6.584410295,680.34566466246,438.781250914896,1054.89973069697
"BI10",19.9,259.2,-6.298140096,826.553573366024,533.07638999898,1281.60020301302
"BI10",20,260.8,-6.325494165,811.321149567759,523.252410343015,1257.98179755052
"BI10",20.1,262.5,-7.594205082,342.386612412283,220.818377912807,530.882408734331
"BI10",20.2,264,-6.009167741,1006.0287573841,648.826882494147,1559.88274837382
"BI10",20.3,265.8,-5.609496545,1320.20505656755,851.451337567173,2047.02408051478
"BI10",20.4,267.3,-6.043208498,983.008946532927,633.980515528449,1524.18972712169
"BI10",20.5,269.1,-8.099904615,242.757951316305,156.563998391835,376.404687748206
"BI10",20.6,270.7,-7.785951774,300.531566089091,193.824438601233,465.984696603616
"BI10",20.7,272.3,-7.241366283,435.228389900305,280.695633518702,674.836829489159
"BI10",20.8,274,NA,NA,NA,NA
"BI10",20.9,275.6,-7.35258354,403.526916401534,260.250126300636,625.682586883464
"BI10",21,277.4,-6.813748505,582.105100570163,375.422108875842,902.574302628141
"BI10",21.1,279,-6.812942801,582.424110949088,375.627851016037,903.06893936987
"BI10",21.2,280.6,-7.198400698,448.131862641537,289.017582499377,694.844114942407
"BI10",21.3,282.3,-6.67575184,639.373473234494,412.356698894847,991.370915936508
"BI10",21.4,284,-8.011141867,257.861735005839,166.305013062855,399.82363222623
"BI10",21.5,285.6,-7.026677267,503.638857396501,324.816191733101,780.90965024329
"BI10",21.6,287.3,-6.420637012,760.492942699711,490.471332503137,1179.17088638889
"BI10",21.7,289,-6.907112215,546.29749707674,352.328399502529,847.053361959171
"BI10",21.8,290.6,-7.806959691,296.268876961324,191.075265401649,459.375248132805
"BI10",21.9,292.4,-6.553115733,694.978772240861,448.218708345022,1077.58887541486
"BI10",22,294,-7.24514875,434.110387136431,279.974590265634,673.103327130303
"BI10",22.1,295.7,-5.683020483,1255.82257054552,809.928580502541,1947.19678581167
"BI10",22.2,297.4,-7.03859386,499.574219780684,322.194749618865,774.607287563529
"BI10",22.3,299,-7.12625276,470.66572242317,303.550540812312,729.783652077551
"BI10",22.4,300.6,-7.670358557,325.107592451345,209.674469181052,504.090684394404
"BI10",22.5,302.3,-7.396099306,391.761200560521,252.661960780114,607.439433267869
"BI10",22.6,303.9,-7.950243912,268.764125978227,173.336386961888,416.728170460381
"BI10",22.7,305.6,NA,NA,NA,NA
"BI10",22.8,307.3,-6.599321357,673.482139952696,434.354698186982,1044.25759575877
"BI10",22.9,309,-6.704101926,627.165643730205,404.483397161522,972.442249634419
"BI10",23,310.6,-6.559370995,692.028903908994,446.316224087505,1073.01500147033
"BI10",23.1,312.4,-6.435980385,752.599593626712,485.380606185543,1166.9319727838
"BI10",23.2,314.1,-6.641810538,654.301879338321,421.984605773115,1014.51793133856
"BI10",23.3,315.7,-7.878912912,282.121892326253,181.951327472346,437.439854028228
"BI10",23.4,317.4,-6.926385531,539.184514032754,347.74096143996,836.024433155348
"BI10",23.5,319,-7.316471507,413.558663591914,266.71998832767,641.237161505179
"BI10",23.6,320.7,-6.845986253,569.483237055648,367.281780584747,883.003662122977
"BI10",23.7,322.4,-7.08694061,483.417362556063,311.774567067412,749.555515765118
"BI10",23.8,324.2,-6.672134206,640.948262490647,413.372341436033,993.812681716033
"BI10",23.9,325.8,-8.972768227,134.090856750471,86.4803833069359,207.912559779706
"BI10",24,327.4,-7.835356802,290.602796603666,187.420990881724,450.589792512438
"BI10",24.1,329.1,-7.118188087,473.253933079049,305.219778037159,733.796763155768
"BI10",24.2,330.8,-6.344474332,800.917106533998,516.542440317423,1241.84996521215
"BI10",24.3,332.5,-7.307972071,415.955794635696,268.265990915222,644.953996966731
"BI10",24.4,334.2,-7.908999717,276.408596324723,178.266601756277,428.581188901882
"BI10",24.5,335.9,-6.848474231,568.520585603866,366.66092940549,881.511037402949
"BI10",24.6,337.6,-6.677319579,638.692224329878,411.917335109528,990.314615700696
"BI10",24.7,339.3,-6.71551513,622.317063715393,401.356360252841,964.924356866739
"BI10",24.8,340.9,-7.405394341,389.292834416894,251.070015919623,603.612145294387
"BI10",24.9,342.6,-7.657729028,327.91166594169,211.482924702499,508.438498341726
"BI10",25,344.3,-7.458762692,375.41848713616,242.121912372159,582.099484936209
"BI10",25.1,346,-6.829872838,575.757445335777,371.328260338566,892.73204134081
"BI10",25.2,347.7,-6.897066781,550.04197248287,354.743356616332,852.859301943352
"BI10",25.3,349.4,-6.62905836,660.000316918565,425.659748718224,1023.35355796341
"BI10",25.4,351.2,-6.437276537,751.936557105749,484.952988271324,1165.90391148535
"BI10",25.5,352.9,-6.78462919,593.746316060548,382.929979301643,920.624414098882
"BI10",25.6,354.6,-6.438026612,751.553128905141,484.70570058473,1165.30939265974
"BI10",25.7,356.3,-6.366001734,789.278171551785,509.036040679607,1223.80338974903
"BI10",25.8,358,-7.267861367,427.457244470207,275.683721060126,662.787396903321
"BI10",25.9,359.7,-8.50671347,184.091854153054,118.727961746614,285.440853754702
"BI10",26,361.5,-8.044749665,252.035569862833,162.547493669014,390.789959551322
"BI10",26.1,363.1,-6.984570111,518.267917872768,334.251039030424,803.592519787876
"BI10",26.2,364.8,-7.067246773,489.934737941554,315.977874698903,759.660934078346
"BI10",26.3,366.6,-8.312626026,210.064431918968,135.478682378113,325.712243305427
"BI10",26.4,368.3,-7.05865988,492.803878046062,317.828294198131,764.109636084964
"BI10",26.5,370,-6.946803393,531.750126917921,342.946237452631,824.49715610681
"BI10",26.6,371.7,-7.403451021,389.807608442674,251.402013612417,604.410320412375
"BI10",26.7,373.4,-8.000756618,259.689191794324,167.483610674765,402.657167845201
"BI10",26.8,375.1,-6.777978733,596.437502017466,384.665629283637,924.79719198028
"BI10",26.9,376.9,-7.473471469,371.682279170269,239.712287250544,576.306363907059
"BI10",27,378.6,-6.661641589,645.537768789177,416.332291678017,1000.92887163216
"BI10",27.1,380.4,-6.915771841,543.090052171421,350.259794143671,842.080106535363
"BI10",27.2,382.1,-6.965229432,525.129020766475,338.676029835429,814.230899615646
"BI10",27.3,383.7,-8.292423318,212.970177412729,137.352710109627,330.217703247417
"BI10",27.4,385.5,-7.153102116,462.150484060421,298.058734022452,716.580477394074
"BI10",27.5,387.1,-6.974453628,521.845482204388,336.558348732229,809.139658317597
"BI10",27.6,388.8,-7.262152631,429.11983299798,276.75598874972,665.365298522019
"BI10",27.7,390.5,-7.761168854,305.639156587777,197.118521395582,473.90419417879
"BI10",27.8,392.3,-6.901123582,548.526704111839,353.76610139763,850.509825376426
"BI10",27.9,394,-8.675295238,164.153052268342,105.868656709287,254.525044584318
"BI10",28,395.7,-6.363520593,790.610946642279,509.895598918557,1225.86990410647
"BI10",28.1,397.5,-6.032868191,989.945241635889,638.454000699407,1534.94469509783
"BI10",28.2,399.1,-6.895224717,550.731388686189,355.187987808689,853.928265861246
"BI10",28.3,400.8,-7.049677049,495.823296741042,319.775634176664,768.791350298246
"BI10",28.4,402.6,-6.63596999,656.905653897974,423.663880761883,1018.55517479353
"BI10",28.5,404.3,-7.778281265,302.103217807305,194.838057622767,468.421597520909
"BI10",28.6,406,-6.609070368,669.032172737236,431.484742100324,1037.35776606774
"BI10",28.7,407.8,-6.563855527,689.921788826534,444.957264018049,1069.74784589267
"BI10",28.8,409.5,-6.435593768,752.797477739417,485.508229308638,1167.23879901647
"BI10",28.9,411.2,-7.260499929,429.602364991174,277.067192307819,666.113481241645
"BI10",29,413,-7.025948487,503.888507761074,324.977200915562,781.296741858677
"BI10",29.1,414.7,-6.880475434,556.282748179956,358.768274403388,862.535842772729
"BI10",29.2,416.4,-7.615925411,337.366784742745,217.580896763706,523.098990493005
"BI10",29.3,418.2,-6.711334798,624.088594938835,402.498889303338,967.671177942549
"BI10",29.4,419.9,-7.537476363,355.852412462905,229.502993539356,551.761602333762
"BI10",29.5,421.5,-8.085392006,245.165486080855,158.116710741571,380.137654542413
"BI10",29.6,423.3,-6.158470554,908.904495571647,586.187687000198,1409.28818600393
"BI10",29.7,425.1,-6.436225486,752.474169298319,485.299715181799,1166.73749797913
"BI10",29.8,426.7,-5.73884069,1209.04773248615,779.761677087034,1874.6707646505
"BI10",29.9,428.5,-4.642141297,2548.71328845511,1643.76384390806,3951.86902961894
"BI10",30,430.1,-4.635307662,2560.58439274994,1651.41997852136,3970.27559171544
"BI10",30.1,431.8,-4.831439282,2240.87409169511,1445.22643145611,3474.55359626315
"BI10",30.2,433.5,-5.313898473,1614.1262028354,1041.01246057915,2502.75909015569
"BI10",30.3,435.1,-5.542292427,1381.93663027463,891.264418680252,2142.7410430259
"BI10",30.4,436.8,-5.855565823,1116.79163335873,720.262148123706,1731.62445866287
"BI10",30.5,438.4,-6.066767294,967.386630325574,623.905079167652,1499.96677985241
"BI10",30.6,440,-5.285081114,1646.06824662074,1061.61312088594,2552.28634539849
"BI10",30.7,441.6,-5.902382638,1081.79806003433,697.693438312228,1677.36570022078
"BI10",30.8,443.3,-5.944580584,1051.19742997646,677.957907635718,1629.91835384396
"BI10",30.9,445,-5.956503321,1042.70934255508,672.483611538786,1616.75727764399
"BI10",31,446.7,-5.804942179,1155.90552288002,745.488209321306,1792.27191137058
"BI10",31.1,448.3,-5.790283333,1167.48522423329,752.956406899267,1810.22664302184
"BI10",31.2,449.9,-6.392881067,774.982830132355,499.81642171814,1201.63796326534
"BI10",31.3,451.6,-6.309170801,820.376888937035,529.092807151277,1272.02303793478
"BI10",31.4,453.2,-5.860910085,1112.74046856264,717.649395152355,1725.34298606095
"BI10",31.5,454.8,-6.322365739,813.048934261481,524.36672556335,1260.66078810309
"BI10",31.6,456.5,-5.795739041,1163.16201672052,750.168203050924,1803.52335868002
"BI10",31.7,458.1,-6.546463784,698.129507847146,450.250739682084,1082.47420108856
"BI10",31.8,459.7,-7.24845502,433.135488879434,279.3458406477,671.59171331077
"BI10",31.9,461.4,-7.120230359,472.597160215243,304.796199797867,732.778413876652
"BI10",32,463,-6.696886089,630.250563073145,406.472981043031,977.225524891571
"BI10",32.1,464.8,-7.253031015,431.789806064722,278.477957717826,669.505185075821
"BI10",32.2,466.4,-6.521248662,710.203046289418,458.037431911978,1101.19464440561
"BI10",32.3,468.1,-7.05365775,494.482979077403,318.911211440367,766.713140917544
"BI10",32.4,469.8,-6.95533042,528.675760273235,340.963459414653,819.730243177114
"BI10",32.5,471.4,-7.042844485,498.132322817856,321.264814461045,772.371575929303
"BI10",32.6,473,-7.488828639,367.82104365732,237.222027024826,570.319383296565
"BI10",32.7,474.7,-7.246245183,433.786846154575,279.765926164259,672.601665530389
"BI10",32.8,476.3,-6.432420542,754.423613180641,486.556986991854,1169.76017885046
"BI10",32.9,477.9,-6.589201543,678.132672370793,437.354006535402,1051.4684088061
"BI10",33,479.5,-7.646931924,330.328063243359,213.041352845433,512.185206809475
"BI10",33.1,481.1,-6.636075208,656.858655135951,423.633569441237,1018.48230157044
"BI10",33.2,482.9,-7.243952753,434.463583150295,280.202380044906,673.650969893771
"BI10",33.3,484.5,-6.188469441,890.551363197281,574.351041601088,1380.83101282746
"BI10",33.4,486.2,-6.396095974,773.290462226892,498.724948155307,1199.01388768076
"BI10",33.5,487.8,-6.608055707,669.493943803215,431.782556132941,1038.07375824414
"BI10",33.6,489.4,-4.925128467,2102.56360283357,1356.02464408612,3260.09834942184
"BI10",33.7,491.1,-5.659957238,1275.6728937242,822.730822197912,1977.97540565609
"BI10",33.8,492.7,-6.059251564,972.343304935427,627.101830464317,1507.65227706754
"BI10",33.9,494.3,-5.948008346,1048.75007020184,676.379510595624,1626.12363697979
"BI10",34,496,-7.797907353,298.098211189535,192.255073847102,462.211694787685
"BI10",34.1,497.6,-6.968901228,523.819502948963,337.831471111963,812.2004464728
"BI10",34.2,499.2,-6.493123283,723.916582032184,466.881821874633,1122.45796085391
"BI10",34.3,500.9,-6.727082362,617.441294186895,398.211787774455,957.364305807835
"BI10",34.4,502.5,-6.685061626,635.338605842935,409.754456750448,985.114713029909
"BI10",34.5,504.2,-7.414146083,386.982960970307,249.580289133679,600.03060578688
"BI10",34.6,505.8,-6.49001514,725.448224708721,467.869637516699,1124.8328263538
"BI10",34.7,507.4,-6.865636713,561.924239226614,362.406690324957,871.283171807011
"BI10",34.8,509.2,-6.542712085,699.912818439085,451.400865703227,1085.23928648691
"BI10",34.9,510.9,-5.562347805,1363.21818047204,879.192165932612,2113.71743240936
"BI10",35,512.4,-5.890940326,1090.24811561039,703.143206200153,1690.46780671541
"BI10",35.1,514.1,-6.164261724,905.332271984097,583.883821750948,1403.74932848455
"BI10",35.2,515.7,-6.518804836,711.384244091297,458.799232090925,1103.02613287952
"BI10",35.3,517.4,-6.8568128,565.306067012348,364.587761952626,876.526813981469
"BI10",35.4,519.1,-6.966495774,524.67702021068,338.384517182984,813.530056956762
"BI10",35.5,520.7,-6.52234249,709.67499151329,457.696868949272,1100.37587702005
"BI10",35.6,522.4,-5.848493133,1122.17570041713,723.734541352029,1739.97264280654
"BI10",35.7,524.1,-6.168644704,902.638012794923,582.146189722529,1399.57178544913
"BI10",35.8,525.7,-6.783641198,594.14534938273,383.187331335113,921.24312921088
"BI10",35.9,527.4,-6.475735334,732.526833423257,472.434906243799,1135.80845655845
"BI10",36,529.1,-5.774092353,1180.4101005976,761.292159904865,1830.26711554073
"BI10",36.1,530.9,-6.542314757,700.101948560831,451.522843038744,1085.53253935065
