"Location","Site","Section","sample","min_depth","max_depth","midpoint","Cu","Cu_sd","Cu_ICP","Cu_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,0.10225326061875,0.00511266303093749,-0.400683947362403,-0.0200341973681202,-1.92576552347004,-3.28440217619851,-0.567128870741572
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,-0.00400989859999708,-0.000200494929999854,-0.882016866915705,-0.0441008433457853,-1.95204847812436,-3.31055995324888,-0.593537002999835
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,-0.572628266625438,-0.0286314133312719,-0.898240145166787,-0.0449120072583394,-2.09268960805404,-3.4523362378326,-0.733042978275482
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,0.0707024738497612,0.00353512369248806,-1.17119051239138,-0.058559525619569,-1.93356924306631,-3.29215764050706,-0.574980845625569
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,-0.419714341871004,-0.0209857170935502,-0.60329200886533,-0.0301646004432665,-2.05486812994364,-3.41391066090347,-0.695825598983809
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,-0.0236713100846284,-0.00118356550423142,-0.871518254409115,-0.0435759127204557,-1.9569114992343,-3.31541146072341,-0.59841153774519
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,0.0495726113184066,0.00247863056592033,-1.18103017657962,-0.0590515088289812,-1.9387954684378,-3.29735678485569,-0.580234152019916
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,-0.30334865097176,-0.015167432548588,-0.773078610781154,-0.0386539305390577,-2.02608643175484,-3.38481648129401,-0.667356382215666
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,0.192901330176834,0.0096450665088417,-2.1000229039025,-0.105001145195125,-1.90334477935503,-3.2621721690967,-0.544517389613361
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,-0.212247207804039,-0.010612360390202,-0.894515340057921,-0.0447257670028961,-2.00355355095848,-3.36212783526443,-0.644979266652539
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,0.0105408164085928,0.000527040820429639,-0.52768383986991,-0.0263841919934955,-1.94844952825715,-3.30697186626682,-0.589927190247485
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,0.000925256521988101,4.62628260994051e-05,-1.44208610796724,-0.0721043053983618,-1.95082782499079,-3.30934276121653,-0.592312888765048
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,-0.170586650057294,-0.0085293325028647,-0.749379949961514,-0.0374689974980757,-1.99324929727187,-3.35177836661614,-0.634720227927596
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,-0.0108028238604167,-0.000540141193020835,-1.12905214306352,-0.0564526071531758,-1.95372862906192,-3.31223571501554,-0.595221543108291
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,-0.0771457117642012,-0.00385728558821006,-1.27289201492281,-0.0636446007461404,-1.97013776960725,-3.32862481689273,-0.611650722321769
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,-0.0746374904064648,-0.00373187452032324,-0.605499562537626,-0.0302749781268813,-1.96951739027077,-3.32800444184692,-0.611030338694621
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,-0.519066316048905,-0.0259533158024452,-0.892467186928336,-0.0446233593464168,-2.07944168348122,-3.43885172292821,-0.720031644034229
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,-0.196995388364649,-0.00984976941823244,-2.17100655416143,-0.108550327708072,-1.99978119107696,-3.35833702751388,-0.641225354640032
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,-1.05865758181017,-0.0529328790905085,-1.77353917071899,-0.0886769585359493,-2.21290329778043,-3.57592526097318,-0.849881334587671
