depth	min	max	median	mean
32.2	-11.53	-8.64	-9.59	-9.71
36.8	27.83	36.1	33.04	32.84
39.9	54.19	66.95	61.74	61.52
44.4	73.67	520.94	213.19	245.17
50.5	118.86	1112.34	432.21	501.12
70	1344.33	1792.87	1495.74	1514.55
90	1655.26	2649.17	2155.87	2152.28
110	2377.88	3010.25	2772.19	2755
130	2831.71	3351.44	3083.59	3086.13
150	3006.67	3593.79	3306.67	3307.11
170	3220.75	3805.54	3539.94	3529.55
190	3498.75	3964.44	3742.43	3754.26
200.7	3569.75	4087.65	3806.02	3819.6
205.9	3600.58	4127.62	3833.62	3848.55
209.9	3619.03	4171.33	3853.66	3870.82
218.1	3670.82	4271.88	3896.84	3918.61
225.7	3717.02	4346.36	3934.08	3964.02
233	3757.8	4411.36	3971.18	4006.78
240.6	3801.87	4503.68	4023.74	4054.55
248.1	3859.09	4678.36	4115.28	4159.86
254.3	3910.5	4831.63	4197.16	4248.04
262.2	3963.35	5069.67	4295.03	4359.11
269.8	4033.32	5234.17	4392.85	4461.17
279.8	4113.97	5559.39	4522.2	4595.44
289.9	4219.08	5837.54	4660.32	4737.13
291.2	4275.48	5880.61	4724.5	4789.35
297.9	4399.89	6133.93	4967.08	5073.05
300.3	4440.09	6268.66	5080.66	5187.63
303	4546.37	6409.52	5377.81	5418.64
305.9	4592.51	6578.44	5715.01	5666.77
308.8	4634.46	6773.11	6025.3	5914.89
310.2	4719.48	6897.66	6158.51	6045.62
311.6	5211.31	6921.64	6328.23	6242.07
314.5	6183.04	7019.47	6676.59	6648.99
318.5	6880.51	7607.27	7197.4	7210.27
