"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Ti","Ti_sd","Ti_ICP","Ti_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.0296382662517896,0.0349040346485669,134.9563972,2.246361623,1028.99614017068,-2300.19574821458,4358.18802855595
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.0217716380992997,0.0222308068393088,79.78694045,0.954822132,997.927496774389,-2331.29413842444,4327.14913197322
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.0240127591314434,0.0148225806066842,340.544392,4.893302391,1006.77863207733,-2322.4344865334,4335.99175068806
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.0618646138745448,0.0259186371934027,1070.668936,10.73236296,1156.27162375122,-2172.80271153401,4485.34595903646
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.133383295205551,0.0481778522396202,1962.99309,30.40726253,1438.72915998841,-1890.1090327529,4767.56735272971
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.0546190641658839,0.0215591110100752,1538.231355,7.943023099,1127.65588194356,-2201.44427973814,4456.75604362527
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.065452792726174,0.0238084575316061,3006.601666,14.09773486,1170.44286040083,-2158.61881460614,4499.5045354078
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.0245837087908236,0.0247852452834665,301.0170716,3.519876752,1009.03355388381,-2320.17740038688,4338.2445081545
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.0151721725407795,0.0167618345158282,1904.013462,92.77560752,971.86341467094,-2357.38349395415,4301.11032329603
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.123486431224939,0.0894903885739792,225.6496719,2.024591047,1399.64225619749,-1929.22658073588,4728.51109313086
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.071912342617309,0.0262737863880355,1442.000824,11.02828725,1195.95435632742,-2133.08474365147,4524.99345630632
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.0784315543300949,0.0273347412948187,461.9149499,4.1315028,1221.70148203406,-2107.31511651406,4550.71808058217
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.0535464242562412,0.0296612231948465,2197.326275,24.940646,1123.41957304484,-2205.68444175481,4452.52358784449
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.0463097170301029,0.0351694827127393,574.7925663,2.379383359,1094.83875394243,-2234.2914569038,4423.96896478866
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.200509003993884,0.145709913307557,606.0238476,2.682720915,1703.83698873562,-1624.81060117087,5032.4845786421
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.162060764786135,0.0420777008256819,562.7226914,3.077677491,1551.98862244632,-1776.76446369869,4880.74170859132
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.112171096558822,0.13672693784035,441.0920959,6.868091078,1354.95321143311,-1973.95146216981,4683.85788503604
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.0519819638752101,0.0369806308461557,354.6954517,1.783713254,1117.24085698713,-2211.86879139381,4446.35050536806
