"depth","SH20_age","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","inc_coh","coh_inc"
0.1,-63.4,19704,50127,1.34,-3.78405688672649,-0.60600305637854,-3.09090970616654,-0.693014433368169,4.84931805897916,-3.09090970616654,1.15758553588282,0.520008206477684,-3.09090970616654,-3.78405688672649,-2.86776615485233,2.95764380792557,6.71780002483745,4.80527090244895,6.770189803,0.147706346
0.2,-61.7,19718,50612,1.39,-4.43908536455999,-0.249430622533563,-2.49317521550468,-0.973349461760262,4.3163370155885,-0.280202281200317,0.571549929536267,-0.176405487518673,-3.74593818400004,-1.22020953969179,-3.52279463268583,2.02238281179373,6.05753564438971,4.13278538814694,6.853436849,0.145912193
0.3,-60.1,19924,50481,1.2,-4.25572290214281,-0.923518391967605,-3.56257572158286,-1.77081625235481,4.42069379482141,0.523400590968721,0.774715019249627,-0.0216163975455494,-0.672203963686699,-4.25572290214281,-3.33943217026865,2.48951344734155,6.24398784967154,4.34929799963895,6.650485437,0.150364964
0.4,-58.6,20433,52629,1.37,-1.23737632802423,-0.455675750122838,-0.662012183120666,-2.33598861669234,4.299374508406,-0.406078808983466,0.477422100067698,-3.43460090536045,-3.84006601346861,-4.53321319402856,0.120747156128966,1.89811788790492,5.99399107184952,4.11535907544406,6.544545773,0.152798992
0.5,-57,20192,50683,1.31,-2.53300044881347,-0.661198271911877,-1.05709392900389,-1.61670971693931,3.9395390264086,-0.874772372209936,0.586055040772521,0.255092459962278,-3.91929480993336,-4.6124419904933,-1.17845478600816,1.75745899233492,5.91385074717152,4.00097005866348,6.772570391,0.147654427
0.6,-55.5,20422,51345,1.32,-1.08560556325262,-0.459899663488211,-3.52795259862183,-1.00222395431357,4.16324749890103,-3.52795259862183,1.05701488004874,0.523832349181476,-3.52795259862183,-2.61166186674767,-3.30480904730762,2.56674520312781,6.33640423671126,4.40081372300487,6.928134006,0.144339009
0.7,-53.9,21569,53000,1.27,-4.27680373098914,-1.18576127763082,-3.58365655042919,-1.44359038693292,4.0557452082635,-0.0721111115981723,0.980691641038643,0.348169082295133,-0.325560012407711,-4.27680373098914,-3.36051299911498,2.41651993728081,6.31980600179443,4.40386792941957,6.793308424,0.14720368
0.8,-52.4,22053,54850,1.38,-2.36170325987841,-1.11999012756962,-2.36170325987841,-1.40029209272378,3.74856943830121,0.420454913377526,0.346346941223804,0.226638977157837,-4.23350543678,-0.449315802861736,-4.01036188546579,1.82327857644863,5.6671781884234,3.70440483022534,7.11904337,0.140468311
0.9,-50.8,20675,52835,1.33,-1.9401107163073,-0.46829418174925,-1.58343577236857,-3.88602086536262,3.97184669396919,-0.359660340746454,0.3766590116787,-0.26167993238625,-3.88602086536262,-4.57916804592256,0.296029277278591,2.25494069289128,5.98261640973777,4.0822986346501,6.688019391,0.149521098
1,-49.3,20757,52197,1.39,-4.35789517961999,-0.892159276820261,-0.669015725506051,-3.66474799906004,4.08263292686077,-0.892159276820261,1.02200217392047,-0.720309019893601,-3.66474799906004,0.227072299050585,-3.44160444774583,2.49328974787376,6.21940381716934,4.25823795965115,7.107608696,0.140694296
1.1,-47.7,22141,55665,1.32,-2.52004837677156,-1.42143608810345,-3.21319555733151,-2.62540889242939,3.86125989754163,-0.279338687495603,0.392302287843379,-0.0268429241688661,-4.12948628920566,-0.545967350749552,-0.930813171654981,1.80010285418423,5.7902190413533,3.84865325698803,6.969655409,0.143479116
1.2,-46.1,21695,54611,1.33,-4.47643333640453,-1.21833679838305,-3.78328615584459,-1.48070106285054,4.12932003199118,0.801681322825985,0.770590735755954,0.118686513730057,-3.78328615584459,-0.199767217388477,-3.56014260453038,2.37050980318085,6.12095111558209,4.19021380818004,6.894591802,0.145041219
