"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","coh_inc","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_inc_sd","Mo_coh_sd","coh_inc_sd","water_content_pc","water_content_err","dry_mass_pc","dry_mass_err","density_gcm3","density_gcm3_err","K_ICP_clr","Ca_ICP_clr","Ti_ICP_clr","Mn_ICP_clr","Fe_ICP_clr","Co_ICP_clr","Ni_ICP_clr","Cu_ICP_clr","Zn_ICP_clr","Rb_ICP_clr","Sr_ICP_clr","Zr_ICP_clr","K_ICP_sd_clr","Ca_ICP_sd_clr","Ti_ICP_sd_clr","Mn_ICP_sd_clr","Fe_ICP_sd_clr","Co_ICP_sd_clr","Ni_ICP_sd_clr","Cu_ICP_sd_clr","Zn_ICP_sd_clr","Rb_ICP_sd_clr","Sr_ICP_sd_clr","Zr_ICP_sd_clr"
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,23119.3333333333,56701.3333333333,1.27833333333333,-2.54833047188424,0.41161602521754,-1.92027855264175,-1.90928141128376,2.08216433860541,-1.64934759351664,-0.143628542670192,-0.51877614718395,-0.919937033492446,-3.08374698222154,0.555281688060921,1.26174827296303,5.13442515956426,3.24809125048335,0.15165269475,15.439765660021,65.1513389708682,15.052181962034,19.2227768939649,370.998764598123,34.1097826543541,27.5300111723827,37.5991618217344,57.9018893290952,52.9089412160748,84.3693179904983,140.341142804369,738.995612403426,154.958938842755,0.00294108742220876,77.02,3.85,22.98,2.3,0.313,0.03,3.71845220550711,3.87519291791774,2.03459925493236,-0.761850248434327,3.50002905214921,-3.83554406345803,-3.45411658183528,-1.63941208388142,0.327782450180478,-1.8260611103851,-0.114985016611353,-1.82408677608139,6.80694511207872,3.02969650751469,1.59895038382397,-1.49209206953435,1.90910531212781,-4.71096789440255,-3.45820492590718,-1.90760751349601,0.101216460969868,-2.14601853694101,-0.126000415731977,0.394977579498031
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,22181.1666666667,53873,1.32166666666667,-2.70008852074133,0.200484101846492,-1.58091470497038,-1.64124128542896,2.33362536011132,-0.802414451303895,0.13118700955975,-0.0374183784948389,-3.83822651299181,-3.09624475691718,0.702221950985624,1.49467140809271,5.36612875768154,3.46823002257096,0.149898092416667,11.1718667222898,43.0591559263638,15.3393433544417,11.9503391609028,256.157207885148,37.8204490142088,31.077981097409,43.3491812512245,20.1629723638519,51.9168186680006,105.814875508068,131.158359060775,748.576932748014,163.819930707377,0.00220136997425113,76.84,3.84,23.16,2.32,0.303,0.03,2.95919131900996,4.17063739584718,1.50744570406908,-0.799477790523565,3.58661664636964,-3.91516937915654,-2.73049932708513,-1.09999551177812,0.316874755830158,-2.57399545331711,0.11681294135059,-1.53844130061614,6.66980430625813,2.64445261552298,1.46579761918133,-0.613643922498504,3.44679908804792,-4.52566692792665,-2.91622901549255,-3.42705463925854,-0.633846629816023,-2.04076027813865,0.504770993465786,-0.574423209345223
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,22325.9090909091,53674.8181818182,1.29545454545455,-3.52160358070935,0.0107924798418962,-2.25812572378305,-1.65299818069139,2.04710349275305,-1.29730982450367,-0.0245139935657278,-0.256728867251181,-1.38638675523556,-2.27274469220188,0.589661120594831,1.40368741456018,5.26138631301985,3.357780797172,0.149104332818182,11.8436787896636,28.0081157069615,15.9829454561587,13.9603334161799,299.384975635658,50.7303029397976,44.4147805046105,48.6258442319794,45.6141923687633,38.7584594871646,102.365477135072,98.4545118777748,1029.40534467058,242.789358760372,0.00491852631995791,75.82,3.79,24.18,2.42,0.301,0.03,4.27068118829338,3.89937525883935,2.39332741807578,-0.465238747357354,3.44440046671552,-4.40952261500372,-3.44992118472476,-1.62243904267501,-1.08909680402113,-1.38510730057939,0.0451105725177556,-1.63156921008041,7.57626629304839,3.48082943142768,2.58883139212257,-0.630044432745631,3.03351721338402,-5.23521461873372,-4.54206743817378,-2.52716441763151,-2.59615728911846,-0.986719376684363,0.336939413444042,-0.499016170339227
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,21329.4545454545,51592.6363636364,1.24090909090909,-4.09741606101276,0.410601103781224,-2.21318853081097,-2.21799332551479,2.00691847734878,-1.32352031677039,0.379577557819818,-0.172213495946832,-2.33168523074131,-2.50298836006758,0.923038554572697,1.81634873418267,5.61029409591478,3.71222679724468,0.149911105272727,5.00545157348919,26.1241789779646,17.8514068709647,15.154957184787,119.633455339063,34.6562338613783,16.9378543237008,34.9212100175654,39.9734002465731,67.9711168605661,88.6353100170478,62.3455181738322,896.363522035766,199.496593728041,0.00417489477233992,83.38,4.17,16.62,1.66,0.184,0.02,3.36147658286787,4.20280427626857,1.67798038895561,-0.633338384007193,3.55418756530471,-3.72087820681431,-2.89974382042374,-1.06520150544368,-0.501540949960683,-2.08862561661404,0.198502281221136,-2.08562261135427,6.91029979907154,4.26818592097373,0.71283785948432,0.0196906789243748,2.50459732871238,-3.48686721839561,-2.97604159462962,-0.824279391370154,-1.21818367707724,-3.89233232650377,-0.322799630022401,-1.69510774916755
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,21085,51886,1.31909090909091,-2.31786861014086,0.0525717441804863,-1.002657175212,-1.60972640073035,2.60820054127128,-1.57843337050073,-0.131948364199911,-1.11420048172614,-4.16112012304056,-1.39076913264396,0.957570647870284,1.29600001292687,5.12409429492929,3.2682864170163,0.156443694363636,16.8598501017816,36.428011200174,72.2797595206544,22.8397579990364,725.041553668102,38.7232605689514,23.1920832887588,68.6461281434788,10.0145348913921,83.2427993063883,307.69929240324,85.4977936982746,2260.37529064212,279.36587284257,0.00636353661000703,84.51,4.23,15.49,1.55,0.17,0.02,3.24384458720738,4.00855525283669,1.60065915036073,-0.711876273486487,4.53435801319132,-3.05702098089933,-2.8433131102847,-1.57937684119121,-0.529971470188875,-2.47602057568157,-0.0198130134895795,-2.17002473837436,6.53498373638145,2.32179849694483,0.781353455997683,-0.317258832670427,4.21534066048283,-2.9765188696032,-2.9765188696032,-2.84298747697868,-0.578623596804835,-3.31299110622442,0.41028977460685,-1.25886737252887
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,20358.0909090909,49648.1818181818,1.28818181818182,-2.05995982598377,-0.206211053445442,-1.19577259755993,-1.5823141151906,2.46963026739144,-1.32727673204996,-0.197228957024467,-1.2450245427363,-4.29802776475513,-0.662501422779149,0.979253336528206,1.21650943005708,4.96085784771277,3.14806612983525,0.163261797363636,24.9792641277448,43.6469305387509,24.3903855871716,16.4211615135637,344.68694624121,38.949851207558,20.9917732803721,41.0596019110136,33.3114776834434,105.165583723954,135.948118446306,86.3486589883764,2511.39048410166,285.095582058177,0.00479762607996572,72.66,3.63,27.34,2.73,0.345,0.03,3.41357776539774,4.18790380221016,1.72560121339343,-0.618694368181987,4.25636158228973,-3.3184457664695,-2.83952881115734,-1.67328977143332,-0.874782075215551,-2.33658398884359,0.114474486727445,-2.03659406871721,6.61861877715017,4.04554401224472,0.954501558886403,-0.837257910341652,4.01477235357797,-4.05613373520985,-3.36298655464991,-2.55205633843358,-1.57122708542185,-1.75354864221581,-0.216681422616542,-1.28354501297007
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,23485.9090909091,56468.3636363636,1.45545454545455,-2.84825655769321,0.225085678209416,-1.80982961255383,-1.39025500841393,2.03527890516373,-1.22541226576645,0.0769799246966355,-0.722867184584388,-3.02146261195811,-2.6747410972037,0.979139370112043,1.51692758828561,5.38378043422663,3.47563243747956,0.148378059454545,18.6776482849031,55.9608629474044,77.927472107665,9.5954534688428,562.278837329924,29.1454035047475,19.9872686751069,42.2475389277831,30.6074857153962,72.5291164103957,137.91380707463,104.603319954266,552.691776671229,162.074730238301,0.00275218434102406,83.17,4.16,16.83,1.68,0.191,0.02,2.97751468083072,4.58202820765414,1.80463246357481,-0.434264810161977,3.30996883067978,-3.95510866472944,-2.76489920696592,-1.31965494261747,-0.461657874202072,-2.44863605722721,0.560876429636227,-1.85079905647159,6.56068683471658,4.2466916749845,2.0817279598665,0.135817810811191,3.46802232098639,-4.4693523751769,-3.77620519461696,-2.52344222612159,-1.2504765503087,-2.16676728218285,-0.972844813710421,-1.33385815924775
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,23787.4545454545,60059.3636363636,1.37818181818182,-3.64131877992115,0.203029510246257,-2.0442099843846,-1.6870820459597,3.75174729850466,-0.280436010852347,0.3074978212631,-0.253382299199425,-4.21291991816771,-3.23442496871217,0.222314605585485,1.65962986945006,5.55344487421954,3.656110027928,0.149992786727273,9.20177848422398,31.0237445720649,21.7268162751597,13.064873098921,810.668097088052,51.3720829740328,29.9265768172706,45.8493580801698,5.12569285782198,44.2876958082039,87.0759334249032,82.2877434814732,428.910310607538,141.990908799888,0.00288275232976997,86.16,4.31,13.84,1.38,0.275,0.03,3.01227644359624,4.19196132920388,1.43606037217418,-0.772495771171594,5.23757662239558,-4.0042750008757,-2.68165373461695,-0.696009676612904,-0.858109523894586,-2.63765340535452,0.111589582443185,-2.33926723728679,6.73708849564048,4.54334218268058,1.07760627988086,-0.308688081239035,1.99389701175501,-3.52756390610724,-3.52756390610724,-1.91812599367314,-1.73580443687918,-2.83441672554729,0.776501187096933,-1.27627210750074
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,23463.2,55879.5,1.243,-3.64273723576659,0.259012139123477,-2.44930879956025,-2.13995901925609,2.25597625569416,-1.62088571750458,0.45759532392977,0.130094483151751,-1.76251340941943,-2.81654480698383,-0.0773767292026727,1.87942256770183,5.72393682883341,3.80328811925904,0.1465574293,9.39325999498222,22.8057010416255,12.685950233756,19.3186726022031,564.739664703028,38.4402855810874,31.2518443900161,40.0444197804832,30.3938955859378,63.3649920872892,55.8684963900845,54.8826019791336,1115.39530112771,212.489712169267,0.00383288756320129,87.79,4.39,12.21,1.22,0.152,0.02,2.39409665401189,4.45245363433115,1.13029198334599,-0.666662302759173,4.21944853326934,-4.43350329834282,-2.25599126227056,0.00851182581052195,0.333854681242523,-3.18074032984745,0.38666928137578,-2.38842940016719,5.87929045529444,4.55753461531212,0.773344981393862,-0.612949379726029,3.79376986753822,-4.52497238515418,-2.73321291592612,-0.481921117319625,0.119418513987198,-3.83182520459423,-0.811400318449867,-2.1270771123558
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,23205.0909090909,65119.7272727273,1.43363636363636,-4.15428208008912,-0.0258288326126695,-1.897761801199,-1.79246980460093,4.21553795221754,-0.307703865384386,-0.163893618182237,-0.381273594578573,-1.28301445674164,-3.96134191693417,0.0822430188944096,1.24816614394455,5.13526857931023,3.28635427595599,0.157428365818182,8.22302753359016,29.2612060896024,25.2222845191239,20.6512161209147,1662.97924329691,65.1625938431217,44.1312093236027,39.9683966062279,51.8981520077371,23.0607892319409,93.684383097524,87.998140476221,780.301969519726,161.467869024375,0.00265751453321166,83.2,4.16,16.8,1.68,0.198,0.02,2.89927772114052,4.13509633972327,1.49266871866945,-0.86619721022318,3.50889755975727,-4.50378336994957,-2.25565446275158,-0.155701391328622,0.333688305137501,-2.56504171037287,0.109354985687702,-2.13260548548991,6.29443344796873,4.43679227405664,1.51363069333748,-0.788954399656562,2.67678150314316,-5.39412458564465,-3.6023651164166,-1.75653842591827,0.335975197328921,-2.50375282774849,-0.0662484168550727,-1.14562934359529
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,23972.8181818182,57889.2727272727,1.31545454545455,-3.65349011239275,0.0618649657955513,-2.49818667197045,-2.13373283949381,2.64049261127745,-2.06930882486921,0.199013101177794,-0.15842761981996,0.0151976163776109,-3.74484603852825,0.716008516016752,1.62870121705077,5.45013369968325,3.54658037969525,0.149073162363636,7.42722265477725,29.2758044684126,20.5731510822855,17.5271218401653,426.882611072838,62.6798503218031,40.8493907821491,39.8227892726583,48.8517237064457,34.3651514817502,90.5179038041144,77.0309264929589,498.626003041449,178.546352525052,0.00338222226804198,85.19,4.26,14.81,1.48,0.273,0.03,3.79610954946602,3.80986997207477,1.45913226673397,-0.849205478749527,5.71174358225071,-3.47337419587104,-2.8319392163584,-1.09545036133713,-1.18953128468673,-2.51908774078854,-0.286846204868354,-2.53142088786575,6.98746710843346,2.84521460530162,0.647990027965398,-0.738304333154492,5.13099257997928,-3.04088942614854,-3.55171504991453,-2.01127000896738,-1.24912995692048,-2.85856786935458,-0.401832096533279,-1.75995558068647
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,23105.1666666667,59388.6666666667,1.445,-4.86092034141416,-0.270573968890951,-2.57758433375114,-1.97428906693682,3.53167270404749,0.0396812335464376,0.037638670405291,-0.123113493075427,0.422678538540922,-3.97149518932259,-0.35000156296205,1.42242641087949,5.26853800147723,3.40534239745629,0.1552225165,7.79665818077712,21.9351661756075,13.7870712384224,18.5592825749534,1804.05236393465,73.4925269340463,43.5103610092069,48.1106678776793,87.6101471222819,36.6790956895895,95.655949140974,112.938807512848,461.500213401573,152.315735672101,0.00399124332567506,83.67,4.18,16.33,1.63,0.186,0.02,3.5688744430378,3.70890833040405,1.98589310014053,-0.641913569911629,3.65118309050052,-4.83761062639402,-3.21703496954946,-0.847294134595964,-0.0829864872375878,-2.02532053730268,-0.264798356514051,-0.997900282577497,6.49273190419642,3.47560844066111,2.16727562101094,-0.828456652543054,3.6824028539738,-6.12677401909109,-4.7404796579712,-1.82270892588692,-0.409746317684869,-2.13778997252682,-0.789235939389773,1.03717266525146
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,22003.3636363636,55622.6363636364,1.34090909090909,-3.14372697687118,0.222497082560459,-1.35069754138022,-1.71820175986273,3.06569381144269,-1.10113011522962,-0.0864562229690034,-0.500293347267561,-1.20109948147204,-4.13960600406818,0.341748332902592,1.25774154436162,5.11365291995876,3.23987775789443,0.153574041181818,29.2652446676009,40.172355940599,60.4383983904273,17.7374795790772,2883.7578766098,54.6669253504596,32.1691551871439,62.8258777025113,72.575853735623,30.4771151104324,66.8966638657238,120.667311232164,1155.9633605392,195.297395597772,0.00323746214087364,84.59,4.23,15.41,1.54,0.216,0.02,3.03368548633692,3.73305435615158,0.632217505200981,-1.14391664612399,5.89545831560829,-2.08552518598244,-2.11948842606997,-0.840887823500079,0.0927709594561971,-3.45584760153628,-0.457770661023032,-3.28375027851818,5.82881895849751,3.30735471297571,1.06664502369975,-0.54279288873435,5.85746455657447,-2.75006780192407,-4.04935078605433,-1.41029345643907,-1.02082868967735,-3.53852516228834,-0.0853680416954749,-2.66305642493444
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,23517.9411764706,58045.3529411765,1.34882352941176,-3.20356771099384,-0.0947184437328658,-1.71133750419202,-1.56977085890004,3.12534092543071,-1.31734165697269,-0.089790432132162,-0.699012764927928,-1.45429472316608,-2.80752192770557,0.188687261561848,1.19978961998291,5.15746922691258,3.27606898883515,0.152447821823529,10.4687911544406,30.4817930227596,36.8508520134562,14.9166803592883,425.435382526985,58.15654583561,36.4298277918134,45.5643533271092,47.6233692016603,47.8702289897324,104.520473648777,98.3311481977219,646.132060577311,215.929522815963,0.00479382750227348,81.4,4.07,18.6,1.86,0.204,0.02,4.33535715790368,3.16154225832228,1.74399535369829,-0.228943467744943,5.2391552060659,-2.96759410929587,-3.1092292739835,-2.09136059854234,-0.619452484699458,-1.85286938799406,-0.820490619079023,-2.79011003465096,6.78285834125805,3.52500681120056,0.665985583188467,-0.838091813587807,4.92080996028947,-3.49735185052059,-2.52549126749162,-1.90230267553858,-1.3489174373538,-2.12907599490337,-1.18058212253458,-2.4728475340062
