"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","coh_inc","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_inc_sd","Mo_coh_sd","coh_inc_sd","water_content_pc","water_content_err","dry_mass_pc","dry_mass_err","density_gcm3","density_gcm3_err","K_ICP_clr","Ca_ICP_clr","Ti_ICP_clr","Mn_ICP_clr","Fe_ICP_clr","Co_ICP_clr","Ni_ICP_clr","Cu_ICP_clr","Zn_ICP_clr","Rb_ICP_clr","Sr_ICP_clr","Zr_ICP_clr","K_ICP_sd_clr","Ca_ICP_sd_clr","Ti_ICP_sd_clr","Mn_ICP_sd_clr","Fe_ICP_sd_clr","Co_ICP_sd_clr","Ni_ICP_sd_clr","Cu_ICP_sd_clr","Zn_ICP_sd_clr","Rb_ICP_sd_clr","Sr_ICP_sd_clr","Zr_ICP_sd_clr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,20689.8181818182,52220.3636363636,1.32909090909091,-2.98103715973509,-0.767578791661458,-2.34588420177402,-1.94656024290338,4.15532400618554,-0.803575425408757,0.703849505569334,-0.25161032652718,-3.18506235260846,-2.78558991011846,-2.32179753288151,2.22545399628247,6.11298118482811,4.19108725075286,0.146376584727273,9.83130436181006,15.8113883008419,17.9058141903177,11.5695525174721,835.921929804018,58.9108725880962,26.4616360382003,47.1826239202527,18.1548891486563,39.5495086741117,47.4027233586656,126.043066233151,1611.55856802718,191.840606186016,0.00388698448403857,87.49,4.37,12.51,1.25,0.107,0.01,3.88592742914122,3.75095199294446,1.30571059954889,-0.073203654273378,5.94431556162322,-3.90066927167346,-2.69534602824965,-2.12480116978204,-0.467990682424135,-2.77101236132339,-0.319028973634611,-2.53485344189711,6.95760986617572,3.8799136547703,1.3950070049823,0.00871264386240778,5.87800955699618,-3.90331036156574,-3.21016318100579,-3.21016318100579,-2.11155089233768,-3.90331036156574,-0.0746689650766433,-1.70608578422952
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,24515.9166666667,60507.1666666667,1.32166666666667,-2.75592168906363,-0.894428332532572,-2.50227831833464,-1.16327089061904,3.90878939193416,-0.414430660480748,0.849372726097798,-0.118906828557777,-3.92221383724044,-1.94086195135147,-3.50718819484339,2.17789346435139,6.10397446463339,4.17947065600695,0.145989151583333,8.97935342208936,12.12404322998,12.8263459923375,18.9560896108172,710.068557296129,41.3047616302689,34.793220342736,46.7555700781557,0,72.0914822859249,7.21687836487032,114.744379937637,654.357300924141,185.387779499833,0.00361351532498803,89.51,4.48,10.49,1.05,0.176,0.02,3.84231835291815,3.8914304573168,1.03065916919692,-0.0191629553017531,5.79240566222711,-3.62580431117872,-2.25609407807436,-2.16964027009834,-0.824839140998137,-2.92609973007261,-0.130493637946083,-2.60467951798898,7.37431147439897,3.94794335439026,1.11473001033405,0.421582829774102,4.41056687633838,-4.18358735621399,-2.7972929950941,-3.49044017565404,-0.657226831597828,-3.49044017565404,-0.546001196487604,-2.10414581453415
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,21782.6666666667,52798.3333333333,1.29166666666667,-2.50514814934914,-0.231118570303328,-1.88855062279972,-2.10058977497618,2.82080103005757,-1.63347957648134,1.01659989920013,-0.405780056676609,-3.16626988241932,-2.63646217213006,-2.74533740710062,2.58443710554307,6.41467556482952,4.47622261260603,0.143955505083333,8.55817879238476,15.8200103436353,7.78693544575551,12.287897470374,185.344887366033,34.6579607366654,24.6002894784643,53.7623136001081,12.7017059221718,44.5593747575959,24.8344518763753,127.663976552083,1322.15401615101,252.644378164609,0.00301099939000146,86.38,4.32,13.62,1.36,0.145,0.01,3.48315869584961,3.98305098149722,1.97226198380128,-0.248702580838009,4.41982299423043,-3.30000470554681,-2.58985994861829,-2.09660349311983,-1.22414098521486,-2.37801595255802,-0.0223210342500236,-1.99864595523271,7.09054192354563,4.20692694811234,2.31985729907996,0.0172722060859178,4.60223968475649,-4.58789797990217,-3.89475079934223,-3.20160361878228,-2.50845643822234,-2.28531288690813,0.0564929192391991,-1.81530925766239
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,21759.5833333333,52292.1666666667,1.33,-3.16768959284922,-0.386396844288942,-1.84893818651003,-1.89632969286202,2.10387080496908,-1.80874692349829,0.108090450228588,-0.875523249821299,-1.08609642705162,-1.86475887959706,0.283182208526952,1.52460140142263,5.41266796441758,3.50206696691365,0.148022999166667,9.2080333832952,20.7822403785423,13.7408371673856,8.63923397277581,127.306448454828,34.2234192365758,17.3065060458531,47.7768645672651,60.6247149321633,79.603943864534,60.5436857053473,91.0595459525848,1078.14945273104,98.4065084691603,0.00320273418525427,80.34,4.02,19.66,1.97,0.214,0.02,3.71541821674059,3.96193883641908,2.18018883455774,-0.701814673667907,3.63067151544584,-4.63915548708034,-2.84313161906583,-1.86177059257707,-0.375994204325073,-1.85119407938967,0.00753388623004596,-1.2226906332874,6.79977866349303,4.13864538217857,1.97219246350911,-1.11884998984921,2.90650170088594,-5.03087299527736,-3.2391135260493,-2.14050123738119,-0.24338125249531,-2.63297772247899,-0.600056196434043,-0.811365290101249
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,22119.4,57449,1.346,-2.74064100898686,-0.302412590156198,-1.41893039363365,-1.96497955503949,3.30091060207756,-0.773030156016006,-0.331505887724262,-0.828806927773318,-1.47297916233904,-2.51570687307001,0.126757140982421,0.990172414840892,4.88109810342691,3.05005429341106,0.1602627916,22.6374812104959,27.9087799805008,27.378215184096,17.5337769272149,1003.56288071827,53.0236844354588,38.5544348220078,51.6682795447179,26.9132350753718,37.4492248844278,106.557444080125,107.025230670156,967.395592988377,126.323218592449,0.00242683010150897,78.21,3.91,21.79,2.18,0.304,0.03,4.17705478198935,3.50952311073641,2.05077777867043,-0.534239141841917,4.2970970502656,-2.82406810349153,-3.24499570454187,-2.29670224158154,-1.03097530073261,-1.76630560603865,-0.517089739768962,-1.82007688366472,7.37329813115293,3.70898262143689,2.48520718981477,-1.60913737240733,2.58051736961909,-3.91172246540138,-4.13486601671559,-3.32393580049926,-1.10231977003888,-1.10231977003888,0.0356676838640611,-0.999371800786436
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,23491.9090909091,61638.1818181818,1.34909090909091,-3.15606776617078,-0.062600473885565,-1.81133849040097,-1.74950326888188,4.06544465656571,0.323763739982119,0.211139681259287,-0.302331378897078,-3.04005715959588,-4.27094648291396,-0.682451987257203,1.51521494838699,5.41235149415546,3.54738248765375,0.154934023454545,8.14192293570193,21.74898116736,12.9340986965041,17.2705740284661,985.478979066433,60.4480242552528,38.944482629414,51.5014562900895,19.2216733733754,9.90224951486002,98.6679463471478,100.516032190257,1249.59765160995,167.336242881864,0.00334895066566226,80.53,4.03,19.47,1.95,0.26,0.03,3.95576437624477,3.71177212885949,2.00596064667033,-0.328331197449804,5.11472549072951,-3.76574709197244,-3.02769440773854,-2.10940965725753,-0.909588887002492,-2.2839527797221,-0.354096532852617,-2.00940208850858,6.87019676067254,2.47437680386633,1.25798147954183,-1.51460724269795,4.33759523707653,-4.0403358870062,-3.12404515513205,-2.4308979745721,-1.20712254294999,-3.22940567078987,0.054008675215898,0.552255516775029
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,23876.4,60911.7,1.358,-3.21753763526297,-0.167829958851294,-2.06170205977456,-2.44024756033871,3.13064495343902,-0.487779104336839,-0.297864024283879,-0.739098520023771,-0.11493732274581,-3.01276149359839,0.213719165959814,1.07951737989123,4.98690962946099,3.12896655046518,0.1560056543,7.57261146794449,30.2397824801113,14.8264028753512,16.0069429380573,1156.0035370957,73.9541149031689,38.7792900055343,30.1101680869141,53.0509189364331,51.6041557327401,85.4375015240185,126.178709244732,801.708654479086,145.314257157835,0.00207374814577925,73.72,3.69,26.28,2.63,0.351,0.04,5.30116980617933,3.48264114236113,2.20237263291828,0.406280545681272,4.35389505677365,-3.95315745271355,-3.57309053521099,-3.28701747356491,-1.65749280256408,-0.877623638736678,-0.695121201052296,-1.70285608007115,8.25751715586285,3.32756898506911,1.42333153241437,0.576033672027162,2.42186036252549,-5.12774880262904,-4.72228369452087,-3.74145444150915,-2.35516008038926,-0.488177189923615,-0.256375575866291,0.684888076939245
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,24296.5454545455,57427.3636363636,1.31909090909091,-3.11358067086354,0.435687655661518,-2.72157036132231,-1.54655211533585,2.08618090797972,-1.09540720866485,0.586172162986861,-0.0786720351049108,-3.91116996615977,-3.19570650663308,0.793750600658151,1.96032415129942,5.85290209972974,3.9476412857689,0.148821987636364,8.41211247925492,15.5843744588202,14.0389069763607,16.9871609271131,180.112389155418,35.16920140226,31.4304426833719,36.7190809946397,10.8544084047995,61.2360559266724,99.87519484564,95.6230287972706,298.880730240494,161.2279583244,0.00355121707675302,84.86,4.24,15.14,1.51,0.179,0.02,2.95210332028154,3.98617708781208,0.843199745871391,-0.838558828142335,5.31443978864817,-2.02834699747631,-2.59488220941228,-1.43964786428433,0.174664143908013,-3.19998442115931,-0.155281624521163,-3.01388214152545,6.01636395430017,3.78698226532941,0.953768921273198,-0.432525439846693,4.86579192670134,-3.09178547677947,-3.24593615660673,-2.55278897604678,-0.526836119317934,-3.42825771340068,0.295023167430585,-2.63980035303641
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,24361,56855.4545454545,1.39818181818182,-3.54123151864842,0.470610207789016,-2.91636872910224,-1.30990427624507,2.04969272761868,-1.76567370590008,0.794082134883672,0.0607860909084168,-3.05417889768617,-2.70351764097836,-0.364787396906295,2.13492106403208,6.03093087751692,4.11463906271786,0.147191485818182,7.75183262789575,17.3723918905832,9.2775388585943,15.5434873821804,82.9202245315558,34.7000130992902,31.4078739403759,54.4763501647525,22.2126090318089,36.0363452894183,97.4546048168069,63.1740740839439,466.751754147748,176.817419956293,0.00357246424196973,77.63,3.88,22.37,2.24,0.277,0.03,4.67890365900232,3.51764003695119,2.17016730896374,0.0822868986380385,4.54882797492994,-3.64107873154707,-3.54258383567522,-2.87765295668849,-1.3434180241637,-1.31388660942798,-0.344787128145744,-1.93441859283702,5.90776677777996,3.57395991098596,2.24862624965576,0.35508408611776,4.72543568921114,-3.75364921355644,-1.71299369691176,-3.27822551684137,-1.87186359267067,-1.78319795558501,-1.61614387092184,-2.79479886726349
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,22100.0909090909,54142.1818181818,1.27,-2.93486980785844,-0.17822718449002,-2.00962106610527,-1.94070622245283,2.08689642328799,-1.50208270215177,-0.494394774757677,-1.0080628502351,0.427841346383605,-1.7824915530383,0.552432146519452,0.98277649218133,4.82122033170848,2.97928942100855,0.158576433909091,20.3951865979117,43.279220292086,47.7668580427133,34.3016034610629,263.650250417963,18.1333444741499,28.7228132326901,61.3413696974859,70.3311646944136,115.234780103294,175.582925241504,100.4752343977,1545.35174577888,213.91123902642,0.00478949806078012,87.79,4.39,12.21,1.22,0.144,0.01,2.52625996125799,4.4286081905084,1.18060324586992,-0.62901384075814,3.52436425304815,-3.80167682247121,-2.20653415022394,-0.441749564397978,0.451966436095551,-2.97017120853843,0.343095067900037,-2.40575156829036,6.14990806985557,4.41117306893574,0.84164037245437,-0.544653988665521,2.45107828488847,-4.45667699409367,-2.37723545241383,-1.74862679299146,-0.152611900889497,-3.07038263297378,0.314007630371998,-1.81761966447841
