Location,Site,Section,sample,min_depth,max_depth,midpoint,SH20_age,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,Mo_inc,Mo_coh,coh_inc,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_inc_sd,Mo_coh_sd,coh_inc_sd,P_ICP,P_ICP_sd,K_ICP,K_ICP_sd,Ca_ICP,Ca_ICP_sd,Ti_ICP,Ti_ICP_sd,Mn_ICP,Mn_ICP_sd,Fe_ICP,Fe_ICP_sd,Co_ICP,Co_ICP_sd,Ni_ICP,Ni_ICP_sd,Cu_ICP,Cu_ICP_sd,Zn_ICP,Zn_ICP_sd,As_ICP,As_ICP_sd,Rb_ICP,Rb_ICP_sd,Sr_ICP,Sr_ICP_sd,Zr_ICP,Zr_ICP_sd,Pb_ICP,Pb_ICP_sd,Th_ICP,Th_ICP_sd
Bird Island,BI10,BI10.8,303,293.4,294.4,293.9,4365.281818,22949.09091,77882.81818,1.480909091,-4.481957108,-0.208566925,-2.112560739,-2.202658813,4.792637253,0.321754636,-0.418107372,-0.375781815,0.09271616,-3.927563672,0.082008038,0.750965259,4.725423246,2.961691851,0.171447406,25.99755233,33.47074707,30.30451512,21.26200196,4911.743915,90.62259401,24.12053067,44.40945845,51.79206678,48.12974888,67.93740434,103.5011638,844.0389047,133.5216019,0.004035679,3127,35,662,325,5960,74,278,3,55,1,74836,1509,16.82,0.25,12.66,0.11,78.53,0.41,100.72,1.07,15.16,0.33,3.12,0.06,95.05,0.17,6.32,0.02,3.87,0.03,0.55,0.004543821
Bird Island,BI10,BI10.8,311,303.1,304,303.6,4492.98,22421.4,74987.1,1.433,-2.457734603,0.030063378,-1.245694025,-1.66861343,4.486486102,-0.258402857,-0.627140581,-1.026425107,-2.064344277,-3.348963133,0.410004138,0.517415877,4.506935896,2.746412622,0.172016068,12.80841737,50.73558909,30.63694212,12.55255618,3888.831895,88.88075657,38.81022202,41.82450106,34.90956571,50.51028498,71.31689842,90.49370758,638.092435,197.5924256,0.004841071,2256,33,1745,636,6655,148,691,19,81,2,65108,794,25.16,0.25,12.06,0.12,51.06,0.39,130.92,1.38,14.09,0.26,9.08,0.09,109.91,0.96,13.11,0.12,4.09,0.01,0.97,0.009359448
Bird Island,BI10,BI10.8,318,311.7,312.8,312.2,4610.666667,22422,70225.66667,1.4325,-3.485043656,0.216173681,-1.570634578,-1.593412941,4.885035831,0.02408526,0.016465468,-0.724997707,-4.086153133,-4.14211884,0.723717851,1.193738089,5.178557402,3.364587272,0.163066212,8.550651225,29.67539027,15.61079657,11.45313243,2891.964325,64.49306986,34.15506085,47.58501165,15.18671668,42.1910338,90.19272295,98.91257235,721.5749767,126.0241379,0.004634782,1914,32,543,322,6155,212,244,8,71,2,88891,1661,11.55,0.11,9.17,0.09,50.54,0.61,83.35,1.32,17.62,0.43,2.4,0.05,92.99,0.76,4.82,0.03,4.5,0.02,0.44,0.006324564
Bird Island,BI10,BI10.8,326,321.7,322.8,322.2,4729.333333,21681.08333,58369,1.370833333,-3.585914717,-0.225293876,-1.663038095,-2.200449449,3.641421702,-0.218361403,-0.132023963,-0.453565035,-2.930808438,-2.58858714,0.548916281,1.346298197,5.157185869,3.304220066,0.156833359,9.87612671,30.27787971,17.5471227,17.88579087,3544.868579,66.69531581,17.18261983,36.53350476,26.67935304,62.18423263,174.2471903,78.06116483,1092.361284,131.0811396,0.004609041,1063,15,2704,924,4314,120,390,7,273,5,76198,424,13.37,0.09,9.04,0.03,35.29,0.37,141.75,1.3,16.48,0.08,13.28,0.11,54.97,0.9,14.96,0.15,3.35,0.04,0.82,0.010288198
Bird Island,BI10,BI10.9,342,332.1,333.1,332.6,4891.354545,18258.63636,68171.27273,1.489090909,-3.607638062,-0.196119845,-1.608360073,-2.297796415,5.033477815,0.053190672,-0.562145238,-0.681894589,-1.431775602,-3.067706937,0.392178931,0.476494394,4.580244407,2.917850542,0.190100896,9.522222812,32.65661565,23.20501513,18.38922609,9923.626263,90.14483296,25.14286452,40.417368,46.60530598,29.72541001,86.02367539,141.0625909,3376.492984,386.113031,0.01330137,1908,19,474,223,3366,44,159,2,48,1,244762,2521,24.67,0.39,18.5,0.17,54.26,0.45,108.93,0.64,29.82,0.77,2.02,0.01,53.58,0.51,3.51,0.04,3.94,0.02,0.37,0.003108463
Bird Island,BI10,BI10.9,348,339.5,340.5,340,5008.745455,22654.72727,67323.54545,1.418181818,-4.303609813,-0.583497356,-2.241350562,-2.457715529,4.119879893,-0.01719375,-0.439247678,-0.418618679,-0.510773625,-1.741714413,0.266332603,0.75973134,4.693308007,2.874469561,0.16223298,17.83969017,38.77886022,23.00790378,14.10029013,4122.547258,62.05320298,30.7910849,53.19449732,60.20842587,45.53320467,92.40651295,113.2280884,1342.231073,256.8194272,0.002604529,3741,50,520,258,6376,151,247,5,71,1,33060,411,30.22,0.35,15.53,0.15,93.07,0.99,242.36,4,13.39,0.17,3.03,0.05,126.3,0.91,6.61,0.09,3.49,0.05,0.53,0.004931813
Bird Island,BI10,BI10.9,361,355.7,356.7,356.2,5262.190909,21037,62387.36364,1.343636364,-2.340698053,0.059802392,-0.94398897,-2.153777805,4.278000232,-0.778018909,-0.402796308,-0.438879143,-4.102804301,-3.22070335,0.886066267,1.091371272,4.950852646,3.115574029,0.159601123,18.23981659,36.52346693,26.40247922,22.00950208,4783.008401,74.20965387,26.44617175,41.26455666,24.41906855,47.3967778,86.42926693,81.41163643,647.4493171,131.2867092,0.003367752,4762,30,2355,817,6976,274,799,23,63,1,19941,195,5.12,0.04,8.86,0.06,61.2,0.48,50.42,0.75,5.49,0.09,12.2,0.46,152.56,1.31,25.31,0.35,5.13,0.05,1.25,0.027091858
Bird Island,BI10,BI10.9,365,360.7,361.7,361.2,5341.56,20858.5,76598.3,1.446,-2.575593196,-0.029329141,-1.440485192,-1.945876493,4.689774635,-0.044181856,-0.732479412,-1.058635323,-0.902657259,-3.758114815,0.586006563,0.251575189,4.333704521,2.62629178,0.181389686,16.93648265,78.94083579,30.62243187,10.90157991,4414.339922,54.11561697,25.99230655,38.93812756,63.7962033,31.00698846,203.9135165,91.43084819,768.8051624,232.2617298,0.004755556,4611,33,1071,428,6850,146,482,13,70,2,91743,2210,76.75,1.99,30.78,0.92,84.15,1.05,199.42,1.97,10.06,0.21,4.99,0.12,138.1,3.8,9.68,0.06,6.04,0.03,0.81,0.006029443
Bird Island,BI10,BI10.9,372,369.1,371,370.1,5483.135,20704.7,67593,1.402,-3.477151587,-0.007755443,-1.558630726,-2.11891074,4.703537009,-0.21985883,-0.366842564,-0.338822642,-2.095063467,-3.873793623,0.724065509,0.782704114,4.818937608,3.027585381,0.16678874,9.399188095,24.81611319,22.62247369,20.15068237,6119.198679,81.7855186,36.6394596,42.39224731,54.8125994,35.61914772,78.76565843,56.43018509,967.5581092,162.223822,0.004356488,5476,45,1740,627,7954,113,927,13,101,1,63331,819,33.31,0.34,18.95,0.15,69.49,0.85,155.68,0.66,17.99,0.11,9.18,0.01,172.64,2.13,18.17,0.43,10.91,0.06,1.33,0.018963946
Bird Island,BI10,BI10.10,379,367.3,368.4,367.9,5447.309091,21103.36364,67035.90909,1.454545455,-2.987842225,-0.173182877,-1.763979208,-1.862566173,4.473132199,-0.337108504,-0.513224229,-0.917235534,-3.292131086,-1.492550019,0.725817927,0.583382149,4.665847885,2.891639693,0.169669246,12.74576579,39.62941974,37.90634392,23.40279704,3422.62377,92.29123863,37.83600978,45.05955655,41.83017615,44.63732641,165.2413111,108.593822,1340.083342,234.896186,0.004359041,4996,52,1447,471,6910,99,542,6,69,1,69886,652,17.3,0.05,16.74,0.07,96.05,0.84,106.43,0.57,12.95,0.19,7.54,0.16,142.78,1.93,10.28,0.19,7.22,0.08,0.99,0.017709204
Bird Island,BI10,BI10.10,386,375.7,376.6,376.1,5581.52,20316.6,60603.4,1.385,-2.777566135,-0.212219931,-1.595940276,-2.121038541,4.131265473,-0.852558655,-0.490778644,-0.594802966,-3.245670143,-1.098832018,0.713002117,0.654417379,4.640463671,2.850258671,0.167034797,6.854844191,23.71614546,22.50827009,20.10776522,4055.86734,42.74004108,30.33076912,54.91822203,25.02909418,68.82861162,94.39656303,93.15602205,1436.987729,155.10072,0.006357407,4506,32,1334,545,6023,97,618,3,70,1,54048,417,24.8,0.19,17.31,0.16,74.98,0.22,153.35,1.29,11.06,0.16,7.1,0.18,129.7,1,12.8,0.18,6.26,0.04,1.05,0.008324452
Bird Island,BI10,BI10.10,390,380.5,381.5,381,5660.045455,20289.72727,62960.63636,1.430909091,-3.626879438,-0.025283237,-1.256443113,-2.174340997,4.528919212,-0.409792183,-0.257998739,-0.400119848,-3.113774788,-3.297693051,0.77494011,1.12192988,4.969436904,3.167099291,0.164979079,14.92831355,41.81256879,20.45882783,19.37195724,5572.32656,37.10329561,29.96695149,43.88269487,22.9176391,32.71696807,59.20150489,99.96608516,1316.483594,192.9193897,0.004879674,6066,41,3262,1005,8005,147,863,15,98,1,40132,295,9.04,0.11,10.01,0.05,55.16,0.12,63.73,0.86,8.61,0.23,14.36,0.21,153.35,2.17,18.28,0.22,4.28,0.03,1.48,0.004179591
Bird Island,BI10,BI10.10,392,382.9,384,383.4,5698.008333,20976.58333,68717.58333,1.463333333,-2.562803517,-0.143850145,-1.446248626,-1.900156771,4.484549208,-0.424596936,-0.552419502,-0.789617049,-1.605868005,-3.425263355,0.426216641,0.606851149,4.560719837,2.772487072,0.167321741,8.024111392,34.31438871,23.93488642,15.69862955,4571.373637,63.76014477,28.22139206,31.34110961,33.99587765,56.26472871,78.02621937,64.05016973,959.6572621,117.6268818,0.004963907,4549,60,2440,758,8104,177,859,6,82,1,54153,901,19.75,0.19,13.25,0.08,94.27,0.6,136.87,1.42,12.88,0.58,9.25,0.21,135.63,2.72,16.49,0.24,5.79,0.21,1.02,0.016719137
Bird Island,BI10,BI10.10,396,387.7,388.8,388.2,5774.458333,23372.41667,56698.33333,1.360833333,-3.744280362,0.481463075,-1.284310971,-0.98734134,2.862112593,-2.072139237,0.346044043,-0.23310769,-3.426900372,-3.485980772,0.600678217,1.639629014,5.616408687,3.687725114,0.145414416,7.547827301,38.22738983,17.75314739,24.09246707,4520.782283,51.93848343,39.36272656,33.23322087,27.61257948,38.80799668,84.98591684,64.10142295,744.3135286,175.1953888,0.004866682,1530,26,4193,1215,7585,119,1454,21,274,7,20119,303,2.86,0.03,5.37,0.07,19.45,0.17,47.14,0.41,5.44,0.05,20.03,0.36,151.73,1.33,23.7,0.13,1.68,0.01,1.29,0.007747074
Bird Island,BI10,BI10.10,403,396.3,397.4,396.8,5914.691667,19958.5,62693.66667,1.370833333,-2.87896374,-0.136211397,-1.394670475,-1.552083412,4.503752064,0.049343081,-0.350681184,-0.596071886,-2.708420493,-3.768871476,0.086419592,0.885886257,4.821749075,3.038823994,0.16818623,11.1069184,30.32800486,27.02636199,15.43215847,4286.738079,77.78306079,39.30639165,38.31794816,56.02995681,67.10117869,99.06850247,96.53587024,888.6672179,169.6246301,0.003870452,3050,32,2645,831,7318,219,1096,32,79,2,51021,1450,7.99,0.15,10.49,0.17,71.22,1.51,61.91,1.44,10.26,0.23,10.62,0.25,121.45,1.41,19.25,0.31,5.8,0.12,1.18,0.015856583
Bird Island,BI10,BI10.10,410,404.6,405.6,405.1,6045.027273,22354.63636,75136.63636,1.419090909,-3.226737788,0.1022262,-2.271720918,-2.256564506,4.657042821,-0.321501819,-0.443441252,-0.434189733,-0.166721384,-3.882078494,0.118855442,0.62619403,4.634492662,2.864144738,0.170357614,7.974960815,59.32161955,16.92819058,21.41494805,4539.730703,82.29879045,28.06777512,29.54811177,70.23454214,45.87671225,88.437343,56.37810665,1428.118998,148.2408973,0.005657663,4735,29,1279,462,7179,219,440,10,60,1,34088,468,18.03,0.07,13.22,0.07,87.45,0.43,97.22,0.7,10.42,0.13,4.89,0.05,127.94,0.49,10.69,0.15,7.06,0.04,0.71,0.000529873
Bird Island,BI10,BI10.11,422,409.9,410.9,410.4,6127.609091,21988.72727,61169.81818,1.360909091,-2.08176099,0.187343939,-1.056364486,-1.645647302,3.773173989,-0.699326579,-0.457812697,-0.528284176,-4.529930059,-2.467501763,0.997147694,0.844664411,4.751625511,2.912672509,0.159016235,11.16243701,39.52674584,19.82606182,19.68940647,2930.105322,71.766034,40.60564224,51.47391219,10.7871978,88.62597608,122.2998551,138.0557858,718.1586176,162.0046015,0.003346016,5919,69,2999,967,9461,314,2545,41,322,8,28824,530,10.39,0.08,11.45,0.09,55.07,0.44,72.67,0.48,5.8,0.11,11.25,0.06,230.2,2.49,30.86,0.25,8.03,0.03,1.53,0.001421073
Bird Island,BI10,BI10.11,424,412.2,413.2,412.7,6161.618182,22061.18182,63203.90909,1.358181818,-2.202473753,0.035101401,-1.236227159,-1.803542331,3.786990705,-0.611383631,-0.575448778,-0.626862698,-2.33021344,-3.340897665,0.778395258,0.732289058,4.597050809,2.797222225,0.165370381,13.06208949,40.22437072,21.82117404,17.39540169,2106.219664,78.21996955,28.99467036,36.74778905,35.28816438,63.69672462,120.7827501,102.5933721,786.4815088,127.1290683,0.003994019,4906,13,1873,662,8312,244,713,14,108,3,30935,285,11.61,0.12,13.02,0.07,79.71,0.91,70.92,0.98,7.79,0.03,7.62,0.14,147.11,0.98,14.89,0.24,8.43,0.09,0.98,0.014120026
Bird Island,BI10,BI10.11,427,415.8,416.8,416.3,6233.218182,22085.63636,61768.45455,1.390909091,-2.80222688,-0.028208091,-1.329152808,-1.818368844,3.746245793,-0.324473697,-0.420090217,-0.488863917,-2.777884771,-3.183582482,0.718114646,1.000485577,4.769999927,2.938005764,0.160143112,13.93817518,27.04944967,24.45180789,15.59778539,2353.078881,59.45800657,41.15359257,36.0529913,31.34790119,50.64995737,83.01686576,84.01222855,696.2179648,190.3560301,0.004170852,4744,105,2897,902,4039,118,623,13,98,2,34349,445,11.06,0.08,10.69,0.08,49.33,0.32,61.6,0.48,6.37,0.03,14.22,0.13,90.63,1.81,13.97,0.34,7.27,0.09,1.06,0.006936541
Bird Island,BI10,BI10.11,439,430.3,431.3,430.8,6633.509091,23326.72727,64589.36364,1.373636364,-2.277973409,0.051214954,-1.165007967,-1.868428713,3.871182804,-0.708182738,-0.251796177,-0.548649253,-3.705882259,-2.683277223,0.340328682,1.01224921,4.895448132,3.038773957,0.156258753,19.53877264,38.58850512,27.32764168,21.92756671,2124.872531,40.06063586,33.50468081,45.18265959,41.16132342,45.30643141,64.37743817,107.4195682,633.5372558,208.0970054,0.004822459,2573,21,3340,1047,5046,101,1579,31,53,1,29283,329,14.4,0.08,10.28,0.05,49.65,0.32,63.26,0.56,6.3,0.09,15.35,0.32,90.09,1.32,36.05,0.62,4.23,0.07,1.4,0.016028184
Bird Island,BI10,BI10.11,443,435.2,436.3,435.7,6779.316667,23291.16667,65346.83333,1.344166667,-2.080415091,0.068946456,-0.861017541,-1.856891694,3.725407162,-0.827929272,-0.40532626,-0.553885528,-3.683016525,-2.510588377,0.417198553,0.915118119,4.746362303,2.906037693,0.158800656,12.16054225,32.15433898,20.79535933,18.13501552,2991.738939,49.59899803,35.17348778,36.07777793,23.7811996,62.91041008,127.8392693,98.55728222,937.752568,192.0290974,0.003469597,3322,53,1374,527,5400,155,565,11,47,1,32220,366,8.58,0.11,10.75,0.18,67.65,0.96,53.83,0.91,6.55,0.21,5.8,0.18,91.69,2.74,11.6,0.32,5.62,0.08,0.82,0.010596606
Bird Island,BI10,BI10.11,449,442.8,443.8,443.3,6996.890909,21781.54545,64274.45455,1.342727273,-2.110719816,0.154721289,-0.813270079,-1.741798698,3.951290479,-0.708404721,-0.62435373,-1.011082456,-2.051969872,-3.589458193,0.573305877,0.662666682,4.56106851,2.748004728,0.163200453,15.66408747,52.46401364,36.74877858,19.26183225,2802.202786,69.59231933,39.94086538,33.38399181,38.70494448,31.51276798,188.6328806,91.95799436,1045.250731,151.6274741,0.004106274,1212,4,960,355,7612,169,383,7,69,1,16701,224,1.31,0.01,2.71,0.02,30.41,0.12,18.56,0.13,4.51,0.07,4.18,0.07,107.46,2.2,9.69,0.23,3.15,0.03,0.59,0.002855282
Bird Island,BI10,BI10.12,461,447.5,448.7,448.1,7135.692308,25273.76923,71463.61538,1.376923077,-1.979967917,0.276413387,-0.963376436,-1.558472353,4.064789417,-2.28168167,-0.284343829,-0.641916604,-3.982799765,-2.316947783,0.277464082,1.161134864,5.067767564,3.161937044,0.14875529,13.95551541,30.98345299,32.11797164,42.43396076,4020.858487,89.61262789,31.26991673,51.49670141,31.78009375,62.98392143,84.3771296,120.7562177,517.8230937,184.5884542,0.004236841,4685,41,6631,2065,11155,310,3811,92,355,7,37076,437,5.31,0.04,5.65,0.07,28.75,0.31,50.42,0.43,8,0.09,25.05,0.53,263.67,4.68,61.68,1.6,10.6,0.05,2.6,0.035744714
Bird Island,BI10,BI10.12,465,452.8,453.9,453.4,7290.508333,15770.58333,57516.75,1.338333333,-1.890400564,0.033287705,-0.098422665,-0.849335332,4.190682273,-0.771003415,-1.244086542,-1.487539783,-4.196780173,-1.02334676,1.080373255,0.260981906,3.741066473,2.254523623,0.226903901,46.62877249,163.5480654,182.2420136,121.3772918,3206.822056,85.31954197,17.0098011,37.34807609,22.73213584,55.30220008,368.5027445,73.80086844,1973.177661,303.6813022,0.019241966,4481,8,5148,1470,11484,243,2898,26,202,1,29512,32,4.28,0.04,7.19,0.05,39.16,0.1,62.27,0.07,7.06,0.17,21.74,0.32,227.45,2.71,60.03,0.58,9.23,0.1,2.66,0.035397346
Bird Island,BI10,BI10.12,469,458.3,459.3,458.8,7450.618182,21292.72727,58885,1.335454545,-2.496454074,0.068365557,-0.478345146,-1.483282923,3.710759106,-1.626691782,-0.383838979,-0.842673368,-3.823092353,-2.372063613,1.059881662,0.932734179,4.777198289,2.957503443,0.162143465,18.72868485,58.4261772,49.22490131,15.16155425,5753.232952,69.44415677,34.39291682,38.65041456,30.15897273,78.35850015,215.1118103,106.6070098,1142.661049,206.8653493,0.0049731,3299,31,5505,1604,10269,320,3795,93,311,8,35174,618,7.37,0.08,6.26,0.07,34.66,0.46,58.61,0.85,5.44,0.11,21.05,0.45,198.73,1.55,50.93,0.74,7.05,0.04,2.25,0.019015327
Bird Island,BI10,BI10.12,475,466.1,467.2,466.6,7672.183333,22271.58333,59847.83333,1.283333333,-2.094381446,0.005303968,-0.587873254,-1.451800084,3.560936931,-0.701253166,-0.447066343,-0.725019092,-4.022010859,-2.891758436,0.687108364,0.944982113,4.771327324,2.951503979,0.162107014,22.27649937,48.15780562,48.85197183,17.82405593,1346.87392,74.17357816,28.88364851,42.84459232,14.21586821,58.89455138,213.0836192,55.20066699,934.663588,106.1067216,0.004334642,3150,22,6098,1936,12229,865,5094,50,353,10,30814,1576,5.12,0.15,6.3,0.2,25.96,0.86,40.82,1.4,5.26,0.07,23.74,0.97,302.92,5.38,78.79,1.43,6.65,0.28,3.33,0.156443082
Bird Island,BI10,BI10.12,479,471.4,472.4,471.9,7821.063636,20921.72727,58109.63636,1.321818182,-2.228796009,-0.031964421,-0.644215139,-1.862796815,3.692136876,-0.595140668,-0.527133611,-0.700433609,-3.992292618,-2.306456008,0.729498007,0.88311699,4.683368037,2.901108988,0.168467554,14.55584856,41.80452346,36.45071392,22.98457981,1398.06145,49.29318596,35.37461853,37.63533156,18.03380664,62.24438638,186.6013251,66.94040769,2290.955323,148.3701146,0.008841814,5218,7,6176,1856,9856,190,3509,58,115,2,13190,130,5.35,0.03,10,0.11,89.59,1.24,35.42,0.66,3.57,0.07,30.36,0.74,245.59,4.88,55.86,0.54,7.48,0.03,2.38,0.024414367
Bird Island,BI10,BI10.12,484,478.2,479.2,478.7,8011.509091,21790,55455.72727,1.312727273,-2.047469115,0.060725313,-1.01774312,-1.854976735,2.907700994,-1.697100511,-0.269950764,-0.275173312,-4.011035026,-2.234628739,1.219224487,1.167474397,4.956685725,3.096266406,0.15564358,12.56546494,47.45696615,47.89590987,17.68255432,813.5276718,40.23792874,32.66440932,63.81265192,29.82311489,76.68020961,89.08963821,88.52919395,876.0102116,155.3296202,0.00353544,5826,52,5968,1959,10048,654,3249,184,106,6,10104,579,5.41,0.23,13.46,0.46,97.8,5.19,54.06,2.2,3.36,0.04,28.77,1.02,254.68,3.27,50.67,0.81,8.45,0.31,2.14,0.09205157
Bird Island,BI10,BI10.13,506,473.4,474.5,474,7881.691667,20826.08333,59943.75,1.424166667,-2.30065033,-0.122737729,-0.778684248,-1.891827494,3.730550022,-1.503354398,-0.688413064,-0.853675,-3.376356413,-1.015880061,0.973671615,0.686894297,4.468114921,2.672347882,0.16606394,16.47587768,42.06812657,27.98809271,24.09246707,2157.795648,75.27022028,30.70090316,70.45028335,55.49303806,45.90206967,204.6181033,58.72038261,1161.338214,142.8750249,0.004827654,1867,9,2517,857,6961,157,1200,19,61,1,33522,153,21.81,0.38,10.49,0.12,46.7,0.27,136.03,1.15,7.51,0.14,10.74,0.23,111.67,0.97,21.86,0.23,4.18,0.04,0.99,0.007184844
Bird Island,BI10,BI10.13,519,491,492,491.5,8384.236364,21587.27273,62373.45455,1.338181818,-3.120152989,-0.068003851,-1.545352266,-2.158327804,3.789191328,-0.565492683,-0.567788301,-0.385358015,-2.650617394,-1.998209541,0.911426545,0.767807505,4.694118469,2.896758998,0.165775222,10.66856044,40.41646829,21.46794651,14.8354612,4174.159303,69.75098566,48.81765701,40.1207269,52.05434223,47.88129261,92.54649937,126.057779,2148.93495,322.5106059,0.003774207,5732,32,790,306,7012,45,308,4,65,1,19102,190,14.82,0.23,14.69,0.08,78.64,0.63,94.76,2.09,4.28,0.04,3.47,0.05,131.83,1.13,7.18,0.17,4.41,0.01,0.59,0.008707315
Bird Island,BI10,BI10.13,522,494.8,495.8,495.3,8490.036364,21632,65648.63636,1.413636364,-2.528507572,0.134179232,-1.096276455,-1.89342472,4.111827874,-1.094190733,-0.555791398,-0.466032805,-2.962455739,-3.091729425,0.996618615,0.78911432,4.73159467,2.925074135,0.164327659,14.37421935,46.91287863,52.9215543,22.4053565,8601.48369,69.43525434,27.89753981,47.90293216,31.90326287,50.24793076,147.3487514,112.4787657,1998.699527,169.8466688,0.00605834,8553,86,3163,1061,9040,122,1347,15,88,1,17067,48,4.14,0.02,13.66,0.13,99.33,5.31,57.04,0.14,5.02,0.08,14.31,0.16,224.45,2.55,28.84,0.22,11.05,0.18,1.63,0.027086211
Bird Island,BI10,BI10.13,525,498.7,499.7,499.2,8597.97,21969.2,75244.2,1.42,-2.410749231,-0.127056638,-1.32017271,-1.621078327,4.048175628,-0.725279389,-0.983419534,-0.407585379,-1.46714934,-2.238602726,0.778187179,0.163654498,4.010501222,2.300574746,0.181211009,24.83635328,91.0792695,78.42363589,60.4024466,6283.970999,51.01154553,32.70677809,70.24528454,107.3917543,42.42064487,274.8184249,74.03159986,2061.698965,178.1566103,0.011687875,7420,130,6267,1914,11396,174,2884,39,170,6,32080,647,10.38,0.3,13.11,0.45,78.86,2.92,47.09,2.31,6.29,0.16,25.23,1,262.47,2.53,49.63,0.75,10.72,0.1,2.56,0.028069395
Bird Island,BI10,BI10.13,529,503.9,505.1,504.5,8738.44,22666.2,76962.9,1.376,-2.554002388,0.254327244,-1.642862034,-1.868097593,4.240187671,-0.460328938,-0.60866572,0.229424424,-0.378167639,-5.480383438,0.965221453,0.385411145,4.351282864,2.566652949,0.167993663,19.3071662,77.0310904,39.44067275,15.8689074,9764.807086,100.2402115,46.15192304,120.0831194,48.64485813,11.11755369,159.4624303,77.44137568,1853.806957,198.2243678,0.007156707,8532,27,1327,441,7681,236,440,9,77,1,40180,164,32.08,0.18,54.67,0.4,273.75,0.44,160.91,2.67,6.72,0.08,4.41,0.11,198.89,1.21,8.84,0.07,2.53,0.01,0.67,0.001692966
