Location,Site,Section,sample,min_depth,max_depth,midpoint,SH20_age,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,Mo_inc,Mo_coh,coh_inc,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_inc_sd,Mo_coh_sd,coh_inc_sd,P_ICP,P_ICP_sd,K_ICP,K_ICP_sd,Ca_ICP,Ca_ICP_sd,Ti_ICP,Ti_ICP_sd,Mn_ICP,Mn_ICP_sd,Fe_ICP,Fe_ICP_sd,Co_ICP,Co_ICP_sd,Ni_ICP,Ni_ICP_sd,Cu_ICP,Cu_ICP_sd,Zn_ICP,Zn_ICP_sd,As_ICP,As_ICP_sd,Rb_ICP,Rb_ICP_sd,Sr_ICP,Sr_ICP_sd,Zr_ICP,Zr_ICP_sd,Pb_ICP,Pb_ICP_sd,Th_ICP,Th_ICP_sd
Bird Island,BI10,BI10.2,67,70.1,71.2,70.6,1100.566667,23119.33333,56701.33333,1.278333333,-2.548330472,0.411616025,-1.920278553,-1.909281411,2.082164339,-1.649347594,-0.143628543,-0.518776147,-0.919937033,-3.083746982,0.555281688,1.261748273,5.13442516,3.24809125,0.151652695,0.760914216,0.264847534,0.498191253,0.478507146,0.220489956,0.990199384,0.217018658,0.365475705,0.707474147,2.062628056,0.22824664,0.183520004,0.208483071,0.217267334,0.002941087,3712.228887,74.17879973,7766.606331,2010.436754,9084.977882,46.04204392,1442.000824,11.02828725,88.46094721,0.148073757,6242.966621,15.13819392,4.068857773,0.02443965,5.960197779,0.068926753,36.59073739,0.331067449,261.6355831,2.462160119,8.072382999,0.070931291,30.36236272,0.256345549,168.0404108,1.955006557,30.42377281,3.299014819,4.487970407,0.077593013,2.556674805,0.045766663
Bird Island,BI10,BI10.2,71,74.7,75.8,75.2,1174.816667,22181.16667,53873,1.321666667,-2.700088521,0.200484102,-1.580914705,-1.641241285,2.33362536,-0.802414451,0.13118701,-0.037418378,-3.838226513,-3.096244757,0.702221951,1.494671408,5.366128758,3.468230023,0.149898092,0.91524131,0.343193284,0.406581303,0.420336095,0.308111873,0.52785494,0.232632458,0.241014856,1.158952575,1.87745118,0.375660414,0.255424446,0.250682085,0.258870982,0.00220137,3558.613952,53.10499408,1973.319538,728.4065428,6626.492173,12.55357407,461.9149499,4.1315028,46.49996193,0.203261185,3694.801697,28.74082309,2.041238975,0.011991471,6.674238754,0.048794576,34.06414422,0.025144385,140.4650062,0.492872097,10.75975255,0.084324463,7.795499709,0.115748702,114.9998151,1.529219743,21.97235957,0.521915705,4.288871292,0.045808063,1.233894651,0.01690507
Bird Island,BI10,BI10.2,81,86.5,87.5,87,1349.672727,22325.90909,53674.81818,1.295454545,-3.521603581,0.01079248,-2.258125724,-1.652998181,2.047103493,-1.297309825,-0.024513994,-0.256728867,-1.386386755,-2.272744692,0.589661121,1.403687415,5.261386313,3.357780797,0.149104333,1.397012911,0.20863205,0.933847355,0.249089631,0.320687124,0.601422087,0.372092257,0.395767415,1.100947521,1.859742587,0.259654101,0.246183139,0.238923176,0.228885179,0.004918526,3474.148775,97.58287489,14359.67839,3663.807136,9905.624178,61.39912548,2197.326275,24.940646,125.5077224,1.234445563,6284.597012,38.94604963,2.439569014,0.01043611,6.367819135,0.01977015,39.61078518,0.154761353,67.51751759,0.138761249,5.520887153,0.016892471,50.21714125,0.70380336,209.897137,2.629036009,39.24997232,1.135258391,4.871746851,0.049115691,3.886857404,0.030253524
Bird Island,BI10,BI10.3,88,84.8,85.8,85.3,1324,21329.45455,51592.63636,1.240909091,-4.097416061,0.410601104,-2.213188531,-2.217993326,2.006918477,-1.323520317,0.379577558,-0.172213496,-2.331685231,-2.50298836,0.923038555,1.816348734,5.610294096,3.712226797,0.149911105,1.022025001,0.2545473,1.038149063,0.960352356,0.235719122,0.954701139,0.228461671,0.381627087,1.652156303,1.990997267,0.305142574,0.220160244,0.236341002,0.228122372,0.004174895,3858.056048,77.55997105,3095.570446,982.5430133,7180.738417,69.86799065,574.7925663,2.379383359,57.22472424,0.585720892,3753.765384,11.81590071,2.601276107,0.027240957,5.912256586,0.047824043,37.01157435,0.426171368,65.03458094,0.286572998,8.662126972,0.092756516,13.30255749,0.023181323,130.9618352,0.711514938,13.33706426,0.180364254,3.755055231,0.044804774,1.35530674,0.018758598
Bird Island,BI10,BI10.3,95,93,94,93.5,1444.545455,21085,51886,1.319090909,-2.31786861,0.052571744,-1.002657175,-1.609726401,2.608200541,-1.578433371,-0.131948364,-1.114200482,-4.161120123,-1.390769133,0.957570648,1.296000013,5.124094295,3.268286417,0.156443694,0.545994878,0.146455345,0.491768502,0.56337904,0.252810647,0.740424535,0.250275491,0.889593063,1.086700344,1.509528818,0.426973807,0.185716467,0.267060915,0.243698065,0.006363537,3318.93706,140.159263,3134.001598,945.8757012,6732.62029,14.01324671,606.0238476,2.682720915,60.2997145,0.569052976,11390.75321,93.133272,5.745017677,0.069473871,7.120078834,0.066671523,25.20300712,0.083140624,71.97280393,0.774294779,7.32730259,0.127147154,10.28410137,0.050822268,119.867266,2.07053159,13.96054981,0.385854347,4.655602184,0.05117785,1.122462139,0.002027459
Bird Island,BI10,BI10.3,98,96.3,97.3,96.8,1492.281818,20358.09091,49648.18182,1.288181818,-2.059959826,-0.206211053,-1.195772598,-1.582314115,2.469630267,-1.327276732,-0.197228957,-1.245024543,-4.298027765,-0.662501423,0.979253337,1.21650943,4.960857848,3.14806613,0.163261797,0.698458625,0.309204614,0.307836814,0.514858086,0.161212183,1.138010418,0.201191193,1.003096211,1.148725511,1.008922033,0.193595043,0.248686614,0.187491746,0.187004604,0.004797626,3046.497536,93.59658386,3044.618396,864.5444411,6605.365982,65.89419971,562.7226914,3.077677491,54.01867077,0.421691157,7073.372392,64.24483976,3.633220643,0.018650539,5.857915852,0.041156676,18.81424853,0.085012501,41.79884834,0.244174097,5.049060535,0.052888463,9.694363956,0.203712654,112.4064678,0.932757371,13.08141258,0.324463031,4.214972855,0.00900571,0.992804532,0.005060371
Bird Island,BI10,BI10.3,104,103.2,104.2,103.7,1595.6,23485.90909,56468.36364,1.455454545,-2.848256558,0.225085678,-1.809829613,-1.390255008,2.035278905,-1.225412266,0.076979925,-0.722867185,-3.021462612,-2.674741097,0.97913937,1.516927588,5.383780434,3.475632437,0.148378059,1.118941123,0.208037674,1.290750525,0.127922608,0.374240662,0.498226168,0.264519337,0.359987047,1.58834823,2.142218723,0.301016524,0.244523445,0.259290935,0.254641635,0.002752184,3335.981766,60.0124919,1424.582603,617.0473108,7089.603048,60.94161611,441.0920959,6.868091078,47.40786167,0.811856875,1987.252608,27.50554815,1.389287804,0.01419095,4.568507031,0.022190259,19.39416739,0.073912797,45.72842227,0.254790732,4.628095976,0.048659815,6.266500548,0.095875453,127.1397723,0.326624311,11.39582517,0.228978244,4.732409551,0.019576414,0.984439937,0.012776705
Bird Island,BI10,BI10.3,114,114.9,115.9,115.4,1769.918182,23787.45455,60059.36364,1.378181818,-3.64131878,0.20302951,-2.044209984,-1.687082046,3.751747299,-0.280436011,0.307497821,-0.253382299,-4.212919918,-3.234424969,0.222314606,1.659629869,5.553444874,3.656110028,0.149992787,1.187915204,0.26791429,0.978083844,0.443553715,0.351250896,0.573063125,0.311151057,0.460684565,0.579224236,1.955008757,0.475527197,0.33909978,0.276962672,0.272382866,0.002882752,4610.248256,169.7864944,1716.680373,574.2556523,5586.311354,64.02588147,354.6954517,1.783713254,38.81328375,0.081961578,15892.74003,5.384076861,1.543818014,0.018208205,5.784125479,0.017909738,42.10225675,0.101834918,35.80217711,0.124414396,5.434072792,0.066823231,6.037782671,0.042295483,94.40874214,1.478332239,8.138802933,0.19067742,3.83135941,0.031914034,0.865875823,0.005713133
Bird Island,BI10,BI10.3,120,121.8,122.7,122.3,1872.71,23463.2,55879.5,1.243,-3.642737236,0.259012139,-2.4493088,-2.139959019,2.255976256,-1.620885718,0.457595324,0.130094483,-1.762513409,-2.816544807,-0.077376729,1.879422568,5.723936829,3.803288119,0.146557429,1.3504796,0.35972489,1.040734712,0.988040924,0.478931179,1.231269855,0.290948275,0.358363779,1.244718142,2.215905315,0.44054238,0.328977805,0.334252981,0.33585298,0.003832888,4492.936701,91.25578968,683.2265993,330.288126,5350.125775,88.24884284,192.9637106,2.274240107,32.12024806,0.26750503,4238.013215,41.30378848,0.741821487,0.012050585,6.534750001,0.055133377,62.86286744,0.567434644,87.02811474,1.036590908,13.1076901,0.161700542,2.592646444,0.02182641,91.74775016,0.40610632,5.71655892,0.108668636,5.092746285,0.020391728,0.664291765,0.003592713
Bird Island,BI10,BI10.4,135,129.4,130.4,129.9,1986.590909,23205.09091,65119.72727,1.433636364,-4.15428208,-0.025828833,-1.897761801,-1.792469805,4.215537952,-0.307703865,-0.163893618,-0.381273595,-1.283014457,-3.961341917,0.082243019,1.248166144,5.135268579,3.286354276,0.157428366,1.34309384,0.183690947,0.633543883,0.719918491,0.19636364,0.411236591,0.313147884,0.381038027,1.104021166,1.684254221,0.350433531,0.164248951,0.185382676,0.180728704,0.002657515,2888.301683,68.23238158,1641.390095,595.6836327,5647.265231,93.13022455,401.5251511,5.219646629,37.52718028,0.316767608,3019.385269,15.63993365,1.001920559,0.002420104,9.469595678,0.030083547,77.32937965,0.189230748,126.1466188,1.544773235,11.39866575,0.123110885,6.954876946,0.093655521,100.7977844,1.025597866,10.71344504,0.348935486,3.961646879,0.031813072,0.860069661,0.003042513
Bird Island,BI10,BI10.4,145,141,142,141.5,2162.972727,23972.81818,57889.27273,1.315454545,-3.653490112,0.061864966,-2.498186672,-2.133732839,2.640492611,-2.069308825,0.199013101,-0.15842762,0.015197616,-3.744846039,0.716008516,1.628701217,5.4501337,3.54658038,0.149073162,1.238025671,0.274922553,1.139490021,0.875010465,0.265811629,1.89661783,0.219043828,0.294976971,0.235942056,1.983527215,0.237815802,0.228577294,0.202979444,0.200214691,0.003382222,3582.990472,78.58668299,5412.77206,1133.053064,5488.24581,18.21293292,523.0275133,1.869875762,51.81193098,0.049962394,36760.73258,176.9107347,3.769043144,0.04959872,7.155451754,0.030710634,40.6484082,0.139015902,36.99629166,0.295665893,7.711571305,0.048823252,9.787053209,0.059603308,91.25190224,0.699750267,9.674570314,0.181126451,4.402169903,0.038260027,0.858893791,0.005791892
Bird Island,BI10,BI10.4,155,152.7,153.8,153.2,2335.408333,23105.16667,59388.66667,1.445,-4.860920341,-0.270573969,-2.577584334,-1.974289067,3.531672704,0.039681234,0.03763867,-0.123113493,0.422678539,-3.971495189,-0.350001563,1.422426411,5.268538001,3.405342397,0.155222517,1.097346333,0.249119767,1.11500993,0.876951511,0.331868674,0.476367627,0.258652653,0.311191112,0.224958284,1.932828525,1.189476002,0.20465213,0.239584595,0.237130335,0.003991243,3079.887722,69.393988,5594.694254,1512.473246,6436.237221,74.4489504,1149.476822,20.0568356,82.80022216,1.100044802,6074.810846,90.83067827,1.250579343,0.003346293,6.317256008,0.021906999,67.58862806,0.371106986,145.146567,1.516565475,5.364596712,0.048444676,20.81297886,0.274237825,121.0153008,1.039947828,58.14267286,6.463462839,2.650531649,0.028355943,1.955638501,0.006912781
Bird Island,BI10,BI10.4,165,164.8,165.8,165.3,2517.272727,22003.36364,55622.63636,1.340909091,-3.143726977,0.222497083,-1.350697541,-1.71820176,3.065693811,-1.101130115,-0.086456223,-0.500293347,-1.201099481,-4.139606004,0.341748333,1.257741544,5.11365292,3.239877758,0.153574041,1.322627174,0.268923344,0.559419066,0.513279969,0.558105356,0.83932595,0.244205773,0.418633053,1.180505508,1.785743702,0.272128403,0.255914322,0.230668739,0.237348563,0.003237462,1967.834735,47.21852826,2804.420041,585.0799774,5642.915643,47.45052762,253.7523195,4.53576382,42.83579617,0.699855742,49049.46764,602.4649613,16.76515491,0.107585917,16.20702482,0.031666011,58.21751812,0.419583377,148.0981288,0.616201008,23.90463007,0.06260096,4.260143181,0.051289903,85.39705279,1.57965392,5.057282645,0.115798204,3.146538486,0.012418503,0.570044874,0.002471594
Bird Island,BI10,BI10.4,168,168.4,170,169.2,2576.011765,23517.94118,58045.35294,1.348823529,-3.203567711,-0.094718444,-1.711337504,-1.569770859,3.125340925,-1.317341657,-0.089790432,-0.699012765,-1.454294723,-2.807521928,0.188687262,1.19978962,5.157469227,3.276068989,0.152447822,1.224174305,0.274382199,0.67796839,0.30939612,0.210312974,1.047510234,0.238432499,0.448323321,0.614874508,1.941250172,0.319413244,0.241279855,0.197799435,0.204930898,0.004793828,1694.735519,33.88377561,21023.43508,4080.69295,6500.001765,157.0216455,1574.554031,8.965107785,219.4284939,1.571294805,51904.82693,633.5042142,14.16367715,0.137185591,12.29132094,0.371333453,34.00992075,0.690963856,148.2023206,1.199008089,15.12156246,0.095879915,43.16608535,0.550658986,121.2110164,1.417347214,16.90685979,0.392208159,2.340809011,0.027559605,2.295847112,0.022916539
Bird Island,BI10,BI10.5,181,174.6,175.6,175.1,2667,23704.54545,59517.81818,1.359090909,-3.040490464,-0.144380769,-1.825562862,-2.166300284,3.240903541,-0.703907893,-0.109656646,-0.532764301,-1.032199624,-3.298664406,0.158965752,1.200597504,5.054404383,3.199056067,0.156416456,1.336857034,0.174029164,0.895985356,0.594444394,0.274409644,0.410605854,0.280242971,0.412870763,0.58100844,1.695629047,0.292910924,0.296972114,0.313513387,0.306134329,0.00248921,2752.727597,75.0445044,1243.638909,437.7130837,6176.904031,61.73924486,227.5458294,2.628673775,41.17278862,0.168930879,34127.39087,180.3909133,6.771422937,0.061270999,8.534630865,0.135962996,31.39605337,0.356175262,72.11422012,0.027502016,12.77033613,0.179389774,2.564526013,0.044583218,95.32051892,1.284724348,5.156965844,0.162421667,1.427389453,0.026999745,0.435568334,0.001231962
Bird Island,BI10,BI10.5,191,186.6,187.6,187.1,2847.454545,21510,58730.81818,1.32,-3.822882728,0.149064013,-1.578692681,-2.067155911,4.129010163,0.096284103,-0.034185471,-0.225023624,-3.157734639,-4.324236259,0.762310139,1.361393788,5.279515553,3.432333554,0.157757844,1.375462706,0.336867649,0.42398523,1.160692204,0.26653588,0.264213159,0.248839799,0.380909854,1.528077976,1.641282467,0.24947149,0.249903769,0.205415563,0.200782655,0.005194461,1749.918156,38.72164841,11337.75217,2616.583382,6093.055388,99.46457719,915.5577505,17.12303214,122.3868181,1.392426748,29114.97389,241.7735926,5.562421054,0.040340228,5.623618255,0.058556283,28.97367916,0.196486418,93.7163573,0.254401542,5.880620616,0.031702243,24.03856275,0.33159449,119.1548845,2.957478603,15.8979202,0.224859279,2.455216785,0.026686848,1.603626604,0.009780705
Bird Island,BI10,BI10.5,194,190.3,191.3,190.8,2903.109091,21500.09091,61427.81818,1.414545455,-3.915012003,0.081777014,-1.884185343,-1.924883375,4.588956003,0.341892014,0.056228076,-0.201492627,-3.554229771,-4.082519882,0.141849575,1.433538917,5.367925184,3.550156219,0.162441652,1.095621741,0.211916048,0.89922403,0.441127611,0.176863681,0.332254485,0.287990279,0.333912249,1.127040048,1.628826129,0.490626954,0.20525002,0.196298964,0.207046023,0.004380893,2718.898178,69.33850126,21256.47654,4637.824269,9697.311696,71.12002695,2196.956371,20.5861252,243.6402038,1.438405031,24845.10488,215.0112593,3.933228837,0.026102701,4.972003175,0.041494084,26.9304948,0.044764677,75.23867924,0.271229161,6.036863844,0.03305887,58.90663431,0.829134942,121.5336821,2.37450858,34.80855314,1.065068086,3.035214228,0.002861817,3.482291497,0.029947165
Bird Island,BI10,BI10.5,197,194,195,194.5,2954.418182,21368,63253.63636,1.329090909,-4.094101806,0.008911621,-1.776248232,-2.335887629,4.507270285,-0.136864877,-0.057781072,-0.425975936,-2.290553338,-3.068412483,0.116216134,1.119835705,5.130668569,3.302923061,0.160814896,1.170732738,0.301051556,0.297041798,0.736840387,0.242012535,0.511575107,0.216050417,0.410185453,1.460347866,2.065003773,0.418295714,0.254121302,0.198163807,0.203207011,0.003733565,3664.07192,100.1547698,4642.258304,1389.963814,7288.66125,112.260405,660.9863166,4.425975943,67.78989286,0.637151851,27055.53366,347.4235335,5.752426608,0.069152067,6.761396788,0.051811841,46.72905914,0.124522427,130.7729603,0.867339372,9.314588371,0.068044927,12.67353344,0.313961187,118.8967341,1.10170535,12.27077458,0.312493156,4.000698932,0.018011777,1.094034563,0.005286327
Bird Island,BI10,BI10.5,202,199.9,200.8,200.3,3041.911111,20677.77778,62829.77778,1.47,-3.600445501,0.014952426,-1.679171112,-1.746813185,4.415664142,-0.266132441,-0.299887337,-0.643156013,-2.679498108,-2.436238499,0.166562437,0.875714339,4.826399408,3.052049444,0.169655698,0.875923855,0.174217159,0.323732798,0.346294327,0.196894804,0.271796796,0.176417219,0.323621095,0.926424962,1.800474094,0.24640674,0.290180225,0.21157893,0.190795085,0.004830661,3848.06892,41.19289408,2367.746797,501.3815099,5866.599826,19.40433341,234.8825033,3.049548028,42.2400533,0.50833131,70333.76898,854.1412459,6.816523388,0.051952222,10.88241106,0.042866217,68.09335946,0.816242088,90.27805952,0.945061034,12.34294185,0.16755276,2.553601126,0.066508029,85.79649547,1.323999276,5.275218799,0.119640341,3.910548282,0.038689543,0.525755101,0.007880519
Bird Island,BI10,BI10.6,218,209.5,210.5,210,3183,22777.27273,67689.90909,1.406363636,-3.203788249,-0.249108808,-2.059652328,-2.228545514,4.114585309,-0.770715549,-0.575907815,-0.983420714,0.4911242,-2.65718517,-0.036792971,0.701042935,4.642010099,2.816354574,0.161179198,0.616123558,0.229177251,0.508718642,0.468405465,0.163446118,0.478098112,0.221785518,0.218192127,0.176154088,1.634716082,0.248041404,0.20965634,0.171267227,0.163097874,0.004940452,3024.167109,28.86847469,21467.56946,3376.49462,6764.508083,155.9717551,1293.229498,27.32451171,160.5283798,4.267333565,107255.388,1659.164889,11.84941346,0.182590959,9.702568502,0.102763012,34.46389212,0.171217055,255.5835815,0.192255063,14.42470471,0.069185362,25.70637949,0.437908223,111.2286921,1.368956728,16.62081972,0.226326755,2.773325809,0.03176745,1.704581666,0.021768116
