"rowname","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se","Q0.25","Q0.75"
"Location*",1,243,2.1358024691358,0.83448038595244,2,2.16923076923077,1.4826,1,3,2,-0.256817428721553,-1.52360803056424,0.0535319417181227,1,3
"Site*",2,243,2.34567901234568,1.10775434174962,2,2.30769230769231,1.4826,1,4,3,0.217972324812904,-1.29998264988483,0.0710624741561245,1,3
"Section*",3,243,18.440329218107,9.3446154499635,19,18.6615384615385,10.3782,1,34,33,-0.20419415767501,-0.999795175302006,0.599457360612218,12,25
"sample",4,243,167.320987654321,133.630688855439,141,152,131.9514,1,529,528,0.875132156740078,-0.0643748319965831,8.57241268696477,56.5,239.5
"min_depth",5,243,179.702057613169,131.502046757964,160.4,168.422564102564,137.58528,0,503.9,503.9,0.648712930456338,-0.518862249192443,8.43586023274417,68.9,257.05
"max_depth",6,243,180.858024691358,131.471586847304,161.5,169.575384615385,137.28876,1.1,505.1,504,0.648887703343928,-0.519498173665528,8.43390622856423,70.05,258.25
"midpoint",7,243,180.279012345679,131.484405368921,160.9,168.997948717949,137.28876,0.6,504.5,503.9,0.648847396884154,-0.519095831289607,8.43472853710941,69.5,257.65
"SH20_age",8,243,3856.2701280408,2804.36472013087,3452.746667,3668.41878462154,3272.5411830888,-55.49090909,10924.02,10979.51090909,0.472917816150602,-0.762103718213069,179.900080674827,1373.2625175,5844.575
"kcps",9,243,21196.7043213169,2299.14942355298,21778.75,21444.0596178974,2106.269166834,13682.1,25273.76923,11591.66923,-0.934045386073689,0.290697313744417,147.490504288387,20069.666665,22976.272725
"cps",10,243,55882.7042148971,6575.19406976298,55134,55299.1092657949,4367.44308,38366.3,90008.25,51641.95,1.26801767332947,3.78983981174259,421.798896239076,52060.10989,57814.5
"MSE",11,243,1.34480859871193,0.0511662463846037,1.338333333,1.3410642134359,0.0481845,1.240909091,1.515,0.274090909,0.700710235947062,0.203815300733497,0.00328231623595263,1.3083974355,1.3742307695
