"Rank","Model","R2","Adj_R2","RMSE","RMSEP","RMSE_ppm","RMSEP_ppm_cv","RMSEP_ppm_boot","RMSEP_ppm_boot_sd","RMSEP_ppm","RMSEP_source","AIC","BIC","Rank_explanation","R2_explanation","RMSE_explanation","RMSEP_explanation"
1,"RF",0.688361791876862,NA,0.345437228325002,0.346757684558846,44.3526546997414,45.0004058967542,47.7285203815051,4.23336051005225,NA,NA,NA,NA,"Models are ranked by decreasing R², then by increasing RMSEP (ppm; bootstrap- or CV-derived), followed by log-space RMSEP, and finally by log-space RMSE.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error (log-space).","RMSEP = 10-fold CV error (log-space)."
2,"Bayes",0.635271572146413,NA,0.373704733132646,0.385058169520708,56.5643915636821,59.0390794365842,59.3962906925544,6.53605371859473,NA,NA,244.972001338324,266.517923221389,"Models are ranked by decreasing R², then by increasing RMSEP (ppm; bootstrap- or CV-derived), followed by log-space RMSEP, and finally by log-space RMSE.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error (log-space).","RMSEP = 10-fold CV error (log-space)."
3,"PLS_LOO",0.619560933054721,NA,0.381668523678026,0.387403145926133,58.9814163562467,60.2288395492903,60.951161313048,7.32540295673246,NA,NA,NA,NA,"Models are ranked by decreasing R², then by increasing RMSEP (ppm; bootstrap- or CV-derived), followed by log-space RMSEP, and finally by log-space RMSE.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error (log-space).","RMSEP = 10-fold CV error (log-space)."
4,"PLS_kfold",0.619560933054721,NA,0.381668523678026,0.387403145926133,58.9814163562467,60.2288395492903,60.951161313048,7.32540295673246,NA,NA,NA,NA,"Models are ranked by decreasing R², then by increasing RMSEP (ppm; bootstrap- or CV-derived), followed by log-space RMSEP, and finally by log-space RMSE.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error (log-space).","RMSEP = 10-fold CV error (log-space)."
5,"OLS",0.605940022011523,0.604458593522845,0.388440903375382,0.391554198151312,59.7735590156883,60.3001473210945,60.5787104774056,5.28700680476254,NA,NA,259.701823511304,270.474784452837,"Models are ranked by decreasing R², then by increasing RMSEP (ppm; bootstrap- or CV-derived), followed by log-space RMSEP, and finally by log-space RMSE.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error (log-space).","RMSEP = 10-fold CV error (log-space)."
6,"WLS",0.605899324973479,0.607324835821248,0.388460961218056,NA,59.3656290640811,NA,60.5787104774056,5.28700680476254,NA,NA,259.48152064019,270.254481581722,"Models are ranked by decreasing R², then by increasing RMSEP (ppm; bootstrap- or CV-derived), followed by log-space RMSEP, and finally by log-space RMSE.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error (log-space).","RMSEP = 10-fold CV error (log-space)."
7,"WLS_weighted",0.605197017350042,0.597394830938668,0.38880693583257,NA,61.616501941787,NA,60.5787104774056,5.28700680476254,NA,NA,262.010925381086,272.783886322619,"Models are ranked by decreasing R², then by increasing RMSEP (ppm; bootstrap- or CV-derived), followed by log-space RMSEP, and finally by log-space RMSE.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error (log-space).","RMSEP = 10-fold CV error (log-space)."
8,"OLS_weighted",0.588442221601662,0.526352545429092,0.396971381054182,NA,68.563181097856,NA,60.5787104774056,5.28700680476254,NA,NA,330.646390635536,341.419351577069,"Models are ranked by decreasing R², then by increasing RMSEP (ppm; bootstrap- or CV-derived), followed by log-space RMSEP, and finally by log-space RMSE.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error (log-space).","RMSEP = 10-fold CV error (log-space)."
