"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ca","Ca_sd","Ca_ICP","Ca_ICP_sd","Ca_fit_OLS","Ca_lwr_OLS","Ca_upr_OLS","Ca_fit_WLS","Ca_lwr_WLS","Ca_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-0.3671191667293,-0.018355958336465,3.75055675790579,0.18752783789529,3.45465542829963,2.71870661507806,4.19060424152121,3.45653389362275,2.69254657435691,4.22052121288859
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,0.00462908896584448,0.000231454448292224,3.89124027202043,0.194562013601022,3.76953397511091,3.03984592560199,4.49922202461983,3.77074719809564,3.02278476072895,4.51870963546234
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,0.245594654726461,0.012279732736323,3.98304183159091,0.199152091579545,3.97363684853631,3.24657946633141,4.70069423074122,3.97441886439639,3.23552014857255,4.71331758022022
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,0.150036138247863,0.00750180691239316,3.96242484528941,0.19812124226447,3.89269678669807,3.16473177842387,4.62066179497227,3.89364980422387,3.15128473879993,4.63601486964781
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,0.242190121422224,0.0121095060711112,3.50943405318882,0.175471702659441,3.97075313762984,3.24366649089574,4.69783978436395,3.97154124589159,3.23252195654427,4.71056053523892
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,0.464916993142432,0.0232458496571216,3.7116610766011,0.185583053830055,4.15940745578377,3.43375533412276,4.88505957744479,4.15979699500668,3.42820351853591,4.89139047147746
"Bird Island","BI10","BI10.2",45,44,45,44.5,0.356480513895764,0.0178240256947882,3.48283613644894,0.174141806822447,4.06755949016878,3.34133086063253,4.79378811970503,4.06814307613142,3.33305213750234,4.80323401476051
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,0.94172357537894,0.047086178768947,3.98659343205281,0.19932967160264,4.56327260222256,3.83740131961804,5.28914388482708,4.56280889756103,3.84386158612844,5.28175620899363
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,0.919477845247497,0.0459738922623749,3.51773766033408,0.175886883016704,4.54443000358428,3.81866876353344,5.27019124363512,4.5440061075871,3.82456990663838,5.26344230853582
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,0.304132858652512,0.0152066429326256,4.42985645706653,0.221492822853327,4.02321993145007,3.29663015758533,4.7498097053148,4.0238971933777,3.28703758934047,4.76075679741493
