"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Ca","Ca_sd","Ca_ICP","Ca_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.0818509096992784,0.0313870702919944,1557.061769,23.70865277,3762.15031708556,-4039.07786930286,11563.378503474
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.0723929367089474,0.0203710241111566,1397.543318,16.95048652,3608.85935075317,-4194.15742935933,11411.8761308657
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.108330375876452,0.0287559888446626,2547.021617,33.02866289,4191.31869834595,-3605.10424460688,11987.7416412988
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.243455278232217,0.0409959157709345,6361.863436,96.22229039,6381.36796988234,-1395.19269814445,14157.9286379091
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.3858290337625,0.0548987703299031,8442.247188,102.4072847,8688.90369534067,924.797178315445,16453.0102123659
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.283360395933265,0.0402839138740896,8467.75867,27.42631931,7028.13383189686,-744.056904209335,14800.3245680031
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.413480347153504,0.0467330819494768,10818.31417,94.24288942,9137.06489800007,1374.36491381657,16899.7648821836
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.356861785405355,0.0268629536265097,6975.196896,67.76762951,8219.4143557965,453.480867535392,15985.3478440576
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.312746668204592,0.0299758746014798,7326.374157,349.9533771,7504.41454003418,-264.995618666498,15273.8246987349
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.511591052495102,0.0930354067015458,5816.665099,70.73844961,10727.2031702008,2966.83201608187,18487.5743243197
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.694876668960727,0.113771656766745,9084.977882,46.04204392,13697.8216411529,5930.67180815326,21464.9714741526
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.449509762404051,0.0762134962500208,6626.492173,12.55357407,9721.01495641042,1959.65284938819,17482.3770634327
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.411368671483338,0.0495470504679526,9905.624178,61.39912548,9102.83972053432,1340.04395096088,16865.6354901078
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.439601024281238,0.0440378515836065,7180.738417,69.86799065,9560.41817277259,1798.74396100701,17322.0923845382
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.476498276279439,0.0811381896937926,6732.62029,14.01324671,10158.4337750159,2397.70687234084,17919.160677691
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.430408622835064,0.0811416617278145,6605.365982,65.89419971,9411.43148164545,1649.42984643324,17173.4331168577
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.458114535516946,0.0939258659191916,7089.603048,60.94161611,9860.47760732887,2099.35215966468,17621.6030549931
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.344380364659698,0.0537469207605659,5586.311354,64.02588147,8017.12058214554,250.288442403633,15783.9527218874
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,0.341809360170452,0.0391073619539043,5350.125775,88.24884284,7975.4507906369,208.42520732207,15742.4763739517
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,0.350210518406483,0.041577461075384,5647.265231,93.13022455,8111.61333472844,345.209311950211,15878.0173575067
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,0.355368317403187,0.0492140290801262,5488.24581,18.21293292,8195.20883591683,429.171353399934,15961.2463184337
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,0.279848857474031,0.0358198849007226,6436.237221,74.4489504,6971.22024964413,-801.327584392264,14743.7680836805
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,0.546882315288,0.0734813929476633,5642.915643,47.45052762,11299.1895548251,3538.64000124451,19059.7391084057
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,0.388364061268519,0.0554307583185061,6500.001765,157.0216455,8729.99038658774,966.026544797542,16493.9542283779
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,0.399776839192606,0.0751826031658455,6176.904031,61.73924486,8914.96403351069,1151.60820553213,16678.3198614893
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,0.386310237627884,0.0841890838368824,6093.055388,99.46457719,8696.70285120663,932.623630100157,16460.7820723131
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,0.303655541876678,0.0631626988023234,9697.311696,71.12002695,7357.06927469239,-413.161431841104,15127.2999812259
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,0.339386917862336,0.0680300342623473,7288.66125,112.260405,7936.18883433028,168.978380986186,15703.3992876744
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,0.422019336453073,0.0650813311695657,5866.599826,19.40433341,9275.46135171917,1513.12908109475,17037.7936223436
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,0.413995109700041,0.0921616077490365,6764.508083,155.9717551,9145.40795927451,1382.73103309894,16908.0848854501
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,0.411989750108045,0.0374382383709733,8457.047616,112.1937561,9112.90590941507,1350.13851155292,16875.6733072772
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,0.45857046724541,0.0852236473400455,7198.222186,31.09232618,9867.86716271344,2106.75336323793,17628.980962189
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,0.245619905070991,0.047114277374515,6524.805309,142.7736565,6416.45135827898,-1359.85473076498,14192.7574473229
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,0.3948444760007,0.0537284612566168,6240.983611,108.9028532,8835.02230384382,1071.41059585244,16598.6340118352
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,0.354462227925218,0.0467360157647383,7771.356271,103.9511198,8180.52330744223,414.422263151151,15946.6243517333
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,0.348424747210065,0.0564169580478071,6196.60628,108.1773992,8082.67028396827,316.136684555506,15849.203883381
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,4314.73333333333,0.242260741998305,0.0285269088938031,6725.623999,76.79365852,6362.00741410547,-1414.69460255405,14138.709430765
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,4365.28181818182,0.308670478448858,0.0515909589132732,5960.306307,73.5430348,7438.3493200077,-331.424351447424,15208.1229914628
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,4492.98,0.500240883785378,0.0646162230489852,6654.679504,148.2965685,10543.2442678728,2782.8162195114,18303.6723162342
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,4610.66666666667,0.351602766450724,0.0378362416151741,6154.781584,212.2812892,8134.17832283892,367.874369578748,15900.4822760991
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,4729.33333333333,0.31510477343374,0.0612157699151485,4314.171561,119.5885434,7542.6337472215,-226.569380343438,15311.8368747864
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,4891.35454545455,0.294451556567922,0.0656892610822178,3366.405358,43.51758987,7207.89483704801,-563.202812731637,14978.9924868277
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,5008.74545454545,0.283061045320286,0.0581518217300918,6376.14109,151.4025643,7023.28207932972,-748.93889195405,14795.5030506135
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,5262.19090909091,0.41912246422092,0.0508121315731364,6975.754499,274.4419208,9228.51002882343,1466.05653564348,16990.9635220034
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,5341.56,0.467432061038614,0.0881172669436338,6849.57438,146.3509218,10011.4922584072,2250.58703776465,17772.3974790498
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,5483.135,0.368168099807157,0.0468959797277053,7954.492393,112.904805,8402.6624853991,637.485113007941,16167.8398577903
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,5447.30909090909,0.375775374982714,0.0479414559102475,6910.359074,99.46866164,8525.95809683822,761.258466402477,16290.657727274
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,5581.52,0.411477623992577,0.0481594809113383,6023.226846,96.77731334,9104.60557833943,1341.8147978968,16867.3963587821
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,5660.04545454545,0.352191959364696,0.0490434646737484,8005.462824,147.2086058,8143.72772113296,377.465865408321,15909.9895768576
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,5698.00833333333,0.408637230630356,0.0428137729199233,8103.945816,176.7489113,9058.56964191795,1295.6471216873,16821.4921621486
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,5774.45833333333,0.443087315279146,0.0569682318971707,7585.017065,119.0582216,9616.9225544759,1855.36298458707,17378.4821243647
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,5914.69166666667,0.350608232608883,0.0421747706419505,7317.516566,219.0972257,8118.05932420973,351.683972804178,15884.4346756153
