"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ti","Ti_sd","Ti_ICP","Ti_ICP_sd","Ti_fit_OLS","Ti_lwr_OLS","Ti_upr_OLS","Ti_fit_WLS","Ti_lwr_WLS","Ti_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-1.37872007844385,-0.0689360039221923,1.3049526576182,0.06524763288091,1.50646312961264,0.68864160587004,2.32428465335523,1.58787503757117,0.468901207480888,2.70684886766145
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-1.20646118298129,-0.0603230591490644,1.0281289082459,0.0514064454122948,1.62777843687544,0.810681330570694,2.44487554318019,1.69917260677321,0.626190946454741,2.77215426709168
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-1.26291733910905,-0.0631458669554525,1.97090735948023,0.0985453679740117,1.58801853995328,0.770696076935084,2.40534100297148,1.66269592481935,0.57464141450581,2.75075043513289
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-1.2158157039933,-0.060790785199665,2.18038714473554,0.109019357236777,1.62119040792157,0.804056774779644,2.4383240410635,1.69312859118324,0.617649474337417,2.76860770802906
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-0.81944771201243,-0.0409723856006215,2.05065592068389,0.102532796034195,1.90033712256396,1.08446734894012,2.7162068961878,1.94922447464113,0.979549838659045,2.91889911062321
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-1.18173200656464,-0.0590866003282322,2.00602850843823,0.100301425421912,1.64519424363123,0.82819214078506,2.46219634647739,1.7151502851169,0.648770698345697,2.78152987188811
"Bird Island","BI10","BI10.2",45,44,45,44.5,-1.48318241596533,-0.0741591207982665,2.20240610833466,0.110120305416733,1.43289432760808,0.614580219410088,2.25120843580606,1.5203812561436,0.373513916049304,2.6672485962379
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-1.73129755123555,-0.0865648775617776,0.8436445763641,0.042182228818205,1.25815639148564,0.438511573995362,2.07780120897591,1.36007248739376,0.14694641903858,2.57319855574895
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-2.11060390830465,-0.105530195415232,2.17022093152237,0.108511046576118,0.991025529355074,0.168911286509187,1.81313977220096,1.11500023489086,-0.199435353669281,2.42943582345101
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-1.11629450884487,-0.0558147254422436,1.18035775986724,0.0590178879933618,1.69127935361098,0.874517739842876,2.50804096737909,1.75742986906128,0.70851984321147,2.80633989491109
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-1.33591072305371,-0.0667955361526853,2.03417261627581,0.10170863081379,1.53661211024398,0.718980838927754,2.35424338156021,1.61553443467362,0.50799099016894,2.72307787917831
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-1.03522996943664,-0.051761498471832,1.50628944908492,0.0753144724542462,1.74836998733425,0.931884325560077,2.56485564910842,1.80980618414441,0.782536299458527,2.83707606883029
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-1.50968204762407,-0.0754841023812033,2.39385073836139,0.11969253691807,1.41423165739649,0.595786206592379,2.23267710820059,1.50325967539477,0.349316114289753,2.65720323649979
