"Location","Site","Section","sample","min_depth","max_depth","midpoint","Rb","Rb_sd","Rb_ICP","Rb_ICP_sd","Rb_fit_OLS","Rb_lwr_OLS","Rb_upr_OLS","Rb_fit_WLS","Rb_lwr_WLS","Rb_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-7.2858844419155,-9.58867681269609,0.828010693892561,-4.58948524040541,1.35500178402378,-0.511114729814791,3.22111829786236,1.31349507209216,-0.818507864527485,3.44549800871181
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-6.68519269639758,-8.9877809912564,0.422019571710031,-4.44468736795912,1.76320388915432,-0.100776796484982,3.62718457479361,1.75070096485631,-0.126840871050803,3.62824280076342
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-7.29483346731764,-9.59747452339962,1.48137044625347,-3.05947578279728,1.34892044357708,-0.517248936704682,3.21508982385884,1.30698163709076,-0.828821249525127,3.44278452370665
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-6.30794342952451,-8.61052632686135,2.94516564297707,-2.20940591853322,2.01956490301137,0.155500164494083,3.88362964152866,2.02527707439757,0.306784651057763,3.74376949773738
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-6.7095816987186,-9.01217007262789,3.76510499590153,-0.182959468216188,1.74663026022774,-0.117382858053813,3.61064337850929,1.73294973785352,-0.154897310016165,3.62079678572321
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-8.88467633407157,-11.1908419658011,3.04841410108306,-2.36939349502983,0.268537352119472,-1.61674058424296,2.15381528848191,0.149834606021517,-2.66385596435221,2.96352517639525
"Bird Island","BI10","BI10.2",45,44,45,44.5,-6.79239116656306,-9.09497804164199,4.9287008454864,0.726607563668417,1.69035680657855,-0.17380074140064,3.55451435455775,1.6726779135969,-0.250177461824127,3.59553328901792
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-7.26569244776301,-9.56844490872451,1.66473145136415,-2.91464979278575,1.36872332186966,-0.497276174288662,3.23472281802798,1.32819155975992,-0.795238279127462,3.4516213986473
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-7.37874499425093,-9.68194528258889,4.06764638555692,0.502522350001301,1.29189808195073,-0.574797012070243,3.1585931759717,1.24590769305905,-0.925536985609404,3.4173523717275
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-5.66550509091362,-7.96808960644027,1.2699297134193,-3.26069477451645,2.45613604652096,0.589397813729424,4.32287427931249,2.49286769716552,1.04324769790767,3.94248769642336
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-6.84208458649249,-9.14467436169345,3.41320377295125,-1.36122894388347,1.65658747517408,-0.207682188995596,3.52085713934375,1.63650918614748,-0.307367649018357,3.58038602131332
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-7.0262888462169,-9.32912390796615,2.05354660680524,-2.15633379990156,1.53141084813606,-0.333440835728025,3.39626253200014,1.5024384444989,-0.519441625151233,3.52431851414904
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-6.64976904566103,-8.95235491126124,3.91635642757712,-0.351256280022502,1.78727615069273,-0.0766656181987064,3.65121791958416,1.77648362120343,-0.0860950122973987,3.63906225470426
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-6.72248307961866,-9.02506484910587,2.58795630922308,-3.76440836763454,1.73786308324921,-0.126169050883138,3.60189521738157,1.72355963087039,-0.16973971800472,3.6168589797455
"Bird Island","BI10","BI10.3",95,93,94,93.5,-5.87738899791611,-8.17997480466285,2.33059914641457,-2.97942067398675,2.31214962165819,0.44664505636392,4.17765418695246,2.33865067418394,0.800690038673176,3.8766113096947
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-5.30895393480824,-7.61153882566364,2.2715446811789,-1.59104483691296,2.69843158927634,0.82883791684613,4.56802526170654,2.75237894845919,1.45042809661634,4.05432980030205
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-6.59214267094334,-8.89472703459571,1.83521807251857,-2.34470529440366,1.82643634832541,-0.0374628395842926,3.69033553623511,1.81842624950355,-0.0198223845322698,3.65667488353937
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-7.1883743532336,-9.4913779017093,1.79803683709596,-3.16307498350179,1.42126509422975,-0.444315376428019,3.28684556488752,1.38446655737356,-0.706146899279634,3.47508001402675
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-6.81716165922583,-9.11975040578182,0.952679147086453,-3.82463457453228,1.67352393460136,-0.190687114130095,3.53773498333281,1.65464902367184,-0.278683632252906,3.58798167959659
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-7.79819309606719,-10.10193849126,1.93944313233607,-2.36813189827928,1.00686070723739,-0.86327372913507,2.87699514360984,0.940617695000746,-1.4092633072721,3.29049869727359
"Bird Island","BI10","BI10.4",145,141,142,141.5,-7.54605259724679,-9.84899936725206,2.28106041113065,-2.82004420309538,1.1782036350787,-0.689701361323252,3.04610863148066,1.12413496939533,-1.11843148349586,3.36670142228651
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-7.48948452713269,-9.79194617780322,3.03557677576426,-1.29375957461351,1.21664465824248,-0.650827177189522,3.08411649367448,1.16530732406927,-1.05320407754603,3.38381872568458
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-7.67269281176058,-9.97605824537096,1.44930277027984,-2.97026136878961,1.09214484944625,-0.776818964222574,2.96110866311507,1.03196149030314,-1.26448625640546,3.32840923701174
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-6.77443840936603,-9.07702525273706,3.76505512558544,-0.596639561608486,1.70255666338599,-0.161565073020727,3.5666783997927,1.68574460095605,-0.229518743351418,3.60100794526352
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-7.21515310250395,-9.51822515174548,0.941773671293499,-3.11039776879336,1.40306750468989,-0.462652877157638,3.26878788653741,1.36497598326595,-0.737001218814235,3.46695318534613
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-7.66238007004996,-9.96536295625422,3.17965932210606,-1.10384247226436,1.09915290791776,-0.76972007970625,2.96802589554177,1.03946748897897,-1.25259108469662,3.33152606265455
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-7.92787436753604,-10.2292176926254,4.07595372115659,-0.187372360253989,0.918735361076773,-0.952735345799887,2.79020606795343,0.846230821050207,-1.55889958662078,3.25136122872119
"Bird Island","BI10","BI10.5",197,194,195,194.5,-6.83878067432869,-9.14136483397279,2.53951583785195,-1.15848590899427,1.6588326598474,-0.205428957985018,3.52309427767983,1.63891389684639,-0.303565009056656,3.58139280274943
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-6.32663243476228,-8.62922032411044,0.937504569219371,-2.71043260176633,2.0068647263604,0.142830055632883,3.87089939708793,2.01167451820994,0.285319763218473,3.7380292732014
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-6.46222622359894,-8.76480875465493,3.24673919028029,-0.825745927091217,1.91472150904679,0.0508241270601868,3.7786188910334,1.9129842932419,0.129530300496074,3.69643828598773
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-6.8572161689201,-9.15979936048246,1.81634223887534,-2.24291002303579,1.64630475721267,-0.218002836111132,3.51061235053647,1.62549585517771,-0.324783889653514,3.57577560000894
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-6.5992115813469,-8.90179740885707,1.51177886706363,-3.1409739533037,1.82163264637803,-0.0422703832891587,3.68553567604523,1.81328123243461,-0.0279511118312687,3.65451357670049
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,-6.78874188941053,-9.09132254343486,1.11103113030599,-3.12403889339184,1.6928366851968,-0.171313381616629,3.55698675201024,1.67533399383659,-0.245978036593967,3.59664602426715
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,-6.99331534599539,-9.29589826033783,1.61479095490272,-1.96502917234197,1.55381810161402,-0.310910142033318,3.41854634526136,1.52643778976953,-0.481470370993236,3.5343459505323
"Bird Island","BI10","BI10.7",271,265,266,265.5,-7.8079044890001,-10.1092824655157,0.993016131174853,-3.1320949619449,1.00026129735945,-0.869968752060106,2.87049134677902,0.933549380430259,-1.42046782546507,3.28756658632558
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,-7.15879303125567,-9.46136912677993,0.920959690503753,-2.94278241103341,1.44136718152167,-0.424065163089725,3.30679952613306,1.40599694859503,-0.672066052653713,3.48405994984376
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,-6.87578482400738,-9.17836701140006,1.2087273610862,-2.58526851951883,1.63368636491308,-0.230670190519232,3.49804292034539,1.6119808943256,-0.346157344705906,3.5701191333571
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,-6.94562123023987,-9.24804223916019,1.13803483017063,-2.78615211458577,1.58622879911238,-0.278335749803768,3.45079334802853,1.56115134895206,-0.4265540552284,3.54885675313251
