Location,Site,Section,sample,min_depth,max_depth,depth,SH20_age,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,K_ICP,Ca_ICP,Ti_ICP,Mn_ICP,Fe_ICP,Co_ICP,Ni_ICP,Cu_ICP,Zn_ICP,Rb_ICP,Sr_ICP,Zr_ICP,K_ICP_sd,Ca_ICP_sd,Ti_ICP_sd,Mn_ICP_sd,Fe_ICP_sd,Co_ICP_sd,Ni_ICP_sd,Cu_ICP_sd,Zn_ICP_sd,Rb_ICP_sd,Sr_ICP_sd,Zr_ICP_sd,Mo_inc,Mo_coh,Mo_inc_sd,Mo_coh_sd,coh_inc,coh_inc_sd,dry_mass_pc,dry_mass_err
Kerguelen,KER3,CAT2-S3-1D,134,153.6,154.8,154.2,8122.738462,23100,55776.53846,1.303076923,-1.071105756,0.891527191,0.39458251,-0.650577602,2.718778197,-0.955010485,0.526116192,-0.192270012,-4.160463289,-0.824298378,1.229284688,2.093436745,-0.053555288,0.04457636,0.019729125,-0.03252888,0.13593891,-0.047750524,0.02630581,-0.009613501,-0.208023164,-0.041214919,0.061464234,0.104671837,3.196928834,4.680983652,2.937917852,-0.277042445,3.049804246,-4.733621504,-2.334291424,-2.532325742,-1.873195239,-2.652164351,0.453351711,0.08365441,0.159846442,0.234049183,0.146895893,-0.013852122,0.152490212,-0.236681075,-0.116714571,-0.126616287,-0.093659762,-0.132608218,0.022667586,0.004182721,42036.69231,6231.615385,230.4355964,202.8347186,0.148242751,0.004764269,21.27476357,2.127476357
Kerguelen,KER3,CAT2-S3-1D,136,156.4,157.6,157,8271.9,23238.07692,56094.07692,1.312307692,-1.00555841,1.122918725,0.688069033,-0.553760745,2.894851027,-0.852881569,0.726005899,0.100585582,-6.329506035,-0.606298078,1.453766057,2.361808516,-0.05027792,0.056145936,0.034403452,-0.027688037,0.144742551,-0.042644078,0.036300295,0.005029279,-0.316475302,-0.030314904,0.072688303,0.118090426,3.110045717,4.751231219,2.952530419,-0.31861857,2.955141781,-4.663294073,-2.199103547,-2.348898347,-1.918408292,-2.800773188,0.469116913,0.011029968,0.155502286,0.237561561,0.147626521,-0.015930928,0.147757089,-0.233164704,-0.109955177,-0.117444917,-0.095920415,-0.140038659,0.023455846,0.000551498,42602.23077,6322.384615,559.8700971,118.3170447,0.1484212,0.003012581,20.8846796,2.08846796
Kerguelen,KER3,CAT2-S3-1D,139,160.4,161.5,160.9,8483.125,23838.66667,57027.33333,1.344166667,-1.463724768,1.415785751,0.484167542,-0.566126169,2.683809438,-0.952899144,1.15933222,0.350918995,-6.058844618,-0.975372,1.341597772,2.581354981,-0.073186238,0.070789288,0.024208377,-0.028306308,0.134190472,-0.047644957,0.057966611,0.01754595,-0.302942231,-0.0487686,0.067079889,0.129067749,2.928244693,5.219687764,2.6501439,-0.362795279,2.763246813,-4.334068134,-1.659538623,-2.025624045,-2.009132453,-3.883776388,0.833389822,-0.119778068,0.146412235,0.260984388,0.132507195,-0.018139764,0.138162341,-0.216703407,-0.082976931,-0.101281202,-0.100456623,-0.194188819,0.041669491,-0.005988903,44809.91667,6644.416667,330.0714684,136.8392942,0.148284218,0.003071103,17.1925594,1.71925594
Kerguelen,KER3,CAT2-S3-1D,141,163,164.1,163.5,8623.308333,23441.16667,55894.16667,1.304166667,-1.536753683,1.290559939,0.270754144,-0.532975497,2.479886705,-0.352983586,1.112456019,0.507554021,-6.103702656,-1.124959439,1.484367825,2.505796206,-0.076837684,0.064527997,0.013537707,-0.026648775,0.123994335,-0.017649179,0.055622801,0.025377701,-0.305185133,-0.056247972,0.074218391,0.12528981,2.968634611,5.360668674,2.240517442,-0.331789054,2.892495182,-4.208640929,-1.507469205,-1.915854596,-1.90475612,-4.167486814,0.987912496,-0.414231688,0.148431731,0.268033434,0.112025872,-0.016589453,0.144624759,-0.210432046,-0.07537346,-0.09579273,-0.095237806,-0.208374341,0.049395625,-0.020711584,43939.58333,6614.833333,323.452247,134.0853414,0.150538667,0.002538499,14.91983588,1.491983588
Kerguelen,KER3,CAT2-S3-1D,142,164.3,165.5,164.9,8696.084615,23958.38462,56345.53846,1.32,-1.930854865,1.424012012,0.108619416,-0.529745418,2.585239399,-0.312501589,1.199760499,0.568253938,-5.9684934,-1.063503562,1.297527864,2.621685706,-0.096542743,0.071200601,0.005430971,-0.026487271,0.12926197,-0.015625079,0.059988025,0.028412697,-0.29842467,-0.053175178,0.064876393,0.131084285,2.997054274,5.322881461,2.10898516,-0.350607223,2.950287929,-4.194854864,-1.51816905,-1.957386907,-1.911324876,-4.029472288,1.034087213,-0.451480829,0.149852714,0.266144073,0.105449258,-0.017530361,0.147514396,-0.209742743,-0.075908453,-0.097869345,-0.095566244,-0.201473614,0.051704361,-0.022574041,44709.30769,6701.153846,480.7505217,119.2852646,0.14988908,0.002575174,14.59814053,1.459814053
Kerguelen,KER3,CAT2-S3-1E,150,166.5,167.5,167,8805.218182,22916.63636,53492.81818,1.284545455,-1.945496825,1.234724793,-0.028267887,-0.601762079,2.303593478,-0.233201527,1.291546304,0.474871303,-5.816697836,-0.871490347,1.404407262,2.787773363,-0.097274841,0.06173624,-0.001413394,-0.030088104,0.115179674,-0.011660076,0.064577315,0.023743565,-0.290834892,-0.043574517,0.070220363,0.139388668,3.022998429,5.247559919,2.552644443,-0.267579348,2.707014869,-4.41138183,-1.559087833,-1.912414654,-2.044210632,-4.064145352,0.9261701,-0.197568111,0.151149921,0.262377996,0.127632222,-0.013378967,0.135350743,-0.220569092,-0.077954392,-0.095620733,-0.102210532,-0.203207268,0.046308505,-0.009878406,42635.63636,6326,580.8738715,215.6218913,0.148365123,0.004299314,16.90937719,1.690937719
Kerguelen,KER3,CAT2-S3-1E,152,169.1,170.2,169.6,8943.066667,23838.75,55856.58333,1.305,-1.678802629,1.299761841,0.029164005,-0.616295345,2.604049988,-0.072205628,1.382465009,0.651066423,-5.847403962,-1.936214637,1.390404184,2.794010753,-0.083940131,0.064988092,0.0014582,-0.030814767,0.130202499,-0.003610281,0.06912325,0.032553321,-0.292370198,-0.096810732,0.069520209,0.139700538,2.960738737,5.099704576,2.391627495,-0.305705916,3.122459282,-4.330198392,-1.621188474,-2.018091638,-1.940292962,-3.914065028,0.891471758,-0.336459438,0.148036937,0.254985229,0.119581375,-0.015285296,0.156122964,-0.21650992,-0.081059424,-0.100904582,-0.097014648,-0.195703251,0.044573588,-0.016822972,44265.16667,6654.75,431.5213749,139.8129432,0.150340893,0.002954636,16.28053307,1.628053307
Kerguelen,KER3,CAT2-S3-1E,156,174.6,175.7,175.1,9234.5,24150.41667,56959.25,1.314166667,-2.215954798,1.034807215,-0.291706146,-0.540729145,2.899340766,0.253838214,1.134650797,0.498077475,-6.040966427,-0.632860861,1.275083287,2.626419623,-0.11079774,0.051740361,-0.014585307,-0.027036457,0.144967038,0.012691911,0.05673254,0.024903874,-0.302048321,-0.031643043,0.063754164,0.131320981,3.113413947,5.321561336,2.158203539,-0.306099015,3.367706766,-4.362577551,-1.683358477,-2.268904455,-2.041277345,-3.829046641,0.94181978,-0.411441882,0.155670697,0.266078067,0.107910177,-0.015304951,0.168385338,-0.218128878,-0.084167924,-0.113445223,-0.102063867,-0.191452332,0.047090989,-0.020572094,44410.25,6639.166667,528.8282287,144.25472,0.149494094,0.00257635,15.06361518,1.506361518
Kerguelen,KER3,CAT2-S3-1E,158,177.2,178.3,177.8,9367.741667,24389.75,65545.75,1.443333333,-2.845585859,0.685347844,-0.953021691,-1.058164791,4.707625832,0.631850803,0.773024399,0.092682377,-3.525829635,-1.583589214,0.827256596,2.248403338,-0.142279293,0.034267392,-0.047651085,-0.05290824,0.235381292,0.03159254,0.03865122,0.004634119,-0.176291482,-0.079179461,0.04136283,0.112420167,2.814885796,5.004455024,2.030245235,-0.456120528,4.078412581,-4.118106862,-1.839066043,-2.094474504,-1.658209707,-3.957673693,0.566024738,-0.370372037,0.14074429,0.250222751,0.101512262,-0.022806026,0.203920629,-0.205905343,-0.091953302,-0.104723725,-0.082910485,-0.197883685,0.028301237,-0.018518602,42433,6370.916667,1437.304421,133.0478098,0.150237827,0.004015724,18.80299972,1.880299972
Kerguelen,KER3,CAT2-S3-1E,159,178.6,179.6,179.1,9437.281818,22739.45455,53365.90909,1.293636364,-2.269114557,1.077274588,-0.479579783,-0.641182062,2.710557393,-0.321301458,1.279352743,0.479010693,-4.640692522,-1.360855997,1.387585998,2.778944965,-0.113455728,0.053863729,-0.023978989,-0.032059103,0.13552787,-0.016065073,0.063967637,0.023950535,-0.232034626,-0.0680428,0.0693793,0.138947248,2.972426885,5.279414242,2.003570385,-0.399606349,3.757608604,-4.048871624,-1.881585115,-2.407613692,-1.669398321,-4.222367603,0.80443348,-0.188010891,0.148621344,0.263970712,0.100178519,-0.019980317,0.18788043,-0.202443581,-0.094079256,-0.120380685,-0.083469916,-0.21111838,0.040221674,-0.009400545,42068.45455,6251.181818,1814.467049,334.6352696,0.148558148,0.003044998,17.11379224,1.711379224
Kerguelen,KER3,CAT2-S3-1E,163,183.8,184.9,184.3,9717.925,23110.5,55527.41667,1.431666667,-0.772430532,0.46697271,0.142766707,-0.553668148,2.992258218,-0.793135205,0.408323983,-0.42702099,-4.110114507,-0.308593417,0.518246225,2.436394957,-0.038621527,0.023348635,0.007138335,-0.027683407,0.149612911,-0.03965676,0.020416199,-0.02135105,-0.205505725,-0.015429671,0.025912311,0.121819748,5.009825996,3.928962655,2.634111005,0.722094667,4.109309176,-6.060423341,-4.393773151,-3.777463293,-0.465454671,-0.924095354,-1.466273777,0.683180086,0.2504913,0.196448133,0.13170555,0.036104733,0.205465459,-0.303021167,-0.219688658,-0.188873165,-0.023272734,-0.046204768,-0.073313689,0.034159004,41686.16667,6203.5,2881.56204,176.1025011,0.149359515,0.00933067,29.20476316,2.920476316
Kerguelen,KER3,CAT2-S3-1E,165,186.4,187.5,187,9857.625,23307.41667,55448.83333,1.350833333,-2.534994867,0.862863614,0.363675694,-0.459728696,2.253884801,-0.108718301,1.290380332,0.298218477,-5.849180871,-0.513447303,1.447175899,2.949871221,-0.126749743,0.043143181,0.018183785,-0.022986435,0.11269424,-0.005435915,0.064519017,0.014910924,-0.292459044,-0.025672365,0.072358795,0.147493561,2.7300978,4.94252317,2.590304435,-0.986131101,3.759788694,-3.845110506,-2.101263935,-2.400528289,-1.159479776,-4.702635524,0.343540609,0.828894422,0.13650489,0.247126158,0.129515222,-0.049306555,0.187989435,-0.192255525,-0.105063197,-0.120026414,-0.057973989,-0.235131776,0.01717703,0.041444721,43623.83333,6510.5,640.2962146,107.623502,0.149262991,0.00283193,12.99938484,1.299938484
Kerguelen,KER3,CAT2-S3-1E,168,190.4,191.5,190.9,10071.14167,22089.83333,54170.16667,1.274166667,-0.624322454,0.33043118,0.484975599,-0.633315321,2.860423637,-1.006777698,0.185313779,-0.857136608,-3.617372563,-0.248845963,1.020472232,2.106154181,-0.031216123,0.016521559,0.02424878,-0.031665766,0.143021182,-0.050338885,0.009265689,-0.04285683,-0.180868628,-0.012442298,0.051023612,0.105307709,4.864745586,4.35961236,2.931568722,0.098667899,3.498780128,-5.214026631,-3.530912021,-3.829279156,-1.622304199,-1.396218257,-0.406787243,0.246152813,0.243237279,0.217980618,0.146578436,0.004933395,0.174939006,-0.260701332,-0.176545601,-0.191463958,-0.08111521,-0.069810913,-0.020339362,0.012307641,39546.08333,6306.75,2425.446068,161.5302533,0.159933655,0.008987334,27.21596234,2.721596234
Kerguelen,KER3,CAT2-S3-1E,171,194,195,194.5,10256.17273,19908.45455,50475.81818,1.320909091,-0.67339631,0.24190055,0.053528242,-0.686729841,3.25758492,-0.82218062,-0.008372704,-0.575680838,-2.670251261,-0.383027453,0.40035089,1.866274425,-0.033669816,0.012095028,0.002676412,-0.034336492,0.162879246,-0.041109031,-0.000418635,-0.028784042,-0.133512563,-0.019151373,0.020017544,0.093313721,2.883048749,4.668682574,2.828278496,-0.585416748,3.039202218,-4.059122022,-2.280178906,-3.0794185,-1.220909756,-3.319684653,0.367690937,0.757827612,0.144152437,0.233434129,0.141413925,-0.029270837,0.151960111,-0.202956101,-0.114008945,-0.153970925,-0.061045488,-0.165984233,0.018384547,0.037891381,33834.27273,5793.181818,4772.846972,246.9865657,0.173548204,0.0186866,19.68051247,1.968051247
Kerguelen,KER3,CAT2-S3-1E,174,197.7,198.6,198.1,10446.9,13682.1,38366.3,1.392,0.611009721,0.221023669,0.192390856,-0.451351605,3.244814563,-0.87952052,-0.786123964,-1.193903505,-2.070763478,0.296061762,-0.315872677,1.132235179,0.030550486,0.011051183,0.009619543,-0.02256758,0.162240728,-0.043976026,-0.039306198,-0.059695175,-0.103538174,0.014803088,-0.015793634,0.056611759,5.184061508,4.007451915,2.530025508,0.319093624,3.929660437,-4.431687977,-3.909194027,-3.568643165,-1.365131455,-1.337478897,-1.453364136,0.095206665,0.259203075,0.200372596,0.126501275,0.015954681,0.196483022,-0.221584399,-0.195459701,-0.178432158,-0.068256573,-0.066873945,-0.072668207,0.004760333,19365.6,4995,588.0996136,109.3953076,0.258095926,0.007975903,61.00575571,6.100575571
Kerguelen,KER3,CAT2-S3-1E,177,201.6,202.7,202.1,10658.89167,23686,56209.83333,1.290833333,-1.816942842,0.276346597,-0.058260975,-1.15824689,2.380887971,-0.563610883,0.642407609,-0.008719385,-0.27422378,-2.546605235,0.566726402,2.56024141,-0.090847142,0.01381733,-0.002913049,-0.057912344,0.119044399,-0.028180544,0.03212038,-0.000435969,-0.013711189,-0.127330262,0.02833632,0.128012071,3.381623309,3.923147331,2.435467457,-0.333637566,3.392219076,-4.631692422,-2.781701705,-2.598546758,-0.836850417,-2.413090071,-0.771512673,1.234574438,0.169081165,0.196157367,0.121773373,-0.016681878,0.169610954,-0.231584621,-0.139085085,-0.129927338,-0.041842521,-0.120654504,-0.038575634,0.061728722,43203.25,6446.083333,545.7532118,185.0432177,0.149211874,0.004169422,25.27742393,2.527742393
Kerguelen,KER3,CAT2-S3-1E,181,207,208.1,207.5,10924.02,24427,62999.2,1.34,-3.930780823,0.641866172,-0.338963081,-1.091702359,4.461007863,-0.309110118,0.986276124,0.255839016,-0.532922342,-3.342994158,0.667364748,2.534118959,-0.196539041,0.032093309,-0.016948154,-0.054585118,0.223050393,-0.015455506,0.049313806,0.012791951,-0.026646117,-0.167149708,0.033368237,0.126705948,2.715763035,4.233535818,1.891426867,-0.939168433,4.171267378,-2.594537699,-1.619709226,-3.212510965,-0.440337155,-4.116548005,-0.423981567,0.334799952,0.135788152,0.211676791,0.094571343,-0.046958422,0.208563369,-0.129726885,-0.080985461,-0.160625548,-0.022016858,-0.2058274,-0.021199078,0.016739998,43344,6470.4,1511.531508,200.3204932,0.149386262,0.005733552,16.55729191,1.655729191
Marion Island,PB1,PB1_1A,4,5,6.3,5.7,154.78,21886.23077,51097.61538,1.358461538,-0.012643425,0.567983305,-0.755770538,-0.173554918,2.762987632,-0.021001683,1.136964849,0.467269329,-5.88703382,-0.640212197,-0.050200837,2.605212304,-0.000632171,0.028399165,-0.037788527,-0.008677746,0.138149382,-0.001050084,0.056848242,0.023363466,-0.294351691,-0.03201061,-0.002510042,0.130260615,3.639413426,4.211191752,2.155401129,0.479856125,3.996584094,-3.501232769,-2.788869128,-1.744665212,-0.553743164,-4.167365881,0.368767919,-2.095338291,0.181970671,0.210559588,0.107770056,0.023992806,0.199829205,-0.175061638,-0.139443456,-0.087233261,-0.027687158,-0.208368294,0.018438396,-0.104766915,40130.07692,5827.076923,2383.093349,421.9489427,0.145120525,0.002974175,28.41964251,2.841964251
Marion Island,PB1,PB1_1A,7,9.8,11.1,10.4,333.91,23303.71429,57021.57143,1.264285714,-1.044855004,0.347644134,-0.296222085,-1.33392116,3.502580571,-0.119477056,0.87127403,0.367042394,-3.757063215,-1.47979593,0.650417937,2.292375385,-0.05224275,0.017382207,-0.014811104,-0.066696058,0.175129029,-0.005973853,0.043563701,0.01835212,-0.187853161,-0.073989797,0.032520897,0.114618769,3.172156518,4.310748459,2.777438948,-0.013051668,4.495688308,-3.42495747,-2.798476836,-1.877469373,-1.012598655,-4.180930315,0.180066215,-1.628614132,0.158607826,0.215537423,0.138871947,-0.000652583,0.224784415,-0.171247873,-0.139923842,-0.093873469,-0.050629933,-0.209046516,0.009003311,-0.081430707,42628.85714,6302.285714,847.7820708,115.6296665,0.147880167,0.003362614,70.38997719,7.038997719
Marion Island,PB1,PB1_1A,9,12.6,13.8,13.2,440.63,22344.46154,54220.76923,1.322307692,-1.22067088,0.54613654,-0.168516846,-0.979786794,3.727177924,-0.048321264,1.150699541,0.405742748,-4.130689635,-2.55023926,0.68959193,2.578875995,-0.061033544,0.027306827,-0.008425842,-0.04898934,0.186358896,-0.002416063,0.057534977,0.020287137,-0.206534482,-0.127511963,0.034479597,0.1289438,3.18066088,4.202038493,2.820875988,-0.281161123,4.726238969,-3.544747509,-2.582293783,-1.819992479,-1.112835543,-4.289221317,0.245812487,-1.545375063,0.159033044,0.210101925,0.141043799,-0.014058056,0.236311948,-0.177237375,-0.129114689,-0.090999624,-0.055641777,-0.214461066,0.012290624,-0.077268753,41067.15385,6062.538462,1708.77626,259.7699673,0.147634556,0.002370346,24.25268384,2.425268384
Marion Island,PB1,PB1_1A,14,19.4,20.7,20.1,704.72,21344,55060.5,1.252142857,-1.850283566,0.231428125,0.359986857,-1.706576845,4.101943905,-0.469687226,0.664843627,0.089111903,-2.589950762,-1.168565081,0.148736409,2.189012655,-0.092514178,0.011571406,0.017999343,-0.085328842,0.205097195,-0.023484361,0.033242181,0.004455595,-0.129497538,-0.058428254,0.00743682,0.109450633,2.784752491,4.217791865,3.227375346,-0.361771069,4.773894574,-3.40512038,-2.391799186,-2.083869719,-1.443506265,-4.134522978,0.021939169,-1.205163848,0.139237625,0.210889593,0.161368767,-0.018088553,0.238694729,-0.170256019,-0.119589959,-0.104193486,-0.072175313,-0.206726149,0.001096958,-0.060258192,39068.78571,5818.5,373.9010932,91.22562899,0.148946779,0.002973005,28.08949975,2.808949975
Marion Island,PB1,PB1_1A,16,22.3,23.5,22.9,810.69,20499.53846,50354,1.313076923,-1.75183205,0.228798567,0.522950761,-1.335671653,3.159913187,-0.210235599,0.830744326,0.07859656,-2.758071019,-1.709720565,0.659173388,2.285354098,-0.087591603,0.011439928,0.026147538,-0.066783583,0.157995659,-0.01051178,0.041537216,0.003929828,-0.137903551,-0.085486028,0.032958669,0.114267705,2.634006459,4.268303457,3.382241985,-0.30734429,4.408264406,-3.30428942,-2.535965721,-2.125883396,-1.463714103,-4.02916442,0.13526738,-1.061722337,0.131700323,0.213415173,0.169112099,-0.015367214,0.22041322,-0.165214471,-0.126798286,-0.10629417,-0.073185705,-0.201458221,0.006763369,-0.053086117,38739.15385,5718.153846,472.1078348,176.954724,0.147600634,0.003996293,32.86456422,3.286456422
Marion Island,PB1,PB1_1A,17,23.7,24.9,24.3,862.94,21543,53523.92308,1.347692308,-2.496960352,0.146694687,0.181258609,-1.561499704,3.849920283,-0.54492461,0.83716244,0.184208463,-2.64753321,-0.891832791,0.547049922,2.396456263,-0.124848018,0.007334734,0.00906293,-0.078074985,0.192496014,-0.02724623,0.041858122,0.009210423,-0.132376661,-0.04459164,0.027352496,0.119822813,2.520125388,4.299853544,3.212429449,-0.297628965,4.571052008,-3.251137567,-2.399983165,-2.048634157,-1.413068867,-4.144131465,0.133697939,-1.182574143,0.126006269,0.214992677,0.160621472,-0.014881448,0.2285526,-0.162556878,-0.119999158,-0.102431708,-0.070653443,-0.207206573,0.006684897,-0.059128707,39635.15385,5831.307692,771.3963363,162.8349802,0.147154705,0.004268201,31.47956371,3.147956371
Marion Island,PB1,PB1_1A,22,30.4,31.6,31,1116.79,22876.84615,54689.61538,1.250769231,-1.951949053,0.74067412,0.616980975,-0.777290636,2.953161104,-0.35593416,1.165345116,0.529866405,-5.997022566,-0.529287047,1.041187262,2.56426848,-0.097597453,0.037033706,0.030849049,-0.038864532,0.147658055,-0.017796708,0.058267256,0.02649332,-0.299851128,-0.026464352,0.052059363,0.128213424,2.40376616,4.390234208,3.33746457,-0.217474856,4.393398767,-3.236026696,-2.450114243,-2.032574183,-1.743868045,-3.973714306,0.2281638,-1.099255176,0.120188308,0.21951171,0.166873228,-0.010873743,0.219669938,-0.161801335,-0.122505712,-0.101628709,-0.087193402,-0.198685715,0.01140819,-0.054962759,42683.07692,6365.846154,954.1762994,233.4162398,0.149119361,0.003357047,40.47366511,4.047366511
Marion Island,PB1,PB1_1A,28,38.5,39.8,39.2,1426.52,21749.42857,56612.21429,1.285,-2.20953574,0.798426133,1.514556255,-0.722971926,3.766765596,-0.549820675,0.225994636,-0.329355297,-3.100752835,-2.497217813,1.406436943,1.697474723,-0.110476787,0.039921307,0.075727813,-0.036148596,0.18833828,-0.027491034,0.011299732,-0.016467765,-0.155037642,-0.124860891,0.070321847,0.084873736,2.357589176,4.340015038,3.501201175,0.058515939,4.448073305,-3.159264956,-2.584968353,-2.219825543,-1.759168278,-3.899693262,-0.120166324,-0.962307917,0.117879459,0.217000752,0.175060059,0.002925797,0.222403665,-0.157963248,-0.129248418,-0.110991277,-0.087958414,-0.194984663,-0.006008316,-0.048115396,37951.35714,6005.214286,629.9064164,131.4546886,0.158260431,0.003722228,36.81900645,3.681900645
Marion Island,PB1,PB1_1A,32,44,45.3,44.7,1634.77,17843.81818,53673.90909,1.360909091,-2.816729679,0.694436872,1.592586169,-0.821994835,3.955141914,-0.407363759,-0.464629521,-0.781393859,-2.093580248,-1.497345515,1.583655324,1.057217136,-0.140836484,0.034721844,0.079629308,-0.041099742,0.197757096,-0.020368188,-0.023231476,-0.039069693,-0.104679012,-0.074867276,0.079182766,0.052860857,2.292727418,4.405092978,3.544409188,0.125751738,4.507613234,-3.19197421,-2.6935105,-2.311686625,-1.664951486,-3.984303439,-0.180149012,-0.849019285,0.114636371,0.220254649,0.177220459,0.006287587,0.225380662,-0.159598711,-0.134675525,-0.115584331,-0.083247574,-0.199215172,-0.009007451,-0.042450964,26079.63636,4919.090909,1188.488727,222.6654237,0.188784788,0.008324653,41.3738341,4.13738341
Marion Island,PB1,PB1_1B,39,46.4,47.6,47,1723.12,18223.53846,54931,1.334615385,-2.616024654,0.648738575,1.361253019,-0.777296115,4.141922938,-0.418360999,-0.359131763,-0.798255917,-1.861555583,-1.948904969,1.506252871,1.121362598,-0.130801233,0.032436929,0.068062651,-0.038864806,0.207096147,-0.02091805,-0.017956588,-0.039912796,-0.093077779,-0.097445248,0.075312644,0.05606813,2.276757331,4.363755997,3.436356326,0.127380144,4.518841475,-3.019846465,-2.399481003,-2.331716459,-1.767666911,-3.967983613,-0.288323961,-0.948072861,0.113837867,0.2181878,0.171817816,0.006369007,0.225942074,-0.150992323,-0.11997405,-0.116585823,-0.088383346,-0.198399181,-0.014416198,-0.047403643,27081.38462,4963.846154,1760.984173,170.5983813,0.183735067,0.008714645,27.67460241,2.767460241
Marion Island,PB1,PB1_1B,41,49.3,50.5,49.9,1830.5,16071.90909,66787.09091,1.356363636,-1.841946955,1.137000414,1.639676164,-0.524130713,4.463871426,-0.608657141,-0.935402119,-1.431687765,-1.982429996,-1.802121525,1.3793375,0.506490709,-0.092097348,0.056850021,0.081983808,-0.026206536,0.223193571,-0.030432857,-0.046770106,-0.071584388,-0.0991215,-0.090106076,0.068966875,0.025324535,2.50480998,4.456405552,3.319674305,0.409275109,4.663995703,-2.992959313,-2.694876783,-2.633986295,-1.90920857,-3.751972191,-0.314531073,-1.056626423,0.125240499,0.222820278,0.165983715,0.020463755,0.233199785,-0.149647966,-0.134743839,-0.131699315,-0.095460429,-0.18759861,-0.015726554,-0.052831321,16348,4016.909091,2198.612017,347.3880984,0.247630758,0.019098787,26.73751232,2.673751232
Marion Island,PB1,PB1_1B,42,50.6,51.8,51.2,1878.53,15603.69231,65775.23077,1.354615385,-1.7199155,1.233739211,1.715150503,-0.555630057,4.410312903,-0.836274384,-0.966031231,-1.281845623,-1.736301409,-1.984289431,1.274955983,0.446129034,-0.085995775,0.061686961,0.085757525,-0.027781503,0.220515645,-0.041813719,-0.048301562,-0.064092281,-0.08681507,-0.099214472,0.063747799,0.022306452,2.259207785,4.396521401,3.351883484,0.3213956,4.635633792,-2.982605588,-2.175391861,-2.513220415,-1.901396405,-3.994957532,-0.371492043,-1.025578218,0.112960389,0.21982607,0.167594174,0.01606978,0.23178169,-0.149130279,-0.108769593,-0.125661021,-0.09506982,-0.199747877,-0.018574602,-0.051278911,16194.46154,3884.615385,2480.248631,340.9397646,0.242483117,0.02124784,24.29736534,2.429736534
Marion Island,PB1,PB1_1B,44,53.3,54.5,53.9,1980.2,16945.46154,76043.46154,1.376923077,-1.53022948,1.387382981,1.699105446,-0.482784936,4.422332586,-0.929014975,-0.893284379,-1.360127145,-1.475785656,-2.200860431,1.157135466,0.206130524,-0.076511474,0.069369149,0.084955272,-0.024139247,0.221116629,-0.046450749,-0.044664219,-0.068006357,-0.073789283,-0.110043022,0.057856773,0.010306526,2.227177914,4.346491847,3.267933639,0.206964206,4.540719712,-2.69537666,-2.03608688,-2.472116714,-1.91170316,-3.970206486,-0.404382167,-1.099415251,0.111358896,0.217324592,0.163396682,0.01034821,0.227035986,-0.134768833,-0.101804344,-0.123605836,-0.095585158,-0.198510324,-0.020219108,-0.054970763,16203.07692,4008.076923,2363.368869,231.3141664,0.250592846,0.025376638,31.01118031,3.101118031
Marion Island,PB1,PB1_1B,45,54.7,55.8,55.2,2030.05,16674,77864.16667,1.378333333,-1.52240436,1.406209669,1.818302089,-0.486858553,4.484945336,-0.737672355,-1.112716867,-1.630275469,-1.660580818,-2.164681467,1.34333649,0.262396303,-0.076120218,0.070310483,0.090915104,-0.024342928,0.224247267,-0.036883618,-0.055635843,-0.081513773,-0.083029041,-0.108234073,0.067166825,0.013119815,2.179651165,4.34648757,3.257045097,0.163293599,4.521196055,-2.678537558,-1.810962115,-2.520490111,-1.915856864,-4.037382353,-0.383217026,-1.121227459,0.108982558,0.217324378,0.162852255,0.00816468,0.226059803,-0.133926878,-0.090548106,-0.126024506,-0.095792843,-0.201869118,-0.019160851,-0.056061373,14820.66667,3984,1368.919237,282.4474207,0.26950347,0.011653478,19.89352741,1.989352741
Marion Island,PB1,PB1_1B,46,56,57.7,56.8,2091.11,15703.22222,77928,1.403888889,-1.223708459,1.603414269,1.716613398,-0.297275782,4.451399049,-1.068912826,-1.370040323,-1.498569843,-1.718533741,-1.927231867,1.221383753,0.111462373,-0.061185423,0.080170713,0.08583067,-0.014863789,0.222569952,-0.053445641,-0.068502016,-0.074928492,-0.085926687,-0.096361593,0.061069188,0.005573119,2.345813863,4.450417284,3.271892601,0.32680406,4.595716694,-2.946959385,-2.412319778,-2.411489558,-1.95506316,-3.844501543,-0.335268965,-1.085042113,0.117290693,0.222520864,0.16359463,0.016340203,0.229785835,-0.147347969,-0.120615989,-0.120574478,-0.097753158,-0.192225077,-0.016763448,-0.054252106,12691.55556,3692.277778,1860.554099,300.1573716,0.294419522,0.030618416,27.0545809,2.70545809
