"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Ca","Ca_sd","Ca_ICP","Ca_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,5774.45833333333,247.333333333333,38.2273898315505,7585.017065,119.0582216,9874.12310604562,1492.27825602688,18255.9679560644
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,5914.69166666667,217.166666666667,30.328004859995,7317.516566,219.0972257,8934.58399390023,550.01446153866,17319.1535262618
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,6045.02727272727,348.363636363636,59.321619545108,7179.414733,219.243921,13020.7061295442,4634.84899162192,21406.5632674664
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,6127.60909090909,375.818181818182,39.5267458357457,9461.06745,314.1395737,13875.7763812807,5485.33521581603,22266.2175467454
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,6161.61818181818,374,40.2243707222375,8311.822141,243.7283369,13819.1492122915,5429.05770904791,22209.2407155352
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,6233.21818181818,305.545454545455,27.0494496667257,4039.228505,118.4041127,11687.1362998491,3305.44999363995,20068.8226060582
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,6633.50909090909,307.545454545455,38.5885051183993,5046.388886,101.3494984,11749.4261857372,3367.62594562294,20131.2264258514
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,6779.31666666667,361.416666666667,32.1543389786124,5399.551536,155.4784276,13427.242013579,5039.39134351837,21815.0926836396
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,6996.89090909091,418.545454545455,52.4640136405206,7612.230803,168.9409106,15206.5148525264,6805.97800803825,23607.0516970145
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,7135.69230769231,356.846153846154,30.9834529866243,11154.85179,310.394632,13284.8936525591,4897.7793718909,21672.0079332272
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,7290.50833333333,477.166666666667,163.548065402712,11483.54156,242.7777321,17032.2691593524,8612.03607260121,25452.5022461035
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,7450.61818181818,315.727272727273,58.4261771966828,10269.18303,319.7998586,12004.2484461885,3621.899550392,20386.5973419849
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,7672.18333333333,318.083333333333,48.1578056230165,12229.13292,864.7429197,12077.6278193369,3695.09632716118,20460.1593115127
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,7821.06363636364,309.272727272727,41.8045234612019,9855.628818,190.0778574,11803.2219962769,3421.31697782118,20185.1270147326
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,8011.50909090909,289.818181818182,47.4569661521218,10048.24434,653.9557626,11197.3112880927,2816.24455735544,19578.37801883
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,7881.69166666667,334.5,42.0681265654566,6960.861032,157.416355,12588.9239660017,4204.81484563843,20973.033086365
"Bird Island","BI10","BI10.13",519,491,492,491.5,8384.23636363636,305.909090909091,40.4164682906722,7012.381581,44.90787058,11698.4617336469,3316.75530195625,20080.1681653376
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,8490.03636363636,346.727272727273,46.9128786349568,9040.006112,121.9027865,12969.7416774539,4584.11066966622,21355.3726852416
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,8597.97,495.9,91.0792695037314,11396.20863,173.5311002,17615.7177571708,9187.7713314862,26043.6641828555
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,8738.44,555.3,77.0310904043873,7680.69076,235.9017829,19465.7273680472,11008.808642851,27922.6460932434
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-30.6269230769231,458.153846153846,40.4863066436175,15948.18938,296.6363225,16440.1159492752,8027.00968852138,24853.222210029
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-1.38846153846154,484.307692307692,90.9105646733688,16588.68048,111.1441592,17254.6759955041,8831.58346131468,25677.7685296935
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,27.85,558.692307692308,81.928204967708,15380.19155,46.14057465,19571.3805975728,11112.6010276742,28030.1601674714
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,56.4453846153846,541,123.003387487229,15558.14641,281.60245,19020.3546839473,10571.0358989068,27469.6734689879
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,110.519230769231,330,60.0874362907921,17669.83951,81.28126176,12448.7717227535,4065.14816752376,20832.3952779832
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,152.406666666667,371.916666666667,58.1556818662917,21182.64262,288.0839396,13754.2639144915,5364.5650336854,22143.9627952975
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,210.763076923077,485,121.194746860855,16828.03623,129.575879,17276.2378790807,8852.86282945209,25699.6129287094
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,281.104545454545,474.818181818182,70.0054543329563,23025.53265,198.0195808,16959.1257327414,8539.81125663502,25378.4402088477
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,321.895,778.666666666667,189.861831739597,19806.58483,186.1818974,26422.4694569825,17796.4246748135,35048.5142391514
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,363.2825,426.166666666667,69.2227410522574,23961.57686,191.6926149,15443.877069206,7041.16129387384,23846.5928445382
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,382.52,452.833333333333,90.9333755442895,19881.77207,65.60984782,16274.4088810472,7863.17016438954,24685.6475977049
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,493.1425,402.166666666667,33.6042024788928,16479.65741,75.80642407,14696.3984385489,6300.15723781156,23092.6396392862
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,520.634166666667,349.166666666667,49.5834160936411,10723.74092,15.01323728,13045.7164625144,4659.74641459389,21431.6865104349
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,601.545833333333,377.083333333333,36.6294921746084,16718.31854,180.5578402,13915.1794530357,5524.49112656999,22305.8677795014
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,653.46,317.363636363636,77.9695744855296,20223.29166,202.2329166,12055.2128982787,3672.73835009198,20437.6874464654
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,692.363333333333,320.583333333333,51.4789601034572,17750.4328,209.455107,12155.490176697,3772.75290352068,20538.2274498734
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,770.521818181818,760.272727272727,95.7685657291482,26370.11281,58.01424818,25849.5912640419,17240.986620039,34458.1959080449
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,822.286923076923,644.846153846154,105.845678666196,26667.54291,424.0139323,22254.6372204445,13741.2016172449,30768.0728236441
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,906.45,440.846153846154,56.603660296613,19173.11646,243.4985791,15901.068859859,7493.8342107975,24308.3035089205
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,961.955384615385,283.846153846154,55.7551883293477,20274.4736,85.15278913,11011.3128176436,2630.35288756587,19392.2727477214
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,977.5775,326.75,77.8421479662528,15679.13954,25.08662327,12347.5506581853,3964.25284166461,20730.8484747061
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,1058.64692307692,678.923076923077,216.812308052557,23770.8588,204.4293857,23315.9610453839,14777.0158679377,31854.9062228302
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,1151.60416666667,303.5,39.8189082540626,19931.45628,131.5476115,11623.4307347363,3241.85275016516,20005.0087193073
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,1233.23666666667,259.083333333333,43.0654012854726,21097.44306,554.8627524,10240.0761856382,1858.80455072735,18621.347820549
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,1270.93,317.785714285714,47.4149904426999,15108.07419,273.4561428,12068.3584910798,3685.85067164211,20450.8663105174
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,1396.85230769231,233.769230769231,44.6358485340984,16222.83208,115.1821078,9451.66990559947,1068.82303887598,17834.516772323
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,1480.03461538462,243.153846153846,29.5235672919284,14715.29986,269.2899875,9743.95321630512,1361.83848485439,18126.0679477559
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,1611.23,377.416666666667,55.3360943086277,19331.44723,143.0527095,13925.5611006837,5534.80712752084,22316.3150738466
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,1669.44846153846,460.307692307692,68.8069577579,16304.49768,211.9584699,16507.197364847,8093.31930588842,24921.0754238055
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,1768.77461538462,202.076923076923,27.7262256671114,5436.594439,51.10398773,8464.61479075736,78.006044167787,16851.2235373469
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,1865.00538461538,261.153846153846,20.4240305924425,14110.24974,173.5560718,10304.562189298,1923.36319734787,18685.7611812481
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,1961.41923076923,272.692307692308,39.0542029649917,13479.76097,118.6218965,10663.9269155754,2282.97707409683,19044.8767570541
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,2158.50153846154,244.153846153846,34.3943942957913,14253.70812,42.76112437,9775.09815924917,1393.05115169455,18157.1451668038
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,2273.88416666667,307,44.7965096042903,11992.59067,135.5162746,11732.4380350404,3350.66965416883,20114.206415912
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,2256.42833333333,372.416666666667,48.5713314870433,19005.72883,266.0802036,13769.8363859635,5380.04405815232,22159.6287137746
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,2363.54384615385,298.538461538462,37.2639579768785,10921.53411,245.7345174,11468.903902437,3087.55420710475,19850.2535977692
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,2407.86357142857,261.928571428571,54.4800094398985,13096.11662,299.9010705,10328.6909637766,1947.51696752609,18709.8649600271
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,2535.41461538462,340.846153846154,66.2682002092584,13147.58443,67.05268057,12786.5745654543,4401.71251155575,21171.4366193529
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,2595.94769230769,274.538461538462,54.9266410536444,11323.61093,135.8833311,10721.4252717798,2340.49079666445,19102.3597468952
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,2697.92846153846,328.538461538462,47.7835665346281,11871.90515,118.7190515,12403.2521907584,4019.7777107352,20786.7266707815
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,2780.0925,293.166666666667,66.3130774615704,21435.85886,171.4868709,11301.5996576478,2920.44210348339,19682.7572118122
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,2819.29,326.916666666667,65.2428447255236,18063.59942,160.7660348,12352.7414820094,3969.42746997325,20736.0554940455
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,2859.43,422.833333333333,152.979400475021,16570.75403,175.6499928,15340.0605927258,6938.31189472992,23741.8092907217
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,2943.97461538462,236.846153846154,58.5432121796173,9282.261886,275.683178,9547.50049927346,1164.91290804902,17930.0880904979
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,3049.39,231.769230769231,25.3020218103674,16688.31951,120.1559005,9389.38001971137,1006.35456386227,17772.4054755605
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,3062.22846153846,217.153846153846,32.8096686812647,11281.74843,143.2782051,8934.18469975991,549.613626190165,17318.7557733297
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,3116.22307692308,313.076923076923,36.5933999933994,10268.05232,158.1280057,11921.7034575465,3539.54681734006,20303.860097753
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,3169.09230769231,231.538461538462,22.2733599643737,13752.84253,276.4321349,9382.19272518583,999.14615288998,17765.2392974817
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,3233.34153846154,267.538461538462,31.8240354255904,12789.28681,182.8868014,10503.4106711715,2122.38216455724,18884.4391777858
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,3335.24833333333,331,59.2314412821741,13600.89319,92.48607368,12479.9166656975,4096.18867353237,20863.6446578627
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,3328.03692307692,300.384615384615,37.8319495962924,15125.15668,72.60075205,11526.4022586413,3144.97331961667,19907.831197666
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,3378.91846153846,292.076923076923,44.1823145961925,11805.42446,195.970046,11267.6596557216,2886.53409967436,19648.7852117688
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,3442.75846153846,313.846153846154,46.1552563887115,14687.33659,261.4345912,11945.661105965,3563.45009992802,20327.8721120021
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,3494.21153846154,280.307692307692,40.1006745898882,11153.06418,113.7612546,10901.1076349185,2520.17762122028,19282.0376486168
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,3563.64071428571,323.285714285714,35.1511649252823,13037.74795,88.65668607,12239.655677272,3856.68203532253,20622.6293192215
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,3603.44,402.857142857143,57.4293641626988,17576.4553,31.63761954,14717.9032801055,6321.49166448965,23114.3148957213
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,3669.60384615385,286.923076923077,38.1629434977211,14146.65191,185.32114,11107.1434113176,2726.13728658737,19488.1495360479
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,3782.35692307692,293.769230769231,30.9385246528064,15132.67009,145.2736329,11320.3664822423,2939.19022409515,19701.5427403894
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,3810.93642857143,279.214285714286,40.5921147542202,11158.13864,189.6883569,10867.0535489523,2486.12775848941,19247.9793394151
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,4016.98,306.769230769231,32.2209917242208,11213.62735,155.8694202,11725.2507405149,3343.49566101354,20107.0058200162
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,4144.90083333333,571.916666666667,52.1474453890702,21625.13237,80.01298978,19983.2525033008,11517.0069689867,28449.4980376149
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,4223.08571428571,550.785714285714,136.634368112311,17533.72021,187.6108062,19325.1301970427,10870.6533317959,27779.6070622894
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,4273.55307692308,657.461538461538,58.985330640501,25617.84304,222.8752345,22647.5426545078,14124.9183848062,31170.1669242095
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,4438.2275,477.583333333333,46.7147209294367,23158.71471,264.0093477,17045.2462189124,8624.84902639795,25465.6434114268
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,4574.44,302.461538461538,43.9879062633799,20268.84804,222.9573285,11591.0879093713,3209.56174453028,19972.6140742123
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,4631.57428571429,312.5,55.5043310853376,24808.64122,322.5123358,11903.7352212327,3521.61858576535,20285.8518567
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,4743.01769230769,298.692307692308,51.8159959462079,10578.61869,76.16605456,11473.6954321207,3092.33939123033,19855.051473011
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,4828.70428571429,467.214285714286,85.1615465511812,15306.70025,192.8644231,16722.3028224331,8305.88858814256,25138.7170567235
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,4912.70923076923,405.846153846154,65.3730909904146,14483.51439,260.703259,14810.9958568173,6413.83568725661,23208.1560263781
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,4939.73076923077,477.769230769231,48.1354925291685,20434.06435,433.2021643,17051.0359839469,8630.56546551271,25471.506502381
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,-43.6,153,48.5455112926691,20764.4876,191.5470843,6936.11682165723,-1460.23767805807,15332.4713213725
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,3.97058823529412,371.058823529412,168.25073201484,24349.44729,711.6515767,13727.5464389267,5338.00673263673,22117.0861452167
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,59.76,543.266666666667,257.69208277285,18719.29689,285.4615205,19090.9498879539,10640.4528137947,27541.4469621131
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,108.485714285714,244.428571428571,100.190368250196,7892.84278,163.3355729,9783.65446225577,1401.62571310922,18165.6832114023
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,130.207142857143,485,249.88181821998,23057.20465,434.2114875,17276.2378790807,8852.86282945209,25699.6129287094
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,153.175,320.6875,347.554258354001,8068.846686,203.0553031,12158.7344415871,3775.98832542672,20541.4805577474
"Kerguelen","KER1","CAT1-S1-1A",11,15.1,16.5,15.8,212.526666666667,153.2,39.8787447860923,7023.833905,194.9295095,6942.34581024604,-1453.95932230003,15338.6509427921
"Kerguelen","KER1","CAT1-S1-1A",13,18,19.4,18.7,308.48,162.333333333333,78.8440292754052,1842.298409,30.56479527,7226.80295580165,-1167.33181497189,15620.9377265752
"Kerguelen","KER1","CAT1-S1-1A",17,24,25.5,24.7,466.2125,220.25,74.4217710082204,15295.91562,236.5896523,9030.61423464437,646.405910077674,17414.8225592111
"Kerguelen","KER1","CAT1-S1-1A",20,28.6,30,29.3,587.28,118.2,28.5236743776113,5707.668952,140.4932862,5852.2728072044,-2553.87119527026,14258.4168096791
"Kerguelen","KER1","CAT1-S1-1A",23,33,34.4,33.7,665.746666666667,637.4,313.138673069023,27130.75859,382.1862963,22022.7271837534,13514.573904037,30530.8804634699
