"Location","Site","Section","sample","min_depth","max_depth","midpoint","Rb","Rb_sd","Rb_ICP","Rb_ICP_sd","Rb_fit_OLS","Rb_lwr_OLS","Rb_upr_OLS","Rb_fit_WLS","Rb_lwr_WLS","Rb_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-0.839723577711161,-0.0419861788855581,-2.77198839105349,-0.138599419552675,-2.920713875669,-4.36365113207953,-1.47777661925848,-2.91910059708478,-4.35418741280493,-1.48401378136462
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,0.275733502545482,0.0137866751272741,-2.92921135759837,-0.146460567879918,-2.28237999333432,-3.7337187714013,-0.831041215267332,-2.27178462665849,-3.67834629550839,-0.865222957808599
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-0.435822186039367,-0.0217911093019683,-2.37826768433896,-0.118913384216948,-2.6895763913232,-4.13414320915918,-1.24500957348722,-2.68471074387196,-4.10793665702409,-1.26148483071983
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-0.370384560593939,-0.0185192280296969,-1.85048611823537,-0.0925243059117683,-2.65212891419415,-4.09711116599925,-1.20714666238905,-2.64673633789315,-4.06820239398599,-1.22527028180032
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-1.29078024510822,-0.064539012255411,-1.76646475756258,-0.088323237878129,-3.17883654013429,-4.62185903015243,-1.73581405011615,-3.18085534277719,-4.63117992986969,-1.73053075568469
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-2.95175148915629,-0.147587574457815,-2.28394595510923,-0.114197297755461,-4.12934753820473,-5.58991527229182,-2.66877980411764,-4.1447411181436,-5.66819124134289,-2.62129099494432
"Bird Island","BI10","BI10.2",45,44,45,44.5,-1.28783272785235,-0.0643916363926175,-0.8774587514868,-0.04387293757434,-3.17714978753171,-4.62016519259485,-1.73413438246856,-3.17914485563554,-4.62936317671277,-1.72892653455832
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-0.909532992853513,-0.0454766496426756,-3.19879095169139,-0.159939547584569,-2.96066316262954,-4.40348205785871,-1.51784426740036,-2.95961201622191,-4.39692111337346,-1.52230291907037
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-0.903410489278668,-0.0451705244639334,-1.31385196862518,-0.0656925984312589,-2.95715948548614,-4.39998683432934,-1.51433213664293,-2.95605903833228,-4.39317122356387,-1.51894685310069
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-0.373035286857576,-0.0186517643428788,-2.9686961989637,-0.148434809948185,-2.65364582454133,-4.09861042893864,-1.20868122014402,-2.64827459290453,-4.06981105201995,-1.22673813378911
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-1.20419256755336,-0.0602096283776682,-1.82641050004624,-0.0913205250023122,-3.12928568842136,-4.57213583156889,-1.68643554527382,-3.13060725388569,-4.57784649146313,-1.68336801630825
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-1.16733665744633,-0.0583668328723167,-2.57554472711918,-0.128777236355959,-3.10819444555598,-4.55099371303851,-1.66539517807345,-3.10921923310108,-4.55516811324697,-1.66327035295519
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-0.879365445856536,-0.0439682722928268,-1.38478940475059,-0.0692394702375293,-2.94339941690956,-4.38626355085985,-1.50053528295928,-2.94210534984688,-4.37844793616503,-1.50576276352872
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-0.651304420037677,-0.0325652210018838,-2.08879233356822,-0.104439616678411,-2.81288872080399,-4.25638580643129,-1.36939163517669,-2.80975821891972,-4.2390992942828,-1.38041714355664
"Bird Island","BI10","BI10.3",95,93,94,93.5,-0.234739598956851,-0.0117369799478426,-2.47601023557822,-0.123800511778911,-2.57450443494389,-4.02048199433396,-1.12852687555382,-2.56801959340367,-3.98598302408805,-1.15005616271929
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,0.127892344258752,0.00639461721293759,-2.33622473123766,-0.116811236561883,-2.36698389446901,-3.81650825800934,-0.917459530928676,-2.35757900148402,-3.76715116034096,-0.948006842627069
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-0.793320352446538,-0.0396660176223269,-2.44978119481115,-0.122489059740557,-2.89415906557339,-4.33720164533347,-1.45111648581332,-2.89217213042771,-4.32580964529703,-1.4585346155584
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-1.0775893211792,-0.0538794660589601,-2.63776827740641,-0.131888413870321,-3.0568354407116,-4.49956698359073,-1.61410389783247,-3.05713754829473,-4.50000182495392,-1.61427327163554
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-0.667015641740448,-0.0333507820870224,-3.18034618618153,-0.159017309309077,-2.82187965853101,-4.26531666434753,-1.37844265271449,-2.81887566942779,-4.2486817056098,-1.38906963324578
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-2.19486920826397,-0.109743460413198,-2.56346956839811,-0.128173478419905,-3.69621244642588,-5.14544769806346,-2.24697719478829,-3.70551132004007,-5.19244461135913,-2.21857802872102
"Bird Island","BI10","BI10.4",145,141,142,141.5,-1.68201744144488,-0.0841008720722439,-2.51902115262141,-0.125951057631071,-3.40272678465527,-4.84745090366143,-1.9580026656491,-3.40789597920871,-4.87309095224794,-1.94270100616949
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-1.79295526689297,-0.0896477633446483,-2.02501836325217,-0.101250918162609,-3.46621230468958,-4.91169346727538,-2.02073114210377,-3.4722748131486,-4.94195917102446,-2.00259045527274
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-2.15410916697438,-0.107705458348719,-3.45533706865026,-0.172766853432513,-3.67288701700234,-5.12166952711557,-2.22410450688912,-3.68185767513612,-5.16697231298098,-2.19674303729127
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-1.12725291599286,-0.056362645799643,-1.8531102017329,-0.0926555100866448,-3.08525603694001,-4.52801521643385,-1.64249685744618,-3.08595805483028,-4.53051916461005,-1.64139694505051
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-1.68781052309889,-0.0843905261549445,-3.58810117966018,-0.179405058983009,-3.40604194609746,-4.8508026002556,-1.96128129193932,-3.41125778876553,-4.87668424290861,-1.94583133462245
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-2.00870306559046,-0.100435153279523,-1.98971295858181,-0.0994856479290906,-3.58967660679974,-5.03697626722605,-2.14237694637344,-3.59747639925451,-5.07622996045589,-2.11872283805313
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-2.06916363708632,-0.103458181854316,-1.37972746288172,-0.0689863731440859,-3.62427590426643,-5.07216702741023,-2.17638478112264,-3.63256254842429,-5.11393694248272,-2.15118815436586
"Bird Island","BI10","BI10.5",197,194,195,194.5,-1.26537740271361,-0.0632688701356803,-2.49852551485568,-0.124926275742784,-3.16429945457976,-4.60726370198622,-1.7213352071733,-3.16611370379591,-4.61552530979774,-1.71670209779407
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-0.98068483925721,-0.0490342419628605,-3.80357548260856,-0.190178774130428,-3.00138067220839,-4.44412850111064,-1.55863284330615,-3.0009024677486,-4.440528216016,-1.56127671948119
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-1.31239353937518,-0.0656196769687588,-2.3546936862884,-0.11773468431442,-3.19120501067759,-4.63428207509637,-1.7481279462588,-3.19339785185275,-4.64450431584731,-1.74229138785819
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-1.51556218976259,-0.0757781094881293,-3.33432295630276,-0.166716147815138,-3.30747074215751,-4.75128632108542,-1.8636551632296,-3.31129957520321,-4.76998324869133,-1.85261590171509
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-1.2245786274711,-0.061228931373555,-3.26107321584368,-0.163053660792184,-3.14095185918052,-4.58383591039471,-1.69806780796633,-3.14243758101561,-4.59039643971739,-1.69447872231383
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,-0.896618923703189,-0.0448309461851595,-3.92871160445238,-0.196435580222619,-2.95327292947456,-4.39611008921585,-1.51043576973327,-2.95211779403071,-4.38901200072123,-1.5152235873402
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,-0.623676380057762,-0.0311838190028881,-2.77561219298976,-0.138780609649488,-2.7970782388645,-4.24068688376974,-1.35346959395926,-2.79372526540934,-4.22225498127577,-1.36519554954292
"Bird Island","BI10","BI10.7",271,265,266,265.5,-2.38808345928098,-0.119404172964049,-4.11019770852193,-0.205509885426096,-3.80678165178311,-5.25838323499889,-2.35518006856733,-3.81763636062746,-5.31339983287968,-2.32187288837524
