"Location","Site","Section","sample","min_depth","max_depth","midpoint","Zn","Zn_sd","Zn_ICP","Zn_ICP_sd","Zn_fit_OLS","Zn_lwr_OLS","Zn_upr_OLS","Zn_fit_WLS","Zn_lwr_WLS","Zn_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-8.47150784220028,-10.7757613989935,3.13148340772836,-2.85053997187056,3.69208728345478,2.4705553817011,4.91361918520847,3.69368643046853,2.50318608866596,4.8841867722711
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-12.3984445381776,-14.7010296311717,2.52650241766842,-1.78858731782453,2.55931891247748,1.33311687903644,3.78552094591851,2.4984572169162,0.974447705855461,4.02246672797694
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-9.18131569293557,-11.4833666627287,2.6352276865988,-3.13178283662553,3.48733534955986,2.26578079083452,4.7088899082852,3.47764447591483,2.22743424718774,4.72785470464192
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-6.10655939916968,-8.4091462873331,4.42020843695187,0.185828427196308,4.37428284774828,3.15020803151988,5.59835766397669,4.41349825492469,3.41914219702523,5.40785431282414
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-6.25431404928425,-8.55690122329,4.50048585044673,-0.1875328838011,4.33166138290876,3.10786314414893,5.5554596216686,4.36852664271712,3.36207261841476,5.37498066701949
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-7.75431241377429,-10.0566387320303,4.42273332782719,-0.391390880337621,3.89897024593358,2.67709238879727,5.12084810306989,3.91197691851206,2.78146197580134,5.04249186122277
"Bird Island","BI10","BI10.2",45,44,45,44.5,-5.07876264739502,-7.38134774038906,4.14889549601093,-1.14427411693686,4.67076220108143,3.44433136878125,5.8971930333816,4.7263254783871,3.81537020677646,5.63728074999775
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-9.53468642879955,-11.8372715217936,5.03855590993543,-0.0910727765916063,3.38540164810097,2.1637004021681,4.60710289403384,3.37009015064349,2.09004180787917,4.6501384934078
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-8.15569390336204,-10.4586134351987,4.03820854355804,0.413134124549874,3.78318731096381,2.56154874343173,5.00482587849589,3.78980971306007,2.62576969740832,4.95384972871181
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-4.38464477902467,-6.68722955117986,4.69189223495974,-0.299200437521624,4.87098818583579,3.64254032446699,6.09943604720459,4.93759192298621,4.08208319351662,5.7931006524558
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-5.87243357933178,-8.17501938255033,5.56695263135749,0.901039061796975,4.44181903283962,3.21727394335784,5.6663641223214,4.48475838493997,3.509520164371,5.45999660550895
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-8.32329721078114,-10.6250342076178,4.94495839155949,-0.707505576733216,3.73484028115046,2.51326727369117,4.95641328860976,3.73879682825331,2.56072289854013,4.91687075796649
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-6.32976533450965,-8.63235154955417,4.21238708406088,-1.97500045576803,4.30989662425083,3.08623358476898,5.53355966373269,4.34556177537056,3.3329204442752,5.35820310646592
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-7.00704315935854,-9.31016070725839,4.17491914288766,-1.24976198296028,4.11452833651168,2.89189595640762,5.33716071661574,4.13942088117693,3.07097381266598,5.20786794968787
"Bird Island","BI10","BI10.3",95,93,94,93.5,-8.92446242598228,-11.2277465227366,4.27628832446624,-0.255802626476715,3.56142751842138,2.33992309418939,4.78293194265338,3.55582208661413,2.32725484361357,4.78438932961469
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-8.06592013931785,-10.3687026650501,3.73286878747651,-1.40987379582273,3.80908354722273,2.58740153761743,5.03076555682802,3.81713386766284,2.66060258694388,4.97366514838179
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-7.47097655889917,-9.77421521683199,3.82272003609075,-1.36731272957204,3.98070161050972,2.7585849693411,5.20281825167835,3.99821495014126,2.8912896745074,5.10514022577512
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-10.2181982973758,-12.5207833903699,3.5780087046861,-2.08413738189983,3.18823508142218,1.9659948176954,4.41047534514896,3.16205182041805,1.82410049111414,4.50000314972197
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-6.9737316333066,-9.27648017448073,4.46623122438134,0.0359373557529471,4.12413741504337,2.90146204712983,5.34681278295692,4.14955980425304,3.08386808956619,5.21525151893989
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-6.07400824632189,-8.37659247047941,4.83744487171557,0.434877126114647,4.38367258821,3.15953473783305,5.60781043858695,4.4234057456307,3.43171157273567,5.41509991852572
"Bird Island","BI10","BI10.4",145,141,142,141.5,-5.40069500208613,-7.70328075976144,3.61081768221592,-1.21852520202955,4.57789724877346,3.35228552727793,5.80350897026898,4.62833995305162,3.69141371114825,5.565266194955
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-4.81173246948822,-7.11431707070467,4.97774403879583,0.416448222288666,4.74779001259138,3.52062374605213,5.97495627913062,4.80760060305647,3.91806942113372,5.69713178497923
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-5.90684439348215,-8.20942911893177,4.99787508648765,-0.484182056988386,4.43189285248407,3.20741934161275,5.65636636335538,4.47428487504694,3.49624091665084,5.45232883344304
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-6.41201324271629,-8.7145958992383,4.99857837130889,0.181494622478,4.28617130443833,3.06265099237168,5.50969161650498,4.32052824153671,3.30113515440762,5.3399213286658
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-5.96027251620396,-8.26285722148231,4.27825125258332,-3.59349596790568,4.41648091890185,3.19211686551331,5.6408449722904,4.45802312752048,3.47561997830954,5.44042627673142
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-7.51197442052319,-9.81364684853634,4.54027274497982,-1.36884138621379,3.96887532337528,2.74679681023396,5.1909538365166,3.98573656159061,2.8754019968254,5.09607112635583
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-8.43398319720215,-10.7381982974179,4.3206654503181,-1.30479120288517,3.70291168279628,2.48137087067473,4.92445249491783,3.70510768713811,2.51775493941431,4.89246043486191
"Bird Island","BI10","BI10.5",197,194,195,194.5,-6.88866663199945,-9.19125368718019,4.87346269211726,-0.142324946265369,4.148675356553,2.92588659505644,5.37146411804955,4.17545076774052,3.1167904313538,5.23411110412724
