"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Zr","Zr_sd","Zr_ICP","Zr_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,792.363636363636,126.043066233151,2.896325963,0.085387528,32.5214106161797,-82.9168227347908,147.95964396715
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,898.5,114.744379937637,2.113253146,0.03629458,57.1513795903688,-58.2810112735681,172.583770454306
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,921.5,127.663976552083,6.431024383,0.078886265,62.4887518819918,-52.9621324219322,177.939636185916
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,840.25,91.0595459525848,35.64216716,0.676354366,43.6339041126715,-71.7831338754495,159.050942100792
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,793.2,107.025230670156,40.9140318,0.917402906,32.7154968813297,-82.7221045145137,148.153098277173
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,831.454545454545,100.516032190257,27.74345656,3.945793598,41.5928338786219,-73.8258096444866,157.01147740173
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,866.8,126.178709244732,60.55383697,6.691084732,49.7950882145232,-65.6233476334343,165.213524062481
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,927.181818181818,95.6230287972706,6.355756988,0.110447115,63.8072727050211,-51.6492637031671,179.263809113209
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,922.181818181818,63.1740740839439,31.40903404,0.597663272,62.6469743807553,-52.80456551255,178.098514274061
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,860.454545454545,100.4752343977,6.255310392,0.136212551,48.3225641593639,-67.0946845003551,163.739812819083
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,904,140.341142804369,30.42377281,3.299014819,58.4277077470612,-57.0084653790252,173.863880873148
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,866.833333333333,131.158359060775,21.97235957,0.521915705,49.8028235366849,-65.6156199624886,165.221267035858
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,873.909090909091,98.4545118777748,39.24997232,1.135258391,51.4448214682976,-63.9755808718282,166.865223808423
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,907.818181818182,62.3455181738322,13.33706426,0.180364254,59.313753740137,-56.1252817147713,174.752789195045
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,834.545454545455,85.4977936982746,13.96054981,0.385854347,42.3101092063501,-73.1078527741924,157.728071186893
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,857.909090909091,86.3486589883764,13.08141258,0.324463031,47.7318668306468,-67.6850561821481,163.148789843442
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,914.363636363636,104.603319954266,11.39582517,0.228978244,60.8326897282668,-54.6117036856025,176.277083142136
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,866.545454545455,82.2877434814732,8.138802933,0.19067742,49.7360184816516,-65.6823594264187,165.154396389722
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,945.1,54.8826019791336,5.71655892,0.108668636,67.9653599725266,-47.5118114931209,183.442531438174
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,803.545454545455,87.998140476221,10.71344504,0.348935486,35.1162595959017,-80.3142941720723,150.546813363876
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,963.818181818182,77.0309264929589,9.674570314,0.181126451,72.3090949719147,-43.1941887724657,187.812378716295
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,889.583333333333,112.938807512848,58.14267286,6.463462839,55.0821809120946,-60.3449331464695,170.509294970659
