"Site","depth","SH20_age","Ti","Ti_ppm","Ti_lower_RMSE","Ti_upper_RMSE"
"HER42PB",10.9,50.44,-4.86247754966661,2303.39647692606,1477.23893765123,3591.58914288515
"HER42PB",11,51.44,-4.58516059721377,2773.71373517546,1778.86784691421,4324.93504115376
"HER42PB",11.1,52.44,-4.17438726989564,3652.47584078327,2342.44498716782,5695.15179250169
"HER42PB",11.2,53.44,-4.94018570876531,2186.53980400798,1402.29516262674,3409.37945300739
"HER42PB",11.3,54.44,-5.08327637551521,1986.64949600774,1274.09936603026,3097.69891204392
"HER42PB",11.4,55.44,-5.02441470889317,2066.56305212894,1325.35038509319,3222.30475537546
"HER42PB",11.5,56.45,-4.28398245774518,3393.88904352493,2176.60532842947,5291.94828723024
"HER42PB",11.6,57.45,-4.19421590195069,3604.27293031513,2311.53097954258,5619.99102377296
"HER42PB",11.7,58.45,-5.32275654189445,1692.14649422703,1085.22554172615,2638.49278129814
"HER42PB",11.8,59.45,-5.33918065053845,1673.62793306669,1073.3490194299,2609.61756859742
"HER42PB",11.9,60.45,-5.53479793966458,1468.04282402001,941.500971936867,2289.05736413957
"HER42PB",12,61.45,-5.19652646202377,1841.4844109563,1181.00053646549,2871.34910704095
"HER42PB",12.1,62.45,-5.15287403784052,1896.13786664546,1216.05147694838,2956.56793933522
"HER42PB",12.2,63.46,-5.29944173420975,1718.78691341365,1102.31086113688,2680.03206525166
"HER42PB",12.3,64.46,-5.60934655644846,1396.51874366153,895.630381465944,2177.53287712933
"HER42PB",12.4,65.46,-5.21385457328895,1820.22870797146,1167.36860101239,2838.20598433956
"HER42PB",12.5,66.46,-4.66878427664919,2622.58180852335,1681.9422984864,4089.28139127432
"HER42PB",12.6,67.46,-5.05782083661202,2020.82281066396,1296.01576277067,3150.98392273365
"HER42PB",12.7,68.46,-5.24211530835919,1786.08748392828,1145.47278496818,2784.97101119158
"HER42PB",12.8,69.46,-5.17337176480049,1870.27529872708,1199.46501745719,2916.24152611314
"HER42PB",12.9,70.46,-4.379211021436,3184.11166061466,2042.06864689074,4964.8512466509
"HER42PB",13,71.47,-4.92512404239836,2208.71657735774,1416.5178088068,3443.9587619475
"HER42PB",13.1,72.47,-5.22427628178941,1807.56315003461,1159.24578952995,2818.45711312686
"HER42PB",13.2,73.47,-5.59537499366827,1409.65285966655,904.053693634997,2198.01235120928
"HER42PB",13.3,74.47,-5.07784880568313,1993.88704244259,1278.7410269487,3108.9841134658
"HER42PB",13.4,75.47,-5.40911957106308,1597.01235950667,1024.21309792133,2490.1541306133
"HER42PB",13.5,76.47,-5.04541076233656,2037.69549552163,1306.83673402081,3177.29278981459
"HER42PB",13.6,77.47,-5.59217502104397,1412.67837170444,905.994047470505,2202.72990474198
"HER42PB",13.7,78.48,-4.95771870339889,2161.00456450329,1385.91862890515,3369.56342919875
"HER42PB",13.8,79.48,-4.45595226502203,3024.53301225975,1939.72595629055,4716.02697926613
"HER42PB",13.9,80.48,-5.22924537800736,1801.55524663138,1155.39273647121,2809.08924231058
"HER42PB",14,81.48,-5.04303794520376,2040.937574732,1308.91597903854,3182.34802742088
"HER42PB",14.1,82.48,-5.61781886961011,1388.61393195209,890.560782823691,2165.20723705973
"HER42PB",14.2,83.48,-5.38259286156615,1625.64962279319,1042.57905481082,2534.80700949548
"HER42PB",14.3,84.48,-5.11716639506991,1942.04829124999,1245.49524294754,3028.15413138102
"HER42PB",14.4,85.49,-5.03681870671818,2049.45967966992,1314.38146679593,3195.63618683076
"HER42PB",14.5,86.49,-5.17929104335986,1862.87263169115,1194.71745962357,2904.69885909034
"HER42PB",14.6,87.49,-5.22804335129663,1803.00672777713,1156.32361592998,2811.35247574711
"HER42PB",14.7,88.49,-5.21245011594091,1821.9423245913,1168.46759600539,2840.87795458373
"HER42PB",14.8,89.49,-5.43557287663683,1568.95672745167,1006.22015901254,2446.4081648211
"HER42PB",14.9,90.49,-5.21839142488086,1814.70417662549,1163.82554930666,2829.59181521996
"HER42PB",15,91.49,-5.34278164077035,1669.59489924769,1070.76251091781,2603.32902877273
"HER42PB",15.1,92.49,-4.92746575174691,2205.25393900055,1414.29711243105,3438.55961575014
"HER42PB",15.2,93.5,-4.25322255541395,3464.55989065434,2221.9287142131,5402.14236359143
"HER42PB",15.3,94.5,-5.45414268388179,1549.557060724,993.778556642017,2416.15908130782
"HER42PB",15.4,95.5,-5.94276656618954,1116.93812168311,716.326737852471,1741.59458490843
"HER42PB",15.5,96.5,-5.82724482567801,1206.82227714328,773.972208640401,1881.74716398113
"HER42PB",15.6,97.5,-5.85005325680027,1188.52024168651,762.234550931078,1853.20957069326
"HER42PB",15.7,98.5,-5.03643037510233,2049.99298193743,1314.72348992698,3196.46774260201
"HER42PB",15.8,99.5,-5.62146784287837,1385.22317838984,888.386188375749,2159.92017779643
"HER42PB",15.9,100.51,-5.30803509675884,1708.91934061717,1095.9824834993,2664.64597446032
"HER42PB",16,101.51,-5.55895950122761,1444.46910864509,926.3824239119,2252.29986231729
"HER42PB",16.1,102.51,-5.34444769587547,1667.73224218241,1069.56793170755,2600.42466603727
"HER42PB",16.2,103.51,-4.89780692413929,2249.51375021302,1442.6822893431,3507.57207583213
"HER42PB",16.3,104.51,-5.89352739040757,1154.40073993285,740.352666058605,1800.00846819673
"HER42PB",16.4,105.51,-5.8604586982435,1180.26311589661,756.939002443395,1840.33458211204
"HER42PB",16.5,106.51,-5.59425871534165,1410.70754252611,904.730094160315,2199.65687378518
"HER42PB",16.6,107.52,-5.79554025285616,1232.7318854662,790.588836588442,1922.14692532538
"HER42PB",16.7,108.52,-6.0932752915154,1009.79796450766,647.614462935365,1574.53544891815
"HER42PB",16.8,109.52,-6.28908590013971,885.641682198284,567.989224111435,1380.94378546365
