"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Ti","Ti_sd","Ti_ICP","Ti_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.0296382662517896,0.0349040346485669,134.9563972,2.246361623,985.250439634952,-2409.29233922444,4379.79321849435
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.0217716380992997,0.0222308068393088,79.78694045,0.954822132,954.147706815927,-2440.42794808694,4348.72336171879
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.0240127591314434,0.0148225806066842,340.544392,4.893302391,963.008553842973,-2431.55769170208,4357.57479938802
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.0618646138745448,0.0259186371934027,1070.668936,10.73236296,1112.66557359248,-2281.74696465411,4507.07811183908
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.133383295205551,0.0481778522396202,1962.99309,30.40726253,1395.4330304861,-1998.71596472949,4789.58202570169
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.0546190641658839,0.0215591110100752,1538.231355,7.943023099,1084.01843375734,-2310.42276501235,4478.45963252703
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.065452792726174,0.0238084575316061,3006.601666,14.09773486,1126.85235933674,-2267.54611906296,4521.25083773644
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.0245837087908236,0.0247852452834665,301.0170716,3.519876752,965.265949815502,-2429.2979041104,4359.8298037414
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.0151721725407795,0.0167618345158282,1904.013462,92.77560752,928.055026440531,-2466.54853678587,4322.65858966693
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.123486431224939,0.0894903885739792,225.6496719,2.024591047,1356.30323940302,-2037.88012952766,4750.48660833369
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.071912342617309,0.0262737863880355,1442.000824,11.02828725,1152.39184722159,-2241.98154321959,4546.76523766276
