"depth","SH20_age","surface","kcps","cps","cps_acf_sum","MSE","Mg","Al","Si","S","Cl","K","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Br","Rb","Sr","Zr","Pb","Mo_inc","Mo_coh","coh_inc","sum","scatter_sum"
325.6,7848.19,7.32,48159,321404,307082,2.14,0.0013025836747188,0,0.0195387551207821,0.111696550107138,0.0140027745032272,0.12016334399281,0.430503904494565,0.427573091226448,0.00781550204831283,0.0586162653623462,0.119186406236771,20.1639952846471,0.0726190398655734,0.00651291837359402,0.139050807276232,0,0.321412521736865,0.0670830592480184,0.280706781901902,0.92613699272507,0.496284380067865,64.7331982988257,11.4826007385649,0.177383491629105,100,76.2157990373907
325.8,7861.41,7.31,45107,311694,297861,2.17,0,0.00167863533661674,0.0184649887027842,0.0950107600525077,0.0171220804334908,0.114147202889939,0.367285411651744,0.391457760499025,0.00604308721182028,0.0738599548111367,0.159806084045914,19.4667982716771,0.0752028630804301,0.0224937135106644,0.166184898325058,0,0.356542145497396,0.137983824669896,0.519369773149221,0.975958584708975,0.372992771796241,64.7197854032586,11.9418117846915,0.184515627026326,100,76.6615971879501
326,7874.63,7.27,48655,325100,310871,2.26,0,0.00804192092539992,0.0218740249170878,0.0762374103727913,0.00160838418507999,0.104223295193183,0.339690739888893,0.483801962872059,0.0315243300275677,0.0424613424861116,0.160195064833967,19.566636965172,0.106153356215279,0,0.126418996947287,0.0382795436049036,0.300446165772941,0.193971132720646,0.448739187637316,0.981757706572823,0.610864313493378,64.4730450894423,11.884029066719,0.184325543337258,100,76.3570741561612
326.2,7887.85,7.3,51504,319856,304402,2.27,0,0.00755579792511219,0.0269380621677913,0.0762150051576534,0.0190537512894133,0.0538761243355826,0.216161523248862,0.293033554313047,0.0121549792708326,0.0735869015315274,0.12976261653997,13.4269814258776,0.17148376160472,0.02858062693412,0.0535476113823168,0.0768720310641849,0.313401357415523,0.109394813437494,0.287448834107529,0.930348683648596,0.458604082758983,70.7156983199848,12.5193001360044,0.177037071448481,100,83.2349984559891
326.4,7901.07,7.33,53195,319161,304292,2.22,0,0,0.00887305614344117,0.0811720321270359,0.00821579272540849,0.0486374929344183,0.211967452315539,0.248445572016353,0.00525810734426143,0.0568532856598267,0.0966177224508038,11.3299068000473,0.118964678663915,0,0.175817964323742,0,0.278679689245856,0.0713130808565457,0.126523207971291,1.03058903947524,0.354264982319614,72.9851589920208,12.7627410513586,0.174867620042506,100,85.7479000433794
326.6,7914.29,7.34,51215,314847,299889,2.15,0,0.0036680238354858,0.00800296109560537,0.0836976347915395,0.00600222082170403,0.0710262797234977,0.265764999716562,0.282104378620089,0.0103371580818236,0.0586883813677727,0.0750277602713004,12.4215959905165,0.061022578353991,0.0453501128750971,0.117376762735545,0,0.337124736152376,0.0917005958871449,0.189069955883677,1.04171876927797,0.391811636972346,71.9209440826439,12.5179649803761,0.174051733330861,100,84.43890906302
326.8,7927.51,7.36,49236,318043,303082,2.12,0.00395932453923361,0,0,0.0841356464587141,0.0122079173293036,0.0679684045901769,0.296289453019315,0.316745963138689,0.011548029906098,0.0574102058188873,0.111850918233349,15.4575329448796,0.142865627124013,0,0.12603849783227,0,0.385374255152071,0.146824951663246,0.257356095050184,1.01094753235098,0.484687312344514,68.8354966642691,12.1907602563003,0.177099909887455,100,81.0262569205694
327,7940.73,7.37,50464,326071,310927,2.08,0,0.00321618900899568,0.0122215182341836,0.113531472017548,0.00771885362158963,0.114174709819347,0.470528452016068,0.408456004142451,0.0176890395494762,0.0559616887565249,0.118355755531041,17.6916125006834,0.125109752449932,0.00418104571169438,0.172709349783068,0.00482428351349352,0.422928854682932,0.147301456612002,0.298462340034799,0.950705471059123,0.417782952268539,66.4837727183551,11.9587555921486,0.179874804079026,100,78.4425283105037
327.2,7953.94,7.37,50131,326716,312863,2.33,0.0118262626133483,0.0083103467012718,0.0166206934025436,0.0910941849947101,0.00447480206991559,0.10132230401166,0.38515260673202,0.370449685645155,0.0124655200519077,0.0479443078919527,0.129769260027552,18.3086526690596,0.217027900390906,0.0191777231567811,0.181549112550861,0,0.426384711519099,0.0763912639078446,0.256022604143027,0.979981653311513,0.442046518763804,65.8952960241384,12.0180398449161,0.182380846130713,100,77.9133358690545
327.4,7967.16,7.36,51735,336038,322159,2.19,0,0.0121058235219255,0.0192451553425482,0.0903280678174442,0.0093121719399427,0.0881552276981242,0.344239956046548,0.372176471866377,0.0329030075211309,0.0524585685950105,0.125093509726564,19.072569755928,0.138130550442483,0.0254532699691767,0.138751361905146,0,0.221940097901968,0.0785326500268501,0.326546829360657,0.996402397573869,0.389248787089605,65.2935351798336,12.1728711598931,0.186433023213802,100,77.4664063397266
327.6,7980.38,7.36,55462,339256,324076,2.27,0,0.0077142398696602,0.0148113405497476,0.0950394351942137,0.0154284797393204,0.0614053493624952,0.29807822856367,0.281724040039991,0.0240684283933398,0.0543082486824078,0.113553610881398,15.7497006874931,0.128673521025932,0.0336340858317185,0.148421975092262,0,0.349917920487787,0.0793023858601069,0.30671817721769,1.01951394117429,0.424900332020884,68.6888260778336,12.1042594946864,0.176218756176888,100,80.79308557252
327.8,7993.6,7.36,57373,331109,315680,2.29,0,0,0.00348454130765332,0.112455651292448,0.010136847440446,0.0582868727825646,0.297453117080588,0.260390268626457,0.0158388241256969,0.0519513431322859,0.0734921439432337,11.9025595539787,0.107070451089711,0,0.15522047643183,0,0.396604156107451,0.0291434363912823,0.222377090724785,1.09826406487582,0.381715661429295,72.2430942726812,12.5804612265585,0.174140675357476,100,84.8235554992397
328,8006.82,7.35,54452,330847,315606,2.14,0,0,0.0171099408756488,0.113432570990412,0.01520883633391,0.0579836885230319,0.315583353928633,0.311464294088199,0.0215458514730392,0.0643207036621611,0.0966394808717198,15.3133970837056,0.0449928074878171,0.057349987009119,0.130859362623017,0,0.297206010025158,0.0687566142595515,0.170782557999531,0.970513868557632,0.403667864362528,69.4939259709891,12.0352591522341,0.173184332070379,100,81.5291851232233
328.2,8020.04,7.3,45297,296531,283461,2,0,0,0,0.101954060699708,0,0.0370421327801708,0.263528316064644,0.232483480972691,0.0137585064612063,0.0179918930646544,0.09066502975718,11.367701376909,0.117829260462639,0.0211669330172405,0.0670286212212615,0.047272817071837,0.217666627860623,0.0582090657974113,0.0850205142859159,0.987790207471222,0.451914019918084,73.0781306775888,12.7428464585957,0.174372912120803,100,85.8209771361845
328.4,8033.26,7.31,48356,313136,298837,2.08,0,0,0.0247626632578964,0.0916887801711301,0.00936965636785271,0.0829883849724097,0.288451563896037,0.282762843958412,0,0.0629105498984396,0.109758831737703,14.0912939160813,0.166646031113952,0,0.178358101573768,0,0.163634355852856,0.0980467612778873,0.232233625688921,1.04404742384644,0.49692641808076,69.86383881514,12.7122812770842,0.181957955541506,100,82.5761200922242
328.6,8046.48,7.35,49209,310480,296123,1.99,0,0,0,0.0827358901537537,0.0165471780307507,0.0793589150454372,0.230647399898015,0.211736339291443,0.00405237012997977,0.0280288933990268,0.0570708793305485,11.2767329792012,0.123597288964383,0.0425498863647876,0.177291193186615,0.0320812635290065,0.376532724577287,0.190461396109049,0.238414442647143,1.05901939396805,0.344113763537449,72.517163475988,12.911864326648,0.178052528639285,100,85.4290278026361
328.8,8059.7,7.34,50538,310214,295743,2.21,0,0,0.00135252567262792,0.0652593637042973,0,0.0277267762888724,0.226548050165177,0.245145278163811,0.0192734908349479,0.0466621357056634,0.0774320947579486,11.3602012558201,0.0902810886479139,0,0.148439692570915,0,0.255289220708521,0.103130082537879,0.30127509357787,1.08540185228391,0.286059179760806,72.8446658078129,12.8158570109859,0.175934049101113,100,85.6605228187988
329,8072.92,7.35,49647,309157,294997,2.13,0,0.0155933789157178,0.01525439241755,0.0803398000657634,0.0128814869303756,0.0389834472892945,0.220341223809056,0.211188588358526,0.00271189198534222,0.0532208802123411,0.05796669118669,9.13636409861795,0.07932284057126,0,0.175595006050909,0,0.275596023010403,0.110509598402696,0.218985277816385,1.19323247355058,0.438648528629105,74.7472008189914,12.9160635531887,0.172796618624774,100,87.6632643721801
329.2,8086.14,7.35,51513,310986,296844,2.06,0,0,0.00673754564687176,0.0747867566802765,0.0151594777054615,0.0437940467046664,0.182250609747881,0.18966190995944,0.0104431957526512,0.0424465375752921,0.0663648246216868,8.64865046960693,0.0781555295037124,0.0242551643287383,0.134414035655092,0,0.293756990203609,0.139804072172589,0.143172844996025,1.17266981983803,0.474323213539772,75.1596798318309,13.0994731239304,0.174288570058313,100,88.2591529557613
329.4,8099.35,7.35,50182,314591,300971,2.19,0,0.00930322190510049,0.0172774121094723,0.0780806124178077,0.00963547983028265,0.0744257752408039,0.20766120323885,0.234241837253423,0.00897096397991833,0.0395386930966771,0.0521644942535992,11.368869425958,0.0714354539141645,0,0.184070890550917,0,0.334583730658436,0.105990278133109,0.200019270959661,1.15924790096056,0.474464317160125,72.4794083150868,12.8906107232923,0.177852041330876,100,85.3700190383791
329.6,8112.57,7.37,50015,316984,302527,2.05,0,0,0.00958592125661511,0.0637959587078178,0.0112386663008591,0.0704069388847938,0.225103875026031,0.292205323822336,0.0366909399822165,0.0333854498937285,0.100486898690034,12.6428384904488,0.128914113451031,0,0.183454699911082,0.0492518023184707,0.352034694423969,0.047268508265378,0.372528732972594,1.00486898690034,0.521275786954553,71.2062063881901,12.6484578235992,0.177631395705094,100,83.8546642117894
329.8,8125.79,7.38,50346,319648,305465,2.16,0,0.0153863781447956,0.0464865041821485,0.0870803529045881,0.0137495294059876,0.0985382940762444,0.333262403221318,0.379094167907944,0.0314274957851145,0.0422306974612476,0.128656310870312,13.4418018430917,0.101811991553861,0.0104758319283715,0.118507848689703,0.114579411716563,0.312310739364575,0.137822663807638,0.339482428428789,0.956901772707184,0.67732800811877,70.1897107688279,12.4233545578053,0.176996805111821,100,82.6130653266332
330,8139.01,7.37,48377,312831,298908,2.03,0,0.0163930038674107,0.00434916429135386,0.104379942992493,0.0180657593640853,0.141849666118003,0.392762990619187,0.357300574089686,0.0224149236554391,0.0588809934829446,0.125456662250592,12.4426244864641,0.011374737377387,0.0137165950727314,0.129805826541946,0.042153438516199,0.312136175679473,0.127798519945937,0.345591285612965,1.07792364205709,0.577769748551394,70.8806723138892,12.7965795495604,0.18053693809353,100,83.6772518634496
330.2,8152.23,7.36,49668,317032,302916,2.05,0,0,0.0138652299647427,0.106630220919331,0.00330124522970064,0.0980469833221091,0.351582616963118,0.30866642897701,0.00165062261485032,0.056451293427881,0.087152874064097,13.0244028047379,0.0647044065021326,0.00792298855128154,0.15416815222702,0.0561211689049109,0.248913890319428,0.133700431802876,0.271032233358423,1.10195565767407,0.476369686645803,70.8566071122027,12.5767539515905,0.177495853444902,100,83.4333610637933
330.4,8165.45,7.28,54079,333969,319244,2.15,0,0,0.0131560812419341,0.101489769580634,0.0103369209758053,0.117778251118267,0.385598476400496,0.356780393680069,0.026625402513438,0.0516846048790267,0.114645850822568,16.0053125509015,0.0786232474220346,0.0209870819811805,0.153800854518801,0.00281916026612873,0.290999987470399,0.137825613010738,0.294445627795667,1.07691922166117,0.373695355276842,68.3511671323502,12.0353084161331,0.176080510707722,100,80.3864755484833
330.6,8178.67,7.27,53035,326592,311278,2.15,0,0,0.00963768721207409,0.095734359639936,0.0147777870585136,0.107620840534827,0.374263520068877,0.371693470145658,0.0263430117130025,0.0504372297431878,0.138782695853867,14.1931007009811,0.0886667223510817,0.0324468802806495,0.127859983680183,0.00963768721207409,0.288488103881418,0.0963768721207409,0.18343731326981,1.10062387961886,0.416990600042406,69.977640565668,12.2954400889237,0.175705267990359,100,82.2730806545917
330.8,8191.89,7.27,51577,327506,312472,2.1,0,0,0.0214419211961392,0.0937684016487877,0.0252822652909701,0.171535369569113,0.35875214419212,0.372193348524028,0.0236821219181239,0.0713663944289408,0.134412043319081,16.9871220461353,0.119370695614327,0,0.0844875700862797,0,0.371553291174889,0.0902480862285261,0.359072172866689,0.980887887554725,0.533167771832356,67.0661691287539,12.1354873396656,0.180947972686018,100,79.2016564684196
331,8205.11,7.28,50789,324621,308773,2.16,0,0,0.0126306380415386,0.102340554387851,0.0145738131248522,0.100721241818423,0.36628850320462,0.37729982867673,0,0.0378919141246158,0.171323269845485,17.1002645956738,0.104283729471165,0.0194317508331363,0.180067557720397,0,0.264919536358425,0.127925692984814,0.230590109886551,0.986161354781668,0.468629057592471,67.1726478675273,12.1620089839461,0.181055970994788,100,79.3346568514734
331.2,8218.33,7.28,48780,313067,298352,2.04,0,0,0.0134069823564112,0.111277953558213,0.0599962460449402,0.0713921810478897,0.327800718614254,0.335509733469191,0.0134069823564112,0.0730680538424411,0.0804418941384673,14.7212018018984,0.127031157826996,0.0100552367673084,0.157532042687832,0,0.271156218158417,0.168592803131871,0.388802488335925,1.00183675658283,0.600632809567223,69.2229313026224,12.2439266369925,0.176876743105051,100,81.4668579396149
331.4,8231.55,7.27,47301,313263,298312,2.2,0,0.00335219501729733,0.00804526804151358,0.103918045536217,0,0.0982193140068117,0.348293062297192,0.341253452760868,0,0.0697256563597844,0.129059508165947,17.4770039421813,0.0938614604843251,0.00234653651210813,0.0952023384912441,0,0.296334039529084,0.0781061439030277,0.421035694172544,0.957722116441846,0.462602912387031,66.7522593794417,12.2616589342702,0.183689047355999,100,79.0139183137118
331.6,8244.76,7.26,51555,337360,322665,2.34,0.00898764972959571,0.00743805494863093,0.0148761098972619,0.103203012412254,0,0.0784094959168178,0.392357398540282,0.413741806517596,0.0167356236344196,0.0588846016766616,0.146901585235461,19.3476205972138,0.163327289913688,0.0378101126555406,0.182542265197651,0.0675623324500643,0.286055196566098,0.163017370957495,0.325724822958796,1.03017061038538,0.470147056544714,64.7206855407311,11.9638014659167,0.184852823575044,100,76.6844870066478
331.8,8257.98,7.23,53372,337349,323159,2.16,0,0.0120683626326359,0.03125396476657,0.115732503195022,0.00990224626267565,0.153484817071473,0.469737807085676,0.445291636624696,0.0148533693940135,0.0690062786430209,0.150390365114386,16.806896914522,0.0188761569382255,0.0154722597854307,0.149152584331552,0.0315634099622786,0.437864951927689,0.137703112090333,0.271073991440746,0.853140404568649,0.581138077540777,67.2808122317497,11.9445845543525,0.177533298991832,100,79.2253967861022
332,8271.2,7.22,50783,327946,314113,2.08,0,0,0.0238767577273147,0.0945519606001662,0.00700384893334564,0.136893410969938,0.470531305612948,0.427553141703782,0.0343825311273332,0.0375660988243084,0.141032048976005,15.573058103294,0.0611244997819256,0.0111424869394135,0.155358103612394,0,0.33109104048543,0.0690834190243638,0.279517243794431,1.07190724357158,0.542161578794892,68.3114038578473,12.2207613183791,0.178897821274613,100,80.5321651762264
332.2,8284.42,7.21,52168,327718,313348,2.01,0,0,0,0.096059333392905,0.0111696899294076,0.150950381045994,0.458595555101676,0.436575309240844,0.0245733178446966,0.0619119956087162,0.123185723221466,14.2844377497224,0.109143827310211,0.013084493917306,0.221478994600253,0,0.324240141950802,0.119994383241635,0.331580223904413,1.01101650561038,0.560080166460293,69.2922884460727,12.3696337618239,0.178513858312685,100,81.6619222078967
332.4,8297.64,7.16,52365,323864,309032,2.26,0,0.00517745735069507,0,0.0841336819487949,0.0152087809676668,0.114551243884129,0.439760283724663,0.397369851665847,0.0229749669937094,0.069572083149965,0.116816381475058,14.2522457221259,0.0491858448316032,0.00744259494162417,0.163089906546895,0.0258872867534754,0.402223717932124,0.0355950192860286,0.253048228015222,1.08920759015248,0.500918998679748,69.6672189287841,12.2883714307903,0.176386708408037,100,81.9555903595744
332.6,8310.86,7.17,51865,316788,301559,2.3,0,0,0.00265288053084139,0.0955036991102902,0.0159172831850484,0.095172089043935,0.356149211265457,0.378367085711254,0.028518465706545,0.0411196482280416,0.100809460171973,11.0548847820824,0.0948404789775798,0.0212230442467312,0.16083088218226,0,0.328625575757978,0.148561309727118,0.347858959606578,1.09000228810946,0.668857503838386,72.4292758630981,12.54082948942,0.173145863188305,100,84.9701053525181
332.8,8324.08,7.18,50967,311535,296076,2.21,0,0.00607952012321161,0.0121590402464232,0.0722787392426269,0.0195895648414596,0.0871397884326997,0.364095705156784,0.376592496521164,0.0121590402464232,0.0577554411705103,0.128683175941312,12.7713830232778,0.0928815574379551,0.0246558316108026,0.185425363757954,0.0226293249030654,0.308366770694011,0.00776827571299261,0.256353098528756,1.10073089341926,0.367810967454302,71.0358151285481,12.6896472527324,0.178637314568277,100,83.7254623812805
333,8337.3,7.18,50877,321530,307330,2.35,0,0,0.0104122604366642,0.0673543096996714,0.00943611102072691,0.114534864803306,0.388182084404386,0.376142908274493,0.031887547587284,0.0618227963426935,0.131129404874239,15.1443074219894,0.132105554290177,0,0.0855757654638337,0,0.319526242150132,0.125923274655907,0.367032180392412,1.11671493183223,0.445774899944685,68.3766635212963,12.6954739205414,0.18566969001913,100,81.0721374418378
333.2,8350.52,7.18,53905,330005,314553,2.18,0,0,0.00762987477468026,0.0689867844210674,0.0168493067940856,0.0820211538278128,0.317593537496066,0.361783228899422,0.030201587649776,0.0534091234227618,0.121760084945939,14.921809679132,0.0921943201940531,0,0.0979167262750634,0,0.28421283535684,0.0753450133999676,0.288345684193125,1.10060943624763,0.456520840685036,69.0513204452032,12.5714903370815,0.182060100459018,100,81.6228107822847
333.4,8363.74,7.23,51413,324615,309538,2.3,0,0,0.00484593167882457,0.0940110745691967,0.00452286956690293,0.103056813703003,0.405442950461656,0.38056716784369,0,0.0520130000193837,0.123732788865987,15.5308879685208,0.109194993829514,0,0.139885894462069,0,0.294955708184456,0.0781810310850364,0.280417913147982,1.02378383267967,0.493638907016263,68.6109621435817,12.2698990107838,0.178832924469222,100,80.8808611543655
333.6,8376.96,7.27,47947,310908,297616,2.21,0,0,0.0107521101016074,0.0893769152196119,0.0110881135422827,0.103489059727972,0.334323423471856,0.337347454437933,0.00672006881350465,0.0527525401860115,0.126337293693887,13.7502688027525,0.142129455405623,0,0.158929627439385,0.0359523681522499,0.308115155099188,0.125665286812537,0.295011020912854,1.0160744046019,0.435460459115101,70.0358851674641,12.6243212730498,0.18025503986797,100,82.6602064405139
333.8,8390.17,7.28,47806,308089,294681,2.04,0,0,0.0108592002877688,0.0777111520593455,0.00509025013489163,0.0400433010611475,0.247725506564726,0.246707456537748,0.0329169508722992,0.0587075515557501,0.0705848018704972,11.553510406168,0.131328453480204,0.0183249004856099,0.131328453480204,0,0.238563056321921,0.110288752922652,0.370909559829103,1.04689477774271,0.565357114981964,71.9988733579701,13.0442749956733,0.181173321015992,100,85.0431483536434
334,8403.39,7.3,48982,310384,296867,2.09,0,0.0168425591258038,0.0117897913880627,0.0896024145492763,0.00808442838038583,0.0424432489970256,0.287670909868729,0.275207416115634,0.0141477496656752,0.0687176412332795,0.11587680678553,11.3845594154958,0.138445836014107,0.013474047300643,0.0724230042409564,0,0.285649802773633,0.0778126231612136,0.219963822182998,1.00550077981049,0.563552028349396,72.5786294872788,12.7296061872825,0.175390556107341,100,85.3082356745613
334.2,8416.61,7.34,46926,311685,298355,2.11,0,0,0.0164233882455464,0.0965293023411708,0.00234619832079234,0.077759715774832,0.363660739722813,0.351259405741482,0.00770893733974628,0.0589901292084932,0.161217341757303,14.1780764525481,0.0827872836051013,0,0.157865629870456,0,0.296961673174574,0.0666990665482395,0.288582393457458,1.00584873724255,0.403881282364968,69.8855390390642,12.4978632836721,0.178833324540663,100,82.3834023227363
334.4,8429.83,7.34,50639,318643,305232,2.1,0,0,0.0114666876343241,0.0910782617812025,0.00655239293389946,0.0789563348534885,0.306651989306495,0.339086334329297,0.0147428841012738,0.0553677202914504,0.11925355139697,12.0377286785134,0.114666876343241,0.00753525187398438,0.144807883839178,0,0.315170100120564,0.166758400167741,0.343673009383027,1.03298474602925,0.443269381978299,71.5829270849714,12.7873224301515,0.178636484297052,100,84.3702495151229
334.6,8443.05,7.27,53356,322060,307226,2.12,0,0,0.0130197314029412,0.108389263929485,0.017251144108897,0.0963460123817646,0.350556268024191,0.320285392512352,0.0458945531953676,0.0608672443087499,0.108063770644412,12.4510946339177,0.067702603295294,0.0426396203446323,0.156562270120367,0.0706320428609558,0.296524382701985,0.162421149251691,0.377897703970367,1.19976824878103,0.49898120601772,70.982924622265,12.5721781359651,0.177115527471822,100,83.5551027582301
334.8,8456.27,7.28,51791,316484,301520,2.07,0,0,0.0112762005837092,0.0892146457946405,0.0172459538339082,0.0689838153356328,0.334637834969488,0.282568320509419,0.0106128946670204,0.0540594322101353,0.0809233218360308,10.6374369859379,0.0271955425842399,0.00961793579198727,0.154881931546829,0.029848766250995,0.226187317590873,0.122048288670735,0.246418148049881,1.04702838949323,0.509750596975325,73.0966436720616,12.9434200053064,0.177072699307172,100,86.040063677368
335,8469.49,7.29,53799,326338,311423,2.07,0,0,0.00866987987399775,0.0876621187259772,0.011559839831997,0.0854143720919778,0.320464448675917,0.323354408633916,0.011559839831997,0.0619735857659839,0.0989008518959743,12.2553568618888,0.07706559887998,0.00449549326799883,0.155736731069959,0,0.310831248815919,0.130369304771966,0.30762018219592,1.08501941089772,0.482302206323875,71.6128866525594,12.5687569640007,0.175509709935028,100,84.1816436165601
335.2,8482.71,7.31,53943,327851,313530,2.05,0,0,0.010206359837974,0.0784613912544254,0.010206359837974,0.0950467259911332,0.398048033680988,0.320543488661372,0.0133958472873409,0.0717634676107549,0.0969604184607534,11.6920230918891,0.109399419513284,0.0130768985424042,0.14065639651708,0,0.327241412305043,0.0822887761936657,0.28992440914745,1.04200554970816,0.424839728255669,72.2128663923707,12.5710458329346,0.174083185739083,100,84.7839122253054
335.4,8495.93,7.33,52913,325534,311203,2.19,0.00642667326471789,0.00931867623384093,0.0224933564265126,0.0967214326340042,0.021208021773569,0.0825827514516248,0.367605710741863,0.328081670163848,0.0131746801926717,0.0414520425574304,0.0751920771971993,11.5776518863893,0.0812974167986812,0.0134960138559076,0.153918824689993,0,0.306230981063807,0.10411210688843,0.100256102929599,1.08193044411526,0.479429825547954,72.5609971626237,12.4764221424601,0.171943917949445,100,85.0374193050838
335.6,8509.15,7.32,52405,322627,308209,2.19,0,0,0.011031475394943,0.0879273480008695,0.00486682738012193,0.0830605206207476,0.305312304312982,0.301418842408885,0.0243341369006097,0.041205805151699,0.0889007134768939,11.2884438806135,0.106745747204008,0,0.161254213861373,0.0421791706277234,0.36468759835047,0.162876489654747,0.311152497169129,1.17355430892673,0.6346342903679,72.1808902400644,12.6255235895123,0.174915043961379,100,84.8064138295767
335.8,8522.36,7.31,51205,324003,309504,2.15,0,0,0.0106622208436725,0.0936983043837882,0.0219706368899917,0.133439309346567,0.452659739454094,0.399348635235732,0.0242323200992556,0.0478184449958644,0.13182382133995,12.6227770885029,0.118253722084367,0.0297249793217535,0.144747725392887,0,0.367038875103391,0.116315136476427,0.425196443341605,1.11694840777502,0.491431451612903,70.6734000206782,12.5785127171216,0.177980862862707,100,83.2519127377998
336,8535.58,7.3,48489,317553,303972,1.93,0,0,0.011514218414854,0.102641032726699,0.023028436829708,0.150013817062098,0.445764741489348,0.414511862934744,0.0171068387877831,0.0608608687642283,0.121721737528457,13.3476109641678,0.127972313239377,0.0226994591607122,0.20034740041846,0,0.376350453331228,0.125669469556407,0.439514165778427,0.999434158409327,0.604660955614333,69.9465740265551,12.462003079231,0.178164595659822,100,82.4085771057861
336.2,8548.8,7.27,47475,309927,296622,2.16,0,0,0.0104510117253609,0.0896764231918064,0.00202277646297308,0.131143340682754,0.430851386613265,0.421748892529887,0.0158450822932891,0.0468609880588763,0.10821854076906,12.3871459298366,0.120018070136403,0.0546149645002731,0.15474239941744,0,0.320947198791728,0.0792254114664455,0.333420986980062,1.06937449009177,0.587953691904174,70.7948162981842,12.8409221163636,0.181382236550742,100,83.6357384145478
336.4,8562.02,7.2,51922,324337,309930,2.07,0,0,0.0141967541057658,0.104862388281225,0.0190365566418223,0.137773045526409,0.432033039718646,0.446229793824412,0.0377504597812409,0.0593682444422934,0.151647146129771,13.3149420836963,0.0500112928725841,0.00419449553124899,0.149065918110541,0,0.400412996483077,0.115509953860549,0.357500080663376,1.10024844319685,0.467847578485464,70.1913335269254,12.446036201723,0.177315853344611,100,82.6373697286484
336.6,8575.24,7.21,52868,323397,308596,2,0,0.00162024135115167,0.0158783652412863,0.104019494743937,0.0119897859985223,0.130267404632594,0.396311034491698,0.367146690170968,0.00324048270230334,0.043746516481095,0.0930018535561057,12.387393226095,0.0149062204305953,0.021387185835202,0.177902500356453,0,0.336686152769317,0.036941502806258,0.2916434432073,1.11278175997097,0.500654577505865,71.2792777612153,12.6732038004381,0.177796467619849,100,83.9524815616534
336.8,8588.46,7.21,55012,329435,314445,2.31,0,0,0.00572437151171111,0.0963602537804703,0.0184451970932914,0.11607753343192,0.369221962505367,0.378762581691552,0.0124028049420407,0.0550175706403346,0.0855475520361271,11.9925583170348,0.0795051598848765,0.0457949720936889,0.209575601456535,0.0178091558142123,0.352366868609773,0.079823180524416,0.242967768608183,0.993178457281878,0.586748079950389,71.5323824516211,12.7297301594874,0.177957586804784,100,84.2621126111085
337,8601.68,7.22,52452,321794,307178,2.23,0,0,0.0166027514991308,0.0901757287305732,0.00585979464675205,0.119149157817292,0.37665457812734,0.410511169419685,0,0.0211603695577157,0.0999420531418266,10.7315628072323,0.0921289936128238,0.00585979464675205,0.206720533371531,0,0.361028459069334,0.105801847788579,0.26141195007455,0.971749278919714,0.535194577736687,72.7884158370717,12.8000703175358,0.175853124021647,100,85.5884861546074
337.2,8614.9,7.24,51906,318766,305025,2.1,0,0,0.00458978772231784,0.0629456601917876,0.0121301532661257,0.0914679124661913,0.295713466109335,0.263257110072945,0.0252438324727481,0.0521268748463241,0.100647487910827,9.62412916974018,0.0495041390049996,0.00786820752397344,0.133103843947217,0,0.408818949266454,0.0672076059339398,0.262929268092779,1.13793951315466,0.483894762724367,73.9011556429801,13.0153266125727,0.176118039012142,100,86.9164822555528
337.4,8628.12,7.26,51174,314065,300317,2.02,0,0.00332981482899736,0.00166490741449868,0.0812474818275356,0.0149841667304881,0.0602696484048522,0.279371464152878,0.231089149132417,0.023974666768781,0.0219767778713826,0.0739218892037414,8.76740244475005,0.0875741300026305,0.0159831111791873,0.147510796924583,0,0.371940316399005,0.108884944908214,0.264054315939491,1.08418770832154,0.411898094346973,74.8708864300056,13.0778477408871,0.174672003557928,100,87.9487341708927
337.6,8641.34,7.27,49444,310130,296755,1.95,0,0,0,0.0737982510825428,0.0013479132617816,0.0475139424778016,0.240602517228016,0.226112449663864,0.00741352293979882,0.0310020050209769,0.0657107715118532,7.89203214773129,0.0869404053849135,0,0.143889740695186,0,0.392242759178447,0.101430472949066,0.291486242860272,1.22929689474482,0.555677242169466,75.2280500749777,13.3854526461222,0.177931670869859,100,88.6135027210999
337.8,8654.56,7.26,47370,313649,301291,2.08,0.00663810070662582,0.00398286042397549,0.0169271568018958,0.0816486386914976,0.0155995366605707,0.100899130740712,0.332568845401954,0.335224085684604,0.00564238560063195,0.0438114646637304,0.0979119854227309,9.94885343405545,0.0826443537974915,0.0434795596283991,0.150021075969744,0,0.398286042397549,0.122472958037246,0.391647941690923,1.19817717754596,0.598092873666986,72.8972986249174,13.1281717674939,0.180091334180201,100,86.0254703924113
338.2,8680.99,7.4,52797,321032,306773,2.06,0,0,0.00521558285768304,0.0726921860789574,0.0228181750023633,0.0632389421494069,0.268928491099282,0.236657072167368,0,0.0488960892907785,0.0854051692945598,11.9596574665958,0.0550895939342771,0.00684545250070899,0.160705146802359,0,0.394102479683675,0.0870350389375858,0.270232386813703,1.13601914118909,0.580885540774449,71.8074928367229,12.738083208105,0.177392117519951,100,84.5455760448279
