depth	min	max	median	mean
3.1	-64.95	-42.56	-59.69	-57.99
5.9	-64.19	-20.39	-54.35	-50.88
8.7	-63.46	1.52	-49	-43.76
11.5	-55	33.74	-25.73	-21.63
16.9	-42.02	186.4	35.98	46.13
21.1	-21.58	292.85	84.9	97.83
26.7	14.15	339.73	157.58	162.97
33.6	79.25	417.7	241.39	244.01
37.7	115.04	445.27	293.6	292.58
41.7	172.29	482.37	339.73	339.62
43.7	216.9	488.45	366.25	362.89
54.5	345.95	616.55	499.4	485.68
57.2	353.94	690.44	520.3	515.38
65.2	404.23	826.75	594.34	598.68
70.4	433.66	907.18	643.39	651.18
74.3	470.61	941.66	684.39	690.37
82	529.19	1038.95	762.58	768.83
87.2	566.18	1091.83	820.73	823.93
95.4	652.09	1179.86	909.49	911.22
100.8	702.52	1238.14	969.02	968.4
102.3	722.51	1247.45	983.58	983.57
110.4	789.38	1315.68	1070.21	1065.46
119.8	882.65	1386.67	1167.13	1159.45
127.8	990.36	1431.36	1249.36	1239.31
131.6	1042.88	1457.72	1288.54	1277.54
143.8	1252.65	1518.87	1403.08	1400.17
151.3	1378.93	1580.84	1482.57	1480.79
159.8	1420.64	1907.17	1588.99	1610.76
163.5	1463.39	1959.44	1650.02	1668.58
169.9	1505.24	2119.91	1749.15	1768.72
176.2	1577.12	2219.98	1846.1	1863.47
182.5	1646.83	2334.79	1947.88	1959.45
195.5	1794.59	2544.17	2156.74	2159.79
202	1870.62	2640.89	2261.26	2258.48
203	1888.38	2649.99	2276.4	2273.56
208.7	1957.5	2716.14	2368.53	2359.52
211.5	2006.82	2752.77	2412.79	2402.44
219.9	2149.22	2871.09	2544.46	2532.99
224	2240.42	2897.57	2607.67	2596.29
230.9	2348.63	2980.18	2717.73	2702.82
236.4	2456.87	3021.59	2802.49	2787.89
239	2503.14	3052.85	2843.69	2828.1
241.7	2589.35	3080.94	2881.34	2870.26
247.5	2795.95	3124.25	2961.39	2961.3
257	2910.07	3307.5	3086.1	3091.51
258.3	2915.28	3352.41	3099.9	3108.4
263.8	2962.41	3450.23	3169.66	3178.12
269.2	2999.53	3555.96	3235.04	3245.79
275.8	3069.16	3643.61	3322.01	3332.61
285.6	3167.32	3784.6	3458.18	3461.63
286.3	3173.4	3794.53	3467.71	3470.81
290.9	3216.01	3876.17	3529.75	3530.67
297.6	3288.9	3948.35	3614.47	3615.13
302.9	3349.21	4014.32	3685.53	3684.02
309.9	3418.18	4098.78	3784.37	3777.25
314.2	3489.69	4126.56	3839.89	3830.83
321.1	3578.52	4199.96	3928.33	3916.51
332.7	3737.72	4297.01	4065.16	4052.04
335.6	3771.64	4327.74	4095.35	4080.12
348.2	3912.74	4555.14	4260.63	4251.8
354.9	4012.27	4683.03	4363.91	4356.17
358.9	4055.91	4762.04	4426.53	4418.25
361.6	4099.28	4807.85	4465.71	4459.6
370.2	4211.85	4923.8	4595	4590.17
377.3	4354.08	4990.71	4709.27	4699.41
380.3	4392.66	5036.51	4756.04	4745.46
385.9	4522.19	5090.64	4837.93	4829.57
390.2	4585.69	5159.89	4903.85	4894.09
394.6	4728.84	5188.25	4958.62	4959.02
396	4764.24	5199.03	4978.44	4979.68
