Site,depth,SH20_age,Ti,Ca,Sr,Ti_ICP_clr_ppm,Ti_ICP_clr_lower_ppm,Ti_ICP_clr_upper_ppm,Ca_ICP_clr_ppm,Ca_ICP_clr_lower_ppm,Ca_ICP_clr_upper_ppm,Sr_ICP_clr_ppm,Sr_ICP_clr_lower_ppm,Sr_ICP_clr_upper_ppm
HER42PB,19.8,139.56,149,312,853,2742.396374,2383.350538,3143.64207,14093.18641,14462.8545,13681.2235,161.6765864,151.0543282,172.3938032
HER42PB,19.9,140.56,130,404,946,1962.326644,1693.449458,2267.353979,14845.67983,15128.23122,14526.50012,189.2528904,175.5786907,203.4052702
HER42PB,20,141.56,191,438,946,2376.284667,2058.360387,2734.085975,14445.25914,14775.26952,14075.11377,175.7155574,163.629465,188.0596265
HER42PB,20.1,142.59,140,478,1001,1623.156201,1396.563699,1881.87869,15163.45256,15405.84967,14888.20299,210.6506046,194.8459981,227.1776866
HER42PB,20.2,143.63,135,343,859,2208.970615,1910.567273,2545.880758,14604.63679,14915.9281,14254.49238,183.6519618,170.7639979,196.8862311
HER42PB,20.3,144.66,162,443,1009,2127.784257,1838.977289,2454.376882,14685.52593,14987.36913,14345.51157,183.9491785,170.9129513,197.3709205
HER42PB,20.4,145.69,189,514,936,1938.163982,1672.272526,2239.93394,14864.72667,15144.697,14548.37527,194.3687166,180.2898386,208.9501621
HER42PB,20.5,146.73,177,402,1098,2445.116315,2119.306326,2811.304933,14378.26425,14715.93283,13999.99136,173.8788038,162.0202139,185.9630792
HER42PB,20.6,147.76,187,427,1038,2360.168686,2044.114142,2715.973266,14459.81848,14788.08931,14091.53044,177.2722038,165.0559138,189.7556623
HER42PB,20.7,148.79,178,415,1003,2392.491217,2072.690954,2752.294366,14430.59699,14762.35424,14058.58795,174.1711621,162.2141726,186.3770494
HER42PB,20.8,149.82,161,410,1222,2216.395182,1917.126221,2554.231889,14596.59495,14908.78292,14245.49541,184.269234,171.350228,197.5320675
HER42PB,20.9,150.86,205,305,1068,3437.920345,3006.876372,3913.190421,13414.48955,13854.18679,12930.70484,144.8494707,136.1962097,153.3641097
HER42PB,21,151.89,110,310,1071,2142.004538,1851.53623,2470.377284,14668.62392,14972.29333,14326.66639,186.63091,173.4298099,200.2156981
HER42PB,21.1,152.92,250,387,1003,3310.706995,2892.246629,3773.236577,13538.06646,13965.55964,13066.60631,148.4859131,139.4531015,157.41648
HER42PB,21.2,153.96,142,457,954,1801.290529,1552.27265,2084.654477,14996.01597,15259.74439,14697.35169,199.9528725,185.2423296,215.2532008
HER42PB,21.3,154.99,179,386,1068,2465.38349,2137.288961,2833.989385,14356.55582,14696.57543,13975.80637,175.3200572,163.39498,187.4636174
HER42PB,21.4,156.02,109,386,843,1696.87724,1460.924513,1965.914615,15096.71377,15347.82708,14811.85743,203.6683583,188.5077722,219.4873238
HER42PB,21.5,157.05,122,293,819,2396.652571,2076.363894,2756.979031,14427.49046,14759.65845,14055.03892,173.1163365,161.2370287,185.2414143
HER42PB,21.6,158.09,91,285,611,1833.070431,1580.109494,2120.745256,14965.42195,15232.95369,14662.60698,198.766988,184.1961862,213.9071309
HER42PB,21.7,159.12,141,422,669,1817.202457,1566.201893,2102.736905,14981.4651,15247.05057,14680.76828,198.5918154,184.0069054,213.7541825
HER42PB,21.8,160.15,158,485,806,1804.726485,1555.259873,2088.588407,14995.3045,15259.27813,14696.35505,197.2283868,182.7213705,212.3159138
HER42PB,21.9,161.19,134,424,902,1891.956484,1631.697604,2187.604904,14912.5802,15186.8761,14602.37215,192.7226874,178.6856689,207.2823109
HER42PB,22,162.22,180,387,1092,2622.619336,2276.801533,3009.970548,14207.46115,14564.43086,13808.81272,167.1788834,156.026973,178.4760975
HER42PB,22.1,163.25,237,386,871,3092.051222,2695.823194,3531.863775,13751.70431,14157.55887,13302.29778,153.5038317,143.8773045,163.0978135
HER42PB,22.2,164.28,171,424,897,2149.419958,1858.064673,2478.749878,14662.0198,14966.50778,14319.17859,185.8196075,172.6869162,199.3308969
HER42PB,22.3,165.32,184,450,993,2205.266136,1907.295045,2541.713469,14608.64926,14919.49279,14258.98195,183.3439745,170.4715305,196.5639529
HER42PB,22.4,166.35,95,477,997,1311.966571,1125.678447,1525.948263,15463.22549,15666.74573,15231.05561,222.067312,204.8351874,240.2554948
HER42PB,22.5,167.38,114,334,865,2038.240083,1760.172157,2353.230267,14771.44686,15062.94777,14442.58723,187.5724299,174.1394465,201.4418706
HER42PB,22.6,168.42,154,407,1033,2168.144447,1874.546385,2499.895439,14646.01857,14952.53004,14300.98948,183.0963544,170.18294,196.3744503
HER42PB,22.7,169.45,211,420,889,2579.492136,2238.483353,2961.775241,14249.43815,14601.73715,13855.7011,168.3290788,157.0388672,179.7830278
HER42PB,22.8,170.48,134,427,1033,1836.056325,1582.742686,2124.110923,14960.5508,15228.56646,14657.22148,200.6522484,185.9502182,215.9269629
HER42PB,22.9,171.51,219,506,943,2309.082403,1998.930966,2658.589515,14510.62896,14833.09322,14148.51855,177.5480098,165.2351805,190.1513084
HER42PB,23,172.55,136,409,1078,1982.324889,1711.053211,2289.939593,14822.25344,15107.41089,14500.27712,192.6810391,178.7952629,207.0426538
HER42PB,23.1,173.58,168,451,1082,2183.329725,1887.908691,2517.049706,14633.82205,14941.92501,14287.06792,180.1075983,167.4256677,193.141746
HER42PB,23.2,174.61,145,452,946,1760.522836,1516.600522,2038.302295,15033.52415,15292.46386,14740.10596,203.2123849,188.1949899,218.8511117
HER42PB,23.3,175.65,174,461,957,2142.187582,1851.68326,2470.603757,14669.87743,14973.48228,14327.97979,185.1943611,172.0938333,198.6758192
HER42PB,23.4,176.68,174,454,953,2109.358138,1822.770132,2433.550962,14701.22056,15001.0652,14363.37142,186.6806744,173.4240357,200.3369868
HER42PB,23.5,177.71,243,639,1143,2030.801139,1753.66354,2344.77341,14775.13846,15065.98597,14447.00813,191.3197663,177.6098562,205.4778333
HER42PB,23.6,178.74,181,457,1179,2193.999192,1897.358813,2529.016408,14619.42229,14928.98705,14271.12697,183.837888,170.9135025,197.1159917
HER42PB,23.7,179.78,154,320,896,2600.679989,2257.32859,2985.425562,14226.86765,14581.56984,13830.61518,169.7117276,158.3609385,181.2186284
HER42PB,23.8,180.81,140,448,1230,1845.886057,1591.342175,2135.288912,14952.77431,15221.85521,14648.27245,198.5990052,184.0619839,213.6980099
HER42PB,23.9,181.84,377,524,1275,3519.259542,3080.31087,4002.485932,13335.40369,13782.7711,12843.91905,142.5961405,134.1773991,150.8543862
HER42PB,24,182.88,196,445,965,2392.298952,2072.535822,2752.057688,14429.43732,14761.24935,14057.37901,175.5230969,163.4741979,187.8226699
HER42PB,24.1,183.91,133,448,1101,1836.558554,1583.143894,2124.736189,14964.64306,15232.42674,14661.53607,196.0577584,181.6887305,210.9871094
HER42PB,24.2,184.94,175,452,985,2228.501316,1927.74927,2567.948907,14590.58013,14903.81109,14238.32556,178.1779262,165.6990043,190.9849024
HER42PB,24.3,185.97,109,461,1130,1553.208181,1335.506169,1802.125492,15236.07972,15469.51117,14970.6781,207.9714724,192.2420293,224.4557735
HER42PB,24.4,187.01,156,469,1021,2013.972379,1738.820221,2325.809592,14796.4942,15085.06289,14470.79366,186.7927871,173.3762561,200.6561167
HER42PB,24.5,188.04,240,460,1063,2652.933493,2303.771153,3043.797346,14176.53065,14536.84164,13774.38469,167.7952253,156.6465802,179.0773353
HER42PB,24.6,189.07,184,551,1145,1872.09203,1614.293146,2165.053674,14929.94583,15201.99429,14622.1953,195.2215116,180.9719333,210.0103979
HER42PB,24.7,190.11,160,484,965,1871.923404,1614.158353,2164.843888,14928.60103,15200.72493,14620.77846,196.7349307,182.3760842,211.637021
HER42PB,24.8,191.14,200,709,1029,1544.472536,1327.927158,1792.098529,15239.42045,15472.11337,14974.86858,213.3663804,197.2188396,230.2922573
HER42PB,24.9,192.17,204,443,990,2461.712129,2133.999674,2829.924156,14363.2023,14702.64549,13983.04269,172.344939,160.6142094,184.2925244
HER42PB,25,193.2,136,413,955,1938.336475,1672.410574,2240.148246,14866.0496,15145.94722,14549.76719,192.8732911,178.9015792,207.3439349
HER42PB,25.1,194.24,216,481,949,2433.02154,2108.578224,2797.762895,14391.21912,14727.48109,14014.42918,173.0187118,161.2000544,185.0672962
HER42PB,25.2,195.27,358,447,1002,3725.848433,3267.326362,4228.611229,13133.95403,13600.34577,12623.53365,137.4569017,129.587237,145.1144897
HER42PB,25.3,196.3,278,398,988,3459.852798,3026.636213,3937.323205,13395.00986,13836.70764,12909.20084,142.3967074,133.9155151,150.7353264
HER42PB,25.4,197.34,188,449,749,2190.591669,1894.327904,2525.212518,14625.25378,14934.27901,14277.52036,181.4139176,168.6524574,194.5264932
HER42PB,25.5,198.37,203,460,978,2412.588959,2090.49058,2774.835065,14410.40295,14744.43477,14035.98314,174.2674626,162.3340161,186.4411612
HER42PB,25.6,199.4,129,496,1013,1561.234378,1342.52546,1811.258039,15225.33926,15459.96578,14958.63874,210.6857336,194.7681324,227.3625871
HER42PB,25.7,200.43,175,448,934,2073.086435,1790.868781,2392.551136,14733.39371,15029.21423,14399.90041,190.7792234,177.1763615,204.8078266
HER42PB,25.8,201.47,133,460,986,1795.418273,1547.097862,2078.029797,15005.62995,15268.39906,14707.987,196.2111447,181.762448,211.242576
HER42PB,25.9,202.5,173,497,1118,1904.620406,1642.848673,2201.903044,14895.57102,15171.67076,14583.43366,197.0679433,182.739932,211.92266
HER42PB,26,203.53,164,480,951,1871.753486,1614.022526,2164.632498,14927.24594,15199.44583,14619.35079,198.2599438,183.7910107,213.276083
HER42PB,26.1,204.57,161,575,980,1577.698982,1356.904102,1830.021303,15206.65278,15443.50114,14937.52017,212.9076019,196.8541273,229.7178917
HER42PB,26.2,205.6,185,784,1108,1404.902954,1206.417285,1632.488569,15374.14071,15589.39287,15128.90689,218.2157082,201.4492162,235.8639063
HER42PB,26.3,206.63,275,437,1107,3152.000951,2749.592235,3598.157905,13693.59279,14105.43508,13238.05444,151.6656317,142.2320526,161.0470264
HER42PB,26.4,207.66,245,550,1135,2356.440765,2040.797104,2711.813515,14465.20377,14792.95658,14097.45525,175.6148356,163.5056822,187.9906063
HER42PB,26.5,208.7,435,495,907,3840.97153,3371.862072,4354.197636,13021.07283,13497.7881,12500.48009,135.2150088,127.6091925,142.5816394
HER42PB,26.6,209.73,365,566,1029,3052.50626,2660.393395,3488.081608,13789.61879,14191.51246,13344.28196,155.1343181,145.3535106,164.8958056
HER42PB,26.7,210.76,199,412,788,2412.199494,2090.176217,2774.355836,14408.07667,14742.21754,14033.55906,176.9832007,164.8656091,189.3444759
HER42PB,26.8,211.8,170,516,998,1868.714643,1611.341092,2161.209405,14932.14703,15203.8605,14624.76825,196.3976971,182.0577752,211.2817108
HER42PB,26.9,212.83,186,465,1001,2167.961284,1874.399192,2499.668935,14644.78128,14951.35594,14299.69373,184.5168077,171.5042335,197.896702
HER42PB,27,213.86,165,425,910,2220.673901,1920.862292,2559.1058,14596.23734,14908.68998,14244.82913,180.3481305,167.7070941,193.3244356
HER42PB,27.1,214.89,146,345,1088,2445.116315,2119.306326,2811.304933,14378.26425,14715.93283,13999.99136,173.8788038,162.0202139,185.9630792
HER42PB,27.2,215.93,148,304,914,2751.289998,2391.283186,3153.53799,14083.76847,14454.41909,13670.78489,162.2009055,151.5570913,172.9364843
HER42PB,27.3,216.96,176,431,1273,2380.423532,2062.012334,2738.746965,14442.18404,14772.60289,14071.59816,174.6517967,162.6441428,186.9142386
HER42PB,27.4,217.99,189,433,1142,2528.627657,2193.320217,2904.891388,14299.70878,14646.41973,13911.85632,168.9229274,157.5194198,180.5116633
HER42PB,27.5,219.03,207,484,1070,2336.54677,2023.210783,2689.454956,14483.83819,14809.39924,14118.42775,176.87441,164.6493433,189.3766606
HER42PB,27.6,220.06,238,619,1042,2105.977052,1819.774729,2429.759663,14706.3513,15005.69297,14369.03144,184.9310124,171.791665,198.4682701
HER42PB,27.7,221.09,190,574,1162,1924.960531,1660.667345,2224.997308,14879.25423,15157.55335,14564.70525,193.044609,179.0386691,207.5568123
HER42PB,27.8,222.12,440,493,1412,4127.568962,3633.062246,4665.588116,12740.45418,13241.90707,12195.78736,129.2362257,122.2900474,135.8838921
HER42PB,27.9,223.16,354,553,1225,3067.043194,2673.434032,3504.153946,13774.34306,14177.75934,13327.44981,155.8731134,146.0660001,165.6556104
HER42PB,28,224.19,215,598,1267,1978.775416,1707.944472,2285.9087,14824.63941,15109.44472,14503.05147,193.8445422,179.8701782,208.2992018
HER42PB,28.1,225.22,204,490,922,2171.612119,1877.621861,2503.779011,14640.81972,14947.83841,14295.25826,184.827533,171.7991021,198.2220933
HER42PB,28.2,226.26,232,501,952,2499.292038,2167.295761,2872.051791,14328.37486,14671.86207,13943.92608,169.5924727,158.1015379,181.2815005
HER42PB,28.3,227.29,233,508,1200,2532.785352,2197.01417,2909.537998,14295.27334,14642.46049,13906.92096,169.2006789,157.7847114,180.8004063
HER42PB,28.4,228.32,206,595,1192,1921.328696,1657.502665,2220.849786,14880.21601,15158.24515,14565.97722,195.7146651,181.5115567,210.432366
HER42PB,28.5,229.35,164,588,1093,1649.581512,1419.607149,1912.040137,15141.7991,15387.17884,14863.24303,205.8787615,190.4733809,221.9762062
HER42PB,28.6,230.39,736,537,1096,5297.144758,4713.534956,5917.89553,11594.27736,12182.47983,10969.37828,105.8372496,101.2445799,109.9855553
HER42PB,28.7,231.42,455,544,1136,3835.464633,3366.831697,4348.229552,13027.82433,13504.00044,12507.75166,133.9704048,126.4272353,141.2781516
HER42PB,28.8,232.45,327,561,1260,3062.626406,2669.436542,3499.318475,13781.39743,14184.23639,13335.07858,153.2355351,143.5864355,162.8623098
HER42PB,28.9,233.49,221,630,1215,1955.2997,1687.297257,2259.370696,14850.41485,15132.26637,14532.0077,191.5448172,177.6957409,205.8809753
HER42PB,29,234.52,190,409,994,2570.857058,2230.821051,2952.111641,14257.32093,14608.70954,13864.54584,169.0813841,157.7287801,180.6018917
HER42PB,29.1,235.55,168,413,938,2274.091194,1968.020931,2619.231151,14544.16405,14862.70049,14186.2494,179.0041213,166.5379495,191.7788167
HER42PB,29.2,236.58,178,388,1152,2605.338299,2261.440684,2990.668185,14224.54121,14579.6289,13827.86879,167.3798641,156.1897877,178.7223932
HER42PB,29.3,237.62,215,516,1029,2243.302548,1940.844407,2584.569703,14573.18873,14888.28195,14218.96102,180.7680946,168.1330137,193.7286416
HER42PB,29.4,238.65,337,748,1280,2384.472284,2065.592299,2743.295999,14438.52029,14769.37574,14067.46859,174.266793,162.2913274,186.4947815
HER42PB,29.5,239.68,257,628,1290,2285.891758,1978.428377,2632.527989,14534.22422,14854.00793,14174.96732,177.1433951,164.8230633,189.7640555
HER42PB,29.6,240.72,300,903,1212,1714.861455,1476.649349,1986.380021,15078.96895,15332.29304,14791.69086,203.4289646,188.3169773,219.1884885
HER42PB,29.7,241.75,265,771,1184,1885.31492,1625.877821,2180.066071,14918.39206,15191.93675,14609.00518,193.5523863,179.4448004,208.188116
HER42PB,29.8,242.78,636,661,996,3920.07818,3443.824026,4440.322931,12943.42717,13427.11264,12416.0081,133.7540185,126.3227025,140.9283347
HER42PB,29.9,243.81,256,601,960,2247.24806,1944.317142,2589.025359,14570.3345,14885.81914,14215.6816,179.6768062,167.1230899,192.5524119
HER42PB,30,244.85,166,546,968,1717.754435,1479.188709,1989.658095,15074.93524,15328.69152,14787.19177,204.569692,189.3791409,220.4095051
HER42PB,30.1,245.85,195,486,1122,2190.316102,1894.106367,2524.8719,14623.41399,14932.53248,14275.59451,183.5292774,170.6205232,196.7929615
HER42PB,30.2,246.86,194,391,976,2626.700753,2280.450125,3014.500869,14201.80632,14559.30654,13802.61186,168.7522942,157.5027032,180.1466349
HER42PB,30.3,247.87,214,544,872,2135.06608,1845.393404,2462.591285,14678.33419,14981.02536,14337.40865,183.8590956,170.8406082,197.2594375
HER42PB,30.4,248.88,195,411,1125,2675.228961,2323.579326,3068.713743,14156.74466,14519.34651,13752.18465,165.2857513,154.3335368,176.3609749
HER42PB,30.5,249.88,160,417,1012,2208.970615,1910.567273,2545.880758,14604.63679,14915.9281,14254.49238,183.6519618,170.7639979,196.8862311
HER42PB,30.6,250.89,179,394,1097,2528.430574,2193.160807,2904.649448,14298.59426,14645.35524,13910.69764,170.2345371,158.7433217,181.9122816
HER42PB,30.7,251.9,270,447,1257,3187.530094,2781.474751,3637.424469,13659.90701,14075.23634,13200.80174,149.8222639,140.5482783,159.0331639
HER42PB,30.8,252.9,242,403,1056,3102.053745,2704.784596,3542.938281,13742.40366,14149.24258,13291.98508,152.8019629,143.2321946,162.3360056
HER42PB,30.9,253.91,379,489,1067,3669.457339,3216.183917,4167.012338,13190.29368,13651.50784,12684.99452,137.5083468,129.5676077,145.252514
HER42PB,31,254.92,215,490,1213,2424.792658,2101.295932,2788.526066,14398.68076,14734.06017,14022.8303,173.7859468,161.9032669,185.9030042
HER42PB,31.1,255.93,178,403,1191,2511.661726,2178.280753,2885.883138,14315.16581,14660.07574,13929.22171,170.4318328,158.9028795,182.1545236
HER42PB,31.2,256.93,217,404,1287,2922.614226,2544.146789,3344.093895,13917.76308,14306.29694,13486.1903,156.8820629,146.8156353,166.9751775
HER42PB,31.3,257.94,245,476,1285,2769.145845,2407.213747,3173.400499,14064.85994,14437.47887,13649.83315,163.2535879,152.566754,174.025722
HER42PB,31.4,258.95,282,485,988,2936.662539,2556.718978,3359.667395,13902.96067,14292.99925,13469.83919,157.6361577,147.5411414,167.7527837
HER42PB,31.5,259.95,189,497,954,2091.426304,1806.975407,2413.314796,14719.28767,15017.01429,14383.71529,186.5453938,173.2696716,200.2292834
HER42PB,31.6,260.96,202,479,1048,2316.982306,2005.907294,2667.478298,14503.50804,14826.83058,14140.47872,176.7690258,164.521498,189.3023475
HER42PB,31.7,261.97,648,640,1346,4292.061859,3783.593579,4843.515182,12579.93544,13094.95603,12022.25625,125.2620659,118.7097591,131.4879385
HER42PB,31.8,262.98,490,528,926,3920.07818,3443.824026,4440.322931,12943.42717,13427.11264,12416.0081,133.7540185,126.3227025,140.9283347
HER42PB,31.9,263.98,309,561,886,2615.799134,2270.764485,3002.317746,14212.09027,14568.43107,13814.11585,169.3699676,158.0638123,180.8257685
HER42PB,32,264.99,378,499,820,3392.529513,2965.938568,3863.303366,13458.97365,13894.32921,12979.56077,145.7562046,136.9915926,154.3952314
HER42PB,32.1,266,243,472,1025,2688.514483,2335.399255,3083.538166,14143.93096,14507.94863,13737.88734,164.8139294,153.9114809,175.833862
HER42PB,32.2,267,241,558,1256,2312.935206,2002.340514,2662.914607,14506.47991,14829.40184,14143.88411,177.8442562,165.5170197,190.4606535
HER42PB,32.3,268.01,233,561,1048,2266.314057,1961.158407,2610.472747,14551.15422,14868.84211,14194.14998,179.7910927,167.2588475,192.6366409
HER42PB,32.4,269.02,853,683,1168,4793.653716,4245.502734,5382.400313,12088.30139,12641.97337,11494.43137,115.3042582,109.7832692,120.4276846
HER42PB,32.5,270.03,277,516,1066,2737.341669,2378.891843,3137.949382,14094.71213,14464.02034,13683.14757,165.2055718,154.3471894,176.1624206
HER42PB,32.6,271.03,221,480,925,2416.586616,2094.034951,2779.313305,14406.11653,14740.61517,14031.20401,174.5562236,162.609249,186.7420542
HER42PB,32.7,272.04,205,418,1040,2627.105124,2280.777785,3014.99628,14203.99264,14561.39845,13804.88022,166.1616084,155.0831296,177.382867
HER42PB,32.8,273.05,345,522,1010,3157.073605,2754.141725,3603.767587,13688.86829,14101.20568,13232.82252,151.317474,141.9119628,160.6692639
HER42PB,32.9,274.05,253,646,1040,2109.448462,1822.842641,2433.662791,14701.85007,15001.66194,14364.03146,185.960838,172.7547913,199.5651171
HER42PB,33,275.06,319,569,1060,2819.570316,2452.162779,3229.543682,14016.57696,14394.46265,13596.06007,161.1120903,150.6339432,171.655617
HER42PB,33.1,276.07,235,494,899,2486.58319,2156.043202,2857.794596,14339.28897,14681.45868,13956.24258,171.3872109,159.757488,183.2221952
HER42PB,33.2,277.08,183,501,1160,2038.063684,1760.030732,2353.01155,14770.16847,15061.7375,14441.24489,189.027218,175.4911378,203.0029293
HER42PB,33.3,278.08,155,391,866,2285.704925,1978.27792,2632.297496,14533.03629,14852.8783,14173.72622,178.518156,166.1031537,191.2356482
