"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ni","Ni_sd","Ni_ICP","Ni_ICP_sd","fit","lwr","upr"
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,-0.496494920746618,-0.0248247460373309,-2.51924982198318,-0.125962491099159,-2.79525079732154,-3.84917899915892,-1.74132259548417
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,0.255960061627891,0.0127980030813946,-2.21315025274688,-0.110657512637344,-2.67563477167658,-3.72861428760899,-1.62265525574418
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,-0.146321178282169,-0.00731605891410847,-2.33051454427042,-0.116525727213521,-2.73958448858552,-3.79276616839756,-1.68640280877348
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,0.193947537075045,0.00969737685375226,-2.34722736872628,-0.117361368436314,-2.68549275906583,-3.73845771997761,-1.63252779815405
"Kerguelen","KER1","CAT1-S1-1A",11,15.1,16.5,15.8,0.448596990313712,0.0224298495156856,-2.40522799096596,-0.120261399548298,-2.64501172532618,-3.69814273719174,-1.59188071346062
"Kerguelen","KER1","CAT1-S1-1A",13,18,19.4,18.7,0.792839969223894,0.0396419984611947,-1.53585126661445,-0.0767925633307224,-2.59028821633501,-3.64409012684828,-1.53648630582175
"Kerguelen","KER1","CAT1-S1-1A",17,24,25.5,24.7,0.408047512352318,0.0204023756176159,-2.5732101951316,-0.12866050975658,-2.6514577819134,-3.70454354467031,-1.59837201915648
"Kerguelen","KER1","CAT1-S1-1A",20,28.6,30,29.3,0.860746846782969,0.0430373423391485,-2.08450582048167,-0.104225291024083,-2.57949321730139,-3.63348800967386,-1.52549842492893
"Kerguelen","KER1","CAT1-S1-1A",23,33,34.4,33.7,-0.525117265272385,-0.0262558632636192,-2.37300264445791,-0.118650132222895,-2.79980082513319,-3.85381349244948,-1.7457881578169
"Kerguelen","KER1","CAT1-S1-1A",25,35.9,37.2,36.6,-0.535784037813606,-0.0267892018906803,-2.19348400922486,-0.109674200461243,-2.80149649725674,-3.85554154800898,-1.7474514465045
"Kerguelen","KER1","CAT1-S1-1A",26,37.3,38.7,38,-0.280141014847528,-0.0140070507423764,-2.36002361254821,-0.11800118062741,-2.76085751803891,-3.81426183811555,-1.70745319796227
"Kerguelen","KER1","CAT1-S1-1A",27,38.8,40.1,39.4,-0.4468674560495,-0.022343372802475,-2.13514145535904,-0.106757072767952,-2.78736163421019,-3.84115177578367,-1.73357149263671
"Kerguelen","KER1","CAT1-S1-1A",28,40.2,41.6,40.9,-0.373555473179605,-0.0186777736589802,-2.26334046702544,-0.113167023351272,-2.77570739810509,-3.8293130755646,-1.72210172064559
"Kerguelen","KER1","CAT1-S1-1B",36,45.1,46.2,45.6,-0.523438640154332,-0.0261719320077166,-2.27565116580441,-0.11378255829022,-2.79953397798635,-3.85354159390538,-1.74552636206732
"Kerguelen","KER1","CAT1-S1-1B",40,50.7,52.1,51.4,-0.458136211233527,-0.0229068105616764,-2.18466560827642,-0.109233280413821,-2.7891530021201,-3.84297355832776,-1.73533244591244
"Kerguelen","KER1","CAT1-S1-1B",41,52.3,53.6,53,-0.62357213438964,-0.031178606719482,-2.53014597183169,-0.126507298591584,-2.81545196762684,-3.86978220233515,-1.76112173291853
"Kerguelen","KER1","CAT1-S1-1B",46,59.9,61.2,60.5,0.156528891510331,0.00782644457551653,-2.48995549047555,-0.124497774523777,-2.69144111447886,-3.74440535470262,-1.6384768742551
"Kerguelen","KER1","CAT1-S1-1B",49,64.4,65.8,65.1,-0.242653445591684,-0.0121326722795842,-2.96591927061492,-0.148295963530746,-2.75489820598635,-3.80823233926715,-1.70156407270555
"Kerguelen","KER1","CAT1-S1-1B",51,67.6,68.9,68.3,0.323657025275063,0.0161828512637532,-1.70257907542024,-0.085128953771012,-2.66487314217132,-3.71788757335399,-1.61185871098864
"Kerguelen","KER1","CAT1-S1-1B",57,76.5,77.9,77.2,1.13220458624493,0.0566102293122467,-1.8803063474493,-0.094015317372465,-2.53634020923367,-3.59130495203057,-1.48137546643677
"Kerguelen","KER1","CAT1-S1-1C",69,86.1,87.5,86.8,1.13321550195754,0.0566607750978773,-2.15777297682296,-0.107888648841148,-2.53617950630441,-3.59114845526522,-1.4812105573436
"Kerguelen","KER1","CAT1-S1-1C",73,92.4,93.7,93.1,0.925343139799768,0.0462671569899884,-2.60092604911669,-0.130046302455835,-2.56922449422419,-3.62342125738771,-1.51502773106066
"Kerguelen","KER1","CAT1-S1-1C",80,103.1,104.5,103.8,0.76857785412841,0.0384288927064205,-2.4692904349485,-0.123464521747425,-2.59414510857368,-3.64788293871327,-1.54040727843408
"Kerguelen","KER1","CAT1-S1-1C",86,112.2,113.6,112.9,1.26832312932502,0.0634161564662508,-2.64214634423172,-0.132107317211586,-2.5147017597301,-3.57027245862531,-1.45913106083489
"Kerguelen","KER1","CAT1-S1-1C",93,122.9,124.1,123.5,1.36791076380064,0.068395538190032,-2.4765910787331,-0.123829553936655,-2.49887054415124,-3.55493507032771,-1.44280601797477
"Kerguelen","KER1","CAT1-S1-1D",105,130.3,131.4,130.8,1.21466739562296,0.0607333697811481,-2.48420722189461,-0.124210361094731,-2.52323128743454,-3.57855360376242,-1.46790897110665
"Kerguelen","KER1","CAT1-S1-1D",108,134.6,135.8,135.2,1.27679785742046,0.063839892871023,-2.38258551395635,-0.119129275697817,-2.51335455183469,-3.56896561458046,-1.45774348908891
"Kerguelen","KER1","CAT1-S1-1D",110,137.6,138.8,138.2,0.962772639158129,0.0481386319579064,-2.13623966824447,-0.106811983412224,-2.56327441340872,-3.61759645236507,-1.50895237445238
"Kerguelen","KER1","CAT1-S1-1D",114,143.4,144.6,144,1.08467781604663,0.0542338908023315,-1.90984125964061,-0.0954920629820304,-2.54389542980637,-3.59866739685901,-1.48912346275373
"Kerguelen","KER1","CAT1-S1-1D",117,147.8,148.9,148.4,0.550288729798555,0.0275144364899277,-2.97356861062702,-0.148678430531351,-2.62884602504772,-3.68212184022115,-1.57557020987429
"Kerguelen","KER1","CAT1-S1-1D",119,150.7,151.8,151.3,0.939431186977481,0.046971559348874,-1.85540722366661,-0.0927703611833303,-2.56698494999634,-3.62122815564859,-1.51274174434408
"Kerguelen","KER1","CAT1-S1-1D",123,156.5,157.7,157.1,1.24916333759652,0.062458166879826,-1.71515408419664,-0.0857577042098318,-2.51774754744157,-3.57322813000346,-1.46226696487967
"Kerguelen","KER1","CAT1-S1-1D",124,158,159.2,158.6,1.40841584017467,0.0704207920087334,-2.08962963965271,-0.104481481982636,-2.49243154598152,-3.54870911670693,-1.43615397525611
"Kerguelen","KER1","CAT1-S1-1E",132,161.5,162.7,162.1,1.36676722523735,0.0683383612618677,-2.26622583925261,-0.113311291962631,-2.49905232982788,-3.55511094360863,-1.44299371604714
"Kerguelen","KER1","CAT1-S1-1E",137,168.8,170,169.4,0.907617446143228,0.0453808723071614,-2.42221755177634,-0.121110877588817,-2.57204230668694,-3.62618185320364,-1.51790276017024
"Kerguelen","KER1","CAT1-S1-1E",144,179,180.2,179.6,1.08061692942783,0.0540308464713914,-3.08211896361942,-0.154105948180971,-2.54454097954597,-3.59929692656282,-1.48978503252912
"Kerguelen","KER1","CAT1-S1-1E",145,180.4,181.6,181,0.145972999425283,0.00729864997126415,-3.76857402271318,-0.188428701135659,-2.69311916019312,-3.74608429443284,-1.6401540259534
"Kerguelen","KER1","CAT1-S1-1E",146,181.9,183,182.4,-0.68780498242807,-0.0343902491214035,-4.41816878489807,-0.220908439244904,-2.82566291469767,-3.88022289105477,-1.77110293834058
"Kerguelen","KER1","CAT1-S1-1E",147,183.3,184.4,183.8,0.133018099291334,0.0066509049645667,-2.37035352911255,-0.118517676455627,-2.69517857066013,-3.74814546207352,-1.64221167924673
"Kerguelen","KER1","CAT1-S1-1E",151,189,190.3,189.7,1.29506235717992,0.0647531178589961,-2.18328419625278,-0.109164209812639,-2.51045108661378,-3.56615019067082,-1.45475198255675
"Kerguelen","KER1","CAT1-S1-1E",157,198.4,199.7,199,0.907004766043901,0.0453502383021951,-2.38589688855812,-0.119294844427906,-2.57213970302319,-3.6262772961371,-1.51800210990928
"Kerguelen","KER1","CAT1-S1-1E",161,204.5,205.8,205.2,0.78111619063415,0.0390558095317075,-2.78109852443334,-0.139054926221667,-2.59215191826177,-3.6459225464915,-1.53838129003203
"Kerguelen","KER1","CAT1-S1-1F",170,210.3,211.7,211,1.133352826088,0.0566676413044002,-2.40388142498878,-0.120194071249439,-2.53615767620547,-3.59112719687689,-1.48118815553405
"Kerguelen","KER1","CAT1-S1-1F",177,220.9,222.2,221.6,1.19194591667119,0.0595972958335593,-2.54430556098453,-0.127215278049227,-2.52684326831399,-3.58206413731221,-1.47162239931577
"Kerguelen","KER1","CAT1-S1-1F",179,224,225.4,224.7,1.11857314354407,0.0559286571772037,-2.1226940247503,-0.106134701237515,-2.53850716810547,-3.5934156239875,-1.48359871222344
"Kerguelen","KER1","CAT1-S1-1F",180,225.6,226.8,226.2,0.0290054411968084,0.00145027205984042,-3.67834602644504,-0.183917301322252,-2.71171322199405,-3.76472058274825,-1.65870586123984
"Kerguelen","KER1","CAT1-S1-1F",185,233.2,234.5,233.8,-0.710785527225739,-0.035539276361287,-3.47091603726616,-0.173545801863308,-2.82931607867458,-3.88396257330923,-1.77466958403992
"Kerguelen","KER1","CAT1-S1-1F",186,234.7,235.9,235.3,-0.0383850990009679,-0.00191925495004839,-3.40731018807622,-0.170365509403811,-2.72242614007333,-3.77548474763308,-1.66936753251358
"Kerguelen","KER1","CAT1-S1-1F",188,237.8,239.1,238.4,0.600420794452029,0.0300210397226015,-1.31870786687491,-0.0659353933437456,-2.6208766468501,-3.67424032624091,-1.56751296745929
"Kerguelen","KER1","CAT1-S1-1F",191,242.3,243.6,242.9,0.886343412762586,0.0443171706381293,-0.722315832229121,-0.036115791611456,-2.57542419049666,-3.6294968585121,-1.52135152248121
"Kerguelen","KER3","CAT2-S3-1A",6,7.9,9.1,8.5,1.06566122148944,0.0532830610744722,-2.59602833204822,-0.129801416602411,-2.54691845379519,-3.60161601429674,-1.49222089329365
"Kerguelen","KER3","CAT2-S3-1A",9,12.3,13.5,12.9,1.35916628296716,0.0679583141483581,-2.47549728248968,-0.123774864124484,-2.5002606340146,-3.55628009168547,-1.44424117634372
"Kerguelen","KER3","CAT2-S3-1A",13,18.1,19.3,18.7,1.32546850296369,0.0662734251481844,-2.68244173310963,-0.134122086655481,-2.50561749204795,-3.56146634607529,-1.44976863802061
"Kerguelen","KER3","CAT2-S3-1A",15,21,22.1,21.6,1.20078647388193,0.0600393236940964,-2.48602966671103,-0.124301483335551,-2.52543790541148,-3.58069798174478,-1.47017782907818
"Kerguelen","KER3","CAT2-S3-1A",20,28.2,29.4,28.8,1.2677922540348,0.0633896127017401,-2.15017788845698,-0.107508894422849,-2.51478615174532,-3.57035433244414,-1.45921797104651
"Kerguelen","KER3","CAT2-S3-1A",21,29.6,30.7,30.2,1.1692347660899,0.058461738304495,-2.27429712849565,-0.113714856424782,-2.53045360731631,-3.58557529659961,-1.47533191803301
"Kerguelen","KER3","CAT2-S3-1A",22,31,32.1,31.6,0.858126795836186,0.0429063397918093,-2.74989890705146,-0.137494945352573,-2.57990972073161,-3.63389670150755,-1.52592273995566
"Kerguelen","KER3","CAT2-S3-1A",27,38.2,39.3,38.7,0.155654097718984,0.00778270488594918,-2.71018715761892,-0.135509357880946,-2.69158017842159,-3.74454447438378,-1.63861588245941
"Kerguelen","KER3","CAT2-S3-1A",28,39.5,40.7,40.1,0.0645584471459117,0.00322792235729558,-3.25653638726948,-0.162826819363474,-2.70606144298935,-3.75904969705406,-1.65307318892464
"Kerguelen","KER3","CAT2-S3-1A",32,45.1,47,46.1,0.717051660701797,0.0358525830350898,-2.65648590214907,-0.132824295107453,-2.60233610819315,-3.65594629254544,-1.54872592384087
"Kerguelen","KER3","CAT2-S3-1B",38,46.4,47.6,47,0.588749597044294,0.0294374798522147,-2.54758055157272,-0.127379027578636,-2.62273199006814,-3.67607424221366,-1.56938973792263
"Kerguelen","KER3","CAT2-S3-1B",42,51.6,52.7,52.2,0.419928841134503,0.0209964420567252,-2.38789415348348,-0.119394707674174,-2.64956903459748,-3.70266731794518,-1.59647075124978
"Kerguelen","KER3","CAT2-S3-1B",45,55.3,56.5,55.9,-0.483394070314666,-0.0241697035157333,-2.90845458130836,-0.145422729065418,-2.79316818547373,-3.84705890739369,-1.73927746355377
"Kerguelen","KER3","CAT2-S3-1B",47,58.1,59.3,58.7,1.34098572014745,0.0670492860073724,-1.95732879222975,-0.0978664396114876,-2.50315075597461,-3.55907756373379,-1.44722394821543
"Kerguelen","KER3","CAT2-S3-1B",52,64.6,65.7,65.1,1.36796596871284,0.0683982984356421,-1.64691989277474,-0.0823459946387368,-2.49886176835422,-3.55492658009677,-1.44279695661167
"Kerguelen","KER3","CAT2-S3-1B",55,68.3,69.4,68.9,0.383223215264147,0.0191611607632073,-3.55735130931374,-0.177867565465687,-2.65540404292126,-3.70846561949245,-1.60234246635007
"Kerguelen","KER3","CAT2-S3-1B",56,69.5,70.7,70.1,1.08345313899841,0.0541726569499203,-1.46929022400089,-0.0734645112000446,-2.54409011388002,-3.59885724214259,-1.48932298561744
"Kerguelen","KER3","CAT2-S3-1B",62,77.2,78.2,77.7,1.27687310427512,0.0638436552137561,-2.27007010173598,-0.113503505086799,-2.51334259001649,-3.56895401253533,-1.45773116749766
"Kerguelen","KER3","CAT2-S3-1B",65,80.8,81.9,81.4,1.59842854157996,0.079921427078998,-2.25170770455493,-0.112585385227746,-2.46222566696343,-3.51959659406253,-1.40485473986434
"Kerguelen","KER3","CAT2-S3-1B",68,84.5,85.6,85.1,1.10711203883585,0.0553556019417926,-2.31640020199146,-0.115820010099573,-2.5403291133737,-3.59519086381072,-1.48546736293669
"Kerguelen","KER3","CAT2-S3-1C",78,89.2,90.2,89.7,0.828370277674146,0.0414185138837073,-2.41687932046798,-0.120843966023399,-2.58464004549914,-3.63854038984616,-1.53073970115211
"Kerguelen","KER3","CAT2-S3-1C",83,95.7,96.8,96.2,1.05349914093297,0.0526749570466483,-2.17652583726755,-0.108826291863377,-2.54885183157037,-3.60350262289276,-1.49420104024797
"Kerguelen","KER3","CAT2-S3-1C",85,98.3,99.3,98.8,1.2800818871989,0.0640040943599448,-2.39153020633467,-0.119576510316734,-2.51283249722757,-3.56845928436085,-1.45720571009429
"Kerguelen","KER3","CAT2-S3-1C",89,103.5,104.7,104.1,0.836057756652218,0.0418028878326109,-2.68258493261413,-0.134129246630706,-2.58341798477241,-3.63734034469746,-1.52949562484737
"Kerguelen","KER3","CAT2-S3-1C",91,106.1,107.2,106.7,0.592459966670655,0.0296229983335328,-2.40626770148409,-0.120313385074204,-2.62214216120293,-3.67549116131292,-1.56879316109294
"Kerguelen","KER3","CAT2-S3-1C",96,112.8,113.9,113.3,0.751023872222651,0.0375511936111325,-2.76013370929613,-0.138006685464807,-2.59693562441714,-3.65062867852923,-1.54324257030505
"Kerguelen","KER3","CAT2-S3-1C",101,118.9,119.9,119.4,0.966183863080735,0.0483091931540367,-2.15447046606762,-0.107723523303381,-2.56273213904313,-3.61706589604515,-1.5083983820411
"Kerguelen","KER3","CAT2-S3-1D",110,122.4,123.5,123,1.16154655114638,0.0580773275573192,-2.1435626866833,-0.107178134334165,-2.53167578503776,-3.58676440314373,-1.47658716693178
"Kerguelen","KER3","CAT2-S3-1D",115,128.9,130,129.5,0.854544362281475,0.0427272181140737,-2.14099825078879,-0.10704991253944,-2.58047921189585,-3.63445555977038,-1.52650286402132
"Kerguelen","KER3","CAT2-S3-1D",117,131.4,132.4,131.9,1.00603790906141,0.0503018954530703,-2.00513837374516,-0.100256918687258,-2.55639663366706,-3.61087101636156,-1.50192225097257
"Kerguelen","KER3","CAT2-S3-1D",121,136.5,137.6,137.1,0.865027946666462,0.0432513973333231,-2.44963456664019,-0.122481728332009,-2.57881266076918,-3.63282028093208,-1.52480504060628
"Kerguelen","KER3","CAT2-S3-1D",124,140.5,141.6,141,1.17089988222263,0.0585449941111316,-2.14331988148452,-0.107165994074226,-2.53018890766158,-3.58531779305298,-1.47506002227018
"Kerguelen","KER3","CAT2-S3-1D",130,148.3,149.4,148.9,0.998223387455194,0.0499111693727597,-2.40919611905982,-0.120459805952991,-2.55763889006611,-3.61208515880396,-1.50319262132827
"Kerguelen","KER3","CAT2-S3-1D",133,152.3,153.4,152.8,0.75788788606026,0.037894394303013,-2.43268394742665,-0.121634197371333,-2.59584446803641,-3.64955487195721,-1.54213406411562
"Kerguelen","KER3","CAT2-S3-1D",134,153.6,154.8,154.2,0.526116191692802,0.0263058095846401,-2.33429142396327,-0.116714571198163,-2.63268867743981,-3.6859260148202,-1.57945134005942
"Kerguelen","KER3","CAT2-S3-1D",136,156.4,157.6,157,0.726005898753849,0.0363002949376925,-2.19910354696609,-0.109955177348304,-2.60091267371062,-3.65454421601876,-1.54728113140249
"Kerguelen","KER3","CAT2-S3-1D",139,160.4,161.5,160.9,1.15933222036583,0.0579666110182915,-1.65953862313014,-0.0829769311565073,-2.53202779207291,-3.58710693236881,-1.47694865177701
"Kerguelen","KER3","CAT2-S3-1D",141,163,164.1,163.5,1.11245601838071,0.0556228009190355,-1.50746920533675,-0.0753734602668376,-2.53947959332366,-3.59436305070255,-1.48459613594477
"Kerguelen","KER3","CAT2-S3-1D",142,164.3,165.5,164.9,1.19976049889633,0.0599880249448163,-1.51816905034639,-0.0759084525173194,-2.52560100227849,-3.58085651121451,-1.47034549334247
"Kerguelen","KER3","CAT2-S3-1E",150,166.5,167.5,167,1.29154630353196,0.064577315176598,-1.55908783261376,-0.0779543916306878,-2.511010025518,-3.56669206945507,-1.45532798158093
"Kerguelen","KER3","CAT2-S3-1E",152,169.1,170.2,169.6,1.38246500899225,0.0691232504496124,-1.62118847380736,-0.0810594236903681,-2.49655688950497,-3.55269715564386,-1.44041662336608
"Kerguelen","KER3","CAT2-S3-1E",156,174.6,175.7,175.1,1.13465079730724,0.0567325398653621,-1.68335847714071,-0.0841679238570355,-2.53595134072723,-3.59092626915258,-1.48097641230188
"Kerguelen","KER3","CAT2-S3-1E",158,177.2,178.3,177.8,0.773024399254311,0.0386512199627156,-1.83906604266581,-0.0919533021332906,-2.59343825159449,-3.64718763532706,-1.53968886786193
"Kerguelen","KER3","CAT2-S3-1E",159,178.6,179.6,179.1,1.27935274299844,0.0639676371499218,-1.88158511546844,-0.0940792557734222,-2.51294840759221,-3.5685716994763,-1.45732511570811
"Kerguelen","KER3","CAT2-S3-1E",163,183.8,184.9,184.3,0.40832398280951,0.0204161991404755,-4.39377315073704,-0.219688657536852,-2.6514138320452,-3.70449987919814,-1.59832778489226
"Kerguelen","KER3","CAT2-S3-1E",165,186.4,187.5,187,1.29038033207831,0.0645190166039154,-2.10126393538323,-0.105063196769161,-2.51119537729926,-3.56687177560516,-1.45551897899337
"Kerguelen","KER3","CAT2-S3-1E",168,190.4,191.5,190.9,0.185313778801829,0.00926568894009143,-3.5309120213253,-0.176545601066265,-2.68686524762024,-3.73982950373503,-1.63390099150546
"Kerguelen","KER3","CAT2-S3-1E",171,194,195,194.5,-0.0083727042936769,-0.000418635214683845,-2.28017890649651,-0.114008945324825,-2.71765513920409,-3.7706884936648,-1.66462178474337
"Kerguelen","KER3","CAT2-S3-1E",174,197.7,198.6,198.1,-0.786123964149304,-0.0393061982074652,-3.90919402705261,-0.195459701352631,-2.84129245548673,-3.89623855845848,-1.78634635251499
"Kerguelen","KER3","CAT2-S3-1E",177,201.6,202.7,202.1,0.642407609134019,0.0321203804567009,-2.78170170450002,-0.139085085225001,-2.6142021001737,-3.6676477394356,-1.56075646091179
"Kerguelen","KER3","CAT2-S3-1E",181,207,208.1,207.5,0.986276124390105,0.0493138062195052,-1.61970922633385,-0.0809854613166925,-2.55953811880226,-3.61394191484807,-1.50513432275645
"Marion Island","PB1","PB1_1A",4,5,6.3,5.7,1.13696484844836,0.0568482424224182,-2.78886912808837,-0.139443456404418,-2.53558348137733,-3.59056806887125,-1.48059889388342
"Marion Island","PB1","PB1_1A",7,9.8,11.1,10.4,0.871274029677862,0.0435637014838931,-2.79847683576684,-0.139923841788342,-2.57781973542059,-3.63184621325954,-1.52379325758164
"Marion Island","PB1","PB1_1A",9,12.6,13.8,13.2,1.15069954053566,0.0575349770267829,-2.58229378282975,-0.129114689141488,-2.53340010918973,-3.58844250145545,-1.47835771692401
"Marion Island","PB1","PB1_1A",14,19.4,20.7,20.1,0.66484362708961,0.0332421813544805,-2.39179918618253,-0.119589959309127,-2.6106354983676,-3.66412806136642,-1.55714293536877
"Marion Island","PB1","PB1_1A",16,22.3,23.5,22.9,0.830744326035761,0.041537216301788,-2.53596572129479,-0.12679828606474,-2.58426264853007,-3.63816976447119,-1.53035553258895
"Marion Island","PB1","PB1_1A",17,23.7,24.9,24.3,0.837162440040076,0.0418581220020038,-2.39998316461046,-0.119999158230523,-2.58324237581301,-3.63716792034428,-1.52931683128174
"Marion Island","PB1","PB1_1A",22,30.4,31.6,31,1.16534511592145,0.0582672557960726,-2.45011424276381,-0.122505712138191,-2.53107193599404,-3.58617686196394,-1.47596701002413
"Marion Island","PB1","PB1_1A",28,38.5,39.8,39.2,0.225994636211403,0.0112997318105702,-2.5849683532515,-0.129248417662575,-2.68039830594646,-3.73336870786504,-1.62742790402788
"Marion Island","PB1","PB1_1A",32,44,45.3,44.7,-0.464629521057215,-0.0232314760528608,-2.69351049959224,-0.134675524979612,-2.79018522854239,-3.84402355965246,-1.73634689743233
"Marion Island","PB1","PB1_1B",39,46.4,47.6,47,-0.359131762548589,-0.0179565881274295,-2.39948100325826,-0.119974050162913,-2.77341449423556,-3.82698661615712,-1.719842372314
"Marion Island","PB1","PB1_1B",41,49.3,50.5,49.9,-0.935402118610355,-0.0467701059305178,-2.69487678325177,-0.134743839162589,-2.86502285793008,-3.92063483946628,-1.80941087639387
"Marion Island","PB1","PB1_1B",42,50.6,51.8,51.2,-0.966031230603355,-0.0483015615301678,-2.17539186087605,-0.108769593043803,-2.86989189691773,-3.92565236113746,-1.814131432698
"Marion Island","PB1","PB1_1B",44,53.3,54.5,53.9,-0.893284379440559,-0.044664218972028,-2.03608687980275,-0.101804343990138,-2.8583274984911,-3.91374189278397,-1.80291310419824
"Marion Island","PB1","PB1_1B",45,54.7,55.8,55.2,-1.1127168668602,-0.0556358433430099,-1.81096211465726,-0.0905481057328628,-2.89321017274717,-3.94973761513202,-1.83668273036232
"Marion Island","PB1","PB1_1B",46,56,57.7,56.8,-1.3700403228909,-0.0685020161445449,-2.41231977757402,-0.120615988878701,-2.93411628651691,-3.99221205729035,-1.87602051574347
"Marion Island","PB1","PB1_1B",52,64.3,65.4,64.9,-1.39101350629542,-0.0695506753147711,-2.72390132610115,-0.136195066305058,-2.93745034490277,-3.99568642453102,-1.87921426527453
"Marion Island","PB1","PB1_1B",54,66.9,68.1,67.5,-1.0301175427578,-0.0515058771378898,-2.52148088327524,-0.126074044163762,-2.88007954951851,-3.93616373540425,-1.82399536363277
"Marion Island","PB1","PB1_1B",57,70.8,72,71.4,-1.31215443785068,-0.0656077218925342,-2.89517888728487,-0.144758944364243,-2.9249143014525,-3.98263257077995,-1.86719603212504
"Marion Island","PB1","PB1_1B",62,77.7,78.9,78.3,-0.93294276618959,-0.0466471383094795,-2.64790956918497,-0.132395478459248,-2.86463190037232,-3.92023213453426,-1.80903166621038
"Marion Island","PB1","PB1_1B",64,80.4,81.5,81,-0.599261838062809,-0.0299630919031404,-2.64264028825541,-0.132132014412771,-2.81158741612943,-3.86583534563473,-1.75733948662413
"Marion Island","PB1","PB1_1B",65,81.7,82.8,82.3,-1.01297202405127,-0.0506486012025636,-2.72583777456102,-0.136291888728051,-2.87735396612371,-3.93334981498445,-1.82135811726297
"Marion Island","PB1","PB1_1B",66,83,84.1,83.6,-0.692226180819047,-0.0346113090409524,-2.7122756270905,-0.135613781354525,-2.82636574236511,-3.88094218688906,-1.77178929784117
"Marion Island","PB1","PB1_1B",67,84.3,85.4,84.9,-0.870682444389091,-0.0435341222194545,-2.22304069572468,-0.111152034786234,-2.85473452122858,-3.91004603025664,-1.79942301220053
"Marion Island","PB1","PB1_1B",68,85.6,86.6,86.1,-0.896042411115495,-0.0448021205557748,-2.66835823774136,-0.133417911887068,-2.85876593639807,-3.9141930359216,-1.80333883687454
"Marion Island","PB1","PB1_1C",77,89.2,90.3,89.7,-1.03323685476274,-0.0516618427381371,-2.70557184023841,-0.135278592011921,-2.88057541932271,-3.93667581227717,-1.82447502636825
"Marion Island","PB1","PB1_1C",79,91.8,92.9,92.4,-1.06881289915127,-0.0534406449575634,-2.84853393541845,-0.142426696770922,-2.88623086069476,-3.94251905275446,-1.82994266863505
"Marion Island","PB1","PB1_1C",81,94.5,95.6,95.1,-1.18968367485406,-0.0594841837427029,-2.70559523002877,-0.135279761501438,-2.90544540793659,-3.96241222479234,-1.84847859108085
"Marion Island","PB1","PB1_1C",84,98.5,99.6,99.1,-1.06342912146665,-0.0531714560733327,-2.77377061310461,-0.13868853065523,-2.88537501402662,-3.94163443718256,-1.82911559087068
"Marion Island","PB1","PB1_1C",86,101.2,102.3,101.8,-1.34179266870287,-0.0670896334351436,-2.84284037502056,-0.142142018751028,-2.92962582236037,-3.98753558791692,-1.87171605680381
"Marion Island","PB1","PB1_1C",87,102.6,103.7,103.1,-1.3368629551653,-0.0668431477582649,-2.77054992359099,-0.138527496179549,-2.92884215721794,-3.98671981098717,-1.87096450344871
"Marion Island","PB1","PB1_1C",88,103.9,105,104.4,-1.30480993737176,-0.0652404968685879,-2.71724216497201,-0.135862108248601,-2.92374676322335,-3.98141815941632,-1.86607536703038
"South Georgia","POB4","POB_1A",16,31.5,32.9,32.2,-1.17861613850859,-0.0589308069254296,-2.91517298414224,-0.145758649207112,-2.90368602731937,-3.96058810054154,-1.8467839540972
"South Georgia","POB4","POB_1A",19,36.1,37.4,36.8,-2.89041564827322,-0.144520782413661,-3.31393362800904,-0.165696681400452,-3.17580683036446,-4.24888411549114,-2.10272954523778
"South Georgia","POB4","POB_1A",21,39.2,40.6,39.9,-2.29450993088699,-0.11472549654435,-3.69530209499443,-0.184765104749722,-3.08107707876137,-4.14712906802008,-2.01502508950265
"South Georgia","POB4","POB_1A",24,43.8,45.1,44.4,-0.960428492349971,-0.0480214246174986,-3.52031624314579,-0.17601581215729,-2.86900124259515,-3.92473424459595,-1.81326824059435
"South Georgia","POB4","POB_1A",28,49.9,51.2,50.5,-1.36071480587998,-0.0680357402939992,-2.74068442713656,-0.137034221356828,-2.93263383067828,-3.99066781785436,-1.87459984350219
"South Georgia","POB4","POB_1E",170,200.2,201.3,200.7,-0.372648144911374,-0.0186324072455687,-2.81000234904787,-0.140500117452394,-2.77556316223193,-3.82916670234306,-1.7219596221208
"South Georgia","POB4","POB_1E",174,205.3,206.4,205.9,-0.314752432764559,-0.0157376216382279,-2.50466597094503,-0.125233298547252,-2.76635961497514,-3.81983413742977,-1.71288509252051
"South Georgia","POB4","POB_1E",177,209.4,210.5,209.9,-0.726765540567092,-0.0363382770283546,-2.69361476773312,-0.134680738386656,-2.83185638438113,-3.88656438399845,-1.77714838476381
"South Georgia","POB4","POB_1E",183,217.6,218.5,218.1,0.0856959734576748,0.00428479867288374,-2.91188941585823,-0.145594470792912,-2.70270125939219,-3.75568075018538,-1.64972176859899
"South Georgia","POB4","POB_1F",196,225.1,226.2,225.7,0.647533591708562,0.0323766795854281,-2.80987907505027,-0.140493953752514,-2.61338723459708,-3.6668434025858,-1.55993106660836
