"Location","Site","Section","sample","min_depth","max_depth","midpoint","Cu","Cu_sd","Cu_ICP","Cu_ICP_sd","Cu_fit_OLS","Cu_lwr_OLS","Cu_upr_OLS","Cu_fit_WLS","Cu_lwr_WLS","Cu_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,0.372548029465538,0.0186274014732769,-2.12531618636997,-0.106265809318499,-1.79463160464489,-3.20543746247333,-0.383825746816456,-1.73307443582671,-3.35044813284031,-0.115700738813117
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,0.835770609178151,0.0417885304589076,-2.17090670474982,-0.108545335237491,-1.64542539489833,-3.06201419588947,-0.228836593907192,-1.53599877051979,-3.33400471591394,0.262007174874349
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,0.477548835722825,0.0238774417861413,-2.09689470641358,-0.104844735320679,-1.76081034245231,-3.17262874372627,-0.348991941178356,-1.68840238256939,-3.34660328862582,-0.0302014765129621
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-0.208258084684681,-0.0104129042342341,-1.86135317033261,-0.0930676585166307,-1.98171203354745,-3.39009655324421,-0.573327513850677,-1.98017541141278,-3.37332280689647,-0.587028015929101
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-0.217303929711652,-0.0108651964855826,-2.29698600257009,-0.114849300128505,-1.98462574352088,-3.39301523827308,-0.576236248768683,-1.98402391967864,-3.37370475780411,-0.594343081553165
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,0.281854028858014,0.0140927014429007,-2.10946612672938,-0.105473306336469,-1.82384457627032,-3.23391720316394,-0.413771949376696,-1.7716597321656,-3.35383212061985,-0.18948734371135
"Bird Island","BI10","BI10.2",45,44,45,44.5,-0.199713714900078,-0.00998568574500391,-3.28717186323751,-0.164358593161876,-1.97895985114946,-3.3873408748963,-0.570578827402619,-1.97654025321092,-3.37296286781926,-0.580117638602584
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,0.465200545852097,0.0232600272926048,-1.43919851548374,-0.0719599257741872,-1.76478778571427,-3.17647800922395,-0.353097562204586,-1.69365589901754,-3.34705156211415,-0.0402602359209383
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,0.618021690848657,0.0309010845424329,-2.87738168075736,-0.143869084037868,-1.71556336356237,-3.12901034978802,-0.302116377336713,-1.62863892846777,-3.34157264748555,0.0842947905499987
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-0.416226885536692,-0.0208113442768346,-0.44052288966772,-0.022026144483386,-2.04869977956776,-3.45752982428984,-0.639869734845691,-2.06865466865543,-3.38234915147095,-0.7549601858399
