"depth","surface","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","coh_inc"
55.5,6.66,16267,78575,1.3,154,2452,3403,375,49891,185,207,104,79,0,2144,671,13788,3747,0.27175805
55.6,6.65,16898,83048,1.51,136,2575,3635,411,53593,225,170,95,107,129,2065,714,13920,3878,0.278591954
55.7,6.65,16772,82505,1.45,162,2651,3608,447,53538,112,154,105,78,13,2272,578,13356,3790,0.283767595
55.8,6.66,15692,76692,1.27,191,2660,3454,418,48537,214,151,28,88,177,2050,703,12774,3633,0.284405824
55.9,6.66,15960,77637,1.52,139,2514,3256,339,49844,294,130,63,0,88,1928,688,13144,3843,0.29237675
56,6.67,16004,74937,1.34,88,2060,3022,323,47790,113,161,139,88,78,1841,519,13625,3682,0.270238532
56.1,6.66,16509,76129,1.52,100,2056,3210,313,46782,284,152,138,88,19,2038,812,14922,3913,0.262230264
56.2,6.66,17194,80358,1.38,106,2481,3371,383,49693,254,169,108,122,68,1972,795,15231,4238,0.278248309
56.3,6.67,17672,82286,1.38,125,2220,3417,395,50373,345,171,139,62,84,2341,743,16059,4219,0.262718725
56.4,6.68,17354,81232,1.48,152,2556,3622,411,49119,229,189,194,162,118,2139,863,15647,4215,0.269380712
56.5,6.69,15906,76292,1.27,137,2532,3319,383,47733,192,154,135,20,141,2038,630,13898,3764,0.270830335
56.6,6.69,15177,76173,1.38,195,2883,3457,474,49303,172,127,76,107,58,1824,627,12124,3398,0.280270538
56.7,6.68,16279,80899,1.38,184,3106,3623,448,52487,54,125,64,49,77,1731,652,13371,3345,0.250168275
56.8,6.68,15624,78387,1.55,174,2805,3198,492,51397,125,202,89,39,174,1701,615,12691,3388,0.266960838
56.9,6.68,13430,64957,1.35,122,2280,2567,364,41291,132,130,107,51,0,1627,562,11350,3440,0.3030837
57,6.67,16766,88479,1.45,221,3817,3674,555,59886,296,170,99,117,86,1994,597,12202,3760,0.308146206
57.1,6.67,15726,82902,1.52,221,3383,3501,535,55964,268,179,235,209,92,1965,651,10955,3570,0.325878594
57.2,6.66,14341,72447,1.37,189,2879,2751,451,46941,140,111,166,147,66,1901,619,11600,3467,0.29887931
57.3,6.65,16263,83777,1.44,219,3607,3472,474,54788,200,199,162,89,134,2334,769,12151,3887,0.319891367
57.4,6.65,14932,77458,1.38,203,3519,3112,478,51409,130,85,108,110,94,2022,472,11127,3416,0.307000989
57.5,6.67,15766,84257,1.43,282,3995,3632,525,57341,142,121,146,183,74,2235,635,10263,3579,0.348728442
57.6,6.68,13889,72826,1.36,190,3486,2984,438,48082,258,140,127,131,57,2019,555,10008,3436,0.34332534
57.7,6.68,13826,68908,1.29,192,2715,2726,387,43332,285,93,123,116,114,2026,666,11224,3744,0.333570919
57.8,6.68,15732,72201,1.42,103,2519,3201,373,42657,267,181,93,85,82,2186,676,14292,4022,0.281416177
57.9,6.69,17680,79229,1.43,144,2540,3341,376,45551,480,250,96,83,86,2027,969,17147,4424,0.258004316
58,6.7,19200,88682,1.46,163,2826,3987,410,52506,357,191,113,32,102,1789,766,18920,4581,0.242124736
58.1,6.71,18327,80150,1.41,116,2025,3191,337,45157,188,237,143,125,134,1801,799,19540,4480,0.229273286
58.2,6.73,19264,84909,1.43,160,2868,3680,372,48235,195,265,143,159,36,1713,813,20030,4409,0.22011982
58.3,6.74,18045,78434,1.33,138,2415,3187,352,44694,248,179,68,46,58,1762,661,18518,4274,0.230802462
58.4,6.74,18266,79958,1.39,104,2293,3425,302,45063,208,225,99,154,65,2037,903,18378,4777,0.259930352
58.5,6.75,18170,73446,1.46,57,1435,3220,280,38512,254,194,76,117,70,2031,786,19851,4587,0.231071483
58.6,6.75,19053,77195,1.44,69,1645,3443,263,39432,188,218,156,137,166,2063,960,21649,4862,0.224583122
58.7,6.76,19814,78937,1.46,76,1594,3479,220,40618,318,237,153,84,0,1905,765,22497,4880,0.216917811
58.8,6.77,19232,74996,1.53,68,1533,3440,205,37115,196,261,170,90,30,1680,983,22457,4858,0.216324531
58.9,6.78,18879,72302,1.34,64,1501,3337,198,34150,248,158,194,100,63,1810,1029,22553,4698,0.208309316
59,6.78,18784,72862,1.41,46,1420,3291,178,35939,318,211,228,141,0,1508,908,22127,4645,0.209924527
59.1,6.79,17925,71254,1.32,64,1454,3166,284,36802,280,146,135,57,42,1750,898,20195,4224,0.209160683
59.2,6.8,18691,76377,1.51,68,1742,3185,247,40542,154,214,100,161,0,2137,853,20567,4505,0.21904021
59.3,6.8,19080,76605,1.4,23,1332,3230,213,39821,343,186,133,80,0,2066,926,21469,4572,0.212958219
59.4,6.81,19783,77100,1.4,58,1246,2975,170,38246,353,165,147,52,93,1953,816,23696,5067,0.213833558
59.5,6.8,20047,71194,1.3,39,997,2640,145,30455,181,188,179,45,73,1790,1003,25848,5196,0.201021356
59.6,6.79,20500,72573,1.41,34,1051,2611,191,31631,238,198,152,125,21,1667,1031,26183,5096,0.194630104
59.7,6.78,19555,69977,1.4,42,1150,3162,160,30686,106,151,146,76,109,1643,857,24588,4859,0.197616724
59.8,6.79,18410,67543,1.27,65,1282,3079,200,30469,130,139,208,109,26,1584,994,22213,4546,0.204654932
59.9,6.79,17474,64763,1.16,55,1190,3146,214,29470,174,176,141,90,100,1732,823,20843,4351,0.208751139
60,6.78,17631,69112,1.38,42,1346,3443,170,33639,349,265,182,162,8,2262,966,19679,4519,0.229635652
60.1,6.79,17231,69302,1.42,74,1559,3557,200,34443,240,249,159,91,16,2312,971,19083,4307,0.225698265
60.2,6.8,16114,65644,1.37,65,1587,3408,191,33991,196,185,120,124,0,2059,773,17049,4125,0.241949674
60.3,6.78,15213,66553,1.31,70,1878,3427,254,38643,166,200,148,60,121,2158,652,13608,3608,0.265138154
60.4,6.78,15182,69953,1.3,88,2164,3561,329,41756,132,154,80,102,200,2292,677,13077,3751,0.286839489
60.5,6.78,16128,77842,1.38,146,3339,4025,363,46925,302,171,125,71,49,2431,783,13626,3951,0.28996037
60.6,6.77,15786,77639,1.33,153,2808,3783,364,48200,239,123,56,140,157,2427,642,13218,3737,0.282720533
60.7,6.76,16190,80932,1.33,178,3088,3811,440,50577,188,151,76,173,97,2485,823,13502,3962,0.293438009
60.8,6.74,16073,75406,1.4,124,2766,3856,303,44816,259,116,84,135,0,2213,874,14659,3957,0.269936558
60.9,6.72,14433,64801,1.2,126,2195,3080,287,36957,299,138,91,158,0,2289,613,13591,3655,0.268927967
61,6.69,14508,66462,1.53,152,2414,3312,306,37139,180,172,9,202,54,3057,743,13278,4047,0.304789878
61.2,6.6,12616,64693,1.42,163,3167,3226,358,41403,177,131,60,166,0,1626,431,9567,3123,0.326434619
61.3,6.56,14224,71571,1.41,182,3951,3460,401,44813,265,177,141,139,76,2094,557,10675,3504,0.32824356
61.4,6.55,17784,97981,1.47,320,5527,4959,565,65969,209,182,115,163,78,2735,665,11437,3759,0.328670106
61.5,6.58,16933,91691,1.52,301,5210,4596,624,60861,171,141,32,130,141,2771,521,11186,3864,0.34543179
61.6,6.62,17338,93162,1.43,272,4705,4666,572,62083,197,178,68,149,148,2736,593,11806,3816,0.323225479
61.7,6.61,14180,69823,1.44,185,2649,3781,305,42864,151,138,54,57,30,2371,613,12001,3551,0.295892009
61.8,6.6,15745,74991,1.47,147,3000,3726,304,44836,162,133,7,81,80,2484,743,13982,3829,0.273852096
61.9,6.61,17272,80759,1.4,192,3034,4010,303,47379,310,126,60,132,125,2414,867,16191,4187,0.258600457
62,6.61,18473,82908,1.47,130,2874,3963,328,47079,265,119,108,176,0,2332,753,18414,4443,0.241283806
62.1,6.62,18878,81779,1.33,84,2168,4095,242,44810,179,111,128,110,63,2286,862,20041,4521,0.225587546
62.2,6.63,18812,81534,1.38,87,2158,4052,255,45681,182,180,142,145,53,1958,821,19142,4393,0.229495351
62.3,6.64,17381,80617,1.32,129,2718,4840,339,48481,204,174,100,170,0,2184,598,14893,3853,0.258712147
62.4,6.65,17538,87110,1.39,200,3495,4779,390,54500,216,135,63,112,95,2896,812,14007,3996,0.285285928
62.5,6.67,17570,87688,1.5,201,3754,5001,341,54783,82,82,156,151,28,2965,787,13783,4058,0.294420663
62.6,6.67,17132,83909,1.41,150,3426,4928,386,50639,88,96,71,110,0,2871,762,14625,4198,0.287042735
62.7,6.68,17536,86123,1.75,201,3519,5008,347,52611,0,157,109,190,99,2855,834,14550,3857,0.265085911
62.8,6.68,17384,83955,1.4,154,2940,4926,287,50519,185,120,62,138,81,2622,893,15316,4017,0.262274745
62.9,6.68,17532,83830,1.33,134,2807,5104,305,50531,247,86,90,136,51,2420,890,15394,4095,0.266012732
63,6.7,17183,81036,1.45,112,2811,4522,294,46995,286,150,111,155,77,2621,821,16024,4263,0.266038442
63.1,6.71,18847,90857,1.57,177,3244,5340,350,54098,293,188,193,181,54,3024,900,16640,4339,0.260757212
63.2,6.72,17414,82049,1.36,138,3348,5095,338,47887,201,126,116,149,33,2533,776,15697,4092,0.260686755
63.3,6.73,15970,74127,1.37,111,3555,4207,274,42078,155,116,116,104,25,2349,737,14618,4089,0.279723628
63.4,6.74,16610,76655,1.34,126,2909,4368,259,44651,185,78,67,125,109,2405,753,15036,4080,0.271348763
63.5,6.75,17072,81921,1.3,153,3389,4996,295,49017,243,139,135,102,125,2750,742,14314,3862,0.269805785
63.6,6.77,16381,76942,1.35,122,3245,4714,316,44951,324,138,188,182,10,2537,731,13988,3965,0.283457249
63.7,6.79,14701,68240,1.28,132,2929,3943,320,39017,236,67,95,142,33,2351,756,13079,3666,0.280296659
63.8,6.8,15215,69471,1.45,72,2548,3932,216,39619,411,127,119,92,62,2491,874,13828,3687,0.266632919
63.9,6.79,16484,77280,1.38,105,2922,4610,279,45429,238,135,112,142,22,2760,670,14394,3790,0.263304155
64,6.8,16718,78917,1.37,108,3006,4611,315,46490,270,146,119,169,74,2717,834,14566,3863,0.265206646
64.1,6.82,17228,82862,1.55,98,2979,4429,329,50662,312,145,137,148,190,2736,790,14591,4044,0.277157152
64.2,6.85,16286,76410,1.5,107,3047,4478,361,44938,331,105,122,126,24,2637,777,13827,3867,0.27967021
64.3,6.87,16535,80130,1.41,113,2851,4365,318,49634,257,115,96,165,91,2788,751,13388,3819,0.285255453
64.4,6.89,15963,73752,1.29,105,2583,3789,332,44089,183,173,186,157,63,2375,773,13603,3657,0.268837756
64.5,6.91,15212,69867,1.37,100,2426,3854,253,41373,384,151,155,117,71,2264,610,13064,3588,0.274647887
64.6,6.91,15063,68193,1.36,97,2407,3501,291,39605,181,155,128,114,23,2253,656,13376,3835,0.286707536
64.7,6.91,15558,71355,1.38,105,2525,3342,336,41618,276,154,137,145,101,2552,649,14278,3721,0.26061073
64.8,6.9,15951,72156,1.42,76,2210,3535,261,41760,274,130,109,130,35,2485,835,14723,3924,0.266521769
64.9,6.91,15586,70414,1.49,87,2390,3350,272,40599,275,138,130,43,90,2557,750,14601,3963,0.271419766
65,6.92,15430,69317,1.45,95,2297,3633,270,39228,126,119,177,143,69,2484,732,14604,4016,0.274993153
65.1,6.91,15290,66755,1.52,74,2070,3085,228,36934,100,115,151,105,0,2383,853,15221,4063,0.266933841
65.2,6.92,16028,71894,1.47,101,2169,3441,324,40354,168,119,119,142,52,2647,909,15755,4010,0.254522374
65.3,6.92,16608,75026,1.6,57,2286,3656,270,43734,118,122,72,132,30,2483,939,15653,3952,0.252475564
65.4,6.92,16514,74052,1.41,75,2221,3679,260,42839,202,85,110,105,87,2308,728,15700,4018,0.255923567
65.5,6.92,16050,69438,1.3,57,1738,3125,220,39540,332,87,89,4,6,2219,731,15676,4133,0.263651442
65.6,6.91,16282,70753,1.49,70,1754,2962,264,40463,191,111,93,28,49,2224,782,15683,4266,0.272014283
65.7,6.9,16697,72028,1.19,61,1616,2971,287,41941,257,93,88,100,0,2070,719,16263,3848,0.236610711
65.8,6.9,16306,68535,1.36,46,1205,2388,228,39246,166,138,132,124,159,2343,702,16090,3987,0.247793661
65.9,6.89,16385,72749,1.49,33,1417,2904,262,44768,125,113,164,68,77,2160,636,14570,3922,0.269183253
66,6.89,15279,63717,1.31,62,1447,2528,279,35377,323,187,158,98,47,2337,774,14777,3928,0.265818502
66.1,6.88,15817,68012,1.39,83,1720,3042,277,37845,262,105,103,106,59,2706,993,15135,4063,0.268450611
66.2,6.88,15967,65716,1.36,65,1523,2989,198,35748,126,90,104,61,0,2530,863,15878,3959,0.249338708
66.3,6.88,16483,64586,1.48,52,1326,2627,235,32282,144,116,126,72,0,2332,1098,18256,4319,0.236579755
66.4,6.88,16407,65048,1.33,88,1517,2762,243,32739,281,167,112,83,58,1983,840,18431,4229,0.229450383
66.5,6.87,15995,59083,1.31,26,947,2244,140,27379,219,141,115,37,0,2005,905,19040,4059,0.213182773
66.6,6.88,16102,59010,1.24,50,1027,2407,221,27028,317,156,110,57,52,1765,795,19031,4285,0.225158951
66.7,6.87,15270,56031,1.25,54,1009,2357,206,26183,98,119,78,152,34,1853,671,17485,3994,0.228424364
66.8,6.87,14222,54977,1.35,46,1336,2240,190,27032,251,119,152,46,43,1851,660,15775,3912,0.247987322
66.9,6.84,15580,62710,1.3,59,1455,2695,218,32247,272,159,122,103,7,2222,736,16543,4199,0.253823369
67,6.81,17026,71880,1.46,61,1706,3568,306,39113,268,148,85,113,86,2215,925,17628,4219,0.239335149
67.1,6.77,17732,73052,1.55,67,1815,3121,280,38349,270,164,59,104,110,2527,847,19096,4646,0.243297026
67.2,6.76,18615,72145,1.46,57,1318,3123,271,34818,441,139,112,96,0,2121,969,21864,4838,0.221276985
67.3,6.75,19623,75214,1.41,72,1355,3524,192,36105,222,181,211,0,113,2093,1015,23027,4971,0.215877014
67.4,6.76,18977,68488,1.31,42,1059,3075,186,31175,219,155,128,0,75,1836,948,22901,4824,0.210645823
67.5,6.76,18225,66588,1.3,28,1004,2857,151,29722,184,237,200,54,0,1865,1027,22681,4738,0.208897315
67.6,6.76,18439,70494,1.36,66,1407,3121,223,33651,331,177,79,34,121,2441,928,21381,4554,0.212992844
67.7,6.76,17947,69930,1.43,91,1725,3227,244,34836,194,148,161,25,82,1945,826,20042,4536,0.226324718
67.8,6.77,16418,62972,1.41,42,1362,2494,231,30706,129,140,132,43,23,1800,777,19224,4242,0.220661673
67.9,6.76,15802,60348,1.4,88,1492,2942,218,29261,110,126,110,49,6,1631,714,18167,3853,0.212087852
68,6.75,15978,62715,1.34,64,1751,2738,223,31044,200,100,167,73,15,1878,722,18073,4125,0.228241023
68.1,6.74,16974,66832,1.26,22,1311,2714,251,33436,230,179,218,82,53,1849,889,19306,4509,0.233554335
68.2,6.72,16076,57555,1.27,32,896,2008,211,26109,275,170,234,60,33,1827,752,19014,4289,0.225570632
68.3,6.71,14886,54784,1.27,58,1051,2161,219,25811,188,85,157,20,19,1604,766,17428,3907,0.224179481
68.4,6.7,16026,62481,1.35,53,1099,2291,228,31714,320,195,130,51,46,2172,679,17735,4340,0.244713843
68.5,6.72,16547,62050,1.33,22,1074,2629,206,29623,245,156,162,51,85,2130,917,18582,4515,0.242977075
68.6,6.75,16698,61986,1.26,42,1177,2699,235,29082,116,161,138,34,24,2067,803,19276,4323,0.22426852
68.7,6.77,16827,64491,1.3,53,1348,2632,280,30739,155,150,144,65,133,2056,822,19563,4389,0.224352093
68.8,6.78,16492,62798,1.41,48,1296,2699,239,30408,212,179,59,55,28,1950,889,18704,4349,0.232517109
68.9,6.78,16923,66616,1.34,57,1556,3019,294,33722,172,117,168,86,107,2226,752,18487,4230,0.228809434
69,6.78,17052,67199,1.49,51,1321,2950,286,33819,141,197,155,110,38,2167,869,18963,4294,0.226440964
69.1,6.78,16848,69209,1.43,70,1810,3104,304,35814,267,136,168,86,14,2188,812,18460,4386,0.2375948
69.2,6.78,16481,65873,1.34,65,1539,3027,227,32826,157,103,113,111,106,2175,713,18674,4337,0.232248045
69.3,6.78,16589,63009,1.44,47,1193,2531,218,30203,181,173,115,77,90,1898,877,19291,4522,0.234409828
69.4,6.79,17867,69894,1.48,48,1452,2767,264,34229,154,142,152,160,87,2196,932,20747,4586,0.221044006
69.5,6.79,18243,70442,1.37,69,1412,2884,283,35099,202,146,249,72,115,1993,754,20833,4429,0.212595402
69.6,6.81,17587,65535,1.48,65,1248,2771,232,31187,208,117,147,53,79,1822,764,20551,4342,0.211279256
69.7,6.8,17269,66368,1.63,76,1481,2604,268,32797,100,210,132,36,0,1914,687,19556,4189,0.214205359
69.8,6.79,17121,66297,1.42,51,1206,2228,201,33534,247,181,259,61,122,1958,886,19269,4506,0.233847112
69.9,6.79,16745,64445,1.35,49,1038,2422,196,32548,362,192,133,119,10,1651,793,18927,4154,0.219474824
70,6.79,17036,68121,1.42,58,1114,2703,247,35303,307,214,189,118,38,2066,926,18690,4346,0.232530765
70.1,6.8,17850,73988,1.58,88,1529,3112,266,41187,271,181,158,87,0,2057,911,18255,4226,0.23149822
70.2,6.79,18027,70508,1.44,26,925,2398,177,36644,281,162,119,34,29,2021,875,20379,4585,0.224986506
70.3,6.8,18438,71957,1.3,55,1218,2384,193,37315,386,156,101,57,113,1658,943,21266,4644,0.218376752
70.4,6.8,18942,78155,1.61,53,1232,2508,231,43265,376,190,143,116,30,1823,896,21065,4473,0.212342749
70.5,6.8,17825,67661,1.61,44,1032,2403,195,32137,404,194,142,83,0,1993,895,21547,4745,0.220216271
70.6,6.79,18582,73470,1.48,69,869,2493,207,38856,266,182,243,90,120,1617,846,21342,4524,0.211976385
70.7,6.79,16990,64271,1.36,42,1053,2556,237,31785,260,190,159,109,0,1843,721,19672,4165,0.211722245
70.8,6.79,16692,66271,1.44,34,952,2730,280,34890,283,143,133,89,27,2111,834,17896,4334,0.242177023
70.9,6.79,16213,67960,1.27,88,1691,2998,275,37621,304,106,158,34,151,2022,665,16368,4100,0.250488759
71,6.8,15702,69387,1.41,92,2079,3410,328,40282,267,154,138,166,79,1979,750,14465,4006,0.276944348
71.1,6.79,14708,64513,1.51,110,2160,3009,330,35962,317,152,63,159,126,1971,866,13988,3972,0.283957678
71.2,6.8,14741,68088,1.29,146,2262,3178,347,39720,152,95,77,107,181,2422,676,13834,3901,0.28198641
71.3,6.8,14894,65989,1.32,110,2188,3291,302,37416,92,126,103,27,37,2377,835,14148,3836,0.271133729
71.4,6.79,15822,72593,1.28,158,2613,3669,366,41763,241,118,87,83,73,2507,614,14623,4201,0.28728715
71.5,6.79,15876,68858,1.44,98,1928,3037,383,37890,288,114,157,39,76,2496,873,15971,4243,0.265669025
71.6,6.8,15682,66636,1.45,30,1796,2824,317,36470,333,133,89,12,81,2430,774,15885,3994,0.251432169
71.7,6.79,16086,68109,1.54,64,1430,3113,320,38131,256,165,105,101,40,2226,739,15783,4167,0.264018247
71.8,6.77,16626,71302,1.47,70,1613,3291,273,40258,230,185,149,103,0,2338,750,16375,4242,0.259053435
71.9,6.76,16850,69244,1.47,61,1554,3111,295,37106,269,132,155,72,117,2380,953,17136,4432,0.258636788
72,6.76,16720,67377,1.45,52,1298,3084,225,35648,295,143,99,68,72,2264,770,17713,4257,0.24033196
72.1,6.75,16415,63537,1.34,45,966,2833,225,30981,298,217,142,173,54,2310,881,18653,4302,0.230633142
72.2,6.76,17728,71573,1.41,90,1375,3322,305,36638,267,166,81,85,0,2314,928,20037,4460,0.222588212
72.3,6.77,18233,74096,1.4,52,1373,3373,253,38857,217,178,107,98,113,2163,909,20363,4468,0.219417571
72.4,6.78,18108,69343,1.29,59,1202,3174,186,33198,307,187,144,87,31,2140,834,21423,4597,0.214582458
72.5,6.78,18143,67603,1.29,27,1290,3136,218,31801,192,143,41,55,100,2017,938,21475,4642,0.216158324
72.6,6.79,18224,70687,1.49,38,1373,3174,242,35502,177,175,106,121,41,2100,826,20563,4604,0.223897291
72.7,6.8,18095,67869,1.48,44,1073,3472,187,32986,264,169,57,68,42,1846,859,20845,4539,0.21775006
72.8,6.8,18227,68699,1.45,27,1180,3198,250,33497,216,175,129,104,0,2095,863,20970,4379,0.208822127
72.9,6.8,17920,66999,1.35,34,1165,3123,209,30806,186,156,117,88,35,2004,951,21630,4593,0.212343967
73,6.8,19041,75829,1.44,52,1177,3536,238,38153,380,191,227,98,70,2175,885,22038,4975,0.225746438
73.1,6.8,18676,71278,1.38,54,1310,3267,275,33793,132,177,177,77,148,2256,826,22170,4824,0.21759134
73.2,6.79,19153,72789,1.36,45,1206,3300,264,34346,237,138,160,116,23,2313,970,23021,4833,0.209938752
73.3,6.8,19293,71705,1.49,77,1163,3349,268,33037,170,154,108,121,0,2013,1070,23414,4922,0.21021611
73.4,6.8,18727,68989,1.42,52,1047,2677,240,32311,215,199,216,71,81,1805,1078,22873,4605,0.201329078
73.5,6.8,18536,70171,1.43,52,1089,2817,213,34302,127,187,192,88,0,1758,929,21881,4660,0.212970157
73.6,6.8,18042,65882,1.5,70,1181,2664,197,30038,318,145,108,44,0,2082,958,21925,4673,0.21313569
73.7,6.8,17858,63844,1.42,16,906,2352,186,28267,202,214,168,157,46,1861,881,22024,4738,0.21512895
73.8,6.79,18262,65829,1.35,49,1050,2601,214,29675,285,147,123,15,55,2140,762,22369,4686,0.209486343
73.9,6.79,18541,65396,1.44,39,1011,2477,185,28218,190,148,172,110,0,2006,862,23272,4793,0.205955655
74,6.79,18343,61385,1.52,22,876,2170,161,24225,212,126,160,0,79,1745,869,23998,4949,0.206225519
74.1,6.79,19004,67297,1.44,55,1204,2311,268,28021,273,210,204,145,34,1862,1007,24823,5054,0.203601499
74.2,6.78,18882,63252,1.44,8,654,2037,181,24502,275,242,261,75,0,1665,911,25499,5155,0.202164791
74.3,6.78,18210,60796,1.27,26,794,1927,206,23604,324,203,158,9,0,1453,980,24599,4683,0.190373592
74.4,6.77,18576,64662,1.52,41,664,2190,279,27663,434,181,202,142,0,1615,862,23804,4668,0.196101496
74.5,6.77,18596,61525,1.41,23,542,1837,178,24440,351,169,183,29,0,1572,811,24835,4886,0.196738474
74.6,6.76,18769,62910,1.28,9,615,2052,138,25109,236,180,191,81,68,1542,826,24858,5051,0.203194143
74.7,6.75,19228,66935,1.36,14,800,2042,213,28068,258,216,173,83,122,1789,833,25430,4960,0.195045222
74.8,6.74,19433,66770,1.35,8,607,1904,183,28136,353,202,172,75,57,1724,843,25466,4846,0.19029294
74.9,6.75,18955,67619,1.39,39,696,1847,175,30559,228,124,88,45,0,1599,944,24518,5008,0.204258096
75,6.76,19194,70573,1.35,48,800,1943,229,33315,335,126,148,0,0,1877,901,24184,4860,0.200959312
75.1,6.74,18671,66370,1.37,40,806,2376,198,29687,322,181,168,136,57,1753,928,23075,4694,0.203423619
75.2,6.74,17473,66356,1.52,52,1052,3087,229,32062,208,171,204,144,5,2026,842,20081,4522,0.225187989
75.3,6.74,15325,59940,1.37,51,1090,2659,188,30683,214,129,125,117,0,2005,824,16588,3997,0.240957319
75.4,6.74,15489,60366,1.34,31,998,2339,206,31229,215,120,74,97,147,2176,776,16799,3994,0.237752247
75.5,6.74,15496,59876,1.41,51,785,2201,197,29927,265,131,151,83,44,2130,935,17696,3994,0.225700723
75.6,6.74,16783,63521,1.38,21,927,2831,193,31356,265,224,150,120,39,2120,768,18656,4168,0.223413379
75.7,6.74,17082,65787,1.37,47,941,2818,200,33397,329,154,74,18,91,2106,894,18921,4063,0.214734951
75.8,6.74,17069,65850,1.35,21,853,2832,220,34742,311,177,142,100,0,1930,859,18139,4225,0.232923535
75.9,6.74,17400,66380,1.36,34,960,2682,224,32903,369,189,99,49,156,2207,850,19716,4493,0.227885981
76,6.74,18333,71120,1.5,39,1333,3211,232,35313,224,205,182,110,176,2148,916,20787,4603,0.221436475
76.1,6.73,18172,68513,1.42,55,1145,2803,227,33951,275,88,86,75,55,1947,806,20784,4598,0.221227868
76.2,6.73,18595,71447,1.32,95,1512,2541,229,35718,199,164,162,9,103,1973,788,21918,4450,0.203029473
76.3,6.74,17351,65311,1.27,63,971,2389,190,31170,149,204,223,162,0,1946,764,20881,4454,0.213303961
76.4,6.75,16821,61798,1.48,41,876,2336,218,28451,86,159,107,119,72,1819,909,20897,4094,0.195913289
76.5,6.75,17337,64754,1.47,22,784,2422,208,30737,266,177,235,15,176,1802,698,20838,4510,0.216431519
76.6,6.74,18909,74489,1.43,53,1078,2760,250,38543,348,209,150,64,37,1929,925,21833,4669,0.213850593
76.7,6.74,19070,67911,1.48,15,871,2383,158,30010,429,140,159,125,0,1611,966,24617,4745,0.192752976
76.8,6.74,19427,67372,1.38,14,701,1948,137,27801,357,221,168,47,74,1548,844,26112,5230,0.200291054
76.9,6.75,19583,64681,1.48,0,692,1888,212,25143,314,170,131,68,59,1557,995,26606,5098,0.191610915
77,6.75,20055,68313,1.34,13,708,2214,203,28605,319,150,192,68,0,1560,805,26488,4987,0.188273935
77.1,6.75,19113,65203,1.27,37,825,2070,159,27747,219,191,227,55,60,1554,824,24781,4632,0.186917396
77.2,6.75,18029,63250,1.27,50,952,2593,189,27239,211,194,169,43,0,1758,1007,22740,4421,0.194415128
77.3,6.73,17727,63191,1.29,65,932,2352,168,27872,190,186,167,98,116,1785,769,22628,4368,0.193035178
77.4,6.72,17831,64162,1.43,64,1250,2362,233,28133,246,174,121,90,0,1753,893,22494,4696,0.208766782
77.5,6.72,17670,63981,1.4,56,1081,2528,236,28380,215,176,186,101,68,1686,944,22002,4597,0.208935551
77.6,6.72,17911,64506,1.43,15,820,2158,208,28003,225,143,60,10,187,1855,862,23048,4952,0.214855953
77.7,6.73,18686,62544,1.53,0,631,2026,167,24911,348,217,182,53,106,1548,746,24704,5056,0.204663212
77.8,6.74,18938,63060,1.41,19,729,1985,153,24948,401,177,109,62,67,1495,967,25285,4855,0.192011074
77.9,6.75,18259,60115,1.46,13,521,1682,193,24374,318,188,73,86,0,1391,747,24033,4781,0.198934798
78,6.76,18394,65839,1.38,18,762,1974,155,29698,370,195,182,0,0,1695,887,23246,4793,0.20618601
78.1,6.77,18493,64261,1.38,15,769,2400,182,28158,331,186,173,78,47,1692,810,22902,4627,0.202034757
78.2,6.77,17927,69558,1.53,74,1460,2960,264,36012,298,157,238,116,35,1739,728,19398,4506,0.232291989
78.3,6.76,16725,63979,1.33,50,1033,2817,132,32101,272,116,169,115,150,1665,799,18927,4120,0.217678449
78.4,6.74,15587,59675,1.28,56,1240,2481,203,28313,225,102,128,39,34,1872,805,18446,4194,0.227366367
78.5,6.71,17303,66040,1.36,79,1126,2734,242,30812,123,147,68,41,82,1934,875,21520,4630,0.215148699
78.6,6.7,19653,77810,1.5,82,1706,3681,264,39103,290,195,110,50,117,2053,916,22723,4881,0.214804383
78.7,6.7,19166,73998,1.51,80,1472,3421,234,35968,280,133,94,85,15,2093,982,22679,4832,0.213060541
78.8,6.69,19150,73001,1.41,52,1259,3058,159,35243,315,137,138,124,0,1870,924,23265,4958,0.213109822
78.9,6.68,18954,69069,1.35,52,1326,3162,234,30653,225,185,92,68,19,1926,828,23859,4778,0.20025986
79,6.67,19821,78169,1.26,106,2474,3215,306,37802,284,201,84,124,23,1848,976,24078,5022,0.208572141
79.1,6.68,18531,64412,1.4,72,1089,2407,203,25148,213,166,225,58,0,1796,792,25503,5026,0.197074854
79.2,6.69,19542,69605,1.4,34,1294,2343,149,29785,260,201,190,58,136,1767,924,25390,5215,0.205395825
79.3,6.7,19482,71924,1.39,65,1368,3556,200,32612,293,193,182,121,0,1837,916,24136,4776,0.197878687
79.4,6.7,18050,64730,1.32,57,1187,3229,182,27550,206,136,177,52,0,1590,907,23303,4466,0.191649144
79.5,6.72,18013,68146,1.43,49,1310,3075,170,30686,229,180,199,121,0,1881,1030,22755,4421,0.19428697
79.6,6.72,18008,65784,1.35,61,1074,2910,153,28178,286,156,133,41,32,1736,948,23573,4764,0.202095618
