"Location","Site","Section","sample","min_depth","max_depth","midpoint","depth","depth_err","SH20_min_age_95CI","SH20_max_age_95CI","SH20_median_age","SH20_mean_age","SH20_mean_95CI","accrate","accrate_err","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","inc_coh","Ln_inc_coh","coh_inc","Ln_coh_inc","Total_scatter","kcps_sd","cps_sd","MSE_sd","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_inc_sd","Mo_coh_sd","inc_coh_sd","Ln_inc_coh_sd","coh_inc_sd","Ln_coh_inc_sd","Total_scatter_sd","Water_Content_pc","Dry_mass","Dry_mass_err","LOI550","LOI550_err","C_org_pc","C_org_pc_err","Volume_cm3","Volume_err_cm3","Wet_density_g_cm3","Dry_density_g_cm3","Dry_density_err_g_cm3","DMAR_g_cm2_yr","DMAR_err_g_cm2_yr","DMAR_err_pc","P_ICP","P_ICP_sd","K_ICP","K_ICP_sd","Ca_ICP","Ca_ICP_sd","Ti_ICP","Ti_ICP_sd","Mn_ICP","Mn_ICP_sd","Fe_ICP","Fe_ICP_sd","Co_ICP","Co_ICP_sd","Ni_ICP","Ni_ICP_sd","Cu_ICP","Cu_ICP_sd","Zn_ICP","Zn_ICP_sd","As_ICP","As_ICP_sd","Rb_ICP","Rb_ICP_sd","Sr_ICP","Sr_ICP_sd","Zr_ICP","Zr_ICP_sd","Pb_ICP","Pb_ICP_sd","Th_ICP","Th_ICP_sd"
"Isla Hermite","HER42PB","HER42PB1A",3,2.5,3.1,2.8,2.8,0.6,-65,-42,-60,-58,12,0.4116,0.01546,19219.7142857143,52847.5714285714,1.32857142857143,69.2857142857143,441.857142857143,148.142857142857,119.714285714286,7603.42857142857,82.1428571428571,183.142857142857,113.714285714286,22.8571428571429,123.428571428571,675.571428571429,680.142857142857,31968.4285714286,5356.71428571429,5.96938572501382,1.78643536998513,0.167590926857068,-1.78643536998513,37325.1428571429,294.422437033205,1304.46500619256,0.0448807944925857,19.7206683939658,38.5375512603338,78.9418109990487,33.7328439640769,1362.89102733159,54.6852465522118,41.123507354588,34.5239737270315,26.4476121885548,84.2711044642174,102.469275302172,148.344675863824,671.75860176675,121.7096466811,0.132506991067514,0.0219988752858001,0.00365304741369123,0.0219988752857994,740.467966575064,79.48,20.52,1.03,41.92,2.1,24.32,2.1,5.0921,0.3895,0.9496,0.2452,0.031,0.1009,0.0166,16.4,1827.041566,37.63705626,5443.67845,979.862121,15948.18938,2073.264619,1607.114721,224.9960609,407.4375349,48.89250419,14682.28264,2642.810875,4.851245271,0.339587169,4.965819612,2.68154259,23.13004442,3.238206219,42.19689147,3.797720232,2.909070465,0.066908621,17.13305574,2.741288918,204.6688961,4.093377922,8.791484806,0.43957424,5.273214186,0.114428748,1.358963465,0.018889592
"Isla Hermite","HER42PB","HER42PB1A",5,5.3,5.9,5.6,5.6,0.6,-64,-19,-55,-51,23,0.4081,-0.1335,18524.2857142857,52431.2857142857,1.43285714285714,76,482.285714285714,157,154.142857142857,10177.8571428571,103,165.714285714286,100.428571428571,0.375,156.857142857143,1007.57142857143,652.142857142857,28922.4285714286,5319.57142857143,5.43927447296275,1.693232866241,0.183999063807584,-1.693232866241,34242,485.12600228728,2026.48692028723,0.0778276484107213,16.5931712862049,79.199567098384,47.7493455452533,37.4629976173316,1422.47582622359,29.8775277870621,14.6936980336729,21.5704824768876,1.06066017177982,76.3662852560574,162.161295364479,62.6483002467707,935.464743170092,176.31303330805,0.169749114515312,0.0309511574164218,0.0056473753881944,0.0309511574164217,1043.88441250297,71.58,28.42,1.42,22.91,1.15,13.29,1.15,5.7703,0.5741,0.9087,0.3608,0.0539,0.1472,-0.0262,-17.8,2039.850817,36.30934454,5975.780316,1075.640457,16588.68048,2156.528462,1837.980819,257.3173147,366.7929674,44.01515609,16189.75967,2914.156741,5.402833637,0.378198355,5.507249153,2.973914543,28.86151963,4.040612748,35.42095591,3.187886032,3.290427423,0.090157711,22.17089462,3.547343139,214.4801797,4.289603594,9.110923126,0.455546156,5.90081533,0.105034513,2.374515933,0.022795353
"Isla Hermite","HER42PB","HER42PB1A",7,8.1,8.7,8.4,8.4,0.6,-64,3,-50,-44,33,0.3223,-0.21976,19518.2857142857,66067.8571428571,1.41857142857143,114.714285714286,559.714285714286,211,145.428571428571,25766,157,188.285714285714,113,14.5714285714286,125.285714285714,1022.14285714286,578.571428571429,27171.1428571429,5221.57142857143,5.20683413034176,1.64962929344859,0.192187451338734,-1.64962929344859,32392.7142857143,381.931806428719,3406.41000803737,0.110064915910047,34.2963277223392,99.2953746584977,38.7556447501522,27.7179673548714,3105.26193205447,42.304452090373,41.0272847656056,49.598387070549,18.3653400264116,42.8591269382002,64.6050270784675,113.419365105578,137.860350320446,134.651224951548,0.146701387172416,0.0283312042491749,0.00547404769274922,0.0283312042491749,142.651924026882,29.61,70.39,3.52,23.05,1.15,13.37,1.16,5.1998,0.6136,0.4258,1.0123,0.1701,0.3263,-0.1676,-51.4,1919.062535,23.98828169,5333.453521,960.0216338,15380.19155,1999.424902,1832.527324,256.5538254,315.5650704,37.86780845,16934.94085,3048.289353,4.923853521,0.344669746,4.900777465,2.646419831,28.38931831,3.974504563,31.93149296,2.873834366,3.519098592,0.078475899,20.66172394,3.30587583,191.8197183,3.836394366,8.621791549,0.431089577,5.546907042,0.017195412,2.135112113,0.015372807
"Isla Hermite","HER42PB","HER42PB1A",9,10.9,11.5,11.2,11.2,0.6,-56,33,-29,-24,45,0.0853,-0.15703,20444,62930.4285714286,1.41428571428571,107.142857142857,637,291.142857142857,157.857142857143,19232.2857142857,188.428571428571,172.571428571429,106.428571428571,0.375,155.428571428571,919.285714285714,781.285714285714,30279.8571428571,5440.42857142857,5.56645999036342,1.71644754489595,0.179760078469108,-1.71644754489595,35720.2857142857,222.754723107427,2539.29175540103,0.0832380407540412,20.2272800233461,75.2750512011339,115.148351517262,50.8901711906093,3407.73236988498,76.8133172977558,26.2859730836121,44.8696524867946,1.06066017177982,54.8903669230985,150.554214250453,236.203100661073,923.956245098837,122.84388079029,0.149270687440012,0.0270488519733504,0.00490355966482478,0.0270488519733492,994.009174049837,75.75,24.25,1.21,32.46,1.62,18.83,1.63,5.7703,0.805,0.9124,0.2921,0.0554,0.0249,-0.0412,-165.1,1818.155266,21.27241661,5207.184,937.29312,15558.14641,2022.559033,1580.648497,221.2907896,291.4015196,34.96818235,17138.00234,3084.840421,4.715790685,0.330105348,5.241528694,2.830425495,33.07658228,4.630721519,27.71352621,2.494217359,3.519010192,0.08621575,18.82353425,3.01176548,198.4859127,3.969718254,8.287638868,0.414381943,5.55327284,0.067749929,2.013655832,0.010672376
"Isla Hermite","HER42PB","HER42PB1A",13,16.3,16.9,16.6,16.6,0.6,-46,192,27,40,119,0.0853,0.25802,18108,46364,1.38285714285714,72.4285714285714,338.428571428571,89.2857142857143,80.2857142857143,4260.57142857143,100.142857142857,178.571428571429,128.714285714286,1.14285714285714,115.428571428571,817.428571428571,695.285714285714,30612.2857142857,5399,5.67165761870067,1.73532964357251,0.176368679541489,-1.73532964357251,36011.2857142857,190.077177307885,824.655887830393,0.0819988385515888,18.6624144816718,82.5123367399428,22.7648434046469,15.5960923066676,346.241657970681,35.4703095157465,28.6348106498433,54.4172591669049,3.02371578407382,92.2855300012903,109.585365724409,95.716098063865,287.55156887401,110.329808604324,0.107027988743184,0.0187931875360094,0.00330055241415464,0.0187931875360089,347.628016844497,71.91,28.09,1.4,29.64,1.48,17.19,1.48,5.2022,0.9208,0.8836,0.3451,0.0783,0.0294,0.0957,325.2,1537.778135,13.37866977,5837.940234,1050.829242,17669.83951,2297.079136,1819.746676,254.7645346,318.8457154,38.26148585,13667.24784,2460.104611,5.347190156,0.374303311,6.351383957,3.429747337,33.89863255,4.745808557,28.93439766,2.604095789,3.526025127,0.07157831,20.45548446,3.272877514,217.6036906,4.352073812,10.6404829,0.532024145,6.561300175,0.142380214,1.938320973,0.021709195
"Isla Hermite","HER42PB","HER42PB1A",16,20.5,21.1,20.8,20.8,0.6,-29,300,70,88,164,0.0885,0.16786,16870.4285714286,45596,1.31857142857143,71.8571428571429,379.428571428571,181.142857142857,136.285714285714,7323.71428571429,127.142857142857,188.142857142857,152.714285714286,3.42857142857143,133.714285714286,1071.85714285714,672.714285714286,26951.8571428571,5034.42857142857,5.35649387272073,1.67809768788727,0.18676836987703,-1.67809768788727,31986.2857142857,295.154116320529,1376.18022075599,0.0696248450455658,32.8147759981616,50.6453589280635,42.502660981122,30.6958970424077,920.738420016911,42.51442332287,22.2667807239736,58.7245385556279,9.07114735222145,38.9645748756238,75.134165711365,105.821727897621,309.873860665609,154.474223462317,0.119212730124071,0.0222295489356267,0.00414635659694051,0.0222295489356268,445.429648124787,67.14,32.86,1.64,24.87,1.24,14.42,1.25,3.9701,0.804,1.2319,0.6031,0.1523,0.0534,0.1147,214.9,1081.37795,27.68327553,6956.874444,1252.2374,21182.64262,2753.743541,2092.551562,292.9572187,343.7990278,41.25588334,11986.74089,2157.61336,4.922970952,0.344607967,6.39350629,3.452493397,28.97734663,4.056828528,27.00122448,2.430110203,2.560291583,0.019714245,22.53472619,3.60555619,287.7800097,5.755600194,20.13391113,1.006695557,7.959380853,0.217291097,8.55452875,0.111208874
"Isla Hermite","HER42PB","HER42PB1A",20,26.1,26.7,26.4,26.4,0.6,2,355,144,152,177,0.0875,0.10392,16640.8571428571,45076.8571428571,1.39,89.4285714285714,545.571428571429,266.428571428571,149,7554.14285714286,62.4285714285714,154.142857142857,109,18,127.428571428571,1007.71428571429,647.142857142857,26567.4285714286,4950.28571428571,5.36897401637984,1.68043285866951,0.186331493834922,-1.68043285866951,31517.7142857143,490.23172363398,1275.77433069377,0.0597215762238964,20.1895776978878,122.704057448341,100.794935624857,39.5347948015416,613.463236760886,31.1172896359197,22.9886100161839,54.6107437537096,21.439838307848,39.2252348319172,126.329878078142,76.9576259410085,670.404071473033,163.331681235571,0.11687277394551,0.0218406881103475,0.00408353368967307,0.0218406881103482,799.794080641118,68.52,31.48,1.57,27.72,1.39,16.08,1.39,4.7493,1.1588,0.9455,0.4344,0.1277,0.038,0.0563,148.2,1396.766862,19.55473607,5864.826617,1055.668791,16828.03623,2187.64471,2256.103454,315.8544836,382.915235,45.9498282,14179.20706,2552.257271,6.646599115,0.465261938,7.84225117,4.234815632,41.9704529,5.875863406,36.91192497,3.322073247,3.985506849,0.07572463,22.63461313,3.621538101,192.0094569,3.840189138,11.10116946,0.555058473,7.31800373,0.071716437,2.247212708,0.018651865
"Isla Hermite","HER42PB","HER42PB1A",25,33.1,33.6,33.4,33.4,0.5,56,419,226,231,182,0.0859,0.06884,15229.3333333333,49329.5,1.285,119.166666666667,444.833333333333,205.5,141.333333333333,17545.5,178.333333333333,135.666666666667,115.166666666667,13.3333333333333,214.333333333333,1003.66666666667,559.666666666667,21620,4560.16666666667,4.73921707700219,1.55554000360991,0.211144706632251,-1.55554000360991,26180.1666666667,1049.86678520023,3217.91800703498,0.110589330407594,50.4595547608842,47.0209173311907,55.2077893054957,22.3308456325923,1642.9636331946,68.925080099095,52.3208052945161,38.1335372954918,22.1238935693215,155.534776389934,199.611288925919,55.3811038772853,1170.69193214953,155.034727292522,0.134462067334187,0.0281516979708635,0.00589592799800085,0.0281516979708634,1309.81592854365,59.53,40.47,2.02,19.47,0.97,11.29,0.98,3.9894,1.1729,1.1348,0.7716,0.2654,0.0663,0.0759,114.5,1620.284407,23.17006702,8871.994311,1596.958976,23025.53265,2993.319245,3140.602681,439.6843753,585.3572459,70.24286951,35487.97724,6387.835903,9.632847657,0.674299336,11.08791026,5.98747154,61.64578206,8.630409488,47.90043877,4.311039489,6.892109508,0.119922705,34.84930473,5.575888757,237.2807242,4.745614484,16.78597985,0.839298993,10.39092417,0.078971024,3.601557628,0.046460093
"Isla Hermite","HER42PB","HER42PB1A",28,37.1,37.7,37.4,37.4,0.6,89,447,280,279,179,0.0859,0.05639,16567.1428571429,50035.5714285714,1.29857142857143,153.714285714286,703.285714285714,322,185.285714285714,13981.4285714286,103.714285714286,147,145.142857142857,9.71428571428571,202.714285714286,1057.71428571429,670.714285714286,24532.2857142857,4836.85714285714,5.07489128782646,1.62352839067391,0.197354673411826,-1.62352839067391,29369.1428571429,390.43925202752,2153.88392268036,0.0641426980589819,33.119552561965,165.605670480325,116.774711874332,32.8466857065483,2050.21664360484,84.7244834462748,41.3360214179675,38.5548465238314,13.450084085416,56.4644852561156,249.550739186586,113.121931686881,804.071040453042,120.122754674026,0.216178228909705,0.0425596449126466,0.00838868052353241,0.0425596449126456,801.388259745014,63.18,36.82,1.84,20.1,1.01,11.66,1.01,3.8992,1.2575,1.0087,0.5878,0.219,0.0505,0.052,102.9,1400.404816,30.80890594,7746.307975,1394.335436,19806.58483,2574.856028,2780.927179,389.3298051,509.8802514,61.18563017,25321.34917,4557.842851,8.041928644,0.562935005,8.769207812,4.735372218,43.74139458,6.123795241,42.59030524,3.833127472,4.682840687,0.048701543,30.00680597,4.801088955,201.9638553,4.039277106,18.09041528,0.904520764,8.055009204,0.107937123,2.572946266,0.042196319
"Isla Hermite","HER42PB","HER42PB1A",31,41.2,41.7,41.5,41.5,0.6,154,482,329,328,164,0.0777,0.0399,18103,57895.3333333333,1.36,88.5,441.166666666667,292.666666666667,140.166666666667,20058.5,139.666666666667,161.5,116.5,2.5,172.833333333333,832,638.166666666667,26534.3333333333,5003.83333333333,5.3068268133608,1.66826732478471,0.188708828148677,-1.66826732478471,31538.1666666667,370.912388577141,1942.7416366225,0.0379473319220205,20.5499391726594,44.5439857519134,131.680927497746,26.984563488533,1963.24310771743,78.8686672048328,45.6891672062427,40.6189610896192,6.12372435695795,102.263222453953,92.1954445729289,99.0462854763704,629.653767293317,124.889417752933,0.223075119539354,0.0416296108355856,0.00777805938118667,0.0416296108355846,586.393525430377,58.63,41.37,2.07,18.16,0.91,10.53,0.91,3.6289,1.2737,1.0532,0.7433,0.2981,0.0578,0.0528,91.5,1323.400898,31.62928146,8706.157013,1567.108262,23961.57686,3115.004992,2482.596033,347.5634446,510.7720501,61.29264601,30348.25974,5462.686753,8.722415009,0.610569051,8.979833284,4.849109973,34.73791874,4.863308624,44.27594323,3.984834891,4.573916289,0.065864395,30.61922635,4.899076216,256.1176349,5.122352698,12.6893661,0.634468305,7.76861256,0.122744078,2.073978393,0.01825101
