"Location","Site","Section","sample","top","bottom","mp","depth","depth_err","SH20_min_age_95CI","SH20_max_age_95CI","SH20_median_age","SH20_mean_age","SH20_mean_95CI","accrate","accrate_err","Water_Content_pc","Dry_mass","Dry_mass_err","LOI550","LOI550_err","C_org_pc","C_org_pc_err","Volume_cm3","Volume_err_cm3","Wet_density_g_cm3","Dry_density_g_cm3","Dry_density_err_g_cm3","DMAR_g_cm2_yr","DMAR_err_g_cm2_yr","DMAR_err_pc","P_ICP","P_ICP_sd","K_ICP","K_ICP_sd","Ca_ICP","Ca_ICP_sd","Ti_ICP","Ti_ICP_sd","Mn_ICP","Mn_ICP_sd","Fe_ICP","Fe_ICP_sd","Co_ICP","Co_ICP_sd","Ni_ICP","Ni_ICP_sd","Cu_ICP","Cu_ICP_sd","Zn_ICP","Zn_ICP_sd","As_ICP","As_ICP_sd","Rb_ICP","Rb_ICP_sd","Sr_ICP","Sr_ICP_sd","Zr_ICP","Zr_ICP_sd","Pb_ICP","Pb_ICP_sd","Th_ICP","Th_ICP_sd"
"Isla Hermite","HER42PB","HER42PB1B",60,69.9,70.4,70.2,70.2,0.5,426,913,634,644,243,0.0984,0.03793,69.15,30.85,1.54,25.75,1.29,14.94,1.29,3.722,2.3914,1.2274,0.5476,0.3792,0.0539,0.0581,107.8,1259.896121,32.63130953,7273.786524,1309.281574,20223.29166,2629.027916,2382.409952,333.5373933,443.5927218,53.23112662,18736.05749,3372.490348,6.595896427,0.46171275,10.60653138,5.727526945,35.46679751,4.965351651,37.68347236,3.391512512,3.361097671,0.05747477,25.92994062,4.148790499,220.559147,4.41118294,10.79469099,0.53973455,6.907777422,0.069077774,2.021298155,0.025266227
"Isla Hermite","HER42PB","HER42PB1B",61,71.1,71.7,71.4,71.4,0.6,438,921,647,657,241,0.0985,0.0369,70.63,29.37,1.47,28.73,1.44,16.67,1.44,4.0849,2.6695,1.1538,0.4797,0.3375,0.0472,0.0509,107.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1B",62,72.4,73,72.7,72.7,0.5,452,929,661,670,239,0.0989,0.03593,71.04,28.96,1.45,30.27,1.51,17.56,1.52,3.6349,2.4063,1.2411,0.5059,0.3602,0.05,0.0538,107.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1B",63,73.7,74.3,74,74,0.6,463,939,675,683,238,0.0985,0.03504,72.95,27.05,1.35,33.31,1.67,19.32,1.67,4.0765,2.7414,1.0844,0.4022,0.2906,0.0396,0.0427,107.8,1344.416439,10.48644822,5415.67046,974.8206828,17750.4328,2307.556264,1894.366875,265.2113625,330.5850441,39.67020529,13972.31801,2515.017242,6.245626149,0.43719383,8.570619866,4.628134728,35.40585383,4.956819536,37.52964617,3.377668155,3.85635977,0.057074125,20.04468741,3.207149986,211.7085625,4.23417125,11.40700042,0.570350021,6.150614387,0.077497741,1.940196079,0.02987902
"Isla Hermite","HER42PB","HER42PB1B",64,75,75.5,75.3,75.3,0.5,473,953,689,696,240,0.0981,0.03448,70.19,29.81,1.49,18.03,0.9,10.46,0.91,3.4619,2.361,1.2397,0.5266,0.3855,0.0517,0.056,108.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1B",65,76.2,76.8,76.5,76.5,0.6,480,964,703,709,242,0.0985,0.03433,67.77,32.23,1.61,19.39,0.97,11.25,0.97,3.808,2.6352,1.0644,0.5063,0.3757,0.0499,0.0544,109.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1B",66,77.6,78.1,77.9,77.9,0.5,489,977,716,722,244,0.0985,0.03398,65.25,34.75,1.74,26.48,1.32,15.36,1.33,3.4639,2.4282,1.196,0.6369,0.4783,0.0627,0.0688,109.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1B",67,78.8,79.4,79.1,79.1,0.6,496,996,730,735,250,0.0997,0.0346,66.66,33.34,1.67,27.32,1.37,15.84,1.37,3.454,2.4523,1.087,0.5436,0.4131,0.0542,0.06,110.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1B",68,80.1,80.7,80.4,80.4,0.6,506,1011,743,748,252,0.1004,0.03459,60.22,39.78,1.99,19.16,0.96,11.11,0.96,3.8869,2.8044,1.0603,0.7005,0.5404,0.0703,0.0785,111.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1B",69,81.5,82,81.8,81.8,0.5,522,1022,756,761,250,0.1008,0.03369,56.09,43.91,2.2,18.54,0.93,10.75,0.93,3.6349,2.6608,1.0156,0.7951,0.6217,0.0801,0.0895,111.6,1516.768292,13.34756097,8945.422022,1610.175964,26370.11281,3428.114665,3316.178876,464.2650426,654.0897303,78.49076764,29131.62831,5243.693096,11.02836,0.7719852,12.14358742,6.557537207,49.15261573,6.881366202,53.75514157,4.837962741,4.670383596,0.06538537,36.0531191,5.768499056,255.3811775,5.10762355,18.6667827,0.933339135,8.703494382,0.082683197,3.050648539,0.038438172
"Isla Hermite","HER42PB","HER42PB1B",70,82.7,83.3,83,83,0.6,537,1035,771,774,249,0.1012,0.03322,52.31,47.69,2.38,17.75,0.89,10.3,0.89,3.808,2.8256,0.9484,0.8646,0.6847,0.0875,0.098,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1B",71,84,84.6,84.3,84.3,0.6,551,1045,784,787,247,0.1004,0.03221,56.41,43.59,2.18,14.94,0.75,8.66,0.75,4.0849,3.078,0.9182,0.7095,0.5701,0.0712,0.0801,112.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1B",72,85.3,85.9,85.6,85.6,0.6,560,1057,797,800,248,0.1005,0.03185,57.17,42.83,2.14,19.96,1,11.58,1,3.8992,2.9732,1.0112,0.7574,0.6154,0.0761,0.086,112.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1C",80,86.5,87.2,86.9,86.9,0.6,570,1069,810,813,250,0.101,0.03175,48.46,51.54,2.58,9.36,0.47,5.43,0.48,4.9676,4.1976,0.6572,0.699,0.6256,0.0706,0.0854,120.9,1197.776996,14.97221245,8976.759109,1615.81664,26667.54291,3466.780578,2867.600154,401.4640216,567.7982591,68.13579109,22528.01628,4055.04293,9.134399757,0.639407983,7.820727692,4.223192954,39.76047449,5.566466429,44.16857409,3.975171668,3.406789555,0.121281708,32.92937976,5.268700762,253.6262866,5.072525732,14.95542664,0.747771332,8.387066316,0.132515648,2.620337879,0.018080331
"Isla Hermite","HER42PB","HER42PB1C",81,88,88.6,88.3,88.3,0.7,581,1093,824,827,256,0.1007,0.03187,66.93,33.07,1.65,23.69,1.18,13.74,1.19,6.0012,5.152,0.7651,0.3781,0.3435,0.0381,0.0466,122.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1C",82,89.4,90,89.7,89.7,0.6,588,1117,838,841,264,0.1008,0.03237,72.86,27.14,1.36,29.99,1.5,17.4,1.5,5.0921,4.4123,0.8919,0.3322,0.3045,0.0335,0.0414,123.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1C",83,90.8,91.4,91.1,91.1,0.6,605,1129,852,854,262,0.1009,0.03158,75.07,24.93,1.25,31.31,1.57,18.16,1.57,4.9832,4.3653,0.9378,0.3114,0.2884,0.0314,0.0389,123.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1C",84,92.1,92.7,92.4,92.4,0.6,617,1138,867,868,260,0.1012,0.03101,74.06,25.94,1.3,31.41,1.57,18.22,1.57,5.0921,4.5141,0.9135,0.32,0.2997,0.0324,0.0402,124.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1C",85,93.5,94.1,93.8,93.8,0.6,632,1154,880,881,261,0.1008,0.0305,76.75,23.25,1.16,38.47,1.92,22.31,1.93,4.5702,4.0903,0.9583,0.2903,0.2743,0.0293,0.0365,124.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1C",86,94.8,95.4,95.1,95.1,0.6,642,1168,894,895,263,0.1013,0.03045,77.25,22.75,1.14,41.25,2.06,23.93,2.06,4.9676,4.4957,0.9147,0.2694,0.2573,0.0273,0.0343,125.6,1488.067168,33.33270455,5721.295663,1029.833219,19173.11646,2492.50514,1937.934236,271.310793,360.8953237,43.30743884,16524.5867,2974.425606,5.668266146,0.39677863,7.733471223,4.17607446,34.52810771,4.833935079,29.23988643,2.631589779,3.435134265,0.059084309,20.28673632,3.245877811,218.7762183,4.375524366,9.993117862,0.499655893,6.148477883,0.045498736,2.101736522,0.025010665
"Isla Hermite","HER42PB","HER42PB1C",87,96.2,96.8,96.5,96.5,0.6,649,1181,909,908,266,0.1009,0.03013,74.32,25.68,1.28,35.14,1.76,20.38,1.76,4.6635,4.2648,0.9229,0.3189,0.3076,0.0322,0.0406,126.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1C",88,97.6,98.1,97.9,97.9,0.6,655,1192,921,921,268,0.1009,0.02997,71.94,28.06,1.4,31.26,1.56,18.13,1.57,4.3715,4.0436,0.9819,0.383,0.3734,0.0386,0.0492,127.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1C",89,98.8,99.4,99.1,99.1,0.6,664,1203,934,934,270,0.0993,0.02927,73.67,26.33,1.32,35.31,1.77,20.48,1.77,4.9832,4.6643,0.8839,0.3159,0.3115,0.0314,0.0402,128.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1C",90,100.2,100.8,100.5,100.5,0.6,679,1214,948,948,267,0.098,0.02824,70.96,29.04,1.45,32.26,1.61,18.71,1.62,4.6419,4.3797,0.9539,0.3903,0.3878,0.0383,0.049,128.2,1561.45067,15.30221656,6594.697268,1187.045508,20274.4736,2635.681568,2422.968415,339.2155781,431.4287933,51.7714552,17616.22911,3170.92124,7.144032067,0.500082245,7.374484715,3.982221746,40.65077512,5.691108517,32.82610384,2.954349346,3.738156314,0.027288541,24.33687143,3.893899429,219.7339196,4.394678392,20.92027695,1.046013848,7.387883124,0.098997634,2.602507106,0.04762588
"Isla Hermite","HER42PB","HER42PB1C",91,101.6,102.3,102,102,0.8,703,1223,965,964,260,0.0977,0.0271,76.82,23.18,1.16,36.47,1.82,21.15,1.83,5.6991,5.4369,0.7432,0.2242,0.2251,0.0219,0.0281,128.1,1436.002402,12.92402162,5009.073815,901.6332867,15679.13954,2038.28814,1886.233337,264.0726672,299.9841868,35.99810242,15409.2047,2773.656846,5.39869674,0.377908772,7.652397974,4.132294906,44.99762802,6.299667923,66.23589727,5.961230754,3.947160352,0.053286665,17.07719827,2.732351723,188.3177471,3.766354942,7.331532035,0.366576602,6.671974273,0.028022292,1.678943755,0.041302016
"Isla Hermite","HER42PB","HER42PB1C",92,103.2,103.8,103.5,103.5,0.6,719,1234,979,979,257,0.0973,0.0261,78.26,21.74,1.09,42.83,2.14,24.84,2.14,4.3715,4.2185,1.1025,0.3063,0.3109,0.0298,0.0383,128.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1C",93,104.5,105.1,104.8,104.8,0.6,736,1245,993,992,254,0.098,0.02567,77.98,22.02,1.1,37.57,1.88,21.79,1.88,4.7755,4.6609,1.0333,0.2918,0.2993,0.0286,0.0368,128.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1C",94,105.8,106.4,106.1,106.1,0.6,747,1258,1006,1005,256,0.0977,0.02538,78.72,21.28,1.06,42.85,2.14,24.85,2.14,4.6635,4.5912,1.087,0.2938,0.304,0.0287,0.0372,129.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1C",95,107.2,107.8,107.5,107.5,0.6,761,1270,1019,1019,255,0.098,0.02503,75.25,24.75,1.24,43.35,2.17,25.14,2.17,4.7689,4.745,0.9587,0.3154,0.3296,0.0309,0.0402,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1C",96,108.5,109.1,108.8,108.8,0.6,774,1286,1032,1033,256,0.0936,0.02367,66.95,33.05,1.65,25.67,1.28,14.89,1.29,4.4692,4.4893,0.991,0.4893,0.516,0.0458,0.0599,130.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1C",97,109.8,110.4,110.1,110.1,0.6,789,1301,1046,1047,256,0.0862,0.02155,63.82,36.18,1.81,24.06,1.2,13.96,1.21,3.611,3.6471,1.0578,0.5996,0.6356,0.0517,0.0677,131,1212.3254,27.76225166,7175.3422,1291.561596,23770.8588,3090.211644,2339.38198,327.5134772,436.78518,52.4142216,17175.5766,3091.603788,7.2536503,0.507755521,6.6532882,3.592775628,28.9478943,4.052705202,36.659792,3.29938128,3.3295444,0.122194279,24.826568,3.97225088,254.965373,5.09930746,15.9139461,0.795697305,6.8534089,0.058253976,3.0279132,0.035123793
"Isla Hermite","HER42PB","HER42PB1C",98,111.1,111.7,111.4,111.4,0.6,810,1307,1062,1062,249,0.0859,0.02058,57.25,42.75,2.14,25.22,1.26,14.63,1.26,4.5593,4.6687,0.7736,0.5777,0.6205,0.0496,0.0652,131.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1C",99,112.5,113.1,112.8,112.8,0.6,829,1316,1078,1078,243,0.0862,0.01992,71.84,28.16,1.41,39.32,1.97,22.81,1.97,4.5593,4.7143,0.9343,0.3663,0.397,0.0316,0.0415,131.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1C",100,113.9,114.4,114.2,114.2,0.6,848,1324,1093,1094,238,0.0855,0.01902,70.44,29.56,1.48,39.42,1.97,22.87,1.97,4.173,4.3524,0.9654,0.4051,0.4427,0.0346,0.0456,131.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1C",101,115.2,115.8,115.5,115.5,0.6,864,1334,1112,1109,235,0.0859,0.01865,71.18,28.82,1.44,34.82,1.74,20.2,1.74,4.3544,4.5852,0.9948,0.4027,0.4442,0.0346,0.0457,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1C",102,116.5,117.1,116.8,116.8,0.6,877,1344,1130,1125,234,0.0865,0.01841,68.97,31.03,1.55,34.41,1.72,19.96,1.72,4.9832,5.3121,0.8997,0.4048,0.4518,0.035,0.0465,132.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1C",103,117.9,118.5,118.2,118.2,0.6,892,1358,1147,1141,233,0.0858,0.01796,76.19,23.81,1.19,38.05,1.9,22.07,1.9,4.3544,4.6723,0.9945,0.3108,0.349,0.0267,0.0355,133.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1C",104,119.2,119.8,119.5,119.5,0.6,902,1374,1164,1156,236,0.1045,0.02184,76.83,23.17,1.16,39.8,1.99,23.09,1.99,4.1793,4.5304,0.9886,0.2981,0.338,0.0311,0.0418,134.3,1355.713487,19.38670286,6260.84885,1126.952793,19931.45628,2591.089316,1783.788743,249.730424,323.6804956,38.84165947,29105.71327,5239.028389,7.23671292,0.506569904,8.016836814,4.32909188,31.06311504,4.348836106,39.88560708,3.589704637,5.055202832,0.167327214,19.90308814,3.184494102,231.5407717,4.630815434,9.931686372,0.496584319,6.34311646,0.072945839,1.546347398,0.026133271
"Isla Hermite","HER42PB","HER42PB1C",105,120.5,121.1,120.8,120.8,0.6,916,1382,1176,1168,233,0.1093,0.02228,80.07,19.93,1,45.31,2.27,26.28,2.27,3.6289,3.9591,1.1759,0.2928,0.334,0.032,0.043,134.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1C",106,121.8,122.4,122.1,122.1,0.6,934,1389,1189,1180,227,0.1094,0.02162,79.51,20.49,1.02,49.66,2.48,28.81,2.48,4.1542,4.578,1.0851,0.2797,0.3222,0.0306,0.0413,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1C",107,123.1,123.7,123.4,123.4,0.6,950,1393,1201,1192,222,0.1097,0.0209,76.16,23.84,1.19,30.43,1.52,17.65,1.52,3.808,4.2345,1.2181,0.3812,0.443,0.0418,0.0566,135.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1C",108,124.4,124.9,124.7,124.7,0.5,967,1401,1214,1203,217,0.1097,0.02026,77.6,22.4,1.12,41.52,2.08,24.08,2.08,3.3799,3.7872,1.1455,0.3307,0.3871,0.0363,0.0492,135.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1C",109,125.6,126.1,125.9,125.9,0.6,978,1410,1225,1215,216,0.1098,0.02001,74.57,25.43,1.27,30.44,1.52,17.66,1.52,3.808,4.3107,1.1849,0.404,0.4775,0.0444,0.0605,136.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1D",117,126,126.6,126.3,126.3,0.6,981,1413,1229,1219,216,0.1088,0.01978,79.77,20.23,1.01,39.18,1.96,22.72,1.96,4.6635,5.6638,1.0395,0.2636,0.3333,0.0287,0.0415,144.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1D",118,127.3,127.8,127.6,127.6,0.6,995,1422,1241,1230,213,0.1098,0.01951,75.98,24.02,1.2,31.86,1.59,18.48,1.6,3.9915,4.8816,1.2745,0.403,0.513,0.0442,0.0642,145.1,1520.525972,43.79114799,5656.960644,1018.252916,21097.44306,2742.667598,2617.070294,366.3898412,421.6584628,50.59901554,12943.05626,2329.750127,5.413025996,0.37891182,7.99757167,4.318688702,27.88986141,3.904580597,25.82803284,2.324522956,3.142110584,0.038962171,18.26896274,2.923034038,237.9234012,4.758468024,19.67739493,0.983869747,5.72084829,0.146453716,2.048179847,0.076397108
"Isla Hermite","HER42PB","HER42PB1D",119,128.4,129,128.7,128.7,0.6,1005,1433,1251,1241,214,0.1071,0.01898,81.77,18.23,0.91,57.01,2.85,33.07,2.85,4.6635,5.7571,1.1326,0.2526,0.3244,0.027,0.0395,146.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1D",120,129.7,130.3,130,130,0.6,1017,1444,1262,1253,214,0.1001,0.01752,85.99,14.01,0.7,58.23,2.91,33.78,2.91,3.8869,4.8256,1.2609,0.2055,0.2654,0.0206,0.0302,146.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1D",121,130.9,131.6,131.3,131.3,0.7,1038,1449,1273,1266,206,0.1008,0.0169,84.55,15.45,0.77,54.74,2.74,31.75,2.74,4.9392,6.1938,1.0271,0.1877,0.2447,0.0189,0.0278,147.2,1357.682984,12.21914686,3648.143898,656.6659016,15108.07419,1964.049645,1282.645911,179.5704275,195.5844371,23.47013245,7988.703067,1437.966552,3.181449904,0.222701493,6.481861022,3.500204952,25.96709783,3.635393696,17.02060447,1.531854402,2.950543137,0.048093853,10.8681745,1.73890792,200.4648971,4.009297942,7.802635527,0.390131776,3.699998786,0.06104998,1.325044907,0.019080647
"Isla Hermite","HER42PB","HER42PB1D",122,132.3,132.9,132.6,132.6,0.6,1056,1455,1284,1278,200,0.1,0.01604,82.51,17.49,0.87,57.49,2.87,33.35,2.88,4.0765,5.1466,1.2515,0.2652,0.3481,0.0265,0.0391,147.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1D",123,133.5,134,133.8,133.8,0.6,1073,1461,1298,1290,194,0.1001,0.01544,86.3,13.7,0.69,59.18,2.96,34.33,2.96,3.7179,4.7273,1.2277,0.1949,0.2576,0.0195,0.0288,147.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1D",124,134.7,135.2,135,135,0.5,1089,1468,1310,1302,189,0.1005,0.01501,77.31,22.69,1.13,55.88,2.79,32.42,2.8,3.5489,4.5479,0.8376,0.2459,0.3274,0.0247,0.0366,148.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1D",125,135.8,136.4,136.1,136.1,0.6,1103,1474,1322,1314,186,0.1,0.0146,84.17,15.83,0.79,51.95,2.6,30.13,2.6,4.8578,6.2884,0.9692,0.1823,0.2451,0.0182,0.0272,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1D",126,137.1,137.7,137.4,137.4,0.6,1117,1482,1337,1326,183,0.1005,0.01428,83.26,16.74,0.84,42.84,2.14,24.85,2.14,4.2537,5.5405,0.9715,0.1954,0.2642,0.0196,0.0293,149.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isla Hermite","HER42PB","HER42PB1D",127,138.3,138.9,138.6,138.6,0.6,1128,1492,1350,1339,182,0.0986,0.01384,81.3,18.7,0.93,51.21,2.56,29.71,2.56,4.7689,6.2711,1.0158,0.2336,0.3189,0.023,0.0347,150.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
