"Location","Site","Section","sample","min_depth","max_depth","midpoint","Mn","Mn_sd","Mn_ICP","Mn_ICP_sd","Mn_fit_OLS","Mn_lwr_OLS","Mn_upr_OLS","Mn_fit_WLS","Mn_lwr_WLS","Mn_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-7.75588748734083,-10.0589724553765,3.53646344341951,-1.72242081593052,3.88429104685935,2.57623163927187,5.19235045444684,3.8586264967061,2.31913219245501,5.39812080095719
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-7.14521583119114,-9.44732933011245,3.33468347892019,-1.44966349692175,4.3234059455458,3.01760155270478,5.62921033838682,4.30993153811913,2.9125769706447,5.70728610559356
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-8.08913849352894,-10.3912479033711,3.6160372217274,-1.00492444322772,3.64466066554756,2.33477366956147,4.95454766153364,3.61234380512528,1.99508249020493,5.22960512004562
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-7.26659828575724,-9.56987654819595,4.08682416932195,-1.43675638426703,4.23612361681424,2.9299840066868,5.54226322694168,4.22022618969971,2.79466143434241,5.64579094505702
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-6.77326984160307,-9.07585318626743,4.99824535279201,-1.18558461478387,4.59086067983719,3.28573357366624,5.89598778600814,4.5848110065602,3.27374436264337,5.89587765047703
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-7.01784585263606,-9.32015523798339,5.00469055174463,-1.68258174259904,4.41499371561123,3.10948068228607,5.72050674893638,4.4040618499941,3.03628334631102,5.77184035367719
"Bird Island","BI10","BI10.2",45,44,45,44.5,-7.19577074033516,-9.49802244442796,6.21202271619992,1.7995215501821,4.28705349069822,2.98111630517314,5.59299067622331,4.27256991320153,2.86346882361614,5.68167100278693
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-7.16986057698434,-9.47300468145268,4.0200614892263,-0.373676340690111,4.30568467922674,2.99981676896246,5.61155258949101,4.29171831680976,2.88863800948584,5.69479862413368
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-7.22413591045745,-9.52642191894966,5.46278507773667,2.6100952681528,4.26665698354247,2.96064102523381,5.57267294185112,4.2516071844621,2.83591362496342,5.66730074396077
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-6.61982823653795,-8.922413329532,3.59863321185762,-2.11748363703603,4.70119574154167,3.3961941767155,6.00619730636785,4.6982090482591,3.42266323649786,5.97375486002033
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-6.94724378798953,-9.25012124198803,4.48256118016038,-1.91004477124907,4.46576145331792,3.1603832648393,5.77113964179653,4.45623893630272,3.10484270491924,5.80763516768621
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-6.96018606217011,-9.26268685234839,3.8394514938833,-1.59326350131805,4.45645506852283,3.15105358491299,5.76185655213268,4.44667419962922,3.09227554324542,5.80107285601301
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-6.8661096237635,-9.16869951281711,4.83236728974649,0.210621932435521,4.52410249460474,3.21885577685629,5.82934921235318,4.51619956649949,3.18361840854298,5.84878072445599
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-7.53717301561923,-9.83957422679248,4.04698604695415,-0.534911896384269,4.04156178658359,2.73447302037415,5.34865055279304,4.02026318431708,2.53173588972795,5.50879047890621
"Bird Island","BI10","BI10.3",95,93,94,93.5,-6.59370322102902,-8.89628904450433,4.0993273690619,-0.563781745499,4.71998142354093,3.41499227546836,6.02497057161351,4.71751623418699,3.44801333266948,5.98701913570449
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-6.49563966790817,-8.79822409865472,3.98932974180479,-0.863482088333298,4.7904958591789,3.4855300613709,6.0954616569869,4.7899882008431,3.54315481307786,6.03682158860835
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-6.75600977498701,-9.05859830481463,3.85878807296499,-0.208431216671758,4.60327185420087,3.29816335762523,5.90838035077652,4.5975667239748,3.29049805802337,5.90463538992624
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-7.15485090465285,-9.45752050111863,3.65876255272653,-2.50150470250249,4.31647766540643,3.010648715533,5.62230661527987,4.30281092398244,2.90321794603983,5.70240390192505
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-7.4326578530621,-9.73458901607431,3.46948661196281,-1.31861690908455,4.11671537289352,2.81002625852606,5.42340448726099,4.09750308777605,2.63330872487522,5.56169745067689
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-6.75406985022452,-9.05665837339139,3.62506547789696,-1.14958687174424,4.60466679345663,3.29956031737468,5.90977326953858,4.59900038773905,3.29238103307045,5.90561974240765
"Bird Island","BI10","BI10.4",145,141,142,141.5,-7.2882239182299,-9.59013773333577,3.94762045054329,-2.99648467653814,4.2205733005082,2.91436807594676,5.52677852506964,4.20424418552387,2.77365107631415,5.63483729473358
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-7.01542846680589,-9.31792558265612,4.4164307444794,0.095350908065827,4.41673198219559,3.11122388033405,5.72224008405712,4.40584837209843,3.03863093469451,5.77306580950235
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-6.76037115503114,-9.06295538506313,3.75737411214651,-0.356881048033865,4.60013572214542,3.29502263058401,5.90524881370682,4.59434353065707,3.28626468638329,5.90242237493085
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-6.68192095105649,-8.98450444835127,5.39102641133193,0.451899996028887,4.65654681151455,3.35150527481609,5.96158834821301,4.65232063209463,3.36240652517468,5.94223473901459
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-7.10564661821342,-9.40879131070002,3.71777756776048,-1.77826564772238,4.35185892968685,3.04615167598195,5.65756618339175,4.33917439739016,2.95101092618238,5.72733786859794
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-6.93830211917246,-9.24079957946089,4.80718666901724,0.331048086767764,4.47219112785276,3.16682866035886,5.77755359534666,4.46284710318774,3.1135250379097,5.81216916846579
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-7.15960699443309,-9.46265530059067,5.49569256244799,0.363534882365365,4.31305770991814,3.00721650767842,5.61889891215787,4.29929602809097,2.89859806505339,5.69999399112856
"Bird Island","BI10","BI10.5",197,194,195,194.5,-7.18405042921007,-9.48609387356269,4.21641311097253,-0.450747267203687,4.29548120005797,2.98957566772925,5.60138673238669,4.28123158178303,2.874854089934,5.68760907363205
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-6.53713630645964,-8.83972208976084,3.74336890123433,-0.676621858944525,4.760656923558,3.45568572773842,6.06562811937758,4.7593209150908,3.50289728621123,6.01574454397038
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-6.75966463844325,-9.06224800673289,5.07847074812285,1.45098917434009,4.60064375613846,3.29553141386624,5.90575609841068,4.59486566803604,3.28695046895054,5.90278086712154
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-6.90439493127993,-9.20697603770076,4.29914195414763,-0.77984009408263,4.49657272674674,3.19126710159411,5.80187835189937,4.48790555265389,3.14644750222327,5.82936360308451
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-6.83240572077262,-9.13499174118633,3.9379798934123,-1.27063501890494,4.54833791768053,3.2431384273967,5.85353740796436,4.54110778220249,3.2163390033316,5.86587656107337
