"Location","Site","Section","sample","min_depth","max_depth","midpoint","Fe","Fe_sd","Fe_ICP","Fe_ICP_sd","Fe_fit_OLS","Fe_lwr_OLS","Fe_upr_OLS","Fe_fit_WLS","Fe_lwr_WLS","Fe_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,4.49868218100338,0.224934109050169,5.943882920053,0.29719414600265,5.006451299829,4.20257633341011,5.8103262662479,5.01609346502798,4.27853261653978,5.75365431351617
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,4.77526453687909,0.238763226843955,5.79254094240942,0.289627047120471,5.21402192957579,4.40823971654283,6.01980414260874,5.22719890660326,4.51103799139946,5.94335982180705
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,3.2761130443745,0.163805652218725,4.41985774210023,0.220992887105011,4.0889327372455,3.28659512172198,4.89127035276903,4.08295007405791,3.24310912753093,4.92279102058489
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,2.63177321348624,0.131588660674312,3.6312403516383,0.181562017581915,3.60536601063726,2.79930764838994,4.41142437288458,3.59114847632572,2.69337357821176,4.48892337443967
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,3.8456062542936,0.19228031271468,4.29698441782345,0.214849220891173,4.51632827317964,3.71467794924077,5.3179785971185,4.5176239171288,3.72683637810117,5.30841145615644
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,4.5896235287051,0.229481176435255,5.11463757134918,0.255731878567459,5.07470132522451,4.27026230300831,5.87914034744071,5.08550575021601,4.35506231215003,5.81594918828199
"Bird Island","BI10","BI10.2",45,44,45,44.5,3.66120844190471,0.183060422095236,4.3540560961122,0.21770280480561,4.37794066736037,3.5763359665063,5.17954536821445,4.37687964771718,3.57045458005776,5.1833047153766
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,2.56228906861071,0.128114453430536,3.52571668576342,0.176285834288171,3.55321927241325,2.74657446552779,4.35986407929871,3.53811370829076,2.63395653741409,4.44227087916743
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,2.60109773699883,0.130054886849941,3.49959649542173,0.174979824771087,3.58234455667605,2.77603171274005,4.38865740061205,3.56773497986856,2.66714548632593,4.4683244734112
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,2.83388970200283,0.141694485100141,3.58559083008807,0.179279541504403,3.75705119919806,2.95249447227735,4.56160792611877,3.74541677888191,2.8660643271255,4.62476923063833
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,2.5706762726233,0.128533813631165,3.44471116762741,0.17223555838137,3.55951373473785,2.75294161704098,4.36608585243471,3.54451536179123,2.64112986801402,4.44790085556844
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,2.47278641541978,0.123639320770989,3.55376607479954,0.177688303739977,3.48604896421326,2.67859601349829,4.29350191492824,3.46979952727872,2.55738576608997,4.38221328846747
"Bird Island","BI10","BI10.3",95,93,94,93.5,3.14917614806313,0.157458807403157,4.53394780132259,0.226697390066129,3.99366862894029,3.1908443604497,4.79649289743088,3.98606367122443,3.13499916725542,4.83712817519344
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,2.94923495343737,0.147461747671868,4.25632323302847,0.212816161651424,3.8436159636161,3.03977949159474,4.64745243563747,3.83345569286326,2.96451784988859,4.70239353583793
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,2.50398560637484,0.125199280318742,3.30950909748898,0.165475454874449,3.50946345749729,2.70229894564999,4.31662796934459,3.49361275629872,2.58408159875554,4.4031439138419
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,4.31464262367509,0.215732131183755,5.23781256754478,0.261890628377239,4.86833255869672,4.06540939523273,5.67125572216072,4.87562263891871,4.12342690890893,5.62781836892849
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,2.74993009688985,0.137496504844492,4.21882452377154,0.210941226188577,3.69404085983128,2.88889732331462,4.49918439634794,3.6813334086476,2.79435446627401,4.56831235102119
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,3.98862357313726,0.199431178656863,3.65131099224666,0.182565549612333,4.62366048113297,3.82179790675517,5.42552305551078,4.62678393260344,3.84795013335896,5.40561773184791
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,3.61772188950719,0.180886094475359,5.2390017419426,0.26195008709713,4.34530470604574,3.5436733264636,5.14693608562788,4.34368791421922,3.53353952935469,5.15383629908374
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,3.72123571299282,0.186061785649641,5.90798074120389,0.295399037060194,4.42299017322017,3.62139882479897,5.22458152164138,4.42269632148689,3.62138881104667,5.2240038319271
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,4.51688684430433,0.225844342215216,5.10963560679435,0.255481780339718,5.02011360816296,4.21613068492456,5.82409653140136,5.02998843483799,4.29385853340528,5.76611833627071
"Bird Island","BI10","BI10.5",197,194,195,194.5,4.9602211734318,0.24801105867159,5.16760548217929,0.258380274108964,5.35282892398271,4.54545354950158,6.16020429846384,5.36836970655582,4.66609308636447,6.07064632674718
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,4.62722825225053,0.231361412612526,5.98153519672194,0.299076759836097,5.10292306815914,4.29823272908009,5.90761340723819,5.11420809366174,4.38668490683506,5.84173128048842
