"Location","Site","Section","sample","min_depth","max_depth","midpoint","Co","Co_sd","Co_ICP","Co_ICP_sd","Co_fit_OLS","Co_lwr_OLS","Co_upr_OLS","Co_fit_WLS","Co_lwr_WLS","Co_upr_WLS"
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-0.561842958014986,-0.0280921479007493,-4.4093244422307,-0.220466222111535,-3.62733770770418,-4.96682315559378,-2.28785225981458,-3.62183416320346,-4.86147031897453,-2.38219800743239
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-0.53623509025289,-0.0268117545126445,-3.72074650778727,-0.186037325389363,-3.61394629564952,-4.95330179251836,-2.27459079878067,-3.6092180622894,-4.86088173663974,-2.35755438793905
"Bird Island","BI10","BI10.3",95,93,94,93.5,-0.813407659642534,-0.0406703829821267,-3.05827639376034,-0.152913819688017,-3.75889128370668,-5.10050283567262,-2.41727973174073,-3.74577129423036,-4.86831610779529,-2.62322648066542
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-0.558674200050386,-0.0279337100025193,-3.31764992801864,-0.165882496400932,-3.62568063324567,-4.96514913339949,-2.28621213309185,-3.62027302696889,-4.86139650624167,-2.37914954769611
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-0.715511494388069,-0.0357755747194035,-3.95620802271713,-0.197810401135856,-3.70769733426609,-5.04829842381889,-2.36709624471329,-3.69754127713465,-4.86540614801093,-2.52967640625837
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,0.362622728500405,0.0181311364250202,-4.00154653642691,-0.200077326821345,-3.14389640546313,-4.48882437655023,-1.79896843437603,-3.16638224893148,-4.84869805041212,-1.48406644745085
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-0.634426199641502,-0.0317213099820751,-4.43167198158556,-0.221583599079278,-3.66529448356361,-5.00523518022958,-2.32535378689764,-3.65759338804551,-4.86323979205602,-2.451946984035
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,0.226508511587812,0.0113254255793906,-4.50099398364965,-0.225049699182482,-3.21507615311367,-4.55789803706816,-1.87225426915918,-3.2334409635563,-4.84973110064749,-1.61715082646511
"Bird Island","BI10","BI10.4",145,141,142,141.5,-0.669347582577494,-0.0334673791288747,-3.47326040246439,-0.17366302012322,-3.68355631749524,-5.02376179808182,-2.34335083690866,-3.67479793218297,-4.86414721905754,-2.4854486453084
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,0.554112980425303,0.0277056490212652,-4.83698822067331,-0.241849411033666,-3.04375824121608,-4.39240443815614,-1.69511204427602,-3.0720416984105,-4.84758986130842,-1.29649353551259
