"Location","Site","Section","sample","min_depth","max_depth","midpoint","Co","Co_sd","Co_ICP","Co_ICP_sd","Co_fit_OLS","Co_lwr_OLS","Co_upr_OLS","Co_fit_WLS","Co_lwr_WLS","Co_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-6.32229598269348,-6.51209002195668,-0.302742141476696,-4.82395176455293,0.860697731699057,-0.70581693022187,2.42721239361998,0.852942081692354,-0.797452091164315,2.50333625454902
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-6.31632574152516,-6.99497985465426,-0.272851907643074,-5.80727972726725,0.867014600349019,-0.699471339182561,2.4335005398806,0.859344401949973,-0.790096505978954,2.5087853098789
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-7.12736858521983,-7.14327617959414,0.557321332541838,-5.39446489683244,0.00888325043131905,-1.56457789659896,1.5823443974616,-0.0103953424894443,-1.79158061809683,1.77078993311794
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-6.70291331440332,-7.11189521419194,0.158035995347025,-4.40066167346688,0.457982058659726,-1.11105772922487,2.02702184654432,0.444778661739725,-1.26691480514024,2.15647212861969
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-5.58425640728806,-6.55004501221637,2.70737906727561,-2.98298557894521,1.64158730129345,0.076067701634343,3.20710690095256,1.64439515558317,0.109686552239808,3.17910375892653
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-5.0591491032681,-6.50943669035723,1.56624775644835,-3.27735071370475,2.19718192018874,0.629232725261877,3.7651311151156,2.20750559537335,0.75210218259884,3.66290900814787
"Bird Island","BI10","BI10.2",45,44,45,44.5,-5.41468580331101,-6.35811977071925,1.85250594746283,-3.8282563326357,1.82100304045996,0.254983710020803,3.38702237089911,1.82623794590431,0.317437263540232,3.33503862826839
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-6.598334493059,-7.17350311083353,2.83582027716898,-2.6204314748365,0.568632643682068,-0.999577337279335,2.13684262464347,0.556926075476133,-1.13782423249221,2.25167638344448
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-7.15939126124484,-7.19293188528428,1.74078998486452,-1.48607349504094,-0.0249986368437622,-1.59886167328042,1.5488643995929,-0.0447355678903465,-1.83120832967802,1.74173719389733
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-6.29608226671114,-7.72138067519438,0.437681308376675,-4.53856386671942,0.888433395304459,-0.677957660920075,2.45482445152899,0.881052940220403,-0.765157677319209,2.52726355776002
