"Model","R2","RMSE","RMSEP","AIC","BIC","Rank","RMSE_ppm_factor","RMSEP_ppm_factor","Mean_log_ppm","Mean_ppm","RMSE_ppm_abs","RMSEP_ppm_abs"
"RF",0.943753453492537,0.146754599730513,0.330527170198644,NA,NA,1,1.1580697375311,1.39170159872321,4.90703820937687,135.238273204113,19.8468386523153,44.6999237447064
"Bayes",0.719033486991341,0.327997906598047,0.346202462486856,179.046097421121,207.773993265208,2,1.38818606625495,1.41368880579659,4.90703820937687,135.238273204113,44.3578705028837,46.819823205734
"PLS(LOO)",0.681443929954195,0.349250256346248,0.359641666342418,NA,NA,3,1.41800401044476,1.43281589639962,4.90703820937687,135.238273204113,47.2320015843602,48.6373179283982
"PLS(k)",0.681443929954195,0.349250256346248,0.359641666342418,NA,NA,4,1.41800401044476,1.43281589639962,4.90703820937687,135.238273204113,47.2320015843602,48.6373179283982
"OLS",0.605940022011523,0.388440903375382,0.391554198151312,259.701823511304,270.474784452837,5,1.4746798322891,1.47927809947363,4.90703820937687,135.238273204113,52.5320770143322,52.9531136238044
"WLS",0.605899324973479,0.388460961218056,NA,259.48152064019,270.254481581722,6,1.47470941148181,NA,4.90703820937687,135.238273204113,52.5347896023397,NA
"WLS(wt)",0.605197017350042,0.38880693583257,NA,262.010925381086,272.783886322619,7,1.47521971177235,NA,4.90703820937687,135.238273204113,52.581578611779,NA
"OLS(wt)",0.588442221601662,0.396971381054182,NA,330.646390635536,341.419351577069,8,1.48731336410163,NA,4.90703820937687,135.238273204113,53.6857240852193,NA
