Site,depth,SH20_age,Ti,Ti_convert_WLS,Ti_ppm_WLS,Ti_lower_RMSE_WLS,Ti_upper_RMSE_WLS
HER42PB,123.8,1192.4,-5.125736098,7.514499453,1834.449019,1183.107172,2844.377317
HER42PB,123.9,1193.41,-5.841926022,7.027490305,1127.198134,726.9737031,1747.760101
HER42PB,124,1194.42,-6.244612448,6.753663535,857.1933754,552.8371842,1329.108287
HER42PB,124.1,1195.42,-5.753975805,7.087296453,1196.668174,771.7776208,1855.475827
HER42PB,124.2,1196.43,-6.038819005,6.893603077,985.9474693,635.8756826,1528.746009
HER42PB,124.3,1197.44,-5.865473047,7.011478328,1109.293193,715.4261134,1719.997864
HER42PB,124.4,1198.45,-5.101457136,7.531009148,1864.986601,1202.80204,2891.726905
HER42PB,124.5,1199.46,-5.486119049,7.269439047,1435.744841,925.9674165,2226.172555
HER42PB,124.6,1200.47,-5.390962515,7.33414549,1531.718352,987.8644478,2374.982837
HER42PB,124.7,1201.47,-5.561332307,7.218294031,1364.15986,879.7994918,2115.17754
HER42PB,124.8,1202.48,-5.473335322,7.278131981,1448.280082,934.0518784,2245.608884
HER42PB,124.9,1203.49,-5.507377019,7.254983627,1415.139833,912.6784492,2194.223769
HER42PB,125,1204.5,-5.119095478,7.519015075,1842.751428,1188.461717,2857.250492
HER42PB,125.1,1205.51,-5.739883911,7.096878941,1208.19035,779.2087179,1873.341363
HER42PB,125.2,1206.52,-5.39579257,7.330861052,1526.695771,984.6251914,2367.19515
HER42PB,125.3,1207.52,-5.443849524,7.298182324,1477.611665,952.9689518,2291.088529
HER42PB,125.4,1208.53,-5.267827292,7.417877441,1665.494643,1074.141956,2582.407653
HER42PB,125.5,1209.54,-5.231108617,7.44284614,1707.603391,1101.299517,2647.698737
HER42PB,125.6,1210.55,-5.082612297,7.543823638,1889.039236,1218.314516,2929.021356
HER42PB,125.7,1211.56,-4.967162805,7.622329293,2043.316072,1317.813618,3168.232982
HER42PB,125.8,1212.57,-5.077276196,7.547452187,1895.906158,1222.743259,2939.668758
HER42PB,125.9,1213.57,-5.29705033,7.398005776,1632.725161,1053.007648,2531.597425
HER42PB,126,1214.58,-5.176606831,7.479907355,1772.076594,1142.880781,2747.666692
HER42PB,126.1,1215.59,-5.335465956,7.37188315,1590.626352,1025.856497,2466.321751
HER42PB,126.2,1216.6,-5.257276817,7.425051764,1677.486405,1081.875907,2601.001298
HER42PB,126.3,1217.61,-5.069666252,7.552626949,1905.742449,1229.087064,2954.920272
HER42PB,126.4,1218.62,-5.266470777,7.418799872,1667.031655,1075.133234,2584.790842
HER42PB,126.5,1219.62,-5.207527817,7.458881084,1735.205422,1119.101135,2690.496652
HER42PB,126.6,1220.63,-5.480605589,7.273188199,1441.137771,929.4455258,2234.534481
HER42PB,126.7,1221.64,-5.684670175,7.134424281,1254.414591,809.0205197,1945.013664
HER42PB,126.8,1222.65,-5.329871228,7.375687565,1596.689281,1029.766715,2475.722533
HER42PB,126.9,1223.66,-5.351024812,7.361303128,1573.886202,1015.060127,2440.365563
HER42PB,127.1,1225.67,-6.428501986,6.62861865,756.4365446,487.8552044,1172.881299
HER42PB,127.2,1226.68,-6.177086208,6.799581379,897.4715122,578.8141135,1391.560946
HER42PB,127.3,1227.69,-5.974927461,6.937049327,1029.727339,664.1110148,1596.628227
HER42PB,127.4,1228.7,-6.175063066,6.800957115,898.7070462,579.6109573,1393.476684
HER42PB,127.5,1229.71,-6.501706667,6.578839466,719.7036042,464.1647094,1115.925592
HER42PB,127.6,1230.72,-5.817300536,7.044235636,1146.232362,739.2496132,1777.273337
HER42PB,127.7,1231.72,-6.607195775,6.507106873,669.8855474,432.0351164,1038.680953
HER42PB,127.8,1232.73,-6.277467128,6.731322353,838.2550024,540.6230944,1299.743678
HER42PB,127.9,1233.74,-6.498984714,6.580690394,721.0369574,465.0246405,1117.993002
HER42PB,128,1234.75,-7.446864092,5.936132417,378.4683377,244.0888791,586.8283849
HER42PB,128.1,1235.76,-7.325579594,6.018605876,411.0052039,265.0731634,637.2779331
HER42PB,128.2,1236.77,-6.828377033,6.356703618,576.3433735,371.7061481,893.6405434
HER42PB,128.3,1237.77,-6.744661021,6.413630506,610.1046536,393.4801043,945.9885882
HER42PB,128.4,1238.78,-6.476163692,6.596208689,732.3134916,472.2973138,1135.477663
HER42PB,128.5,1239.79,-8.051234703,5.525160402,250.9265839,161.8322657,389.0704381
HER42PB,128.6,1240.8,-6.22181888,6.769163162,870.5830517,561.4727047,1349.869448
HER42PB,128.7,1241.81,-6.91890906,6.295141839,541.9327082,349.5133783,840.2856043
HER42PB,128.8,1242.82,-6.92975475,6.28776677,537.9506192,346.9451749,834.111236
HER42PB,128.9,1243.82,-6.868390555,6.329494423,560.8729575,361.728678,869.6531227
HER42PB,129,1244.83,-6.938415547,6.281877428,534.791755,344.9079011,829.2133067
HER42PB,129.1,1245.84,-7.395561455,5.971018211,391.904509,252.7543859,607.661638
HER42PB,129.2,1246.85,-6.30726771,6.711057957,821.4392275,529.7779504,1273.670231
HER42PB,129.3,1247.86,-6.867680868,6.32997701,561.1436929,361.9032858,870.0729074
HER42PB,129.4,1248.87,-7.829922046,5.675653009,291.6787451,188.1149117,452.2580883
HER42PB,129.5,1249.87,-7.556819947,5.861362436,351.2023089,226.5039618,544.5514542
HER42PB,129.6,1250.88,-6.416031757,6.637098405,762.878215,492.009687,1182.869335
HER42PB,129.7,1251.89,-6.519224913,6.566927059,711.1810645,458.6681937,1102.711096
HER42PB,129.8,1252.9,-6.459673534,6.607421997,740.5713604,477.623133,1148.281777
HER42PB,129.9,1253.91,-6.459647873,6.607439446,740.5842831,477.6314674,1148.301814
HER42PB,130,1254.92,-7.400726811,5.967505769,390.5303818,251.8681581,605.5310057
HER42PB,130.1,1255.95,-6.560978278,6.538534771,691.2729624,445.8286882,1071.842888
HER42PB,130.2,1256.98,-6.998611108,6.240944447,513.3431072,331.074838,795.9564287
HER42PB,130.3,1258.02,-6.775924028,6.392371661,597.2714266,385.2034595,926.0902212
HER42PB,130.4,1259.05,-6.311683684,6.708055095,818.9762584,528.1894863,1269.851311
HER42PB,130.5,1260.08,-6.242067611,6.755394025,858.6780234,553.7946912,1331.410286
HER42PB,130.6,1261.12,-6.241055268,6.756082418,859.2693351,554.1760509,1332.327135
HER42PB,130.7,1262.15,-6.519844283,6.566505888,710.8815983,458.4750564,1102.246763
HER42PB,130.8,1263.18,-6.47061266,6.599983391,735.0829803,474.0834643,1139.771852
HER42PB,130.9,1264.21,-5.931189035,6.966791456,1060.813617,684.159759,1644.828588
HER42PB,131,1265.25,-6.551026425,6.545302031,695.9668508,448.8559584,1079.120926
HER42PB,131.1,1266.28,-6.707948408,6.438595083,625.5273679,403.4268097,969.9020457
HER42PB,131.2,1267.31,-7.283606712,6.047147436,422.9049443,272.7477665,655.7288964
HER42PB,131.3,1268.35,-6.619419398,6.498794809,664.3404934,428.4588965,1030.083153
HER42PB,131.4,1269.38,-6.253639194,6.747525348,851.9478773,549.4541595,1320.974959
HER42PB,131.5,1270.41,-6.596031403,6.514698646,674.9905198,435.3275107,1046.596391
HER42PB,131.6,1271.45,-6.389159432,6.655371586,776.9465721,501.0829149,1204.682814
HER42PB,131.7,1272.48,-6.06002816,6.879180851,971.8299603,626.7707546,1506.856318
HER42PB,131.8,1273.51,-5.883055655,6.999522155,1096.109262,706.9232867,1699.55572
HER42PB,131.9,1274.55,-6.120468662,6.83808131,932.6978586,601.5329477,1446.180627
HER42PB,132,1275.58,-6.436628212,6.623092816,752.2681297,485.1668323,1166.418026
HER42PB,132.1,1276.61,-6.909696251,6.301406549,545.3384163,351.7098512,845.5662737
HER42PB,132.2,1277.65,-6.139597155,6.825073935,920.644469,593.7592503,1427.491425
HER42PB,132.3,1278.68,-5.656507555,7.153574863,1278.66886,824.6630368,1982.620756
HER42PB,132.4,1279.71,-6.259291718,6.743681632,848.6795167,547.3462672,1315.907251
HER42PB,132.5,1280.75,-5.841936007,7.027483515,1127.19048,726.9687671,1747.748235
HER42PB,132.6,1281.78,-5.976350909,6.936081382,1028.731102,663.4685031,1595.083527
HER42PB,132.7,1282.81,-5.592864708,7.196851999,1335.220864,861.1356131,2070.306615
HER42PB,132.8,1283.85,-5.795670829,7.058943836,1163.21597,750.2029998,1803.607016
HER42PB,132.9,1284.88,-5.795449663,7.059094229,1163.390923,750.3158335,1803.878286
HER42PB,133,1285.91,-5.103941064,7.529320076,1861.839165,1200.772137,2886.846695
HER42PB,133.1,1286.95,-5.755241033,7.086436098,1195.639057,771.1139036,1853.880145
HER42PB,133.2,1287.98,-5.938485622,6.961829777,1055.563237,680.7735853,1636.68769
HER42PB,133.3,1289.01,-6.410613382,6.6407829,765.6942206,493.8258379,1187.23565
HER42PB,133.4,1290.05,-5.970392433,6.940133146,1032.907733,666.1621741,1601.559539
HER42PB,133.5,1291.08,-5.482647395,7.271799771,1439.138243,928.1559529,2231.434143
HER42PB,133.6,1292.11,-6.777896576,6.391030328,596.470824,384.6871199,924.8488588
HER42PB,133.7,1293.15,-6.805307185,6.372391114,585.4560488,377.5832651,907.770065
HER42PB,133.8,1294.18,-6.243291364,6.754561872,857.96377,553.3340415,1330.302811
HER42PB,133.9,1295.21,-5.801404031,7.055045259,1158.689911,747.2839691,1796.589203
HER42PB,134,1296.25,-5.804863576,7.052692768,1155.967308,745.5280568,1792.367711
HER42PB,134.1,1297.28,-6.159198513,6.811745011,908.4546882,585.8975888,1408.590744
HER42PB,134.2,1298.31,-5.986883362,6.928919314,1021.389581,658.7336724,1583.700243
HER42PB,134.3,1299.35,-5.830044758,7.035569565,1136.341948,732.8709027,1761.937905
HER42PB,134.4,1300.38,-7.310755814,6.028686046,415.1691579,267.7586584,643.7342892
HER42PB,134.5,1301.41,-6.600794216,6.511459933,672.8079555,433.9198906,1043.212249
HER42PB,134.6,1302.44,-7.023020863,6.224345813,504.8926403,325.6248048,782.8536844
HER42PB,134.7,1303.48,-7.201864926,6.10273185,447.077452,288.3375523,693.2092144
HER42PB,134.8,1304.51,NA,NA,NA,NA,NA
HER42PB,134.9,1305.54,-6.870780043,6.327869571,559.962362,361.1413998,868.2412126
HER42PB,135,1306.58,-7.797881691,5.69744045,298.1034131,192.2584288,462.2197605
HER42PB,135.1,1307.61,-7.74838389,5.731098955,308.3078987,198.8396965,478.0421721
HER42PB,135.2,1308.64,-6.623187848,6.496232263,662.6402697,427.3623565,1027.446897
HER42PB,135.3,1309.68,-6.63698598,6.486849534,656.4519721,423.3712838,1017.851725
HER42PB,135.4,1310.71,-6.832053909,6.354203342,574.9041561,370.7779411,891.4089866
HER42PB,135.5,1311.74,-6.395646781,6.650960189,773.5267008,498.8773076,1199.380184
HER42PB,135.6,1312.78,-6.23255007,6.761865952,864.2533478,557.3904336,1340.055021
HER42PB,135.7,1313.81,-6.268968307,6.737101551,843.1134697,543.7565081,1307.276901
HER42PB,135.8,1314.84,-6.89060912,6.314385798,552.4626329,356.3045342,856.6126206
HER42PB,135.9,1315.88,-6.278396338,6.73069049,837.7255075,540.2816027,1298.922677
HER42PB,136,1316.91,-6.404376605,6.645023909,768.9484319,495.9246047,1192.281418
HER42PB,136.1,1317.94,-6.522371664,6.564787268,709.6609129,457.6877891,1100.354048
HER42PB,136.2,1318.98,-6.801929539,6.374687913,586.8022693,378.4514948,909.8574269
HER42PB,136.3,1320.01,-7.741431371,5.735826668,309.7689409,199.7819792,480.3075691
HER42PB,136.4,1321.04,-6.299434219,6.716384731,825.8265232,532.6074872,1280.472886
HER42PB,136.5,1322.08,-6.649974611,6.478017265,650.679541,419.6484196,1008.901369
HER42PB,136.6,1323.11,-6.676164693,6.460208009,639.1940007,412.2409501,991.0926375
HER42PB,136.7,1324.14,-5.840208067,7.028658514,1128.515707,727.8234568,1749.803044
HER42PB,136.8,1325.18,-7.784499245,5.706540513,300.8285537,194.0159774,466.4451863
HER42PB,136.9,1326.21,-6.474739102,6.597177411,733.0232429,472.7550599,1136.578157
HER42PB,137,1327.24,-6.243476831,6.754435755,857.8555725,553.2642607,1330.135047
HER42PB,137.1,1328.28,-6.757035743,6.405215695,604.9922783,390.1829356,938.0616715
HER42PB,137.2,1329.31,-6.401372894,6.647066432,770.5206322,496.9385776,1194.719169
HER42PB,137.3,1330.34,-6.638358343,6.485916327,655.8396524,422.9763751,1016.902302
HER42PB,137.4,1331.38,-7.644360975,5.801834537,330.9060628,213.4141271,513.0814154
HER42PB,137.5,1332.41,-7.049728214,6.206184814,495.8060463,319.7645087,768.7646028
HER42PB,137.6,1333.44,-7.198397252,6.105089869,448.1329127,289.0182597,694.8457432
HER42PB,137.7,1334.48,-6.556081287,6.541864725,693.5787064,447.3157517,1075.418024
HER42PB,137.8,1335.51,-7.327561504,6.017258177,410.4516658,264.7161652,636.4196529
HER42PB,137.9,1336.54,-8.550904249,5.185385111,178.6422336,115.2132905,276.9910266
HER42PB,138,1337.58,-7.332914076,6.013618428,408.9604403,263.7544161,634.1074555
HER42PB,138.1,1338.61,-7.085847475,6.181623717,483.7768356,312.0064052,750.1128913
HER42PB,138.2,1339.64,-6.961404368,6.26624503,526.4966821,339.5580876,816.3515063
HER42PB,138.3,1340.67,-7.192450753,6.109133488,449.9486603,290.1893056,697.6611232
HER42PB,138.4,1341.71,-6.744433889,6.413784955,610.1988914,393.5408819,946.1347072
HER42PB,138.5,1342.74,-6.756984067,6.405250834,605.0135379,390.1966467,938.0946353
HER42PB,138.6,1343.77,-6.708655453,6.438114292,625.2266925,403.2328925,969.435838
HER42PB,138.7,1344.81,NA,NA,NA,NA,NA
HER42PB,138.8,1345.84,-6.697892709,6.445432958,629.8193032,406.1948448,976.5568413
HER42PB,138.9,1346.87,-6.233305448,6.761352295,863.8095319,557.1041996,1339.366869
HER42PB,139,1347.91,-6.827547974,6.357267378,576.6683845,371.9157602,894.1444843
HER42PB,139.1,1348.94,-7.378097393,5.982893773,396.58634,255.77388,614.9209806
HER42PB,139.2,1349.97,-6.484919837,6.590254511,727.9661216,469.4935267,1128.736913
HER42PB,139.3,1351.01,-7.512929581,5.891207885,361.8420841,233.3659646,561.0487976
HER42PB,139.4,1352.04,-7.20778324,6.098707397,445.2818252,287.1794831,690.4250323
HER42PB,139.5,1353.07,-7.113549192,6.162786549,474.7491453,306.1840983,736.115142
HER42PB,139.6,1354.11,-6.732625193,6.421814869,615.118461,396.7137027,953.7626718
HER42PB,139.7,1355.14,-7.722859777,5.748455352,313.7057208,202.3209609,486.4116839
HER42PB,139.8,1356.17,-6.599228527,6.512524602,673.5246545,434.3821174,1044.323516
HER42PB,139.9,1357.21,-6.588381313,6.519900707,678.5110107,437.5980116,1052.055036
HER42PB,140,1358.24,-6.542576749,6.551047811,699.9772333,451.4424094,1085.339164
HER42PB,140.1,1359.26,-8.601639376,5.150885224,172.5841984,111.3062292,267.5978314
HER42PB,140.2,1360.27,-6.933607404,6.285146965,536.5431381,346.0374358,831.9288874
HER42PB,140.3,1361.29,-6.753515706,6.40760932,606.4421375,391.1180059,940.309729
HER42PB,140.4,1362.3,-6.456556771,6.609541396,742.1425909,478.6364804,1150.718025
HER42PB,140.5,1363.32,-6.677948956,6.45899471,638.4189376,411.7410819,989.8908751
HER42PB,140.6,1364.34,NA,NA,NA,NA,NA
HER42PB,140.7,1365.35,-7.215366746,6.093550613,442.9915134,285.7023723,686.8738238
HER42PB,140.8,1366.37,-6.720194489,6.430267747,620.3400203,400.0812884,961.8588819
HER42PB,140.9,1367.39,-6.853067269,6.339914257,566.7477147,365.5175363,878.7621391
HER42PB,141,1368.4,-7.86904487,5.649049488,284.0213719,183.1763753,440.3850634
HER42PB,141.1,1369.42,-6.974706428,6.257199629,521.7557826,336.500498,809.0005759
HER42PB,141.2,1370.43,-7.011739848,6.232016903,508.7806107,328.1323074,788.8821184
HER42PB,141.3,1371.45,-7.19468707,6.107612792,449.2649453,289.7483514,696.6009993
HER42PB,141.4,1372.47,-7.392006921,5.973435294,392.8529205,253.3660532,609.1321832
HER42PB,141.5,1373.48,-7.56894483,5.853117516,348.3185782,224.6441322,540.080129
HER42PB,141.6,1374.5,-6.713879225,6.434562127,623.009724,401.8030837,965.9983508
HER42PB,141.7,1375.51,-6.462677123,6.605379556,739.060331,476.6486117,1145.938873
HER42PB,141.8,1376.53,-6.930230537,6.287443235,537.7766014,346.8329441,833.8414154
HER42PB,141.9,1377.55,-6.635678696,6.487738487,657.0357866,423.7478084,1018.75695
HER42PB,142,1378.56,-7.066673795,6.194661819,490.125666,316.1010116,759.9569747
HER42PB,142.1,1379.58,-8.044502879,5.529738042,252.0778686,162.5747738,390.8555453
HER42PB,142.2,1380.59,-7.086270582,6.181336004,483.6376669,311.9166499,749.8971053
HER42PB,142.3,1381.61,NA,NA,NA,NA,NA
HER42PB,142.4,1382.63,-6.731348113,6.422683283,615.6528707,397.0583643,954.5912927
HER42PB,142.5,1383.64,-7.633649837,5.809118111,333.3250403,214.9742193,516.8321244
HER42PB,142.6,1384.66,-7.806212943,5.691775199,296.4193571,191.1723159,459.6085729
HER42PB,142.7,1385.67,-8.383636402,5.299127247,200.1620416,129.0922476,310.3582411
HER42PB,142.8,1386.69,NA,NA,NA,NA,NA
HER42PB,142.9,1387.71,-6.367329185,6.670216154,788.5660379,508.5767581,1222.699202
HER42PB,143,1388.72,-7.534024697,5.876863206,356.6886263,230.0423002,553.0581812
HER42PB,143.1,1389.74,-8.168872861,5.445166455,231.6358333,149.390914,359.1594551
HER42PB,143.2,1390.76,-7.811467229,5.688202284,295.3621659,190.4904923,457.9693609
HER42PB,143.3,1391.77,-6.940247291,6.280631842,534.1260406,344.4785561,828.1810932
HER42PB,143.4,1392.79,-7.156176637,6.133799887,461.1852872,297.4362412,715.083906
HER42PB,143.5,1393.8,-7.44446128,5.93776633,379.0872272,244.4880249,587.7879947
HER42PB,143.6,1394.82,NA,NA,NA,NA,NA
HER42PB,143.7,1395.84,-6.730408561,6.423322179,616.0463342,397.3121241,955.2013716
HER42PB,143.8,1396.85,-6.928743993,6.288454085,538.3204877,347.1837174,834.6847301
HER42PB,143.9,1397.87,-6.689842588,6.45090704,633.2764395,408.4244859,981.9172521
HER42PB,144,1398.88,-6.951134002,6.273228879,530.186525,341.9378101,822.0727367
HER42PB,144.1,1399.9,-6.707015137,6.439229707,625.9244687,403.6829154,970.5177644
HER42PB,144.2,1400.92,NA,NA,NA,NA,NA
HER42PB,144.3,1401.93,-7.906227967,5.623764982,276.9300598,178.6029137,429.3897362
HER42PB,144.4,1402.95,-6.847560797,6.343658658,568.8738234,366.8887461,882.0587449
HER42PB,144.5,1403.96,-7.470496612,5.920062304,372.4349173,240.1976927,577.4733556
HER42PB,144.6,1404.98,-7.137601318,6.146431104,467.0475645,301.2170508,724.1735718
HER42PB,144.7,1406,-7.561394086,5.858252022,350.1116213,225.8005351,542.8603049
HER42PB,144.8,1407.01,NA,NA,NA,NA,NA
HER42PB,144.9,1408.03,-6.975807357,6.256450997,521.3653258,336.2486773,808.3951591
HER42PB,145,1409.05,-7.716782451,5.752587933,315.0048178,203.1587988,488.4259792
HER42PB,145.1,1410.06,NA,NA,NA,NA,NA
HER42PB,145.2,1411.08,-7.807789588,5.69070308,296.1017307,190.9674663,459.1160821
HER42PB,145.3,1412.09,-7.222918335,6.088415532,440.7225469,284.239028,683.355712
HER42PB,145.4,1413.11,-7.654767444,5.794758138,328.5727051,211.9092545,509.4634627
HER42PB,145.5,1414.13,-7.680661726,5.777150026,322.8377988,208.2105914,500.5712901
HER42PB,145.6,1415.14,NA,NA,NA,NA,NA
HER42PB,145.7,1416.16,-7.194712088,6.10759578,449.2573024,289.7434222,696.5891486
HER42PB,145.8,1417.17,NA,NA,NA,NA,NA
HER42PB,145.9,1418.19,NA,NA,NA,NA,NA
HER42PB,146,1419.21,-8.435356283,5.263957728,193.2447901,124.6310444,299.6328008
HER42PB,146.1,1420.22,-7.261806093,6.061971857,429.2209652,276.8212128,665.5221076
HER42PB,146.2,1421.24,-7.917196284,5.616306527,274.8722727,177.2757672,426.1990654
HER42PB,146.3,1422.25,-7.538132071,5.874070192,355.6937798,229.4006852,551.5156369
HER42PB,146.4,1423.27,-7.620116678,5.818320659,336.4066375,216.9616607,521.6102487
HER42PB,146.5,1424.29,-6.741159423,6.416011592,611.5590965,394.4181308,948.2437528
HER42PB,146.6,1425.3,-7.740036185,5.736775394,310.0629664,199.9716075,480.7634659
HER42PB,146.7,1426.32,-7.967478228,5.582114805,265.6327737,171.3168567,411.8728993
HER42PB,146.8,1427.34,-8.311643949,5.348082115,210.2047624,135.5691869,325.9298306
HER42PB,146.9,1428.35,-7.027865934,6.221051165,503.2319338,324.553751,780.278701
HER42PB,147,1429.37,-7.409063758,5.961836645,388.3226804,250.4443261,602.1078876
HER42PB,147.1,1430.38,-7.377638709,5.983205678,396.7100566,255.8536696,615.1128075
HER42PB,147.2,1431.4,-7.101893992,6.170712085,478.5267367,308.6204132,741.9724295
HER42PB,147.3,1432.42,-7.640772001,5.804275039,331.7146261,213.9356009,514.335121
HER42PB,147.4,1433.43,-8.65347081,5.115639849,166.6073505,107.4515286,258.3305197
HER42PB,147.5,1434.45,-7.030149887,6.219498077,502.4509769,324.0500816,779.0678001
HER42PB,147.6,1435.46,-8.274892305,5.373073233,215.524207,138.9999026,334.1778154
HER42PB,147.7,1436.48,-6.644840863,6.481508213,652.9549993,421.1159507,1012.429547
HER42PB,147.8,1437.5,-8.196411753,5.426440008,227.3384799,146.6193845,352.4962585
HER42PB,147.9,1438.51,-8.652273384,5.116454099,166.7430657,107.5390566,258.5409509
HER42PB,148,1439.53,NA,NA,NA,NA,NA
HER42PB,148.1,1440.54,NA,NA,NA,NA,NA
HER42PB,148.2,1441.56,-7.133570259,6.149172224,468.3295543,302.0438555,726.1613417
HER42PB,148.3,1442.58,-6.564894256,6.535871906,689.4346445,444.6430858,1068.992512
HER42PB,148.4,1443.59,-7.812327618,5.68761722,295.1894105,190.3790757,457.7014976
HER42PB,148.5,1444.61,-8.007213364,5.555094912,258.5515031,166.7498712,400.8931418
HER42PB,148.6,1445.63,-6.849841917,6.342107496,567.9920922,366.3200836,880.6915899
HER42PB,148.7,1446.64,-6.773029523,6.394339924,598.4481718,385.962388,927.9148057
HER42PB,148.8,1447.66,-6.475755742,6.596486095,732.5166679,472.4283501,1135.792695
HER42PB,148.9,1448.67,-8.397783834,5.289506993,198.2456648,127.856302,307.3868318
HER42PB,149,1449.69,-7.371137032,5.987626818,398.4678503,256.9873388,617.8383281
HER42PB,149.1,1450.71,-6.754058397,6.40724029,606.2183835,390.9736983,939.9627906
HER42PB,149.2,1451.72,-6.712069822,6.435792521,623.7767432,402.2977641,967.1876409
HER42PB,149.3,1452.74,-6.916842074,6.29654739,542.6949576,350.0049824,841.4674986
HER42PB,149.4,1453.75,-6.070084839,6.872342309,965.206733,622.499179,1496.586773
HER42PB,149.5,1454.77,-6.638740648,6.485656359,655.6691776,422.8664294,1016.637975
HER42PB,149.6,1455.79,-6.72172686,6.429225735,619.693955,399.6646159,960.8571351
HER42PB,149.7,1456.8,-6.776853965,6.391739304,596.8938571,384.9599503,925.5047865
HER42PB,149.8,1457.82,-7.95351918,5.591606958,268.1662054,172.9507648,415.8010737
HER42PB,149.9,1458.83,-7.600852458,5.831420329,340.8424437,219.8224837,528.4881212
HER42PB,150,1459.85,-7.137303278,6.146633771,467.1422294,301.2781038,724.3203529
HER42PB,150.1,1461.4,-6.978213743,6.254814655,520.5128912,335.6989092,807.0734294
HER42PB,150.2,1462.96,-7.067269699,6.194256605,489.9271001,315.9729487,759.6490913
HER42PB,150.3,1464.51,-6.979688269,6.253811977,519.9912461,335.3624801,806.2646005
HER42PB,150.4,1466.06,-7.942692166,5.598969327,270.1478298,174.2287911,418.8736517
HER42PB,150.5,1467.61,-6.23368807,6.761092112,863.5848127,556.9592695,1339.018434
HER42PB,150.6,1469.17,-7.561173617,5.85840194,350.1641135,225.8343894,542.9416961
HER42PB,150.7,1470.72,-7.322193343,6.020908527,411.9526958,265.6842375,638.7470523
HER42PB,150.8,1472.27,-7.026480631,6.221993171,503.7062047,324.8596266,781.0140746
HER42PB,150.9,1473.82,-6.859929649,6.335247839,564.1091937,363.8158521,874.6710201
HER42PB,151,1475.38,-7.245787145,6.072864741,433.921977,279.8530773,672.8111906
HER42PB,151.1,1476.93,-6.630841684,6.491027655,659.2004458,425.1438809,1022.11333
HER42PB,151.2,1478.48,-6.727192175,6.425509321,617.3951898,398.1820533,957.2928194
HER42PB,151.3,1480.03,-6.775498821,6.392660802,597.4441471,385.3148536,926.3580303
HER42PB,151.4,1481.59,-6.57464661,6.529240305,684.8777158,441.7041461,1061.926834
HER42PB,151.5,1483.14,-6.284347358,6.726643797,834.342339,538.0996664,1293.676956
HER42PB,151.6,1484.69,-6.704223705,6.441127881,627.1137105,404.4499034,972.3617253
HER42PB,151.7,1486.25,-6.871932031,6.327086219,559.5238862,360.8586098,867.5613406
HER42PB,151.8,1487.8,-5.8829284,6.999608688,1096.204117,706.9844618,1699.702795
HER42PB,151.9,1489.35,-7.327944782,6.016997548,410.3447041,264.6471815,636.253805
HER42PB,152,1490.9,-6.554240602,6.543116391,694.4473786,447.8759921,1076.764931
HER42PB,152.1,1492.46,-6.110596883,6.84479412,938.9799435,605.5845074,1455.921219
HER42PB,152.2,1494.01,-5.869850083,7.008501944,1105.996418,713.2998961,1714.8861
HER42PB,152.3,1495.56,-5.072918736,7.55041526,1901.532197,1226.37171,2948.392128
HER42PB,152.4,1497.11,-5.583430352,7.203267361,1343.814325,866.6778687,2083.631077
HER42PB,152.5,1498.67,-4.940117903,7.640719826,2081.241409,1342.273136,3227.037543
HER42PB,152.6,1500.22,-5.418776094,7.315232256,1503.020841,969.3563127,2330.486344
HER42PB,152.7,1501.77,-4.744197014,7.77394603,2377.835812,1533.558346,3686.917531
HER42PB,152.8,1503.32,-6.104406253,6.849003748,942.9410316,608.1391664,1462.063025
HER42PB,152.9,1504.88,-6.241751512,6.755608972,858.8626138,553.9137407,1331.696499
HER42PB,153,1506.43,-5.957222119,6.949088959,1042.199809,672.1549935,1615.967228
HER42PB,153.1,1507.98,-6.106434989,6.847624207,941.6411032,607.3007923,1460.04744
HER42PB,153.2,1509.53,-5.73488116,7.100280811,1212.307456,781.8639991,1879.72508
HER42PB,153.3,1511.09,-5.930811189,6.967048391,1061.086213,684.3355664,1645.251257
HER42PB,153.4,1512.64,-6.378485754,6.662629687,782.6062432,504.7330559,1213.458332
HER42PB,153.5,1514.19,-5.07491093,7.549060568,1898.957951,1224.711479,2944.40067
HER42PB,153.6,1515.74,-5.215665972,7.453347139,1725.629411,1112.925195,2675.648712
HER42PB,153.7,1517.3,-5.561828616,7.217956541,1363.699548,879.5026182,2114.463809
HER42PB,153.8,1518.85,-6.077987791,6.866968302,960.0336175,619.1628366,1488.565677
HER42PB,153.9,1520.4,-5.7260864,7.106261248,1219.579307,786.5538972,1891.000339
HER42PB,154,1521.96,-6.007091803,6.915177574,1007.449908,649.7434378,1562.086293
HER42PB,154.1,1523.51,-5.978826888,6.934397716,1027.00052,662.3523838,1592.400199
HER42PB,154.2,1525.06,-5.585460832,7.201886634,1341.960166,865.4820494,2080.756137
HER42PB,154.3,1526.61,-5.569948693,7.212434889,1356.190423,874.6596933,2102.820649
HER42PB,154.4,1528.17,-5.587028321,7.200820742,1340.530542,864.56003,2078.539457
HER42PB,154.5,1529.72,-5.887943786,6.996198226,1092.471922,704.5774247,1693.915896
HER42PB,154.6,1531.27,-4.888889676,7.67555502,2155.019433,1389.855439,3341.432948
HER42PB,154.7,1532.82,-5.272683386,7.414575298,1660.004011,1070.600835,2573.894235
HER42PB,154.8,1534.38,-5.47128542,7.279525914,1450.300296,935.3547924,2248.741295
