"Location","Site","Section","sample","min_depth","max_depth","midpoint","K","K_sd","K_ICP","K_ICP_sd","K_fit_OLS","K_lwr_OLS","K_upr_OLS","K_fit_WLS","K_lwr_WLS","K_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-1.94880716624657,-0.0974403583123283,3.88560818306249,0.194280409153125,2.87780619142001,1.49684009628574,4.25877228655428,2.66881346043204,0.892483153656167,4.44514376720792
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-1.41510004809261,-0.0707550024046305,3.84280155325921,0.192140077662961,3.11685381317204,1.73603101342981,4.49767661291427,3.16222474656435,1.72485883542241,4.5995906577063
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-1.50286800873964,-0.075143400436982,3.48328739754594,0.174164369877297,3.07754251012765,1.69690591080008,4.45817910945522,3.0810834222855,1.58801405563326,4.57415278893774
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-2.2511958074379,-0.112559790371895,3.71602440999666,0.185801220499833,2.74236620371356,1.35996487070599,4.12476753672114,2.38925569684423,0.420682680426024,4.35782871326244
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-1.87135890763456,-0.093567945381728,4.17695845215305,0.208847922607653,2.91249529598746,1.53173936476452,4.29325122721041,2.74041423844422,1.01330287681379,4.46752560007465
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-2.27486482946813,-0.113743241473406,3.95572221585921,0.19778611079296,2.73176483971997,1.34920992036481,4.11431975907513,2.36737372786877,0.383748958712915,4.35099849702462
"Bird Island","BI10","BI10.2",45,44,45,44.5,-2.46910073848453,-0.123455036924226,5.30133208664817,0.265066604332409,2.64476650199906,1.26072552735378,4.02880747664433,2.18780297375862,0.0806388863959309,4.29496706112131
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-2.04323660133289,-0.102161830066644,2.95242175786957,0.147621087893478,2.83551121143389,1.45420196214255,4.21682046072523,2.58151361482412,0.74516172015597,4.41786550949227
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-2.43851078206694,-0.121925539103347,4.67895935429177,0.233947967714588,2.65846775514407,1.27468748156416,4.04224802872397,2.21608333432593,0.128377476935981,4.30378919171588
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-2.04657148269377,-0.102328574134688,2.52756423061713,0.126378211530856,2.83401751680058,1.45269440355855,4.21534063004261,2.57843052290835,0.739958691397853,4.41690235441885
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-1.82219523790358,-0.0911097618951789,3.71797430931724,0.185898715465862,2.93451572240869,1.55385985474248,4.3151715900749,2.78586596409639,1.0899939213845,4.48173800680828
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-1.89997793704544,-0.094998896852272,2.9583811143827,0.147919055719135,2.89967682180038,1.5188507152616,4.28050292833915,2.71395599640629,0.968658023027145,4.45925396978544
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-2.33270430960542,-0.116635215480271,4.27103361378416,0.213551680689208,2.70585851450921,1.32290312461853,4.0888139043999,2.31390123085116,0.293492540039135,4.33430992166318
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-3.24094639008958,-0.162047319504479,3.36097883746032,0.168048941873016,2.29905654029941,0.905161728402585,3.69295135219624,1.47423303492896,-1.12410752615194,4.07257359600985
"Bird Island","BI10","BI10.3",95,93,94,93.5,-1.62698889047715,-0.0813494445238577,3.24345655081456,0.162172827540728,3.02194871986353,1.6414345025364,4.40246293719067,2.96633388679905,1.39445934330746,4.53820843029064
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-1.37516982400393,-0.0687584912001964,3.41336143836337,0.170668071918168,3.13473857576887,1.75380374743606,4.51567340410169,3.19914016806237,1.78711025249389,4.61117008363086
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-1.90267718039763,-0.0951338590198813,2.97663487229103,0.148831743614552,2.89846782967356,1.51763465159824,4.27930100774889,2.71146055070455,0.96444722070297,4.45847388070613
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-2.3979257145073,-0.119896285725365,3.01234257472727,0.150617128736364,2.67664582238127,1.29319605697255,4.06009558779,2.25360415745386,0.191713193125461,4.31549512178225
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-2.50322687353934,-0.125161343676967,2.39380124185013,0.119690062092506,2.6294813930939,1.24513783269288,4.01382495349492,2.15625342229984,0.0273808478353086,4.28512599676436
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-3.06128811009795,-0.153064405504898,2.90038607996047,0.145019303998024,2.37952555242091,0.988484000987239,3.77056710385458,1.64032679680645,-0.843655497418521,4.12430909103143
"Bird Island","BI10","BI10.4",145,141,142,141.5,-2.72347131627304,-0.136173565813652,3.79643507242245,0.189821753621123,2.53083382320257,1.14423998895173,3.91742765745341,1.9526378248002,-0.316358717640879,4.22163436724127
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-3.72809331896637,-0.186404665948318,3.56897883394509,0.178448941697255,2.0808632450805,0.677547011187233,3.48417947897377,1.02386656137714,-1.88462461328843,3.9323577360427
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-1.95704532844322,-0.0978522664221609,3.03431219864733,0.151715609932366,2.87411631543048,1.49312408448681,4.25510854637416,2.66119729406185,0.879631081684856,4.44276350643885
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-2.30898011137147,-0.115449005568574,4.33522772336146,0.216761386168073,2.71648459194549,1.33369778159014,4.09927140230085,2.33583421012931,0.330513677864152,4.34115474239446
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-1.86598638251314,-0.0932993191256569,2.59592211413292,0.129796105706646,2.91490165203818,1.53415791616482,4.29564538791154,2.74538112841021,1.0216837258554,4.46907853096502
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-2.78363967915888,-0.139181983957944,4.16652105560504,0.208326052780252,2.50388439052061,1.11658644008706,3.89118234095416,1.89701227980341,-0.410270360793237,4.20429492040006
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-2.99257183672933,-0.149628591836467,4.5087357222317,0.225436786111585,2.41030359746788,1.02026405510788,3.80034313982788,1.70385486991574,-0.736391438362546,4.14410117819402
"Bird Island","BI10","BI10.5",197,194,195,194.5,-3.06446291203374,-0.153223145601687,3.40491487755924,0.170245743877962,2.37810355742315,0.987014514855219,3.76919259999108,1.63739169803585,-0.848611326539476,4.12339472261118
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-2.82260527478848,-0.141130263739424,3.0286140115163,0.151430700575815,2.48643168537846,1.09865733532227,3.87420603543465,1.86098865560853,-0.471089626642055,4.19306693785911
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-2.53487530975607,-0.126743765487804,4.3728658015614,0.21864329007807,2.6153060464432,1.23067080302767,3.99994128985873,2.12699449903161,-0.02201125929659,4.27600025735981
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-2.72879431950132,-0.136439715975066,3.09477620885457,0.154738810442728,2.52844964802668,1.14179506526542,3.91510423078794,1.94771671773676,-0.324666843852269,4.2201002793258
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-3.03246747862904,-0.151623373931452,2.91411220469547,0.145705610234773,2.39243432424667,1.00181906115719,3.78304958733615,1.66697141959021,-0.798667055660606,4.13260989484103
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,-3.13150900392588,-0.156575450196294,2.82415406801757,0.141207703400878,2.34807358729642,0.955956969237402,3.74019020535544,1.57540770474554,-0.953270649916311,4.1040860594074
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,-2.29493172351507,-0.114746586175754,3.28755704162974,0.164377852081487,2.72277687022377,1.34008705468653,4.10546668576102,2.3488219198385,0.352435656709022,4.34520818296797
"Bird Island","BI10","BI10.7",271,265,266,265.5,-2.74763886608506,-0.137381943304253,2.56345768651981,0.12817288432599,2.5200091684254,1.13313711452553,3.90688122232527,1.9302949677728,-0.354079498523517,4.21466943406913
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,-2.54813814525275,-0.127406907262637,2.65830437436488,0.132915218718244,2.60936561736641,1.2246049741793,3.99412626055351,2.11473303108864,-0.0427101230778488,4.27217618525513
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,-3.75786971558121,-0.187893485779061,1.48305452117345,0.0741527260586725,2.06752638568139,0.663555195267209,3.47149757609558,0.996338335407562,-1.93111315437443,3.92378982518955
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,-2.8827975956197,-0.144139879780985,1.66914370428063,0.0834571852140315,2.45947152192363,1.07092976309362,3.84801328075364,1.80534096153364,-0.565042309542731,4.17572423261002
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,-1.92208021097545,-0.0961040105487723,2.27446989724755,0.113723494862377,2.88977720487835,1.5088908971989,4.2706635125578,2.69352248327652,0.934178312741513,4.45286665381152
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,-2.51952309495621,-0.125976154747811,1.61729184485843,0.0808645922429217,2.62218230930667,1.23768988679936,4.00667473181398,2.1411875944424,0.00194826009265103,4.28042692879215
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,-2.55551695412218,-0.127775847706109,2.76103263693938,0.138051631846969,2.60606064605986,1.22122942744044,3.99089186467929,2.10791133534851,-0.0542260411959932,4.27004871189301
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,-2.67336111179493,-0.133668055589747,1.46180507796804,0.0730902538984018,2.553278202898,1.1672415487303,3.93931485706569,1.99896462015083,-0.238147790392161,4.23607703069383
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,-2.87286805890972,-0.143643402945486,1.31896882034248,0.0659484410171238,2.46391896520269,1.07550643167578,3.8523314987296,1.81452080064786,-0.549543399362788,4.17858500065852
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,-1.61174664829887,-0.0805873324149435,2.76834255449169,0.138417127724584,3.02877572594786,1.64825537510764,4.40929607678809,2.98042531271583,1.41822989555168,4.54262072987998
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,-1.93607319497298,-0.0968036597486492,1.64539245750957,0.0822696228754787,2.88350974200959,1.502582615635,4.26443686838418,2.68058599433679,0.912348800036133,4.44882318863745
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,-2.60832049760129,-0.130416024880065,2.04919408483512,0.102459704241756,2.58240991879877,1.19705678473811,3.96776305285943,2.05909455285835,-0.136636362187735,4.25482546790443
