Location,Site,Section,sample,min_depth,max_depth,depth,SH20_age,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,Mo_inc,Mo_coh,coh_inc,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_inc_sd,Mo_coh_sd,coh_inc_sd,water_content_pc,water_content_err,dry_mass_pc,dry_mass_err,density_gcm3,density_gcm3_err,P_ICP,P_ICP_sd,K_ICP,K_ICP_sd,Ca_ICP,Ca_ICP_sd,Ti_ICP,Ti_ICP_sd,Mn_ICP,Mn_ICP_sd,Fe_ICP,Fe_ICP_sd,Co_ICP,Co_ICP_sd,Ni_ICP,Ni_ICP_sd,Cu_ICP,Cu_ICP_sd,Zn_ICP,Zn_ICP_sd,As_ICP,As_ICP_sd,Rb_ICP,Rb_ICP_sd,Sr_ICP,Sr_ICP_sd,Zr_ICP,Zr_ICP_sd,Pb_ICP,Pb_ICP_sd,Th_ICP,Th_ICP_sd
Kerguelen,KER1,CAT1-S1-1C,69,86.1,87.5,86.8,3452.746667,23417.13333,58329,1.412,0.000355197,0.003758426,0.00175521,0.001035605,0.118948691,0.000951269,0.005489004,0.002350428,4.53834E-05,0.001055041,0.002906389,0.021221304,1,0.145892131,0.145892131,0.00015043,0.000654666,0.000926019,0.000482281,0.015650411,0.000916673,0.000778828,0.001026518,0,0.001179866,0.001830893,0.00279321,0,0.00256107,0.00256107,87.43206549,4.371603275,12.56793451,1.256793451,0.114391368,0.011439137,497.9986173,9.972433234,323.9790116,259.1559924,3883.986282,72.63749019,291.56336,2.633210049,55.46225053,1.39598335,6816.274673,92.89896956,2.133265234,0.03359726,4.959823644,0.076279173,4.052348853,0.080249406,8.987606637,0.174366221,1.99297207,0.067684798,0.934094849,0.015066063,56.90823166,0.823351056,13.72149586,0.490283027,0.314813019,0.001520897,0.290615627,0.001311434
Kerguelen,KER1,CAT1-S1-1C,73,92.4,93.7,93.1,3631.135714,21919.64286,55028.5,1.295714286,0.000400723,0.003504395,0.001719417,0.00103576,0.112364452,0.001384228,0.005089571,0.002341557,6.92456E-05,0.000726506,0.002189942,0.021625665,1,0.149229965,0.149229965,0.00022461,0.000721868,0.000439354,0.000596443,0.00845395,0.000755583,0.00065437,0.000786315,6.22603E-05,0.000919385,0.002440168,0.001586867,0,0.003312639,0.003312639,86.53214196,4.326607098,13.46785804,1.346785804,0.148797169,0.014879717,480.0573451,12.0904326,487.3846201,303.2847,3407.375544,62.86312354,755.0023464,16.03135126,56.20523213,1.1653151,5710.94941,95.31310828,1.579837083,0.025874662,3.437486028,0.007161326,4.450254187,0.056354536,9.510397791,0.055405562,1.465269214,0.068452901,1.203244441,0.007084839,52.38105472,0.990931332,16.75001654,0.321749848,0.319751461,0.007815248,0.315510786,0.000624041
Kerguelen,KER1,CAT1-S1-1C,80,103.1,104.5,103.8,3940.826667,22842.73333,56752.8,1.344666667,0.00044677,0.003694776,0.002132494,0.000853721,0.106007297,0.002096109,0.005460287,0.002780339,0.00034326,0.000669145,0.00161892,0.022571086,1,0.149304916,0.149304916,0.000770518,0.000823742,0.001943991,0.000378996,0.031572446,0.001177424,0.000693025,0.000804981,0.000606554,0.001264698,0.001599342,0.002102543,0,0.002732735,0.002732735,87.74312153,4.387156077,12.25687847,1.225687847,0.117835974,0.011783597,345.730491,1.750039606,196.5150343,191.5053837,2189.505993,32.85207386,223.979161,4.416598968,29.73641755,0.524097846,3225.774563,68.32973981,0.923007687,0.017314455,2.13136205,0.036233417,2.622442469,0.027138847,5.963937738,0.025577129,1.120314178,0.031472784,0.700899472,0.003215039,36.49555291,0.116935077,8.929101824,0.094618257,0.179617133,0.003025055,0.166787898,0.001906893
Kerguelen,KER1,CAT1-S1-1C,86,112.2,113.6,112.9,4208.64,23327.13333,56259.46667,1.338,0.000177394,0.003028963,0.00085708,0.000587911,0.076469342,0.002369063,0.005039124,0.002722659,4.53834E-05,0.00091913,0.001275194,0.022984525,1,0.146391761,0.146391761,0.000146464,0.0005532,0.000588521,0.000384007,0.007248673,0.000945971,0.000553506,0.000992133,0,0.001414162,0.001614783,0.002215361,0,0.002854314,0.002854314,86.07040611,4.303520305,13.92959389,1.392959389,0.155431687,0.015543169,591.9905518,6.267225698,299.9494325,205.5788987,3711.15207,106.3870844,334.2205693,6.961726331,46.8799998,0.996486006,4542.425909,37.35777084,1.049747683,0.004983547,2.791826174,0.030081004,5.41452311,0.007968769,10.45252365,0.130952766,1.499496878,0.052332993,1.072921849,0.004038338,65.73504848,0.581975022,14.23345251,0.170296554,0.304017311,0.001071613,0.304152866,0.006685523
Kerguelen,KER1,CAT1-S1-1C,93,122.9,124.1,123.5,4497.107692,23905.46154,57464.46154,1.32,0.00017891,0.00379031,0.000769923,0.000649874,0.077875477,0.002221783,0.005186662,0.002746529,4.53834E-05,0.00046148,0.000998328,0.021967363,1,0.14429771,0.14429771,0.000173861,0.00069145,0.000436815,0.00047414,0.004943296,0.000973691,0.000818217,0.001294184,0,0.000652401,0.001245136,0.002102163,0,0.002510634,0.002510634,87.88021313,4.394010656,12.11978687,1.211978687,0.140449668,0.014044967,630.4189958,8.260995754,167.7999201,206.6572639,4217.700826,50.2785658,237.3718165,2.315375042,46.78120576,0.804152565,4414.084703,51.03978495,1.050225297,0.014156455,2.843511196,0.045295099,4.038560617,0.060109751,9.118797628,0.147479116,1.65768929,0.051866478,0.714706415,0.006330412,78.06690295,0.162916633,10.592352,0.163054645,0.232814865,0.003724308,0.228581279,0.003447345
Kerguelen,KER1,CAT1-S1-1D,105,130.3,131.4,130.8,4654.675,22628.83333,55695.08333,1.306666667,0.000293821,0.003077059,0.000928311,0.000719912,0.085725202,0.001700698,0.005148782,0.002927671,4.53834E-05,0.000349177,0.003879439,0.023617421,1,0.144591799,0.144591799,0.000195565,0.000382047,0.000552724,0.000334743,0.006587476,0.000953178,0.00078421,0.000848788,0,0.000682342,0.002840258,0.002716344,0,0.00390588,0.00390588,86.98570544,4.349285272,13.01429456,1.301429456,0.18906689,0.018906689,785.8172852,14.03913743,335.8691783,217.6595685,4013.123051,37.50970772,393.3367813,9.38595087,45.78783303,0.73313968,3780.979575,30.53025131,0.930570105,0.010595202,3.315937291,0.04688002,3.510172288,0.029526189,11.7594545,0.04012809,1.681733541,0.046882704,1.060803729,0.017051544,78.12846424,0.573784212,16.12570153,0.219705011,0.320872417,0.001780943,0.323772608,0.004952193
Kerguelen,KER1,CAT1-S1-1D,108,134.6,135.8,135.2,4745.8,22323.46154,54924.61538,1.440769231,0.000320984,0.003895392,0.001349736,0.00054284,0.077784673,0.002054816,0.004980973,0.002884007,5.12186E-05,0.000108247,0.001808712,0.022223462,1,0.147728606,0.147728606,0.000207896,0.000819756,0.00062054,0.000404445,0.013674465,0.001181337,0.000609378,0.000966348,2.10393E-05,0.000164725,0.00205301,0.003058183,0,0.003058425,0.003058425,88.39139851,4.419569926,11.60860149,1.160860149,0.136528867,0.013652887,565.5024661,2.237850022,238.5346084,206.9599076,3486.528107,93.38353963,386.7326744,7.70046112,38.5256522,0.466129212,3167.607313,47.14163657,0.814471895,0.00909909,3.032224277,0.012421038,3.038249121,0.01986838,5.798802064,0.133579217,1.509515972,0.049513866,0.994535425,0.022361288,70.05573441,0.531498179,13.26053158,0.190513613,0.286292813,0.002454716,0.26074383,0.001711369
Kerguelen,KER1,CAT1-S1-1D,110,137.6,138.8,138.2,4810.630769,22217.84615,54839.15385,1.287692308,0.000272808,0.003345201,0.001249378,0.000747573,0.072628841,0.002041791,0.005426268,0.002321683,0.000163688,0.000741745,0.001950657,0.022295874,1,0.147029775,0.147029775,0.000209079,0.000324274,0.000406809,0.000439347,0.004688595,0.001011821,0.000966984,0.001135023,0.000196703,0.001085202,0.001443932,0.001349991,0,0.003540928,0.003540928,87.9285144,4.39642572,12.0714856,1.20714856,0.176153339,0.017615334,442.1118449,4.428268077,35.89186233,186.0023139,2595.371312,19.60075045,218.0937453,1.218257687,28.24261491,0.206348674,2284.889729,28.98397658,0.611487721,0.006965903,2.520712809,0.046532686,2.972262265,0.023071922,4.641441298,0.066323119,1.134356857,0.021990399,0.562762357,0.014474014,53.9478412,0.881024174,10.56346884,0.243980703,0.195604182,0.004466095,0.21328797,0.000310239
Kerguelen,KER1,CAT1-S1-1D,114,143.4,144.6,144,4936.930769,22964,55507.53846,1.303076923,0.000160282,0.003406305,0.001297486,0.000585321,0.059426898,0.00171295,0.005088341,0.002479022,9.40253E-05,0.00049568,0.002622337,0.022181802,1,0.146626676,0.146626676,0.000119105,0.000504569,0.000439989,0.00043907,0.002765326,0.000772213,0.000580069,0.001471346,0.000175381,0.000670402,0.002060512,0.001756564,0,0.003704556,0.003704556,89.65154481,4.48257724,10.34845519,1.034845519,0.123289892,0.012328989,614.8442797,4.395341606,157.0594404,200.016727,3949.674648,42.83076251,441.6354183,3.726801625,41.11180496,0.161053209,3412.493629,30.7799401,0.910381859,0.006646955,5.705617692,0.048933219,5.962629521,0.022947646,6.264222559,0.084999184,1.957177567,0.056187664,0.765652204,0.002890113,79.92720242,1.001958291,23.41796688,0.204597872,0.301473477,0.001016326,0.528543858,0.003970185
Kerguelen,KER1,CAT1-S1-1D,117,147.8,148.9,148.4,5072.725,22267.91667,55087.5,1.346666667,0.000557946,0.004934214,0.005024998,0.001545503,0.09506099,0.001179777,0.005612932,0.002119981,0.000152984,0.002029615,0.008718918,0.023397846,1,0.153631201,0.153631201,0.000255744,0.001061641,0.002607603,0.000457368,0.024000674,0.000939005,0.000994067,0.00100341,0.000196905,0.00175859,0.005694413,0.002846077,0,0.006694886,0.006694886,84.32862976,4.216431488,15.67137024,1.567137024,0.23901391,0.023901391,703.8825978,12.01755573,7255.583194,2014.293918,5683.67778,65.29379887,2787.737038,26.53025849,103.2608758,1.199696853,4977.113764,41.06758826,1.191415297,0.020650204,6.225778674,0.034384999,7.391036368,0.048550012,28.72260097,0.157111928,2.035936011,0.060969538,10.74847022,0.148107154,109.6646554,2.228401166,97.07584026,1.090708744,2.032385066,0.018798722,1.648071409,0.00388062
Kerguelen,KER1,CAT1-S1-1D,119,150.7,151.8,151.3,5184.441667,23072.16667,55131.5,1.3725,0.000325117,0.003770051,0.002014968,0.000695966,0.055056439,0.001230244,0.004866458,0.002155738,0.000115197,0.000585843,0.002174615,0.021059382,1,0.144629065,0.144629065,0.000406077,0.001140316,0.000766612,0.000523326,0.005877613,0.001142625,0.000668781,0.000826408,0.000164092,0.000959882,0.002412118,0.002743206,0,0.002135395,0.002135395,89.84326635,4.492163318,10.15673365,1.015673365,0.126927537,0.012692754,610.582386,12.11887965,293.8266765,214.5612668,3599.827864,77.24643191,435.4794317,8.232842168,33.50696137,0.982277396,2637.046993,44.32058868,0.767742407,0.008962163,6.625024494,0.06070631,5.924549608,0.069898106,21.92880594,0.771044273,2.217616267,0.036112484,0.706861739,0.012775555,74.39152898,0.715396099,23.61796449,0.250319871,0.283433035,0.001790811,0.513351231,0.007447494
Kerguelen,KER1,CAT1-S1-1D,123,156.5,157.7,157.1,5436.623077,23160.69231,55187.46154,1.347692308,0.00013155,0.003253225,0.001009028,0.000887413,0.047614197,0.000740588,0.005577176,0.002014882,0.000190835,0.000253744,0.003525747,0.020674833,1,0.144808217,0.144808217,0.000149087,0.000654575,0.000380969,0.00043798,0.004638557,0.000790288,0.000682187,0.000879725,0.000356379,0.000523261,0.002048562,0.002157172,0,0.003093697,0.003093697,88.02419075,4.401209537,11.97580925,1.197580925,0.177036447,0.017703645,708.9793163,16.75371889,199.7601332,247.9286391,4640.523522,108.2639191,337.7373781,5.496537482,41.49307617,0.629608913,3560.842802,36.86802119,1.008260928,0.010698193,7.365820821,0.096946552,6.211413657,0.115546166,9.708856297,0.229171541,1.625262915,0.033316663,0.749489114,0.014813114,89.12411225,2.309353539,16.00076454,0.483891328,0.386986683,0.003292803,0.321946425,0.003844
Kerguelen,KER1,CAT1-S1-1D,124,158,159.2,158.6,5499.669231,23511.76923,56021.46154,1.395384615,0.000159734,0.002992284,0.000848287,0.000795034,0.042414516,0.000775264,0.005207149,0.001793256,4.53834E-05,0.001030433,0.002582032,0.02135536,1,0.144329003,0.144329003,0.000202464,0.000690311,0.000447142,0.000437709,0.004217033,0.00078482,0.001090661,0.001174389,0,0.001309409,0.001641633,0.002628347,0,0.003683225,0.003683225,86.01379119,4.30068956,13.98620881,1.398620881,0.2211149,0.02211149,665.8579482,3.08983947,973.6824666,485.0193541,3761.690452,131.9789472,439.2617094,15.50786053,42.17796203,1.220525248,2748.553456,47.53207477,0.858721787,0.01258998,5.849088818,0.061291396,4.744298227,0.014952396,10.21776865,0.164653492,1.546124958,0.028432108,1.919467031,0.062970521,71.42068742,0.41484736,20.00078753,0.121375429,0.384542382,0.010143263,0.453688245,0.007886097
Kerguelen,KER1,CAT1-S1-1E,132,161.5,162.7,162.1,5646.269231,23811.38462,56569.61538,1.366923077,0.000306602,0.003129951,0.000780699,0.000565617,0.034224672,0.000971446,0.00506517,0.001940373,4.53834E-05,0.000885445,0.002261731,0.021140028,1,0.145862529,0.145862529,0.000307768,0.000420619,0.0003627,0.000229862,0.002368097,0.000835709,0.000619144,0.001080701,0,0.001217001,0.001564839,0.002614613,0,0.002957996,0.002957996,80.75600506,4.037800253,19.24399494,1.924399494,0.269419674,0.026941967,1254.57739,18.5943659,4674.018055,1417.904442,15500.47502,273.6253169,4823.395579,68.52333173,275.8213156,3.694081689,24110.30848,256.7032264,9.64091711,0.055564368,25.33147037,0.02901097,19.09702535,0.049455498,53.70010907,0.379025561,3.159336038,0.046774746,6.739390951,0.214985846,139.1876948,0.806932965,82.65655708,2.8164492,1.537559513,0.009320954,1.373276488,0.012253556
Kerguelen,KER1,CAT1-S1-1E,137,168.8,170,169.4,5947.946154,23243.15385,57024.69231,1.373846154,0.000826398,0.003719929,0.002583508,0.001333872,0.106238823,0.001085811,0.004935375,0.002112745,4.53834E-05,0.001040723,0.003061591,0.023532673,1,0.14554695,0.14554695,0.000318112,0.000494401,0.000606433,0.000489964,0.007541322,0.000775638,0.00078688,0.00096059,0,0.001583765,0.001683992,0.00225698,0,0.003903024,0.003903024,88.20183029,4.410091515,11.79816971,1.179816971,0.14288399,0.014288399,714.0411624,6.850914549,214.2359607,203.8744744,3865.367321,43.25747431,314.2119789,7.44344845,40.30371929,0.993577198,2886.473191,40.65829501,0.797101318,0.013543108,3.074840014,0.026459833,4.308979567,0.029165588,10.03284659,0.050604346,1.331595445,0.046449452,0.841708562,0.011120136,71.47093889,0.862385743,15.55587576,0.211942031,0.287299186,0.00195743,0.328443817,0.005286885
Kerguelen,KER1,CAT1-S1-1E,144,179,180.2,179.6,6370.753846,22715.76923,55020.92308,1.346923077,0.00033596,0.004197493,0.002114138,0.001249359,0.061379104,0.001292703,0.005231066,0.002315993,4.53834E-05,0.000823619,0.003560541,0.023115277,1,0.147650223,0.147650223,0.000181921,0.000813757,0.00046772,0.000495357,0.006861855,0.000894796,0.00085667,0.001295766,0,0.000937104,0.001672304,0.001972509,0,0.003789667,0.003789667,85.10327973,4.255163986,14.89672027,1.489672027,0.204678828,0.020467883,814.2955466,8.087138682,4531.40776,1385.451254,3481.392137,66.26631024,904.1879244,6.44341763,84.65981172,0.742198205,3168.819664,35.87297563,0.546046302,0.003678018,3.299582559,0.042987824,5.064349607,0.031713711,18.29158675,0.257119006,1.160038795,0.007432123,7.805442382,0.168696462,46.22785062,0.727736984,83.4623728,2.659299806,1.116560794,0.010382706,1.743855456,0.008094397
Kerguelen,KER1,CAT1-S1-1E,145,180.4,181.6,181,6433.538462,18555.69231,44574.53846,1.393846154,0.002270697,0.006991266,0.007385795,0.002799502,0.120485922,0.002098849,0.006100796,0.003343183,0.000420908,0.006258795,0.012880368,0.027784611,1,0.174344314,0.174344314,0.003012441,0.004318028,0.009731195,0.001809539,0.049828038,0.00148768,0.001354499,0.001364347,0.001285819,0.005286951,0.012466406,0.003554313,0,0.02120744,0.02120744,58.1265796,2.90632898,41.8734204,4.18734204,0.703145519,0.070314552,285.3114966,3.381248903,23278.04767,6156.752203,3903.380519,120.8006655,2923.188804,57.700133,121.9300211,2.033316472,4456.928381,33.7098105,0.855150174,0.008209565,2.425675008,0.030902266,3.767313027,0.017291261,30.48216342,0.197518023,0.492227975,0.002959071,16.42557783,0.089593448,35.5730101,0.632117041,90.16911624,2.1945355,2.922008417,0.028142463,0.554162251,0.006445999
Kerguelen,KER1,CAT1-S1-1E,146,181.9,183,182.4,6500.141667,13949,38376,1.411666667,0.023239296,0.018363164,0.026775386,0.008569266,0.413782396,0.005464657,0.007775023,0.003258214,0.001950406,0.019537777,0.023056113,0.040240546,1,0.244724512,0.244724512,0.004703047,0.004620489,0.013510463,0.001634005,0.074724259,0.00339784,0.002113218,0.002495824,0.002297177,0.004753839,0.009150992,0.006675288,0,0.015893984,0.015893984,64.04109524,3.202054762,35.95890476,3.595890476,0.602361457,0.060236146,430.7819338,4.463360089,34328.60153,9926.584014,4312.186563,55.81052408,3433.05248,24.39482226,397.1365916,5.745249531,13289.58227,193.3357389,0.757047602,0.007136358,2.230484241,0.019087013,6.015402464,0.019215536,87.59499317,0.753510405,1.267593426,0.023997253,53.67294845,0.888153563,37.52281834,0.853159602,334.5208848,10.07399486,7.036643174,0.137376002,2.946323756,0.030181993
Kerguelen,KER1,CAT1-S1-1E,147,183.3,184.4,183.8,6564.375,22427.08333,57499.5,1.2675,0.003600237,0.004776876,0.006066473,0.00298138,0.134566409,0.001963422,0.005437446,0.002206115,0.000873021,0.00220134,0.003147814,0.028533989,1,0.156258563,0.156258563,0.003192435,0.001480232,0.001918369,0.001326074,0.057393282,0.000682024,0.000927646,0.000600594,0.001216823,0.003105042,0.002709735,0.004203152,0,0.008311196,0.008311197,88.21271238,4.410635619,11.78728762,1.178728762,0.178533632,0.017853363,1492.246644,6.761169835,1154.260764,441.1367224,4541.333436,88.34590622,1119.777227,20.32893742,77.89836317,1.455982628,3562.901422,48.89958885,0.996950957,0.016241426,7.771363798,0.092422783,8.155143454,0.093802488,34.97989363,0.152811284,1.948070392,0.061981627,2.833581675,0.047351872,86.72448526,0.810766896,123.6786369,2.79967276,1.067667427,0.00971953,2.847910366,0.021268193
Kerguelen,KER1,CAT1-S1-1E,151,189,190.3,189.7,6812.307143,23247.14286,55625.64286,1.319285714,0.000195584,0.003315291,0.001593347,0.000717966,0.043345457,0.001409009,0.005063071,0.00259579,4.53834E-05,0.000469594,0.002322797,0.02175613,1,0.148631763,0.148631763,0.000199382,0.000786885,0.000329665,0.000194515,0.004483428,0.000749387,0.000772654,0.001197917,0,0.000774482,0.002495507,0.002068723,0,0.002911789,0.002911789,88.00928802,4.400464401,11.99071198,1.199071198,0.122459474,0.012245947,733.5547145,17.40836734,519.0692231,309.2130411,4164.183528,78.30250154,617.9743965,10.1499901,48.62589017,0.777225072,2793.818462,33.03999318,0.972163333,0.006764335,5.453440209,0.046705911,7.040465601,0.025135218,8.670290595,0.080639438,1.657757,0.04062042,1.131785621,0.008609119,76.44263413,1.188038698,32.53643781,0.658646452,0.351108777,0.005700268,0.626198523,0.004636475
Kerguelen,KER1,CAT1-S1-1E,157,198.4,199.7,199,7055.1,23330.92857,56708.85714,1.285,0.000258571,0.005205677,0.001662941,0.000977512,0.056858799,0.001261004,0.005106956,0.002862283,8.29982E-05,0.000796142,0.003660273,0.023151098,1,0.148796515,0.148796515,0.000226364,0.000628362,0.00053227,0.000581189,0.006993585,0.000995081,0.000641654,0.001189901,0.000140742,0.000950215,0.001812386,0.002638781,0,0.003487249,0.003487248,87.91890742,4.395945371,12.08109258,1.208109258,0.134082378,0.013408238,590.2869829,3.093283848,510.1301471,285.4705255,4449.195182,60.75841345,449.3132406,5.072336847,54.95773967,0.787834033,3045.373357,20.18062134,0.973653446,0.005266733,4.062914553,0.036944396,4.561717881,0.044407993,8.265161932,0.072734146,1.339182222,0.034123485,1.396313321,0.022774434,83.80568894,1.326590955,18.45759727,0.327814701,0.291085394,0.003520354,0.369156996,0.004725399
Kerguelen,KER1,CAT1-S1-1E,161,204.5,205.8,205.2,7160.464286,22635.42857,56487.28571,1.304285714,0.00037797,0.004046667,0.002277771,0.00096072,0.083088865,0.002459219,0.005113429,0.002296884,8.30707E-05,0.00076281,0.005259991,0.023154604,1,0.148729542,0.148729542,0.000431553,0.001062293,0.001286042,0.000417392,0.032077512,0.00182181,0.000963694,0.001127831,9.59277E-05,0.001074652,0.002568426,0.002950147,0,0.004024367,0.004024367,82.36179118,4.118089559,17.63820882,1.763820882,0.183720461,0.018372046,736.0908289,12.44926754,714.0118801,335.9649223,4530.875865,137.6782876,602.974911,13.83517938,66.72545229,1.229024654,3136.839356,18.53267012,0.850620155,0.006969892,2.965078694,0.003982725,4.921011171,0.025493931,6.808603707,0.108154782,1.270709253,0.054853072,2.016254156,0.046625543,85.69090324,1.236042476,24.14841652,0.653911826,0.412860798,0.000823993,0.48430633,0.00369714
Kerguelen,KER1,CAT1-S1-1F,170,210.3,211.7,211,7263.933333,21787.13333,53540,1.36,0.0001964,0.005575586,0.001428533,0.000927745,0.068761242,0.002086097,0.005428892,0.0028612,4.53834E-05,0.000964799,0.002972396,0.02291201,1,0.145198941,0.145198941,0.0001885,0.001327186,0.000791471,0.000547508,0.017825218,0.00102976,0.000762751,0.000772006,0,0.001108149,0.001571298,0.00273579,0,0.004970267,0.004970267,85.10979142,4.255489571,14.89020858,1.489020858,0.141448155,0.014144816,431.1588843,4.015292058,104.6756783,181.2848074,3609.129673,68.84527076,168.1798853,3.365678645,45.5523502,0.733053273,2342.824007,21.06620278,0.669698406,0.006580199,2.182200699,0.02863423,4.093699078,0.06061545,3.679275906,0.060549087,0.918402721,0.025039982,0.501927094,0.00814485,65.96855978,1.340395888,7.956881626,0.208592941,0.188150487,0.002501401,0.182959595,0.001291732
Kerguelen,KER1,CAT1-S1-1F,177,220.9,222.2,221.6,7451.671429,23521.64286,57297.14286,1.331428571,0.000244477,0.003686908,0.00086388,0.000945555,0.04705742,0.001367126,0.005221982,0.002688423,4.53834E-05,0.001174692,0.003704873,0.022856316,1,0.147714315,0.147714316,0.000133523,0.000668864,0.00032146,0.000346251,0.009030261,0.001054028,0.00088859,0.001084975,0,0.001338618,0.001608478,0.002679652,0,0.003066652,0.003066652,93.09679142,4.654839571,6.903208584,0.690320858,0.069077411,0.006907741,627.8556721,4.973892318,265.0120521,158.4645684,4843.721178,64.8922943,347.1872575,3.829031114,63.73055929,1.280136996,3080.073609,63.68866919,1.071221581,0.018816406,3.17180271,0.022993401,6.998565891,0.09543019,6.792163379,0.141345191,1.540119773,0.065397396,0.931349705,0.008008611,88.8200419,0.905659664,16.13112281,0.298573697,0.460416746,0.005873179,0.326346896,0.005457761
Kerguelen,KER1,CAT1-S1-1F,179,224,225.4,224.7,7505.433333,23158.46667,56412.73333,1.297333333,0.00021514,0.004544848,0.001300425,0.001241097,0.064298925,0.001717367,0.005163996,0.002487471,4.53834E-05,0.000620785,0.005159605,0.023076122,1,0.149477817,0.149477817,0.000254283,0.0012091,0.000491032,0.000462157,0.013885413,0.000952603,0.000783346,0.001279862,0,0.000826298,0.002107277,0.001829682,0,0.003226288,0.003226288,84.86635342,4.243317671,15.13364658,1.513364658,0.174467684,0.017446768,836.0969696,11.17319231,407.8905822,241.9029057,4217.330448,112.2200733,426.0420821,6.662632451,57.48518576,0.642275568,2688.500619,30.54752651,0.845840342,0.010747631,5.35028394,0.025656026,5.640790304,0.0330274,6.692282931,0.090105003,1.498972095,0.041309924,1.320375223,0.044350605,81.43967116,1.972165631,30.53520566,1.193277112,0.663317233,0.002786567,0.688783184,0.008734211
Kerguelen,KER1,CAT1-S1-1F,180,225.6,226.8,226.2,7531.692308,21060.38462,54913.46154,1.322307692,0.002772101,0.00555396,0.003122705,0.00422371,0.187623729,0.00435141,0.005361564,0.002677897,0.000333962,0.004332065,0.004635503,0.031671011,1,0.162081097,0.162081097,0.001523399,0.00093022,0.000867249,0.001584204,0.061387924,0.001890336,0.000628705,0.001268332,0.000615661,0.004192061,0.002638614,0.004583359,0,0.008090587,0.008090586,80.14879443,4.007439721,19.85120557,1.985120557,0.204872992,0.020487299,1069.064967,35.88006349,11517.71875,3111.942568,5766.308811,143.9960058,1197.40653,21.15846533,302.9854865,3.615574304,9844.625786,169.6651785,0.946267633,0.01560096,3.627263811,0.059129239,6.197858783,0.085971873,34.35259618,0.423250154,1.786776953,0.038891966,27.76757005,0.379906928,77.12979485,1.39888174,206.5821768,3.992694737,3.635250437,0.042932307,4.82366524,0.01461129
Kerguelen,KER1,CAT1-S1-1F,185,233.2,234.5,233.8,7669.85,16788.14286,47972.78571,1.372857143,0.012958934,0.007912571,0.013680618,0.010313338,0.455383408,0.008060752,0.005870863,0.002823398,0.002191125,0.01691908,0.00776939,0.055319335,1,0.20376471,0.20376471,0.005803042,0.002092986,0.005937184,0.003796474,0.174172248,0.003188066,0.000931208,0.001359505,0.001834285,0.007438051,0.002947437,0.013531196,0,0.023188333,0.023188333,69.49338884,3.474669442,30.50661116,3.050661116,0.348756339,0.034875634,1096.336989,15.69001257,14262.12932,3970.032909,4269.933331,36.71694754,1951.217642,25.5783098,266.7521665,1.25829967,8604.12931,108.0172893,0.775500382,0.006020552,4.268992381,0.042256079,3.773884291,0.028086362,38.16917132,0.643907987,1.311002268,0.022049234,28.3155083,0.502166441,50.91367477,0.859909114,239.7215992,7.149691249,4.646437423,0.035745308,5.031201422,0.038528785
Kerguelen,KER1,CAT1-S1-1F,186,234.7,235.9,235.3,7695.938462,21977.53846,58320.84615,1.346923077,0.004681415,0.005072083,0.006572347,0.003752394,0.178316007,0.0027603,0.005071607,0.002272769,0.000207995,0.003180218,0.008099835,0.031754441,1,0.155197158,0.155197158,0.001827677,0.000550342,0.002252626,0.001094883,0.03572545,0.001379782,0.000838788,0.001006003,0.000378387,0.002500508,0.002112648,0.005162137,0,0.007201083,0.007201084,67.74785106,3.387392553,32.25214894,3.225214894,0.323279931,0.032327993,965.346438,10.89256959,12958.49641,3897.778682,4367.99759,102.4569811,2239.96755,52.98605028,230.5568311,5.020919187,7609.566894,94.88269994,0.799271713,0.004799037,4.531502978,0.087192295,3.210467452,0.029975864,34.52282262,0.356622142,1.297613396,0.03627799,27.8515667,0.320567732,78.81628528,1.313862982,218.7388146,6.164980519,3.822534824,0.029230064,4.824624471,0.043488776
Kerguelen,KER1,CAT1-S1-1F,188,237.8,239.1,238.4,7751.907143,22949.07143,56888.21429,1.282857143,0.001605816,0.004587798,0.003291715,0.001804314,0.090245526,0.002302633,0.00527196,0.002585588,8.30711E-05,0.000611739,0.004670038,0.024729092,1,0.147301621,0.147301621,0.000468253,0.000678606,0.000876196,0.000621188,0.005740633,0.000712294,0.000746882,0.001036881,0.000141014,0.000817615,0.002462425,0.002422261,0,0.003474289,0.003474289,82.6696042,4.13348021,17.3303958,1.73303958,0.174174847,0.017417485,445.9045845,2.218386511,88.32467556,207.6175941,3298.121333,18.56201881,436.639577,11.13465165,45.81121632,1.295830968,2064.749015,49.41217225,0.598889202,0.012412956,8.680238524,0.144044164,4.370193647,0.064167909,3.835435411,0.104351899,1.829206019,0.019604972,0.79837406,0.015453079,59.19980605,0.762372708,27.53210666,0.259601524,0.306852677,0.007315454,0.721446309,0.009272928
