"Location","Site","label","ID","section_depth","field_depth","depth","SH20_mean_age","surface","validity","qc","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Zn","Rb","Sr","Zr","Mo_coh","Total_scatter","inc_coh","coh_inc"
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7558",1.1,1.1,1.1,-51.51,6.66,1,TRUE,16596,44628,1.45,0.2400145472273,-0.421086204729592,-0.920247444576187,0.329692830563389,-0.849683587783192,0.750498001499814,0.573436574178617,-0.104044288298781,-1.05203080583086,-1.27787265503332,32520,5.657113613,0.176768591
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7559",1.2,1.2,1.2,-50.47,6.68,1,TRUE,16084,44476,1.35,0.70011639574618,0.0995550123074801,-0.396906486271833,0.419443818522487,-0.445151640989715,-1.169206406138,0.903705152790442,0.366359311589611,-0.641585788354946,-1.62159753130158,30857,5.637341364,0.177388584
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7560",1.3,1.3,1.3,-49.42,6.7,1,TRUE,16223,44600,1.42,0.253857885291957,-0.292317770356415,-0.423936293128589,0.340144199115179,-0.66875086618944,0.241792892529816,0.596264838997356,0.116953648494644,-1.20393287452773,-1.50071124007164,31203,5.594040575,0.178761664
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7561",1.4,1.4,1.4,-48.38,6.7,1,TRUE,16870,48427,1.4,0.654622151571598,-0.743421568683452,-1.31885279630268,0.118852760948795,-0.895793570700651,0.884405449935164,0.764023183466143,-0.17746296231791,-1.31817876125394,-1.33467464729799,32377,5.681180355,0.17601976
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7562",1.5,1.5,1.5,-47.34,6.71,1,TRUE,16085,44532,1.13,0.857881435248833,-0.101638827946754,-0.437938688353818,0.345024144599867,-0.580287571218811,-1.1457763038197,0.828371182389747,0.616596709799151,-0.686003289646452,-1.44973509316745,31642,5.637717642,0.177376744
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7563",1.6,1.6,1.6,-46.29,6.73,1,TRUE,16366,44776,1.31,0.810834169141508,0.559049864650689,-0.0769918026446926,0.801890787595811,-0.270803718839806,0.554153875979696,-1.75932769373175,1.04281147738234,-0.440715142336513,-1.53712277357463,31975,5.793074145,0.172619921
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7564",1.7,1.7,1.7,-45.25,6.76,1,TRUE,16696,47047,1.33,0.511011961348797,-0.148888470212986,-0.471047622333588,1.01907883120678,-0.507926365811077,-1.12705495798017,0.834330697899888,0.614174044738641,-0.800700831315361,-0.768111185991406,33353,5.371155683,0.186179671
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7565",1.8,1.8,1.8,-44.2,6.78,1,TRUE,16936,47641,1.27,0.637286407855303,-0.0294607186622375,-0.268493911436386,0.718577672959952,-0.568571474083268,-1.22782063114883,0.877366112207057,0.538674054910472,-0.775431145090473,-1.2400046601902,32875,5.694155976,0.175618653
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7566",1.9,1.9,1.9,-43.16,6.81,1,TRUE,16562,46327,1.18,0.0845109878064727,0.112593528563113,-1.04121769260298,0.549461082421893,-0.82733480752416,0.527665544724841,0.607343882215743,0.304311053511627,-1.43030645534977,-1.41186709832433,32476,5.775714584,0.173138749
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7567",2,2,2,-42.11,6.84,1,TRUE,15674,42856,1.25,-0.0856571979056621,-1.05308761374276,0.442109297862618,0.629567105785142,-1.32081117708629,0.541539346761577,0.774830872034686,-0.222508704145566,-1.29574994311923,-1.59538122717942,32041,5.865438183,0.170490246
