"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ti","Ti_sd","Ti_ICP","Ti_ICP_sd","Ti_fit_OLS","Ti_lwr_OLS","Ti_upr_OLS","Ti_fit_WLS","Ti_lwr_WLS","Ti_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-7.7835510752178,-0.77835510752178,4.90495174256426,0.686693243958996,5.80296726823505,4.48563228584802,7.12030225062209,5.84237581588615,4.09659679067062,7.58815484110169
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-8.11062408345963,-0.811062408345963,4.37935983755429,0.613110377257601,5.57919983822571,4.2602545927324,6.89814508371902,5.62318923677401,3.80504438677539,7.44133408677262
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-8.11070815434533,-0.811070815434533,5.83054549007266,0.816276368610172,5.57914232101837,4.26019663266219,6.89808800937455,5.62313289702914,3.80496944445478,7.4412963496035
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-7.1562734256974,-0.71562734256974,6.97603890594798,0.976645446832717,6.23212009955551,4.91724092323699,7.54699927587402,6.26274325278032,4.65571041158349,7.86977609397714
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-6.23716440247127,-0.623716440247127,7.582225674148,1.06151159438072,6.86092975013248,5.54813964708619,8.17371985317877,6.87868023796585,5.47481778378316,8.28254269214855
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-7.11020083002609,-0.711020083002609,7.33838856463051,1.02737439904827,6.26364072665539,4.94890904978625,7.57837240352454,6.29361860593249,4.69677405712799,7.890463154737
"Bird Island","BI10","BI10.2",45,44,45,44.5,-6.99114846944433,-0.699114846944433,8.00856570530786,1.1211991987431,6.34509055618161,5.03071914418311,7.65946196818012,6.37340103674637,4.80288151231456,7.94392056117818
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-8.04880300473801,-0.804880300473801,5.70716697941964,0.799003377118749,5.62149481077727,4.30287119657213,6.9401184249824,5.66461836855977,3.86015260086562,7.46908413625392
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-8.48111324194804,-0.848111324194804,7.55171928570447,1.05724069999863,5.32572919175775,4.00468821548547,6.64677016803004,5.37490751006188,3.47477600633263,7.27503901379113
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-6.39360025215407,-0.639360025215407,5.41898367225024,0.758657714115033,6.75390395722767,5.44088533985609,8.06692257459924,6.77384542164521,5.33541536518847,8.21227547810195
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-6.97644955733823,-0.697644955733823,7.2737868892733,1.01833016449826,6.35514683628738,5.0408178160882,7.66947585648656,6.38325144989579,4.81598199572364,7.95052090406794
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-6.8979421564007,-0.68979421564007,6.13538078300935,0.858953309621309,6.40885777819279,5.09474739655427,7.7229681598313,6.4358628492252,4.88595146718235,7.98577423126806
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-7.27551456310277,-0.727551456310277,7.6949965706891,1.07729951989647,6.15054111811641,4.8352592776842,7.46582295854861,6.18283431398461,4.54943137553282,7.8162372524364
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-7.43979748002057,-0.743979748002057,6.35400922144901,0.889561291002861,6.03814674381221,4.72226075173555,7.35403273588887,6.07274081908162,4.40300313304279,7.74247850512046
"Bird Island","BI10","BI10.3",95,93,94,93.5,-5.91246638969183,-0.591246638969183,6.40691933777027,0.896968707287838,7.08307232386353,5.77058989396711,8.39555475375996,7.09627522401563,5.76414106169145,8.4284093863398
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-6.12725429849454,-0.612725429849454,6.33278695155472,0.886590173217661,6.93612489274342,5.62346412283652,8.24878566265032,6.95233602457454,5.57275673701989,8.33191531212918
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-6.53395702113174,-0.653395702113174,6.08925368788437,0.852495516303812,6.65787868859612,5.34461064108927,7.97114673610297,6.6797859325641,5.21033638950748,8.14923547562072
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-7.22775772608272,-0.722775772608272,5.87125953874839,0.821976335424775,6.1832140211566,4.86809707200854,7.49833097030467,6.21483835428102,4.59199708653418,7.83767962202787
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-7.87721528917944,-0.787721528917944,5.26250214324613,0.736750300054459,5.73888677270684,4.42111369756673,7.05665984784694,5.77960714306342,4.0131060008155,7.54610828531133
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-6.85688392936023,-0.685688392936023,5.99527017426419,0.839337824396986,6.43694781837976,5.12294656219804,7.75094907456148,6.46337784466242,4.92254402592502,8.00421166339982
"Bird Island","BI10","BI10.4",145,141,142,141.5,-7.48005936953564,-0.748005936953564,6.2596340693734,0.876348769712276,6.01060151899363,4.69455873944693,7.32664429854034,6.04575948583484,4.36711638065451,7.72440259101517
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-7.52648268470958,-0.752648268470958,7.04706218045058,0.986588705263081,5.97884094668341,4.66261312599132,7.2950687673755,6.01464909950636,4.32573745073837,7.70356074827436
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-6.2414005334833,-0.62414005334833,5.53635867120092,0.775090213968129,6.858031595513,5.5452359920032,8.17082719902281,6.87584141286626,5.47104298049673,8.28063984523579
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-6.66717852638384,-0.666717852638384,7.36172735624317,1.03064182987404,6.56673502005409,5.25319139552113,7.88027864458704,6.59050810998453,5.09161201056858,8.08940420940048
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-6.55213481397312,-0.655213481397312,5.42735166601519,0.759829233242126,6.64544232764655,5.33213890555093,7.95874574974217,6.66760416235283,5.19413692272304,8.14107140198261
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-6.77167504548198,-0.677167504548199,6.8195334429552,0.954734682013728,6.49524358867855,5.18145735894028,7.80902981841681,6.52048021415366,4.99848419921059,8.04247622909673
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-6.98335483478728,-0.698335483478728,7.6948282137441,1.07727594992417,6.35042258161231,5.03607370371947,7.66477145950515,6.37862390771488,4.8098276353975,7.94742018003226
"Bird Island","BI10","BI10.5",197,194,195,194.5,-6.84443735679811,-0.684443735679811,6.49373313857842,0.909122639400978,6.44546315741559,5.13149427378813,7.75943204104306,6.47171886208916,4.93363679307473,8.0098009311036
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-6.43643379403196,-0.643643379403196,5.45908540315205,0.764271956441288,6.72459933305297,5.41150904712033,8.03768961898562,6.74514070655441,5.29724471591113,8.1930366971977
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-6.63045757781046,-0.663045757781046,7.16489785567465,1.00308569979445,6.59185770545678,5.27839381420926,7.9053215967043,6.61511649678728,5.12433737080156,8.105895622773
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-6.8946494811133,-0.68946494811133,6.06475341401157,0.84906547796162,6.41111046633381,5.09700896826874,7.72521196439889,6.43806942150169,4.88888602870325,7.98725281430012
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-6.77590693630516,-0.677590693630516,5.96528436687479,0.835139811362471,6.49234833498986,5.178551790559,7.80614487942072,6.51764423059851,4.99471267131223,8.0405757898848
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,-7.62077883648807,-0.762077883648807,5.70811785330651,0.799136499462911,5.91432811006425,4.59771039063163,7.23094582949687,5.95145693625551,4.24168662454879,7.66122724796223
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,-7.46661654604789,-0.746661654604789,5.84232466067732,0.817925452494825,6.01979844441433,4.7038083954918,7.33578849333686,6.05476813656309,4.37909844004484,7.73043783308135
"Bird Island","BI10","BI10.7",271,265,266,265.5,-6.9302317206507,-0.69302317206507,5.44809059788394,0.762732683703752,6.38676683022009,5.07256811041891,7.70096555002127,6.41422413569447,4.85717363275837,7.97127463863058
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,-7.17912998213132,-0.717912998213132,5.42676694384413,0.759747372138179,6.21648275632265,4.90152873339744,7.53143677924785,6.24742602913669,4.63533865669608,7.85951340157729
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,-6.77696645075385,-0.677696645075385,5.57555303267531,0.780577424574543,6.49162346678225,5.17782433395512,7.80542259960938,6.5169342015173,4.99376841476048,8.04009998827412
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,-6.54388380232993,-0.654388380232994,5.62603834306476,0.787645368029067,6.65108726814561,5.3377999900447,7.96437454624651,6.67313354255453,5.2014899689653,8.14477711614376
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,-5.70673258419999,-0.570673258419999,6.53884323319134,0.915438052646788,7.22382537826083,5.91142144094947,8.53622931557219,7.23414685480497,5.94744512284938,8.52084858676056
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,-6.68780915816876,-0.668780915816876,5.49828088638407,0.76975932409377,6.55262054610592,5.2390308659511,7.86621022626074,6.57668258023457,5.07322606534653,8.08013909512261
