"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Ca","Ca_sd","Ca_ICP","Ca_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.0818509096992784,0.0313870702919944,1557.061769,23.70865277,4508.84552236816,-5447.37577550506,14465.0668202414
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.0723929367089474,0.0203710241111566,1397.543318,16.95048652,4354.25649025619,-5602.49823702657,14311.011217539
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.108330375876452,0.0287559888446626,2547.021617,33.02866289,4941.64809553639,-5013.12996096901,14896.4261520418
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.243455278232217,0.0409959157709345,6361.863436,96.22229039,7150.24267396847,-2798.32347638576,17098.8088243227
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.3858290337625,0.0548987703299031,8442.247188,102.4072847,9477.31857998693,-466.791178748043,19421.4283387219
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.283360395933265,0.0402839138740896,8467.75867,27.42631931,7802.48534034379,-2144.61543034047,17749.5861110281
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.413480347153504,0.0467330819494768,10818.31417,94.24288942,9929.27480550269,-14.2182662265313,19872.7678772319
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.356861785405355,0.0268629536265097,6975.196896,67.76762951,9003.85361121867,-940.989009742087,18948.6962321794
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.312746668204592,0.0299758746014798,7326.374157,349.9533771,8282.79918692037,-1663.3301702513,18228.928544092
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.511591052495102,0.0930354067015458,5816.665099,70.73844961,11532.8783465665,1590.91994613855,21474.8367469944
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.694876668960727,0.113771656766745,9084.977882,46.04204392,14528.6519735828,4586.82826825345,24470.4756789122
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.449509762404051,0.0762134962500208,6626.492173,12.55357407,10518.169744919,575.35872021513,20460.9807696229
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.411368671483338,0.0495470504679526,9905.624178,61.39912548,9894.75980970823,-48.7775016584164,19838.2971210749
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.439601024281238,0.0440378515836065,7180.738417,69.86799065,10356.2130299419,413.228136541802,20299.1979233419
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.476498276279439,0.0811381896937926,6732.62029,14.01324671,10959.2926200215,1016.90242228495,20901.6828177581
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.430408622835064,0.0811416617278145,6605.365982,65.89419971,10205.964721578,262.809230254008,20149.1202129019
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.458114535516946,0.0939258659191916,7089.603048,60.94161611,10658.8133636337,716.144889948568,20601.4818373188
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.344380364659698,0.0537469207605659,5586.311354,64.02588147,8799.84681669452,-1145.33896368124,18745.0325970703
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,0.341809360170452,0.0391073619539043,5350.125775,88.24884284,8757.82416596858,-1187.43434881538,18703.0826807525
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,0.350210518406483,0.041577461075384,5647.265231,93.13022455,8895.13973259742,-1049.88370338599,18840.1631685808
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,0.355368317403187,0.0492140290801262,5488.24581,18.21293292,8979.44311933194,-965.439693926224,18924.3259325901
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,0.279848857474031,0.0358198849007226,6436.237221,74.4489504,7745.08981466488,-2202.13314677649,17692.3127761062
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,0.546882315288,0.0734813929476633,5642.915643,47.45052762,12109.7083039728,2168.05255630402,22051.3640516416
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,0.388364061268519,0.0554307583185061,6500.001765,157.0216455,9518.75319276636,-425.296658104326,19462.803043637
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,0.399776839192606,0.0751826031658455,6176.904031,61.73924486,9705.29319396927,-238.495377320929,19649.0817652595
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,0.386310237627884,0.0841890838368824,6093.055388,99.46457719,9485.18377899672,-458.914555588424,19429.2821135819
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,0.303655541876678,0.0631626988023234,9697.311696,71.12002695,8134.20620391263,-1812.21391528573,18080.626323111
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,0.339386917862336,0.0680300342623473,7288.66125,112.260405,8718.2297399598,-1227.09794653635,18663.5574264559
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,0.422019336453073,0.0650813311695657,5866.599826,19.40433341,10068.8431984749,125.524202992679,20012.1621939571
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,0.413995109700041,0.0921616077490365,6764.508083,155.9717551,9937.68851570444,-5.79384333020062,19881.1708747391
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,0.411989750108045,0.0374382383709733,8457.047616,112.1937561,9904.91123893699,-38.6130118028468,19848.4354896768
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,0.45857046724541,0.0852236473400455,7198.222186,31.09232618,10666.2654936709,723.604354387215,20608.9266329545
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,0.245619905070991,0.047114277374515,6524.805309,142.7736565,7185.62314801209,-2762.8591939567,17134.1054899809
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,0.3948444760007,0.0537284612566168,6240.983611,108.9028532,9624.6745188429,-319.225279712868,19568.5743173987
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,0.354462227925218,0.0467360157647383,7771.356271,103.9511198,8964.63323400564,-980.274079063001,18909.5405470743
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,0.348424747210065,0.0564169580478071,6196.60628,108.1773992,8865.95159248432,-1079.12118720711,18811.0243721758
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,4314.73333333333,0.242260741998305,0.0285269088938031,6725.623999,76.79365852,7130.71817327346,-2817.89443837948,17079.3307849264
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,4365.28181818182,0.308670478448858,0.0515909589132732,5960.306307,73.5430348,8216.17452752581,-1730.0841171597,18162.4331722113
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,4492.98,0.500240883785378,0.0646162230489852,6654.679504,148.2965685,11347.3616828017,1405.27789991349,21289.4454656898
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,4610.66666666667,0.351602766450724,0.0378362416151741,6154.781584,212.2812892,8917.89580071466,-1027.08939940998,18862.8810008393
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,4729.33333333333,0.31510477343374,0.0612157699151485,4314.171561,119.5885434,8321.34203382475,-1624.71333234941,18267.3973999989
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,4891.35454545455,0.294451556567922,0.0656892610822178,3366.405358,43.51758987,7983.76855919658,-1962.95483997896,17930.4919583721
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,5008.74545454545,0.283061045320286,0.0581518217300918,6376.14109,151.4025643,7797.59250320312,-2149.51863310368,17744.7036395099
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,5262.19090909091,0.41912246422092,0.0508121315731364,6975.754499,274.4419208,10021.4942924272,78.117106644946,19964.8714782095
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,5341.56,0.467432061038614,0.0881172669436338,6849.57438,146.3509218,10811.1068046855,868.583845321213,20753.6297640499
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,5483.135,0.368168099807157,0.0468959797277053,7954.492393,112.904805,9188.65348344446,-755.892521339734,19133.1994882287
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,5447.30909090909,0.375775374982714,0.0479414559102475,6910.359074,99.46866164,9312.99316041341,-631.36088694928,19257.3472077761
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,5581.52,0.411477623992577,0.0481594809113383,6023.226846,96.77731334,9896.54062077279,-46.9943964833146,19840.0756380289
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,5660.04545454545,0.352191959364696,0.0490434646737484,8005.462824,147.2086058,8927.52606318118,-1017.44301749472,18872.4951438571
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,5698.00833333333,0.408637230630356,0.0428137729199233,8103.945816,176.7489113,9850.11485267936,-93.480382871905,19793.7100882306
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,5774.45833333333,0.443087315279146,0.0569682318971707,7585.017065,119.0582216,10413.1958899668,470.273356341502,20356.118423592
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,5914.69166666667,0.350608232608883,0.0421747706419505,7317.516566,219.0972257,8901.64030662835,-1043.37218583804,18846.6527990948
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,6045.02727272727,0.466762627217819,0.0601103147217402,7179.414733,219.243921,10800.1650176319,857.631910171651,20742.6981250921
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,6127.60909090909,0.626330847633925,0.0827352153303621,9461.06745,314.1395737,13408.2816590278,3466.8242813186,23349.7390367369
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,6161.61818181818,0.600560424130905,0.063864453621834,8311.822141,243.7283369,12987.068273187,3045.61984255393,22928.5167038202
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,6233.21818181818,0.502226362001701,0.0473513782395837,4039.228505,118.4041127,11379.8140017134,1437.75313686954,21321.8748665572
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,6633.50909090909,0.483055823403617,0.0644553115531973,5046.388886,101.3494984,11066.4746625154,1124.1750638183,21008.7742612125
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,6779.31666666667,0.561891342813993,0.0502608080944699,5399.551536,155.4784276,12355.0284207206,2413.46139124287,22296.5954501983
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,6996.89090909091,0.660361106167928,0.0804907167362197,7612.230803,168.9409106,13964.5007066683,4022.92369212862,23906.0777212079
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,7135.69230769231,0.506338672874049,0.0444388853819998,11154.85179,310.394632,11447.0290548912,1505.01432939911,21389.0437803834
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,7290.50833333333,0.839621709322552,0.269405838370264,11483.54156,242.7777321,16894.4861449658,6950.25350560828,26838.7187843233
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,7450.61818181818,0.54256148906699,0.077294925898038,10269.18303,319.7998586,12039.0851012937,2097.39938830055,21980.7708142868
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,7672.18333333333,0.540656341333703,0.0862184690406956,12229.13292,864.7429197,12007.9457710778,2066.24621729871,21949.6453248568
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,7821.06363636364,0.541076800022407,0.0740423513469144,9855.628818,190.0778574,12014.8181000426,2073.12163394351,21956.5145661417
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,8011.50909090909,0.53288693610128,0.0881648910594771,10048.24434,653.9557626,11880.9561046668,1939.19612441762,21822.716084916
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,7881.69166666667,0.566327992589949,0.0696371940990917,6960.861032,157.416355,12427.5447405902,2485.99936522449,22369.0901159559
"Bird Island","BI10","BI10.13",519,491,492,491.5,8384.23636363636,0.498630383283212,0.0732460005041098,7012.381581,44.90787058,11321.038313714,1378.93563430183,21263.1409931262
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,8490.03636363636,0.53657174267266,0.0645523338491166,9040.006112,121.9027865,11941.1836694919,1999.45314517033,21882.9141938136
